[00:00:00	]Ruslan Zhakov has gained a 'Deagle' #76348 from a container with the name 'Ruslan'ın Über Seksi Sandığı' #9258.
[17:32:28	]Henry Adams opened the 'Büyük Metal Dolap' #9051 container.
[17:32:29	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[17:32:29	]Michael Mansen closed the 'Buzdolabı' #8342 container.
[17:32:30	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[17:32:30	][IC] Decaf Cannon: ANANI.
[17:32:31	][IC] C24:i4.DEFENDER-81: <:: Yürü şimdi. ::>
[17:32:32	][IC] Decaf Cannon: SİKİYİM.
[17:32:32	][IC] Decaf Cannon: LAN.
[17:32:33	]Michael Mansen has gained a 'Su Şişesi' #130053 from a container with the name 'Buzdolabı' #8342.
[17:32:33	]Henry Adams has transferred a 'Yangın Baltası' #90044 to a container with the name 'Büyük Metal Dolap' #9051.
[17:32:34	]Henry Adams closed the 'Büyük Metal Dolap' #9051 container.
[17:32:34	]Michael Mansen has gained a 'Su Şişesi' #130159 from a container with the name 'Buzdolabı' #8342.
[17:32:34	]Decaf Cannon has gained a '30rnd MP Magazine' #137236.
[17:32:34	]Decaf Cannon has lost a '30rnd MP Magazine' #137237.
[17:32:34	]Michael Mansen closed the 'Buzdolabı' #8342 container.
[17:32:36	]Michael Mansen ran 'take' on item 'Tencere' (#135171)
[17:32:36	]Michael Mansen has gained a 'Tencere' #135171.
[17:32:36	][IC] Decaf Cannon: OROSPU ÇOCUĞU.
[17:32:39	][IC] Decaf Cannon: UZAK DUR BENDEN.
[17:32:39	]Michael Mansen ran 'Place' on item 'Tencere' (#135171)
[17:32:39	]Michael Mansen has lost a 'Tencere' #135171.
[17:32:42	][IC] Decaf Cannon: UZAK DUR.
[17:32:43	]Timothy Hudson ran 'Equip' on item 'Popper' (#138080)
[17:32:45	]Michael Mansen ran 'filtrate' on item 'Su Şişesi' (#130159)
[17:32:45	]Henry Adams opened the 'Dosya Dolabı' #8874 container.
[17:32:46	][IC] Decaf Cannon: HAYIR.
[17:32:48	]Henry Adams closed the 'Dosya Dolabı' #8874 container.
[17:32:48	][ME] Natasha Kolarev: elini silahına koydu
[17:32:50	][IC] Decaf Cannon: AMINA KODUMUN EVLADI.
[17:32:50	]Henry Adams opened the 'Dosya Dolabı' #8875 container.
[17:32:51	][IC] C24:i4.DEFENDER-81: <:: JURY. ::>
[17:32:52	]Theodore Kacynzski has gained a '5rnd AWP Magazine' #138117.
[17:32:52	]Theodore Kacynzski has lost a '5rnd AWP Magazine' #138118.
[17:32:53	]Henry Adams has transferred a 'Gaz Maskesi' #114450 to a container with the name 'Dosya Dolabı' #8875.
[17:32:55	][IC] C24:i4.JURY-72: <:: Söyle. ::>
[17:32:55	]Henry Adams has transferred a 'T2 Yeşil Kevlar Üniforma' #128262 to a container with the name 'Dosya Dolabı' #8875.
[17:32:55	][IC] Decaf Cannon: YÜZÜNDEKİ İFADE.
[17:32:56	]Henry Adams has transferred a 'Siyah Dolgulu Pantolon' #115085 to a container with the name 'Dosya Dolabı' #8875.
[17:32:56	]Henry Adams has transferred a 'Savaş Kaskı' #105922 to a container with the name 'Dosya Dolabı' #8875.
[17:32:57	]Decaf Cannon has gained a '30rnd MP Magazine' #137237.
[17:32:57	]Decaf Cannon has lost a '30rnd MP Magazine' #137236.
[17:32:58	][IC] C24:i4.DEFENDER-81: <:: Çatışmada elime düşma. ::>
[17:32:59	]Natasha Kolarev rolled 10 out of 20 (+0 from Güç).
[17:32:59	]Natasha Kolarev used command '/Roll strength'.
[17:33:00	][IC] C24:i4.DEFENDER-81: <:: Haha. ::>
[17:33:01	]Henry Adams has transferred a 'Onarım Kaplaması' #76718 to a container with the name 'Dosya Dolabı' #8875.
[17:33:01	][ME] Decaf Cannon: silahı indirir
[17:33:01	][IC] C24:i4.JURY-72: <:: Seni görmedim 81. ::>
[17:33:02	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:02	]Michael Mansen has gained a 'Ham Sülük Karkası' #138121.
[17:33:02	][IC] Decaf Cannon: YÜZÜ.
[17:33:03	]Henry Adams closed the 'Dosya Dolabı' #8875 container.
[17:33:04	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:04	][IC] Decaf Cannon: YÜZÜ.
[17:33:04	]Ruslan Zhakov has gained a '30rnd AKM Magazine' #136837.
[17:33:04	]Ruslan Zhakov has lost a '30rnd AKM Magazine' #120521.
[17:33:05	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:05	]Henry Adams ran 'ToggleOff' on item 'El Telsizi' (#136704)
[17:33:06	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:07	][IC] Decaf Cannon: LAN.
[17:33:07	]Henry Adams opened the 'Dosya Dolabı' #8875 container.
[17:33:09	]Henry Adams has transferred a 'El Telsizi' #136704 to a container with the name 'Dosya Dolabı' #8875.
[17:33:09	]Henry Adams closed the 'Dosya Dolabı' #8875 container.
[17:33:09	][IT] Thomas Müller: Şahsın yüzünde birşey varmı?
[17:33:10	][IC] Michael Mansen: Kimsin.
[17:33:10	][IC] Decaf Cannon: DEĞİŞTİRDİ.
[17:33:12	][ME] C24:i4.JURY-72: Hızlıca tutar
[17:33:12	][IC] Decaf Cannon: AZ ÖNCE.
[17:33:14	][ME] Natasha Kolarev: yüzüne bakıyor
[17:33:15	][IC] Timothy Hudson: Dark Unity.
[17:33:17	][IC] Decaf Cannon: ÇOK FENA BİR ŞEKİLDE.
[17:33:17	][IC] Michael Mansen: Tamam.
[17:33:17	]C24:i4.JURY-72 rolled 18 out of 100 (+22 from Hız).
[17:33:17	]C24:i4.JURY-72 used command '/SkillRoll speed'.
[17:33:19	]Theodore Kacynzski has gained a '5rnd AWP Magazine' #138118.
[17:33:19	]Theodore Kacynzski has lost a '5rnd AWP Magazine' #138117.
[17:33:19	][IC] Decaf Cannon: OĞLUM.
[17:33:20	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:22	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:23	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:24	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:24	][IT] C24:i4.JURY-72: /skillroll speed
[17:33:25	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:25	]Michael Mansen has gained a 'Ham Sülük Karkası' #138122.
[17:33:25	]Henry Adams opened the 'Orta Dosya Dolabı' #8066 container.
[17:33:26	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:26	][Y] Decaf Cannon: AZ ÖNCE ŞEYTANİ Bİ GÜLÜMSEME VARDI.
[17:33:26	]Ruslan Zhakov has gained a '30rnd AKM Magazine' #120521.
[17:33:26	]Ruslan Zhakov has lost a '30rnd AKM Magazine' #136837.
[17:33:27	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:27	]Michael Mansen has gained a 'Ham Sülük Karkası' #138123.
[17:33:28	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:28	][IC] Timothy Hudson: Dark Unity!
[17:33:29	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:30	][Y] Decaf Cannon: İTTİ BENİ AMINA KOYAYIM.
[17:33:30	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:31	]GÜVERCİN rolled 51 out of 100 (+0 from Hız).
[17:33:31	]GÜVERCİN used command '/SkillRoll speed'.
[17:33:31	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:31	]Michael Mansen has gained a 'Ham Sülük Karkası' #138124.
[17:33:32	]Henry Adams has gained a 'Lavanta Hava Durumu Ceketi' #17708 from a container with the name 'Orta Dosya Dolabı' #8066.
[17:33:32	]Henry Adams closed the 'Orta Dosya Dolabı' #8066 container.
[17:33:32	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:33	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:33	]Michael Mansen has gained a 'Ham Sülük Karkası' #138125.
[17:33:34	][ME] C24:i4.JURY-72: tutar
[17:33:35	]Ruslan Zhakov used command '/ToggleRaise'.
[17:33:35	]Decaf Cannon ran 'drop' on item 'Karanlık Vuruş' (#138076)
[17:33:35	]Decaf Cannon has lost a 'Karanlık Vuruş' #138076.
[17:33:35	][ME] Natasha Kolarev: elini açtı
[17:33:36	]Decaf Cannon ran 'drop' on item 'Mavi Yemiş' (#138077)
[17:33:36	]Decaf Cannon has lost a 'Mavi Yemiş' #138077.
[17:33:36	]Henry Adams opened the 'Orta Dosya Dolabı' #8066 container.
[17:33:36	]Decaf Cannon ran 'drop' on item 'Ozz'un İksiri' (#138078)
[17:33:36	]Decaf Cannon has lost a 'Ozz'un İksiri' #138078.
[17:33:37	][IC] Decaf Cannon: AL.
[17:33:38	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:38	]Henry Adams has transferred a 'Lavanta Hava Durumu Ceketi' #17708 to a container with the name 'Orta Dosya Dolabı' #8066.
[17:33:39	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:39	]Henry Adams has gained a 'Deri Ceket' #114742 from a container with the name 'Orta Dosya Dolabı' #8066.
[17:33:40	]Henry Adams closed the 'Orta Dosya Dolabı' #8066 container.
[17:33:40	][LOOC] GÜVERCİN: benden ne istion sal beni
[17:33:40	][IC] Decaf Cannon: AMINA KOYAYIM.
[17:33:40	][IC] C24:i4.JURY-72: <:: Gel sen bakalım. ::>
[17:33:41	][IC] Decaf Cannon: İÇMEDİM.
[17:33:41	]Natasha Kolarev ran 'take' on item 'Mavi Yemiş' (#138077)
[17:33:41	]Natasha Kolarev has gained a 'Mavi Yemiş' #138077.
[17:33:43	]Henry Adams opened the 'Orta Dosya Dolabı' #8066 container.
[17:33:44	][IC] Timothy Hudson: Dark Unity Lambda.
[17:33:45	]Natasha Kolarev ran 'take' on item 'Ozz'un İksiri' (#138078)
[17:33:45	]Natasha Kolarev has gained a 'Ozz'un İksiri' #138078.
[17:33:45	]Henry Adams has transferred a 'Deri Ceket' #114742 to a container with the name 'Orta Dosya Dolabı' #8066.
[17:33:46	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:47	]Michael Mansen has gained a 'Ham Sülük Karkası' #138126.
[17:33:47	][IT] C24:i4.JURY-72: /birdmount yap
[17:33:48	]Henry Adams has gained a 'Gri Yün' #83636 from a container with the name 'Orta Dosya Dolabı' #8066.
[17:33:48	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:49	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:49	]Henry Adams has gained a 'Gri Bere' #116796 from a container with the name 'Orta Dosya Dolabı' #8066.
[17:33:49	]Michael Mansen has gained a 'Ham Sülük Karkası' #138127.
[17:33:49	]Henry Adams closed the 'Orta Dosya Dolabı' #8066 container.
[17:33:50	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:51	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:51	]GÜVERCİN used command '/BirdMount'.
[17:33:51	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:53	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:54	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:54	]Michael Mansen has gained a 'Ham Sülük Karkası' #138128.
[17:33:54	][IC] Decaf Cannon: Uzak dur benden.
[17:33:55	]Theodore Kacynzski has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[17:33:56	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:56	][LOOC] GÜVERCİN: tacizci var
[17:33:57	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:33:57	]Michael Mansen has gained a 'Ham Sülük Karkası' #138129.
[17:33:57	]Agatha Doe is admin-searching Theodore Kacynzski's inventory.
[17:33:57	]Agatha Doe has used a context menu option with the name: ixviewinventory
[17:33:57	][IC] Timothy Hudson: Igor biliyor, mühimmat için geldim.
[17:33:58	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:33:58	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:00	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:00	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:00	]Michael Mansen has gained a 'Ham Sülük Karkası' #138130.
[17:34:01	]Theodore Kacynzski has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[17:34:02	]Agatha Doe ran 'Write' on item 'Sanayi Toplumu ve Geleceği' (#138095)
[17:34:02	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:03	]Theodore Kacynzski has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[17:34:03	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:04	]Theodore Kacynzski has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[17:34:05	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:06	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:06	]Michael Mansen has gained a 'Ham Sülük Karkası' #138131.
[17:34:06	]Theodore Kacynzski has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[17:34:07	][IC] Decaf Cannon: LAN OĞLUM ADAMIN YÜZÜ NORMAL DEĞİLDİ.
[17:34:07	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:08	]Theodore Kacynzski has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[17:34:08	]Michael Mansen ran 'filtrate' on item 'Su Şişesi' (#138120)
[17:34:09	][IC] Decaf Cannon: YEMEDİM.
[17:34:09	][ME] C24:i4.JURY-72: masaya hızlıca atar
[17:34:10	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:11	]Agatha Doe has closed Theodore Kacynzski's inventory.
[17:34:11	][IC] Decaf Cannon: DÜZELTTİ GERİ.
[17:34:11	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:12	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:12	]Michael Mansen has gained a 'Ham Sülük Karkası' #138132.
[17:34:13	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:14	][IC] Timothy Hudson: 357 lazım Igor, bir miktar.
[17:34:14	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:14	]Michael Mansen has gained a 'Ham Sülük Karkası' #138133.
[17:34:15	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:16	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:16	]Michael Mansen has gained a 'Ham Sülük Karkası' #138134.
[17:34:17	][IC] Decaf Cannon: SİLAHI ÇEKTİĞİM GİBİ.
[17:34:20	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:21	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:22	][IC] GÜVERCİN: ABİ VALLA REBELLER KİM BİLMİYOM
[17:34:22	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:23	][IT] C24:i4.JURY-72: attığında, kuşun kanadı kırıldı
[17:34:23	][IC] Decaf Cannon: ARKASINI DÖNDÜ VE DÜZELTTİ.
[17:34:23	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:25	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:26	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138120)
[17:34:27	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138120)
[17:34:27	]Su Şişesi owned by Michael Mansen just broke due to usage.
[17:34:29	][IC] C24:i4.JURY-72: <:: Söyle. ::>
[17:34:29	]Michael Mansen ran 'combine' on item 'Ham Sülük Karkası' (#138131)
[17:34:30	]C24:i3.QUICK-48 used command '/ExitAct'.
[17:34:31	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138119)
[17:34:31	][IC] C24:i4.JURY-72: <:: Sen nesin. ::>
[17:34:31	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138119)
[17:34:32	][Y] Decaf Cannon: LAN YİNE YAPTI.
[17:34:32	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138119)
[17:34:33	]Michael Mansen has gained a 'Ham Sülük Karkası' #138135.
[17:34:33	]Igor Makarov opened the 'Orta Dosya Dolabı' #9259 container.
[17:34:34	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138119)
[17:34:34	][Y] Decaf Cannon: GÖRMEDİNMİ.
[17:34:34	]Theodore Kacynzski has gained a '5rnd AWP Magazine' #138117.
[17:34:34	]Theodore Kacynzski has lost a '5rnd AWP Magazine' #138118.
[17:34:34	][IC] C24:i4.JURY-72: <:: Amına kodumun kuşı. ::>
[17:34:35	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138119)
[17:34:35	][IC] C24:i4.JURY-72: <:: Amına kodumun kuşu. ::>
[17:34:35	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138119)
[17:34:36	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138119)
[17:34:36	][Y] GÜVERCİN: CİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİK
[17:34:37	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138119)
[17:34:39	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138119)
[17:34:40	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138119)
[17:34:40	]Theodore Kacynzski ran 'combine' on item '5rnd AWP Magazine' (#138117)
[17:34:41	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138119)
[17:34:42	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138119)
[17:34:43	]Henry Adams ran 'Equip' on item 'Açık Gri Kol Bandı' (#126410)
[17:34:43	]Igor Makarov has gained a '357 Rounds' #135222 from a container with the name 'Orta Dosya Dolabı' #9259.
[17:34:43	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138119)
[17:34:43	]Igor Makarov closed the 'Orta Dosya Dolabı' #9259 container.
[17:34:43	]Michael Mansen has gained a 'Ham Sülük Karkası' #138136.
[17:34:44	][IC] C24:i4.JURY-72: <:: Sürekli. ::>
[17:34:44	]Michael Mansen ran 'empty' on item 'Su Şişesi' (#138119)
[17:34:45	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#138119)
[17:34:46	]Igor Makarov ran 'drop' on item '357 Rounds' (#135222)
[17:34:46	]Igor Makarov has lost a '357 Rounds' #135222.
[17:34:48	][IC] C24:i4.JURY-72: <:: Bak. ::>
[17:34:49	]Ruslan Zhakov opened the 'Ruslan'ın Über Seksi Sandığı' #9258 container.
[17:34:49	][IC] C24:i4.JURY-72: <:: Sürekli. ::>
[17:34:50	]Timothy Hudson ran 'take' on item '357 Rounds' (#135222)
[17:34:50	]Timothy Hudson has gained a '357 Rounds' #135222.
[17:34:52	]Ruslan Zhakov closed the 'Ruslan'ın Über Seksi Sandığı' #9258 container.
[17:34:54	][IC] C24:i4.JURY-72: <:: Taciz ediyorsun. ::>
[17:34:55	][IC] C24:i4.JURY-72: <:: Nexusu. ::>
[17:34:56	]C24:i3.QUICK-48 opened the 'Kanıt Deposu' #6524 container.
[17:34:56	][Y] Natasha Kolarev: Defa.
[17:34:58	][IC] C24:i4.JURY-72: <:: Amına kodumun kuşu. ::>
[17:34:59	][Y] Natasha Kolarev: Decaf.
[17:34:59	]Agatha Doe exited observer at their location.
[17:35:00	]Michael Mansen ran 'filtrate' on item 'Su Şişesi' (#130159)
[17:35:00	][LOOC] GÜVERCİN: adam kuş sorguluyo amk
[17:35:00	][Y] Natasha Kolarev: Hadi dedim!
[17:35:01	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#130159)
[17:35:03	]Michael Mansen ran 'filtrate' on item 'Su Şişesi' (#130053)
[17:35:05	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[17:35:06	][IC] C24:i4.JURY-72: <:: Konuşabildiğini biliyorum. ::>
[17:35:07	]Victorian (STEAM_0:0:577700614) deleted character 'Agatha Doe'
[17:35:07	]C24:i3.QUICK-48 closed the 'Kanıt Deposu' #6524 container.
[17:35:08	][LOOC] GÜVERCİN: abi valla başka kuştur ben bişey yapmadım
[17:35:08	]Michael Mansen closed the 'Buzdolabı' #8342 container.
[17:35:08	][IC] Decaf Cannon: MONOLLİT.
[17:35:08	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[17:35:09	][IC] C24:i4.JURY-72: <:: Nesin ajanmısın. ::>
[17:35:09	]Mark Green has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[17:35:09	][IC] C24:i4.JURY-72: <:: Piç. ::>
[17:35:11	]Michael Mansen has transferred a 'Su Şişesi' #130159 to a container with the name 'Buzdolabı' #8342.
[17:35:12	][IC] Decaf Cannon: Bak.
[17:35:12	][IC] Natasha Kolarev: Ne var dostum?
[17:35:14	][IC] Decaf Cannon: Bana bak.
[17:35:15	][LOOC] GÜVERCİN: SANA BİR KONUŞURUM AKLIN ÇIKAR
[17:35:17	][IC] Decaf Cannon: Ben normalim.
[17:35:19	][IC] Decaf Cannon: Uyuşturucu içmedim.
[17:35:20	]Michael Mansen closed the 'Buzdolabı' #8342 container.
[17:35:21	][IC] C24:i4.JURY-72: <:: Konuşsana. ::>
[17:35:21	][LOOC] GÜVERCİN: BENDE BAN YERİM
[17:35:22	]Mark Green ran 'Open' on item 'Rasyon' (#138137)
[17:35:22	]Mark Green has gained a 'Yapay Macun' #138138.
[17:35:22	]Mark Green has gained a 'Breen'in Suyu' #138139.
[17:35:22	]Mark Green has gained a '15 Kredi Kuponu' #138140.
[17:35:22	][IC] Decaf Cannon: Nabzımı ölç bişeyler yap.
[17:35:22	][IC] C24:i4.JURY-72: <:: It oğlu it. ::>
[17:35:23	][IC] C24:i4.DEFENDER-81: <:: Huh, figures. ::>
[17:35:25	][IC] Decaf Cannon: Adam normal değil.
[17:35:28	][LOOC] GÜVERCİN: banlamican ama
[17:35:28	]Henry Adams has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[17:35:29	][IC] Decaf Cannon: Nasıl görmedin?
[17:35:31	][IC] Natasha Kolarev: Bak bunun için zamanımız yok kadın ölmüş diyorum!
[17:35:33	]Mark Green ran 'Use' on item '15 Kredi Kuponu' (#138140)
[17:35:35	]Mark Green has used a coupon at a ration dispenser, gaining 15 credits.
[17:35:36	][IC] Natasha Kolarev: Hadi gidiyoruz baylar.
[17:35:41	]Henry Adams ran 'take' on item 'Rasyon' (#138141)
[17:35:41	]Henry Adams has gained a 'Rasyon' #138141.
[17:35:42	][LOOC] C24:i4.JURY-72: konuşsan bile göremiyoruz, cavk civk diye görüyoruz
[17:35:44	]Mark Green ran 'Consume' on item 'Yapay Macun' (#138138)
[17:35:44	]Mark Green has gained a 'Boş Kavanoz' #138142.
[17:35:45	]Henry Adams ran 'Open' on item 'Rasyon' (#138141)
[17:35:45	]Henry Adams has gained a 'Yapay Macun' #138143.
[17:35:45	]Henry Adams has gained a 'Breen'in Suyu' #138144.
[17:35:45	]Henry Adams has gained a '15 Kredi Kuponu' #138145.
[17:35:47	]Henry Adams ran 'Consume' on item 'Yapay Macun' (#138143)
[17:35:47	]Henry Adams has gained a 'Boş Kavanoz' #138146.
[17:35:49	]Michael Mansen ran 'take' on item 'Boş Kahve Fincanı' (#137980)
[17:35:49	]Michael Mansen has gained a 'Boş Kahve Fincanı' #137980.
[17:35:49	]Henry Adams ran 'Use' on item '15 Kredi Kuponu' (#138145)
[17:35:51	]Henry Adams has used a coupon at a ration dispenser, gaining 15 credits.
[17:35:52	][LOOC] GÜVERCİN: yok soundpad bascaktımda neyse
[17:35:54	]Henry Adams ran 'drop' on item 'Breen'in Suyu' (#138144)
[17:35:54	]Henry Adams has lost a 'Breen'in Suyu' #138144.
[17:35:55	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[17:35:56	]Henry Adams ran 'drop' on item 'Boş Kavanoz' (#138146)
[17:35:56	]Henry Adams has lost a 'Boş Kavanoz' #138146.
[17:35:57	]Michael Mansen has transferred a 'Ham Sülük Karkası' #138131 to a container with the name 'Buzdolabı' #8342.
[17:35:57	]Mark Green ran 'drop' on item 'Boş Kavanoz' (#138142)
[17:35:57	]Mark Green has lost a 'Boş Kavanoz' #138142.
[17:36:00	]Michael Mansen has gained a 'Mutfak Bıçağı' #135838 from a container with the name 'Buzdolabı' #8342.
[17:36:00	]Michael Mansen closed the 'Buzdolabı' #8342 container.
[17:36:02	]Mark Green ran 'drop' on item 'Breen'in Suyu' (#138139)
[17:36:02	]Mark Green has lost a 'Breen'in Suyu' #138139.
[17:36:05	]Michael Mansen ran 'fill' on item 'Su Şişesi' (#130053)
[17:36:06	][IC] GÜVERCİN: AMINA KOYİM
[17:36:06	]Michael Mansen ran 'filtrate' on item 'Su Şişesi' (#138119)
[17:36:11	]Michael Mansen ran 'Use' on item 'Paslı Fırın' (#107076)
[17:36:15	]Michael Mansen has performed the 'Craft Şişlenmiş Sülük' action, gaining 100 experience in cooking.
[17:36:15	]Michael Mansen has gained a 'Şişlenmiş Sülük' #138147.
[17:36:15	]Michael Mansen has gained a 'Şişlenmiş Sülük' #138148.
[17:36:17	][LOOC] C24:i4.JURY-72: ama kuş eğitimliyse profesör tarafından falan /it ten konuşabilir
[17:36:18	]Michael Mansen ran 'Consume' on item 'Şişlenmiş Sülük' (#138147)
[17:36:18	]Michael Mansen has gained a level 1 long boost in Algı.
[17:36:18	]Michael Mansen ran 'Consume' on item 'Şişlenmiş Sülük' (#138147)
[17:36:18	]Michael Mansen has wasted a level 1 long boost in Algı (current: 0; target: 1).
[17:36:19	]Michael Mansen ran 'Consume' on item 'Şişlenmiş Sülük' (#138147)
[17:36:19	]Michael Mansen has wasted a level 1 long boost in Algı (current: 0; target: 1).
[17:36:20	]C24:i4.JURY-72 entered observer.
[17:36:20	]C24:i4.JURY-72 exited observer at their location.
[17:36:20	]Michael Mansen ran 'Consume' on item 'Şişlenmiş Sülük' (#138148)
[17:36:20	]Michael Mansen has wasted a level 1 long boost in Algı (current: 0; target: 1).
[17:36:21	]Michael Mansen ran 'Consume' on item 'Şişlenmiş Sülük' (#138148)
[17:36:21	]Michael Mansen has wasted a level 1 long boost in Algı (current: 0; target: 1).
[17:36:23	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[17:36:25	]Michael Mansen has transferred a 'Ham Sülük Karkası' #138126 to a container with the name 'Buzdolabı' #8342.
[17:36:27	][IC] C24:i4.JURY-72: <:: Cavklama. ::>
[17:36:27	][LOOC] GÜVERCİN: aa öle karga çarım var
[17:36:28	]Michael Mansen has transferred a 'Ham Sülük Karkası' #138121 to a container with the name 'Buzdolabı' #8342.
[17:36:28	]Michael Mansen closed the 'Buzdolabı' #8342 container.
[17:36:30	][IC] C24:i4.JURY-72: <:: It oğlu it. ::>
[17:36:31	]Michael Mansen opened the 'Buzdolabı' #8342 container.
[17:36:34	][Y] GÜVERCİN: CİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİİK
