[00:00:08	]Lynx has gone afk.
[18:27:58	]black hamasan has critically hit npc_zombie in the left leg dealing 60 damage (CritChance was 0.94).
[18:27:59	]Frank Dogan has hit npc_zombie in the head dealing 16 damage (CritChance was -0.65).
[18:27:59	]Nicholas Newman opened the 'Personal Stash 1484' stash.
[18:28:00	]Frank Dogan has taken 10 damage from npc_zombie.
[18:28:01	]black hamasan has critically hit npc_zombie in the head dealing 60 damage (CritChance was 0.94).
[18:28:07	]Nicholas Newman closed the 'Personal Stash 1484' stash.
[18:28:07	]Nicholas Newman opened the 'Personal Stash 1484' stash.
[18:28:10	]Nicholas Newman has lost a 'Bilgisayar Parçaları' #23910.
[18:28:10	]Nicholas Newman has transferred a 'Bilgisayar Parçaları' #23910 to a container with the name 'Personal Stash 1484' #3092.
[18:28:11	]black hamasan has critically hit npc_zombie dealing 60 damage (CritChance was 0.94).
[18:28:13	]Nicholas Newman has lost a 'Bilgisayar Parçaları' #22733.
[18:28:13	]Nicholas Newman has transferred a 'Bilgisayar Parçaları' #22733 to a container with the name 'Personal Stash 1484' #3092.
[18:28:14	]Nicholas Newman has lost a 'Vida Kutusu' #24295.
[18:28:14	]Nicholas Newman has transferred a 'Vida Kutusu' #24295 to a container with the name 'Personal Stash 1484' #3092.
[18:28:14	]Frank Dogan used command '/PM gatsu fırın olsa keşke et var şuan bende'.
[18:28:18	]Nicholas Newman has lost a 'Plastik Çöp' #24463.
[18:28:18	]Nicholas Newman has transferred a 'Plastik Çöp' #24463 to a container with the name 'Personal Stash 1484' #3092.
[18:28:18	][IC] black hamasan: Bandajın varmı.
[18:28:20	]Nicholas Newman has lost a 'Ahşap Tahta' #21435.
[18:28:20	]Nicholas Newman has transferred a 'Ahşap Tahta' #21435 to a container with the name 'Personal Stash 1484' #3092.
[18:28:22	]Gatsu Dante exited observer at their location.
[18:28:22	]Nicholas Newman has lost a 'Ahşap Tahta' #23898.
[18:28:22	]Nicholas Newman has transferred a 'Ahşap Tahta' #23898 to a container with the name 'Personal Stash 1484' #3092.
[18:28:23	]Nicholas Newman has lost a 'Kömür' #24368.
[18:28:23	]Nicholas Newman has transferred a 'Kömür' #24368 to a container with the name 'Personal Stash 1484' #3092.
[18:28:28	]Nicholas Newman has lost a 'Talep Cihazı' #18159.
[18:28:28	]Nicholas Newman has transferred a 'Talep Cihazı' #18159 to a container with the name 'Personal Stash 1484' #3092.
[18:28:32	]Frank Dogan has taken 10 damage from npc_zombie.
[18:28:33	]Frank Dogan has taken 5 damage from npc_headcrab_fast.
[18:28:34	]Frank Dogan has hit npc_zombie in the chest dealing 16 damage (CritChance was -0.65).
[18:28:35	]Nicholas Newman closed the 'Personal Stash 1484' stash.
[18:28:37	][IC] Frank Dogan: Olamaz.
[18:28:40	]black hamasan has hit Gatsu Dante dealing 48 damage (CritChance was 0.94).
[18:28:40	]Gatsu Dante has taken 48 damage from black hamasan.
[18:28:42	]Frank Dogan has gained level 4 in the Yakın Dövüş skill.
[18:28:45	]Frank Dogan has hit Gatsu Dante dealing 16 damage (CritChance was -0.60).
[18:28:45	]Gatsu Dante has taken 16 damage from Frank Dogan.
[18:28:47	]Frank Dogan has hit Gatsu Dante dealing 16 damage (CritChance was -0.60).
[18:28:47	]Gatsu Dante has taken 16 damage from Frank Dogan.
[18:28:47	]Gatsu Dante entered observer.
[18:28:48	]Gatsu Dante exited observer at their location.
[18:28:49	]Gatsu Dante entered observer.
[18:28:50	]Nicholas Newman has performed the 'Craft Parçala: Kırık Alıcı' action, gaining 50 experience in crafting.
[18:28:51	]Nicholas Newman has gained a 'Hurda Metal' #24471.
[18:28:51	]Nicholas Newman has gained a 'Elektronik devreler' #24472.
[18:28:51	]Nicholas Newman has gained a 'Çivi Kutusu' #24473.
[18:28:55	]Gatsu Dante ran SAM command 'hp' with arguments: 'gatsu' '100'
[18:28:59	]Gatsu Dante is fully healed.
[18:29:00	]Nicholas Newman opened the 'Personal Stash 1484' stash.
[18:29:02	][IC] black hamasan: Agh yaralandım.
[18:29:03	]Nicholas Newman ran 'combine' on item 'Hurda Metal' (#23771)
[18:29:11	]Frank Dogan used command '/PM gatsu aga bence pills kullanma en son betadayken bi kulklanmıştık çökmüştü server'.
[18:29:12	]Frank Dogan has hit npc_zombie in the left arm dealing 16 damage (CritChance was -0.60).
[18:29:12	]Frank Dogan has taken 10 damage from npc_zombie.
[18:29:13	]Frank Dogan has hit npc_zombie in the head dealing 16 damage (CritChance was -0.60).
[18:29:17	]Gatsu Dante used command '/PM frank tmm'.
[18:29:20	]Nicholas Newman closed the 'Personal Stash 1484' stash.
[18:29:22	]Nicholas Newman opened the 'Enfekte Kontrolü Konteyneri' #2981 container.
[18:29:22	]Frank Dogan has hit npc_zombie_torso in the chest dealing 16 damage (CritChance was -0.60).
[18:29:23	]Frank Dogan has taken 10 damage from npc_zombie_torso.
[18:29:23	]black hamasan has gained level 5 in the Yakın Dövüş skill.
[18:29:23	]Frank Dogan has taken 10 damage from npc_zombie_torso.
[18:29:24	]Frank Dogan has taken 5 damage from npc_headcrab_fast.
[18:29:27	]Nicholas Newman closed the 'Enfekte Kontrolü Konteyneri' #2981 container.
[18:29:27	]black hamasan has critically hit npc_zombie_torso dealing 60 damage (CritChance was 0.95).
[18:29:28	]Nicholas Newman opened the 'File Cabinet' #3068 container.
[18:29:33	]black hamasan has taken 5 damage from npc_headcrab_fast.
[18:29:33	]Nicholas Newman closed the 'File Cabinet' #3068 container.
[18:29:35	]Gatsu Dante has spawned a 'NPC [460][npc_zombie]'.
[18:29:36	]Frank Dogan entered observer.
[18:29:36	]Gatsu Dante has spawned a 'NPC [4652][npc_zombie_torso]'.
[18:29:36	]Frank Dogan exited observer at their location.
[18:29:38	]Gatsu Dante has spawned a 'NPC [1486][npc_headcrab]'.
[18:29:40	]black hamasan has critically hit npc_headcrab_fast dealing 60 damage (CritChance was 0.95).
[18:29:41	]Gatsu Dante has spawned a 'NPC [4666][npc_headcrab]'.
[18:29:42	][IC] black hamasan: Gel.
[18:29:44	]Gatsu Dante has spawned a 'NPC [1487][npc_headcrab]'.
[18:29:52	]Frank Dogan has given himself a disinfected_bandage.
[18:29:52	]Frank Dogan has gained a 'Dezenfekte Bandaj Rulosu' #24474.
[18:29:54	][IC] black hamasan: Ayak sesimi var.
[18:29:58	]Gatsu Dante ran SAM command 'asay' with arguments: 'adamada bas'
[18:30:02	]Gatsu Dante ran SAM command 'asay' with arguments: 'ölceksiniz ikinizde'
[18:30:07	]Frank Dogan ran SAM command 'asay' with arguments: 'onada basıcam zaten'
[18:30:08	][IC] black hamasan: Aşağıyamı bakalıkm yukarıyamı.
[18:30:10	]Frank Dogan has given himself a hands_gloves.
[18:30:10	]Frank Dogan has gained a 'Eldivenler' #24475.
[18:30:14	][IC] Frank Dogan: Pekala gel.
[18:30:19	][IC] Frank Dogan: Ilk önce.
[18:30:21	]Gatsu Dante has spawned a 'Vehicle [1438][prop_vehicle_airboat]'.
[18:30:21	][IC] Frank Dogan: Yaralarımızı.
[18:30:25	][IC] Frank Dogan: Kaptmalıyız.
[18:30:28	][IC] Frank Dogan: Yat şuraya.
[18:30:33	]Gatsu Dante exited observer at their location.
[18:30:36	]black hamasan used command '/ActInjured'.
[18:30:38	]black hamasan used command '/ExitAct'.
[18:30:38	]Hoo Lee Fuk banditcamp.com loaded the character 'Karındeşen Jack'
[18:30:40	]Karındeşen Jack entered observer.
[18:30:42	]black hamasan used command '/ActInjured'.
[18:30:50	][IC] Frank Dogan: Yaralarını aç.
[18:30:52	]Nicholas Newman ran 'Bolt' on item 'Tezgah Hazırlama' (#12706)
[18:30:53	][IC] Frank Dogan: Ilk önce.
[18:30:58	]Karındeşen Jack has spawned a 'Vehicle [1450][prop_vehicle_airboat]'.
[18:31:00	]Karındeşen Jack has spawned a 'Vehicle [3643][prop_vehicle_airboat]'.
[18:31:06	]Karındeşen Jack has spawned a 'Vehicle [3810][prop_vehicle_airboat]'.
[18:31:09	][ME] black hamasan: yaralanan yerlerini göstermek için üstünü çıkarır
[18:31:09	]Nicholas Newman ran 'UnBolt' on item 'Tezgah Hazırlama' (#12706)
[18:31:10	]Karındeşen Jack exited observer at their location.
[18:31:16	]Nicholas Newman ran 'PackUp' on item 'Tezgah Hazırlama' (#12706)
[18:31:20	]Nicholas Newman ran 'PackUp' on item 'Tezgah Hazırlama' (#12706)
[18:31:22	][IT] Frank Dogan: nerelerdedir?
[18:31:25	]Karındeşen Jack used command '/Event Kabuk Sahilinden yüksek sesli bir motor sesi gelmektedir'.
[18:31:30	][IC] Frank Dogan: Hey.
[18:31:32	]Nicholas Newman ran 'UnBolt' on item 'Tezgah Hazırlama' (#12706)
[18:31:36	]Karındeşen Jack used command '/ToggleRaise'.
[18:31:38	]Frank Dogan ran SAM command 'asay' with arguments: 'destekmi geliyooorrr'
[18:31:38	]Nicholas Newman ran 'UnBolt' on item 'Paslı Fırın' (#12705)
[18:31:39	][IT] black hamasan: kolunda ve karnında tırnak izleri vardır
[18:31:40	]Nicholas Newman ran 'UnBolt' on item 'Karıştırıcı' (#12735)
[18:31:42	][IC] black hamasan: Noldu.
[18:31:44	][IC] Frank Dogan: Hm.
[18:31:44	]Karındeşen Jack ran SAM command 'asay' with arguments: 'he'
[18:31:51	][IC] Nicholas Newman: Hm.
[18:31:53	][IC] Frank Dogan: Ilk önce karnınla başlayalım.
[18:32:04	][ME] Frank Dogan: karnındaki yarayı ilk önc-
[18:32:07	][IC] Frank Dogan: O SES NEYDI LAN.
[18:32:10	][IC] black hamasan: Bişeymi patladı.
[18:32:13	][IC] Frank Dogan: Galiba.
[18:32:14	][IC] Frank Dogan: Öyle.
[18:32:21	][ME] Frank Dogan: karnındaki yarayı ilk önce dezenfekte eder
[18:32:23	][IC] black hamasan: Motor sesleri falan geliyor.
[18:32:27	][IC] Frank Dogan: Evet.
[18:32:37	][IC] Frank Dogan: Birşey yok gibi.
[18:32:40	][IC] black hamasan: Tamam.
[18:32:47	]Karındeşen Jack entered observer.
[18:32:49	]Karındeşen Jack exited observer at their location.
[18:32:51	][ME] Frank Dogan: Dezenfekte ettikten sonra, dezenfekteli bandaj ile yaralarını kapatır
[18:32:54	]Frank Dogan ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24474)
[18:32:54	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[18:32:54	]black hamasan was disinfected by Frank Dogan for 72 seconds.
[18:32:54	]black hamasan was bandaged by Frank Dogan for 16 HP.
[18:32:55	]Frank Dogan ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24474)
[18:32:55	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 19 experience in medicine.
[18:32:55	]black hamasan was disinfected by Frank Dogan for 72 seconds.
[18:32:55	]black hamasan was bandaged by Frank Dogan for 16 HP.
[18:32:56	]Frank Dogan ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24474)
[18:32:56	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:32:56	]black hamasan was disinfected by Frank Dogan for 72 seconds.
[18:32:56	]black hamasan was bandaged by Frank Dogan for 16 HP.
[18:32:57	]Frank Dogan ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24474)
[18:32:57	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:32:57	]black hamasan was disinfected by Frank Dogan for 72 seconds.
[18:32:57	]black hamasan was bandaged by Frank Dogan for 16 HP.
[18:33:02	]Frank Dogan has given himself a disinfected_bandage.
[18:33:02	]Frank Dogan has gained a 'Dezenfekte Bandaj Rulosu' #24476.
[18:33:04	]Frank Dogan has given himself a disinfected_bandage.
[18:33:04	]Frank Dogan has gained a 'Dezenfekte Bandaj Rulosu' #24477.
[18:33:05	]Karındeşen Jack entered observer.
[18:33:06	]Frank Dogan ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24477)
[18:33:06	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 12 experience in medicine.
[18:33:06	]black hamasan was disinfected by Frank Dogan for 72 seconds.
[18:33:06	]black hamasan was bandaged by Frank Dogan for 16 HP.
[18:33:07	]Frank Dogan ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24477)
[18:33:07	]black hamasan was disinfected by Frank Dogan for 72 seconds.
[18:33:07	]black hamasan was bandaged by Frank Dogan for 16 HP.
[18:33:08	]Frank Dogan ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24477)
[18:33:08	]black hamasan was disinfected by Frank Dogan for 72 seconds.
[18:33:08	]black hamasan was bandaged by Frank Dogan for 16 HP.
[18:33:09	]Frank Dogan ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24477)
[18:33:09	]black hamasan was disinfected by Frank Dogan for 72 seconds.
[18:33:09	]black hamasan was bandaged by Frank Dogan for 16 HP.
[18:33:10	][IC] Nicholas Newman: Hm.
[18:33:13	][IC] Frank Dogan: Pekala.
[18:33:16	][ME] Nicholas Newman: bacağı atar
[18:33:18	][IC] Frank Dogan: Burda biraz dinlenelim.
[18:33:19	]black hamasan used command '/ExitAct'.
[18:33:28	]black hamasan used command '/ActSitWall'.
[18:33:29	]Karındeşen Jack used command '/LocalEvent Adamın ortadan ikiye yarıldığı ve kapının elektirik kaçağı olduğu duyulabilir ve görülebilir  1500'.
[18:33:30	][IC] Frank Dogan: Şimdi kendimi tedavi edeyim.
[18:33:35	][IC] black hamasan: Tamam.
[18:33:38	][IC] Frank Dogan: Fakat.
[18:33:38	]black hamasan used command '/ExitAct'.
[18:33:43	][IC] Frank Dogan: Bunu tek başıma yapamam.
[18:33:47	][ME] Frank Dogan: yatar
[18:33:51	]Frank Dogan used command '/ActDown 3'.
[18:33:55	][IC] Frank Dogan: Sıra sende.
[18:33:57	][ME] Frank Dogan: karnını açar
[18:33:57	]Nicholas Newman has gained level 12 in the Hız skill.
[18:34:06	]Frank Dogan has taken 5 damage from npc_headcrab.
[18:34:08	]Frank Dogan used command '/ExitAct'.
[18:34:09	][IC] Frank Dogan: Aaaaaaagh!
[18:34:12	]black hamasan has taken 5 damage from npc_headcrab.
[18:34:13	]black hamasan has taken 5 damage from npc_headcrab.
[18:34:15	]Frank Dogan has hit npc_headcrab dealing 16 damage (CritChance was -0.70).
[18:34:15	][IT] Nicholas Newman: motor sesi hala var mıdır?
[18:34:19	][IC] black hamasan: Nereden indi.
[18:34:19	][IC] Frank Dogan: Amına kodumun sürtüğü.
[18:34:32	]Frank Dogan ran 'Consume' on item 'Çiğ Headcrab Eti' (#24466)
[18:34:35	][IC] black hamasan: Yukardan heralde atladı.
[18:34:37	][IC] Frank Dogan: Neyse devam et.
[18:34:40	]Karındeşen Jack has spawned a 'NPC [1450][npc_headcrab]'.
[18:34:41	]Frank Dogan used command '/ActDown 2'.
[18:34:45	]Frank Dogan used command '/ExitAct'.
[18:34:47	]Frank Dogan used command '/ActDown 2'.
[18:34:49	]Frank Dogan used command '/ExitAct'.
[18:34:51	]Frank Dogan used command '/ActDown'.
[18:34:54	]Frank Dogan used command '/ExitAct'.
[18:34:55	]Frank Dogan used command '/ActDown 3'.
[18:35:05	][ME] black hamasan: karnına dezanfektan döker
[18:35:13	][IC] Frank Dogan: Oghhh.
[18:35:15	][IC] Frank Dogan: Ugh!
[18:35:21	][IC] Frank Dogan: Lanet olsun-.
[18:35:28	][ME] black hamasan: karnını dezanfektanlı bandaj ile sarmaya başlar
[18:35:36	]Frank Dogan ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#24476)
[18:35:36	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[18:35:36	]Frank Dogan was disinfected by Frank Dogan for 72 seconds.
[18:35:36	]Frank Dogan was bandaged by Frank Dogan for 16 HP.
[18:35:37	]Frank Dogan ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#24476)
[18:35:37	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:35:37	]Frank Dogan was disinfected by Frank Dogan for 72 seconds.
[18:35:37	]Frank Dogan was bandaged by Frank Dogan for 16 HP.
[18:35:38	]Frank Dogan ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#24476)
[18:35:38	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:35:38	]Frank Dogan was disinfected by Frank Dogan for 72 seconds.
[18:35:38	]Frank Dogan was bandaged by Frank Dogan for 16 HP.
[18:35:39	]Frank Dogan ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#24476)
[18:35:39	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 20 experience in medicine.
[18:35:39	]Frank Dogan was disinfected by Frank Dogan for 72 seconds.
[18:35:39	]Frank Dogan was bandaged by Frank Dogan for 16 HP.
[18:35:41	]Frank Dogan has given himself a disinfected_bandage.
[18:35:41	]Frank Dogan has gained a 'Dezenfekte Bandaj Rulosu' #24478.
[18:35:43	][IC] black hamasan: Tamam az kaldı.
[18:35:43	]Frank Dogan ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#24478)
[18:35:43	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:35:43	]Frank Dogan was disinfected by Frank Dogan for 72 seconds.
[18:35:43	]Frank Dogan was bandaged by Frank Dogan for 16 HP.
[18:35:47	]Frank Dogan ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#24478)
[18:35:47	]Frank Dogan has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 5 experience in medicine.
[18:35:47	]Frank Dogan was disinfected by Frank Dogan for 72 seconds.
[18:35:47	]Frank Dogan was bandaged by Frank Dogan for 16 HP.
[18:35:51	]Frank Dogan ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#24478)
[18:35:51	]Frank Dogan was disinfected by Frank Dogan for 72 seconds.
[18:35:51	]Frank Dogan was bandaged by Frank Dogan for 16 HP.
[18:35:54	]Frank Dogan ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#24478)
[18:35:54	]Frank Dogan was disinfected by Frank Dogan for 72 seconds.
[18:35:54	]Frank Dogan was bandaged by Frank Dogan for 16 HP.
[18:35:59	][ME] black hamasan: sarmayı bitirir
[18:36:05	][IC] Frank Dogan: Çok acıyor...
[18:36:07	][IC] black hamasan: Daha iyimisin.
[18:36:11	][IC] Frank Dogan: Öyle hayvan gibi dökülürmü yaw.
[18:36:15	][IC] Frank Dogan: Sağol, daha iyiyim.
[18:36:15	]Frank Dogan used command '/ExitAct'.
[18:36:16	]Karındeşen Jack used command '/PlaySong https://www.youtube.com/watch?v=nSsggxGdFpM&list=PL7D6CF7B0A10F2FC6&index=10&ab_channel=LamarJohnson 0 1500'.
[18:36:26	]Frank Dogan ran SAM command 'asay' with arguments: 'ne çalıyor sesi gelmiyor'
[18:36:32	]Karındeşen Jack ran SAM command 'asay' with arguments: 'açsana sesini'
[18:36:34	]Nicholas Newman ran 'take' on item 'Tencere' (#18597)
[18:36:34	]Nicholas Newman has gained a 'Tencere' #18597.
[18:36:37	][IC] black hamasan: Yukarıda masa falan görmüştüm önceden yuakrıda oturabiliriz.
[18:36:39	]Karındeşen Jack ran SAM command 'asay' with arguments: 'y ye bas sonra mouseunu yukarı götür'
[18:36:42	][IC] black hamasan: Hem daha az tehlikeli.
[18:36:45	][IC] Nicholas Newman: Hm.
[18:36:51	]Frank Dogan ran SAM command 'asay' with arguments: 'gelmiyo'
[18:36:56	]Nicholas Newman ran 'Equip' on item 'Levye' (#24204)
[18:36:56	][IC] Frank Dogan: Tamam.
[18:37:00	]Karındeşen Jack ran SAM command 'asay' with arguments: 'neyse'
[18:37:08	][ME] Nicholas Newman: sertçe oduna vurmaya başlar
[18:37:16	]Karındeşen Jack used command '/StopSong'.
[18:37:23	]Karındeşen Jack used command '/PlaySong https://www.youtube.com/watch?v=oDo3wlDretk&list=PL7D6CF7B0A10F2FC6&index=15&ab_channel=LamarJohnson 0 1500'.
[18:37:27	]black hamasan has taken 5 damage from npc_headcrab.
[18:37:27	]black hamasan has critically hit npc_headcrab dealing 60 damage (CritChance was 0.96).
[18:37:27	]black hamasan has gained a 'Çiğ Headcrab Eti' #24479.
[18:37:29	]black hamasan has critically hit npc_zombie_torso in the chest dealing 60 damage (CritChance was 0.96).
[18:37:31	]Frank Dogan has hit npc_zombie in the chest dealing 16 damage (CritChance was -0.65).
[18:37:32	]black hamasan has critically hit npc_zombie in the chest dealing 60 damage (CritChance was 0.96).
[18:37:32	]Karındeşen Jack has spawned a 'NPC [4720][npc_fastzombie]'.
[18:37:33	]Karındeşen Jack has spawned a 'NPC [4086][npc_fastzombie_torso]'.
[18:37:35	][IC] black hamasan: Tamam.
[18:37:35	]Karındeşen Jack has spawned a 'NPC [460][npc_headcrab]'.
[18:37:37	]Nicholas Newman ran 'EquipUn' on item 'Levye' (#24204)
[18:37:41	]Frank Dogan has given himself a hatchet.
[18:37:42	]Frank Dogan has gained a 'Hatchet' #24480.
[18:37:45	]Nicholas Newman ran 'UnBolt' on item 'Tezgah Hazırlama' (#12706)
[18:37:51	]Nicholas Newman ran 'UnBolt' on item 'Tezgah Hazırlama' (#12706)
[18:37:54	]Frank Dogan ran 'Equip' on item 'Hatchet' (#24480)
[18:37:56	]Frank Dogan ran 'EquipUn' on item 'Fire Axe' (#22020)
[18:37:56	]Frank Dogan ran 'Equip' on item 'Hatchet' (#24480)
[18:38:05	]Frank Dogan has critically hit npc_fastzombie dealing 24 damage (CritChance was 0.94).
[18:38:06	]Frank Dogan has taken 3 damage from npc_fastzombie.
[18:38:06	]Frank Dogan has critically hit npc_fastzombie dealing 24 damage (CritChance was 0.93).
[18:38:06	]Frank Dogan has taken 3 damage from npc_fastzombie.
[18:38:07	]Frank Dogan has critically hit npc_fastzombie dealing 24 damage (CritChance was 0.93).
[18:38:10	]Frank Dogan has taken 5 damage from npc_headcrab.
[18:38:12	]Nicholas Newman ran SAM command 'asay' with arguments: 'sökme işlemi için admin'
[18:38:12	][IC] Frank Dogan: Çok fazla.
[18:38:15	]black hamasan has taken 5 damage from npc_headcrab.
[18:38:19	]Frank Dogan has taken 5 damage from npc_headcrab.
[18:38:20	]Frank Dogan has critically hit npc_headcrab dealing 24 damage (CritChance was 0.93).
[18:38:24	]Frank Dogan ran 'EquipUn' on item 'Hatchet' (#24480)
[18:38:25	]Frank Dogan ran 'Equip' on item 'Fire Axe' (#22020)
[18:38:29	]Frank Dogan has hit npc_fastzombie_torso in the chest dealing 16 damage (CritChance was -0.65).
[18:38:29	]black hamasan has critically hit npc_fastzombie_torso in the chest dealing 60 damage (CritChance was 0.96).
[18:38:30	]Nicholas Newman used command '/ActLean'.
[18:38:32	][IC] black hamasan: Tamam.
[18:38:33	]Nicholas Newman used command '/ExitAct'.
[18:38:34	]Frank Dogan ran 'EquipUn' on item 'Fire Axe' (#22020)
[18:38:35	]Frank Dogan ran 'Equip' on item 'Hatchet' (#24480)
[18:38:35	]Karındeşen Jack has spawned a frag_grenade.
[18:38:42	]Frank Dogan ran 'take' on item 'Frag Grenade' (#24481)
[18:38:42	]Frank Dogan has gained a 'Frag Grenade' #24481.
[18:38:43	][IC] Frank Dogan: Oh.
[18:38:46	]Frank Dogan ran 'EquipUn' on item 'Hatchet' (#24480)
[18:38:47	][IC] black hamasan: El bombasımıydı o.
[18:38:47	]Frank Dogan ran 'Equip' on item 'Frag Grenade' (#24481)
[18:38:51	][IC] Frank Dogan: Galiba.
[18:38:54	][Y] Frank Dogan: KORKUN BİZDEN.
[18:38:57	][Y] Frank Dogan: HAHAHAHHAH.
[18:39:03	][IC] Frank Dogan: Merak etme.
[18:39:05	][IC] Frank Dogan: Merak etme.
[18:39:08	][IC] Frank Dogan: Bende tabancada var.
[18:39:11	][IC] black hamasan: Tamam.
[18:39:13	]Karındeşen Jack has spawned a tool_repair.
[18:39:14	][IC] Frank Dogan: Fakat tek atışlık.
[18:39:23	][IC] Frank Dogan: OH.
[18:39:26	]Frank Dogan ran 'take' on item 'Onarım Kaplaması' (#24482)
[18:39:26	]Frank Dogan has gained a 'Onarım Kaplaması' #24482.
[18:39:30	][IC] Frank Dogan: Onarım kaplaması var.
[18:39:34	]Karındeşen Jack exited observer at their location.
[18:39:37	][IC] black hamasan: Kapıdan hala kıvılcım çıkıyor gibi.
[18:39:41	][IC] black hamasan: O ne.
[18:39:43	][IC] Frank Dogan: Oha.
[18:39:44	][IC] black hamasan: Suya bak.
[18:39:46	][Y] Frank Dogan: HEEEYY.
[18:39:50	][Y] black hamasan: HEYYY.
[18:39:52	]Frank Dogan entered observer.
[18:39:52	]Frank Dogan exited observer at their location.
[18:39:53	][IC] black hamasan: Hayır.
[18:40:01	]Karındeşen Jack entered observer.
[18:40:06	]Karındeşen Jack ran SAM command 'asay' with arguments: 'asagımı düstün'
[18:40:08	]Karındeşen Jack ran SAM command 'asay' with arguments: 'banamı öyle geldi'
[18:40:09	]Frank Dogan ran 'drop' on item 'Hatchet' (#24480)
[18:40:09	]Frank Dogan has lost a 'Hatchet' #24480.
[18:40:11	]Frank Dogan ran 'take' on item 'Hatchet' (#24480)
[18:40:11	]Frank Dogan has gained a 'Hatchet' #24480.
[18:40:15	]Frank Dogan ran SAM command 'asay' with arguments: 'EVET'
[18:40:21	]Karındeşen Jack ran SAM command 'asay' with arguments: 'olm ölsene amk'
[18:40:26	][IC] black hamasan: Iyimisin.
[18:40:26	]Frank Dogan ran SAM command 'asay' with arguments: 'olm yine konsolda error var aq'
[18:40:27	]Karındeşen Jack ran SAM command 'asay' with arguments: 'asglaslgaşlsg'
[18:40:31	]Karındeşen Jack ran SAM command 'asay' with arguments: 'o kadar yüksekten düşüyon'
[18:40:33	]Frank Dogan ran SAM command 'asay' with arguments: 'bekle retry atmam lazım'
[18:40:47	]Revain (STEAM_0:1:608254786) has disconnected.
[18:40:54	]Nicholas Newman ran 'PackUp' on item 'Tezgah Hazırlama' (#12706)
[18:40:57	][IC] black hamasan: Bruh.
[18:41:15	][IC] black hamasan: Bu kapıda nereye gidiyor.
[18:41:42	]Karındeşen Jack exited observer at their location.
[18:41:43	]Karındeşen Jack entered observer.
[18:41:44	][IC] black hamasan: Çıkış buradamıki.
[18:41:52	]black hamasan has taken 1 damage from env_fire.
[18:41:54	]Karındeşen Jack has spawned a 'NPC [4661][npc_vortigaunt]'.
[18:41:57	]Karındeşen Jack has used a context menu option with the name: rb655_make_hostile
[18:41:57	]Karındeşen Jack exited observer at their location.
[18:41:58	]Karındeşen Jack has taken 3 damage from npc_vortigaunt.
[18:41:59	]Karındeşen Jack entered observer.
[18:42:01	][IC] black hamasan: Lan.
[18:42:03	]Karındeşen Jack is fully healed.
[18:42:07	][IC] black hamasan: Silah sesleri.
[18:42:10	]black hamasan was knocked unconscious and is bleeding out.
[18:42:13	][IC] black hamasan: ?
[18:42:17	]Revain has connected.
[18:42:23	][LOOC] black hamasan: vorigant ne alaka lan
[18:42:30	]Nicholas Newman opened the 'Large Metal Cabinet' #2190 container.
[18:42:31	]Karındeşen Jack used command '/CharStopBleedout black'.
[18:42:32	]Nicholas Newman closed the 'Large Metal Cabinet' #2190 container.
[18:42:33	]Nicholas Newman opened the 'Large Metal Cabinet' #2191 container.
[18:42:35	]Karındeşen Jack ran SAM command 'hp' with arguments: 'black' '50'
[18:42:36	]Nicholas Newman closed the 'Large Metal Cabinet' #2191 container.
[18:42:37	]Nicholas Newman opened the 'Large Metal Cabinet' #2189 container.
[18:42:39	]Nicholas Newman closed the 'Large Metal Cabinet' #2189 container.
