[00:00:26	]C17:RL.KING-2 has gone afk.
[18:52:03	][LOOC] C17:i5.UNION-25: 404 olayı için rapor yazacakmısın
[18:52:03	]C17:i1.HELIX-12 used command '/ExitAct'.
[18:52:06	][IC] Maya Morgan: Şu silahı bize doğrultma Joe.
[18:52:07	]Flavel Klarnet has gone afk.
[18:52:08	][LOOC] C17:i5.UNION-25: yoksa ben mi yazayım onu
[18:52:10	][LOOC] C17:i1.HELIX-12: Sen yaz kabul sayarım
[18:52:14	][IC] Joe Rock: Merak etme iyi kullanırım.
[18:52:18	][LOOC] C17:i5.UNION-25: tamam kapanınca yazarım
[18:52:22	][LOOC] C17:i1.HELIX-12: Tamam unutma ama
[18:52:32	]C17:i5.UNION-25 used command '/ActThreat'.
[18:52:36	]Joe Rock entered observer.
[18:52:37	]Joe Rock exited observer at their location.
[18:52:38	]Joe Rock entered observer.
[18:52:39	]Joe Rock exited observer at their location.
[18:52:40	][ME] Maya Morgan: elini uzatır
[18:52:53	][IC] Leo Gans: Teşekür ederim.
[18:53:07	][MEL] C17:i1.HELIX-12: test
[18:53:12	][W] Joe Rock: Şş.
[18:53:13	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[18:53:13	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33198.
[18:53:16	]Joe Rock entered observer.
[18:53:16	]Joe Rock exited observer at their location.
[18:53:17	]Jacob Winston entered observer.
[18:53:17	][Y] Leo Gans: Nereye gittin sen!
[18:53:24	]Jacob Winston exited observer at their location.
[18:53:27	]C17:i1.HELIX-12 used command '/ActLean'.
[18:53:28	][IC] Maya Morgan: Telsiz sesi geliyor.
[18:53:29	][IC] Leo Gans: Merdeivenlerden indi.
[18:53:32	][Y] Jacob Winston: Burdayım.
[18:53:32	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33198.
[18:53:32	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[18:53:36	][IC] Maya Morgan: Bağırma.
[18:53:39	][IC] Maya Morgan: Telsiz sesi var.
[18:53:42	][IC] Jacob Winston: Tamam.
[18:53:48	]C17:i1.HELIX-12 used command '/ActLean'.
[18:53:51	]C17:i5.UNION-25 used command '/ActLean 2'.
[18:53:54	]C17:i5.UNION-25 used command '/ActLean 2'.
[18:54:01	][IC] Maya Morgan: Kel adam gitmiş.
[18:54:05	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[18:54:05	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33198.
[18:54:08	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33198.
[18:54:08	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[18:55:16	][IC] Joe Rock: Buranın çıkısı nerde.
[18:55:18	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[18:55:18	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33198.
[18:55:19	][IC] Maya Morgan: Gel.
[18:55:23	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33198.
[18:55:23	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[18:55:44	][IC] Maya Morgan: Ben çeviricem, siz geçin.
[18:55:46	][ME] Maya Morgan: vanayı çevirir
[18:55:53	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[18:55:53	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33198.
[18:55:56	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33198.
[18:55:56	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[18:56:04	][Y] Jacob Winston: Ezilmek istemiyorum.
[18:56:05	]Jacob Winston has taken 1 damage from door_lock_3.
[18:56:05	]Jacob Winston has taken 1 damage from door_lock_3.
[18:56:05	]Jacob Winston has taken 1 damage from door_lock_3.
[18:56:06	]Jacob Winston has taken 1 damage from door_lock_3.
[18:56:06	]Jacob Winston has taken 1 damage from door_lock_3.
[18:56:06	]Jacob Winston has taken 1 damage from door_lock_3.
[18:56:06	]Jacob Winston has taken 1 damage from door_lock_3.
[18:56:11	][Y] Maya Morgan: Diğer tarafta görüşürüz.
[18:56:12	]Scientist has gone afk.
[18:56:12	][Y] Jacob Winston: Hey sende kaldın.
[18:56:16	][IC] Joe Rock: Hayır.
[18:56:16	][Y] Jacob Winston: Bir yolunu bulcam.
[18:56:17	][IC] Maya Morgan: Yapacak bir şey yok.
[18:56:18	][IC] Joe Rock: Silahın yok.
[18:56:21	][IC] Joe Rock: Ahh siktir.
[18:56:21	][IC] Maya Morgan: Buluşacağız merak etmeyin.
[18:56:24	][ME] Joe Rock: silahı uzatır
[18:56:26	][IC] Maya Morgan: Beni dert etmeyin.
[18:56:30	][IC] Joe Rock: Ak şunu.
[18:56:31	][IC] Joe Rock: Al.
[18:56:33	][IC] Maya Morgan: Silah sende kalsın, size lazım olacak.
[18:56:34	][Y] Jacob Winston: Hey.
[18:56:36	][IC] Joe Rock: Lazım olcauktır.
[18:56:39	][IC] Joe Rock: Pekala.
[18:56:44	][IC] Maya Morgan: Devam edin, beklemeyin.
[18:56:46	][IC] Maya Morgan: Ben sizi bulurum.
[18:56:52	][Y] Jacob Winston: Kendine dikkat et!
[18:56:53	][IC] Joe Rock: Plazada gorusuzur.
[18:56:55	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[18:56:55	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33198.
[18:56:57	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33198.
[18:56:57	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[18:57:23	][IC] Joe Rock: Hmm.
[18:57:28	]Maya Morgan entered observer.
[18:57:44	]C17:i1.HELIX-12 is fully healed.
[18:58:20	]C17:i1.HELIX-12 used command '/ExitAct'.
[18:58:28	]Joe Rock ran 'EquipUn' on item 'FiveSeven' (#33194)
[18:58:28	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[18:58:35	][Y] Jacob Winston: Ayağım!
[18:58:36	]Jacob Winston used command '/CharFallOver'.
[18:58:39	][IC] Joe Rock: Lan.
[18:58:42	][IC] Joe Rock: Aptal.
[18:58:42	]C17:i5.UNION-25 used command '/ExitAct'.
[18:58:45	][IC] Jacob Winston: Ah.
[18:58:46	][IC] Jacob Winston: Başımı vurdum.
[18:58:47	][IC] Jacob Winston: Sanırım.
[18:58:53	][LOOC] C17:i1.HELIX-12: Bunlar nerde yahu
[18:58:54	][IC] Leo Gans: Yine bir sorun.
[18:58:59	][LOOC] C17:i5.UNION-25: 2 dakika kalmış
[18:59:01	][ME] Jacob Winston: 2 eliyle kalkmak için yerden destek alır
[18:59:05	]Jacob Winston used command '/CharGetUp'.
[18:59:05	][LOOC] C17:i1.HELIX-12: Bekle bir bakıcam
[18:59:06	][IC] Joe Rock: Gerçekten hayatımda gördüğüm en salak insansın.
[18:59:12	][ME] Joe Rock: eliyle çekeler
[18:59:12	][IC] Jacob Winston: Özür dilerim.
[18:59:13	]C17:i1.HELIX-12 entered observer.
[18:59:27	]Flavel Klarnet is no longer afk. Total time spent AFK: 735
[18:59:36	]C17:i1.HELIX-12 ran SAM command 'bring' with arguments: 'Flavel'
[18:59:39	][IC] Joe Rock: Sen biraz dinlen.
[18:59:41	][IC] Joe Rock: Jacob.
[18:59:44	][IC] Jacob Winston: Gelmek istiyorum joe.
[18:59:48	][IC] Joe Rock: Git ve uyu.
[18:59:51	][IC] Jacob Winston: Hayır lütfen.
[19:00:02	][IC] Jacob Winston: Seninle geleceğim.
[19:00:08	][Y] Joe Rock: Peki.
[19:00:39	]Maya Morgan used command '/Announce Sunucu kısa süreli harita değişimi nedeniyle bakıma girecektir. Gelişmeleri discord adresimizden takip edebilirsiniz. /discord'.
[19:00:51	]C17:i5.UNION-25 used command '/Radio 10-7'.
[19:00:54	]Maya Morgan used command '/Announce Tahminimizce 10 - 15 dakika sürecek.'.
[19:00:56	]C17:i1.HELIX-12 used command '/Radio 10-7'.
[19:00:57	]Scientist loaded the character 'Nicholas Newman'
[19:00:57	]Nicholas Newman is no longer afk. Total time spent AFK: 585
[19:01:03	]Innovators (STEAM_0:1:453399271) has disconnected.
[19:01:08	]DavşanAbi (STEAM_0:0:100418262) has disconnected.
[19:01:16	][IC] Jacob Winston: Joe1.
[19:01:18	][IC] Jacob Winston: Joe!
[19:01:24	][IC] Jacob Winston: Nereye gidiyoruz?
[19:01:27	][Y] Jacob Winston: Joe!
[19:01:28	][Y] Jacob Winston: Joe!!
[19:01:32	][IC] Joe Rock: NE BE.
[19:01:36	][IC] Jacob Winston: Nereye gidiyoruz.
[19:01:42	][IC] Joe Rock: Bilmiyorum uyuyalım.
[19:01:44	][IC] Joe Rock: Çok yorulduk.
[19:01:48	][IC] Jacob Winston: Uykum yok joe.
[19:02:11	][IC] Joe Rock: Bir dakika.
[19:02:16	]Maya Morgan used command '/PlyWhitelist maya event'.
[19:02:17	][IC] Joe Rock: Tanıdığım biri var.
[19:02:19	][IC] Joe Rock: GELİN!
[19:02:21	][IC] Jacob Winston: Kim?
[19:02:22	]Maya Morgan exited observer at their location.
[19:02:23	]Enistein has unloaded their "Maya Morgan" character.
[19:02:31	][Y] Jacob Winston: Joe!
[19:02:35	][Y] Jacob Winston: Joe!!
[19:02:38	][ME] Joe Rock: duvarı inceler
[19:02:40	]Joe Rock has used a context menu option with the name: rb655_door_open
[19:02:41	][Y] Jacob Winston: Joe!!!
[19:02:44	][ME] Joe Rock: sikicekmiş gibi bakar
[19:02:48	][IC] Leo Gans: Nasıl yaptın?
[19:02:50	][IC] Jacob Winston: Joe.
[19:02:52	][IC] Joe Rock: Ne.
[19:02:57	][IC] Jacob Winston: Nereye gidiyoruz.
[19:02:57	][IC] Joe Rock: Meslek sırrı leo.
[19:03:00	][IC] Joe Rock: Sadece gel.
[19:03:01	]Enistein created the character 'Isaac Kleiner'
[19:03:01	]Enistein loaded the character 'Isaac Kleiner'
[19:03:01	]Isaac Kleiner has gained a '#09047 Kimlik Kartı' #33234.
[19:03:01	]Isaac Kleiner has gained a 'El Feneri' #33235.
[19:03:01	]Isaac Kleiner has gained a 'Küçük Çanta' #33236.
[19:03:01	]Isaac Kleiner has gained a 'Büyük Çanta' #33237.
[19:03:02	]Joe Rock has used a context menu option with the name: rb655_door_open
[19:03:03	]Isaac Kleiner entered observer.
[19:03:04	][Y] Jacob Winston: Joe!
[19:03:05	]Isaac Kleiner exited observer at their location.
[19:03:20	][Y] Joe Rock: HEY KLEINER.
[19:03:22	]Isaac Kleiner used command '/CharSetModel isaac models/Kleiner.mdl'.
[19:03:25	]Isaac Kleiner entered observer.
[19:03:32	]Isaac Kleiner exited observer at their location.
[19:03:33	]Isaac Kleiner entered observer.
[19:03:33	]Isaac Kleiner exited observer at their location.
[19:03:35	]Isaac Kleiner entered observer.
[19:03:37	]Isaac Kleiner has used a context menu option with the name: remove
[19:03:38	][IC] Jacob Winston: Geçemiyorum.
[19:03:40	][Y] Jacob Winston: Joe!
[19:03:41	]Isaac Kleiner has spawned a 'Entity [4185][ix_teleporter]'.
[19:03:43	][Y] Jacob Winston: Yardım et.
[19:03:48	][Y] Jacob Winston: Kafam sığmıyor.
[19:03:49	]Isaac Kleiner has spawned 'models/props_lab/teleportframe.mdl'.
[19:03:50	][IC] Joe Rock: Eğil zıpla.
[19:03:52	]Isaac Kleiner has spawned 'models/props_lab/miniteleport.mdl'.
[19:03:54	]Isaac Kleiner has spawned 'models/props_combine/combine_teleportplatform.mdl'.
[19:03:58	]Isaac Kleiner has spawned 'models/props_combine/combine_teleportplatform.mdl'.
[19:04:02	]Isaac Kleiner exited observer at their location.
[19:04:03	]Joe Rock has used a context menu option with the name: rb655_door_close
[19:04:03	][IC] Jacob Winston: Joe.
[19:04:08	][IC] Joe Rock: Ne be adam ne!
[19:04:16	]Isaac Kleiner has used a context menu option with the name: rb655_door_open
[19:04:17	][IC] Jacob Winston: Bana silah kullanmayı öğreteceksin dimi.
[19:04:27	][Y] Jacob Winston: Bu kelde kim.
[19:04:29	][IC] Isaac Kleiner: Joe, her şey hazır mı?
[19:04:30	]Joe Rock used command '/PM Leo aga map değiscek ısınlanma rolu yapcaz kicklenicez tekrar bekleniyorsun'.
[19:04:38	][IC] Joe Rock: Evet kleiner.
[19:04:46	][IC] Isaac Kleiner: Tamam, nereye geçeceğinizi biliyorsunuz.
[19:04:49	][IC] Isaac Kleiner: Ben hemen geliyorum.
[19:04:51	][IC] Joe Rock: Gelin benle.
[19:04:56	]Isaac Kleiner has used a context menu option with the name: rb655_door_open
[19:05:00	]Isaac Kleiner has used a context menu option with the name: rb655_door_close
[19:05:02	][Y] Jacob Winston: Joe!
[19:05:02	]Isaac Kleiner has used a context menu option with the name: rb655_door_lock
[19:05:03	]Isaac Kleiner has used a context menu option with the name: rb655_door_lock
[19:05:04	][ME] Joe Rock: gözünü dedektöre sokar
[19:05:08	][IC] Jacob Winston: Joe!
[19:05:12	]Isaac Kleiner entered observer.
[19:05:16	]Isaac Kleiner exited observer at their location.
[19:05:18	][IC] Joe Rock: Ne.
[19:05:19	][IC] Jacob Winston: Korkmaya başladım.
[19:05:22	]Isaac Kleiner ran SAM command 'scale' with arguments: 'kleiner' '0.95'
[19:05:24	]Isaac Kleiner ran SAM command 'scale' with arguments: 'kleiner' '1'
[19:05:27	]Isaac Kleiner ran SAM command 'scale' with arguments: 'kleiner' '1.02'
[19:05:31	]Isaac Kleiner has used a context menu option with the name: rb655_door_unlock
[19:05:38	]Isaac Kleiner has used a context menu option with the name: rb655_door_open
[19:05:44	][IC] Isaac Kleiner: Hmm.
[19:05:44	][IC] Joe Rock: Yok korkma.
[19:05:54	][IC] Isaac Kleiner: Çalışıp çalışmadığından emin değilim. Bu bir prototip.
[19:05:59	][IC] Isaac Kleiner: Sizden cesur olmanızı rica edeceğim.
[19:06:06	][IC] Jacob Winston: Joe.
[19:06:09	][IC] Joe Rock: Pekala ilk ben gidebilirim.
[19:06:10	][IC] Jacob Winston: Joe.
[19:06:12	][ME] Jacob Winston: joe'u dürter
[19:06:14	][IC] Jacob Winston: Joe.
[19:06:17	][IC] Joe Rock: Efendim dostum.
[19:06:23	][W] Jacob Winston: Korkmaya başladım.
[19:06:25	][W] Jacob Winston: Lütfen.
[19:06:27	][W] Jacob Winston: Elimi tutarmısın.
[19:06:28	][IC] Joe Rock: KORKMA TAMAM.
[19:06:33	][ME] Joe Rock: elini tutar
[19:06:35	][IC] Joe Rock: Sakin.
[19:06:36	][IC] Jacob Winston: Lütfen.
[19:06:37	][IC] Nicholas Newman: @harita neden değişmedi.
[19:06:42	][IT] Jacob Winston: Jacob'un titrediği görülebilir
[19:06:43	][IC] Isaac Kleiner: Bu yaptığınız şey nedir?
[19:06:43	]Nicholas Newman ran SAM command 'asay' with arguments: 'harita neden değişmedi'
[19:06:57	][IC] Joe Rock: Bir çocuk gibi korkuıyor.
[19:07:02	][ME] Joe Rock: elini bırakır
[19:07:04	][IC] Joe Rock: Tamam.
[19:07:04	][IC] Jacob Winston: Hey.
[19:07:06	][IC] Joe Rock: Başlayalım.
[19:07:07	][IC] Jacob Winston: Joe.
[19:07:10	][IC] Isaac Kleiner: Bildiğiniz üzere ışınlayıcıya birden fazla kişi giremez.
[19:07:11	][IC] Jacob Winston: Beni küçük düşürme.
[19:07:11	][IC] Joe Rock: NEEEEEEEEE!
[19:07:19	][IC] Isaac Kleiner: Molekülleriniz birbirine karışır ve dolayısıyla, yani muhtemelen, ölürsünüz.
[19:07:21	][IC] Joe Rock: Tamam o zaman bu haraketleri bırak.
[19:07:22	]Nicholas Newman ran 'drop' on item 'Araç Kiti' (#22152)
[19:07:22	]Nicholas Newman has lost a 'Araç Kiti' #22152.
[19:07:27	]Nicholas Newman ran 'take' on item 'Araç Kiti' (#22152)
[19:07:27	]Nicholas Newman has gained a 'Araç Kiti' #22152.
[19:07:32	][IC] Joe Rock: Tamam ben ilk girerim.
[19:07:37	][IC] Isaac Kleiner: Gir bakalım.
[19:07:38	]DavşanAbi has connected.
[19:07:41	]Isaac Kleiner has fired a toolgun with the name: light
[19:07:48	][IC] Jacob Winston: Joe.
[19:07:48	]Isaac Kleiner has used a context menu option with the name: collision_off
[19:07:56	][ME] Joe Rock: elini anlına getirir ve 
[19:07:57	][IC] Joe Rock: Adios!
[19:08:01	][IC] Isaac Kleiner: Heheh.
[19:08:02	]Flavel Klarnet entered observer.
[19:08:04	][Y] Jacob Winston: Joe görüşürüz.
[19:08:05	][IC] Joe Rock: AHHHHH.
[19:08:10	][Y] Joe Rock: GÖRÜŞÜRÜZ!
[19:08:21	][ME] Isaac Kleiner: ekrandaki birkaç tuşa basar
[19:08:26	][Y] Jacob Winston: Joe beni bırakmicaksın dimi.
[19:08:28	][ME] Isaac Kleiner: klavyeden bir şeyler yazar
[19:08:28	][Y] Jacob Winston: Buluşacağız.
[19:08:29	][IC] Joe Rock: AHH ÇOK RADIOAKTİF BİR ŞEY BU.
[19:08:34	][IC] Joe Rock: UMARIM!
[19:08:35	][Y] Jacob Winston: Joe!
[19:08:37	][Y] Jacob Winston: Lütfen!
[19:08:38	][IT] Flavel Klarnet: radyasyon etkisi fazladır
[19:08:40	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:08:40	][IC] Joe Rock: SIKINTI YOK.
[19:08:42	][IC] Joe Rock: AHHHHHHHHHH.
[19:08:46	][Y] Isaac Kleiner: ÖHÖM!
[19:08:54	][Y] Isaac Kleiner: Sıkıntı yok, bir şey olmayacak.
[19:08:59	][Y] Jacob Winston: YANINA GELECEĞİM.
[19:09:02	][IT] Joe Rock: BAĞIRIR VE BİR ANDA YOK OLUR
[19:09:03	]Isaac Kleiner has spawned a 'Entity [4290][pfx8_03]'.
[19:09:03	][ME] Jacob Winston: koşmaya hazırlanır
[19:09:06	][IC] Joe Rock: AAAAAAAAAA.
[19:09:07	]Joe Rock entered observer.
[19:09:09	]Isaac Kleiner has spawned a 'Entity [4322][pfx5_02]'.
[19:09:12	][Y] Jacob Winston: Hey kel.
[19:09:13	][IC] Leo Gans: Nasıl oluyor bu!
[19:09:15	][Y] Isaac Kleiner: Joe?!
[19:09:15	][Y] Jacob Winston: Arkadaşıma ne oldu.
[19:09:15	]Nicholas Newman has gained level 30 in the Hız skill.
[19:09:25	][Y] Jacob Winston: Joe!?
[19:09:33	][Y] Jacob Winston: Benide götür.
[19:09:33	][IC] Leo Gans: Nereye gitti!
[19:09:37	][ME] Joe Rock: Isaace telsizden ulaşır ve arazide oldugunu söyler
[19:09:43	][IC] Isaac Kleiner: Güzel! Harika!
[19:09:45	][Y] Jacob Winston: Benide götür.
[19:09:46	][IC] Isaac Kleiner: Çalışıyor!
[19:09:55	][IC] Isaac Kleiner: Öhöm.
[19:09:57	][ME] Joe Rock: bağırarak HEPİNİZİ BURDA BEKLİYORUM COCUKLAR!
[19:10:02	][IC] Isaac Kleiner: Sen, kırmızı ceketli herif!
[19:10:06	][IC] Isaac Kleiner: Sıradaki sensin.
[19:10:07	][IC] Jacob Winston: Evet?
[19:10:09	][IC] Jacob Winston: Tamam.
[19:10:15	][IC] Isaac Kleiner: Geç bakalım.
[19:10:24	]DavşanAbi loaded the character 'C17:RL.KING-2'
[19:10:27	]C17:RL.KING-2 entered observer.
[19:10:27	][IT] Jacob Winston: titrediği görülebilir
[19:10:30	][Y] Jacob Winston: Korkuyorum joe!
[19:10:31	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:10:32	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:10:36	][Y] Jacob Winston: AAAAA.
[19:10:37	]DavşanAbi has unloaded their "C17:RL.KING-2" character.
[19:10:39	][ME] Isaac Kleiner: klavyeden bir şeyler yazmaya başlar
[19:10:41	]DavşanAbi loaded the character 'C24.CREMATOR:673'
[19:10:43	]C24.CREMATOR:673 entered observer.
[19:10:44	]Isaac Kleiner has spawned a 'Entity [4322][pfx8_03]'.
[19:10:46	]Isaac Kleiner has spawned a 'Entity [4341][pfx8_03]'.
[19:10:48	]Jacob Winston entered observer.
[19:10:49	]Isaac Kleiner has spawned a 'Entity [4322][pfx5_02]'.
[19:10:49	]barrel_fire_hurt_2 destroyed a 'Plastik Kap' #32831.
[19:10:50	]Flavel Klarnet exited observer at their location.
[19:10:51	]Isaac Kleiner has spawned a 'Entity [4218][pfx5_01]'.
[19:10:58	]Wonder Of You loaded the character 'Wallace Breen'
[19:11:00	][IT] Joe Rock: JACOB JOE İLE BERABER TELSİZDEN BURADAYIZ DİYE SÖYLENİR
[19:11:01	]Wallace Breen entered observer.
[19:11:08	]Nicholas Newman used command '/CheckPetty'.
[19:11:09	][IC] Isaac Kleiner: Evet, sırada sen varsın.
[19:11:12	]C24.CREMATOR:673 exited observer at their location.
[19:11:14	][IC] Leo Gans: Peki.
[19:11:15	]C24.CREMATOR:673 entered observer.
[19:11:28	][IC] Isaac Kleiner: Bakalım...
[19:11:30	]DavşanAbi has unloaded their "C24.CREMATOR:673" character.
[19:11:32	][IC] Leo Gans: Umarım ölmem.
[19:11:37	]DavşanAbi loaded the character 'C17:i1.HELIX-12'
[19:11:38	]C17:i1.HELIX-12 entered observer.
[19:11:42	][Y] Isaac Kleiner: Senin üzerinde ne var? Sensörler kırmızı gösteriyor.
[19:11:45	]Wallace Breen exited observer at their location.
[19:11:48	]Jacob Winston is admin-searching Leo Gans's inventory.
[19:11:48	]Jacob Winston has used a context menu option with the name: ixviewinventory
[19:11:50	]Jacob Winston has closed Leo Gans's inventory.
[19:11:52	]C17:i1.HELIX-12 ran SAM command 'goto' with arguments: 'wallace'
[19:11:53	]C17:i1.HELIX-12 exited observer at their location.
[19:11:55	][IC] Leo Gans: Satır var.
[19:11:55	]C17:i1.HELIX-12 entered observer.
[19:11:56	]Wallace Breen has spawned a 'Vehicle [4290][prop_vehicle_prisoner_pod]'.
[19:12:02	]Joe Rock exited observer at their location.
[19:12:08	][IT] Isaac Kleiner: ışınlayıcı kapısı kilitlenmiştir
[19:12:10	]Sinyor Gordon loaded the character 'Isaac Soft'
[19:12:12	]Isaac Soft entered observer.
[19:12:14	][Y] Isaac Kleiner: Artık biraz çok geç gibi.
[19:12:15	]Isaac Soft is fully healed.
[19:12:18	]Isaac Soft exited observer at their location.
[19:12:19	]Jacob Winston ran SAM command 'freeze' with arguments: 'leo' '1'
[19:12:20	][Y] Isaac Kleiner: Hadi bakalım, başlıyoruz.
[19:12:24	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:12:24	][Y] Leo Gans: NE!
[19:12:25	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:12:28	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:12:29	]C17:i1.HELIX-12 exited observer at their location.
[19:12:30	]Jacob Winston ran SAM command 'goto' with arguments: 'wallace'
[19:12:30	]Isaac Kleiner has spawned a 'Entity [4284][pfx5_00]'.
[19:12:33	]Isaac Kleiner has spawned a 'Entity [4285][pfx5_02]'.
[19:12:37	][Y] Leo Gans: AAAAAAaaAA.
[19:12:39	][Y] Isaac Kleiner: SAKİN OL!
[19:12:43	]Jacob Winston ran SAM command 'bring' with arguments: 'leo'
[19:12:44	][ME] Isaac Soft: belgeleri uzatır...
[19:12:47	][IC] Jacob Winston: !unfroze.
[19:12:50	]Jacob Winston ran SAM command 'unfreeze' with arguments: 'leo'
[19:12:52	]Jacob Winston ran SAM command 'bring' with arguments: 'leo'
[19:12:53	][ME] Isaac Soft: belgeleri uzatır...
[19:12:53	][IC] Wallace Breen: Şimdi bu konuda.
[19:12:57	][IC] Wallace Breen: Bu da kim.
[19:12:57	][IC] C17:i1.HELIX-12: <:: Size söylediğim gibi. ::>
[19:12:57	][IC] Isaac Soft: BU KİM!
[19:12:58	]Isaac Kleiner entered observer.
[19:13:01	][IC] Wallace Breen: Noluyor burada.
[19:13:01	][IC] Isaac Soft: HEY SEN!
[19:13:03	][IT] Jacob Winston: Leo galiba yanlış yere ışınlanmış gibi duruyor
[19:13:06	][IC] Leo Gans: Durr!
[19:13:07	][IC] C17:i1.HELIX-12: <:: NE? ::>
[19:13:10	]Jacob Winston ran SAM command 'goto' with arguments: 'kleiner'
[19:13:11	]Isaac Kleiner ran SAM command 'bring' with arguments: 'leo'
[19:13:12	][IC] Isaac Soft: BU NE LAN EFENDİM!
[19:13:17	]C17:i1.HELIX-12 entered observer.
[19:13:18	][IC] Isaac Soft: SİKTİR.
[19:13:18	]C17:i1.HELIX-12 exited observer at their location.
[19:13:20	][IC] Wallace Breen: Bu da neydi böyle.
[19:13:23	][IT] Jacob Winston: Leo galiba yanlış yere ışınlanmış gibi duruyor, Fakat leo birazcık korkmaya başladı
[19:13:31	]Isaac Kleiner has fired a toolgun with the name: light
[19:13:33	][IT] C17:i1.HELIX-12: Kafası karışmıştır
[19:13:34	][IC] Isaac Soft: E-efendim.
[19:13:35	]Isaac Kleiner has spawned 'models/props_combine/combine_teleportplatform.mdl'.
[19:13:38	][IC] Wallace Breen: Böyle şeylerin olması imkansız.
[19:13:38	]Isaac Kleiner has spawned 'models/props_combine/combine_teleportplatform.mdl'.
[19:13:39	][Y] Leo Gans: Nerdeyim ben.
[19:13:40	]Isaac Kleiner exited observer at their location.
[19:13:41	]Isaac Kleiner entered observer.
[19:13:42	]Isaac Kleiner exited observer at their location.
[19:13:45	]Jacob Winston ran SAM command 'goto' with arguments: 'kleiner'
[19:13:46	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:13:46	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:13:46	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:13:47	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:13:47	]Isaac Kleiner has fired a toolgun with the name: tesla
[19:13:51	]Jacob Winston ran SAM command 'bring' with arguments: 'leo'
[19:13:51	][IC] Isaac Soft: Tamamdır siktir edin gidiyoz izliyor rp yi LDFASLFASD.
[19:13:52	][Y] Leo Gans: Çıkarın beni buradan.
[19:13:53	]C17:i1.HELIX-12 entered observer.
[19:13:54	]Isaac Kleiner has spawned a 'Entity [4308][pfx5_00_alt_ss]'.
[19:13:54	]Isaac Soft entered observer.
[19:13:55	]Isaac Kleiner has spawned a 'Entity [4319][pfx5_00]'.
[19:13:57	][ME] Wallace Breen: ceketi hızlıca sallanarak yukarı çıkar
[19:13:58	][Y] Isaac Kleiner: NOLUYOR?
[19:13:59	]C17:i1.HELIX-12 ran SAM command 'goto' with arguments: 'leo'
[19:14:08	]Jacob Winston ran SAM command 'bring' with arguments: 'leo'
[19:14:10	]Isaac Soft ran SAM command 'goto' with arguments: 'Leo'
[19:14:12	][Y] Leo Gans: AAAA.
[19:14:17	]Wallace Breen entered observer.
[19:14:18	]Wallace Breen exited observer at their location.
[19:14:18	]Wallace Breen entered observer.
[19:14:20	]C17:i1.HELIX-12 ran SAM command 'goto' with arguments: 'leo'
[19:14:26	]Isaac Kleiner entered observer.
[19:14:27	]Isaac Kleiner exited observer at their location.
[19:14:27	]Isaac Kleiner entered observer.
[19:14:28	]Isaac Kleiner exited observer at their location.
[19:14:31	]Isaac Kleiner has spawned a 'Entity [4308][pfx5_02]'.
[19:14:45	]C17:i1.HELIX-12 exited observer at their location.
[19:14:45	]C17:i1.HELIX-12 entered observer.
[19:14:48	][Y] Leo Gans: Noluyor!
[19:14:48	]Isaac Soft used command '/PM Leo aga dc de varemısın'.
[19:14:53	]C17:i1.HELIX-12 exited observer at their location.
[19:14:55	]C17:i1.HELIX-12 entered observer.
[19:15:01	]Jacob Winston ran SAM command 'bring' with arguments: 'leo'
[19:15:03	][LOOC] Leo Gans: evet
[19:15:03	][Y] Isaac Kleiner: BEKLE!
[19:15:10	][ME] Isaac Kleiner: makineyi kapatır
