[00:03:08	]Kaan has connected.
[18:49:30	][IC] Danilo Zanna: He.
[18:49:31	]Jhony Caston has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[18:49:31	][IC] C24:i3.VICE-91: <:: Sen. ::>
[18:49:32	]Natalya Ivanova used command '/ExitAct'.
[18:49:36	]Jhony Caston has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[18:49:37	]Danilo Zanna (CID: 17862, item: 360) has send 15 credits to Giovanni Roselli (CID: 49982, item: 1630) via POS device for 'Bira'.
[18:49:38	][IC] C24:i3.VICE-91: <:: Doğrula. ::>
[18:49:43	][IC] Danilo Zanna: E oldu.
[18:49:47	]Jhony Caston has spawned 'models/props_interiors/Furniture_Lamp01a.mdl'.
[18:49:48	][ME] Natalya Ivanova: Göz ucuyla en sağda oturan çocuğa doğru bakar.
[18:49:50	][PICKUP DISPENSER] Rasputin ta kendisi ( Giovanni Roselli ) picked up an item from the pickup dispenser.
[18:49:50	]Giovanni Roselli has gained a 'Siemens Premium Alman Birası' #3193.
[18:49:54	][IC] Danilo Zanna: Benim kiram 40 kredi valla kafam rahat.
[18:49:59	]Jhony Caston has spawned 'models/props_c17/statue_horse.mdl'.
[18:50:00	]Giovanni Roselli ran 'drop' on item 'Siemens Premium Alman Birası' (#3193)
[18:50:00	]Giovanni Roselli has lost a 'Siemens Premium Alman Birası' #3193.
[18:50:05	][IC] Danilo Zanna: Sağol.
[18:50:05	]Danilo Zanna used command '/ExitAct'.
[18:50:06	]Jack Downed used command '/ExitAct'.
[18:50:09	][IC] Natalya Ivanova: Votkanız varmı?
[18:50:13	][IC] Natalya Ivanova: Hoşbuldum.
[18:50:13	]Haru Okamoto ran 'use' on item 'Ağrı Kesici' (#3047)
[18:50:13	]Haru Okamoto has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[18:50:16	][LOOC] Danilo Zanna: allaj
[18:50:19	][IC] Natalya Ivanova: Tabiki.
[18:50:19	][Y] C24:i3.VICE-91: <:: Olduğun yerde kal! ::>
[18:50:22	][IC] Natalya Ivanova: Birde sigara alıcaktım.
[18:50:23	][IC] C24:i3.VICE-91: <:: Apply dedim. ::>
[18:50:24	][IC] C24:i3.VICE-91: <:: Sana. ::>
[18:50:29	][IC] Natalya Ivanova: Tamamdır fiyat önemli değil.
[18:50:29	][IC] Danilo Zanna: Anadolu bağdaşımı o.
[18:50:29	][IC] Haru Okamoto: Üzgünüm, duyamadım.
[18:50:31	]Haru Okamoto used command '/ID'.
[18:50:31	][IC] Natalya Ivanova: Zippo varmı?
[18:50:35	][IC] Jack Downed: Ne?
[18:50:36	]Jhony Caston has spawned 'models/props_trainstation/trainstation_clock001.mdl'.
[18:50:41	][IC] Natalya Ivanova: Tamamdır.
[18:50:43	][IC] Danilo Zanna: Yok size demedim.
[18:50:47	][IC] C24:i3.VICE-91: <:: Neyin direktörüsün sen. ::>
[18:50:48	][IC] Natalya Ivanova: Pos makinenizi uzatırsanız ödiyeyim.
[18:50:48	]Giovanni Roselli ran 'RequestCredits' on item 'POS Cihazı' (#2398)
[18:50:50	]Jhony Caston has spawned 'models/props_lab/workspace004.mdl'.
[18:50:55	][IC] Haru Okamoto: Üretim, niçin?
[18:51:01	]Natalya Ivanova (CID: 48438, item: 1504) has send 44 credits to Giovanni Roselli (CID: 49982, item: 1630) via POS device for 'Zippo+Sigara+Vodka'.
[18:51:02	][ME] Danilo Zanna: Sağ eliyle birasını kaldırır ve yudumlar
[18:51:03	][ME] Natalya Ivanova: Pos cihazına CID'sini okutur.
[18:51:05	][ME] Giovanni Roselli: pos makinesini uzatır
[18:51:11	]Jhony Caston has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[18:51:14	][IC] C24:i3.VICE-91: <:: Içecek ve yiyecek ürünlerinin stokları yok. ::>
[18:51:14	][IC] Danilo Zanna: Şu çocuk reşitmi ya.
[18:51:14	]Felix Campbell has gone afk.
[18:51:19	][IC] C24:i3.VICE-91: <:: Senin yüzünden hiçbirşey alamadım. ::>
[18:51:22	][IC] Natalya Ivanova: Reşit olmama ihtimali olduğunu ben sanmıyorum.
[18:51:24	]Jhony Caston has spawned 'models/props_c17/gravestone_cross001a.mdl'.
[18:51:29	]Jhony Caston has spawned 'models/props_citizen_tech/windmill_blade004a.mdl'.
[18:51:30	][IC] Natalya Ivanova: Hatta imkansız.
[18:51:35	][IC] Danilo Zanna: Yani.
[18:51:36	][IC] Haru Okamoto: Uhm, Birazdan vardiya olacak. Ki elimizden gelenin en iyisini yapıyoruz.
[18:51:37	]Jhony Caston has spawned 'models/props_interiors/Furniture_Vanity01a.mdl'.
[18:51:41	][IC] Danilo Zanna: Bi tık küçük gibi geldi bana.
[18:51:43	][IC] Danilo Zanna: Pşt çocuk.
[18:51:45	][IC] Haru Okamoto: Otomatları suyla doldurduk, mesela...
[18:51:48	][W] Natalya Ivanova: 20 yıldır çocuk doğmuyor.
[18:51:49	][PICKUP DISPENSER] Rasputin ta kendisi ( Giovanni Roselli ) picked up an item from the pickup dispenser.
[18:51:49	]Giovanni Roselli has gained a 'Zippo Çakmak' #3194.
[18:51:50	][PICKUP DISPENSER] Rasputin ta kendisi ( Giovanni Roselli ) picked up an item from the pickup dispenser.
[18:51:50	]Giovanni Roselli has gained a 'Votka' #3195.
[18:51:50	][PICKUP DISPENSER] Rasputin ta kendisi ( Giovanni Roselli ) picked up an item from the pickup dispenser.
[18:51:50	]Giovanni Roselli has gained a 'Benefactor Edition Sigara Paketi' #3196.
[18:51:50	]Giovanni Roselli has gained a 'Sigara' #3197.
[18:51:50	]Giovanni Roselli has gained a 'Sigara' #3198.
[18:51:50	]Giovanni Roselli has gained a 'Sigara' #3199.
[18:51:50	]Giovanni Roselli has gained a 'Sigara' #3200.
[18:51:50	]Giovanni Roselli has gained a 'Sigara' #3201.
[18:51:50	]Giovanni Roselli has gained a 'Sigara' #3202.
[18:51:50	]Giovanni Roselli has gained a 'Sigara' #3203.
[18:51:50	]Giovanni Roselli has gained a 'Sigara' #3204.
[18:51:50	][IC] Rüstem Bacaksız: Bana mı diyorsun?
[18:51:51	]Jhony Caston has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[18:51:52	][W] Natalya Ivanova: Her türlü 20 yaşından büyüktür.
[18:51:53	][IC] C24:i3.VICE-91: <:: Otomatik mesaj gibi konuşma. ::>
[18:51:53	]Jack Downed used command '/ExitAct'.
[18:51:54	]Giovanni Roselli ran 'drop' on item 'Benefactor Edition Sigara Paketi' (#3196)
[18:51:54	]Giovanni Roselli has lost a 'Benefactor Edition Sigara Paketi' #3196.
[18:51:54	]Giovanni Roselli has lost a 'Sigara' #3204.
[18:51:54	]Giovanni Roselli has lost a 'Sigara' #3197.
[18:51:54	]Giovanni Roselli has lost a 'Sigara' #3202.
[18:51:54	]Giovanni Roselli has lost a 'Sigara' #3200.
[18:51:54	]Giovanni Roselli has lost a 'Sigara' #3203.
[18:51:54	]Giovanni Roselli has lost a 'Sigara' #3199.
[18:51:54	]Giovanni Roselli has lost a 'Sigara' #3198.
[18:51:54	]Giovanni Roselli has lost a 'Sigara' #3201.
[18:51:54	][IC] Danilo Zanna: Kaç yaşındasın sen kaç yaş.
[18:51:56	][IC] Danilo Zanna: Evet.
[18:51:56	]Giovanni Roselli ran 'drop' on item 'Zippo Çakmak' (#3194)
[18:51:56	]Giovanni Roselli has lost a 'Zippo Çakmak' #3194.
[18:51:57	][IC] C24:i3.VICE-91: <:: Stokları yenile. ::>
[18:51:58	]Jack Downed used command '/ExitAct'.
[18:52:00	]Giovanni Roselli ran 'drop' on item 'Votka' (#3195)
[18:52:00	]Giovanni Roselli has lost a 'Votka' #3195.
[18:52:01	][ME] Natalya Ivanova: Sigara paketini alır ceketinin çebine sıkıştırır.
[18:52:02	][IC] Haru Okamoto: Peki.
[18:52:04	]Natalya Ivanova ran 'take' on item 'Benefactor Edition Sigara Paketi' (#3196)
[18:52:04	]Natalya Ivanova has gained a 'Benefactor Edition Sigara Paketi' #3196.
[18:52:04	]Natalya Ivanova has gained a 'Sigara' #3204.
[18:52:04	]Natalya Ivanova has gained a 'Sigara' #3197.
[18:52:04	]Natalya Ivanova has gained a 'Sigara' #3202.
[18:52:04	]Natalya Ivanova has gained a 'Sigara' #3200.
[18:52:04	]Natalya Ivanova has gained a 'Sigara' #3203.
[18:52:04	]Natalya Ivanova has gained a 'Sigara' #3199.
[18:52:04	]Natalya Ivanova has gained a 'Sigara' #3198.
[18:52:04	]Natalya Ivanova has gained a 'Sigara' #3201.
[18:52:06	]Giovanni Roselli has spawned a drink_vodka.
[18:52:10	][IC] Rüstem Bacaksız: Neden beni bu kadar merak ettin.
[18:52:12	][ME] Natalya Ivanova: Çakmağı ceketinin iç cebine koyar.
[18:52:13	]Natalya Ivanova ran 'take' on item 'Zippo Çakmak' (#3194)
[18:52:13	]Natalya Ivanova has gained a 'Zippo Çakmak' #3194.
[18:52:14	][IC] Danilo Zanna: Vodka varoluştan silindi.
[18:52:16	][IC] Danilo Zanna: Öyle merak.
[18:52:16	]Giovanni Roselli has spawned a drink_vodka.
[18:52:18	][ME] Natalya Ivanova: Votka şişesini tutar.
[18:52:20	]Jack Downed used command '/ExitAct'.
[18:52:23	]Jhony Caston has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[18:52:35	][IC] Rüstem Bacaksız: Meraklanmaya devam edebilirsin.
[18:52:39	]Natalya Ivanova ran 'take' on item 'Votka' (#3206)
[18:52:39	]Natalya Ivanova has gained a 'Votka' #3206.
[18:52:40	]Jhony Caston has spawned 'models/props_c17/door01_left.mdl'.
[18:52:47	]Danilo Zanna ran 'take' on item 'Siemens Premium Alman Birası' (#3193)
[18:52:47	]Danilo Zanna has gained a 'Siemens Premium Alman Birası' #3193.
[18:52:52	][IC] Danilo Zanna: Olur olur.
[18:53:01	][IC] Danilo Zanna: Hayda.
[18:53:14	]Giovanni Roselli ran 'RequestCredits' on item 'POS Cihazı' (#2398)
[18:53:24	][IC] Natalya Ivanova: Hepinize iyi günler benim birkaç işim var afiyet olsun.
[18:53:27	]Jack Downed (CID: 09113, item: 221) has send 90 credits to Giovanni Roselli (CID: 49982, item: 1630) via POS device for 'Jack Downedin taşşak ağırlığı'.
[18:53:31	][ME] Natalya Ivanova: Votka şişesini deskten sol eliyle alır.
[18:53:31	]Natalya Ivanova used command '/ExitAct'.
[18:53:31	][IC] Rüstem Bacaksız: Teşekkürler.
[18:53:34	]Jhony Caston has spawned 'models/props_c17/Lockers001a.mdl'.
[18:53:40	]Natalya Ivanova used command '/StaticCharActionSet Sol elinde vodka şişesi var'.
[18:53:44	][Y] Natalya Ivanova: Başkasına verirsiniz.
[18:53:48	]Jhony Caston has spawned 'models/props_c17/FurnitureDresser001a.mdl'.
[18:53:50	][ITA] Danilo Zanna: Cüce
[18:53:56	]Danilo Zanna used command '/ExitAct'.
[18:53:58	]Rüstem Bacaksız used command '/ExitAct'.
[18:54:03	]C24:i3.VICE-91 entered observer.
[18:54:04	][ME] Natalya Ivanova: Şişeyi köşeye döker
[18:54:09	]Natalya Ivanova used command '/StaticCharActionRemove'.
[18:54:16	]Jack Downed entered observer.
[18:54:19	]Jack Downed exited observer at their location.
[18:54:25	]Jhony Caston has spawned 'models/props_c17/FurnitureFireplace001a.mdl'.
[18:54:29	][IC] Danilo Zanna: Bilmiyomki çalmayı.
[18:54:29	]Jack Downed entered observer.
[18:54:33	]C24:i3.VICE-91 exited observer at their location.
[18:54:33	]İlkokul Kundakçısı has unloaded their "Jack Downed" character.
[18:54:37	][IC] Danilo Zanna: EN SAĞDAKİ ELEMAN KAZANDI.
[18:54:39	]İlkokul Kundakçısı (STEAM_0:0:142449284) deleted character 'Marry Dean'
[18:54:52	][IC] Rüstem Bacaksız: Sen bizle dalga mı geçiyorsun?
[18:54:55	][IC] Rüstem Bacaksız: Sirk mi burası.
[18:54:57	]C24:i3.VICE-91 used command '/ActStand 4'.
[18:55:09	][IC] Danilo Zanna: Ben kaçırmadım.
[18:55:09	]Haru Okamoto ran 'use' on item 'Ağrı Kesici' (#3047)
[18:55:09	]Haru Okamoto has performed the 'Use Ağrı Kesici' action, gaining 12 experience in medicine.
[18:55:14	]C24:i3.VICE-91 used command '/ExitAct'.
[18:55:16	][IC] Danilo Zanna: Hahahah.
[18:55:20	]C24:i3.VICE-91 used command '/ActStand 4'.
[18:55:23	]Haru Okamoto ran 'Consume' on item 'Yapay Macun' (#3070)
[18:55:23	]Haru Okamoto has gained a 'Boş Kavanoz' #3207.
[18:55:27	]Natalya Ivanova ran 'smoke' on item 'Sigara' (#3197)
[18:55:28	]Haru Okamoto ran 'drop' on item 'Boş Kavanoz' (#3207)
[18:55:28	]Haru Okamoto has lost a 'Boş Kavanoz' #3207.
[18:55:28	]Felix Campbell is no longer afk. Total time spent AFK: 550
[18:55:28	]Felix Campbell used command '/CityFundEditor'.
[18:55:29	][IC] Danilo Zanna: Her neyse.
[18:55:29	]Haru Okamoto ran 'drop' on item 'Boş Breen'in Suyu' (#3073)
[18:55:29	]Haru Okamoto has lost a 'Boş Breen'in Suyu' #3073.
[18:55:29	]Wusten has connected.
[18:55:30	]Haru Okamoto ran 'drop' on item 'Boş Kahve Fincanı' (#3069)
[18:55:30	]Haru Okamoto has lost a 'Boş Kahve Fincanı' #3069.
[18:55:35	]through the fire and flames feat cardi b destroyed a 'Boş Kavanoz' #3207.
[18:55:35	]through the fire and flames feat cardi b destroyed a 'Boş Breen'in Suyu' #3073.
[18:55:35	][ME] Natalya Ivanova: Paketten aldığı sigara'yı ağzına yerleştirir.
[18:55:36	]through the fire and flames feat cardi b destroyed a 'Boş Kahve Fincanı' #3069.
[18:55:39	][IC] Danilo Zanna: YA.
[18:55:43	]Haru Okamoto opened the 'Büyük Kutu' #12250 container.
[18:55:44	][ME] Natalya Ivanova: İç cebinden çıkarttığı zippoyla sigarayı yakar.
[18:55:46	]Natalya Ivanova ran 'light' on item 'Zippo Çakmak' (#3194)
[18:55:48	]C24:i3.VICE-91 used command '/ExitAct'.
[18:55:48	]Haru Okamoto closed the 'Büyük Kutu' #12250 container.
[18:55:48	]Haru Okamoto opened the 'Büyük Kutu' #12250 container.
[18:55:48	][IC] Danilo Zanna: Offff.
[18:55:52	]Jhony Caston has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[18:55:55	][IC] Danilo Zanna: Evet.
[18:56:00	]İlkokul Kundakçısı created the character 'Jack Broth'
[18:56:00	][IC] Danilo Zanna: Ver ver.
[18:56:00	]İlkokul Kundakçısı loaded the character 'Jack Broth'
[18:56:00	]Jack Broth has gained a '#58617 Kimlik Kartı' #3208.
[18:56:00	]Jack Broth has gained a 'CWU PDA' #3209.
[18:56:00	]Jack Broth has gained a 'CWU Member Access Keycard' #3210.
[18:56:00	]Jack Broth has gained a 'Mavi Tulum' #3211.
[18:56:00	]Jack Broth has gained a 'Mavi tulum pantolonu' #3212.
[18:56:00	]Jack Broth has gained a 'Kahverengi Deri Çizme' #3213.
[18:56:03	][IC] Rüstem Bacaksız: Ben sadece bir bira ve sigara istiyorum.
[18:56:09	]Jhony Caston has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[18:56:11	]Jhony Caston has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[18:56:13	][IC] Danilo Zanna: Saygılar.
[18:56:14	]Jack Broth has given himself a hands_tipless_gloves.
[18:56:14	]Jack Broth has gained a 'Uçsuz Eldivenler' #3214.
[18:56:18	][IC] Lê Hòa Thái: *Öksürme*.
[18:56:18	]Jack Broth has given himself a head_visor_cap.
[18:56:18	]Jack Broth has gained a 'Vizörlü Şapka' #3215.
[18:56:22	]C24:i3.VICE-91 used command '/ActStand 4'.
[18:56:25	]Jack Broth ran 'Bind' on item 'CWU Member Access Keycard' (#3210)
[18:56:28	][PICKUP DISPENSER] Rasputin ta kendisi ( Giovanni Roselli ) picked up an item from the pickup dispenser.
[18:56:28	]Giovanni Roselli has gained a 'Votka' #3216.
[18:56:28	][PICKUP DISPENSER] Rasputin ta kendisi ( Giovanni Roselli ) picked up an item from the pickup dispenser.
[18:56:28	]Giovanni Roselli has gained a 'Votka' #3217.
[18:56:28	][PICKUP DISPENSER] Rasputin ta kendisi ( Giovanni Roselli ) picked up an item from the pickup dispenser.
[18:56:28	]Giovanni Roselli has gained a 'Votka' #3218.
[18:56:29	][PICKUP DISPENSER] Rasputin ta kendisi ( Giovanni Roselli ) picked up an item from the pickup dispenser.
[18:56:29	]Giovanni Roselli has gained a 'Votka' #3219.
[18:56:30	]Jack Broth used command '/SetDatafilePoints ^ 90'.
[18:56:35	]Jack Broth has given himself a armband_red.
[18:56:35	]Jack Broth has gained a 'Kırmızı işbirlikçi kol bandı' #3220.
[18:56:36	]Jack Broth ran 'Equip' on item 'Kırmızı işbirlikçi kol bandı' (#3220)
[18:56:36	]Jack Broth entered observer.
[18:56:39	]Giovanni Roselli ran 'drop' on item 'Votka' (#3219)
[18:56:39	]Giovanni Roselli has lost a 'Votka' #3219.
[18:56:43	]Haru Okamoto ran 'split' on item 'Biyomacun' (#1337)
[18:56:45	]C24:i3.VICE-91 used command '/ExitAct'.
[18:56:45	]Rüstem Bacaksız used command '/ExitAct'.
[18:56:45	]Giovanni Roselli ran 'drop' on item 'Votka' (#3218)
[18:56:45	]Giovanni Roselli has lost a 'Votka' #3218.
[18:56:46	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3221)
[18:56:47	]Lê Hòa Thái is fully healed.
[18:56:48	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3221)
[18:56:49	][IC] Jack Broth: .
[18:56:51	]Giovanni Roselli ran 'drop' on item 'Votka' (#3217)
[18:56:51	]Giovanni Roselli has lost a 'Votka' #3217.
[18:56:52	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3221)
[18:56:52	][W] Danilo Zanna: Ayaklarının altına bağlasın diye 2 tane verdi.
[18:56:52	]Bernd Erich ran 'take' on item 'Votka' (#3217)
[18:56:52	]Bernd Erich has gained a 'Votka' #3217.
[18:56:55	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3221)
[18:56:55	][IC] C24:i3.VICE-91: <:: Sen. ::>
[18:56:55	]Giovanni Roselli ran 'drop' on item 'Votka' (#3216)
[18:56:55	]Giovanni Roselli has lost a 'Votka' #3216.
[18:56:56	]Jhony Caston has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[18:56:56	][ME] Rüstem Bacaksız: şişeyi iç cebine koyar
[18:56:59	]Rüstem Bacaksız ran 'Consume' on item 'Votka' (#3219)
[18:56:59	]Rüstem Bacaksız has gained a level -2 long boost in Güç.
[18:56:59	]Rüstem Bacaksız has gained a level 4 long boost in Çeviklik.
[18:56:59	]Danilo Zanna ran 'take' on item 'Votka' (#3216)
[18:56:59	]Danilo Zanna has gained a 'Votka' #3216.
[18:56:59	]Rüstem Bacaksız has gained a 'Boş Votka Şişesi' #3225.
[18:57:01	]Rüstem Bacaksız ran 'take' on item 'Votka' (#3218)
[18:57:01	]Rüstem Bacaksız has gained a 'Votka' #3218.
[18:57:02	][IC] Danilo Zanna: Ben gidiyom.
[18:57:04	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3223)
[18:57:05	][IC] Danilo Zanna: Ölmeden.
[18:57:06	][IC] C24:i3.VICE-91: <:: Lüx değil degil demi. ::>
[18:57:06	]Jack Broth exited observer at their location.
[18:57:07	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3226)
[18:57:08	]İlkokul Kundakçısı has unloaded their "Jack Broth" character.
[18:57:09	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3226)
[18:57:11	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3226)
[18:57:11	]İlkokul Kundakçısı loaded the character 'C24:i1.TAP-1'
[18:57:11	]Haru Okamoto closed the 'Büyük Kutu' #12250 container.
[18:57:12	]Haru Okamoto opened the 'Büyük Kutu' #12250 container.
[18:57:14	]Wusten loaded the character 'Damian Black'
[18:57:14	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3221)
[18:57:16	]Haru Okamoto ran 'split' on item 'Biyomacun' (#3221)
[18:57:16	]Jhony Caston has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[18:57:16	][IC] C24:i3.VICE-91: <:: Hmph. ::>
[18:57:17	]Haru Okamoto closed the 'Büyük Kutu' #12250 container.
[18:57:17	]Haru Okamoto opened the 'Büyük Kutu' #12250 container.
[18:57:18	]Jhony Caston has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[18:57:25	]Haru Okamoto closed the 'Büyük Kutu' #12250 container.
[18:57:25	]Haru Okamoto opened the 'Büyük Kutu' #12250 container.
[18:57:27	]Haru Okamoto has gained a 'Boş Kavanoz' #2897 from a container with the name 'Büyük Kutu' #12250.
[18:57:29	]Haru Okamoto has gained a 'Biyomacun' #1337 from a container with the name 'Büyük Kutu' #12250.
[18:57:30	]Haru Okamoto has gained a 'Boş Kavanoz' #2895 from a container with the name 'Büyük Kutu' #12250.
[18:57:31	]Haru Okamoto closed the 'Büyük Kutu' #12250 container.
[18:57:31	]Haru Okamoto opened the 'Büyük Kutu' #12250 container.
[18:57:31	]Haru Okamoto closed the 'Büyük Kutu' #12250 container.
[18:57:34	]İlkokul Kundakçısı has unloaded their "C24:i1.TAP-1" character.
[18:57:34	][IC] C24:i3.VICE-91: <:: Siz bi çıksanıza. ::>
[18:57:37	]İlkokul Kundakçısı loaded the character 'Jack Broth'
[18:57:39	]Jack Broth entered observer.
[18:57:40	]Jack Broth exited observer at their location.
[18:57:43	]Haru Okamoto ran 'drop' on item 'Boş Kavanoz' (#2903)
[18:57:43	]Haru Okamoto has lost a 'Boş Kavanoz' #2903.
[18:57:44	]Haru Okamoto ran 'drop' on item 'Boş Kavanoz' (#2902)
[18:57:44	]Haru Okamoto has lost a 'Boş Kavanoz' #2902.
[18:57:45	]Haru Okamoto ran 'drop' on item 'Boş Kavanoz' (#2904)
[18:57:45	]Haru Okamoto has lost a 'Boş Kavanoz' #2904.
[18:57:46	]Haru Okamoto ran 'drop' on item 'Boş Kavanoz' (#2895)
[18:57:46	]Haru Okamoto has lost a 'Boş Kavanoz' #2895.
[18:57:47	]Haru Okamoto ran 'drop' on item 'Biyomacun' (#1337)
[18:57:47	]Haru Okamoto has lost a 'Biyomacun' #1337.
[18:57:47	][IC] Danilo Zanna: Noldu la.
[18:57:48	]Haru Okamoto ran 'drop' on item 'Boş Kavanoz' (#2897)
[18:57:48	]Haru Okamoto has lost a 'Boş Kavanoz' #2897.
[18:57:49	]through the fire and flames feat cardi b destroyed a 'Boş Kavanoz' #2903.
[18:57:50	]through the fire and flames feat cardi b destroyed a 'Boş Kavanoz' #2902.
[18:57:51	]through the fire and flames feat cardi b destroyed a 'Boş Kavanoz' #2904.
[18:57:51	]Jack Broth ran 'EquipUn' on item 'Kırmızı işbirlikçi kol bandı' (#3220)
[18:57:52	]through the fire and flames feat cardi b destroyed a 'Boş Kavanoz' #2895.
[18:57:53	]Jack Broth ran 'Equip' on item 'Kırmızı işbirlikçi kol bandı' (#3220)
[18:57:53	]through the fire and flames feat cardi b destroyed a 'Biyomacun' #1337.
[18:57:53	][IC] C24:i3.VICE-91: <:: Sana bi çakmak lazımdı geç bakalım arka odaya. ::>
[18:57:53	]Jack Broth entered observer.
[18:57:54	][IC] Danilo Zanna: HAHA.
[18:57:54	]through the fire and flames feat cardi b destroyed a 'Boş Kavanoz' #2897.
[18:57:57	]Jack Broth exited observer at their location.
[18:58:00	]C24:i3.VICE-91 used command '/ToggleRaise'.
[18:58:02	][IC] Danilo Zanna: Senin adın neydi.
[18:58:03	][IC] C24:i3.VICE-91: <:: Geç dedim. ::>
[18:58:03	]Jack Broth entered observer.
[18:58:04	][IC] C24:i3.VICE-91: <:: Sana. ::>
[18:58:07	]Jack Broth exited observer at their location.
[18:58:08	]Bernd Erich used command '/ID'.
[18:58:10	][IC] C24:i3.VICE-91: <:: Son uyarım. ::>
[18:58:10	][IC] Danilo Zanna: Danilo.
[18:58:11	]Rüstem Bacaksız ran 'Open' on item 'Rasyon' (#2618)
[18:58:11	]Rüstem Bacaksız has gained a 'Yapay Macun' #3232.
[18:58:11	]Rüstem Bacaksız has gained a 'Breen Suyu' #3233.
[18:58:11	]Rüstem Bacaksız has gained a '15 Kredi Kuponu' #3234.
[18:58:12	]Jhony Caston has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[18:58:13	]Rüstem Bacaksız ran 'Use' on item '15 Kredi Kuponu' (#3234)
[18:58:13	][LOOC] Danilo Zanna: f3
[18:58:14	][IC] C24:i3.VICE-91: <:: Arka odaya. ::>
[18:58:14	]Rüstem Bacaksız ran 'Consume' on item 'Breen Suyu' (#3233)
[18:58:14	]Rüstem Bacaksız has gained a level -2 long boost in Zeka.
[18:58:14	]Rüstem Bacaksız has gained a level -1 long boost in Algı.
[18:58:14	]Rüstem Bacaksız has gained a 'Boş Breen'in Suyu' #3235.
[18:58:15	]Rüstem Bacaksız ran 'Consume' on item 'Yapay Macun' (#3232)
[18:58:15	]Rüstem Bacaksız has gained a 'Boş Kavanoz' #3236.
[18:58:18	]Rüstem Bacaksız ran 'Use' on item '15 Kredi Kuponu' (#3234)
[18:58:18	][ME] Natalya Ivanova: Sigaradan sert bir duman çeker ve geri üfler.
[18:58:21	][IC] Danilo Zanna: Danilo Zanna.
[18:58:25	][IC] Danilo Zanna: Tamamdır.
[18:58:25	][IC] C24:i3.VICE-91: <:: Arkanı dön. ::>
[18:58:25	][IC] Jack Broth: Hey.
[18:58:27	]C24:i3.VICE-91 used command '/ToggleRaise'.
[18:58:28	]Rüstem Bacaksız ran 'Use' on item '15 Kredi Kuponu' (#3234)
[18:58:29	][IC] Danilo Zanna: Offf.
[18:58:29	]Rüstem Bacaksız ran 'Use' on item '15 Kredi Kuponu' (#3234)
[18:58:34	][Y] Jack Broth: Tedarik için gelmiştim.
[18:58:34	][IC] Danilo Zanna: KIsa eleman çok komikti ya.
[18:58:36	][IC] C24:i3.VICE-91: <:: Siktir bok. ::>
[18:58:39	]Rüstem Bacaksız has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[18:58:39	]Natalya Ivanova used command '/StaticCharActionSet Paçalarında hafif kurumuş çamur lekeleri vardır.'.
[18:58:39	]Jack Broth has used a context menu option with the name: rb655_door_unlock
[18:58:42	][IC] C24:i3.VICE-91: <:: Duvardan. ::>
[18:58:42	]C24:i3.VICE-91 used command '/ToggleRaise'.
[18:58:43	]C24:i3.VICE-91 has critically hit Giovanni Roselli dealing 24 damage (CritChance was 0.97).
[18:58:43	]Giovanni Roselli has taken 24 damage from C24:i3.VICE-91.
[18:58:44	][IC] Damian Black: Moan.
[18:58:45	]Jack Broth has used a context menu option with the name: rb655_door_lock
[18:58:46	][IC] Danilo Zanna: HSYHUADIHAWN.
[18:58:47	]C24:i3.VICE-91 has critically hit Giovanni Roselli dealing 24 damage (CritChance was 0.97).
[18:58:47	]Giovanni Roselli has taken 24 damage from C24:i3.VICE-91.
[18:58:51	][IC] Danilo Zanna: Şamar manyağı.
[18:58:52	]Rüstem Bacaksız ran 'Open' on item 'Rasyon' (#3237)
[18:58:52	]Rüstem Bacaksız has gained a 'Yapay Macun' #3238.
[18:58:52	]Rüstem Bacaksız has gained a 'Breen Suyu' #3239.
[18:58:52	]Rüstem Bacaksız has gained a '15 Kredi Kuponu' #3240.
[18:58:53	][IC] Damian Black: Uh... Ah.
[18:58:54	][IC] Danilo Zanna: Şamar manyağı.
[18:59:00	][IC] Danilo Zanna: Şamar manyağı etti onu.
[18:59:02	][Y] C24:i3.VICE-91: <:: Olduğun yerde kal! ::>
[18:59:05	][IC] Damian Black: *Sevinçle Bağırıyor!*.
