[17:34:51	]jokaz 🗿 has connected.
[20:04:57	][IC] C17:RCT.YELLO-79: <:: 123. ::>
[20:04:58	][OOC] krzysztof kononowicz: konnowicz
[20:04:58	]S10/OWS.GHOST-30 entered observer.
[20:05:00	]S10/OWS.GHOST-30 exited observer.
[20:05:03	][IC] William Cartwright: Idle2.
[20:05:04	]William Cartwright entered observer.
[20:05:05	]C17:RCT.YELLO-79 used command '/PlyGiveAllFlags yello-79'.
[20:05:05	]William Cartwright exited observer.
[20:05:08	]C17:RCT.YELLO-02 used command '/PlyWhitelist yello ota'.
[20:05:10	]krzysztof kononowicz ran 'Equip' on item 'Combine PDA' (#117)
[20:05:12	]Snakeiter loaded the character 'C17:RCT.YELLO-25'
[20:05:23	][OOC] C17:RCT.YELLO-79: pierdol sie
[20:05:26	]Ekrell created the character 'S10:SCN-6'
[20:05:26	]Ekrell loaded the character 'S10:SCN-6'
[20:05:32	]S10:SCN-6 used command '/I report status'.
[20:05:34	]C17:RCT.YELLO-79 used command '/Amputate'.
[20:05:45	]S10:SCN-6 used command '/I code 3'.
[20:05:51	]Pozytyw has unloaded their "William Cartwright" character.
[20:05:54	]S10:SCN-6 used command '/I report status'.
[20:06:05	][OOC] C17:RCT.YELLO-25: 1
[20:06:06	]jokaz 🗿 created the character 'S10/OWS.GHOST-60'
[20:06:06	]C17:RCT.YELLO-02 has gained level 40 in the Guns skill.
[20:06:06	]C17:RCT.YELLO-02 has gained level 40 in the Speed skill.
[20:06:06	]jokaz 🗿 loaded the character 'S10/OWS.GHOST-60'
[20:06:06	]S10/OWS.GHOST-60 has gained a 'Small Bag' #120.
[20:06:06	]S10/OWS.GHOST-60 has gained a 'Large Bag' #121.
[20:06:06	]S10/OWS.GHOST-60 has gained a 'Pulse-Rifle Energy' #122.
[20:06:06	]S10/OWS.GHOST-60 has gained a 'Pulse-Rifle Energy' #123.
[20:06:06	]S10/OWS.GHOST-60 has gained a 'Pulse-Rifle Energy' #124.
[20:06:06	]S10/OWS.GHOST-60 has gained a 'Pulse-Rifle Energy' #125.
[20:06:06	]S10/OWS.GHOST-60 has gained a 'Combine PDA' #126.
[20:06:06	]S10/OWS.GHOST-60 has gained a 'OTA Uniform' #127.
[20:06:06	]S10/OWS.GHOST-60 has gained a 'OTA Mask' #128.
[20:06:09	]S10:SCN-6 used command '/Dispatch activity 1'.
[20:06:11	]C17:RCT.YELLO-79 used command '/PlyWhitelist yello-25 administrator'.
[20:06:12	]S10:SCN-6 used command '/Dispatch activity level 1'.
[20:06:16	]C17:RCT.YELLO-35 entered observer.
[20:06:18	]C17:RCT.YELLO-35 exited observer.
[20:06:20	]Snakeiter has unloaded their "C17:RCT.YELLO-25" character.
[20:06:20	]S10:SCN-6 used command '/Dispatch deducted'.
[20:06:30	][IC] S10/OWS.GHOST-30: <:: 16. ::>
[20:06:31	]S10:SCN-6 used command '/Dispatch critical breach'.
[20:06:38	]krzysztof kononowicz entered observer.
[20:06:38	]S10:SCN-6 used command '/Dispatch outbreak 2'.
[20:06:40	]S10:SCN-6 used command '/Dispatch outbreak2'.
[20:06:44	]krzysztof kononowicz exited observer at their location.
[20:06:52	]S10:SCN-6 used command '/Dispatch activity level 1; test'.
[20:06:53	]S10:SCN-6 used command '/Dispatch activity level 1; test'.
[20:07:03	]krzysztof kononowicz entered observer.
[20:07:07	]S10:SCN-6 has spawned a 'NPC [381][npc_vj_gonome_zecu]'.
[20:07:09	][IC] S10/OWS.GHOST-30: <:: Shi. ::>
[20:07:11	][IC] S10/OWS.GHOST-30: <:: Shit. ::>
[20:07:12	]krzysztof kononowicz exited observer at their location.
[20:07:14	][IC] C17:RCT.YELLO-35: <:: Y. ::>
[20:07:14	]S10:SCN-6 has spawned a 'NPC [381][npc_vj_gonome_zecu]'.
[20:07:15	]C17:RCT.YELLO-79 has taken 30 damage from Gonome.
[20:07:16	]krzysztof kononowicz has taken 5 damage from S10/OWS.GHOST-30.
[20:07:17	]krzysztof kononowicz has taken 5 damage from S10/OWS.GHOST-30.
[20:07:19	]S10:SCN-6 has spawned a 'NPC [381][npc_vj_gonome_zecu]'.
[20:07:20	]Rank Leader used command '/CharSetName 35 Rank Leader'.
[20:07:21	]S10:SCN-6 has spawned a 'NPC [394][npc_vj_gonome_zecu]'.
[20:07:22	]S10/OWS.GHOST-60 has taken 30 damage from Gonome.
[20:07:22	]C17:RCT.YELLO-79 has taken 30 damage from Gonome.
[20:07:22	][IC] Rank Leader: <:: . ::>
[20:07:23	]S10:SCN-6 has spawned a 'NPC [398][npc_vj_gonome_zecu]'.
[20:07:23	]S10/OWS.GHOST-60 has taken 45 damage from Gonome.
[20:07:24	]S10/OWS.GHOST-60 has taken 45 damage from Gonome.
[20:07:24	]S10/OWS.GHOST-60 has taken 30 damage from Gonome.
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 0 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 14 damage (CritChance was 1.01).
[20:07:26	]C17:RCT.YELLO-79 was knocked unconscious and is bleeding out.
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 0 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 14 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 0 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left arm dealing 14 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 0 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left arm dealing 14 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 is fully healed.
[20:07:26	]C17:RCT.YELLO-79 was killed while bleeding out.
[20:07:26	]Gonome has killed C17:RCT.YELLO-79 with npc_vj_gonome_zecu.
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 0 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left arm dealing 14 damage (CritChance was 1.01).
[20:07:26	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left arm dealing 14 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 14 damage (CritChance was 1.01).
[20:07:27	]S10:SCN-6 has spawned a 'NPC [449][npc_vj_gonome_zecu]'.
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left leg dealing 15 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left leg dealing 15 damage (CritChance was 1.01).
[20:07:27	]Rank Leader entered observer.
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left leg dealing 15 damage (CritChance was 1.01).
[20:07:27	]krzysztof kononowicz entered observer.
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left leg dealing 15 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left leg dealing 15 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left leg dealing 0 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left arm dealing 15 damage (CritChance was 1.01).
[20:07:27	]Rank Leader exited observer.
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the right arm dealing 0 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 0 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left arm dealing 15 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 0 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 15 damage (CritChance was 1.01).
[20:07:27	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 15 damage (CritChance was 1.01).
[20:07:28	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the right leg dealing 15 damage (CritChance was 1.01).
[20:07:28	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left leg dealing 15 damage (CritChance was 1.01).
[20:07:28	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the right leg dealing 15 damage (CritChance was 1.01).
[20:07:28	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the right leg dealing 15 damage (CritChance was 1.01).
[20:07:28	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the right leg dealing 15 damage (CritChance was 1.01).
[20:07:28	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the right leg dealing 15 damage (CritChance was 1.01).
[20:07:28	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the left leg dealing 15 damage (CritChance was 1.01).
[20:07:29	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 15 damage (CritChance was 1.01).
[20:07:29	]S10/OWS.GHOST-60 has critically hit npc_vj_gonome_zecu in the chest dealing 15 damage (CritChance was 1.01).
[20:07:36	]Ekrell loaded the character 'S10/OWS.GHOST-61'
[20:07:37	]Rank Leader has spawned a 'NPC [417][npc_vj_headcrab]'.
[20:07:38	]Rank Leader has taken 10 damage from Headcrab.
[20:07:40	]krzysztof kononowicz exited observer at their location.
[20:07:41	]Rank Leader is fully healed.
[20:07:43	][IC] S10/OWS.GHOST-61: <:: Haha. ::>
[20:07:44	]Rank Leader has spawned a 'NPC [381][npc_vj_hlr2b_merkava]'.
[20:07:44	]S10/OWS.GHOST-30 entered observer.
[20:07:50	][IC] S10/OWS.GHOST-61: <:: Deploying grenade! ::>
[20:07:51	]Snakeiter created the character 'opuść jebane miasto'
[20:07:51	]opuść jebane miasto has gained a '#16494's Identity Card' #129.
[20:07:51	]Snakeiter loaded the character 'opuść jebane miasto'
[20:07:51	]opuść jebane miasto has gained a 'Combine PDA' #130.
[20:07:51	]opuść jebane miasto has gained a 'The Diplomat' #131.
[20:07:51	]opuść jebane miasto has gained a 'The Diplomat Trousers' #132.
[20:07:51	]opuść jebane miasto has gained a 'Dress Shoes' #133.
[20:07:57	]opuść jebane miasto entered observer.
[20:07:57	]Rank Leader has spawned a 'NPC [398][npc_vj_hlr2_refugee]'.
[20:07:58	]opuść jebane miasto exited observer at their location.
[20:07:58	]Rank Leader has spawned a 'NPC [444][npc_vj_hlr2_refugee]'.
[20:07:58	]opuść jebane miasto entered observer.
[20:07:59	]Rank Leader has spawned a 'NPC [401][npc_vj_hlr2_refugee]'.
[20:07:59	]opuść jebane miasto exited observer at their location.
[20:08:00	]Rank Leader has spawned a 'NPC [450][npc_vj_hlr2_com_elite]'.
[20:08:01	]S10/OWS.GHOST-61 has spawned a 'NPC [451][npc_combine_s]'.
[20:08:02	]Rank Leader has taken 12 damage from Overwatch Elite.
[20:08:03	]S10/OWS.GHOST-61 has taken 12 damage from Overwatch Elite.
[20:08:03	]S10/OWS.GHOST-60 has taken 12 damage from Overwatch Elite.
[20:08:03	]S10/OWS.GHOST-60 has taken 3 damage from Overwatch Elite.
[20:08:03	]S10/OWS.GHOST-60 has taken 12 damage from Overwatch Elite.
[20:08:04	]S10/OWS.GHOST-60 has taken 3 damage from Overwatch Elite.
[20:08:04	]S10/OWS.GHOST-60 has taken 3 damage from Overwatch Elite.
[20:08:04	]S10/OWS.GHOST-60 has taken 3 damage from Overwatch Elite.
[20:08:04	]S10/OWS.GHOST-60 has taken 3 damage from Overwatch Elite.
[20:08:04	]S10/OWS.GHOST-60 has taken 12 damage from Overwatch Elite.
[20:08:04	]S10/OWS.GHOST-30 exited observer.
[20:08:05	]S10/OWS.GHOST-60 has taken 3 damage from Overwatch Elite.
[20:08:05	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2_com_elite dealing 13 damage (CritChance was 1.01).
[20:08:05	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2_com_elite dealing 13 damage (CritChance was 1.01).
[20:08:05	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2_com_elite dealing 13 damage (CritChance was 1.01).
[20:08:05	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2_com_elite dealing 13 damage (CritChance was 1.01).
[20:08:06	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2_com_elite in the head dealing 13 damage (CritChance was 1.01).
[20:08:06	]S10/OWS.GHOST-61 is fully healed.
[20:08:06	]Rank Leader is fully healed.
[20:08:08	]S10/OWS.GHOST-61 has spawned a 'NPC [398][npc_combine_s]'.
[20:08:09	]S10/OWS.GHOST-61 has spawned a 'NPC [449][npc_combine_s]'.
[20:08:09	]krzysztof kononowicz used command '/Broadcast Bardzo proszę kandydować na mnie.'.
[20:08:10	]S10/OWS.GHOST-61 has spawned a 'NPC [452][npc_combine_s]'.
[20:08:11	]S10/OWS.GHOST-60 has critically hit npc_combine_s in the left arm dealing 10 damage (CritChance was 1.01).
[20:08:11	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 14 damage (CritChance was 1.01).
[20:08:12	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 14 damage (CritChance was 1.01).
[20:08:13	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 14 damage (CritChance was 1.01).
[20:08:13	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 14 damage (CritChance was 1.01).
[20:08:13	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 14 damage (CritChance was 1.01).
[20:08:13	]krzysztof kononowicz entered observer.
[20:08:13	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 14 damage (CritChance was 1.01).
[20:08:13	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:13	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 0 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 0 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 0 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:14	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:15	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:15	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:15	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:15	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:15	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:15	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:15	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:15	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:16	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:16	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:16	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2b_merkava dealing 13 damage (CritChance was 1.01).
[20:08:16	]S10/OWS.GHOST-60 has critically hit npc_vj_hlr2_rebel in the left leg dealing 13 damage (CritChance was 1.01).
[20:08:17	]S10/OWS.GHOST-61 has spawned a 'NPC [398][npc_combine_s]'.
[20:08:18	]S10/OWS.GHOST-61 has spawned a 'NPC [417][npc_combine_s]'.
[20:08:20	]Pozytyw created the character 'C17:RCT.YELLO-04'
[20:08:20	]Pozytyw has gained level 30 in the Guns skill.
[20:08:20	]Pozytyw has gained level 30 in the Speed skill.
[20:08:20	]Pozytyw loaded the character 'C17:RCT.YELLO-04'
[20:08:20	]C17:RCT.YELLO-04 has gained a '#17177's Identity Card' #134.
[20:08:20	]C17:RCT.YELLO-04 has gained a 'Combine PDA' #135.
[20:08:20	]C17:RCT.YELLO-04 has gained a 'CP Uniform' #136.
[20:08:20	]C17:RCT.YELLO-04 has gained a 'CP Mask' #137.
[20:08:20	]C17:RCT.YELLO-04 has gained a 'Handheld Radio' #138.
[20:08:20	]C17:RCT.YELLO-04 has gained a 'Small Bag' #139.
[20:08:20	]C17:RCT.YELLO-04 has gained a 'Large Bag' #140.
[20:08:20	]S10/OWS.GHOST-61 has spawned a 'NPC [455][npc_combine_s]'.
[20:08:21	]opuść jebane miasto entered observer.
[20:08:21	]krzysztof kononowicz used command '/Broadcast Jak już będę prezydentem, to też dużo zmienię. Będzie zupełnie inaczej. Nie będzie sejmu i senatu. Będzie prezydent i premier i oni będą tworzyć ustawy. Jako prezydent nie będę siedział za biurkiem. Będę jeździł po całej Pol'.
[20:08:22	]Rank Leader has spawned a 'NPC [381][npc_vj_hlr1_alienslave]'.
[20:08:23	]opuść jebane miasto exited observer at their location.
[20:08:23	]S10/OWS.GHOST-60 has taken 0 damage from npc_combine_s.
[20:08:23	]opuść jebane miasto entered observer.
[20:08:25	]opuść jebane miasto exited observer at their location.
[20:08:26	]Rank Leader has spawned a 'NPC [381][npc_vj_hlr1_m2a3bradley]'.
[20:08:28	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:28	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:29	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:29	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:29	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:29	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:29	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:30	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:30	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:30	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:30	]S10/OWS.GHOST-60 has taken 8 damage from M2A3 Bradley.
[20:08:31	]S10/OWS.GHOST-30 entered observer.
[20:08:32	]Rank Leader has spawned a 'NPC [465][npc_vj_hlr1_m1a1abrams]'.
[20:08:32	]S10/OWS.GHOST-30 exited observer at their location.
[20:08:32	]S10/OWS.GHOST-30 entered observer.
[20:08:33	]Rank Leader has spawned a 'NPC [394][npc_vj_hlr1_snark]'.
[20:08:35	]S10/OWS.GHOST-61 has spawned a 'NPC [398][npc_combine_s]'.
[20:08:36	]Rank Leader has spawned a 'NPC [394][npc_vj_hlr1_xen_tree]'.
[20:08:37	]S10/OWS.GHOST-60 has critically hit npc_combine_s in the head dealing 15 damage (CritChance was 0.87).
[20:08:37	]S10/OWS.GHOST-60 has critically hit npc_combine_s dealing 14 damage (CritChance was 0.87).
[20:08:37	]S10/OWS.GHOST-61 has spawned a 'NPC [396][npc_strider]'.
[20:08:38	]S10/OWS.GHOST-60 has critically hit npc_strider in the left leg dealing 0 damage (CritChance was 0.87).
[20:08:38	]S10/OWS.GHOST-60 has hit npc_strider in the left leg dealing 0 damage (CritChance was 0.87).
[20:08:38	]S10/OWS.GHOST-60 has hit npc_strider in the left leg dealing 0 damage (CritChance was 0.87).
[20:08:38	]S10/OWS.GHOST-60 has hit npc_strider in the left leg dealing 0 damage (CritChance was 0.87).
[20:08:38	]S10/OWS.GHOST-60 has hit npc_strider in the left leg dealing 0 damage (CritChance was 0.87).
[20:08:38	]S10/OWS.GHOST-60 has critically hit npc_strider in the left leg dealing 0 damage (CritChance was 0.87).
[20:08:38	]S10/OWS.GHOST-60 has critically hit npc_strider in the left leg dealing 0 damage (CritChance was 0.87).
[20:08:38	]Rank Leader has spawned a 'NPC [415][npc_vj_hlr1a_ivan]'.
[20:08:38	]S10/OWS.GHOST-60 has hit npc_strider in the left leg dealing 0 damage (CritChance was 0.87).
[20:08:39	]S10/OWS.GHOST-60 has taken 3 damage from npc_combine_s.
[20:08:39	]S10/OWS.GHOST-60 was knocked unconscious and is bleeding out.
[20:08:39	][IC] C17:RCT.YELLO-79: <:: 12312. ::>
[20:08:40	]S10/OWS.GHOST-60 used command '/CharGetUp'.
[20:08:41	]S10/OWS.GHOST-60 used command '/CharGetUp'.
[20:08:41	]opuść jebane miasto entered observer.
[20:08:44	]Rank Leader has spawned a 'NPC [380][npc_vj_hlr1_gman]'.
[20:08:48	]opuść jebane miasto exited observer at their location.
[20:08:49	]opuść jebane miasto entered observer.
[20:08:51	]i2 used command '/CharSetName yello-79 i2'.
[20:08:53	][IC] i2: <:: 1234. ::>
[20:08:54	]S10/OWS.GHOST-30 exited observer at their location.
[20:08:55	]S10/OWS.GHOST-60 was just killed due to: accepting their death
[20:08:55	]S10/OWS.GHOST-61 has taken 5 damage from S10/OWS.GHOST-30.
[20:08:57	]C17:RCT.YELLO-04 entered observer.
[20:08:58	]C17:RCT.YELLO-04 exited observer.
[20:09:03	]S10/OWS.GHOST-61 has spawned a 'NPC [396][npc_manhack]'.
[20:09:03	]S10/OWS.GHOST-60 ran SAM command 'menu' with arguments: ''
[20:09:04	]S10/OWS.GHOST-61 has spawned a 'NPC [412][npc_manhack]'.
[20:09:04	]S10/OWS.GHOST-61 has spawned a 'NPC [417][npc_manhack]'.
[20:09:05	]S10/OWS.GHOST-61 has spawned a 'NPC [448][npc_manhack]'.
[20:09:06	]S10/OWS.GHOST-61 has spawned a 'NPC [455][npc_manhack]'.
[20:09:07	]S10/OWS.GHOST-61 has spawned a 'NPC [466][npc_manhack]'.
[20:09:07	]S10/OWS.GHOST-61 has taken 4 damage from npc_manhack.
[20:09:08	]C17:RCT.YELLO-04 has taken 4 damage from npc_manhack.
[20:09:08	]S10/OWS.GHOST-61 has taken 4 damage from npc_manhack.
[20:09:08	]S10/OWS.GHOST-30 entered observer.
[20:09:09	]S10/OWS.GHOST-61 has taken 4 damage from npc_manhack.
[20:09:10	]C17:RCT.YELLO-04 is fully healed.
[20:09:10	]S10/OWS.GHOST-61 has spawned a 'NPC [471][npc_manhack]'.
[20:09:10	]S10/OWS.GHOST-61 has taken 4 damage from npc_manhack.
[20:09:11	]S10/OWS.GHOST-61 has spawned a 'NPC [469][npc_manhack]'.
[20:09:11	]S10/OWS.GHOST-60 ran SAM command 'menu' with arguments: ''
[20:09:12	]S10/OWS.GHOST-61 has taken 4 damage from npc_manhack.
[20:09:22	]S10/OWS.GHOST-30 exited observer at their location.
[20:09:26	]S10/OWS.GHOST-30 entered observer.
[20:09:29	]S10/OWS.GHOST-61 has taken 12 damage from obj_vj_combineball.
[20:09:29	]krzysztof kononowicz exited observer at their location.
[20:09:30	]C17:RCT.YELLO-04 was knocked unconscious and is bleeding out.
[20:09:31	]C17:RCT.YELLO-04 used command '/CharGetUp'.
[20:09:32	]krzysztof kononowicz used command '/Handsignals'.
[20:09:34	]S10/OWS.GHOST-30 exited observer at their location.
[20:09:35	][OOC] Rank Leader: :tf:
[20:09:35	]S10/OWS.GHOST-30 entered observer.
[20:09:36	]S10/OWS.GHOST-30 exited observer at their location.
[20:09:37	]S10/OWS.GHOST-30 entered observer.
[20:09:40	][OOC] krzysztof kononowicz: fr fr fr fr
[20:09:40	]krzysztof kononowicz entered observer.
[20:09:42	]krzysztof kononowicz exited observer at their location.
[20:09:42	]krzysztof kononowicz entered observer.
[20:09:43	]krzysztof kononowicz exited observer at their location.
[20:09:45	]S10/OWS.GHOST-30 exited observer at their location.
[20:09:46	]C17:i2.Yello-79 used command '/CharSetName i2 C17:i2.Yello-79'.
[20:09:46	]S10/OWS.GHOST-61 has spawned a 'NPC [398][npc_turret_floor]'.
[20:09:46	]C17:RCT.YELLO-04 was just killed due to: accepting their death
[20:09:46	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:47	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:47	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:48	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:48	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:48	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:48	][OOC] krzysztof kononowicz: for real for real
[20:09:48	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:48	][IC] S10/OWS.GHOST-30: Daj mi awans.
[20:09:49	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:49	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:49	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:49	]Rank Leader has taken 5 damage from S10/OWS.GHOST-30.
[20:09:50	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:50	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:50	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:51	]opuść jebane miasto exited observer at their location.
[20:09:51	][IC] Rank Leader: <:: Jak. ::>
[20:09:52	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:52	]S10/OWS.GHOST-61 has spawned a 'NPC [398][npc_stalker]'.
[20:09:52	]krzysztof kononowicz entered observer.
[20:09:53	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:53	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:53	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:53	][IC] S10/OWS.GHOST-30: Rank lider.
[20:09:53	]S10/OWS.GHOST-30 has taken 12 damage from Rank Leader.
[20:09:54	]S10/OWS.GHOST-30 is fully healed.
[20:09:54	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:54	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:54	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
[20:09:54	]S10/OWS.GHOST-60 has fired a toolgun with the name: colour
