[16:26:48	]Lynx has connected.
[20:22:42	][IC] C24:i5.UNION-46: <:: Valla onların yayılması wonder ve doctor'un sorumluluğunda. ::>
[20:22:55	]Nedim Malik exited observer at their location.
[20:22:55	][IC] C24:i5.UNION-46: <:: Eğer yayılırsa bil ki onlar yüzünden yayılmıştır. ::>
[20:22:57	]C24:i5.UNION-46 entered observer.
[20:22:58	]C24:i5.UNION-46 exited observer at their location.
[20:23:13	][IC] C24:i5.UNION-46: <:: Ama sen niye. ::>
[20:23:17	][IC] C24:i5.UNION-46: <:: Şikayetçi olmuyosun. ::>
[20:23:18	]C24:i5.UNION-46 entered observer.
[20:23:20	]C24:i5.UNION-46 exited observer at their location.
[20:23:30	][IC] C24:i5.UNION-46: <:: O kadar call açtın :/. ::>
[20:23:35	]Joe Breeman ran 'Equip' on item 'MP5A3' (#18940)
[20:23:39	]Joe Breeman has lost a '30rnd MP-şarjörü' #18958.
[20:23:43	]Joe Breeman has gained a '30rnd MP-şarjörü' #18958.
[20:23:43	]Joe Breeman has lost a '30rnd MP-şarjörü' #18957.
[20:23:51	]Nedim Malik has given himself a fireaxe.
[20:23:51	]Nedim Malik has gained a 'Fire Axe' #19270.
[20:23:53	]Nedim Malik ran 'Equip' on item 'Fire Axe' (#19270)
[20:23:54	]Joe Breeman ran 'combine' on item '30rnd MP-şarjörü' (#18958)
[20:24:09	]Joe Breeman ran 'EquipUn' on item 'MP5A3' (#18940)
[20:24:09	]Joe Breeman has gained a '30rnd MP-şarjörü' #18957.
[20:24:11	]Joe Breeman ran 'EquipUn' on item 'Stunstick' (#18947)
[20:24:13	]Joe Breeman ran 'Equip' on item 'MP5A3' (#18940)
[20:24:17	]Joe Breeman ran 'Equip' on item 'Stunstick' (#18947)
[20:24:25	]Joe Breeman has lost a '30rnd MP-şarjörü' #18958.
[20:24:34	]Joe Breeman has gained a '30rnd MP-şarjörü' #18958.
[20:24:34	]Joe Breeman has lost a '30rnd MP-şarjörü' #18957.
[20:24:38	]John Hector has spawned 'models/props_interiors/SinkKitchen01a.mdl'.
[20:24:39	]Joe Breeman ran 'EquipUn' on item 'MP5A3' (#18940)
[20:24:39	]Joe Breeman has gained a '30rnd MP-şarjörü' #18957.
[20:24:56	]John Hector has used a context menu option with the name: collision_off
[20:25:14	]John Hector has fired a toolgun with the name: nocollide
[20:25:39	]John Hector has fired a toolgun with the name: nocollide
[20:25:39	]Joe Breeman used command '/ActSitLean'.
[20:25:41	][IC] C24:i3.VICE-66[E]: Bekle.
[20:25:42	]John Hector has fired a toolgun with the name: nocollide
[20:25:45	][IC] C24:i3.VICE-66[E]: Onları temizle.
[20:25:48	]John Hector has fired a toolgun with the name: nocollide
[20:25:48	][IC] C24:i3.VICE-66[E]: Daha önemli bir olay var.
[20:25:51	][IC] C24:i3.VICE-66[E]: Gönder beni geri.
[20:25:56	][IC] C24:i3.VICE-66[E]: Sunucuyla alakalı değil.
[20:27:28	]Joe Breeman is fully healed.
[20:27:28	]Wonder Of You created the character 'Gordon Mreefan'
[20:27:28	]Gordon Mreefan has gained a 'Açık Gri Kol Bandı' #19271.
[20:27:28	]Gordon Mreefan has gained a '#11239 Kimlik Kartı' #19272.
[20:27:28	]Gordon Mreefan has gained a 'Sivil Tulum' #19273.
[20:27:28	]Gordon Mreefan has gained a 'Tulum pantolonu.' #19274.
[20:27:28	]Gordon Mreefan has gained a 'Kahverengi Deri Çizme' #19275.
[20:27:28	]Gordon Mreefan has gained a 'Gözlükler' #19276.
[20:27:28	]Wonder Of You loaded the character 'Gordon Mreefan'
[20:27:33	]Joe Breeman used command '/ExitAct'.
[20:27:44	]Gordon Mreefan ran 'Equip' on item 'Açık Gri Kol Bandı' (#19271)
[20:27:47	]Joe Breeman ran 'EquipUn' on item 'Stunstick' (#18947)
[20:27:52	]Joe Breeman ran 'Equip' on item 'Stunstick' (#18947)
[20:27:55	]Gordon Mreefan entered observer.
[20:28:10	]Gordon Mreefan exited observer at their location.
[20:28:15	]Joe Breeman ran 'EquipUn' on item 'Stunstick' (#18947)
[20:28:45	]Gordon Mreefan has given himself a crowbar.
[20:28:45	]Gordon Mreefan has gained a 'Crowbar' #19277.
[20:28:48	]Gordon Mreefan ran 'Equip' on item 'Crowbar' (#19277)
[20:28:48	]John Hector has spawned 'models/props_lab/partsbin01.mdl'.
[20:28:52	][IC] C24:i5.UNION-46: <:: Tamam. ::>
[20:29:00	]John Hector has spawned 'models/props_lab/partsbin01.mdl'.
[20:29:00	]C24:i5.UNION-46 ran SAM command 'return' with arguments: 'vice'
[20:29:10	]Gordon Mreefan has given himself a usp.
[20:29:10	]Gordon Mreefan has gained a 'USP-45' #19278.
[20:29:12	]Gordon Mreefan ran 'Equip' on item 'USP-45' (#19278)
[20:29:13	]C24:i3.VICE-66[E] used command '/Radio 10-7'.
[20:29:19	]Scientist has unloaded their "C24:i3.VICE-66[E]" character.
[20:29:31	]Gordon Mreefan has given himself a 870.
[20:29:31	]Gordon Mreefan has gained a 'Model 870' #19279.
[20:29:34	]Gordon Mreefan ran 'EquipUn' on item 'USP-45' (#19278)
[20:29:35	]Gordon Mreefan ran 'Equip' on item 'Model 870' (#19279)
[20:29:41	]Gordon Mreefan ran 'EquipUn' on item 'Model 870' (#19279)
[20:29:43	]Gordon Mreefan ran 'drop' on item 'Model 870' (#19279)
[20:29:43	]Gordon Mreefan has lost a 'Model 870' #19279.
[20:29:46	]Joe Breeman ran 'take' on item 'Model 870' (#19279)
[20:29:53	]Gordon Mreefan has given himself a msballrifle.
[20:29:53	]Gordon Mreefan has gained a 'Tikhar Ball Rifle' #19280.
[20:29:55	]Joe Breeman destroyed a 'Model 870' #19279.
[20:29:56	]Gordon Mreefan ran 'drop' on item 'Tikhar Ball Rifle' (#19280)
[20:29:56	]Gordon Mreefan has lost a 'Tikhar Ball Rifle' #19280.
[20:29:58	]John Hector has spawned 'models/props_lab/citizenradio.mdl'.
[20:30:00	]Joe Breeman destroyed a 'Tikhar Ball Rifle' #19280.
[20:30:00	]Gordon Mreefan has given himself a scout.
[20:30:15	]Gordon Mreefan has given himself a scout.
[20:30:15	]Gordon Mreefan has gained a 'SSG-08' #19281.
[20:30:18	]Gordon Mreefan ran 'Equip' on item 'SSG-08' (#19281)
[20:30:20	]John Hector has spawned 'models/props_combine/breenclock.mdl'.
[20:30:23	]Gordon Mreefan ran 'EquipUn' on item 'SSG-08' (#19281)
[20:30:24	]Gordon Mreefan ran 'drop' on item 'SSG-08' (#19281)
[20:30:24	]Gordon Mreefan has lost a 'SSG-08' #19281.
[20:30:29	]Joe Breeman destroyed a 'SSG-08' #19281.
[20:31:01	]John Hector has spawned 'models/props_combine/breenbust.mdl'.
[20:31:32	]John Hector has spawned 'models/props_c17/chair_stool01a.mdl'.
[20:31:44	]Gordon Mreefan has spawned a flashlight.
[20:31:47	]John Hector has spawned 'models/props_c17/chair_stool01a.mdl'.
[20:31:52	]Joe Breeman ran 'take' on item 'Flashlight' (#19282)
[20:31:52	]Joe Breeman has gained a 'Flashlight' #19282.
[20:31:54	]Gordon Mreefan has given himself a torso_green_kevlar_t3.
[20:31:54	]Gordon Mreefan has gained a 'Ağır Yeşil Kevlar Üniforma' #19283.
[20:31:56	]Gordon Mreefan has given himself a torso_green_kevlar_t2.
[20:31:56	]Gordon Mreefan has gained a 'T2 Yeşil Kevlar Üniforma' #19284.
[20:32:11	]Gordon Mreefan ran 'drop' on item 'T2 Yeşil Kevlar Üniforma' (#19284)
[20:32:11	]Gordon Mreefan has lost a 'T2 Yeşil Kevlar Üniforma' #19284.
[20:32:13	]Joe Breeman ran 'take' on item 'T2 Yeşil Kevlar Üniforma' (#19284)
[20:32:15	]Joe Breeman ran 'drop' on item 'Cam kırıkları' (#19144)
[20:32:15	]Joe Breeman has lost a 'Cam kırıkları' #19144.
[20:32:16	]Joe Breeman ran 'take' on item 'Cam kırıkları' (#19144)
[20:32:16	]Joe Breeman has gained a 'Cam kırıkları' #19144.
[20:32:17	]Gordon Mreefan has given himself a legs_green_padded_pants.
[20:32:17	]Gordon Mreefan has gained a 'Yeşil Dolgulu Pantolon' #19285.
[20:32:19	]Joe Breeman ran 'drop' on item 'Cam kırıkları' (#19144)
[20:32:19	]Joe Breeman has lost a 'Cam kırıkları' #19144.
[20:32:20	]Joe Breeman ran 'take' on item 'T2 Yeşil Kevlar Üniforma' (#19284)
[20:32:20	]Joe Breeman has gained a 'T2 Yeşil Kevlar Üniforma' #19284.
[20:32:33	]Joe Breeman has performed the 'Craft Parçala: Eskimiş Oyuncak Bebek' action, gaining 20 experience in crafting.
[20:32:36	]Joe Breeman has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[20:32:38	]Joe Breeman has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[20:32:38	]Joe Breeman has gained a 'Plastik Çöp' #19286.
[20:32:43	]Joe Breeman ran 'take' on item 'Cam kırıkları' (#19144)
[20:32:43	]Joe Breeman has gained a 'Cam kırıkları' #19144.
[20:32:53	]Joe Breeman ran 'Equip' on item 'MP5A3' (#18940)
[20:32:53	]C24:i5.UNION-46 ran SAM command 'goto' with arguments: 'gordon'
[20:32:53	]C24:i5.UNION-46 entered observer.
[20:32:56	]Joe Breeman has lost a '30rnd MP-şarjörü' #18958.
[20:32:57	]Gordon Mreefan entered observer.
[20:32:59	]Gordon Mreefan exited observer at their location.
[20:33:01	]Joe Breeman has gained a '30rnd MP-şarjörü' #18958.
[20:33:01	]Joe Breeman has lost a '30rnd MP-şarjörü' #18957.
[20:33:04	]C24:i5.UNION-46 used command '/PM gordon napıyonuz'.
[20:33:05	]John Hector has spawned 'models/props_junk/TrashBin01a.mdl'.
[20:33:06	]Joe Breeman has gained a '30rnd MP-şarjörü' #18957.
[20:33:06	]Joe Breeman has lost a '30rnd MP-şarjörü' #18958.
[20:33:17	][IC] Joe Breeman: Sex.
[20:33:24	]Joe Breeman ran 'Equip' on item 'Stunstick' (#18947)
[20:33:32	]John Hector has spawned 'models/props_c17/chair_stool01a.mdl'.
[20:33:36	]C24:i5.UNION-46 used command '/PM gordon bu arada madem öyle şeyler spawnlayabiliyosanız benide bekleyin bende spawnlayayım kendime'.
[20:33:48	]Gordon Mreefan has spawned a 'Entity [4686][item_box_buckshot]'.
[20:33:48	]Gordon Mreefan has spawned a 'Entity [4569][item_box_buckshot]'.
[20:33:48	]Gordon Mreefan has spawned a 'Entity [4575][item_box_buckshot]'.
[20:33:59	]Gordon Mreefan used command '/PM union sen sksın kanka'.
[20:34:22	]Gordon Mreefan has spawned a head_helmet.
[20:34:29	]Joe Breeman ran 'take' on item 'Savaş Kaskı' (#19287)
[20:34:29	]Joe Breeman has gained a 'Savaş Kaskı' #19287.
[20:34:31	]Scientist has gone afk.
[20:34:33	]Gordon Mreefan has given himself a flashlight.
[20:34:33	]Gordon Mreefan has gained a 'Flashlight' #19288.
[20:34:44	]John Hector has spawned 'models/props_lab/monitor01b.mdl'.
[20:34:48	][IC] Joe Breeman: He's done this before, he'll be okay!
[20:34:58	]John Hector has spawned 'models/props_c17/statue_horse.mdl'.
[20:35:12	]Scientist loaded the character 'Albert Black'
[20:35:12	]Albert Black is no longer afk. Total time spent AFK: 340
[20:35:23	]John Hector has spawned 'models/props_c17/clock01.mdl'.
[20:35:26	]Joe Breeman has gained a '30rnd MP-şarjörü' #18958.
[20:35:26	]Joe Breeman has lost a '30rnd MP-şarjörü' #18957.
[20:35:35	]Scientist has unloaded their "Albert Black" character.
[20:35:36	]C24:i5.UNION-46 used command '/PM gordon mreefan aga sende vortisin amk'.
[20:36:04	][IC] Joe Breeman: He's done this before, he'll be okay!
[20:36:11	]Gordon Mreefan has spawned 'models/Items/hevsuit.mdl'.
[20:36:15	][IC] Joe Breeman: You smell that? It's freedom!
[20:36:16	]John Hector has spawned 'models/c24_exterior/c24_cityposters.mdl'.
[20:36:24	][IC] Joe Breeman: Good God!
[20:36:32	]John Hector has spawned 'models/props_i17/misc/citysign.mdl'.
[20:36:35	]Joe Breeman has gained a '30rnd MP-şarjörü' #18957.
[20:36:35	]Joe Breeman has lost a '30rnd MP-şarjörü' #18958.
[20:36:45	][IC] Joe Breeman: This'll do nicely!
[20:37:24	]John Hector has spawned 'models/c24_exterior/c24_cityposters.mdl'.
[20:37:50	]John Hector has spawned 'models/willardnetworks/posters/wn_banner_1.mdl'.
[20:37:56	]John Hector has spawned 'models/willardnetworks/posters/wn_banner_2.mdl'.
[20:38:33	]Joe Breeman has gained a '30rnd MP-şarjörü' #18958.
[20:38:33	]Joe Breeman has lost a '30rnd MP-şarjörü' #18957.
[20:38:52	]John Hector has spawned 'models/willardnetworks/posters/wn_banner_2.mdl'.
[20:39:03	]Gordon Mreefan entered observer.
[20:39:07	]Gordon Mreefan exited observer at their location.
[20:39:12	]Gordon Mreefan entered observer.
[20:39:15	]Gordon Mreefan exited observer at their location.
[20:39:16	]Gordon Mreefan entered observer.
[20:39:17	]Gordon Mreefan exited observer at their location.
[20:39:17	]Gordon Mreefan entered observer.
[20:39:18	]Gordon Mreefan exited observer at their location.
[20:39:22	]C24:i5.UNION-46 used command '/PM hector telepatik yöntemlere gelsene'.
[20:39:29	]Gordon Mreefan entered observer.
[20:39:32	]Gordon Mreefan exited observer at their location.
[20:39:37	]John Hector has spawned 'models/willardnetworks/posters/wn_poster_4.mdl'.
[20:39:50	]Gordon Mreefan entered observer.
[20:39:51	]Gordon Mreefan exited observer at their location.
[20:40:02	]John Hector has spawned 'models/willardnetworks/posters/wn_poster_4.mdl'.
[20:40:08	]Gordon Mreefan entered observer.
[20:40:15	]Gordon Mreefan exited observer at their location.
[20:40:29	][Y] Gordon Mreefan: ARTIK HERKES EĞLENECEK.
[20:40:31	]C24:i5.UNION-46 exited observer at their location.
[20:40:33	][Y] Gordon Mreefan: KARI SİKİCEK.
[20:40:34	][IC] Joe Breeman: I hate niggers.
[20:40:36	][Y] Gordon Mreefan: HAMİLE KALABİLECEK.
[20:40:40	]C24:i5.UNION-46 has fired a toolgun with the name: remover
[20:40:41	]C24:i5.UNION-46 has fired a toolgun with the name: remover
[20:40:44	][IC] Joe Breeman: That... Almost made sense.
[20:40:45	][IC] C24:i5.UNION-46: <:: Sildim. ::>
[20:40:58	][IC] Joe Breeman: Finally change is in the air!
[20:41:00	]Gordon Mreefan entered observer.
[20:41:02	][IC] C24:i5.UNION-46: <:: Mouse bozuk oldugu icin hayır. ::>
[20:41:04	]Joe Breeman has gained level 5 in the Hız skill.
[20:41:10	][IC] C24:i5.UNION-46: <:: Kalkca. ::>
[20:41:13	][IC] C24:i5.UNION-46: <:: Kalcak. ::>
[20:41:14	]Gordon Mreefan exited observer at their location.
[20:41:20	]Joe Breeman has gained a '30rnd MP-şarjörü' #18957.
[20:41:20	]Joe Breeman has lost a '30rnd MP-şarjörü' #18958.
[20:41:21	][IC] C24:i5.UNION-46: <:: Haa. ::>
[20:41:25	][IC] C24:i5.UNION-46: <:: Yetkili değilsen hayır. ::>
[20:41:31	]Joe Breeman has gained a '30rnd MP-şarjörü' #18958.
[20:41:31	]Joe Breeman has lost a '30rnd MP-şarjörü' #18957.
[20:41:41	]Gordon Mreefan entered observer.
[20:41:45	]Gordon Mreefan exited observer at their location.
[20:41:53	][IC] Joe Breeman: Baylar.
[20:42:03	][IC] Joe Breeman: Gordon freemanı gördünüzmü?
[20:42:08	][IC] Joe Breeman: Good God!
[20:42:10	][IT] C24:i5.UNION-46: oocyiz
[20:42:14	][IC] C24:i5.UNION-46: <:: Qmenuden eşya almak aga. ::>
[20:42:16	][IC] Joe Breeman: Gordon  freeman,.
[20:42:16	]Gordon Mreefan entered observer.
[20:42:16	][IC] C24:i5.UNION-46: <:: Üff. ::>
[20:42:18	][LOOC] John Hector: kanka wonder misin?
[20:42:21	]Gordon Mreefan exited observer at their location.
[20:42:22	][IC] Joe Breeman: Yok.
[20:42:23	][IC] C24:i5.UNION-46: <:: Yok bu doctor. ::>
[20:42:28	][IC] Joe Breeman: GORDON.
[20:42:31	][IC] Joe Breeman: Good God!
[20:42:33	][IC] C24:i5.UNION-46: <:: Wonder kendine ve doctora qmenuden eşya vermiş. ::>
[20:42:41	][IC] C24:i5.UNION-46: <:: Sanırsam q menuyu oyuncak zannediyor. ::>
[20:42:42	][IC] Joe Breeman: Silcez merak etme.
[20:42:51	][IC] Gordon Mreefan: Hello.
[20:42:54	][LOOC] John Hector: knk yardım gereh
[20:42:54	][IC] Joe Breeman: Hi.
[20:42:56	][IC] C24:i5.UNION-46: <:: Hi. ::>
[20:43:02	][IC] Joe Breeman: Zaa bu diyemiyo.
[20:43:06	][IC] Joe Breeman: Hi.
[20:43:07	][IC] Gordon Mreefan: Gravity gun.
[20:43:07	][IC] C24:i5.UNION-46: <:: Yep. ::>
[20:43:10	][IC] Gordon Mreefan: Where is that.
[20:43:15	][IC] John Hector: Idk.
[20:43:20	][IC] C24:i5.UNION-46: <:: Nope. ::>
[20:43:21	][IC] Joe Breeman: English my nigga.
[20:43:29	][IC] Joe Breeman: Goıod god.
[20:43:31	][IC] Gordon Mreefan: What do you need?
[20:43:33	][IC] Joe Breeman: Good God!
[20:43:35	][IC] C24:i5.UNION-46: <:: Administer. ::>
[20:43:41	][IC] Gordon Mreefan: Huh?
[20:43:42	][IC] Joe Breeman: I can't believe this day has finally come!
[20:43:43	][IC] C24:i5.UNION-46: <:: Break his cover. ::>
[20:43:48	][IC] Joe Breeman: Nope.
[20:43:53	][IC] C24:i5.UNION-46: <:: Nope. ::>
[20:43:53	][IC] Gordon Mreefan: I cant hear you.
[20:43:53	][IC] John Hector: Objects need to be made permanent.
[20:43:57	][IC] C24:i5.UNION-46: <:: Yep. ::>
[20:43:59	]Gordon Mreefan has enabled persistence for 'models/props_lab/cactus.mdl'.
[20:43:59	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:00	]C24:i5.UNION-46 entered observer.
[20:44:02	]C24:i5.UNION-46 exited observer at their location.
[20:44:04	][IC] C24:i5.UNION-46: <:: Sg. ::>
[20:44:08	]Gordon Mreefan has enabled persistence for 'models/props_lab/citizenradio.mdl'.
[20:44:08	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:09	][IC] Joe Breeman: Asdjsajsdf.
[20:44:10	]Gordon Mreefan has enabled persistence for 'models/props_combine/breenclock.mdl'.
[20:44:10	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:12	]Gordon Mreefan has enabled persistence for 'models/props_combine/breenbust.mdl'.
[20:44:12	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:13	][IC] Joe Breeman: Good God!
[20:44:15	][IC] Joe Breeman: CP's!
[20:44:15	]Gordon Mreefan has enabled persistence for 'models/props_wasteland/kitchen_counter001d.mdl'.
[20:44:15	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:16	]Gordon Mreefan has enabled persistence for 'models/props_interiors/sinkkitchen01a.mdl'.
[20:44:16	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:17	][IC] C24:i5.UNION-46: <:: Goooodddd goddd. ::>
[20:44:19	][IC] John Hector: Sese gelsenize iki dk.
[20:44:25	]Gordon Mreefan has enabled persistence for 'models/props_junk/trashbin01a.mdl'.
[20:44:25	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:26	][IC] Joe Breeman: Ok.
[20:44:34	][IC] John Hector: 1.ses.
[20:44:53	][IC] Joe Breeman: Yeah!
[20:44:54	][IC] Joe Breeman: Yeah!
[20:44:57	]Gordon Mreefan has enabled persistence for 'models/props_junk/wood_crate001a.mdl'.
[20:44:57	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:58	]Gordon Mreefan has enabled persistence for 'models/props_junk/wood_crate001a_damaged.mdl'.
[20:44:58	]Gordon Mreefan has used a context menu option with the name: persist
[20:44:59	]Gordon Mreefan has enabled persistence for 'models/props_junk/wood_pallet001a.mdl'.
[20:44:59	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:00	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box002a.mdl'.
[20:45:00	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:01	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box003b.mdl'.
[20:45:01	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:02	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box001a.mdl'.
[20:45:02	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:03	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box004a.mdl'.
[20:45:03	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:04	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box003a.mdl'.
[20:45:04	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:06	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box004a.mdl'.
[20:45:06	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:06	]Joe Breeman opened the 'amcikdolabi' #2704 container.
[20:45:07	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box001a.mdl'.
[20:45:07	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:08	]Joe Breeman closed the 'amcikdolabi' #2704 container.
[20:45:12	][IC] C24:i5.UNION-46: <:: Amcikdolabı yazıyor olm. ::>
[20:45:13	][IC] C24:i5.UNION-46: <:: Bune. ::>
[20:45:13	]Gordon Mreefan has used a context menu option with the name: remove
[20:45:16	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box002a.mdl'.
[20:45:16	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:18	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box001a.mdl'.
[20:45:18	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:18	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box001a.mdl'.
[20:45:18	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:19	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box003a.mdl'.
[20:45:19	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:20	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box003a.mdl'.
[20:45:20	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:21	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box001a.mdl'.
[20:45:21	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:22	]Gordon Mreefan has enabled persistence for 'models/props_junk/cardboard_box003b.mdl'.
[20:45:22	]Gordon Mreefan has used a context menu option with the name: persist
[20:45:34	]C24:i5.UNION-46 has used a context menu option with the name: collision_on
[20:45:35	][IC] Joe Breeman: Good God!
[20:45:35	]C24:i5.UNION-46 entered observer.
[20:45:36	]C24:i5.UNION-46 exited observer at their location.
[20:45:40	]C24:i5.UNION-46 ran SAM command 'bring' with arguments: 'breeman'
[20:45:42	]Gordon Mreefan has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[20:45:44	][IC] Joe Breeman: CP's!
[20:45:45	][IC] Joe Breeman: CP's!
[20:45:46	][IC] Joe Breeman: CP's!
[20:45:46	][IC] Joe Breeman: CP's!
[20:45:46	]Gordon Mreefan entered observer.
[20:45:47	]Gordon Mreefan exited observer at their location.
[20:45:48	]Gordon Mreefan entered observer.
[20:45:49	]Gordon Mreefan exited observer at their location.
[20:45:50	]Gordon Mreefan entered observer.
[20:45:51	]Gordon Mreefan exited observer at their location.
[20:45:51	][IC] Joe Breeman: Help!
[20:45:51	]Gordon Mreefan entered observer.
[20:45:52	]Gordon Mreefan exited observer at their location.
[20:45:58	]Gordon Mreefan created a stash (models/props_wasteland/kitchen_fridge001a.mdl).
[20:45:58	]Gordon Mreefan has used a context menu option with the name: ixcreatestash
[20:45:59	][IC] Joe Breeman: Vururu.
[20:46:02	]Gordon Mreefan opened the 'Personal Stash 4582' stash.
[20:46:03	][IC] C24:i5.UNION-46: <:: Unit is on-duty, 10-8. ::>
[20:46:05	]Gordon Mreefan closed the 'Personal Stash 4582' stash.
[20:46:05	][IC] Joe Breeman: I need more boolets.
[20:46:06	]John Hector used command '/PM gordon sa'.
[20:46:07	]Gordon Mreefan has used a context menu option with the name: remove
[20:46:11	][IC] C24:i5.UNION-46: <:: I have a 10-30, my 10-20; responding, code two. ::>
[20:46:12	][IC] Joe Breeman: Good God!
[20:46:13	]Gordon Mreefan has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[20:46:16	][IC] C24:i5.UNION-46: <:: That's a grenade! ::>
[20:46:17	][IC] C24:i5.UNION-46: <:: Run. ::>
[20:46:18	]Gordon Mreefan created a 'Large Refrigerator' container.
[20:46:18	]Gordon Mreefan has used a context menu option with the name: wncontainer_create
[20:46:20	][IC] C24:i5.UNION-46: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:46:20	][IC] Joe Breeman: Civil protectyion.
[20:46:21	]John Hector used command '/PM gordon 1528'.
[20:46:24	][IC] Joe Breeman: Na.
[20:46:26	]Gordon Mreefan has spawned a cont_lock_t1.
[20:46:29	][IC] Joe Breeman: CP's!
[20:46:29	][IC] C24:i5.UNION-46: <:: That's a grenade! ::>
[20:46:32	][IC] C24:i5.UNION-46: <:: That's a grenade! ::>
[20:46:33	][IC] Joe Breeman: Yeah!
[20:46:36	][IC] C24:i5.UNION-46: <:: Yep. ::>
[20:46:36	][IC] Joe Breeman: Yeah!
[20:46:36	]John Hector ran 'take' on item 'Asma Kilit' (#19289)
[20:46:36	]John Hector has gained a 'Asma Kilit' #19289.
[20:46:37	][IC] C24:i5.UNION-46: <:: Yeah. ::>
[20:46:39	][IC] Joe Breeman: Yeah!
[20:46:40	][IC] C24:i5.UNION-46: <:: Yeah. ::>
[20:46:41	]John Hector ran 'Lock' on item 'Asma Kilit' (#19289)
[20:46:45	][IC] Joe Breeman: Yeah!
[20:46:46	][IC] Gordon Mreefan: Fuck you asshole.
[20:46:47	][IC] C24:i5.UNION-46: <:: Yeah. ::>
[20:46:53	][IC] Joe Breeman: Npc varmı.
[20:46:56	]John Hector ran 'Lock' on item 'Asma Kilit' (#19289)
[20:46:56	]Gordon Mreefan has given himself a cont_lock_t1.
[20:46:56	]Gordon Mreefan has gained a 'Asma Kilit' #19290.
[20:46:57	][IC] C24:i5.UNION-46: <:: Yeah. ::>
[20:46:58	][IC] C24:i5.UNION-46: <:: Yeah. ::>
[20:46:58	][IC] Joe Breeman: Sıkıldım öldüresim bvar.
[20:46:58	][IC] C24:i5.UNION-46: <:: Yeah. ::>
[20:46:59	][IC] C24:i5.UNION-46: <:: Yeah. ::>
[20:46:59	]Gordon Mreefan ran 'Lock' on item 'Asma Kilit' (#19290)
[20:47:03	]C24:i5.UNION-46 has gained a '17rnd Usp-Şarjörü' #17720.
[20:47:03	]C24:i5.UNION-46 has lost a '17rnd Usp-Şarjörü' #17719.
[20:47:06	][IC] Joe Breeman: Spawnlad.
[20:47:10	][IC] Joe Breeman: Help!
[20:47:10	][IC] Joe Breeman: Help!
[20:47:11	][IC] Joe Breeman: Help!
[20:47:11	]John Hector ran 'Lock' on item 'Asma Kilit' (#19289)
[20:47:12	]Gordon Mreefan has set the 'Large Refrigerator' container (#2709) to private, owned by 'character[239]'.
[20:47:12	]Gordon Mreefan has used a context menu option with the name: wncontainer_setprivate
[20:47:17	]Gordon Mreefan opened the 'Large Refrigerator' #2709 container.
[20:47:19	][IC] C24:i5.UNION-46: <:: Just shut up about that. ::>
[20:47:20	]Gordon Mreefan closed the 'Large Refrigerator' #2709 container.
[20:47:20	]John Hector has added a lock to a door. MapcreationID: 2545, vector position: '1276.000000 4253.000000 438.000000'
[20:47:22	]Gordon Mreefan admin-searched the 'Large Refrigerator' #2709 container.
