[13:24:01	]Guilgouille s'est connecté.
[14:43:02	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:05	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:05	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:06	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:06	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:08	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:08	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:11	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:11	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:12	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:14	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:16	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:18	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:21	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:22	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:22	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:22	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:25	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:40	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:42	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:45	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:45	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:47	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:48	]Archibald Rousseau est maintenant AFK.
[14:43:51	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:55	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:55	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:43:57	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:43:58	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:00	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:01	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:02	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:03	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:05	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:06	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:07	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:08	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:10	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:13	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:16	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:16	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:17	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:22	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:25	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:26	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:27	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:27	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:29	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:29	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:31	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:31	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:32	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:32	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:34	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:34	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:35	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:35	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:37	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:37	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:39	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:40	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:42	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:44	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:44	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:44	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:45	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:46	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:47	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:50	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:50	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:51	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:52	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:53	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:53	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:55	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:44:55	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:44:56	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:45:01	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:45:02	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:45:11	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:45:12	][IC] Capitaine Alexandre Lambert: These Combine bastards just don't give up!
[14:45:42	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:45:42	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:45:43	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:45:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:45:43	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:45:49	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:45:50	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:45:51	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:45:54	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:45:54	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:45:56	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:45:57	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:45:58	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:24	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:26	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:27	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:28	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:28	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:35	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:35	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:36	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:37	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:37	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:38	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:40	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:40	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:41	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:44	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:45	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:47	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:47	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:48	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:48	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:49	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:50	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:51	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:51	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:52	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:46:53	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:46:53	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:47:44	][X]C13:i3.DEFENDER-45 n'est plus AFK. Temps total passé AFK : 1775
[14:47:55	][X]C13:i3.DEFENDER-45 s'est give bullets_pistol.
[14:47:55	][X]C13:i3.DEFENDER-45 a gagné un 'Munitions de pistolet' #200647.
[14:47:56	][X]C13:i3.DEFENDER-45 s'est give bullets_smg1.
[14:47:56	][X]C13:i3.DEFENDER-45 a gagné un 'Munitions pour mitraillette' #200648.
[14:47:57	][X]C13:i3.DEFENDER-45 s'est give bullets_pistol.
[14:47:57	][X]C13:i3.DEFENDER-45 a gagné un 'Munitions de pistolet' #200649.
[14:47:58	][X]C13:i3.DEFENDER-45 s'est give bullets_smg1.
[14:47:58	][X]C13:i3.DEFENDER-45 a gagné un 'Munitions pour mitraillette' #200650.
[14:48:03	]Archibald Rousseau n'est plus AFK. Temps total passé AFK : 850
[14:48:15	][X]C13:i3.DEFENDER-45 s'est give magazine_1911.
[14:48:15	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur 1911' #200651.
[14:48:16	][X]C13:i3.DEFENDER-45 s'est give magazine_1911.
[14:48:17	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur 1911' #200652.
[14:48:21	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:48:21	][X]C13:i3.DEFENDER-45 s'est give magazine_mp.
[14:48:21	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur MP 30' #200653.
[14:48:22	][X]C13:i3.DEFENDER-45 s'est give magazine_mp.
[14:48:22	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur MP 30' #200654.
[14:48:23	]Archibald Rousseau a activé le mode observateur.
[14:48:29	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#200639)
[14:48:47	][X]C13:i3.DEFENDER-45 s'est give res_1911.
[14:48:47	][X]C13:i3.DEFENDER-45 a gagné un 'M1911' #200655.
[14:48:54	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Chargeur 1911' (#200651)
[14:48:55	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Chargeur 1911' (#200652)
[14:48:57	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#200639)
[14:48:58	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#200639)
[14:49:02	][X]C13:i3.DEFENDER-45 a exécuté 'Equip' sur l'article 'M1911' (#200655)
[14:49:03	][X]C13:i3.DEFENDER-45 a perdu un 'Chargeur 1911' #200652.
[14:49:09	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur 1911' #200652.
[14:49:09	][X]C13:i3.DEFENDER-45 a perdu un 'Chargeur 1911' #200651.
[14:49:09	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:10	]Archibald Rousseau a activé le mode observateur.
[14:49:12	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:13	]Archibald Rousseau a activé le mode observateur.
[14:49:14	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:14	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur 1911' #200651.
[14:49:14	][X]C13:i3.DEFENDER-45 a perdu un 'Chargeur 1911' #200652.
[14:49:20	][X]C13:i3.DEFENDER-45 a exécuté 'EquipUn' sur l'article 'M1911' (#200655)
[14:49:20	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur 1911' #200652.
[14:49:23	]Archibald Rousseau a activé le mode observateur.
[14:49:24	][X]C13:i3.DEFENDER-45 a exécuté 'Equip' sur l'article 'MP7A1' (#200632)
[14:49:25	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:25	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#200639)
[14:49:26	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#200639)
[14:49:32	]Archibald Rousseau a activé le mode observateur.
[14:49:33	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:34	]Archibald Rousseau a activé le mode observateur.
[14:49:37	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:39	]Archibald Rousseau a activé le mode observateur.
[14:49:39	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Chargeur MP 30' (#200654)
[14:49:39	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:39	]Archibald Rousseau a activé le mode observateur.
[14:49:40	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:40	][X]C13:i3.DEFENDER-45 a exécuté 'combine' sur l'article 'Chargeur MP 30' (#200653)
[14:49:41	]Archibald Rousseau a activé le mode observateur.
[14:49:41	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:49:43	]Archibald Rousseau a activé le mode observateur.
[14:49:43	][X]C13:i3.DEFENDER-45 a perdu un 'Chargeur MP 30' #200654.
[14:49:50	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur MP 30' #200654.
[14:49:50	][X]C13:i3.DEFENDER-45 a perdu un 'Chargeur MP 30' #200653.
[14:49:56	][X]C13:i3.DEFENDER-45 a gagné un 'Chargeur MP 30' #200653.
[14:49:56	][X]C13:i3.DEFENDER-45 a perdu un 'Chargeur MP 30' #200654.
[14:50:30	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:50:31	]Archibald Rousseau a activé le mode observateur.
[14:50:35	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:50:38	]Archibald Rousseau a activé le mode observateur.
[14:50:38	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:50:40	]Archibald Rousseau a activé le mode observateur.
[14:51:21	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:22	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:23	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:25	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:44	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:45	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:46	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:47	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:48	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:48	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:49	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:50	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:50	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:51	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:52	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:52	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:53	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:53	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:51:54	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:51:54	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:52:09	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:52:10	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:52:11	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:52:11	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:52:12	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:52:12	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:52:12	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:52:55	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:52:58	][IC] Capitaine Alexandre Lambert: These Combine bastards just don't give up!
[14:53:07	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:32	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:33	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:34	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:34	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:37	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:38	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:38	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:39	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:39	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:40	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:41	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:41	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:41	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:43	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:44	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:44	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:51	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:51	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:53	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:54	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:55	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:55	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:56	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:57	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:53:58	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:53:58	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:00	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:01	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:03	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:03	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:05	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:05	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:06	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:07	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:08	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:12	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:13	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:13	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:14	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:15	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:15	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:16	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:17	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:17	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:18	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:19	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:20	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:20	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:22	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:22	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:23	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:24	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:25	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:25	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:25	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:29	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:30	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:31	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:32	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:32	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:33	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:33	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:34	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:34	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:35	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:35	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:37	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:37	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:38	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:38	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:39	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:39	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:40	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:41	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:42	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:43	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:44	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:44	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:46	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:46	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:47	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:47	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:48	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:49	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:50	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:50	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:51	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:51	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:53	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:54:56	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:54:57	][IC] Capitaine Alexandre Lambert: These Combine bastards just don't give up!
[14:55:15	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:15	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:55:32	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:33	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:55:34	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:34	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:55:35	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:35	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:55:36	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:52	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:55:52	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:54	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:55:55	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:55	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:55:56	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:56	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:55:57	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:55:57	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:56:33	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:56:33	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:56:34	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:56:34	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:56:35	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:56:36	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:56:37	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:56:37	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:56:37	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:56:38	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[14:56:38	]Capitaine Alexandre Lambert a activé le mode observateur.
[14:57:11	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:57:13	]Archibald Rousseau a activé le mode observateur.
[14:57:20	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:57:22	]Archibald Rousseau a activé le mode observateur.
[14:57:37	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:57:38	]Archibald Rousseau a activé le mode observateur.
[14:57:40	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:57:40	]Archibald Rousseau a activé le mode observateur.
[14:57:41	]Archibald Rousseau a désactivé le mode observateur à son point d'origine.
[14:57:42	]Archibald Rousseau a activé le mode observateur.
[15:00:14	][X]C13:i3.DEFENDER-45 est maintenant AFK.
[15:02:14	]Commissar_Krieger (STEAM_0:1:221347812) s'est déconnecté.
[15:06:47	]Capitaine Alexandre Lambert est maintenant AFK.
[15:09:37	]Capitaine Alexandre Lambert n'est plus AFK. Temps total passé AFK : 765
[15:09:40	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[15:09:42	]Capitaine Alexandre Lambert a activé le mode observateur.
[15:09:42	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[15:09:42	]Capitaine Alexandre Lambert a activé le mode observateur.
[15:09:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
