[01:35:27	]Oktawiangr has connected.
[03:37:54	]Oktawiangr has spawned 'models/props_wasteland/rockgranite02c.mdl'.
[03:38:06	]Oktawiangr entered observer.
[03:38:08	]Oktawiangr exited observer at their location.
[03:38:11	]Oktawiangr has spawned 'models/props_wasteland/rockgranite03c.mdl'.
[03:38:20	]Oktawiangr has spawned 'models/props_wasteland/rockgranite02c.mdl'.
[03:38:23	]Oktawiangr entered observer.
[03:38:36	]Oktawiangr exited observer at their location.
[03:38:40	]C24:i3.UNION-4 entered observer.
[03:38:41	]C24:i3.UNION-4 exited observer at their location.
[03:38:41	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:38:41	]Oktawiangr has enabled persistence for 'models/props_wasteland/rockgranite02c.mdl'.
[03:38:42	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:38:42	]Oktawiangr has enabled persistence for 'models/props_wasteland/rockgranite02c.mdl'.
[03:38:42	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:38:42	]Oktawiangr has enabled persistence for 'models/props_wasteland/rockcliff01k.mdl'.
[03:38:44	]Oktawiangr entered observer.
[03:38:45	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:38:45	]Oktawiangr has enabled persistence for 'models/props_wasteland/rockgranite03c.mdl'.
[03:38:46	]Oktawiangr exited observer at their location.
[03:38:54	]C24:i3.UNION-4 has spawned a 'Entity [755][ix_vendor]'.
[03:38:55	]C24:i3.UNION-4 used the 'John Doe' vendor.
[03:38:59	]C24:i3.UNION-4 has used a context menu option with the name: vendor_edit
[03:39:13	]C24:i3.UNION-4 used the 'John Doe' vendor.
[03:39:14	]Oktawiangr entered observer.
[03:39:15	]C24:i3.UNION-4 has gained 0 zetony.
[03:39:15	]C24:i3.UNION-4 has gained a 'Amunicja PM' #6786.
[03:39:16	]C24:i3.UNION-4 has gained 0 zetony.
[03:39:16	]C24:i3.UNION-4 has gained a 'Amunicja PM' #6787.
[03:39:16	]C24:i3.UNION-4 has gained 0 zetony.
[03:39:16	]C24:i3.UNION-4 has gained a 'Amunicja PM' #6788.
[03:39:19	]C24:i3.UNION-4 ran 'combine' on item 'Magazynek do PM 30rnd' (#3791)
[03:39:20	]C24:i3.UNION-4 ran 'combine' on item 'Magazynek do PM 30rnd' (#3792)
[03:39:26	]C24:i3.UNION-4 has used a context menu option with the name: remove
[03:39:28	]C24:i3.UNION-4 entered observer.
[03:39:32	]C24:i3.UNION-4 exited observer at their location.
[03:39:32	]C24:i3.UNION-4 entered observer.
[03:39:36	]Oktawiangr ran SAM command 'goto' with arguments: 'union'
[03:39:38	]Oktawiangr ran SAM command 'goto' with arguments: 'union'
[03:39:38	]C24:i3.UNION-4 exited observer at their location.
[03:39:39	]Oktawiangr ran SAM command 'goto' with arguments: 'union'
[03:39:40	]Oktawiangr ran SAM command 'goto' with arguments: 'union'
[03:39:42	]C24:i3.UNION-4 entered observer.
[03:39:50	]C24:i3.UNION-4 exited observer at their location.
[03:40:03	]C24:i3.UNION-4 entered observer.
[03:40:21	]C24:i3.UNION-4 exited observer at their location.
[03:40:21	]C24:i3.UNION-4 entered observer.
[03:40:22	]C24:i3.UNION-4 exited observer at their location.
[03:40:43	]C24:i3.UNION-4 entered observer.
[03:40:52	]Oktawiangr exited observer at their location.
[03:40:58	]C24:i3.UNION-4 ran SAM command 'menu' with arguments: ''
[03:40:59	]Oktawiangr ran SAM command 'bring' with arguments: 'union'
[03:41:01	]Oktawiangr entered observer.
[03:41:04	]C24:i3.UNION-4 exited observer at their location.
[03:41:23	]C24:i3.UNION-4 entered observer.
[03:41:47	]C24:i3.UNION-4 exited observer at their location.
[03:42:10	]C24:i3.UNION-4 entered observer.
[03:42:12	]C24:i3.UNION-4 exited observer at their location.
[03:42:14	]C24:i3.UNION-4 entered observer.
[03:42:17	]C24:i3.UNION-4 exited observer at their location.
[03:42:21	]C24:i3.UNION-4 entered observer.
[03:42:25	]C24:i3.UNION-4 exited observer at their location.
[03:42:30	]C24:i3.UNION-4 entered observer.
[03:43:11	]Oktawiangr ran SAM command 'menu' with arguments: ''
[03:43:13	]Oktawiangr ran SAM command 'hp' with arguments: '#1' '100'
[03:43:14	]Oktawiangr exited observer at their location.
[03:43:14	]Oktawiangr is fully healed.
[03:43:23	]Oktawiangr has spawned 'models/hunter/plates/plate5x5.mdl'.
[03:43:25	]Oktawiangr has spawned 'models/hunter/plates/plate8x8.mdl'.
[03:43:28	]Oktawiangr has spawned 'models/hunter/blocks/cube8x8x025.mdl'.
[03:43:29	]C24:i3.UNION-4 exited observer at their location.
[03:43:29	]Oktawiangr has spawned 'models/hunter/plates/plate8x8.mdl'.
[03:43:49	]Oktawiangr has fired a toolgun with the name: material
[03:43:58	]C24:i3.UNION-4 has spawned 'models/props_trainstation/wrecked_train_02.mdl'.
[03:44:00	]C24:i3.UNION-4 entered observer.
[03:44:02	]C24:i3.UNION-4 exited observer at their location.
[03:44:04	]C24:i3.UNION-4 has spawned 'models/props_trainstation/wrecked_train.mdl'.
[03:44:05	]C24:i3.UNION-4 entered observer.
[03:44:06	]C24:i3.UNION-4 exited observer at their location.
[03:44:08	]C24:i3.UNION-4 entered observer.
[03:44:10	]C24:i3.UNION-4 exited observer at their location.
[03:44:20	]C24:i3.UNION-4 has spawned 'models/props_trainstation/train_outro_car01.mdl'.
[03:44:21	]Oktawiangr entered observer.
[03:44:24	]C24:i3.UNION-4 entered observer.
[03:44:26	]Oktawiangr has used a context menu option with the name: remove
[03:44:27	]C24:i3.UNION-4 exited observer at their location.
[03:44:29	]C24:i3.UNION-4 has spawned 'models/props_trainstation/passengercar001.mdl'.
[03:44:30	]C24:i3.UNION-4 entered observer.
[03:44:32	]Oktawiangr exited observer at their location.
[03:44:32	]C24:i3.UNION-4 exited observer at their location.
[03:44:35	]C24:i3.UNION-4 entered observer.
[03:44:36	]Oktawiangr entered observer.
[03:44:36	]C24:i3.UNION-4 exited observer at their location.
[03:44:38	]C24:i3.UNION-4 has spawned 'models/props_trainstation/passengercar001_dam01a.mdl'.
[03:44:39	]Oktawiangr has spawned 'models/props_trainstation/train_outro_car01.mdl'.
[03:44:40	]C24:i3.UNION-4 has spawned 'models/props_trainstation/passengercar001_dam01b.mdl'.
[03:44:41	]C24:i3.UNION-4 entered observer.
[03:44:42	]Oktawiangr has used a context menu option with the name: remove
[03:44:47	]C24:i3.UNION-4 has used a context menu option with the name: remove
[03:44:49	]C24:i3.UNION-4 has used a context menu option with the name: remove
[03:44:50	]C24:i3.UNION-4 exited observer at their location.
[03:44:51	]Oktawiangr has spawned 'models/props_trainstation/wrecked_train_divider_01.mdl'.
[03:44:53	]Oktawiangr has spawned 'models/props_trainstation/wrecked_train.mdl'.
[03:44:56	]Oktawiangr has spawned 'models/props_trainstation/wrecked_train_02.mdl'.
[03:45:01	]C24:i3.UNION-4 has spawned 'models/props_trainstation/passengercar001.mdl'.
[03:45:01	]Oktawiangr has spawned 'models/props_trainstation/train_outro_car01.mdl'.
[03:45:12	]C24:i3.UNION-4 has spawned 'models/props_trainstation/passengercar001.mdl'.
[03:45:13	]Oktawiangr exited observer at their location.
[03:45:17	]C24:i3.UNION-4 has spawned 'models/props_trainstation/passengercar001.mdl'.
[03:45:21	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:45:21	]C24:i3.UNION-4 entered observer.
[03:45:23	]C24:i3.UNION-4 exited observer at their location.
[03:45:28	]C24:i3.UNION-4 entered observer.
[03:45:31	]C24:i3.UNION-4 exited observer at their location.
[03:45:32	]Oktawiangr has used a context menu option with the name: remove
[03:45:42	]Oktawiangr entered observer.
[03:45:44	]C24:i3.UNION-4 entered observer.
[03:45:45	]C24:i3.UNION-4 exited observer at their location.
[03:45:55	]C24:i3.UNION-4 entered observer.
[03:45:57	]C24:i3.UNION-4 exited observer at their location.
[03:46:04	]C24:i3.UNION-4 entered observer.
[03:46:07	]C24:i3.UNION-4 exited observer at their location.
[03:46:08	]C24:i3.UNION-4 entered observer.
[03:46:09	]Oktawiangr exited observer at their location.
[03:46:10	]C24:i3.UNION-4 exited observer at their location.
[03:46:31	]Oktawiangr has spawned 'models/props_docks/dock03_pole01a_256.mdl'.
[03:46:32	]Oktawiangr has spawned 'models/props_doors/door03_slotted_left.mdl'.
[03:46:34	]C24:i3.UNION-4 entered observer.
[03:46:34	]C24:i3.UNION-4 exited observer at their location.
[03:46:40	]Oktawiangr has used a context menu option with the name: remove
[03:46:46	]Oktawiangr entered observer.
[03:46:47	]C24:i3.UNION-4 has spawned 'models/c24_interior/c24_glassdoor.mdl'.
[03:46:47	]Oktawiangr exited observer at their location.
[03:46:54	]Oktawiangr entered observer.
[03:46:56	]Oktawiangr exited observer at their location.
[03:47:05	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:47:05	]Oktawiangr has enabled persistence for 'models/props_trainstation/passengercar001.mdl'.
[03:47:06	]C24:i3.UNION-4 entered observer.
[03:47:07	]C24:i3.UNION-4 exited observer at their location.
[03:47:08	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:47:08	]Oktawiangr has enabled persistence for 'models/props_trainstation/passengercar001.mdl'.
[03:47:09	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:47:09	]Oktawiangr has disabled persistence for 'models/props_trainstation/passengercar001.mdl'.
[03:47:10	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:47:10	]Oktawiangr has enabled persistence for 'models/props_trainstation/passengercar001.mdl'.
[03:47:12	]C24:i3.UNION-4 entered observer.
[03:47:12	]C24:i3.UNION-4 exited observer at their location.
[03:47:13	]Oktawiangr entered observer.
[03:47:17	]Oktawiangr has spawned 'models/hunter/plates/plate3x3.mdl'.
[03:47:18	]C24:i3.UNION-4 entered observer.
[03:47:18	]C24:i3.UNION-4 exited observer at their location.
[03:47:19	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:47:30	]C24:i3.UNION-4 entered observer.
[03:47:31	]C24:i3.UNION-4 exited observer at their location.
[03:47:32	]C24:i3.UNION-4 entered observer.
[03:47:33	]C24:i3.UNION-4 exited observer at their location.
[03:47:40	]C24:i3.UNION-4 has fired a toolgun with the name: precision
[03:47:40	]Oktawiangr has fired a toolgun with the name: material
[03:47:42	]Oktawiangr has fired a toolgun with the name: material
[03:47:44	]Oktawiangr has fired a toolgun with the name: material
[03:47:47	]Oktawiangr has fired a toolgun with the name: material
[03:47:49	]Oktawiangr has fired a toolgun with the name: material
[03:47:51	]Oktawiangr has fired a toolgun with the name: material
[03:47:55	]C24:i3.UNION-4 entered observer.
[03:47:56	]Oktawiangr has fired a toolgun with the name: colour
[03:47:59	]C24:i3.UNION-4 exited observer at their location.
[03:48:03	]C24:i3.UNION-4 has used a context menu option with the name: remove
[03:48:09	]C24:i3.UNION-4 has spawned 'models/c24_interior/c24_glassdoor_side.mdl'.
[03:48:15	]C24:i3.UNION-4 has spawned 'models/props_c17/door03_left.mdl'.
[03:48:16	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:48:16	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:48:17	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:48:17	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:48:18	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:48:18	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:48:20	]C24:i3.UNION-4 has spawned 'models/props_wasteland/prison_heavydoor001a.mdl'.
[03:48:29	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:48:30	]C24:i3.UNION-4 has spawned 'models/props_radiostation/radio_metaldoor02a.mdl'.
[03:48:44	]Oktawiangr exited observer at their location.
[03:48:49	]Oktawiangr entered observer.
[03:48:53	]C24:i3.UNION-4 has spawned 'models/mosi/fallout4/buildkit/wood/door.mdl'.
[03:48:55	]Oktawiangr has fired a toolgun with the name: material
[03:48:56	]C24:i3.UNION-4 has spawned 'models/vj_hlr/hl1/apc_door.mdl'.
[03:48:58	]Oktawiangr has fired a toolgun with the name: colour
[03:49:01	]C24:i3.UNION-4 has spawned 'models/scene_building/sewer_system/arch_small_door1.mdl'.
[03:49:05	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:49:10	]Oktawiangr exited observer at their location.
[03:49:11	]C24:i3.UNION-4 has spawned 'models/props_radiostation/radio_metaldoor01a.mdl'.
[03:49:13	]Oktawiangr has spawned 'models/hunter/plates/plate8x8.mdl'.
[03:49:14	]C24:i3.UNION-4 has spawned 'models/props_radiostation/radio_metaldoor01.mdl'.
[03:49:20	]Oktawiangr entered observer.
[03:49:25	]C24:i3.UNION-4 has spawned 'models/map10_doors/singledoor.mdl'.
[03:49:26	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:49:28	]C24:i3.UNION-4 has spawned 'models/map10_doors/doubledoor.mdl'.
[03:49:33	]C24:i3.UNION-4 has spawned 'models/props_lab/ravendoor.mdl'.
[03:49:39	]C24:i3.UNION-4 has spawned 'models/props_lab/blastdoor001b.mdl'.
[03:49:40	]Oktawiangr has fired a toolgun with the name: material
[03:49:43	]C24:i3.UNION-4 has spawned 'models/props_forest/light_outdoor_glass.mdl'.
[03:49:47	]C24:i3.UNION-4 has spawned 'models/props_hive/grubtunnel_door.mdl'.
[03:49:58	]Oktawiangr has fired a toolgun with the name: colour
[03:49:59	]C24:i3.UNION-4 has spawned 'models/props_vehicles/van001a_nodoor_physics.mdl'.
[03:50:11	]C24:i3.UNION-4 has spawned 'models/props_radiostation/radio_metaldoor02a.mdl'.
[03:50:17	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:50:17	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:50:18	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:50:18	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:50:18	]C24:i3.UNION-4 has spawned 'models/rp_mezs/cmb_door.mdl'.
[03:50:18	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:50:18	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:50:19	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:50:19	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:50:35	]C24:i3.UNION-4 has spawned 'models/props_doors/doorklab01.mdl'.
[03:50:42	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:42	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:43	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:43	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:44	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:44	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:44	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:44	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:45	]C24:i3.UNION-4 has spawned 'models/props_c17/door01_addf.mdl'.
[03:50:46	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:46	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:48	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:48	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:49	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:49	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:49	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:49	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:50	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:50	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:51	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:50:51	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:50:55	]C24:i3.UNION-4 has spawned 'models/props_c17/door01_addg.mdl'.
[03:50:55	]Oktawiangr exited observer at their location.
[03:51:04	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:51:04	]Oktawiangr entered observer.
[03:51:05	]Oktawiangr exited observer at their location.
[03:51:06	]Oktawiangr entered observer.
[03:51:17	]Oktawiangr has fired a toolgun with the name: nocollideworld
[03:51:26	]C24:i3.UNION-4 entered observer.
[03:51:30	]Oktawiangr has fired a toolgun with the name: material
[03:51:31	]Oktawiangr has fired a toolgun with the name: colour
[03:51:35	]C24:i3.UNION-4 is fully healed.
[03:51:36	]C24:i3.UNION-4 exited observer at their location.
[03:51:43	]C24:i3.UNION-4 has spawned 'models/c24_interior/c24_combine_doorway.mdl'.
[03:51:45	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:51:45	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:51:47	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:51:47	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:51:48	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:51:48	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:51:49	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:51:49	]Oktawiangr has spawned 'models/hunter/plates/plate7x7.mdl'.
[03:51:50	]C24:i3.UNION-4 entered observer.
[03:51:57	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:51:57	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:51:58	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:51:58	]Oktawiangr has disabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:51:59	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:51:59	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:51:59	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:51:59	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:52:00	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:52:00	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:52:01	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:52:01	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:52:01	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:52:01	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:52:04	]Oktawiangr exited observer at their location.
[03:52:07	]Oktawiangr entered observer.
[03:52:09	]Oktawiangr exited observer at their location.
[03:52:13	]C24:i3.UNION-4 exited observer at their location.
[03:52:14	]C24:i3.UNION-4 entered observer.
[03:52:19	]C24:i3.UNION-4 has spawned 'models/props_doors/door01_dynamic.mdl'.
[03:52:21	]Oktawiangr has spawned a 'Entity [849][pfx2_05]'.
[03:52:22	]C24:i3.UNION-4 has spawned 'models/props_combine/combine_door01.mdl'.
[03:52:27	]C24:i3.UNION-4 has spawned 'models/c24_interior/c24_glassdoor.mdl'.
[03:52:35	]Oktawiangr entered observer.
[03:52:36	]Oktawiangr exited observer at their location.
[03:52:41	]C24:i3.UNION-4 exited observer at their location.
[03:52:42	]Oktawiangr entered observer.
[03:52:58	]Oktawiangr exited observer at their location.
[03:53:04	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:53:05	]C24:i3.UNION-4 entered observer.
[03:53:14	]C24:i3.UNION-4 exited observer at their location.
[03:53:20	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:53:20	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:53:20	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:53:20	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:53:22	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:53:22	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:53:22	]C24:i3.UNION-4 has spawned 'models/props_silo/silo_door01_static.mdl'.
[03:53:23	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:53:24	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:53:24	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:53:34	]C24:i3.UNION-4 entered observer.
[03:53:35	]C24:i3.UNION-4 exited observer at their location.
[03:53:36	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:53:55	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:53:55	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:53:57	]C24:i3.UNION-4 entered observer.
[03:53:59	]C24:i3.UNION-4 exited observer at their location.
[03:54:00	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:54:00	]Oktawiangr has enabled persistence for 'models/props_trainstation/traincar_seats001.mdl'.
[03:54:00	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:54:00	]Oktawiangr has enabled persistence for 'models/props_trainstation/traincar_seats001.mdl'.
[03:54:01	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:54:01	]Oktawiangr has enabled persistence for 'models/props_trainstation/traincar_seats001.mdl'.
[03:54:02	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:54:02	]Oktawiangr has enabled persistence for 'models/props_trainstation/traincar_seats001.mdl'.
[03:54:07	]C24:i3.UNION-4 has enabled persistence for 'models/props_silo/silo_door01_static.mdl'.
[03:54:07	]C24:i3.UNION-4 has used a context menu option with the name: persist
[03:54:10	]C24:i3.UNION-4 entered observer.
[03:54:15	]C24:i3.UNION-4 exited observer at their location.
[03:54:36	]C24:i3.UNION-4 has fired a toolgun with the name: duplicator
[03:54:36	]C24:i3.UNION-4 has spawned 'models/props_trainstation/passengercar001.mdl'.
[03:54:43	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:54:47	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:54:49	]C24:i3.UNION-4 entered observer.
[03:54:50	]C24:i3.UNION-4 exited observer at their location.
[03:54:56	]C24:i3.UNION-4 has fired a toolgun with the name: duplicator
[03:54:56	]C24:i3.UNION-4 has spawned 'models/props_silo/silo_door01_static.mdl'.
[03:54:59	]C24:i3.UNION-4 has fired a toolgun with the name: duplicator
[03:54:59	]C24:i3.UNION-4 has spawned 'models/props_silo/silo_door01_static.mdl'.
[03:55:04	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:55:04	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:55:09	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:55:10	]C24:i3.UNION-4 has fired a toolgun with the name: duplicator
[03:55:10	]C24:i3.UNION-4 has spawned 'models/props_silo/silo_door01_static.mdl'.
[03:55:14	]C24:i3.UNION-4 has fired a toolgun with the name: duplicator
[03:55:14	]C24:i3.UNION-4 has spawned 'models/props_silo/silo_door01_static.mdl'.
[03:55:17	]C24:i3.UNION-4 entered observer.
[03:55:20	]Oktawiangr has fired a toolgun with the name: stacker_improved
[03:55:20	]Oktawiangr has spawned 'models/props_trainstation/traincar_seats001.mdl'.
[03:55:23	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:55:23	]Oktawiangr has enabled persistence for 'models/props_trainstation/traincar_seats001.mdl'.
[03:55:23	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:55:23	]Oktawiangr has enabled persistence for 'models/props_trainstation/traincar_seats001.mdl'.
[03:55:25	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:55:25	]Oktawiangr has enabled persistence for 'models/props_trainstation/traincar_seats001.mdl'.
[03:55:26	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:55:26	]Oktawiangr has enabled persistence for 'models/props_trainstation/traincar_seats001.mdl'.
[03:55:45	]C24:i3.UNION-4 exited observer at their location.
[03:55:47	]C24:i3.UNION-4 entered observer.
[03:55:50	]C24:i3.UNION-4 exited observer at their location.
[03:55:56	]C24:i3.UNION-4 entered observer.
[03:55:58	]C24:i3.UNION-4 exited observer at their location.
[03:56:06	]C24:i3.UNION-4 has enabled persistence for 'models/props_silo/silo_door01_static.mdl'.
[03:56:06	]C24:i3.UNION-4 has used a context menu option with the name: persist
[03:56:31	]Oktawiangr has spawned 'models/props_junk/PushCart01a.mdl'.
[03:56:31	]C24:i3.UNION-4 has spawned 'models/xqm/box5s.mdl'.
[03:56:40	]C24:i3.UNION-4 has spawned 'models/willardnetworks/food/ration_box.mdl'.
[03:56:43	]C24:i3.UNION-4 has spawned 'models/props/de_nuke/nuclearcontainerboxclosed.mdl'.
[03:56:44	]Oktawiangr has spawned 'models/Items/ammocrate_smg1.mdl'.
[03:57:02	]Oktawiangr has spawned 'models/Items/item_item_crate.mdl'.
[03:57:09	]C24:i3.UNION-4 has spawned 'models/mosi/fallout4/electrical/conduits/switchbox.mdl'.
[03:57:11	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:57:11	]Oktawiangr has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[03:57:11	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:57:11	]Oktawiangr has enabled persistence for 'models/items/ammocrate_smg1.mdl'.
[03:57:12	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:57:12	]Oktawiangr has enabled persistence for 'models/items/item_item_crate.mdl'.
[03:57:12	]C24:i3.UNION-4 has spawned 'models/props/de_inferno/hr_i/cypress_a/cypress_a_skybox.mdl'.
[03:57:24	]C24:i3.UNION-4 has spawned 'models/props_junk/wood_crate001a.mdl'.
[03:57:26	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:57:29	]Oktawiangr has spawned 'models/props_junk/wood_crate002a.mdl'.
[03:57:34	]Oktawiangr entered observer.
[03:57:35	]Oktawiangr exited observer at their location.
[03:57:42	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:57:43	]Oktawiangr has spawned 'models/props_junk/wood_crate001a.mdl'.
[03:57:47	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:57:51	]Oktawiangr has spawned 'models/props_junk/wood_crate001a.mdl'.
[03:57:54	]C24:i3.UNION-4 has spawned 'models/props_junk/wood_crate002a.mdl'.
[03:57:59	]Oktawiangr has spawned 'models/props_junk/gascan001a.mdl'.
[03:58:05	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:58:06	]Oktawiangr has spawned 'models/props_junk/propane_tank001a.mdl'.
[03:58:14	]C24:i3.UNION-4 has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[03:58:21	]Oktawiangr has spawned 'models/props_c17/oildrum001.mdl'.
[03:58:24	]Oktawiangr has spawned 'models/props_c17/oildrum001.mdl'.
[03:58:36	]Oktawiangr has spawned 'models/props_junk/MetalBucket01a.mdl'.
[03:58:38	]Oktawiangr has spawned 'models/props_junk/metal_paintcan001a.mdl'.
[03:58:42	]C24:i3.UNION-4 has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[03:58:43	]Oktawiangr has spawned 'models/props_c17/oildrum001.mdl'.
[03:58:49	]C24:i3.UNION-4 has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[03:58:50	]Oktawiangr has spawned 'models/props_c17/canister01a.mdl'.
[03:58:56	]Oktawiangr has spawned 'models/props_c17/canister02a.mdl'.
[03:59:06	]C24:i3.UNION-4 has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[03:59:07	]Oktawiangr has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
