[16:11:34	]dondurmaci822 has connected.
[20:02:41	]S10/ORD.HURRICANE-36 has critically hit Norgaun the Whisperspeaker dealing 25 damage (CritChance was 1.00).
[20:02:41	]Norgaun the Whisperspeaker has taken 25 damage from S10/ORD.HURRICANE-36.
[20:02:42	]S10/ORD.HURRICANE-36 has critically hit Norgaun the Whisperspeaker dealing 0 damage (CritChance was 1.00).
[20:02:42	]S10/ORD.HURRICANE-36 has critically hit Norgaun the Whisperspeaker dealing 25 damage (CritChance was 1.00).
[20:02:42	]Norgaun the Whisperspeaker has taken 25 damage from S10/ORD.HURRICANE-36.
[20:02:42	]S10/ORD.HURRICANE-36 has gained level 50 in the Silahlar skill.
[20:02:42	]S10/ORD.HURRICANE-36 has critically hit Norgaun the Whisperspeaker dealing 0 damage (CritChance was 0.99).
[20:02:42	]S10/ORD.HURRICANE-36 has critically hit Norgaun the Whisperspeaker dealing 25 damage (CritChance was 0.99).
[20:02:42	]Norgaun the Whisperspeaker was knocked unconscious and is bleeding out.
[20:02:44	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16724.
[20:02:44	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16719.
[20:02:48	]C24:i5.YELLO-29 used command '/CharSearch'.
[20:02:50	]S10/OMB.HURRICANE-44 used command '/Radio 10-8'.
[20:02:53	]George Foreman exited observer at their location.
[20:02:57	][IC] C24:i5.YELLO-29: <:: Benle gel. ::>
[20:02:57	]C24:i1.UNION-12 has gained a '30rnd MP-şarjörü' #21048.
[20:02:57	]C24:i1.UNION-12 has lost a '30rnd MP-şarjörü' #21040.
[20:02:58	]Vrigon The Enigmatic used command '/PM NORGAUN nasıl ıskalamıyolar'.
[20:03:00	]George Foreman has gained a '8rnd 870-şarjörü' #26830.
[20:03:00	]George Foreman has lost a '8rnd 870-şarjörü' #26831.
[20:03:05	]George Foreman entered observer.
[20:03:07	]C24:i1.UNION-12 has critically hit Norgaun the Whisperspeaker in the left leg dealing 0 damage (CritChance was 0.90).
[20:03:07	]C24:i1.UNION-12 has critically hit Norgaun the Whisperspeaker in the left leg dealing 14 damage (CritChance was 0.90).
[20:03:07	]Norgaun the Whisperspeaker was killed while bleeding out.
[20:03:07	]C24:i1.UNION-12 has killed Norgaun the Whisperspeaker with player.
[20:03:07	]Norgaun the Whisperspeaker has dropped: Vortigaunt Dark Blue Trousers (#26735); 2x Çelik (#26571); Yapay Macun (#26839); Vortigaunt Bandages (#26740);
[20:03:08	]S10/OMB.HURRICANE-44 used command '/SC tac-5'.
[20:03:09	]C24:i3.UNION-66 opened the 'Dropped Items' #3467 container.
[20:03:11	]Vrigon The Enigmatic used command '/PM NORGAUN ışınlan bişe yapp'.
[20:03:11	]Melir Erlok has gained a 'Eski Lastik' #26889.
[20:03:11	]Melir Erlok has gained a 'Boş Süt Kartonu' #26890.
[20:03:12	]S10/ORD.HURRICANE-36 opened the 'Dropped Items' #3467 container.
[20:03:12	]Norgaun the Whisperspeaker entered observer.
[20:03:13	]C24:i3.UNION-66 closed the 'Dropped Items' #3467 container.
[20:03:13	]C24:i3.UNION-66 has gained a 'Çelik' #26571 from a container with the name 'Dropped Items' #3467.
[20:03:16	]C24:i3.UNION-66 closed the 'Dropped Items' #3467 container.
[20:03:18	]Enistein has unloaded their "Norgaun the Whisperspeaker" character.
[20:03:18	][IC] C24:i3.UNION-66: <:: 2 çelik m i. ::>
[20:03:21	][IC] C24:i3.UNION-66: <:: Hmph. ::>
[20:03:21	]C24:i1.UNION-12 opened the 'Dropped Items' #3467 container.
[20:03:21	]C24:i1.UNION-12 closed the 'Dropped Items' #3467 container.
[20:03:22	]C24:i1.UNION-12 opened the 'Dropped Items' #3467 container.
[20:03:25	]C24:i1.UNION-12 closed the 'Dropped Items' #3467 container.
[20:03:26	]George Foreman ran SAM command 'asay' with arguments: 'enis ne bok yere öldün'
[20:03:29	]Melir Erlok has gained a 'Boş Kavanoz' #26891.
[20:03:29	]Melir Erlok has gained a 'Kahverengi Ayakkabı' #26892.
[20:03:35	]S10/ORD.HURRICANE-36 used command '/Radio Özgür Biotic Ampute edildi, 10-20 Kanalizasyon'.
[20:03:35	]Lauv'Abrarc exited observer at their location.
[20:03:37	]Enistein loaded the character 'Elazar Gül'
[20:03:39	]Vrigon The Enigmatic ran SAM command 'asay' with arguments: 'doctor bir sus artık'
[20:03:39	][IC] S10/ORD.HURRICANE-36: <:: Bir dahaki sefere. ::>
[20:03:41	][IC] S10/ORD.HURRICANE-36: <:: Rehin alalım. ::>
[20:03:42	][IC] C24:i5.YELLO-29: <:: Evet. ::>
[20:03:44	][IC] C24:i5.YELLO-29: <:: Şimdi. ::>
[20:03:46	][IC] C24:i5.YELLO-29: <:: Burada. ::>
[20:03:47	]S10/OMB.HURRICANE-44 used command '/SC tac-3'.
[20:03:47	]Elazar Gül ran SAM command 'asay' with arguments: 'aga harbi bok yoluna öldüm'
[20:03:50	]S10/OMB.HURRICANE-44 has lost a '30rnd MP-şarjörü' #17037.
[20:03:50	]S10/OMB.HURRICANE-44 has gained a '30rnd MP-şarjörü' #17036.
[20:03:51	]Lauv'Abrarc entered observer.
[20:03:53	][IC] C24:i5.YELLO-29: <:: Iki sandalye ve bir masa varmış gibi düşün. ::>
[20:03:58	]S10/ORD.HURRICANE-36 ran 'combine' on item '30rnd Pulse-Şarjörü' (#16724)
[20:04:01	]George Foreman ran SAM command 'asay' with arguments: 'revain sikicem sessiz ol'
[20:04:01	]S10/ORD.HURRICANE-36 ran 'combine' on item '30rnd Pulse-Şarjörü' (#16724)
[20:04:05	][IC] C24:i5.YELLO-29: <:: Ayakta kaldın yapacak birşey yok. ::>
[20:04:10	]Revain loaded the character 'Frank Bean'
[20:04:10	][IC] C24:i5.YELLO-29: <:: Her neyse. ::>
[20:04:14	]George Foreman ran SAM command 'asay' with arguments: 'adamı bırakıp teleport atmışsın sus'
[20:04:15	][IC] C24:i5.YELLO-29: <:: Baltayı nereden buldun. ::>
[20:04:18	]Melir Erlok has gained a 'Boş Votka Şişesi' #26893.
[20:04:20	]S10/OMB.HURRICANE-44 used command '/Radio 10-76'.
[20:04:22	]Elazar Gül entered observer.
[20:04:24	]Frank Bean ran SAM command 'asay' with arguments: 'teleport atmadım ki mal'
[20:04:28	][IC] C24:i5.YELLO-29: <:: Kendin yaptın.. ::>
[20:04:34	]George Foreman ran SAM command 'asay' with arguments: 'nasıl ebesinin amına gittin 2 sn yede'
[20:04:37	][IC] S10/ORD.HURRICANE-36: <:: Temiz. ::>
[20:04:38	][IC] C24:i3.UNION-66: <:: Clear. No 647, no 10-107. ::>
[20:04:40	]S10/OMB.HURRICANE-44 has gained a '30rnd MP-şarjörü' #17037.
[20:04:40	]S10/OMB.HURRICANE-44 has lost a '30rnd MP-şarjörü' #17036.
[20:04:41	][IC] C24:i5.YELLO-29: <:: Yengeç? ::>
[20:04:43	][IC] C24:i5.YELLO-29: <:: Kurbağa gibi mi? ::>
[20:04:46	]Frank Bean ran SAM command 'asay' with arguments: 'Vorti olmadığın için bilmezsin'
[20:04:49	][IC] C24:i5.YELLO-29: <:: Yaratıklar.. ::>
[20:04:56	][IC] C24:i5.YELLO-29: <:: Vortigauntlardan mı bahsediyorsun. ::>
[20:05:07	][IC] C24:i5.YELLO-29: <:: Söyle. ::>
[20:05:11	]Frank Bean ran SAM command 'asay' with arguments: 'birde doctor boş yere küfür edersen uyarı verdireceğim artık tartışma'
[20:05:14	][IC] C24:i5.YELLO-29: <:: Dinliyorum. ::>
[20:05:17	]S10/OMB.HURRICANE-44 used command '/CharGetHealing hurricane-44'.
[20:05:21	]Frank Bean entered observer.
[20:05:23	]Elazar Gül ran SAM command 'asay' with arguments: 'ne boş boş tartışıyorsunuz ya'
[20:05:27	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[20:05:35	][IC] S10/ORD.HURRICANE-36: <:: Hm. ::>
[20:05:38	][LOOC] Lauv'Abrarc: local mi?
[20:05:40	]C24:i1.UNION-12 has gained a '30rnd MP-şarjörü' #21040.
[20:05:40	]C24:i1.UNION-12 has lost a '30rnd MP-şarjörü' #21042.
[20:05:42	]Frank Bean ran SAM command 'asay' with arguments: 'idk ona sor'
[20:05:49	][LOOC] Stanley Davidson: yoklan dur
[20:05:50	][IC] S10/ORD.HURRICANE-36: <:: 1 özgür biotic SB. ::>
[20:05:56	]George Foreman ran SAM command 'asay' with arguments: 'vayy revain bana warn verecek görülmemiş'
[20:06:06	]S10/OMB.HURRICANE-44 entered observer.
[20:06:11	]S10/OMB.HURRICANE-44 exited observer at their location.
[20:06:19	][IC] S10/ORD.HURRICANE-36: <:: 10-4. ::>
[20:06:22	]C24:i1.UNION-12 has gained a '30rnd MP-şarjörü' #21042.
[20:06:22	]C24:i1.UNION-12 has lost a '30rnd MP-şarjörü' #21040.
[20:06:23	][LOOC] C24:i3.UNION-66: 2 647-e 1 tane vortigunt ck yedi çok iyi rapor
[20:06:23	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[20:06:30	]George Foreman ran SAM command 'asay' with arguments: 'wonder girekmi rp ye'
[20:06:32	]Lauv'Abrarc exited observer at their location.
[20:06:35	]Melir Erlok has gained level 8 in the Hız skill.
[20:06:37	]Frank Bean ran SAM command 'asay' with arguments: 'enis bi özele bakabilirmisin'
[20:06:38	]Lauv'Abrarc entered observer.
[20:06:40	]Lauv'Abrarc exited observer at their location.
[20:06:44	]C24:i3.UNION-66 has gained level 25 in the Hız skill.
[20:06:50	]George Foreman ran SAM command 'asay' with arguments: 'çıldırıcam burdan söyle knk'
[20:06:55	]S10/ORD.HURRICANE-36 has gained level 46 in the Hız skill.
[20:06:56	]George Foreman ran SAM command 'asay' with arguments: 'burdan söyle'
[20:06:57	]S10/OMB.HURRICANE-44 has taken 14 damage from worldspawn.
[20:06:59	]Lauv'Abrarc entered observer.
[20:07:04	]S10/OMB.HURRICANE-44 ran 'use' on item 'Sağlık Kiti' (#25479)
[20:07:04	]S10/OMB.HURRICANE-44 has performed the 'Use Sağlık Kiti' action, gaining 100 experience in medicine.
[20:07:04	]S10/OMB.HURRICANE-44 was disinfected by S10/OMB.HURRICANE-44 for 323 seconds.
[20:07:04	]S10/OMB.HURRICANE-44 was bandaged by S10/OMB.HURRICANE-44 for 79 HP.
[20:07:09	]S10/ORD.HURRICANE-36 used command '/CharSetNeeds ord 1'.
[20:07:11	][IC] C24:i5.YELLO-29: <:: Insan öldürmek istemiyorsan üzerinde baltanın ne işi var? ::>
[20:07:16	][IC] C24:i5.YELLO-29: <:: Kendinle çelişiyorsun Stanley. ::>
[20:07:16	][IC] S10/ORD.HURRICANE-36: <:: Copy. ::>
[20:07:24	][IC] C24:i5.YELLO-29: <:: Senin kanalizasyonda ne işin var. ::>
[20:07:38	]S10/ORD.HURRICANE-36 ran 'combine' on item '30rnd Pulse-Şarjörü' (#16723)
[20:07:41	]S10/OMB.HURRICANE-44 used command '/Radio HURRICANE-36 10-20?'.
[20:07:45	][IC] C24:i5.YELLO-29: <:: Bekle burada. ::>
[20:07:49	]S10/ORD.HURRICANE-36 used command '/Radio Kanalizasyon'.
[20:07:53	]George Foreman used command '/PM S10 gelemmi biyerden size saldırammı?'.
[20:08:07	]C24:i5.YELLO-29 used command '/PM 12 bana violation listi atar mısın'.
[20:08:09	]Elazar Gül has spawned a 'Entity [4680][pfx5_02]'.
[20:08:26	][IC] C24:i5.YELLO-29: <:: O neydi ya. ::>
[20:08:29	][IC] S10/ORD.HURRICANE-36: <:: 12 nerde. ::>
[20:08:32	]C24:i1.UNION-12 used command '/PM YELLO-29 sana kim verdi whitelist'.
[20:08:37	]C24:i5.YELLO-29 used command '/PM 12 enis'.
[20:08:41	][IC] C24:i5.YELLO-29: <:: Neyi sezdiler. ::>
[20:08:44	]C24:i3.UNION-66 used command '/Radio U-12 ORD-36 konum talep ediyor'.
[20:08:44	]C24:i1.UNION-12 used command '/PM yello-29 ne zaman verdi'.
[20:08:45	]S10/ORD.HURRICANE-36 used command '/Radio U-12, 10-76 404'.
[20:08:51	]C24:i5.YELLO-29 used command '/PM 12 daha yeni'.
[20:08:52	]S10/ORD.HURRICANE-36 ran 'use' on item 'Morfin' (#16090)
[20:08:52	]S10/ORD.HURRICANE-36 has performed the 'Use Morfin' action, gaining 36 experience in medicine.
[20:08:52	]S10/ORD.HURRICANE-36 has gained a level 4 short boost in Güç.
[20:09:03	]C24:i1.UNION-12 used command '/PM YELLO-29 SK'ya vipe geldi alınamaman gerekiyordu'.
[20:09:04	]George Foreman used command '/PM elazar noldu'.
[20:09:10	]C24:i1.UNION-12 used command '/PM YELLO-29 Wipe'.
[20:09:11	]Elazar Gül used command '/PM foreman bir şey olmadı'.
[20:09:13	]S10/OMB.HURRICANE-44 ran SAM command 'asay' with arguments: '404'e bir kaç tane necrotic spawn edin bari'
[20:09:18	][IC] C24:i3.UNION-66: <:: Biotic. ::>
[20:09:18	]George Foreman used command '/PM elazar boş yapıyormu?'.
[20:09:21	]C24:i5.YELLO-29 used command '/PM 12 onu enisle konuşabilirsin şimdi violation list lazımda roleplayi bitireyim'.
[20:09:27	][IC] C24:i3.UNION-66: <:: 2 647-e. ::>
[20:09:30	]George Foreman used command '/PM s10/omb ben edemiyom'.
[20:09:32	][LOOC] C24:i3.UNION-66: bunlar ck mı yiyor?
[20:09:36	][IC] C24:i5.YELLO-29: <:: Duvara geç. ::>
[20:09:38	]S10/ORD.HURRICANE-36 used command '/Radio 404 taraması tamamlandı, 2 Biotic ÖB, 1 Sivil ÖB.'.
[20:09:40	]Elazar Gül used command '/PM foreman pmler okunabiliyor konsoldan, bir şey yok aga uzatmayın durduk yere'.
[20:09:43	]S10/ORD.HURRICANE-36 used command '/Radio 10-19'.
[20:09:45	][IC] C24:i3.UNION-66: <:: 2 sivil. ::>
[20:09:47	][IC] C24:i5.YELLO-29: <:: Kanalizasyonda tanıştığın insanlardan bahset. ::>
[20:09:52	][IC] C24:i5.YELLO-29: <:: Herhangi bir isim. ::>
[20:09:52	][IC] C24:i5.YELLO-29: <:: Sima. ::>
[20:09:53	]C24:i1.UNION-12 used command '/PM YELLO-29 Enisle konuşulacak bir şey yok SK lead benim zaten'.
[20:09:54	][IC] C24:i5.YELLO-29: <:: Yüz. ::>
[20:10:03	]George Foreman ran SAM command 'asay' with arguments: 'ben saldırammı size?'
[20:10:08	]Melir Erlok ran 'take' on item 'Bilgisayar Monitörü' (#26894)
[20:10:13	]C24:i5.YELLO-29 used command '/PM 12 roleplayi mi keseyim şimdi adamla?'.
[20:10:14	]NanCi-  なんしい has connected.
[20:10:15	]S10/ORD.HURRICANE-36 ran SAM command 'asay' with arguments: 'işimiz bitti'
[20:10:16	]Melir Erlok ran 'drop' on item 'Boş Votka Şişesi' (#26888)
[20:10:16	]Melir Erlok has lost a 'Boş Votka Şişesi' #26888.
[20:10:17	]S10/ORD.HURRICANE-36 used command '/Radio 10-7'.
[20:10:17	]C24:i3.UNION-66 used command '/PM i1 ölenler ck mı yiyor?'.
[20:10:17	]Melir Erlok ran 'drop' on item 'Boş Süt Kartonu' (#26890)
[20:10:17	]Melir Erlok has lost a 'Boş Süt Kartonu' #26890.
[20:10:20	]George Foreman ran SAM command 'asay' with arguments: 'bruh'
[20:10:22	]Melir Erlok ran 'drop' on item 'Kahverengi Ayakkabı' (#26892)
[20:10:22	]Melir Erlok has lost a 'Kahverengi Ayakkabı' #26892.
[20:10:23	]Melir Erlok ran 'take' on item 'Bilgisayar Monitörü' (#26894)
[20:10:23	]Melir Erlok ran 'take' on item 'Bilgisayar Monitörü' (#26894)
[20:10:24	]C24:i1.UNION-12 used command '/PM YELLO-29 kesme devam et sonra konuşalım'.
[20:10:25	]Melir Erlok ran 'take' on item 'Bilgisayar Monitörü' (#26894)
[20:10:25	]Hoo Lee Fuk banditcamp.com loaded the character 'John Brookly'
[20:10:26	][IC] C24:i5.YELLO-29: <:: Hiç kimseyi mi tanımıyorsun? ::>
[20:10:28	]Melir Erlok ran 'take' on item 'Bilgisayar Monitörü' (#26894)
[20:10:28	]Melir Erlok has gained a 'Bilgisayar Monitörü' #26894.
[20:10:29	]John Brookly entered observer.
[20:10:33	]John Brookly ran SAM command 'asay' with arguments: 'ben bi yemek yiyip gelcem'
[20:10:35	]S10/OMB.HURRICANE-44 used command '/Radio 10-50 Catwalks.'.
[20:10:36	]C24:i1.UNION-12 used command '/Radio 10-19'.
[20:10:40	]Frank Bean used command '/PM elazar sence nekrotik koysakmı 404'e'.
[20:10:43	]George Foreman exited observer at their location.
[20:10:43	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[20:10:45	]George Foreman entered observer.
[20:10:45	]George Foreman has gained a '8rnd 870-şarjörü' #26831.
[20:10:45	]George Foreman has lost a '8rnd 870-şarjörü' #26830.
[20:10:45	]Melir Erlok has transferred a 'Ahşap Çubuk' #26718 to a container with the name 'Large Metal Cabinet' #3359.
[20:10:47	]Melir Erlok has transferred a 'Boş Votka Şişesi' #26893 to a container with the name 'Large Metal Cabinet' #3359.
[20:10:48	]Melir Erlok has transferred a 'Kahverengi tulum pantolonu' #25870 to a container with the name 'Large Metal Cabinet' #3359.
[20:10:51	]C24:i1.UNION-12 used command '/Radio Silah sesi?'.
[20:10:57	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[20:10:58	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[20:11:11	]S10/OMB.HURRICANE-44 is fully healed.
[20:11:17	]George Foreman ran SAM command 'asay' with arguments: 'şuan şehre rebel saldırabiliyormu?'
[20:11:19	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[20:11:22	]Elazar Gül ran SAM command 'asay' with arguments: 'hayır'
[20:11:25	][IC] C24:i5.YELLO-29: <:: Sana şimdi bir sopa dayak atacağım. ::>
[20:11:26	]George Foreman ran SAM command 'asay' with arguments: 'tamam'
[20:11:26	]Elazar Gül used command '/CheckCrime'.
[20:11:30	]Elazar Gül ran SAM command 'asay' with arguments: '/checkcrime'
[20:11:33	][IC] C24:i5.YELLO-29: <:: Ve işlediğin suçu siciline gireceğim. ::>
[20:11:39	][IC] C24:i5.YELLO-29: <:: Söyle. ::>
[20:11:40	]George Foreman used command '/CheckCrime'.
[20:11:41	]S10/OMB.HURRICANE-44 ran SAM command 'asay' with arguments: 'rebelin gücü yok zaten büyük suç işleyemezsin'
[20:11:42	]Frank Bean used command '/CheckPetty'.
[20:11:45	]C24:i1.UNION-12 ran SAM command 'asay' with arguments: 'Enis'
[20:11:50	][IC] C24:i5.YELLO-29: <:: Kes sesini. ::>
[20:11:51	]C24:i1.UNION-12 ran SAM command 'asay' with arguments: 'SK whitelisti neden veriyorsun adama'
[20:11:55	][IC] C24:i5.YELLO-29: <:: Arkanı dön. ::>
[20:11:57	]George Foreman ran SAM command 'asay' with arguments: 'napak'
[20:11:59	]C24:i5.YELLO-29 used command '/ToggleRaise'.
[20:12:03	][IC] C24:i5.YELLO-29: <:: Haha. ::>
[20:12:04	]Elazar Gül ran SAM command 'asay' with arguments: 'osmangazi o'
[20:12:05	][IC] C24:i5.YELLO-29: <:: Pekala. ::>
[20:12:05	]George Foreman has gained a '8rnd 870-şarjörü' #26830.
[20:12:05	]George Foreman has lost a '8rnd 870-şarjörü' #26829.
[20:12:10	]C24:i1.UNION-12 ran SAM command 'asay' with arguments: 'O kim mk'
[20:12:11	]C24:i3.UNION-66 used command '/PM i1 orada ölenler ck mı yiyecek?'.
[20:12:16	]C24:i1.UNION-12 ran SAM command 'asay' with arguments: 'Tanımıyorum osmangazi ben'
[20:12:22	][ME] C24:i5.YELLO-29: elektrikli copunu kaldırıp direk Stanley'in suratına doğru savurur.
[20:12:22	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[20:12:24	]Stanley Davidson was just knocked out due to: hit by stunstick owned by C24:i5.YELLO-29
[20:12:24	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[20:12:25	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[20:12:26	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 2 damage (CritChance was 0.93).
[20:12:26	]Stanley Davidson has taken 2 damage from C24:i5.YELLO-29.
[20:12:27	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 2 damage (CritChance was 0.93).
[20:12:27	]Stanley Davidson has taken 2 damage from C24:i5.YELLO-29.
[20:12:28	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[20:12:30	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 10 damage (CritChance was 0.93).
[20:12:30	]Stanley Davidson has taken 10 damage from C24:i5.YELLO-29.
[20:12:30	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 10 damage (CritChance was 0.93).
[20:12:30	]Stanley Davidson has taken 10 damage from C24:i5.YELLO-29.
[20:12:31	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 10 damage (CritChance was 0.93).
[20:12:31	]Stanley Davidson has taken 10 damage from C24:i5.YELLO-29.
[20:12:32	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 10 damage (CritChance was 0.93).
[20:12:32	]Stanley Davidson has taken 10 damage from C24:i5.YELLO-29.
[20:12:33	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 10 damage (CritChance was 0.93).
[20:12:33	]Stanley Davidson has taken 10 damage from C24:i5.YELLO-29.
[20:12:34	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 10 damage (CritChance was 0.93).
[20:12:34	]Stanley Davidson has taken 10 damage from C24:i5.YELLO-29.
[20:12:34	]C24:i5.YELLO-29 has hit Stanley Davidson in the right leg dealing 10 damage (CritChance was 0.93).
[20:12:34	]Stanley Davidson has taken 10 damage from C24:i5.YELLO-29.
[20:12:35	]Melir Erlok has performed the 'Craft Parçala: Eskimiş Oyuncak Bebek' action, gaining 20 experience in crafting.
[20:12:37	]C24:i5.YELLO-29 has critically hit Stanley Davidson in the right leg dealing 10 damage (CritChance was 0.93).
[20:12:37	]Stanley Davidson has taken 10 damage from C24:i5.YELLO-29.
[20:12:38	]Elazar Gül ran SAM command 'asay' with arguments: 'sen online değilsin diye vermiştim'
[20:12:38	]C24:i1.UNION-12 used command '/PM UNION-66 Evet büyük bir ihtimalle'.
[20:12:40	]NanCi-  なんしい (STEAM_0:1:148411743) has disconnected.
[20:12:43	]Lauv'Abrarc exited observer at their location.
[20:12:44	]Lauv'Abrarc entered observer.
[20:12:45	]Elazar Gül ran SAM command 'asay' with arguments: 'sıkıntı yok main willardda oynuyor'
[20:12:45	]Lauv'Abrarc exited observer at their location.
[20:12:46	]George Foreman exited observer at their location.
[20:12:46	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[20:12:46	]George Foreman entered observer.
[20:12:46	][IC] C24:i1.UNION-12: <:: @ Olum ben adamı almadım ki. ::>
[20:12:48	]Elazar Gül ran SAM command 'asay' with arguments: 'sağlam baya'
[20:12:48	]George Foreman exited observer at their location.
[20:12:50	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[20:12:51	][IC] C24:i1.UNION-12: <:: @ ben adamı almadım ki. ::>
[20:12:53	][IC] C24:i1.UNION-12: <:: False. ::>
[20:12:54	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[20:12:55	]Wonder Of You loaded the character 'Slavus Lavin'
[20:12:56	]Melir Erlok has gained a 'Küçük Çanta' #25893 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'Gri İnşaat Şapkası' #26535 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'CWU PDA' #20319 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'Ahşap Çubuk' #26718 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'Boş Votka Şişesi' #26893 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'CWU Member Access Keycard' #20312 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'Siyah tulum pantolonu' #21036 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'CWU Radio' #20313 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'POS Cihazı' #20835 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'Yayın Cihazı' #20373 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'Kahverengi tulum pantolonu' #25870 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'Talep Cihazı' #20322 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:56	]Melir Erlok has gained a 'Gri İşçi Ceketi' #26528 from a container with the name 'Large Metal Cabinet' #3359.
[20:12:57	]doctor sex loaded the character 'John Freeman'
[20:12:57	]C24:i1.UNION-12 ran SAM command 'asay' with arguments: 'adamı ben almadım ki'
[20:12:57	]Melir Erlok closed the 'Large Metal Cabinet' #3359 container.
[20:12:58	][ME] Stanley Davidson: şahısın yüzünden kanlar akıyordur
[20:13:00	]Slavus Lavin is fully healed.
[20:13:03	]S10/OMB.HURRICANE-44 used command '/Radio 10-7 10-19 10-42'.
[20:13:05	]C24:i1.UNION-12 ran SAM command 'asay' with arguments: 'tamam kalsın'
[20:13:12	][LOOC] C24:i5.YELLO-29: onun için /it kullan
[20:13:12	]Melir Erlok opened the 'Large Metal Cabinet' #3359 container.
[20:13:14	]John Freeman ran 'Use' on item '15 Kredi Kuponu' (#26632)
[20:13:16	]Melir Erlok has transferred a 'Ahşap Çubuk' #26718 to a container with the name 'Large Metal Cabinet' #3359.
[20:13:17	]John Freeman has used a coupon at a ration dispenser, gaining 15 credits.
[20:13:19	][IC] C24:i3.UNION-66: <:: Haha. ::>
[20:13:22	]Melir Erlok ran 'combine' on item 'Cam kırıkları' (#26537)
[20:13:23	][IC] C24:i5.YELLO-29: <:: Nasıl ama. ::>
[20:13:24	][IT] Stanley Davidson: yüzümden kanlar akıyordur
[20:13:26	]Frank Bean used command '/PM elazar eniss'.
[20:13:27	]Melir Erlok ran 'combine' on item 'Bez Paçavralar' (#26078)
[20:13:28	][IC] C24:i3.UNION-66: <:: Bana bak. ::>
[20:13:31	]Lynx has unloaded their "S10/OMB.HURRICANE-44" character.
[20:13:31	][IC] C24:i5.YELLO-29: <:: Geç lan geri duvara. ::>
[20:13:31	]Elazar Gül used command '/Reply efendim'.
[20:13:32	][ME] C24:i3.UNION-66: kafasını tutar
[20:13:32	]Melir Erlok ran 'combine' on item 'Plastik Çöp' (#26626)
[20:13:34	]Slavus Lavin has spawned a face_mask.
[20:13:34	]John Freeman ran SAM command 'asay' with arguments: 'bu reportu kapayammı'
[20:13:36	]Slavus Lavin ran 'take' on item 'Ameliyat maskesi' (#26895)
[20:13:36	]Slavus Lavin has gained a 'Ameliyat maskesi' #26895.
[20:13:36	]Lynx loaded the character 'Harry Gutenberg'
[20:13:38	][IC] C24:i3.UNION-66: <:: Üst plazada. ::>
[20:13:39	]Frank Bean used command '/PM elazar dcden konuscanmı'.
[20:13:43	][IC] C24:i3.UNION-66: <:: Bir cp bayıltığını hatırlıyor musun? ::>
[20:13:45	][IC] C24:i5.YELLO-29: <:: 505. ::>
[20:13:46	]Melir Erlok has gained a 'Dayanıksız Metal Boru' #26605 from a container with the name 'Large Metal Cabinet' #3359.
[20:13:48	]Slavus Lavin ran 'drop' on item 'Otoriter Pantolon' (#11367)
