[01:32:46	]Cheese has connected.
[04:48:36	]Nick Durman has taken 1 damage from point_hurt.
[04:48:36	]Nick Durman has taken 1 damage from entityflame.
[04:48:37	]Nick Durman has taken 1 damage from point_hurt.
[04:48:37	]Nick Durman has taken 1 damage from entityflame.
[04:48:37	]C24.CREMATOR:625 entered observer.
[04:48:37	]Nick Durman has taken 1 damage from entityflame.
[04:48:37	]Nick Durman has taken 1 damage from point_hurt.
[04:48:37	]Nick Durman has taken 1 damage from entityflame.
[04:48:37	]Nick Durman has taken 13 damage from env_fire.
[04:48:37	]Nick Durman has taken 1 damage from entityflame.
[04:48:37	]Nick Durman has taken 1 damage from entityflame.
[04:48:38	]Nick Durman has taken 1 damage from entityflame.
[04:48:38	]Nick Durman has taken 1 damage from entityflame.
[04:48:38	]Nick Durman has taken 1 damage from entityflame.
[04:48:38	]Nick Durman has taken 13 damage from env_fire.
[04:48:38	]Nick Durman has taken 1 damage from entityflame.
[04:48:38	]Nick Durman has taken 1 damage from entityflame.
[04:48:39	]C24.CREMATOR:625 exited observer at their location.
[04:48:39	]Nick Durman has taken 1 damage from entityflame.
[04:48:39	]Nick Durman has taken 1 damage from entityflame.
[04:48:39	]Nick Durman has taken 1 damage from entityflame.
[04:48:39	]Nick Durman has taken 13 damage from env_fire.
[04:48:39	]Nick Durman has taken 1 damage from entityflame.
[04:48:39	]Nick Durman has taken 1 damage from entityflame.
[04:48:40	]Nick Durman has taken 1 damage from entityflame.
[04:48:40	]Nick Durman is fully healed.
[04:48:40	]Nick Durman has taken 1 damage from entityflame.
[04:48:40	]Nick Durman has taken 1 damage from entityflame.
[04:48:40	]Nick Durman has taken 13 damage from env_fire.
[04:48:40	]Nick Durman has taken 1 damage from entityflame.
[04:48:40	]Nick Durman has taken 1 damage from entityflame.
[04:48:41	]Nick Durman has taken 1 damage from entityflame.
[04:48:41	]Nick Durman has taken 1 damage from entityflame.
[04:48:41	]Nick Durman has taken 1 damage from entityflame.
[04:48:41	]Nick Durman has taken 13 damage from env_fire.
[04:48:42	]Nick Durman has taken 13 damage from env_fire.
[04:48:59	]C24.CREMATOR:625 has taken 0 damage from point_hurt.
[04:49:00	]C24.CREMATOR:625 has taken 0 damage from point_hurt.
[04:49:00	]C24.CREMATOR:625 has taken 0 damage from point_hurt.
[04:49:00	]C24.CREMATOR:625 has taken 0 damage from point_hurt.
[04:49:00	]C24.CREMATOR:625 has taken 0 damage from point_hurt.
[04:49:14	]C24.CREMATOR:625 has taken 0 damage from point_hurt.
[04:49:15	]C24.CREMATOR:625 has taken 0 damage from point_hurt.
[04:49:15	]C24.CREMATOR:625 has taken 0 damage from point_hurt.
[04:49:22	]Enistein has unloaded their "C24.CREMATOR:625" character.
[04:49:26	]Enistein (STEAM_0:1:98500861) deleted character 'C24.CREMATOR:625'
[04:49:33	]Enistein loaded the character 'C24:i5.UNION-79'
[04:49:35	]C24:i5.UNION-79 entered observer.
[04:49:41	]C24:i5.UNION-79 exited observer at their location.
[04:49:43	][IC] C24:i5.UNION-79: <:: Haha. ::>
[04:50:50	]Nick Durman has taken 1 damage from Sarah Goodwell.
[04:50:50	]Sarah Goodwell has taken 5 damage from Sarah Goodwell.
[04:50:50	]C24:i5.UNION-79 has taken 4 damage from Sarah Goodwell.
[04:51:09	][IC] C24:i5.UNION-79: <:: Eğil! ::>
[04:51:13	]Glunar has unloaded their "Nick Durman" character.
[04:51:17	]Glunar loaded the character 'Nick Durman'
[04:51:23	]Sarah Goodwell was knocked unconscious and is bleeding out.
[04:51:30	]C24:i5.UNION-79 ran SAM command 'respawn' with arguments: 'sarah'
[04:51:34	]C24:i5.UNION-79 has lost a '17rnd Usp-Şarjörü' #44414.
[04:51:34	]C24:i5.UNION-79 has gained a '17rnd Usp-Şarjörü' #44414.
[04:51:34	]C24:i5.UNION-79 has lost a '17rnd Usp-Şarjörü' #57831.
[04:51:34	]C24:i5.UNION-79 has gained a '17rnd Usp-Şarjörü' #44415.
[04:51:37	]C24:i5.UNION-79 has gained a '17rnd Usp-Şarjörü' #57831.
[04:51:37	]C24:i5.UNION-79 has lost a '17rnd Usp-Şarjörü' #44414.
[04:51:37	]C24:i5.UNION-79 has gained a '17rnd Usp-Şarjörü' #44414.
[04:51:37	]C24:i5.UNION-79 has lost a '17rnd Usp-Şarjörü' #44415.
[04:51:42	]Nick Durman has spawned a 'Entity [5113][cup_shield2]'.
[04:52:00	]Nick Durman has spawned a 'Entity [5142][cup_shield2]'.
[04:52:03	]Nick Durman has spawned a 'Entity [5113][cup_shield2]'.
[04:52:10	]Nick Durman has spawned a 'Entity [5113][cup_shield3]'.
[04:52:36	]Enistein has unloaded their "C24:i5.UNION-79" character.
[04:52:44	]Enistein loaded the character 'Theodore Abernathy'
[04:52:47	]Theodore Abernathy entered observer.
[04:52:53	]Theodore Abernathy exited observer at their location.
[04:53:09	]Theodore Abernathy has fired a toolgun with the name: creator
[04:53:09	]Theodore Abernathy has spawned a 'Weapon [5180][weapon_vj_hlr2_chargebow]'.
[04:53:17	]Glunar has unloaded their "Nick Durman" character.
[04:53:21	]Sarah Goodwell has fired a toolgun with the name: creator
[04:53:21	]Sarah Goodwell has spawned a 'Weapon [5113][tfa_csgo_sonarbomb]'.
[04:53:21	]Sarah Goodwell has taken 21 damage from Theodore Abernathy.
[04:53:21	]Sarah Goodwell has taken 21 damage from Theodore Abernathy.
[04:53:21	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:21	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:21	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:21	]Glunar loaded the character 'Nick Durman'
[04:53:21	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:22	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:22	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:22	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:22	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:22	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:23	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:23	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:23	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:23	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:23	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:24	]Sarah Goodwell has taken 1 damage from entityflame.
[04:53:41	]Theodore Abernathy has fired a toolgun with the name: creator
[04:53:41	]Theodore Abernathy has spawned a 'Weapon [5142][weapon_vj_hlr2_rpg]'.
[04:54:18	]Theodore Abernathy has spawned a 'Vehicle [5174][prop_vehicle_airboat]'.
[04:54:19	]Theodore Abernathy has spawned a 'Vehicle [5178][prop_vehicle_jeep_old]'.
[04:54:23	]Nick Durman has taken 10 damage from prop_vehicle_jeep.
[04:54:27	]Sarah Goodwell has taken 10 damage from prop_vehicle_jeep.
[04:54:38	]Theodore Abernathy has used a context menu option with the name: bodygroups
[04:54:46	]Glunar has unloaded their "Nick Durman" character.
[04:54:50	]Glunar loaded the character 'Nick Durman'
[04:55:05	]Theodore Abernathy entered observer.
[04:55:05	]Theodore Abernathy exited observer at their location.
[04:55:26	]Sarah Goodwell was knocked unconscious and is bleeding out.
[04:55:26	]Nick Durman was knocked unconscious and is bleeding out.
[04:55:34	]Theodore Abernathy ran SAM command 'respawn' with arguments: 'nick'
[04:55:36	][IC] Sarah Goodwell: FRANK WISDOM.
[04:55:45	]Theodore Abernathy has used a context menu option with the name: collision_off
[04:55:48	]Theodore Abernathy ran SAM command 'respawn' with arguments: 'sarah'
[04:56:16	]Theodore Abernathy has used a context menu option with the name: rb655_dissolve
[04:56:26	]Nick Durman entered observer.
[04:56:32	]Theodore Abernathy used command '/ActSit 2'.
[04:56:33	]Nick Durman exited observer at their location.
[04:56:38	]Sarah Goodwell entered observer.
[04:56:39	]Theodore Abernathy used command '/ActLean 2'.
[04:56:40	]Nick Durman entered observer.
[04:56:41	][Y] Theodore Abernathy: Evet!
[04:56:41	]Nick Durman exited observer at their location.
[04:56:41	]Sarah Goodwell exited observer at their location.
[04:56:43	]Nick Durman entered observer.
[04:56:44	]Nick Durman exited observer at their location.
[04:56:44	]Theodore Abernathy used command '/ExitAct'.
[04:56:53	]Nick Durman entered observer.
[04:56:54	]Nick Durman exited observer at their location.
[04:56:54	]Nick Durman entered observer.
[04:56:57	]Nick Durman exited observer at their location.
[04:56:57	]Theodore Abernathy has spawned a musicradio2.
[04:56:57	]Nick Durman entered observer.
[04:56:58	]Nick Durman exited observer at their location.
[04:56:59	]Nick Durman entered observer.
[04:57:00	]Theodore Abernathy ran 'Deploy' on item 'Vintage Radio' (#69509)
[04:57:02	]Nick Durman exited observer at their location.
[04:57:12	]Theodore Abernathy used command '/ActSit 2'.
[04:57:29	][ME] Nick Durman: :)
[04:57:36	]Theodore Abernathy used command '/ExitAct'.
[04:57:56	]Nick Durman used command '/ActSitWall'.
[04:58:02	]Nick Durman used command '/ActSitWall'.
[04:58:09	]Nick Durman used command '/ActSitWall'.
[04:58:13	]Nick Durman used command '/ActSitWall'.
[04:58:26	]Theodore Abernathy used command '/ActLean 2'.
[04:58:48	][IC] Nick Durman: Konuşuyorum zenci.
[04:58:51	][IC] Nick Durman: Combine...
[04:58:55	][IC] Nick Durman: Combine'dan nefret ederim...
[04:59:03	][ME] Theodore Abernathy: combineden nefret eder
[04:59:33	][IT] Nick Durman: Wants revenge one day.
[04:59:46	][IT] Theodore Abernathy: allahın olmadığı belli olmaktadır
[05:00:17	][ME] Nick Durman: wants revenge one day and it is extremely obvious.
[05:00:30	]Sarah Goodwell has spawned 'models/alyx.mdl'.
[05:00:32	]Sarah Goodwell has spawned 'models/alyx.mdl'.
[05:00:35	][ME] Nick Durman:  wonders if Combine Advisors are genderfluid while listening to tunes.
[05:00:36	][ME] Theodore Abernathy: reads the person next to his mind
[05:00:37	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:38	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:39	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:41	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:42	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:42	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:43	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:44	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:46	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:00:49	]Sarah Goodwell has spawned 'models/Lamarr.mdl'.
[05:01:01	][ME] Nick Durman: receives power from the tunes, gaining more desire towards revenge.
[05:01:08	]Theodore Abernathy used command '/ExitAct'.
[05:01:08	]Theodore Abernathy entered observer.
[05:01:09	]Theodore Abernathy exited observer at their location.
[05:01:10	]Nick Durman used command '/ExitAct'.
[05:01:39	][ME] Theodore Abernathy: crouches and starts fucking the headcrab so hard
[05:01:49	][IT] Nick Durman: Permission for ERP?
[05:01:54	][IT] Theodore Abernathy: permission given.
[05:01:59	][ME] Nick Durman: thinks about headcrabs.
[05:02:06	]Nick Durman has used a context menu option with the name: ignite
[05:02:07	]Nick Durman has used a context menu option with the name: extinguish
[05:02:13	]Nick Durman has fired a toolgun with the name: remover
[05:02:13	]Nick Durman has fired a toolgun with the name: remover
[05:02:13	]Nick Durman has fired a toolgun with the name: remover
[05:02:13	]Nick Durman has fired a toolgun with the name: remover
[05:02:14	]Nick Durman has fired a toolgun with the name: remover
[05:02:14	]Nick Durman has fired a toolgun with the name: remover
[05:02:14	]Nick Durman has fired a toolgun with the name: remover
[05:02:14	]Nick Durman has fired a toolgun with the name: remover
[05:02:15	]Nick Durman has fired a toolgun with the name: remover
[05:02:23	]Sarah Goodwell entered observer.
[05:02:24	]Theodore Abernathy has used a context menu option with the name: rb655_dissolve
[05:02:27	]Nick Durman entered observer.
[05:02:28	]Sarah Goodwell exited observer at their location.
[05:02:28	]Sarah Goodwell has taken 3 damage from worldspawn.
[05:02:28	]Nick Durman exited observer at their location.
[05:02:33	]Sarah Goodwell entered observer.
[05:02:34	]Sarah Goodwell exited observer at their location.
[05:02:34	]Sarah Goodwell was knocked unconscious and is bleeding out.
[05:02:49	][IC] Sarah Goodwell: Artık ölümüşüm.
[05:02:50	]Nick Durman has spawned a 'Entity [5170][npc_zombie_slump_attack]'.
[05:02:56	]Nick Durman has spawned a 'Entity [5170][npc_zombie_slump]'.
[05:02:58	][ME] Theodore Abernathy: remembers that he has necrophilia
[05:03:05	]Sarah Goodwell used command '/CharGetUp'.
[05:03:10	][IC] Sarah Goodwell: Olamaz ya.
[05:03:30	][ME] Nick Durman: begins to pray.
[05:03:31	][IC] Sarah Goodwell: Yapmayın hala erkeğim.
[05:03:43	][ME] Theodore Abernathy: apparently he's gay
[05:04:06	]Sarah Goodwell has dropped: Sivil Tulum (#69485); Gri tulum pantolonu (#69486); Kahverengi Deri Çizme (#69487); Açık Gri Kol Bandı (#69483);
[05:04:06	]Sarah Goodwell was just killed due to: accepting their death
[05:04:11	]Theodore Abernathy opened the 'Dropped Items' #6704 container.
[05:04:14	]Theodore Abernathy closed the 'Dropped Items' #6704 container.
[05:04:16	]Sarah Goodwell entered observer.
[05:04:21	]Sarah Goodwell exited observer at their location.
[05:04:21	]Sarah Goodwell was knocked unconscious and is bleeding out.
[05:04:34	]Theodore Abernathy ran SAM command 'respawn' with arguments: 'sarah'
[05:04:35	]Theodore Abernathy entered observer.
[05:04:36	]Theodore Abernathy exited observer at their location.
[05:04:36	]Theodore Abernathy used command '/ActStand 3'.
[05:04:37	]Theodore Abernathy entered observer.
[05:04:38	]Theodore Abernathy exited observer at their location.
[05:04:38	]Theodore Abernathy used command '/CharFallOver 0.1'.
[05:04:38	]Sarah Goodwell is fully healed.
[05:04:43	]Theodore Abernathy used command '/CharFallOver 0.1'.
[05:04:48	]Sarah Goodwell used command '/ActInjured'.
[05:04:49	]Theodore Abernathy used command '/CharFallOver 0.1'.
[05:05:00	][IC] Theodore Abernathy: Mm.
[05:05:01	]Sarah Goodwell used command '/ActDown'.
[05:05:03	]Sarah Goodwell used command '/ExitAct'.
[05:05:06	]Sarah Goodwell used command '/ActDown'.
[05:05:07	]Sarah Goodwell used command '/ExitAct'.
[05:05:08	]Nick Durman used command '/ActArrest'.
[05:05:11	]Nick Durman used command '/ExitAct'.
[05:05:12	]Nick Durman used command '/ActArrest'.
[05:05:13	][ME] Nick Durman: begins to pray.
[05:05:15	]Nick Durman used command '/ActArrest'.
[05:05:16	]Sarah Goodwell used command '/ActArrest'.
[05:05:17	]Nick Durman used command '/ExitAct'.
[05:05:23	]Nick Durman used command '/ActArrest'.
[05:05:24	][ME] Nick Durman: begins to pray.
[05:05:27	]Nick Durman used command '/ActArrest'.
[05:05:27	]Nick Durman used command '/ExitAct'.
[05:05:31	]Nick Durman used command '/ActArrest'.
[05:05:32	][IC] Theodore Abernathy: Eşhedüennailaheillallah.
[05:05:32	]Nick Durman used command '/ExitAct'.
[05:05:35	][ME] Nick Durman: begins to pray.
[05:05:35	]Sarah Goodwell used command '/ExitAct'.
[05:05:36	]Nick Durman used command '/ActArrest'.
[05:05:37	]Nick Durman used command '/ExitAct'.
[05:05:40	]Nick Durman used command '/ActArrest'.
[05:05:41	]Nick Durman used command '/ExitAct'.
[05:05:43	]Nick Durman used command '/ActArrest'.
[05:05:43	]Nick Durman used command '/ExitAct'.
[05:05:44	]Nick Durman used command '/ActArrest'.
[05:05:45	]Nick Durman used command '/ExitAct'.
[05:05:46	]Nick Durman used command '/ActArrest'.
[05:05:47	]Nick Durman used command '/ExitAct'.
[05:05:47	]Nick Durman used command '/ActArrest'.
[05:05:48	]Nick Durman used command '/ExitAct'.
[05:05:49	]Nick Durman used command '/ActArrest'.
[05:05:50	]Theodore Abernathy used command '/CharFallOver 0.1'.
[05:05:50	]Nick Durman used command '/ExitAct'.
[05:05:51	]Nick Durman used command '/ActArrest'.
[05:05:52	]Nick Durman used command '/ExitAct'.
[05:05:52	]Nick Durman used command '/ActArrest'.
[05:05:53	]Nick Durman used command '/ExitAct'.
[05:05:55	]Theodore Abernathy entered observer.
[05:05:57	]Theodore Abernathy exited observer at their location.
[05:05:57	]Theodore Abernathy used command '/CharFallOver 0.1'.
[05:05:57	]Theodore Abernathy was knocked unconscious and is bleeding out.
[05:06:07	]Theodore Abernathy was killed while bleeding out.
[05:06:07	]worldspawn has killed Theodore Abernathy.
[05:06:07	]Theodore Abernathy has dropped: Gri Tulum (#69275); 1x Plastik Levhalar (#68459); Açık Gri Kol Bandı (#69273); 1x Ahşap Tahta (#69306); 1x Elektronik devreler (#69307); 1x Çivi Kutusu (#69308); Koyu Deri Çizme (#69277); El Feneri (#69316); Tarihi Geçmiş Yapay Macun (#69279); 2x Bez Paçavralar (#69304); Mavi tulum pantolonu (#69276); 1x Ahşap Çubuk (#69298); 1x Plastik Levhalar (#69300); 1x Kömür (#69301);
[05:06:10	]Theodore Abernathy entered observer.
[05:06:13	]Theodore Abernathy exited observer at their location.
[05:06:14	]Nick Durman opened the 'Dropped Items' #6705 container.
[05:06:15	]Theodore Abernathy opened the 'Dropped Items' #6705 container.
[05:06:17	]Theodore Abernathy has gained a 'Koyu Deri Çizme' #69277 from a container with the name 'Dropped Items' #6705.
[05:06:17	]Theodore Abernathy has gained a 'Mavi tulum pantolonu' #69276 from a container with the name 'Dropped Items' #6705.
[05:06:17	]Theodore Abernathy has gained a 'Gri Tulum' #69275 from a container with the name 'Dropped Items' #6705.
[05:06:18	]Theodore Abernathy has gained a 'Bez Paçavralar' #69304 from a container with the name 'Dropped Items' #6705.
[05:06:18	]Theodore Abernathy has gained a 'Plastik Levhalar' #68459 from a container with the name 'Dropped Items' #6705.
[05:06:18	]Theodore Abernathy has gained a 'Açık Gri Kol Bandı' #69273 from a container with the name 'Dropped Items' #6705.
[05:06:19	]Theodore Abernathy has gained a 'El Feneri' #69316 from a container with the name 'Dropped Items' #6705.
[05:06:19	]Nick Durman closed the 'Dropped Items' #6705 container.
[05:06:19	]Theodore Abernathy has gained a 'Tarihi Geçmiş Yapay Macun' #69279 from a container with the name 'Dropped Items' #6705.
[05:06:19	]Theodore Abernathy has gained a 'Ahşap Çubuk' #69298 from a container with the name 'Dropped Items' #6705.
[05:06:19	]Theodore Abernathy has gained a 'Ahşap Tahta' #69306 from a container with the name 'Dropped Items' #6705.
[05:06:20	]Theodore Abernathy has gained a 'Elektronik devreler' #69307 from a container with the name 'Dropped Items' #6705.
[05:06:20	]Theodore Abernathy has gained a 'Plastik Levhalar' #69300 from a container with the name 'Dropped Items' #6705.
[05:06:20	]Theodore Abernathy has gained a 'Kömür' #69301 from a container with the name 'Dropped Items' #6705.
[05:06:20	]Theodore Abernathy has gained a 'Çivi Kutusu' #69308 from a container with the name 'Dropped Items' #6705.
[05:06:21	]Nick Durman closed the 'Dropped Items' #6705 container.
[05:06:30	]Theodore Abernathy ran 'Equip' on item 'Açık Gri Kol Bandı' (#69273)
[05:06:33	]Theodore Abernathy used command '/CharFallOver 0.1'.
[05:06:36	]Theodore Abernathy used command '/CharFallOver 0.1'.
[05:06:39	]Theodore Abernathy used command '/CharFallOver 0.1'.
[05:06:42	]Theodore Abernathy used command '/CharGetUp'.
[05:06:42	]Nick Durman ran 'Equip' on item 'Açık Gri Kol Bandı' (#69447)
[05:06:43	]Nick Durman ran 'EquipUn' on item 'Açık Gri Kol Bandı' (#69447)
[05:06:50	]Nick Durman has spawned a 'Entity [5180][ix_computer]'.
[05:06:53	]Nick Durman has spawned a 'Entity [5180][ix_computer]'.
[05:07:52	]Nick Durman has spawned a 'Entity [5113][ix_console]'.
[05:07:56	]Nick Durman has spawned a 'Entity [5113][ix_crackedprinter]'.
[05:07:58	]Nick Durman has spawned a 'Entity [5148][ix_sandbag]'.
[05:08:03	]Nick Durman has spawned a 'Entity [5113][ix_shop_sign]'.
[05:08:15	]Nick Durman has used a context menu option with the name: skin
[05:08:16	]Nick Durman has used a context menu option with the name: skin
[05:08:19	]Nick Durman has used a context menu option with the name: rb655_make_animatable
[05:08:22	]Nick Durman has enabled persistence for 'models/sleepjie/opensign2.mdl'.
[05:08:22	]Nick Durman has used a context menu option with the name: persist
[05:08:23	]Nick Durman has disabled persistence for 'models/sleepjie/opensign2.mdl'.
[05:08:23	]Nick Durman has used a context menu option with the name: persist_end
[05:08:25	]Nick Durman has used a context menu option with the name: rb655_dissolve
[05:08:26	]Nick Durman has used a context menu option with the name: remove
[05:08:28	]Nick Durman has spawned a 'Entity [5163][ix_shop_sign]'.
[05:08:39	]Theodore Abernathy has spawned 'models/jq/hlvr/props/xenpack/xen_tendril_03.mdl'.
[05:08:42	]Theodore Abernathy has spawned 'models/jq/hlvr/props/infestation/dead_body/xen_dead_body.mdl'.
[05:08:44	]Nick Durman has spawned a 'Entity [5163][ix_watercache]'.
[05:08:49	]Nick Durman has spawned a 'Entity [5193][ix_xencrystal]'.
[05:09:04	]Sarah Goodwell entered observer.
[05:09:04	]Sarah Goodwell exited observer at their location.
[05:09:07	]Nick Durman has spawned a 'Entity [5193][ix_pickupcache]'.
[05:09:16	]Nick Durman has spawned a 'Entity [5163][ix_combinemonitor_tv]'.
[05:09:18	]Nick Durman has spawned a 'Entity [5187][ix_combinemonitor_small]'.
[05:09:19	]Nick Durman has spawned a 'Entity [5163][ix_combinemonitor_small]'.
[05:09:38	]Glunar (STEAM_0:1:173730794) has disconnected.
[05:09:53	]Theodore Abernathy entered observer.
[05:09:53	]Theodore Abernathy exited observer at their location.
[05:09:54	]Theodore Abernathy entered observer.
[05:09:57	]Theodore Abernathy exited observer at their location.
[05:10:05	]Theodore Abernathy has disabled persistence for 'models/humans/corpse1.mdl'.
[05:10:05	]Theodore Abernathy has used a context menu option with the name: persist_end
[05:10:06	]Theodore Abernathy has used a context menu option with the name: remove
[05:10:33	]Theodore Abernathy used command '/LinkShopTerminal D-06'.
[05:10:46	]Theodore Abernathy entered observer.
[05:10:46	]Theodore Abernathy exited observer at their location.
[05:10:48	]Theodore Abernathy entered observer.
[05:10:50	]Theodore Abernathy exited observer at their location.
[05:11:28	]Theodore Abernathy has spawned 'models/jq/hlvr/props/xenpack/xen_pod_structure001.mdl'.
[05:12:31	]Enistein (STEAM_0:1:98500861) has disconnected.
[05:14:53	]Sarah Goodwell has gone afk.
[05:27:36	]Cheese (STEAM_0:0:54092302) has disconnected.
[13:50:58	][HOUSING] 04843 did not make an automatic payment, checking non-auto-payments before removing from housing ID: 32.
[13:50:58	][HOUSING] 63695 did not make an automatic payment, checking non-auto-payments before removing from housing ID: 32.
[14:10:58	][HOUSING] 33575 did not make an automatic payment, checking non-auto-payments before removing from housing ID: 43.
