[12:32:58	]bquits has connected.
[14:11:19	]Simon Wens has gained a 'Elma' #67388.
[14:11:22	]Simon Wens ran 'take' on item 'Elma' (#67387)
[14:11:22	]Simon Wens has gained a 'Elma' #67387.
[14:11:25	]Simon Wens ran 'take' on item 'Elma' (#67386)
[14:11:25	]Simon Wens has gained a 'Elma' #67386.
[14:11:28	]Simon Wens ran 'take' on item 'Elma' (#67389)
[14:11:30	]Simon Wens ran 'take' on item 'Elma' (#67389)
[14:11:39	]bquits has added area "I24 - Arka Sokak Bağlayıcısı".
[14:11:40	]Simon Wens has transferred a 'Elma' #67385 to a container with the name 'Vending Machine' #6448.
[14:11:42	]Simon Wens has transferred a 'Elma' #67386 to a container with the name 'Vending Machine' #6448.
[14:11:43	]Simon Wens has transferred a 'Elma' #67387 to a container with the name 'Vending Machine' #6448.
[14:11:44	]Simon Wens has transferred a 'Elma' #67391 to a container with the name 'Vending Machine' #6448.
[14:11:45	]Simon Wens has transferred a 'Elma' #67392 to a container with the name 'Vending Machine' #6448.
[14:11:47	]Simon Wens has transferred a 'Elma' #67388 to a container with the name 'Vending Machine' #6448.
[14:11:55	]Simon Wens has transferred a 'Elma' #67390 to a container with the name 'Vending Machine' #6448.
[14:11:59	]Simon Wens ran 'take' on item 'Elma' (#67389)
[14:11:59	]Simon Wens has gained a 'Elma' #67389.
[14:12:04	]bquits has added area "I24 - Arka Sokak Bağlayıcısı #2".
[14:12:06	]Simon Wens has transferred a 'Elma' #67389 to a container with the name 'Vending Machine' #6448.
[14:12:12	]Simon Wens ran 'Open' on item 'Rasyon' (#67233)
[14:12:12	]Simon Wens has gained a 'Yapay Macun' #67393.
[14:12:12	]Simon Wens has gained a 'Breen'in Suyu' #67394.
[14:12:12	]Simon Wens has gained a '15 Kredi Kuponu' #67395.
[14:12:31	]bquits has added area "I24 - Arka Sokak".
[14:12:35	]bquits used command '/AreaEdit'.
[14:12:38	]bquits has removed area "I24 - Arka Sokak Bağlayıcısı".
[14:12:40	]bquits has removed area "I24 - Arka Sokak Bağlayıcısı #2".
[14:12:46	]Simon Wens has spawned a fruit_banana.
[14:12:46	]Simon Wens has spawned a fruit_banana.
[14:12:47	]Simon Wens has spawned a fruit_banana.
[14:12:47	]Simon Wens has spawned a fruit_banana.
[14:12:47	]Simon Wens has spawned a fruit_banana.
[14:12:47	]Simon Wens has spawned a fruit_banana.
[14:12:47	]Simon Wens has spawned a fruit_banana.
[14:12:47	]Simon Wens has spawned a fruit_banana.
[14:12:48	]Simon Wens has spawned a fruit_banana.
[14:12:48	]Simon Wens has spawned a fruit_banana.
[14:12:48	]Simon Wens has spawned a fruit_banana.
[14:12:50	]Simon Wens ran 'take' on item 'Muz' (#67406)
[14:12:50	]Simon Wens has gained a 'Muz' #67406.
[14:12:52	]Simon Wens ran 'take' on item 'Muz' (#67396)
[14:12:52	]Simon Wens has gained a 'Muz' #67396.
[14:12:52	]bquits has added area "I24 - Arka Sokak Bağlayıcısı".
[14:12:53	]Simon Wens ran 'take' on item 'Muz' (#67400)
[14:12:53	]Simon Wens has gained a 'Muz' #67400.
[14:12:54	]Simon Wens ran 'take' on item 'Muz' (#67403)
[14:12:55	]Simon Wens has gained a 'Muz' #67403.
[14:12:56	]Simon Wens ran 'take' on item 'Muz' (#67398)
[14:12:56	]Simon Wens has gained a 'Muz' #67398.
[14:12:57	]Simon Wens ran 'take' on item 'Muz' (#67404)
[14:12:57	]Simon Wens has gained a 'Muz' #67404.
[14:12:58	]Simon Wens ran 'take' on item 'Muz' (#67401)
[14:13:00	]Simon Wens ran 'take' on item 'Muz' (#67405)
[14:13:14	]bquits has added area "I24 - Yıkılmış Otel Bahçesi".
[14:13:17	]Simon Wens has transferred a 'Muz' #67404 to a container with the name 'Vending Machine' #6448.
[14:13:18	]Simon Wens has transferred a 'Muz' #67400 to a container with the name 'Vending Machine' #6448.
[14:13:20	]Simon Wens has transferred a 'Muz' #67398 to a container with the name 'Vending Machine' #6448.
[14:13:21	]Simon Wens has transferred a 'Muz' #67403 to a container with the name 'Vending Machine' #6448.
[14:13:22	]Simon Wens has transferred a 'Muz' #67396 to a container with the name 'Vending Machine' #6448.
[14:13:23	]Simon Wens has transferred a 'Muz' #67406 to a container with the name 'Vending Machine' #6448.
[14:13:25	]bquits has spawned 'models/props/de_tides/patio_chair2.mdl'.
[14:13:29	]bquits has spawned a usable entity class 'ix_chair' with model 'models/props/de_tides/patio_chair2.mdl'.
[14:13:29	]bquits has used a context menu option with the name: ixusableentitycreate
[14:13:31	]bquits has spawned 'models/props/de_tides/patio_table2.mdl'.
[14:13:39	]bquits has spawned 'models/trees/pi_tree5.mdl'.
[14:13:43	]bquits has enabled persistence for 'models/trees/pi_tree5.mdl'.
[14:13:43	]bquits has used a context menu option with the name: persist
[14:13:46	]bquits has spawned 'models/trees/pi_tree3.mdl'.
[14:13:53	]bquits has enabled persistence for 'models/trees/pi_tree3.mdl'.
[14:13:53	]bquits has used a context menu option with the name: persist
[14:13:55	]bquits used command '/AreaEdit'.
[14:13:58	]Simon Wens ran 'take' on item 'Muz' (#67405)
[14:13:58	]Simon Wens has gained a 'Muz' #67405.
[14:13:59	]Simon Wens ran 'take' on item 'Muz' (#67402)
[14:13:59	]Simon Wens has gained a 'Muz' #67402.
[14:14:01	]Simon Wens ran 'take' on item 'Muz' (#67401)
[14:14:01	]Simon Wens has gained a 'Muz' #67401.
[14:14:03	]Simon Wens ran 'take' on item 'Muz' (#67399)
[14:14:03	]Simon Wens has gained a 'Muz' #67399.
[14:14:04	]Simon Wens ran 'take' on item 'Muz' (#67397)
[14:14:04	]Simon Wens has gained a 'Muz' #67397.
[14:14:09	]bquits has spawned 'models/props/de_piranesi/pi_sundial.mdl'.
[14:14:10	]Simon Wens has transferred a 'Muz' #67401 to a container with the name 'Vending Machine' #6448.
[14:14:11	]bquits has spawned 'models/props/de_piranesi/pi_bench.mdl'.
[14:14:11	]Simon Wens has transferred a 'Muz' #67402 to a container with the name 'Vending Machine' #6448.
[14:14:13	]Simon Wens has transferred a 'Muz' #67405 to a container with the name 'Vending Machine' #6448.
[14:14:14	]Simon Wens has transferred a 'Muz' #67397 to a container with the name 'Vending Machine' #6448.
[14:14:16	]Simon Wens ran 'Consume' on item 'Muz' (#67399)
[14:14:17	]bquits has enabled persistence for 'models/props/de_piranesi/pi_bench.mdl'.
[14:14:17	]bquits has used a context menu option with the name: persist
[14:14:19	]bquits has spawned 'models/props_interiors/table_picnic.mdl'.
[14:14:24	]bquits has enabled persistence for 'models/props_interiors/table_picnic.mdl'.
[14:14:24	]bquits has used a context menu option with the name: persist
[14:14:26	]bquits has used a context menu option with the name: remove
[14:14:27	]bquits has spawned 'models/props_downtown/sign_donotenter.mdl'.
[14:14:34	]bquits has spawned 'models/props_downtown/sign_donotenter.mdl'.
[14:14:39	]bquits has enabled persistence for 'models/props_downtown/sign_donotenter.mdl'.
[14:14:39	]bquits has used a context menu option with the name: persist
[14:14:48	]bquits has spawned 'models/Highrise/cubicle_monitor_01.mdl'.
[14:14:58	]bquits has spawned 'models/U4Lab/chair_office_a.mdl'.
[14:15:00	]Simon Wens entered observer.
[14:15:04	]bquits has enabled persistence for 'models/u4lab/chair_office_a.mdl'.
[14:15:04	]bquits has used a context menu option with the name: persist
[14:15:12	]bquits has spawned 'models/env/furniture/pool_recliner/pool_recliner.mdl'.
[14:15:12	]Simon Wens has used a context menu option with the name: ixpropviewowner
[14:15:13	]bquits has spawned 'models/props/de_tides/patio_table2.mdl'.
[14:15:27	]bquits has fired a toolgun with the name: remover
[14:15:27	]bquits has fired a toolgun with the name: remover
[14:15:27	]bquits has fired a toolgun with the name: remover
[14:15:27	]bquits has fired a toolgun with the name: remover
[14:15:27	]bquits has fired a toolgun with the name: remover
[14:15:28	]bquits has fired a toolgun with the name: remover
[14:15:28	]bquits has fired a toolgun with the name: remover
[14:15:28	]Simon Wens exited observer at their location.
[14:15:28	]bquits has fired a toolgun with the name: remover
[14:15:28	]bquits has fired a toolgun with the name: remover
[14:15:28	]Simon Wens entered observer.
[14:15:28	]bquits has fired a toolgun with the name: remover
[14:15:29	]bquits has fired a toolgun with the name: remover
[14:15:29	]bquits has fired a toolgun with the name: remover
[14:15:29	]bquits has fired a toolgun with the name: remover
[14:15:29	]Simon Wens exited observer at their location.
[14:15:29	]bquits has fired a toolgun with the name: remover
[14:15:29	]bquits has fired a toolgun with the name: remover
[14:15:30	]bquits has fired a toolgun with the name: remover
[14:15:30	]Simon Wens entered observer.
[14:15:30	]bquits has fired a toolgun with the name: remover
[14:15:30	]Simon Wens exited observer at their location.
[14:15:30	]bquits has fired a toolgun with the name: remover
[14:15:31	]Simon Wens entered observer.
[14:15:31	]bquits has fired a toolgun with the name: remover
[14:15:31	]Simon Wens exited observer at their location.
[14:15:31	]bquits has fired a toolgun with the name: remover
[14:15:31	]bquits has fired a toolgun with the name: remover
[14:15:31	]Simon Wens entered observer.
[14:15:31	]bquits has fired a toolgun with the name: remover
[14:15:31	]bquits has fired a toolgun with the name: remover
[14:15:31	]Simon Wens exited observer at their location.
[14:15:31	]bquits has fired a toolgun with the name: remover
[14:15:32	]bquits has fired a toolgun with the name: remover
[14:15:32	]bquits has fired a toolgun with the name: remover
[14:15:32	]bquits has fired a toolgun with the name: remover
[14:15:32	]bquits has fired a toolgun with the name: remover
[14:15:32	]bquits has fired a toolgun with the name: remover
[14:15:33	]bquits has fired a toolgun with the name: remover
[14:15:33	]bquits has fired a toolgun with the name: remover
[14:15:33	]Simon Wens entered observer.
[14:15:33	]bquits has fired a toolgun with the name: remover
[14:15:33	]Simon Wens exited observer at their location.
[14:15:33	]bquits has fired a toolgun with the name: remover
[14:15:33	]Simon Wens entered observer.
[14:15:33	]bquits has fired a toolgun with the name: remover
[14:15:34	]Simon Wens exited observer at their location.
[14:15:34	]bquits has fired a toolgun with the name: remover
[14:15:34	]bquits has fired a toolgun with the name: remover
[14:15:34	]bquits has fired a toolgun with the name: remover
[14:15:34	]bquits has fired a toolgun with the name: remover
[14:15:34	]bquits has fired a toolgun with the name: remover
[14:15:34	]bquits has fired a toolgun with the name: remover
[14:15:35	]Simon Wens entered observer.
[14:15:35	]bquits has fired a toolgun with the name: remover
[14:15:35	]bquits has fired a toolgun with the name: remover
[14:15:35	]Simon Wens exited observer at their location.
[14:15:35	]bquits has fired a toolgun with the name: remover
[14:15:35	]bquits has fired a toolgun with the name: remover
[14:15:35	]bquits has fired a toolgun with the name: remover
[14:15:36	]bquits has fired a toolgun with the name: remover
[14:15:36	]bquits has fired a toolgun with the name: remover
[14:15:36	]bquits has fired a toolgun with the name: remover
[14:15:36	]bquits has fired a toolgun with the name: remover
[14:15:36	]bquits has fired a toolgun with the name: remover
[14:15:36	]Simon Wens entered observer.
[14:15:37	]bquits has fired a toolgun with the name: remover
[14:15:37	]bquits has fired a toolgun with the name: remover
[14:15:37	]bquits has fired a toolgun with the name: remover
[14:15:37	]bquits has fired a toolgun with the name: remover
[14:15:37	]bquits has fired a toolgun with the name: remover
[14:15:39	]Simon Wens exited observer at their location.
[14:15:40	]Simon Wens entered observer.
[14:15:57	]bquits exited observer at their location.
[14:16:01	]bquits entered observer.
[14:16:04	]bquits exited observer at their location.
[14:16:15	]bquits entered observer.
[14:16:17	]bquits has fired a toolgun with the name: creator
[14:16:17	]bquits has spawned a 'Entity [1897][ix_advancedcontainer]'.
[14:16:24	]bquits exited observer at their location.
[14:16:25	]bquits entered observer.
[14:16:27	]bquits has fired a toolgun with the name: creator
[14:16:27	]bquits has spawned a 'Entity [1898][ix_advancedcontainer]'.
[14:16:29	]bquits exited observer at their location.
[14:16:30	]bquits entered observer.
[14:16:35	]bquits exited observer at their location.
[14:16:37	]bquits entered observer.
[14:16:42	]Simon Wens exited observer at their location.
[14:16:43	]Simon Wens entered observer.
[14:16:43	]Simon Wens exited observer at their location.
[14:16:43	]bquits exited observer at their location.
[14:16:44	]bquits has fired a toolgun with the name: creator
[14:16:44	]bquits has spawned a 'Entity [1900][ix_advancedcontainer]'.
[14:16:45	]Simon Wens has spawned a fruit_orange.
[14:16:45	]Simon Wens has spawned a fruit_orange.
[14:16:45	]Simon Wens has spawned a fruit_orange.
[14:16:45	]Simon Wens has spawned a fruit_orange.
[14:16:45	]Simon Wens has spawned a fruit_orange.
[14:16:46	]Simon Wens has spawned a fruit_orange.
[14:16:46	]Simon Wens has spawned a fruit_orange.
[14:16:46	]Simon Wens has spawned a fruit_orange.
[14:16:46	]bquits entered observer.
[14:16:48	]Simon Wens ran 'take' on item 'Portakal' (#67412)
[14:16:48	]Simon Wens has gained a 'Portakal' #67412.
[14:16:49	]bquits has fired a toolgun with the name: creator
[14:16:49	]bquits has spawned a 'Entity [1920][ix_advancedcontainer]'.
[14:16:49	]Simon Wens ran 'take' on item 'Portakal' (#67407)
[14:16:49	]Simon Wens has gained a 'Portakal' #67407.
[14:16:51	]Simon Wens ran 'take' on item 'Portakal' (#67413)
[14:16:51	]Simon Wens has gained a 'Portakal' #67413.
[14:16:52	]Simon Wens ran 'take' on item 'Portakal' (#67408)
[14:16:52	]Simon Wens has gained a 'Portakal' #67408.
[14:16:55	]Simon Wens ran 'take' on item 'Portakal' (#67411)
[14:16:55	]Simon Wens has gained a 'Portakal' #67411.
[14:16:56	]Simon Wens ran 'take' on item 'Portakal' (#67414)
[14:16:56	]Simon Wens has gained a 'Portakal' #67414.
[14:16:59	]bquits exited observer at their location.
[14:16:59	]Simon Wens ran 'take' on item 'Portakal' (#67409)
[14:17:00	]Simon Wens ran 'take' on item 'Portakal' (#67409)
[14:17:12	]Simon Wens has transferred a 'Portakal' #67413 to a container with the name 'Vending Machine' #6448.
[14:17:15	]Simon Wens has transferred a 'Portakal' #67414 to a container with the name 'Vending Machine' #6448.
[14:17:17	]bquits has spawned 'models/props_interiors/Furniture_Couch01a.mdl'.
[14:17:18	]Simon Wens has transferred a 'Portakal' #67411 to a container with the name 'Vending Machine' #6448.
[14:17:19	]Simon Wens has transferred a 'Portakal' #67407 to a container with the name 'Vending Machine' #6448.
[14:17:20	]bquits has spawned a usable entity class 'ix_couch' with model 'models/props_interiors/furniture_couch01a.mdl'.
[14:17:20	]bquits has used a context menu option with the name: ixusableentitycreate
[14:17:22	]Simon Wens ran 'Consume' on item 'Breen'in Suyu' (#67394)
[14:17:22	]Simon Wens has gained a 'Boş Breen'in Suyu' #67415.
[14:17:27	]Simon Wens has transferred a 'Portakal' #67408 to a container with the name 'Vending Machine' #6448.
[14:17:29	]Simon Wens has transferred a 'Portakal' #67412 to a container with the name 'Vending Machine' #6448.
[14:17:33	]Simon Wens ran 'take' on item 'Portakal' (#67409)
[14:17:33	]Simon Wens has gained a 'Portakal' #67409.
[14:17:34	]Simon Wens ran 'take' on item 'Portakal' (#67410)
[14:17:34	]Simon Wens has gained a 'Portakal' #67410.
[14:17:38	]Simon Wens has transferred a 'Portakal' #67410 to a container with the name 'Vending Machine' #6448.
[14:17:39	]Simon Wens has transferred a 'Portakal' #67409 to a container with the name 'Vending Machine' #6448.
[14:17:46	]bquits has spawned a 'Entity [1902][ix_workerk_electric]'.
[14:17:48	]bquits has spawned a 'Entity [1909][ix_vendor]'.
[14:17:49	]bquits has spawned a 'Entity [1902][ix_workerk_water]'.
[14:17:50	]bquits has spawned a 'Entity [1909][ix_workerk_gas]'.
[14:17:54	]bquits has spawned a 'Entity [1902][ix_campfire]'.
[14:17:55	]bquits has spawned a 'Entity [1924][mmod_rpg]'.
[14:17:59	]bquits has spawned a 'Entity [1902][ix_campfire]'.
[14:18:00	]Simon Wens entered observer.
[14:18:05	]bquits has spawned a 'Entity [1902][ix_campfire]'.
[14:18:09	]bquits has spawned a 'Entity [1902][ix_campfire]'.
[14:18:11	]bquits has spawned 'models/willardnetworks/skills/campfire.mdl'.
[14:18:19	]bquits has spawned a 'Entity [1902][ix_campfire]'.
[14:18:31	]bquits has spawned a 'Entity [1901][sent_vj_fireplace]'.
[14:18:35	]bquits has enabled persistence for 'models/vj_props/fireplace.mdl'.
[14:18:35	]bquits has used a context menu option with the name: persist
[14:18:53	]bquits has spawned 'models/props_waterfront/awning01.mdl'.
[14:18:54	]bquits has spawned 'models/props_street/awning_department_store.mdl'.
[14:18:54	]bquits entered observer.
[14:18:59	]bquits exited observer at their location.
[14:19:00	]bquits has enabled persistence for 'models/props_street/awning_department_store.mdl'.
[14:19:00	]bquits has used a context menu option with the name: persist
[14:19:04	]bquits has spawned 'models/props_equipment/sleeping_bag2.mdl'.
[14:19:05	]bquits has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[14:19:07	]bquits has enabled persistence for 'models/props_equipment/sleeping_bag1.mdl'.
[14:19:07	]bquits has used a context menu option with the name: persist
[14:19:09	]bquits has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[14:19:10	]bquits has enabled persistence for 'models/props_equipment/sleeping_bag1.mdl'.
[14:19:10	]bquits has used a context menu option with the name: persist
[14:19:12	]bquits entered observer.
[14:19:12	]bquits has spawned 'models/props_waterfront/awning01.mdl'.
[14:19:19	]bquits has enabled persistence for 'models/props_waterfront/awning01.mdl'.
[14:19:19	]bquits has used a context menu option with the name: persist
[14:19:19	]bquits exited observer at their location.
[14:19:20	]bquits has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[14:19:24	]bquits has used a context menu option with the name: collision_off
[14:19:24	]bquits entered observer.
[14:19:33	]bquits has enabled persistence for 'models/props_equipment/sleeping_bag1.mdl'.
[14:19:33	]bquits has used a context menu option with the name: persist
[14:19:34	]bquits has used a context menu option with the name: collision_on
[14:19:37	]bquits exited observer at their location.
[14:19:41	]bquits has spawned 'models/props_urban/plastic_chair001.mdl'.
[14:19:49	]bquits has spawned a usable entity class 'ix_chair' with model 'models/props_urban/plastic_chair001.mdl'.
[14:19:49	]bquits has used a context menu option with the name: ixusableentitycreate
[14:19:49	]bquits entered observer.
[14:19:57	]bquits exited observer at their location.
[14:20:26	]Simon Wens exited observer at their location.
[14:20:27	]Simon Wens entered observer.
[14:20:38	]bquits entered observer.
[14:20:38	]Simon Wens exited observer at their location.
[14:20:39	]bquits exited observer at their location.
[14:20:39	]bquits entered observer.
[14:20:41	]Simon Wens entered observer.
[14:20:42	]bquits exited observer at their location.
[14:20:43	]bquits entered observer.
[14:20:48	]Simon Wens exited observer at their location.
[14:20:51	]Simon Wens entered observer.
[14:20:51	]bquits exited observer at their location.
[14:20:56	]bquits entered observer.
[14:20:57	]Simon Wens exited observer at their location.
[14:20:59	]Simon Wens entered observer.
[14:21:00	]bquits exited observer at their location.
[14:21:03	]bquits entered observer.
[14:21:04	]Simon Wens exited observer at their location.
[14:21:04	]Simon Wens entered observer.
[14:21:06	]Simon Wens exited observer at their location.
[14:21:09	]bquits exited observer at their location.
[14:21:11	]bquits has spawned a 'Entity [1922][stormfox_oil_lamp]'.
[14:21:12	]Simon Wens entered observer.
[14:21:14	]bquits has spawned a 'Entity [1922][stormfox_oil_lamp]'.
[14:21:16	]bquits has enabled persistence for 'models/stormfox2/oillamp.mdl'.
[14:21:16	]bquits has used a context menu option with the name: persist
[14:21:17	]Simon Wens exited observer at their location.
[14:21:24	]bquits has spawned a 'Entity [1923][stormfox_oil_lamp]'.
[14:21:26	]bquits has enabled persistence for 'models/stormfox2/oillamp.mdl'.
[14:21:26	]bquits has used a context menu option with the name: persist
[14:21:28	]bquits has disabled persistence for 'models/stormfox2/oillamp.mdl'.
[14:21:28	]bquits has used a context menu option with the name: persist_end
[14:21:30	]Simon Wens entered observer.
[14:21:33	]Simon Wens exited observer at their location.
[14:21:34	]Simon Wens entered observer.
[14:21:35	]Simon Wens exited observer at their location.
[14:21:36	]bquits has enabled persistence for 'models/stormfox2/oillamp.mdl'.
[14:21:36	]bquits has used a context menu option with the name: persist
[14:21:37	]Simon Wens has taken 0 damage from worldspawn.
[14:21:38	]bquits entered observer.
[14:21:39	]bquits exited observer at their location.
[14:21:48	]bquits has spawned a msballrifle.
[14:21:56	]Simon Wens entered observer.
[14:22:00	]Simon Wens exited observer at their location.
[14:22:03	]Simon Wens entered observer.
[14:22:09	]bquits has spawned a magazine_makeshift_15rnd.
[14:22:25	]bquits has spawned a musicradio2.
[14:22:29	]bquits ran 'take' on item 'Vintage Radio' (#67418)
[14:22:29	]bquits has gained a 'Vintage Radio' #67418.
[14:22:30	]bquits ran 'Deploy' on item 'Vintage Radio' (#67418)
[14:22:38	]bquits has used a context menu option with the name: persist
[14:22:39	]bquits has used a context menu option with the name: persist
[14:22:43	]Simon Wens exited observer at their location.
[14:22:45	]Simon Wens entered observer.
[14:22:45	]bquits has used a context menu option with the name: persist
[14:22:45	]Simon Wens exited observer at their location.
[14:22:46	]Simon Wens entered observer.
[14:22:47	]Simon Wens exited observer at their location.
[14:22:48	]bquits entered observer.
[14:22:48	]Simon Wens entered observer.
[14:22:48	]Simon Wens exited observer at their location.
[14:22:50	]Simon Wens entered observer.
[14:22:50	]Simon Wens exited observer at their location.
[14:22:51	]Simon Wens entered observer.
[14:22:52	]Simon Wens exited observer at their location.
[14:22:52	]Simon Wens entered observer.
[14:22:53	]Simon Wens exited observer at their location.
[14:22:53	]Simon Wens entered observer.
[14:22:54	]Simon Wens exited observer at their location.
[14:22:54	]Simon Wens entered observer.
[14:22:54	]Simon Wens exited observer at their location.
[14:22:54	]Simon Wens entered observer.
[14:22:55	]Simon Wens exited observer at their location.
[14:22:55	]Simon Wens entered observer.
[14:22:55	]Simon Wens exited observer at their location.
[14:22:55	]Simon Wens entered observer.
[14:22:56	]Simon Wens exited observer at their location.
[14:22:57	]Simon Wens entered observer.
[14:22:58	]Simon Wens exited observer at their location.
[14:22:58	]Simon Wens entered observer.
[14:22:59	]Simon Wens exited observer at their location.
[14:22:59	]Simon Wens entered observer.
[14:23:00	]Simon Wens exited observer at their location.
[14:23:00	]Simon Wens entered observer.
[14:23:00	]Simon Wens exited observer at their location.
[14:23:00	]Simon Wens entered observer.
[14:23:01	]Simon Wens exited observer at their location.
[14:23:01	]Simon Wens entered observer.
[14:23:01	]Simon Wens exited observer at their location.
[14:23:01	]Simon Wens entered observer.
[14:23:02	]Simon Wens exited observer at their location.
[14:23:02	]Simon Wens entered observer.
[14:23:02	]Simon Wens exited observer at their location.
[14:23:03	]Simon Wens entered observer.
[14:23:04	]Simon Wens exited observer at their location.
[14:23:05	]Simon Wens entered observer.
[14:23:05	]Simon Wens exited observer at their location.
[14:23:06	]Simon Wens entered observer.
[14:23:07	]Simon Wens exited observer at their location.
[14:23:08	]Simon Wens entered observer.
[14:23:08	]Simon Wens exited observer at their location.
[14:23:10	]Simon Wens entered observer.
[14:23:10	]Simon Wens exited observer at their location.
[14:23:11	]Simon Wens entered observer.
[14:23:12	]Simon Wens exited observer at their location.
[14:23:13	]Simon Wens entered observer.
[14:23:13	]Simon Wens exited observer at their location.
[14:23:15	]bquits has spawned 'models/Zombie/Classic.mdl'.
[14:23:22	]Simon Wens entered observer.
[14:23:27	]bquits has enabled persistence for 'models/zombie/classic.mdl'.
[14:23:27	]bquits has used a context menu option with the name: persist
[14:23:29	]Simon Wens exited observer at their location.
[14:23:29	]bquits has disabled persistence for 'models/zombie/classic.mdl'.
[14:23:29	]bquits has used a context menu option with the name: persist_end
[14:23:30	]bquits has enabled persistence for 'models/zombie/classic.mdl'.
[14:23:30	]bquits has used a context menu option with the name: persist
[14:23:33	]bquits has spawned 'models/Zombie/Classic.mdl'.
[14:23:41	]bquits has spawned 'models/Humans/corpse1.mdl'.
[14:23:45	]bquits has enabled persistence for 'models/humans/corpse1.mdl'.
[14:23:45	]bquits has used a context menu option with the name: persist
[14:23:47	]bquits has spawned 'models/Humans/corpse1.mdl'.
[14:23:50	]bquits has enabled persistence for 'models/humans/corpse1.mdl'.
[14:23:50	]bquits has used a context menu option with the name: persist
[14:23:52	]Simon Wens entered observer.
[14:23:54	]Simon Wens exited observer at their location.
[14:23:54	]Simon Wens entered observer.
[14:23:58	]bquits has disabled persistence for 'models/humans/corpse1.mdl'.
[14:23:58	]bquits has used a context menu option with the name: persist_end
[14:24:01	]Simon Wens exited observer at their location.
[14:24:01	]bquits has enabled persistence for 'models/humans/corpse1.mdl'.
[14:24:01	]bquits has used a context menu option with the name: persist
[14:24:02	]Simon Wens entered observer.
[14:24:02	]Simon Wens exited observer at their location.
[14:24:03	]Simon Wens entered observer.
[14:24:03	]Simon Wens exited observer at their location.
[14:24:04	]Simon Wens entered observer.
[14:24:04	]Simon Wens exited observer at their location.
[14:24:05	]Simon Wens entered observer.
[14:24:30	]bquits exited observer at their location.
[14:24:36	]bquits has fired a toolgun with the name: creator
[14:24:36	]bquits has spawned a 'Entity [1929][ix_vendor]'.
[14:24:38	]bquits has fired a toolgun with the name: creator
[14:24:38	]bquits has spawned a 'Entity [1930][ix_vendor]'.
[14:24:40	]bquits has used a context menu option with the name: remove
[14:24:42	]Simon Wens exited observer at their location.
[14:25:02	]bquits has used a context menu option with the name: vendor_edit
[14:25:37	]bquits has used a context menu option with the name: vendor_edit
[14:25:41	]Simon Wens entered observer.
[14:25:49	]bquits has spawned 'models/props_combine/combine_intwallunit.mdl'.
[14:25:54	]bquits has enabled persistence for 'models/props_combine/combine_intwallunit.mdl'.
[14:25:54	]bquits has used a context menu option with the name: persist
[14:25:55	]bquits has spawned 'models/props_combine/combine_intmonitor003.mdl'.
[14:25:58	]bquits has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[14:25:59	]Simon Wens exited observer at their location.
[14:26:00	]Simon Wens entered observer.
[14:26:01	]Simon Wens exited observer at their location.
[14:26:01	]Simon Wens entered observer.
[14:26:02	]Simon Wens exited observer at their location.
[14:26:02	]Simon Wens entered observer.
[14:26:02	]bquits has enabled persistence for 'models/props_combine/combine_intmonitor001.mdl'.
[14:26:02	]bquits has used a context menu option with the name: persist
[14:26:02	]Simon Wens exited observer at their location.
[14:26:03	]Simon Wens entered observer.
[14:26:09	]bquits has used a context menu option with the name: vendor_edit
[14:29:38	]bquits entered observer.
[14:30:15	]bquits has used a context menu option with the name: vendor_edit
[14:30:24	]bquits has used a context menu option with the name: vendor_edit
[14:31:44	]Simon Wens ran 'Insert' on item 'Vending Machine Key' (#67092)
[14:31:46	]Simon Wens exited observer at their location.
[14:31:48	]Simon Wens ran 'Insert' on item 'Vending Machine Key' (#67373)
[14:31:49	]Simon Wens entered observer.
[14:31:52	]Simon Wens exited observer at their location.
[14:31:54	]Simon Wens entered observer.
[14:31:54	]Simon Wens exited observer at their location.
[14:31:54	]Simon Wens entered observer.
[14:31:55	]Simon Wens exited observer at their location.
[14:31:56	]Simon Wens entered observer.
[14:31:57	]Simon Wens exited observer at their location.
[14:31:58	]Simon Wens entered observer.
[14:32:01	]Simon Wens exited observer at their location.
[14:32:02	]Simon Wens entered observer.
[14:32:04	]Simon Wens exited observer at their location.
[14:32:05	]Simon Wens entered observer.
[14:32:05	]Simon Wens exited observer at their location.
[14:32:17	]Simon Wens entered observer.
[14:32:18	]Simon Wens exited observer at their location.
[14:32:19	]Simon Wens entered observer.
[14:32:23	]Simon Wens exited observer at their location.
[14:32:39	]Simon Wens entered observer.
[14:32:52	]Simon Wens exited observer at their location.
[14:32:54	]Simon Wens entered observer.
[14:32:54	]Simon Wens exited observer at their location.
[14:33:02	]Simon Wens ran SAM command 'hp' with arguments: 'Simon' '100'
[14:33:04	]Simon Wens is fully healed.
[14:33:14	]bquits (STEAM_0:0:142449284) has disconnected (timed out).
[14:33:15	]Simon Wens entered observer.
[14:33:17	]Simon Wens exited observer at their location.
[14:33:19	]Simon Wens has taken 13 damage from worldspawn.
[14:33:21	]Simon Wens entered observer.
[14:33:22	]Simon Wens exited observer at their location.
[14:33:23	]Simon Wens entered observer.
