[14:34:58	]Chadatürk has connected.
[16:44:18	]Alfred Caston ran 'combine' on item 'Demir' (#164032)
[16:44:19	][IC] C24:RCT.YELLO-36: <:: Teşekkürler, bende var. ::>
[16:44:19	]Alfred Caston ran 'combine' on item 'Hurda Metal' (#164031)
[16:44:22	]Alfred Caston has gained a 'Kırık Lamba' #167356.
[16:44:29	]Furkan Dağlı ran 'take' on item 'El Yapımı Bandaj Rulosu' (#167352)
[16:44:29	]Furkan Dağlı has gained a 'El Yapımı Bandaj Rulosu' #167352.
[16:44:37	]Kaan has unloaded their "Alfred Caston" character.
[16:44:40	]Kaan loaded the character 'Olga Yaroslav'
[16:44:45	]Furkan Dağlı has gained a 'Boş Şarap Şişesi' #167357.
[16:44:45	]Olga Yaroslav is fully healed.
[16:44:54	]Furkan Dağlı has performed the 'Craft Parçala: Şarap Şişesi' action, gaining 20 experience in crafting.
[16:44:54	]Furkan Dağlı has gained a 'Cam kırıkları' #167358.
[16:44:57	]Olga Yaroslav used command '/ActSit 4'.
[16:45:05	]Furkan Dağlı ran 'drop' on item 'Cam kırıkları' (#167358)
[16:45:05	]Furkan Dağlı has lost a 'Cam kırıkları' #167358.
[16:45:13	]Kaan has unloaded their "Olga Yaroslav" character.
[16:45:18	]Kaan loaded the character 'Alfred Caston'
[16:45:18	]Furkan Dağlı ran 'take' on item 'Arıtıcı' (#164867)
[16:45:18	]Furkan Dağlı has gained a 'Arıtıcı' #164867.
[16:45:24	]Furkan Dağlı ran 'drop' on item 'Arıtıcı' (#164867)
[16:45:24	]Furkan Dağlı has lost a 'Arıtıcı' #164867.
[16:45:45	][IC] C24:RCT.YELLO-36: <:: İlerleyin! ::>
[16:45:51	][Y] Alfred Caston: Help.
[16:45:57	][Y] Alfred Caston: Yardım!
[16:46:01	][Y] Alfred Caston: Yardım!
[16:46:08	][IC] C24:RCT.YELLO-36: <:: Noluyo lan. ::>
[16:46:09	][Y] Alfred Caston: Yardım!
[16:46:15	]Alfred Caston has critically hit C24:RCT.YELLO-36 dealing 24 damage (CritChance was 0.94).
[16:46:15	]C24:RCT.YELLO-36 has taken 24 damage from Alfred Caston.
[16:46:18	]C24:RCT.YELLO-36 has hit Alfred Caston dealing 19 damage (CritChance was 0.38).
[16:46:18	]Alfred Caston has taken 19 damage from C24:RCT.YELLO-36.
[16:46:18	]Alfred Caston has critically hit C24:RCT.YELLO-36 dealing 24 damage (CritChance was 0.94).
[16:46:18	]C24:RCT.YELLO-36 has taken 24 damage from Alfred Caston.
[16:46:21	][IC] C24:RCT.YELLO-36: <:: Agh. ::>
[16:46:23	]Alfred Caston is fully healed.
[16:46:28	][Y] Alfred Caston: AMINA KODUMUN.
[16:46:47	]Kaan has unloaded their "Alfred Caston" character.
[16:46:51	]Kaan loaded the character 'Olga Yaroslav'
[16:46:57	]Olga Yaroslav used command '/ActSit 4'.
[16:47:19	][IC] Furkan Dağlı: Sivil Koruma!
[16:47:24	]C24:RCT.YELLO-36 used command '/StaticCharActionSet Sağ kolunu tutarak gidiyor ve akan kanı durdurmayı deniyor.'.
[16:47:25	][Y] Furkan Dağlı: Sivil Koruma!
[16:47:32	][IC] Furkan Dağlı: Burada mermi var.
[16:47:34	]C24:RCT.YELLO-36 opened the 'Çöp Kutusu' #10953 container.
[16:47:37	]C24:RCT.YELLO-36 has gained a '9mm Pistol Bullets' #42816 from a container with the name 'Çöp Kutusu' #10953.
[16:47:38	]C24:RCT.YELLO-36 closed the 'Çöp Kutusu' #10953 container.
[16:47:40	][IC] C24:RCT.YELLO-36: <:: Tamam. ::>
[16:47:46	]C24:RCT.YELLO-36 used command '/Datafile Furkan'.
[16:48:07	]Olga Yaroslav used command '/ExitAct'.
[16:48:18	][IC] Olga Yaroslav: Hey.
[16:48:20	][IC] C24:RCT.YELLO-36: <:: Lan bandaj. ::>
[16:48:31	]Furkan Dağlı ran 'use' on item 'El Yapımı Bandaj Rulosu' (#167352)
[16:48:31	]Furkan Dağlı has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[16:48:31	]Furkan Dağlı was bandaged by Furkan Dağlı for 11 HP.
[16:48:34	][IC] Olga Yaroslav: Geçin geliyorum.
[16:48:34	]Furkan Dağlı ran 'use' on item 'El Yapımı Bandaj Rulosu' (#167352)
[16:48:34	]Furkan Dağlı has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[16:48:34	]Furkan Dağlı was bandaged by Furkan Dağlı for 11 HP.
[16:48:35	][IC] C24:RCT.YELLO-36: <:: BANDAJ. ::>
[16:48:37	]Furkan Dağlı ran 'use' on item 'El Yapımı Bandaj Rulosu' (#167352)
[16:48:37	]Furkan Dağlı has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[16:48:37	]Furkan Dağlı was bandaged by Furkan Dağlı for 11 HP.
[16:48:38	][IC] Olga Yaroslav: Buraya.
[16:48:44	]Olga Yaroslav ran 'split' on item 'Dezenfekte Bandaj Rulosu' (#163567)
[16:48:44	]Olga Yaroslav has gained a 'Dezenfekte Bandaj Rulosu' #167359.
[16:48:46	]Olga Yaroslav ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#167359)
[16:48:46	]Olga Yaroslav has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[16:48:46	]C24:RCT.YELLO-36 was disinfected by Olga Yaroslav for 110 seconds.
[16:48:46	]C24:RCT.YELLO-36 was bandaged by Olga Yaroslav for 17 HP.
[16:48:53	][LOOC] C24:RCT.YELLO-36: ölüyodum tamam gfdjmdklğgmdf
[16:48:58	][LOOC] Olga Yaroslav: mal otur
[16:49:06	][IC] Olga Yaroslav: Geliyorum hemen.
[16:49:11	]Olga Yaroslav used command '/PM c24 biraz beklicen'.
[16:49:13	]C24:RCT.YELLO-36 used command '/ActSit'.
[16:49:14	]C24:RCT.YELLO-36 used command '/ExitAct'.
[16:49:16	]C24:RCT.YELLO-36 used command '/ActSit 2'.
[16:49:17	]C24:RCT.YELLO-36 used command '/ExitAct'.
[16:49:22	]Olga Yaroslav used command '/GetCWUFlags'.
[16:49:54	]Olga Yaroslav has spawned 'models/props_unique/hospital/hospital_bed.mdl'.
[16:49:59	]C24:RCT.YELLO-36 ran 'drop' on item '9mm Pistol Bullets' (#42816)
[16:49:59	]C24:RCT.YELLO-36 has lost a '9mm Pistol Bullets' #42816.
[16:50:01	]C24:RCT.YELLO-36 destroyed a '9mm Pistol Bullets' #42816.
[16:50:03	]Olga Yaroslav has spawned 'models/props_unique/hospital/iv_pole.mdl'.
[16:50:06	]Olga Yaroslav has spawned 'models/props/coop_kashbah/sick_bed/hospital_bucket.mdl'.
[16:50:14	][IC] C24:RCT.YELLO-36: <:: Lan neden hep bana denk geliyor. ::>
[16:50:21	]Olga Yaroslav has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[16:50:42	]Furkan Dağlı ran 'take' on item 'Boş Kavanoz' (#167285)
[16:50:42	]Furkan Dağlı has gained a 'Boş Kavanoz' #167285.
[16:50:43	]Furkan Dağlı ran 'take' on item 'Boş Kavanoz' (#167261)
[16:50:43	]Furkan Dağlı has gained a 'Boş Kavanoz' #167261.
[16:50:44	]Furkan Dağlı ran 'take' on item 'Boş Breen'in Suyu' (#167260)
[16:50:44	]Furkan Dağlı has gained a 'Boş Breen'in Suyu' #167260.
[16:50:45	]Olga Yaroslav has spawned 'models/props_c17/hospital_surgerylight01.mdl'.
[16:50:45	]Furkan Dağlı ran 'take' on item 'Boş Breen'in Suyu' (#167286)
[16:50:45	]Furkan Dağlı has gained a 'Boş Breen'in Suyu' #167286.
[16:50:46	]Furkan Dağlı ran 'take' on item 'Boş Breen'in Suyu' (#167321)
[16:50:46	]Furkan Dağlı has gained a 'Boş Breen'in Suyu' #167321.
[16:50:47	]Furkan Dağlı ran 'take' on item 'Boş Kavanoz' (#167320)
[16:50:47	]Furkan Dağlı has gained a 'Boş Kavanoz' #167320.
[16:50:53	]Olga Yaroslav has spawned 'models/props_unique/hospital/gurney.mdl'.
[16:50:53	]Furkan Dağlı ran 'take' on item 'Boş Breen'in Suyu' (#167193)
[16:50:53	]Furkan Dağlı has gained a 'Boş Breen'in Suyu' #167193.
[16:51:07	]Furkan Dağlı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:51:09	]Furkan Dağlı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:51:12	]Furkan Dağlı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:51:15	]Furkan Dağlı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:51:17	]Furkan Dağlı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:51:19	]Furkan Dağlı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:51:22	]Furkan Dağlı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:51:27	]C24:RCT.YELLO-36 used command '/StaticCharActionSet Kolunda yarılmış bir yara var.'.
[16:51:30	]Olga Yaroslav has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[16:51:30	]Furkan Dağlı ran 'split' on item 'Plastik Çöp' (#167346)
[16:51:30	]C24:RCT.YELLO-36 has changed C24:RCT.YELLO-36's bodygroups.
[16:51:30	]Furkan Dağlı has gained a 'Plastik Çöp' #167360.
[16:51:31	]Furkan Dağlı ran 'drop' on item 'Plastik Çöp' (#167360)
[16:51:31	]Furkan Dağlı has lost a 'Plastik Çöp' #167360.
[16:51:37	]Furkan Dağlı ran 'split' on item 'Plastik Çöp' (#167346)
[16:51:38	]Furkan Dağlı has gained a 'Plastik Çöp' #167361.
[16:51:39	]Furkan Dağlı ran 'drop' on item 'Plastik Çöp' (#167361)
[16:51:39	]Furkan Dağlı has lost a 'Plastik Çöp' #167361.
[16:51:56	]Olga Yaroslav has spawned 'models/metro2033/medkitneedle.mdl'.
[16:52:03	]Olga Yaroslav has spawned 'models/props_interiors/medicalcabinet02.mdl'.
[16:52:14	]Furkan Dağlı used command '/ActSitChair'.
[16:52:15	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medjar4.mdl'.
[16:52:21	]Olga Yaroslav has spawned 'models/willardnetworks/medals/wn_medal_1.mdl'.
[16:52:23	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medjar.mdl'.
[16:52:28	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medkit.mdl'.
[16:52:29	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medx.mdl'.
[16:52:44	]Olga Yaroslav has spawned 'models/weapons/w_medkit.mdl'.
[16:52:57	]C24:RCT.YELLO-36 used command '/StaticCharActionSet Kolunda kanıyan bir yara var.'.
[16:52:57	]Olga Yaroslav has spawned 'models/weapons/w_medkit.mdl'.
[16:53:13	]C24:RCT.YELLO-36 used command '/StaticCharActionSet Kolunda kan akan bir yara var.'.
[16:53:19	]Olga Yaroslav has spawned 'models/willardnetworks/clothingitems/torso_citizen_medic.mdl'.
[16:53:22	]Furkan Dağlı used command '/ExitAct'.
[16:53:24	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medjar4.mdl'.
[16:53:29	][IC] C24:RCT.YELLO-36: <:: Lan ben ölecem. ::>
[16:53:30	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medjar3.mdl'.
[16:53:35	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medjar3.mdl'.
[16:53:38	]Furkan Dağlı has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[16:53:40	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medjar2.mdl'.
[16:53:44	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medjar1.mdl'.
[16:53:48	]Olga Yaroslav has spawned 'models/willardnetworks/skills/medx.mdl'.
[16:53:51	]Furkan Dağlı ran 'take' on item 'Rasyon' (#167362)
[16:53:51	]Furkan Dağlı has gained a 'Rasyon' #167362.
[16:53:54	]Furkan Dağlı ran 'Open' on item 'Rasyon' (#167362)
[16:53:54	]Furkan Dağlı has gained a 'Yapay Macun' #167363.
[16:53:54	]Furkan Dağlı has gained a 'Breen Suyu' #167364.
[16:53:54	]Furkan Dağlı has gained a '15 Kredi Kuponu' #167365.
[16:53:56	]Furkan Dağlı ran 'Consume' on item 'Yapay Macun' (#167363)
[16:53:56	]Furkan Dağlı has gained a 'Boş Kavanoz' #167366.
[16:53:56	]Furkan Dağlı ran 'Consume' on item 'Breen Suyu' (#167364)
[16:53:56	]Furkan Dağlı has wasted a level -2 long boost in Zeka (current: -2; target: 0).
[16:53:56	]Furkan Dağlı has updated their Algı long boost target to -1 (current : 1).
[16:53:56	]Furkan Dağlı has gained a 'Boş Breen'in Suyu' #167367.
[16:53:59	]Furkan Dağlı ran 'Use' on item '15 Kredi Kuponu' (#167365)
[16:54:05	]Furkan Dağlı ran 'Use' on item '15 Kredi Kuponu' (#167365)
[16:54:07	]Furkan Dağlı has used a coupon at a ration dispenser, gaining 15 credits.
[16:54:14	]Olga Yaroslav has used a context menu option with the name: remove
[16:54:18	]Olga Yaroslav has fired a toolgun with the name: remover
[16:54:25	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[16:54:34	]Furkan Dağlı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:54:36	]Furkan Dağlı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:54:37	]Furkan Dağlı opened the 'Buzdolabı' #10442 container.
[16:54:47	]Furkan Dağlı ran 'combine' on item 'Plastik Çöp' (#166693)
[16:54:51	]Furkan Dağlı ran 'drop' on item 'Eski Lastik' (#167242)
[16:54:52	]Furkan Dağlı has transferred a 'Plastik Çöp' #167346 to a container with the name 'Buzdolabı' #10442.
[16:54:54	]Furkan Dağlı closed the 'Buzdolabı' #10442 container.
[16:54:56	]Furkan Dağlı ran 'take' on item 'Eski Lastik' (#167242)
[16:54:56	]Furkan Dağlı has gained a 'Eski Lastik' #167242.
[16:54:58	]Olga Yaroslav has spawned 'models/willardnetworks/skills/adrenaline.mdl'.
[16:54:59	]Furkan Dağlı ran 'drop' on item 'Eski Lastik' (#167242)
[16:54:59	]Furkan Dağlı has lost a 'Eski Lastik' #167242.
[16:55:38	]Olga Yaroslav has spawned 'models/props_wasteland/laundry_dryer002.mdl'.
[16:55:42	]Furkan Dağlı used command '/ActSitChair'.
[16:55:42	]Olga Yaroslav has spawned 'models/props_wasteland/laundry_washer003.mdl'.
[16:55:51	]Olga Yaroslav has spawned 'models/dransvitry/smashinvitation/smashinvitation_gmod.mdl'.
[16:56:25	]Olga Yaroslav has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_trashbag.mdl'.
[16:56:31	]Olga Yaroslav has spawned 'models/hlvr/distillery_gunk/distillerygunk_gunk.mdl'.
[16:56:36	]Olga Yaroslav has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_forcefield_left.mdl'.
[16:56:41	]Olga Yaroslav has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_container.mdl'.
[16:56:53	]Olga Yaroslav has spawned 'models/jq/hlvr/props/xen/xen_foam_blobs001_large.mdl'.
[16:57:03	]Olga Yaroslav has spawned 'models/jq/hlvr/props/xenpack/xen_wallpod001b.mdl'.
[16:57:19	][IC] C24:RCT.YELLO-36: <:: Ben ölücem sanırım. ::>
[16:57:21	][IC] C24:RCT.YELLO-36: <:: Gerçektenü. ::>
[16:57:41	]Olga Yaroslav has spawned 'models/willardnetworks/clothingitems_conscripts/torso_ifak.mdl'.
[16:57:50	]Olga Yaroslav has spawned 'models/willardnetworks/clothingitems/torso_labcoat.mdl'.
[16:57:52	]Olga Yaroslav has spawned 'models/willardnetworks/vort_clothingitems/vort_doc.mdl'.
[16:57:57	]Olga Yaroslav has spawned 'models/willardnetworks/clothingitems/medicmask_item.mdl'.
[16:57:58	]Olga Yaroslav has spawned 'models/willardnetworks/clothingitems/medicmask_item.mdl'.
[16:58:31	]Olga Yaroslav has spawned 'models/stuff/bandages.mdl'.
[16:58:32	]Olga Yaroslav has spawned 'models/stuff/bandages.mdl'.
[16:58:33	]Olga Yaroslav has spawned 'models/stuff/bandages.mdl'.
[16:58:54	][IC] C24:RCT.YELLO-36: <:: LAN BAYILCAM ŞİMDİ. ::>
[16:59:03	]Olga Yaroslav has spawned 'models/props_lab/powerbox02c.mdl'.
[16:59:08	][IC] C24:RCT.YELLO-36: <:: Hassiktir! ::>
[16:59:10	]Olga Yaroslav has spawned 'models/props_lab/workspace003.mdl'.
[16:59:25	]Furkan Dağlı used command '/ExitAct'.
[16:59:31	]Olga Yaroslav has spawned 'models/props_lab/crematorcase.mdl'.
[16:59:36	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[16:59:40	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:41	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:42	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:43	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:44	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:44	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:44	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:44	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:45	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:46	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:47	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:48	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:48	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:48	]Olga Yaroslav has fired a toolgun with the name: remover
[16:59:49	]Olga Yaroslav has fired a toolgun with the name: remover
[17:00:11	]Olga Yaroslav has spawned 'models/props_interiors/table_cafeteria.mdl'.
[17:00:14	]Olga Yaroslav has spawned 'models/props_interiors/table_kitchen.mdl'.
[17:00:27	]Olga Yaroslav has spawned 'models/props_c17/hospital_surgerytable01.mdl'.
[17:00:31	]Olga Yaroslav has spawned 'models/props_warehouse/office_furniture_coffee_table.mdl'.
[17:00:39	]Olga Yaroslav has spawned 'models/props_vtmb/turntable.mdl'.
[17:00:50	]Olga Yaroslav has spawned 'models/props_unique/hospital/exam_table.mdl'.
[17:00:54	]Olga Yaroslav has spawned 'models/props_unique/hospital/exam_table.mdl'.
[17:01:03	]Olga Yaroslav has spawned 'models/props/coop_kashbah/sick_bed/instrument_table.mdl'.
[17:01:40	]Furkan Dağlı used command '/ActSitWall'.
[17:02:07	]Olga Yaroslav has spawned 'models/labware/tuberack2.mdl'.
[17:02:10	]Olga Yaroslav has spawned 'models/labware/washer.mdl'.
[17:02:26	]Olga Yaroslav has spawned 'models/props_lab/powerbox02b.mdl'.
[17:02:28	]Olga Yaroslav has spawned 'models/props_lab/powerbox02a.mdl'.
[17:02:29	]Olga Yaroslav has spawned 'models/props_lab/powerbox01a.mdl'.
[17:02:40	]Olga Yaroslav has spawned 'models/props_lab/workspace004.mdl'.
[17:02:44	]Olga Yaroslav has spawned 'models/props_lab/workspace001.mdl'.
[17:02:55	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:03:35	]Olga Yaroslav has spawned 'models/props_lab/cornerunit.mdl'.
[17:03:50	]Olga Yaroslav has spawned 'models/props_lab/monitor01b.mdl'.
[17:03:54	]Olga Yaroslav has spawned 'models/props_lab/securitybank.mdl'.
[17:03:57	]Olga Yaroslav has spawned 'models/props_lab/servers.mdl'.
[17:04:04	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:04:35	]Olga Yaroslav has fired a toolgun with the name: button
[17:05:02	]Olga Yaroslav has spawned 'models/props_lab/miniteleport.mdl'.
[17:05:16	]Furkan Dağlı used command '/ExitAct'.
[17:05:21	]Olga Yaroslav has fired a toolgun with the name: remover
[17:05:22	]Olga Yaroslav has fired a toolgun with the name: remover
[17:05:22	]Olga Yaroslav has fired a toolgun with the name: remover
[17:05:23	]Olga Yaroslav has fired a toolgun with the name: remover
[17:05:23	]Olga Yaroslav has fired a toolgun with the name: remover
[17:05:47	]Olga Yaroslav has spawned 'models/props/coop_kashbah/sick_bed/instrument_table.mdl'.
[17:05:48	]C24:RCT.YELLO-36 used command '/ActSit'.
[17:05:49	]C24:RCT.YELLO-36 used command '/CharFallOver'.
[17:05:51	]C24:RCT.YELLO-36 used command '/CharGetUp'.
[17:05:52	]C24:RCT.YELLO-36 used command '/CharGetUp'.
[17:05:53	]C24:RCT.YELLO-36 used command '/CharGetUp'.
[17:05:54	]C24:RCT.YELLO-36 used command '/CharGetUp'.
[17:05:54	]C24:RCT.YELLO-36 used command '/CharGetUp'.
[17:05:55	]C24:RCT.YELLO-36 used command '/CharGetUp'.
[17:05:56	]Olga Yaroslav has spawned 'models/props_interiors/table_kitchen.mdl'.
[17:05:59	]Olga Yaroslav has spawned 'models/props/coop_kashbah/sick_bed/instrument_table.mdl'.
[17:06:02	]Barış has unloaded their "C24:RCT.YELLO-36" character.
[17:06:05	]Barış loaded the character 'C24:RCT.YELLO-36'
[17:06:10	]Olga Yaroslav has spawned 'models/props/coop_kashbah/sick_bed/instrument_table.mdl'.
[17:06:17	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:17	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:17	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:27	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:32	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:40	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:40	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:40	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:41	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:45	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:46	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:46	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:46	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:47	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:47	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:47	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:47	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:47	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:06:53	][ME] C24:RCT.YELLO-36: İçinden: Sanırım ölüme terk edildim.
[17:07:01	][ME] C24:RCT.YELLO-36: İçinden: Çok iyimiş.
[17:07:08	]Olga Yaroslav has spawned 'models/props_lab/teleportbulk.mdl'.
[17:07:20	]Olga Yaroslav has spawned 'models/props_lab/miniteleport.mdl'.
[17:07:37	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:07:43	]Furkan Dağlı ran 'take' on item 'Tulum pantolonu.' (#167014)
[17:07:43	]Furkan Dağlı has gained a 'Tulum pantolonu.' #167014.
[17:08:03	]Furkan Dağlı ran 'drop' on item 'Tulum pantolonu.' (#167014)
[17:08:03	]Furkan Dağlı has lost a 'Tulum pantolonu.' #167014.
[17:08:04	][IC] C24:RCT.YELLO-36: <:: Ölmemi beklediniz sanırım. ::>
[17:08:05	][IC] C24:RCT.YELLO-36: <:: Neyse. ::>
[17:08:09	][IC] Olga Yaroslav: Buyrun sizi odaya alayım.
[17:08:25	][IC] Olga Yaroslav: Geçin.
[17:09:00	][ME] Olga Yaroslav: Perdeyi kapatır
[17:09:00	]Furkan Dağlı ran 'take' on item 'Kırık Alıcı' (#167369)
[17:09:00	]Furkan Dağlı has gained a 'Kırık Alıcı' #167369.
[17:09:01	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:09:16	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:09:25	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:09:32	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:09:46	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:09:48	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:09:50	]Furkan Dağlı has gained level 34 in the Hız skill.
[17:09:50	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:09:56	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:10:02	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:10:03	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:10:09	]Furkan Dağlı ran 'drop' on item 'Kırık Alıcı' (#167369)
[17:10:09	]Furkan Dağlı has lost a 'Kırık Alıcı' #167369.
[17:10:14	]Furkan Dağlı ran 'take' on item 'Kırık Alıcı' (#167369)
[17:10:14	]Furkan Dağlı has gained a 'Kırık Alıcı' #167369.
[17:10:15	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:10:15	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:10:35	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:10:38	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:10:43	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:10:44	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:10:45	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:10:46	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:10:56	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:11:01	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:11:05	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:11:05	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:11:06	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:11:06	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:11:07	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:11:07	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:11:23	]Furkan Dağlı ran 'take' on item 'Boş Breen'in Suyu' (#167373)
[17:11:23	]Furkan Dağlı has gained a 'Boş Breen'in Suyu' #167373.
[17:11:26	]Olga Yaroslav has spawned 'models/props_unique/hospital/hospital_bed.mdl'.
[17:11:35	]Olga Yaroslav has spawned 'models/props/de_venice/curtain_1/curtain_1.mdl'.
[17:11:42	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:11:56	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:11:57	][LOOC] C24:RCT.YELLO-36: inşaat izleyen dayı gibi duruyom
[17:11:59	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:12:13	]Olga Yaroslav has spawned 'models/props_unique/hospital/iv_pole.mdl'.
[17:12:15	]Olga Yaroslav has spawned 'models/props/coop_kashbah/sick_bed/hospital_bucket.mdl'.
[17:12:36	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:12:52	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:12:55	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:13:06	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:13:06	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:13:07	]Furkan Dağlı used command '/PM STEAM_0:1:448976614 canım sıkıldı amk siz napıyorsunuz 1 saattir hastanede'.
[17:13:07	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:13:19	]Olga Yaroslav used command '/Reply ben hastaneye prop diziyorum diğeride yaralı'.
[17:13:24	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:13:25	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
