[16:46:00	]Balkaptan has connected.
[19:25:15	][IC] Vladimir Sokolov: &y Tune.
[19:25:20	][Y] Vladimir Sokolov: Bu melodiyi aklımdan çıkaramıyorum... *Islık*.
[19:25:37	]Vladimir Sokolov opened the 'Çöp Kutusu' #10953 container.
[19:25:39	]Vladimir Sokolov closed the 'Çöp Kutusu' #10953 container.
[19:25:44	]Vladimir Sokolov has gained level 7 in the Hız skill.
[19:25:54	]C24:i5.(X)KING-19 used command '/CP vla putin yürüyüşü geliyo'.
[19:26:03	]Vladimir Sokolov opened the 'Çöp Konteyneri' #10261 container.
[19:26:05	]Vladimir Sokolov closed the 'Çöp Konteyneri' #10261 container.
[19:26:09	]C24:i5.(X)KING-19 used command '/PM vla bir anda geçimde erkek olana'.
[19:26:13	]Vladimir Sokolov used command '/Reply ck izni'.
[19:26:20	]C24:i5.(X)KING-19 used command '/PM vla nope'.
[19:26:31	][IC] Vladimir Sokolov: Merhaba güzel birim.
[19:26:33	]Vladimir Sokolov ran 'drop' on item 'Bilgisayar Monitörü' (#166461)
[19:26:33	]Vladimir Sokolov has lost a 'Bilgisayar Monitörü' #166461.
[19:26:34	][IC] C24:i5.(X)KING-19: <:: Güzel birim? ::>
[19:26:43	][IC] Vladimir Sokolov: Siz değilmisiniz demin konuştuğum.
[19:26:45	]Vladimir Sokolov ran 'drop' on item 'Kırık TV Monitörü' (#166919)
[19:26:45	]Vladimir Sokolov has lost a 'Kırık TV Monitörü' #166919.
[19:26:48	]Vladimir Sokolov ran 'drop' on item 'Ahşap Çubuk' (#166920)
[19:26:48	]Vladimir Sokolov has lost a 'Ahşap Çubuk' #166920.
[19:26:48	][IC] C24:i5.(X)KING-19: <:: Yeniden eğitim denilen bir şey çıkmış. ::>
[19:26:52	][IC] C24:i5.(X)KING-19: <:: Istermisin? ::>
[19:26:55	][IC] Vladimir Sokolov: Deminki birim güzel birimim dedi.
[19:26:58	][IC] Vladimir Sokolov: Ben nerden bilebilirim.
[19:27:04	][IC] C24:i5.(X)KING-19: <:: Tamam çöpe at. ::>
[19:27:08	][IC] Vladimir Sokolov: Tamam.
[19:27:12	]Vladimir Sokolov ran 'take' on item 'Bilgisayar Monitörü' (#166461)
[19:27:12	]Vladimir Sokolov has gained a 'Bilgisayar Monitörü' #166461.
[19:27:13	]Vladimir Sokolov ran 'take' on item 'Kırık TV Monitörü' (#166919)
[19:27:13	]Vladimir Sokolov has gained a 'Kırık TV Monitörü' #166919.
[19:27:14	][LOOC] C24:i5.(X)KING-19: racon
[19:27:14	]Vladimir Sokolov ran 'take' on item 'Ahşap Çubuk' (#166920)
[19:27:14	]Vladimir Sokolov has gained a 'Ahşap Çubuk' #166920.
[19:27:28	]Vladimir Sokolov used command '/Reply vrucam'.
[19:27:29	]Vladimir Sokolov opened the 'Çöp Kutusu' #10952 container.
[19:27:31	]Vladimir Sokolov has transferred a 'Bilgisayar Monitörü' #166461 to a container with the name 'Çöp Kutusu' #10952.
[19:27:31	]Vladimir Sokolov has transferred a 'Kırık TV Monitörü' #166919 to a container with the name 'Çöp Kutusu' #10952.
[19:27:32	]Vladimir Sokolov has transferred a 'Ahşap Çubuk' #166920 to a container with the name 'Çöp Kutusu' #10952.
[19:27:33	]Vladimir Sokolov closed the 'Çöp Kutusu' #10952 container.
[19:27:42	]C24:i5.(X)KING-19 used command '/PM vla bquitse şikayet ederim'.
[19:27:50	][IC] Vladimir Sokolov: Attım.
[19:27:54	][IC] C24:i5.(X)KING-19: <:: Doğrula. ::>
[19:27:59	]Vladimir Sokolov used command '/ID'.
[19:28:09	]C24:i5.(X)KING-19 used command '/Datafile Vladimir'.
[19:28:18	][ME] Vladimir Sokolov: Dudaklarını yalar ve birimin hareketlerin izler.
[19:28:21	][IC] C24:i5.(X)KING-19: <:: Ödülünü verdim. ::>
[19:28:22	][IC] Vladimir Sokolov: Sağolun.
[19:28:27	][IC] C24:i5.(X)KING-19: <:: Su lazım mı? ::>
[19:28:30	][IC] Vladimir Sokolov: Gerek yok.
[19:28:43	][IC] Vladimir Sokolov: Zaten su gibi.
[19:28:58	]C24:i5.(X)KING-19 used command '/PM vla kanka normalde kafa atardımda şimdi yapmayım dedim'.
[19:29:01	]Vladimir Sokolov used command '/Reply birazda katya o zaman'.
[19:29:07	]Kaan loaded the character 'Olga Yaroslav'
[19:29:25	][ME] Olga Yaroslav: Cebinden bir sigara çıkartır ve ağzına koyar.
[19:29:33	][ME] Olga Yaroslav: Cebinden çıkarttığı çakmakla sigarayı yakar.
[19:29:35	]Olga Yaroslav ran 'smoke' on item 'Sigara' (#160653)
[19:29:36	]Olga Yaroslav ran 'light' on item 'Zippo Çakmak' (#160668)
[19:29:40	][LOOC] C24:i5.(X)KING-19: siktir git sk geç
[19:29:49	][LOOC] Olga Yaroslav: yok bu çar revainin i4'ün manita
[19:30:06	][LOOC] C24:i5.(X)KING-19: kanka ne yapim
[19:30:10	]Olga Yaroslav used command '/Reply ahanda sana al doktor yaranı tedavi ettir'.
[19:30:15	][LOOC] Olga Yaroslav: occcccccccc
[19:30:25	][IC] Olga Yaroslav: Merhaba birim.
[19:30:25	][LOOC] C24:i5.(X)KING-19: oh you touch my talalala
[19:30:30	][IC] C24:i5.(X)KING-19: <:: Buyrun. ::>
[19:30:39	][IC] Olga Yaroslav: Bir doktor için verebileceğiniz bir iş varmıdır?
[19:30:46	][IC] C24:i5.(X)KING-19: <:: Yani yok. ::>
[19:30:52	][IC] Olga Yaroslav: Hmm Pekala iyi günler.
[19:30:59	][IC] Olga Yaroslav: Kendinize iyi bakın.
[19:31:14	]C24:i5.(X)KING-19 used command '/PM STEAM_0:1:448976614 geç sk'.
[19:31:15	]Olga Yaroslav used command '/Reply şimdi breenin heykelini yakıyorum'.
[19:31:22	]Olga Yaroslav ran 'split' on item 'Prednisone (iltihaplanma)' (#163649)
[19:31:22	]Olga Yaroslav has gained a 'Prednisone (iltihaplanma)' #166921.
[19:31:25	]Olga Yaroslav ran 'drop' on item 'Prednisone (iltihaplanma)' (#166921)
[19:31:25	]Olga Yaroslav has lost a 'Prednisone (iltihaplanma)' #166921.
[19:31:25	]C24:i5.(X)KING-19 used command '/PM olga SK geç olum'.
[19:31:30	]Olga Yaroslav used command '/Reply molotof bıraktım'.
[19:31:35	]C24:i5.(X)KING-19 used command '/PM olga rol yapıyoduk bide az sonra çıkıcam sk geç'.
[19:31:57	]Olga Yaroslav ran 'stopsmoke' on item 'Sigara' (#160653)
[19:32:03	]Kaan loaded the character 'C24:i5.TAP-54'
[19:32:11	]C24:i5.TAP-54 used command '/Radio 10-8'.
[19:32:27	]C24:i5.TAP-54 has gained level 45 in the Hız skill.
[19:33:05	][IC] C24:i5.TAP-54: <:: Bunu senmi attın. ::>
[19:33:08	][IC] C24:i5.(X)KING-19: <:: Hayır. ::>
[19:33:16	][IC] C24:i5.TAP-54: <:: Al o zaman ordan yerde durmasın. ::>
[19:33:19	]C24:i5.(X)KING-19 ran 'take' on item 'Prednisone (iltihaplanma)' (#166921)
[19:33:19	]C24:i5.(X)KING-19 has gained a 'Prednisone (iltihaplanma)' #166921.
[19:33:20	][ME] C24:i5.TAP-54: Alırken izler.
[19:33:25	]C24:i5.TAP-54 used command '/PM 19 göt maşallah'.
[19:33:26	][LOOC] C24:i5.(X)KING-19: O
[19:33:27	][IC] C24:i5.TAP-54: <:: Haha. ::>
[19:33:38	]C24:i5.(X)KING-19 ran 'drop' on item 'Prednisone (iltihaplanma)' (#166921)
[19:33:38	]C24:i5.(X)KING-19 has lost a 'Prednisone (iltihaplanma)' #166921.
[19:33:41	][IC] C24:i5.(X)KING-19: <:: Al. ::>
[19:33:43	][IC] C24:i5.TAP-54: <:: Bir prensese çöp taşıtıyorlar ha. ::>
[19:33:48	]C24:i5.TAP-54 used command '/Reply alamam'.
[19:33:52	][IC] C24:i5.(X)KING-19: <:: Sana normalde bir şeyler derdim. ::>
[19:33:52	][IC] C24:i5.TAP-54: <:: Alamam maalesef. ::>
[19:34:06	]C24:i5.TAP-54 destroyed a 'Prednisone (iltihaplanma)' #166921.
[19:34:19	][IC] C24:i5.(X)KING-19: <:: Bi çık. ::>
[19:34:22	][IC] C24:i5.TAP-54: <:: Neden. ::>
[19:34:26	][IC] C24:i5.(X)KING-19: <:: Görevdeyim. ::>
[19:34:30	][IC] C24:i5.TAP-54: <:: Bana birşeylermi dersin. ::>
[19:34:33	][IC] C24:i5.TAP-54: <:: Çıkmazsam. ::>
[19:34:36	][IC] C24:i5.TAP-54: <:: PRENSES. ::>
[19:34:47	][ME] C24:i5.(X)KING-19: Elini yumruk haline getirir
[19:34:49	][ME] C24:i5.TAP-54: Elini tutar
[19:34:53	][IC] C24:i5.(X)KING-19: <:: Off, çık bi. ::>
[19:34:54	][IC] C24:i5.TAP-54: <:: Hayır hayır hayır. ::>
[19:34:56	][IC] C24:i5.TAP-54: <:: Yok öyle şeyler. ::>
[19:34:58	][IC] C24:i5.(X)KING-19: <:: Yav. ::>
[19:35:00	][IC] C24:i5.(X)KING-19: <:: Bi çık. ::>
[19:35:00	][IC] C24:i5.TAP-54: <:: Şiddete karşıyız. ::>
[19:35:09	][IC] C24:i5.TAP-54: <:: Beni ikna et çıkayım. ::>
[19:35:13	][IC] C24:i5.(X)KING-19: <:: Çıkarmısın. ::>
[19:35:17	][IC] C24:i5.TAP-54: <:: Bilmem çıkarmıyım. ::>
[19:35:21	][IC] C24:i5.(X)KING-19: <:: Bence çıkarsın. ::>
[19:35:28	][IT] C24:i5.TAP-54: Halen elini tutuyor
[19:35:31	][ME] C24:i5.(X)KING-19: Elini bırakması için elini çeker.
[19:35:33	][IC] C24:i5.TAP-54: <:: Bence çıkmam. ::>
[19:35:38	][ME] C24:i5.TAP-54: Sıkıca tutar
[19:35:58	][ME] C24:i5.TAP-54: İyice yaklaşır
[19:36:00	][ME] C24:i5.(X)KING-19: Sol eli ile sağ elini onun elinden çeker.
[19:36:03	][W] C24:i5.TAP-54: <:: Eğlenmek istiyen sendin. ::>
[19:36:07	][ME] C24:i5.TAP-54: Elini boynuna koyar.
[19:36:15	][IC] C24:i5.(X)KING-19: <:: Bırakırmısın. ::>
[19:36:17	][W] C24:i5.TAP-54: <:: Ne oldu korktunmu prenses. ::>
[19:36:22	][W] C24:i5.(X)KING-19: <:: Ne korkacam. ::>
[19:36:33	][WRUS] C24:i5.TAP-54: Pamuk Prensesin hikayesini bilirmisin
[19:36:40	][WRUS] C24:i5.TAP-54: Eğer biliyorsan bırakıcam
[19:37:10	][WRUS] C24:i5.TAP-54: Cevap vermeyeceksin demek
[19:37:12	][RUS] C24:i5.(X)KING-19: Biliyorum
[19:37:16	][ME] C24:i5.TAP-54: Dahada yaklaşır
[19:37:19	][WRUS] C24:i5.TAP-54: evet dinliyorum
[19:37:21	][RUS] C24:i5.(X)KING-19: Bırakabilirsin şimdi biliyorum
[19:37:26	][WRUS] C24:i5.TAP-54: anlat o halde
[19:37:42	][RUS] C24:i5.(X)KING-19: Kötü kalpli ve kıskanç üvey annesi tarafından ondan daha güzel olduğu için öldürülmek üzere ormana gönderilen ve ormanda cücelerle beraber yaşamaya başlayan bir prensesin maceralarını anlatır. 
[19:37:51	][ME] C24:i5.TAP-54: Elini kişinin vucüdüne sürtüyor
[19:37:54	][WRUS] C24:i5.TAP-54: ee
[19:37:58	][WRUS] C24:i5.TAP-54: cadı napıyor prensese
[19:38:16	][RUS] C24:i5.(X)KING-19: Sonrasını bilmiyorum
[19:38:19	][WRUS] C24:i5.TAP-54: o halde ben anlatayım
[19:38:25	][WRUS] C24:i5.TAP-54: Cadı prensesi zehirliyor
[19:38:33	][WRUS] C24:i5.TAP-54: Ve prenses ölüm yatağına düşüyor
[19:38:36	][RUS] C24:i5.(X)KING-19: Tamam bırakırmısın
[19:38:42	][WRUS] C24:i5.TAP-54: onuysa gerçek prensin öpücüğü kurtarıyor
[19:38:46	][WRUS] C24:i5.TAP-54: senide olucağı gibi
[19:38:59	][WRUS] C24:i5.TAP-54: O herifin zehirinden seni kurtaracağım
[19:39:02	][ME] C24:i5.TAP-54: Bırakır
[19:39:13	][RUS] C24:i5.(X)KING-19: Ne anlatıyor bu
[19:39:14	]C24:i5.TAP-54 used command '/PM 19 öle sikeler'.
[19:39:24	]C24:i5.(X)KING-19 used command '/PM 54 gel bidaha dene'.
[19:39:32	]Barış has unloaded their "C24:i5.(X)KING-19" character.
[19:39:36	]Barış loaded the character 'C24:RCT.YELLO-36'
[19:39:37	]C24:i5.TAP-54 used command '/Reply nie kaçtın oc'.
[19:39:42	][IC] C24:i5.TAP-54: <:: YELLOW. ::>
[19:39:43	][IC] C24:i5.TAP-54: <:: Yürü! ::>
[19:39:47	][IC] C24:RCT.YELLO-36: <:: Sen geç. ::>
[19:39:50	][IC] C24:i5.TAP-54: <:: Hareket et dedim! ::>
[19:40:00	][ME] C24:i5.TAP-54: Göğüsünden iter.
[19:40:05	][ME] C24:RCT.YELLO-36: Kişiyi hafifce iter ve prensese yol verir gibi yol verir
[19:40:13	]Barış has unloaded their "C24:RCT.YELLO-36" character.
[19:40:16	]Barış loaded the character 'C24:RCT.YELLO-36'
[19:40:19	][ME] C24:i5.TAP-54: Telsizine basar.
[19:40:25	][LOOC] C24:RCT.YELLO-36: LAN
[19:40:32	]C24:RCT.YELLO-36 used command '/CharFallOver'.
[19:40:42	]C24:i5.TAP-54 used command '/Radio Saygısız birim üst rütbeye saygısızlıktan rehabilite ediliyor kayıtlara rapor edilecektir. Serve'.
[19:40:49	]Barış has unloaded their "C24:RCT.YELLO-36" character.
[19:40:52	]Barış loaded the character 'S10:SCN-3'
[19:40:55	]C24:i5.TAP-54 used command '/Reply kaçma amına korum'.
[19:41:00	]S10:SCN-3 used command '/Radio 10-2'.
[19:41:02	]C24:i5.TAP-54 used command '/Reply sg çıkıyorum ben'.
[19:41:08	]Kaan has unloaded their "C24:i5.TAP-54" character.
[19:41:15	]Barış has unloaded their "S10:SCN-3" character.
[19:41:18	]Barış loaded the character 'C24:i5.(X)KING-19'
[19:41:28	]Kaan loaded the character 'Alfred Caston'
[19:41:33	]Alfred Caston is fully healed.
[19:41:42	]C24:i5.(X)KING-19 used command '/PM STEAM_0:1:448976614 gel gel şaka'.
[19:42:06	]Alfred Caston used command '/Reply ckyı şimdi hakettin alfred caston geldi'.
[19:42:14	]C24:i5.(X)KING-19 used command '/PM alfred gel la gel'.
[19:42:25	]Kaan loaded the character 'C24:i5.TAP-54'
[19:42:41	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[19:42:59	][IC] C24:i5.TAP-54: <:: Beni birdaha itersen sonuçlarına katlanırsın. ::>
[19:43:06	][IC] C24:i5.(X)KING-19: <:: Ne olucak? ::>
[19:43:10	][IC] C24:i5.TAP-54: <:: Denemek istermisin. ::>
[19:43:14	][IC] C24:i5.(X)KING-19: <:: Önümde duran birisine gül uzatamam. ::>
[19:43:29	][IC] C24:i5.TAP-54: <:: Gülde uzatabilirsin. ::>
[19:43:37	][IC] C24:i5.TAP-54: <:: Belki sihirli bir öpücükle önünden çıkar. ::>
[19:43:41	][ME] C24:i5.(X)KING-19: Kişiye yaklaşıp nazikçe iter
[19:43:44	][ME] C24:i5.TAP-54: Kişiyi kolundan sertçe tutar ve duvara doğru sertçe yaslar.
[19:43:57	][LOOC] C24:i5.TAP-54: oo me do ya uymucaksak
[19:44:03	]C24:i5.TAP-54 used command '/CP Kişi itememeiştir'.
[19:44:05	]C24:i5.TAP-54 used the 'Destek Masası Dağıtıcısı' vendor.
[19:44:05	]C24:i5.(X)KING-19 used command '/PM 54 kaçtım ben çoktan 10 metre elin olamaz'.
[19:44:24	][IC] C24:i5.TAP-54: <:: Hizmet et. ::>
[19:44:25	][IC] C24:i5.(X)KING-19: <:: Öngörülemeyen sonuçlar. ::>
[19:44:29	][IC] C24:i5.TAP-54: <:: Yürü! ::>
[19:44:32	][IC] C24:i5.TAP-54: <:: Hareket et dedim! ::>
[19:44:33	][IC] C24:i5.(X)KING-19: <:: Nereye? ::>
[19:44:36	][IC] C24:i5.TAP-54: <:: İçeri. ::>
[19:44:39	][IC] C24:i5.(X)KING-19: <:: Yok. ::>
[19:44:48	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[19:44:54	]C24:i5.TAP-54 used command '/CP öyle yürürsün işte'.
[19:45:07	][ME] C24:i5.TAP-54: Kolundan sertçe tutar.
[19:45:14	][ME] C24:i5.TAP-54: Kişiyi çeker
[19:45:14	]C24:i5.(X)KING-19 rolled 19 out of 20.
[19:45:14	]C24:i5.(X)KING-19 used command '/Roll agilityu'.
[19:45:18	]C24:i5.(X)KING-19 rolled 16 out of 20 (+3 from Çeviklik).
[19:45:18	]C24:i5.(X)KING-19 used command '/Roll agility'.
[19:45:22	][LOOC] C24:i5.TAP-54: genel zarla olmaz gülüm
[19:45:26	][LOOC] C24:i5.(X)KING-19: sondaki
[19:45:29	][ME] C24:i5.TAP-54: Kişiyi duvara iter
[19:45:32	]C24:i5.TAP-54 rolled 1 out of 20 (+5 from Güç).
[19:45:32	]C24:i5.TAP-54 used command '/Roll strength'.
[19:45:33	][ME] C24:i5.(X)KING-19: Kolundan kurtuldu
[19:45:40	][LOOC] C24:i5.TAP-54: sg itersen atmadın
[19:45:43	]C24:i5.(X)KING-19 used command '/CP ben çıkıyom'.
[19:45:46	]C24:i5.(X)KING-19 used command '/CP hadi bb'.
[19:45:51	][ME] C24:i5.TAP-54: Maskesini çıkartır ve öper
[19:45:58	][IC] C24:i5.TAP-54: <:: Seni zehirden kurtaran bu olucak. ::>
[19:46:00	][ME] C24:i5.(X)KING-19: silah çekip ateş eder
[19:46:03	]C24:i5.TAP-54 has lost a '17rnd USP Magazine' #164536.
[19:46:03	]C24:i5.TAP-54 has gained a '17rnd USP Magazine' #164527.
[19:46:05	]C24:i5.(X)KING-19 has lost a '17rnd USP Magazine' #165803.
[19:46:05	]C24:i5.(X)KING-19 has gained a '17rnd USP Magazine' #165802.
[19:46:13	]C24:i5.TAP-54 has gained a '17rnd USP Magazine' #164536.
[19:46:13	]C24:i5.TAP-54 has lost a '17rnd USP Magazine' #164535.
[19:46:18	]Barış (STEAM_0:0:195372324) has disconnected.
[19:46:26	]Kaan (STEAM_0:1:448976614) has disconnected.
