[14:05:52	]Jaslyiaa UwU has connected.
[19:46:23	]Handschar | Leibstandarte entered observer.
[19:46:23	]Handschar | Leibstandarte exited observer at their location.
[19:46:23	]Handschar | Leibstandarte has taken 220 damage from worldspawn.
[19:46:24	]Handschar | Leibstandarte entered observer.
[19:46:24	]Handschar | Leibstandarte exited observer at their location.
[19:46:24	]Handschar | Leibstandarte has taken 208 damage from worldspawn.
[19:46:24	]Handschar | Leibstandarte is fully healed.
[19:46:24	]Handschar | Leibstandarte entered observer.
[19:46:33	]Handschar | Leibstandarte exited observer at their location.
[19:46:47	]Handschar | Leibstandarte entered observer.
[19:46:50	]Handschar | Leibstandarte exited observer at their location.
[19:46:52	]Handschar | Leibstandarte has taken 39 damage from worldspawn.
[19:46:54	]Handschar | Leibstandarte is fully healed.
[19:46:56	]Handschar | Leibstandarte entered observer.
[19:46:58	]Handschar | Leibstandarte exited observer at their location.
[19:47:01	]Handschar | Leibstandarte has taken 102 damage from worldspawn.
[19:47:02	]Handschar | Leibstandarte entered observer.
[19:47:03	]Handschar | Leibstandarte exited observer at their location.
[19:47:04	]Handschar | Leibstandarte is fully healed.
[19:47:06	]Handschar | Leibstandarte has taken 170 damage from worldspawn.
[19:47:06	]Handschar | Leibstandarte entered observer.
[19:47:07	]Handschar | Leibstandarte exited observer at their location.
[19:47:09	]Handschar | Leibstandarte is fully healed.
[19:47:10	]Handschar | Leibstandarte has taken 170 damage from worldspawn.
[19:47:10	]Handschar | Leibstandarte entered observer.
[19:47:10	]Handschar | Leibstandarte exited observer at their location.
[19:47:13	]Handschar | Leibstandarte has taken 170 damage from worldspawn.
[19:47:13	]Handschar | Leibstandarte entered observer.
[19:47:14	]Handschar | Leibstandarte exited observer at their location.
[19:47:14	]Handschar | Leibstandarte is fully healed.
[19:47:17	]Handschar | Leibstandarte has taken 170 damage from worldspawn.
[19:47:19	]Handschar | Leibstandarte is fully healed.
[19:47:20	]Handschar | Leibstandarte entered observer.
[19:47:22	]Handschar | Leibstandarte exited observer at their location.
[19:47:24	]Handschar | Leibstandarte has taken 19 damage from worldspawn.
[19:47:25	]Handschar | Leibstandarte entered observer.
[19:47:26	]Handschar | Leibstandarte exited observer at their location.
[19:47:27	]Handschar | Leibstandarte has taken 261 damage from worldspawn.
[19:47:29	]Handschar | Leibstandarte is fully healed.
[19:47:30	]Handschar | Leibstandarte entered observer.
[19:47:30	]Handschar | Leibstandarte exited observer at their location.
[19:47:30	]Handschar | Leibstandarte has taken 207 damage from worldspawn.
[19:47:31	]Handschar | Leibstandarte entered observer.
[19:47:31	]Handschar | Leibstandarte exited observer at their location.
[19:47:32	]Handschar | Leibstandarte entered observer.
[19:47:32	]Handschar | Leibstandarte exited observer at their location.
[19:47:32	]Handschar | Leibstandarte has taken 247 damage from worldspawn.
[19:47:33	]Handschar | Leibstandarte entered observer.
[19:47:33	]Handschar | Leibstandarte exited observer at their location.
[19:47:33	]Handschar | Leibstandarte entered observer.
[19:47:34	]Handschar | Leibstandarte exited observer at their location.
[19:47:34	]Handschar | Leibstandarte entered observer.
[19:47:34	]Handschar | Leibstandarte is fully healed.
[19:47:34	]Handschar | Leibstandarte exited observer at their location.
[19:47:35	]Handschar | Leibstandarte entered observer.
[19:47:35	]Handschar | Leibstandarte exited observer at their location.
[19:47:36	]Handschar | Leibstandarte has taken 234 damage from worldspawn.
[19:47:36	]Handschar | Leibstandarte entered observer.
[19:47:37	]Handschar | Leibstandarte exited observer at their location.
[19:47:38	]Handschar | Leibstandarte has taken 267 damage from worldspawn.
[19:47:39	]Handschar | Leibstandarte is fully healed.
[19:49:00	]Handschar | Leibstandarte entered observer.
[19:49:01	]Handschar | Leibstandarte exited observer at their location.
[19:49:01	]Handschar | Leibstandarte has taken 81 damage from worldspawn.
[19:49:02	]Handschar | Leibstandarte entered observer.
[19:49:03	]Handschar | Leibstandarte exited observer at their location.
[19:49:04	]Handschar | Leibstandarte has taken 254 damage from worldspawn.
[19:49:04	]Handschar | Leibstandarte entered observer.
[19:49:04	]Handschar | Leibstandarte is fully healed.
[19:49:05	]Handschar | Leibstandarte exited observer at their location.
[19:49:05	]Handschar | Leibstandarte was knocked unconscious and is bleeding out.
[19:49:05	]Handschar | Leibstandarte entered observer.
[19:49:09	]Handschar | Leibstandarte ran SAM command 'respawn' with arguments: 'leib'
[19:49:10	]Handschar | Leibstandarte entered observer.
[19:49:34	]Handschar | Leibstandarte ran SAM command 'hp' with arguments: 'leib' '100'
[19:51:02	]Handschar | Leibstandarte exited observer at their location.
[19:51:02	]Handschar | Leibstandarte entered observer.
[19:51:05	]Handschar | Leibstandarte exited observer at their location.
[19:51:10	]Handschar | Leibstandarte entered observer.
[19:51:14	]Handschar | Leibstandarte exited observer at their location.
[19:51:14	]Handschar | Leibstandarte entered observer.
[19:51:16	]Handschar | Leibstandarte exited observer at their location.
[19:51:17	]Handschar | Leibstandarte entered observer.
[19:51:20	]Handschar | Leibstandarte exited observer at their location.
[19:51:20	]Handschar | Leibstandarte entered observer.
[19:51:32	]Handschar | Leibstandarte exited observer at their location.
[19:51:41	]Handschar | Leibstandarte entered observer.
[19:51:41	]Handschar | Leibstandarte exited observer at their location.
[19:51:42	]Handschar | Leibstandarte entered observer.
[19:51:45	]Handschar | Leibstandarte exited observer at their location.
[19:51:59	]Handschar | Leibstandarte entered observer.
[19:52:01	]Handschar | Leibstandarte exited observer at their location.
[19:52:01	]Handschar | Leibstandarte entered observer.
[19:52:03	]Handschar | Leibstandarte exited observer at their location.
[19:52:05	]Handschar | Leibstandarte entered observer.
[19:52:07	]Handschar | Leibstandarte exited observer at their location.
[19:52:07	]Handschar | Leibstandarte entered observer.
[19:52:08	]Handschar | Leibstandarte exited observer at their location.
[19:52:09	]Handschar | Leibstandarte entered observer.
[19:52:14	]Handschar | Leibstandarte exited observer at their location.
[19:52:15	]Handschar | Leibstandarte entered observer.
[19:52:15	]Handschar | Leibstandarte exited observer at their location.
[19:52:16	]Handschar | Leibstandarte entered observer.
[19:52:17	]Handschar | Leibstandarte exited observer at their location.
[19:52:18	]Handschar | Leibstandarte entered observer.
[19:52:19	]Handschar | Leibstandarte exited observer at their location.
[19:52:27	]Handschar | Leibstandarte entered observer.
[19:52:28	]Handschar | Leibstandarte exited observer at their location.
[19:52:29	]Handschar | Leibstandarte entered observer.
[19:52:30	]Handschar | Leibstandarte exited observer at their location.
[19:52:31	]Handschar | Leibstandarte entered observer.
[19:52:32	]Handschar | Leibstandarte exited observer at their location.
[19:52:33	]Handschar | Leibstandarte entered observer.
[19:52:33	]Handschar | Leibstandarte exited observer at their location.
[19:52:34	]Handschar | Leibstandarte entered observer.
[19:52:36	]Handschar | Leibstandarte exited observer at their location.
[19:52:48	]Handschar | Leibstandarte entered observer.
[19:52:53	]Handschar | Leibstandarte exited observer at their location.
[19:52:53	]Handschar | Leibstandarte entered observer.
[19:52:54	]Handschar | Leibstandarte exited observer at their location.
[19:52:55	]Handschar | Leibstandarte entered observer.
[19:52:56	]Handschar | Leibstandarte exited observer at their location.
[19:52:57	]Handschar | Leibstandarte entered observer.
[19:52:58	]Handschar | Leibstandarte exited observer at their location.
[19:52:59	]Handschar | Leibstandarte entered observer.
[19:53:00	]Handschar | Leibstandarte exited observer at their location.
[19:53:00	]Handschar | Leibstandarte entered observer.
[19:53:01	]Handschar | Leibstandarte exited observer at their location.
[19:53:02	]Handschar | Leibstandarte entered observer.
[19:53:02	]Handschar | Leibstandarte exited observer at their location.
[19:53:03	]Handschar | Leibstandarte entered observer.
[19:53:03	]Handschar | Leibstandarte exited observer at their location.
[19:53:04	]Handschar | Leibstandarte entered observer.
[19:53:05	]Handschar | Leibstandarte exited observer at their location.
[19:53:05	]Handschar | Leibstandarte entered observer.
[19:53:06	]Handschar | Leibstandarte exited observer at their location.
[19:53:07	]Handschar | Leibstandarte entered observer.
[19:53:08	]Handschar | Leibstandarte exited observer at their location.
[19:53:08	]Handschar | Leibstandarte entered observer.
[19:53:08	]Handschar | Leibstandarte exited observer at their location.
[19:53:09	]Handschar | Leibstandarte entered observer.
[19:53:09	]Handschar | Leibstandarte exited observer at their location.
[19:53:09	]Handschar | Leibstandarte entered observer.
[19:53:09	]Handschar | Leibstandarte exited observer at their location.
[19:53:10	]Handschar | Leibstandarte entered observer.
[19:53:10	]Handschar | Leibstandarte exited observer at their location.
[19:53:11	]Handschar | Leibstandarte entered observer.
[19:53:11	]Handschar | Leibstandarte exited observer at their location.
[19:53:15	]Handschar | Leibstandarte entered observer.
[19:53:18	]Handschar | Leibstandarte exited observer at their location.
[19:53:19	]Handschar | Leibstandarte entered observer.
[19:53:19	]Handschar | Leibstandarte exited observer at their location.
[19:53:20	]Handschar | Leibstandarte entered observer.
[19:53:21	]Handschar | Leibstandarte exited observer at their location.
[19:53:22	]Handschar | Leibstandarte entered observer.
[19:53:23	]Handschar | Leibstandarte exited observer at their location.
[19:53:24	]Handschar | Leibstandarte entered observer.
[19:53:27	]Handschar | Leibstandarte exited observer at their location.
[19:53:29	]Handschar | Leibstandarte entered observer.
[19:53:30	]Handschar | Leibstandarte exited observer at their location.
[19:53:31	]Handschar | Leibstandarte entered observer.
[19:53:32	]Handschar | Leibstandarte exited observer at their location.
[19:53:32	]Handschar | Leibstandarte entered observer.
[19:53:33	]Handschar | Leibstandarte exited observer at their location.
[19:53:34	]Handschar | Leibstandarte entered observer.
[19:53:35	]Handschar | Leibstandarte exited observer at their location.
[19:53:37	]Handschar | Leibstandarte entered observer.
[19:53:37	]Handschar | Leibstandarte exited observer at their location.
[19:53:38	]Handschar | Leibstandarte entered observer.
[19:53:38	]Handschar | Leibstandarte exited observer at their location.
[19:53:39	]Handschar | Leibstandarte entered observer.
[19:53:40	]Handschar | Leibstandarte exited observer at their location.
[19:53:40	]Handschar | Leibstandarte entered observer.
[19:53:41	]Handschar | Leibstandarte exited observer at their location.
[19:53:41	]Handschar | Leibstandarte entered observer.
[19:53:43	]Handschar | Leibstandarte exited observer at their location.
[19:53:43	]Handschar | Leibstandarte entered observer.
[19:53:44	]Handschar | Leibstandarte exited observer at their location.
[19:53:44	]Handschar | Leibstandarte entered observer.
[19:53:45	]Handschar | Leibstandarte exited observer at their location.
[19:54:01	]Handschar | Leibstandarte entered observer.
[19:54:02	]Handschar | Leibstandarte exited observer at their location.
[19:54:02	]Handschar | Leibstandarte entered observer.
[19:54:05	]Handschar | Leibstandarte exited observer at their location.
[19:54:05	]Handschar | Leibstandarte entered observer.
[19:54:05	]Handschar | Leibstandarte exited observer at their location.
[19:54:06	]Handschar | Leibstandarte entered observer.
[19:54:07	]Handschar | Leibstandarte exited observer at their location.
[19:54:07	]Handschar | Leibstandarte entered observer.
[19:54:07	]Handschar | Leibstandarte exited observer at their location.
[19:54:09	]Handschar | Leibstandarte entered observer.
[19:54:10	]Handschar | Leibstandarte exited observer at their location.
[19:54:10	]Handschar | Leibstandarte entered observer.
[19:54:14	]Handschar | Leibstandarte exited observer at their location.
[19:54:14	]Handschar | Leibstandarte entered observer.
[19:54:15	]Handschar | Leibstandarte exited observer at their location.
[19:54:16	]Handschar | Leibstandarte entered observer.
[19:54:17	]Handschar | Leibstandarte exited observer at their location.
[19:54:17	]Handschar | Leibstandarte entered observer.
[19:54:17	]Handschar | Leibstandarte exited observer at their location.
[19:54:18	]Handschar | Leibstandarte entered observer.
[19:54:19	]Handschar | Leibstandarte exited observer at their location.
[19:54:19	]Handschar | Leibstandarte entered observer.
[19:54:20	]Handschar | Leibstandarte exited observer at their location.
[19:54:21	]Handschar | Leibstandarte entered observer.
[19:54:22	]Handschar | Leibstandarte exited observer at their location.
[19:54:22	]Handschar | Leibstandarte entered observer.
[19:54:23	]Handschar | Leibstandarte exited observer at their location.
[19:54:24	]Handschar | Leibstandarte entered observer.
[19:54:25	]Handschar | Leibstandarte exited observer at their location.
[19:54:26	]Handschar | Leibstandarte entered observer.
[19:54:26	]Handschar | Leibstandarte exited observer at their location.
[19:54:27	]Handschar | Leibstandarte entered observer.
[19:54:30	]Handschar | Leibstandarte exited observer at their location.
[19:54:30	]Handschar | Leibstandarte entered observer.
[19:54:30	]Handschar | Leibstandarte exited observer at their location.
[19:54:32	]Handschar | Leibstandarte entered observer.
[19:54:48	]Handschar | Leibstandarte exited observer at their location.
[19:54:48	]Handschar | Leibstandarte entered observer.
[19:54:49	]Handschar | Leibstandarte exited observer at their location.
[19:54:50	]Handschar | Leibstandarte entered observer.
[19:54:51	]Handschar | Leibstandarte exited observer at their location.
[19:54:52	]Handschar | Leibstandarte entered observer.
[19:54:53	]Handschar | Leibstandarte exited observer at their location.
[19:54:54	]Handschar | Leibstandarte entered observer.
[19:55:25	]Handschar | Leibstandarte exited observer at their location.
[19:55:26	]Handschar | Leibstandarte entered observer.
[19:55:27	]Handschar | Leibstandarte exited observer at their location.
[19:55:27	]Handschar | Leibstandarte entered observer.
[19:55:27	]Handschar | Leibstandarte exited observer at their location.
[19:55:29	]Handschar | Leibstandarte entered observer.
[19:55:29	]Handschar | Leibstandarte exited observer at their location.
[19:55:29	]Handschar | Leibstandarte entered observer.
[19:55:30	]Handschar | Leibstandarte exited observer at their location.
[19:55:38	]Handschar | Leibstandarte entered observer.
[19:55:39	]Handschar | Leibstandarte exited observer at their location.
[19:55:39	]Handschar | Leibstandarte entered observer.
[19:55:40	]Handschar | Leibstandarte exited observer at their location.
[19:55:40	]Handschar | Leibstandarte entered observer.
[19:55:41	]Handschar | Leibstandarte exited observer at their location.
[19:55:41	]Handschar | Leibstandarte was knocked unconscious and is bleeding out.
[19:55:41	]Handschar | Leibstandarte entered observer.
[19:55:45	]Handschar | Leibstandarte ran SAM command 'respawn' with arguments: 'leib'
[19:55:46	]Handschar | Leibstandarte entered observer.
[19:55:47	]Handschar | Leibstandarte exited observer at their location.
[19:55:49	]Handschar | Leibstandarte is fully healed.
[19:56:09	]Handschar | Leibstandarte entered observer.
[19:56:11	]Handschar | Leibstandarte exited observer at their location.
[19:56:28	]Handschar | Leibstandarte entered observer.
[19:56:30	]Handschar | Leibstandarte exited observer at their location.
[19:56:30	]Handschar | Leibstandarte entered observer.
[19:56:31	]Handschar | Leibstandarte exited observer at their location.
[19:56:32	]Handschar | Leibstandarte entered observer.
[19:56:34	]Handschar | Leibstandarte exited observer at their location.
[19:56:35	]Handschar | Leibstandarte entered observer.
[19:56:35	]Handschar | Leibstandarte exited observer at their location.
[19:56:36	]Handschar | Leibstandarte entered observer.
[19:56:36	]Handschar | Leibstandarte exited observer at their location.
[19:56:36	]Handschar | Leibstandarte entered observer.
[19:56:37	]Handschar | Leibstandarte exited observer at their location.
[19:56:38	]Handschar | Leibstandarte entered observer.
[19:56:38	]Handschar | Leibstandarte exited observer at their location.
[19:56:39	]Handschar | Leibstandarte entered observer.
[19:56:39	]Handschar | Leibstandarte exited observer at their location.
[19:56:39	]Handschar | Leibstandarte entered observer.
[19:56:40	]Handschar | Leibstandarte exited observer at their location.
[19:56:48	]Handschar | Leibstandarte entered observer.
[19:56:50	]Handschar | Leibstandarte exited observer at their location.
[19:56:50	]Handschar | Leibstandarte entered observer.
[19:56:50	]Handschar | Leibstandarte exited observer at their location.
[19:56:51	]Handschar | Leibstandarte entered observer.
[19:56:52	]Handschar | Leibstandarte exited observer at their location.
[19:56:52	]Handschar | Leibstandarte entered observer.
[19:56:53	]Handschar | Leibstandarte exited observer at their location.
[19:56:54	]Handschar | Leibstandarte entered observer.
[19:56:55	]Handschar | Leibstandarte exited observer at their location.
[19:56:55	]Handschar | Leibstandarte entered observer.
[19:56:55	]Handschar | Leibstandarte exited observer at their location.
[19:56:56	]Handschar | Leibstandarte entered observer.
[19:56:57	]Handschar | Leibstandarte exited observer at their location.
[19:56:58	]Handschar | Leibstandarte entered observer.
[19:56:58	]Handschar | Leibstandarte exited observer at their location.
[19:56:59	]Handschar | Leibstandarte entered observer.
[19:57:01	]Handschar | Leibstandarte exited observer at their location.
[19:57:01	]Handschar | Leibstandarte entered observer.
[19:57:02	]Handschar | Leibstandarte exited observer at their location.
[19:57:03	]Handschar | Leibstandarte entered observer.
[19:57:05	]Handschar | Leibstandarte exited observer at their location.
[19:57:06	]Handschar | Leibstandarte entered observer.
[19:57:06	]Handschar | Leibstandarte exited observer at their location.
[19:57:07	]Handschar | Leibstandarte has taken 11 damage from worldspawn.
[19:57:07	]Handschar | Leibstandarte entered observer.
[19:57:12	]Handschar | Leibstandarte exited observer at their location.
[19:57:12	]Handschar | Leibstandarte entered observer.
[19:57:13	]Handschar | Leibstandarte exited observer at their location.
[19:57:14	]Handschar | Leibstandarte entered observer.
[19:57:15	]Handschar | Leibstandarte exited observer at their location.
[19:57:15	]Handschar | Leibstandarte entered observer.
[19:57:16	]Handschar | Leibstandarte exited observer at their location.
[19:57:16	]Handschar | Leibstandarte entered observer.
[19:57:17	]Handschar | Leibstandarte exited observer at their location.
[19:57:18	]Handschar | Leibstandarte entered observer.
[19:57:18	]Handschar | Leibstandarte exited observer at their location.
[19:57:24	]Handschar | Leibstandarte entered observer.
[19:57:26	]Handschar | Leibstandarte exited observer at their location.
[19:57:26	]Handschar | Leibstandarte entered observer.
[19:57:27	]Handschar | Leibstandarte exited observer at their location.
[19:57:28	]Handschar | Leibstandarte entered observer.
[19:57:38	]Handschar | Leibstandarte exited observer at their location.
[19:57:38	]Handschar | Leibstandarte entered observer.
[19:57:38	]Handschar | Leibstandarte exited observer at their location.
[19:57:40	]Handschar | Leibstandarte entered observer.
[19:57:44	]Handschar | Leibstandarte exited observer at their location.
[19:57:44	]Handschar | Leibstandarte entered observer.
[19:57:48	]Handschar | Leibstandarte exited observer at their location.
[19:57:49	]Handschar | Leibstandarte entered observer.
[19:57:50	]Handschar | Leibstandarte exited observer at their location.
[19:57:50	]Handschar | Leibstandarte entered observer.
[19:57:51	]Handschar | Leibstandarte exited observer at their location.
[19:57:52	]Handschar | Leibstandarte entered observer.
[19:57:52	]Handschar | Leibstandarte exited observer at their location.
[19:57:56	]Handschar | Leibstandarte entered observer.
[19:58:46	]Handschar | Leibstandarte exited observer at their location.
[19:58:47	]Handschar | Leibstandarte entered observer.
[19:58:49	]Handschar | Leibstandarte exited observer at their location.
[19:58:50	]Handschar | Leibstandarte entered observer.
[19:58:50	]Handschar | Leibstandarte exited observer at their location.
[19:58:50	]Handschar | Leibstandarte entered observer.
[19:58:53	]Handschar | Leibstandarte exited observer at their location.
[19:58:53	]Handschar | Leibstandarte entered observer.
[19:58:54	]Handschar | Leibstandarte exited observer at their location.
[19:58:55	]Handschar | Leibstandarte entered observer.
[19:58:55	]Handschar | Leibstandarte exited observer at their location.
[19:58:56	]Handschar | Leibstandarte entered observer.
[19:58:56	]Handschar | Leibstandarte exited observer at their location.
[19:58:57	]Handschar | Leibstandarte entered observer.
[19:58:58	]Handschar | Leibstandarte exited observer at their location.
[19:58:59	]Handschar | Leibstandarte entered observer.
[19:58:59	]Handschar | Leibstandarte exited observer at their location.
[19:59:00	]Handschar | Leibstandarte entered observer.
[19:59:00	]Handschar | Leibstandarte exited observer at their location.
[19:59:01	]Handschar | Leibstandarte entered observer.
[19:59:01	]Handschar | Leibstandarte exited observer at their location.
[19:59:02	]Handschar | Leibstandarte entered observer.
[19:59:03	]Handschar | Leibstandarte exited observer at their location.
[19:59:04	]Handschar | Leibstandarte entered observer.
[19:59:05	]Handschar | Leibstandarte exited observer at their location.
[19:59:05	]Handschar | Leibstandarte entered observer.
[19:59:12	]Handschar | Leibstandarte exited observer at their location.
[19:59:12	]Handschar | Leibstandarte entered observer.
[19:59:12	]Handschar | Leibstandarte exited observer at their location.
[19:59:13	]Handschar | Leibstandarte entered observer.
[19:59:14	]Handschar | Leibstandarte exited observer at their location.
[19:59:14	]Handschar | Leibstandarte entered observer.
[19:59:15	]Handschar | Leibstandarte exited observer at their location.
[19:59:15	]Handschar | Leibstandarte entered observer.
[19:59:16	]Handschar | Leibstandarte exited observer at their location.
[19:59:17	]Handschar | Leibstandarte entered observer.
[19:59:17	]Handschar | Leibstandarte exited observer at their location.
[19:59:18	]Handschar | Leibstandarte entered observer.
[19:59:18	]Handschar | Leibstandarte exited observer at their location.
[19:59:19	]Handschar | Leibstandarte entered observer.
[19:59:19	]Handschar | Leibstandarte exited observer at their location.
[19:59:20	]Handschar | Leibstandarte entered observer.
[19:59:20	]Handschar | Leibstandarte exited observer at their location.
[19:59:21	]Handschar | Leibstandarte entered observer.
[19:59:21	]Handschar | Leibstandarte exited observer at their location.
[19:59:22	]Handschar | Leibstandarte entered observer.
[19:59:24	]Handschar | Leibstandarte exited observer at their location.
[19:59:25	]Handschar | Leibstandarte entered observer.
[19:59:28	]Handschar | Leibstandarte exited observer at their location.
[19:59:28	]Handschar | Leibstandarte entered observer.
[19:59:28	]Handschar | Leibstandarte exited observer at their location.
[19:59:31	]Handschar | Leibstandarte entered observer.
[19:59:31	]Handschar | Leibstandarte exited observer at their location.
[19:59:33	]Handschar | Leibstandarte entered observer.
[20:00:27	]Handschar | Leibstandarte exited observer at their location.
[20:00:27	]Handschar | Leibstandarte entered observer.
[20:00:28	]Handschar | Leibstandarte exited observer at their location.
[20:00:29	]Handschar | Leibstandarte entered observer.
[20:00:31	]Handschar | Leibstandarte exited observer at their location.
[20:00:51	]Handschar | Leibstandarte entered observer.
[20:00:52	]Handschar | Leibstandarte exited observer at their location.
[20:00:52	]Handschar | Leibstandarte entered observer.
[20:00:53	]Handschar | Leibstandarte exited observer at their location.
[20:00:54	]Handschar | Leibstandarte entered observer.
[20:00:56	]Handschar | Leibstandarte exited observer at their location.
[20:00:56	]Handschar | Leibstandarte entered observer.
[20:00:56	]Handschar | Leibstandarte exited observer at their location.
[20:00:57	]Handschar | Leibstandarte entered observer.
[20:01:00	]Handschar | Leibstandarte exited observer at their location.
[20:01:04	]Handschar | Leibstandarte entered observer.
[20:01:06	]Handschar | Leibstandarte exited observer at their location.
[20:01:07	]Handschar | Leibstandarte entered observer.
[20:01:09	]Handschar | Leibstandarte exited observer at their location.
[20:01:10	]Handschar | Leibstandarte entered observer.
[20:01:10	]Handschar | Leibstandarte exited observer at their location.
[20:01:11	]Handschar | Leibstandarte entered observer.
[20:01:11	]Handschar | Leibstandarte exited observer at their location.
[20:01:12	]Handschar | Leibstandarte entered observer.
[20:01:12	]Handschar | Leibstandarte exited observer at their location.
[20:01:13	]Handschar | Leibstandarte entered observer.
[20:01:14	]Handschar | Leibstandarte exited observer at their location.
[20:01:25	]Handschar | Leibstandarte entered observer.
[20:01:26	]Handschar | Leibstandarte exited observer at their location.
[20:01:27	]Handschar | Leibstandarte entered observer.
[20:01:27	]Handschar | Leibstandarte exited observer at their location.
[20:01:28	]Handschar | Leibstandarte entered observer.
[20:01:29	]Handschar | Leibstandarte exited observer at their location.
[20:01:29	]Handschar | Leibstandarte has taken 20 damage from worldspawn.
[20:01:29	]Handschar | Leibstandarte entered observer.
[20:01:29	]Handschar | Leibstandarte exited observer at their location.
[20:01:30	]Handschar | Leibstandarte entered observer.
[20:01:32	]Handschar | Leibstandarte exited observer at their location.
[20:01:34	]Handschar | Leibstandarte ran SAM command 'hp' with arguments: 'leibs' '100'
[20:01:39	]Handschar | Leibstandarte is fully healed.
[20:01:42	]Handschar | Leibstandarte entered observer.
[20:01:45	]Handschar | Leibstandarte exited observer at their location.
[20:01:45	]Handschar | Leibstandarte entered observer.
[20:01:46	]Handschar | Leibstandarte exited observer at their location.
[20:01:46	]Handschar | Leibstandarte entered observer.
[20:01:47	]Handschar | Leibstandarte exited observer at their location.
[20:01:48	]Handschar | Leibstandarte entered observer.
[20:01:48	]Handschar | Leibstandarte exited observer at their location.
[20:01:49	]Handschar | Leibstandarte entered observer.
[20:01:50	]Handschar | Leibstandarte exited observer at their location.
[20:01:53	]Handschar | Leibstandarte entered observer.
[20:01:53	]Handschar | Leibstandarte exited observer at their location.
[20:01:54	]Handschar | Leibstandarte entered observer.
[20:01:55	]Handschar | Leibstandarte exited observer at their location.
[20:01:56	]Handschar | Leibstandarte entered observer.
[20:01:56	]Handschar | Leibstandarte exited observer at their location.
[20:01:58	]Handschar | Leibstandarte entered observer.
[20:01:59	]Handschar | Leibstandarte exited observer at their location.
[20:03:45	]Handschar | Leibstandarte entered observer.
[20:03:46	]Handschar | Leibstandarte exited observer at their location.
[20:03:47	]Handschar | Leibstandarte entered observer.
[20:03:48	]Handschar | Leibstandarte exited observer at their location.
[20:03:49	]Handschar | Leibstandarte entered observer.
[20:03:50	]Handschar | Leibstandarte exited observer at their location.
[20:03:51	]Handschar | Leibstandarte entered observer.
[20:03:51	]Handschar | Leibstandarte exited observer at their location.
[20:03:52	]Handschar | Leibstandarte entered observer.
[20:03:53	]Handschar | Leibstandarte exited observer at their location.
[20:03:54	]Handschar | Leibstandarte entered observer.
[20:03:57	]Handschar | Leibstandarte exited observer at their location.
[20:03:58	]Handschar | Leibstandarte entered observer.
[20:03:58	]Handschar | Leibstandarte exited observer at their location.
[20:03:59	]Handschar | Leibstandarte entered observer.
[20:03:59	]Handschar | Leibstandarte exited observer at their location.
[20:04:00	]Handschar | Leibstandarte entered observer.
[20:05:45	]Handschar | Leibstandarte exited observer at their location.
[20:05:45	]Handschar | Leibstandarte entered observer.
[20:05:46	]Handschar | Leibstandarte exited observer at their location.
[20:05:48	]Handschar | Leibstandarte entered observer.
[20:05:48	]Handschar | Leibstandarte exited observer at their location.
[20:05:49	]Handschar | Leibstandarte entered observer.
[20:05:49	]Handschar | Leibstandarte exited observer at their location.
[20:05:50	]Handschar | Leibstandarte entered observer.
[20:05:51	]Handschar | Leibstandarte exited observer at their location.
[20:05:51	]Handschar | Leibstandarte entered observer.
[20:05:52	]Handschar | Leibstandarte exited observer at their location.
[20:05:53	]Handschar | Leibstandarte entered observer.
[20:05:55	]Handschar | Leibstandarte exited observer at their location.
[20:07:11	]Handschar | Leibstandarte entered observer.
[20:07:13	]Handschar | Leibstandarte exited observer at their location.
[20:07:14	]Handschar | Leibstandarte entered observer.
[20:07:17	]Handschar | Leibstandarte exited observer at their location.
[20:07:17	]Handschar | Leibstandarte entered observer.
[20:07:18	]Handschar | Leibstandarte exited observer at their location.
[20:07:19	]Handschar | Leibstandarte entered observer.
[20:07:19	]Handschar | Leibstandarte exited observer at their location.
[20:07:20	]Handschar | Leibstandarte entered observer.
[20:07:20	]Handschar | Leibstandarte exited observer at their location.
[20:07:21	]Handschar | Leibstandarte entered observer.
[20:07:22	]Handschar | Leibstandarte exited observer at their location.
[20:07:23	]Handschar | Leibstandarte entered observer.
[20:07:25	]Handschar | Leibstandarte exited observer at their location.
[20:09:35	]Handschar | Leibstandarte entered observer.
[20:09:55	]Handschar | Leibstandarte exited observer at their location.
[20:10:01	]Handschar | Leibstandarte used command '/ToggleRaise'.
[20:10:07	]Handschar | Leibstandarte entered observer.
[20:10:08	]Handschar | Leibstandarte entered observer.
[20:15:40	]Handschar | Leibstandarte exited observer at their location.
[20:15:40	]Handschar | Leibstandarte entered observer.
[20:15:48	]Handschar | Leibstandarte exited observer at their location.
[20:15:49	]Handschar | Leibstandarte entered observer.
[20:15:49	]Handschar | Leibstandarte exited observer at their location.
[20:15:50	]Handschar | Leibstandarte entered observer.
[20:15:54	]Handschar | Leibstandarte exited observer at their location.
[20:15:55	]Handschar | Leibstandarte entered observer.
[20:16:02	]Handschar | Leibstandarte exited observer at their location.
[20:16:10	]Handschar | Leibstandarte entered observer.
[20:16:26	]Handschar | Leibstandarte exited observer at their location.
[20:16:27	]Handschar | Leibstandarte entered observer.
[20:16:29	]Handschar | Leibstandarte exited observer at their location.
[20:16:33	]Handschar | Leibstandarte entered observer.
[20:17:16	]Handschar | Leibstandarte exited observer at their location.
[20:17:16	]Handschar | Leibstandarte entered observer.
