[15:03:10	]Edil has connected.
[18:51:50	][IC] S10/OWS.GHOST-54: <:: Two. ::>
[18:51:51	][IC] S10/OWS.GHOST-54: <:: Three. ::>
[18:51:52	][IC] S10/OWS.GHOST-54: <:: Four. ::>
[18:51:52	][IC] S10/OWS.GHOST-54: <:: Five. ::>
[18:51:54	][IC] S10/OWS.GHOST-54: <:: Six. ::>
[18:51:54	][IC] S10/OWS.GHOST-54: <:: Seven. ::>
[18:51:55	][IC] S10/OWS.GHOST-54: <:: Eight. ::>
[18:51:56	][IC] S10/OWS.GHOST-54: <:: Nine. ::>
[18:51:58	][IC] S10/OWS.GHOST-54: <:: Ten. ::>
[18:53:29	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61367.
[18:53:29	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61384.
[18:57:24	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61384.
[18:57:24	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61367.
[18:58:27	]S10/OWS.GHOST-54 ran 'Equip' on item 'Flash Grenade' (#65984)
[18:58:29	]S10/OWS.GHOST-54 ran 'EquipUn' on item 'Rappel Gear' (#61351)
[18:58:35	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61367.
[18:58:35	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61366.
[18:59:15	][IC] S10/OWS.GHOST-54: <:: Biri düştü. ::>
[18:59:18	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61366.
[18:59:18	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61365.
[18:59:25	]S10/OWS.GHOST-54 ran 'combine' on item '30rnd MP-şarjörü' (#61366)
[18:59:26	]S10/OWS.GHOST-54 ran 'combine' on item '30rnd MP-şarjörü' (#61367)
[18:59:28	]S10/OWS.GHOST-54 ran 'combine' on item '30rnd MP-şarjörü' (#61367)
[18:59:29	]S10/OWS.GHOST-54 ran 'combine' on item '30rnd MP-şarjörü' (#61384)
[18:59:43	]S10/OWS.GHOST-54 has warped from Default to Default.
[19:00:56	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:00:59	]S10/OWS.GHOST-54 has gained 0 chips.
[19:00:59	]S10/OWS.GHOST-54 has gained a 'Frag Grenade' #66004.
[19:01:01	]S10/OWS.GHOST-54 has gained 0 chips.
[19:01:01	]S10/OWS.GHOST-54 has gained a 'Flash Grenade' #66005.
[19:01:06	]S10/OWS.GHOST-54 ran 'Equip' on item 'Flash Grenade' (#66005)
[19:01:21	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:01:24	]S10/OWS.GHOST-54 has gained 0 chips.
[19:01:24	]S10/OWS.GHOST-54 has gained a 'Flash Grenade' #66006.
[19:01:29	]S10/OWS.GHOST-54 ran 'Equip' on item 'Flash Grenade' (#66006)
[19:01:55	]S10/OWS.GHOST-54 ran 'Equip' on item 'Frag Grenade' (#66004)
[19:02:07	]S10/OWS.GHOST-54 has taken 5 damage from S10/OWS.GHOST-54.
[19:02:17	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:02:23	]S10/OWS.GHOST-54 has gained 0 chips.
[19:02:23	]S10/OWS.GHOST-54 has gained a 'Frag Grenade' #66007.
[19:03:06	]S10/OWS.GHOST-54 ran 'Equip' on item 'Frag Grenade' (#66007)
[19:03:11	]S10/OWS.GHOST-54 has taken 55 damage from S10/OWS.GHOST-54.
[19:03:21	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:03:29	]S10/OWS.GHOST-54 has gained 0 chips.
[19:03:29	]S10/OWS.GHOST-54 has gained a 'Sağlık Şırıngası' #66008.
[19:03:30	]S10/OWS.GHOST-54 has gained 0 chips.
[19:03:30	]S10/OWS.GHOST-54 has gained a 'Sağlık Şırıngası' #66009.
[19:03:30	]S10/OWS.GHOST-54 has gained 0 chips.
[19:03:30	]S10/OWS.GHOST-54 has gained a 'Sağlık Şırıngası' #66010.
[19:03:31	]S10/OWS.GHOST-54 has gained 0 chips.
[19:03:31	]S10/OWS.GHOST-54 has gained a 'Sağlık Şırıngası' #66011.
[19:03:39	]S10/OWS.GHOST-54 has gained 0 chips.
[19:03:39	]S10/OWS.GHOST-54 has gained a 'Flash Grenade' #66012.
[19:03:40	]S10/OWS.GHOST-54 has gained 0 chips.
[19:03:40	]S10/OWS.GHOST-54 has gained a 'Frag Grenade' #66013.
[19:03:51	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:04:01	]S10/OWS.GHOST-54 ran 'combine' on item 'Sağlık Şırıngası' (#66010)
[19:04:02	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66011)
[19:04:02	]S10/OWS.GHOST-54 has performed the 'Use Sağlık Şırıngası' action, gaining 46 experience in medicine.
[19:04:02	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:02	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:03	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66011)
[19:04:03	]S10/OWS.GHOST-54 has performed the 'Use Sağlık Şırıngası' action, gaining 40 experience in medicine.
[19:04:03	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:03	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:04	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66011)
[19:04:04	]S10/OWS.GHOST-54 has performed the 'Use Sağlık Şırıngası' action, gaining 17 experience in medicine.
[19:04:04	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:04	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:05	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66010)
[19:04:05	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:05	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:06	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66010)
[19:04:06	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:06	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:07	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66010)
[19:04:07	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:07	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:08	]S10/OWS.GHOST-54 ran 'split' on item 'Sağlık Şırıngası' (#66009)
[19:04:08	]S10/OWS.GHOST-54 has gained a 'Sağlık Şırıngası' #66014.
[19:04:09	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66009)
[19:04:09	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:09	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:10	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66009)
[19:04:10	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:10	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:11	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66014)
[19:04:11	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:11	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:12	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66008)
[19:04:12	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:12	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:13	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66008)
[19:04:13	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:13	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:14	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#66008)
[19:04:14	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:04:14	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:04:40	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61365.
[19:04:40	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61384.
[19:05:36	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61384.
[19:05:36	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61367.
[19:05:48	]S10/OWS.GHOST-54 ran 'combine' on item '30rnd MP-şarjörü' (#61384)
[19:05:50	]S10/OWS.GHOST-54 ran 'combine' on item '30rnd MP-şarjörü' (#61384)
[19:05:51	]S10/OWS.GHOST-54 ran 'drop' on item 'SMG Mermisi' (#65978)
[19:05:51	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #65978.
[19:05:55	]S10/OWS.GHOST-54 destroyed a 'SMG Mermisi' #65978.
[19:05:57	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:06:01	]S10/OWS.GHOST-54 has gained 0 chips.
[19:06:01	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #66015.
[19:06:01	]S10/OWS.GHOST-54 has gained 0 chips.
[19:06:01	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #66016.
[19:06:02	]S10/OWS.GHOST-54 has gained 0 chips.
[19:06:02	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #66017.
[19:06:33	]S10/OWS.GHOST-54 has warped from Default to Default.
[19:08:14	]S10/OWS.GHOST-54 has turned a ration dispenser off.
[19:08:27	]S10/OWS.GHOST-54 has turned a ration dispenser on.
[19:08:33	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61367.
[19:08:33	]S10/OWS.GHOST-54 was knocked unconscious and is bleeding out.
[19:09:28	]S10/OWS.GHOST-54 used command '/CharGetUp'.
[19:12:49	]S10/OWS.GHOST-54 used command '/CharGetUp'.
[19:14:28	]S10/OWS.GHOST-54 is no longer unconscious from critical wounds.
[19:18:28	]S10/OWS.GHOST-54 bled out.
[19:19:40	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#65999)
[19:19:40	]S10/OWS.GHOST-54 has performed the 'Use Sağlık Şırıngası' action, gaining 46 experience in medicine.
[19:19:40	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:19:40	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:19:41	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#65999)
[19:19:41	]S10/OWS.GHOST-54 has performed the 'Use Sağlık Şırıngası' action, gaining 40 experience in medicine.
[19:19:41	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:19:41	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:19:42	]S10/OWS.GHOST-54 ran 'use' on item 'Sağlık Şırıngası' (#65999)
[19:19:42	]S10/OWS.GHOST-54 has performed the 'Use Sağlık Şırıngası' action, gaining 20 experience in medicine.
[19:19:42	]S10/OWS.GHOST-54 was disinfected by S10/OWS.GHOST-54 for 36 seconds.
[19:19:42	]S10/OWS.GHOST-54 was bandaged by S10/OWS.GHOST-54 for 30 HP.
[19:19:44	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:19:47	]S10/OWS.GHOST-54 has gained 0 chips.
[19:19:47	]S10/OWS.GHOST-54 has gained a 'Sağlık Şırıngası' #66018.
[19:20:51	]S10/OWS.GHOST-54 has warped from Default to Default.
[19:21:15	]S10/OWS.GHOST-54 ran 'Equip' on item 'Combine PDA' (#61348)
[19:21:47	]S10/OWS.GHOST-54 ran 'EquipUn' on item 'Combine PDA' (#61348)
[19:21:48	]S10/OWS.GHOST-54 ran 'Equip' on item 'Combine PDA' (#61348)
[19:26:02	]S10/OWS.GHOST-54 opened the 'Çöp Kutusu' #6273 container.
[19:26:05	]S10/OWS.GHOST-54 closed the 'Çöp Kutusu' #6273 container.
[19:26:05	]S10/OWS.GHOST-54 opened the 'Çöp Kutusu' #6271 container.
[19:26:10	]S10/OWS.GHOST-54 closed the 'Çöp Kutusu' #6271 container.
[19:26:10	]S10/OWS.GHOST-54 opened the 'Çöp Kutusu' #6272 container.
[19:26:13	]S10/OWS.GHOST-54 closed the 'Çöp Kutusu' #6272 container.
[19:26:31	]S10/OWS.GHOST-54 ran 'EquipUn' on item 'Combine Filter' (#61354)
[19:26:37	]S10/OWS.GHOST-54 ran 'take' on item 'SK Üniforması' (#65654)
[19:26:37	]S10/OWS.GHOST-54 has gained a 'SK Üniforması' #65654.
[19:27:11	]S10/OWS.GHOST-54 ran 'drop' on item 'SK Üniforması' (#65654)
[19:27:11	]S10/OWS.GHOST-54 has lost a 'SK Üniforması' #65654.
[19:27:12	]S10/OWS.GHOST-54 destroyed a 'SK Üniforması' #65654.
[19:27:22	]S10/OWS.GHOST-54 ran 'Equip' on item 'Combine Filter' (#61354)
[19:28:25	][IC] S10/OWS.GHOST-54: <:: Null. ::>
[19:28:27	][IC] S10/OWS.GHOST-54: <:: One. ::>
[19:28:32	][IC] S10/OWS.GHOST-54: <:: Null. ::>
[19:29:20	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61384.
[19:29:28	][IC] S10/OWS.GHOST-54: <:: Hands up, don't move, hands up, don't move, hands up, don't move, hands up, don't move,. ::>
[19:29:52	][IC] S10/OWS.GHOST-54: <:: Gaaah! **Indistinct Panic* **indistinct panic** **indistinct panic**. ::>
[19:30:24	][IC] S10/OWS.GHOST-54: <:: Gaaah! **Indistinct Panic* **indistinct panic** **indistinct panic** **indistinct panic** **indistinct panic** **indistinct panic** **indistinct panic** **indistinct panic** **indistinct panic** **indistinct panic** **indistinct panic**. ::>
[19:31:02	][IC] S10/OWS.GHOST-54: <:: Dead. ::>
[19:31:04	][IC] S10/OWS.GHOST-54: <:: Dead. ::>
[19:31:06	][IC] S10/OWS.GHOST-54: <:: Dead3. ::>
[19:31:12	][IC] S10/OWS.GHOST-54: <:: Hostile contact. ::>
[19:31:14	][IC] S10/OWS.GHOST-54: <:: Hostile contact! ::>
[19:31:17	][IC] S10/OWS.GHOST-54: <:: Contact2. ::>
[19:31:22	][IC] S10/OWS.GHOST-54: <:: Don't resist. ::>
[19:31:43	][IC] S10/OWS.GHOST-54: <:: Hands up, don't move, don't resist. ::>
[19:31:43	]S10/OWS.GHOST-54 is fully healed.
[19:33:22	][IC] S10/OWS.GHOST-54: <:: Hands up, don't move, don't resist. ::>
[19:33:37	][IC] S10/OWS.GHOST-54: <:: I don't know. ::>
[19:33:41	][IC] S10/OWS.GHOST-54: <:: I don't know. ::>
[19:33:48	][IC] S10/OWS.GHOST-54: <:: I don't know. ::>
[19:33:51	][IC] S10/OWS.GHOST-54: <:: I don't know. ::>
[19:34:03	][IC] S10/OWS.GHOST-54: <:: Don't resist! ::>
[19:34:15	][IC] S10/OWS.GHOST-54: <:: Hands up, don't move, don't resist! ::>
[19:34:15	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61384.
[19:34:15	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61367.
[19:34:30	][IC] S10/OWS.GHOST-54: <:: Don't move. ::>
[19:34:44	][IC] S10/OWS.GHOST-54: <:: Move along. ::>
[19:34:46	][IC] S10/OWS.GHOST-54: <:: Movr. ::>
[19:34:48	][IC] S10/OWS.GHOST-54: <:: Move! ::>
[19:34:55	][IC] S10/OWS.GHOST-54: <:: Grenade! ::>
[19:34:59	][IC] S10/OWS.GHOST-54: <:: Live grenade! ::>
[19:35:04	][IC] S10/OWS.GHOST-54: <:: Grenade, move! ::>
[19:35:11	][IC] S10/OWS.GHOST-54: <:: Audible bouncer in sector! ::>
[19:35:38	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61367.
[19:35:38	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61384.
[19:35:47	][IC] S10/OWS.GHOST-54: <:: Audible bouncer in sector! ::>
[19:35:51	][IC] S10/OWS.GHOST-54: <:: Live bouncer, finding shade! ::>
[19:35:54	][IC] S10/OWS.GHOST-54: <:: Grenade6. ::>
[19:36:12	][IC] S10/OWS.GHOST-54: <:: Are clean move in. ::>
[19:36:17	][IC] S10/OWS.GHOST-54: <:: Area clean, move in. ::>
[19:36:45	][IC] S10/OWS.GHOST-54: <:: Viscon, viscon! ::>
[19:36:50	][IC] S10/OWS.GHOST-54: <:: Viscon, hostile found, viscon, viscon! ::>
[19:36:59	][IC] S10/OWS.GHOST-54: <:: Viscon, viscon, viscon, hostile found! ::>
[19:37:15	][IC] S10/OWS.GHOST-54: <:: Viscon, viscon, viscon, viscon, viscon, viscon, viscon, viscon, viscon, viscon, viscon, viscon,. ::>
[19:37:20	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61384.
[19:37:20	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61366.
[19:37:37	][IC] S10/OWS.GHOST-54: <:: Roger, viscon - all units. ::>
[19:37:46	][IC] S10/OWS.GHOST-54: <:: Move in, move in! ::>
[19:37:57	][IC] S10/OWS.GHOST-54: <:: Viscon, viscon, move in, move in! ::>
[19:38:10	][IC] S10/OWS.GHOST-54: <:: Move in, move in, /y move. ::>
[19:38:16	][Y] S10/OWS.GHOST-54: <:: Move in, move in, move! ::>
[19:38:34	][IC] S10/OWS.GHOST-54: <:: Recharging! ::>
[19:38:37	][IC] S10/OWS.GHOST-54: <:: Reloding2. ::>
[19:38:40	][IC] S10/OWS.GHOST-54: <:: Empty! ::>
[19:38:49	][IC] S10/OWS.GHOST-54: <:: Reloading! ::>
[19:38:53	][IC] S10/OWS.GHOST-54: <:: Provisions low, reloading! ::>
[19:39:00	][IC] S10/OWS.GHOST-54: <:: Reloding5. ::>
[19:39:05	][IC] S10/OWS.GHOST-54: <:: Weapon renew! ::>
[19:39:24	][IC] S10/OWS.GHOST-54: <:: Hostile is reloading, dagger advantage! ::>
[19:39:35	][IC] S10/OWS.GHOST-54: <:: Target is regen, open fire! ::>
[19:39:38	][IC] S10/OWS.GHOST-54: <:: Taking advantage. ::>
[19:39:41	][IC] S10/OWS.GHOST-54: <:: Contaminant is vulnerable. ::>
[19:39:44	][IC] S10/OWS.GHOST-54: <:: See reloading5. ::>
[19:39:56	][IC] S10/OWS.GHOST-54: <:: Kileed. ::>
[19:39:58	][IC] S10/OWS.GHOST-54: <:: Hostile down. ::>
[19:40:05	][IC] S10/OWS.GHOST-54: <:: Hostile down. ::>
[19:40:07	][IC] S10/OWS.GHOST-54: <:: Target down. ::>
[19:40:25	][IC] S10/OWS.GHOST-54: <:: Hostile down. Target down. Kill confirmed. Hostile down. Four. Another one down. Ended. Dead. Clean kill, contact down, killed10. ::>
[19:40:36	][IC] S10/OWS.GHOST-54: <:: Target down. ::>
[19:40:38	][IC] S10/OWS.GHOST-54: <:: Kill confirmed. ::>
[19:40:39	][IC] S10/OWS.GHOST-54: <:: Hostile neutralized. ::>
[19:40:41	][IC] S10/OWS.GHOST-54: <:: Another one down. ::>
[19:40:45	][IC] S10/OWS.GHOST-54: <:: Ended. ::>
[19:40:47	][IC] S10/OWS.GHOST-54: <:: Dead. ::>
[19:40:49	][IC] S10/OWS.GHOST-54: <:: Contact down! ::>
[19:40:52	][IC] S10/OWS.GHOST-54: <:: Killed10. ::>
[19:40:55	][IC] S10/OWS.GHOST-54: <:: Biri düştü. ::>
[19:40:56	][IC] S10/OWS.GHOST-54: <:: Another one down. ::>
[19:41:06	][IC] S10/OWS.GHOST-54: <:: Biri düştü. ::>
[19:41:10	][IC] S10/OWS.GHOST-54: <:: Another one down. ::>
[19:41:17	][IC] S10/OWS.GHOST-54: <:: Biri düştü. ::>
[19:41:22	][IC] S10/OWS.GHOST-54: <:: Another one down. ::>
[19:41:36	][IC] S10/OWS.GHOST-54: <:: Biri düştü. ::>
[19:41:39	][IC] S10/OWS.GHOST-54: <:: Another one down. ::>
[19:42:09	][IC] S10/OWS.GHOST-54: <:: Biri düştü. Another one down. Reporting area clear. ::>
[19:42:30	][IC] S10/OWS.GHOST-54: <:: Biri düştü. Another one down. Rapor ediliyor, temiz. ::>
[19:42:46	]S10/OWS.GHOST-54 used command '/SC tac-4'.
[19:42:48	]S10/OWS.GHOST-54 used command '/SC tac-5'.
[19:42:57	]S10/OWS.GHOST-54 used command '/SC tac-3'.
[19:43:00	]S10/OWS.GHOST-54 used command '/Radio'.
[19:43:06	]S10/OWS.GHOST-54 used command '/SC tac-4'.
[19:43:14	]S10/OWS.GHOST-54 used command '/Radio'.
[19:43:18	]S10/OWS.GHOST-54 used command '/SC tac-5'.
[19:43:22	]S10/OWS.GHOST-54 used command '/Radio'.
[19:43:58	]S10/OWS.GHOST-54 ran 'drop' on item 'Rappel Gear' (#61351)
[19:43:58	]S10/OWS.GHOST-54 has lost a 'Rappel Gear' #61351.
[19:43:58	]S10/OWS.GHOST-54 destroyed a 'Rappel Gear' #61351.
[19:44:15	][LOOC] S10/OWS.GHOST-54: yanlışıkla rappel gearı kırdım...
[19:44:21	]S10/OWS.GHOST-54 ran 'drop' on item 'Ammunition Pouch' (#61353)
[19:44:21	]S10/OWS.GHOST-54 has lost a 'Ammunition Pouch' #61353.
[19:44:21	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #65979.
[19:44:21	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #61397.
[19:44:21	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #65981.
[19:44:21	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #62440.
[19:44:21	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #66015.
[19:44:21	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #66016.
[19:44:21	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #66017.
[19:44:21	]S10/OWS.GHOST-54 has lost a 'SMG Mermisi' #65982.
[19:44:24	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd a'.
[19:44:31	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd 1'.
[19:44:37	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd ada ada'.
[19:44:42	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd aada ada'.
[19:44:45	]S10/OWS.GHOST-54 ran 'take' on item 'Ammunition Pouch' (#61353)
[19:44:45	]S10/OWS.GHOST-54 has gained a 'Ammunition Pouch' #61353.
[19:44:45	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #65979.
[19:44:45	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #61397.
[19:44:45	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #65981.
[19:44:45	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #62440.
[19:44:45	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #66015.
[19:44:45	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #66016.
[19:44:45	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #66017.
[19:44:45	]S10/OWS.GHOST-54 has gained a 'SMG Mermisi' #65982.
[19:44:53	]S10/OWS.GHOST-54 has warped from Default to Default.
[19:44:58	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:45:02	]S10/OWS.GHOST-54 has gained 0 chips.
[19:45:02	]S10/OWS.GHOST-54 has gained a 'Rappel Gear' #66019.
[19:45:08	]S10/OWS.GHOST-54 ran 'EquipUn' on item 'Combine PDA' (#61348)
[19:45:09	]S10/OWS.GHOST-54 ran 'Equip' on item 'Frag Grenade' (#66013)
[19:45:16	]S10/OWS.GHOST-54 ran 'drop' on item 'Onarım Kaplaması' (#65983)
[19:45:16	]S10/OWS.GHOST-54 has lost a 'Onarım Kaplaması' #65983.
[19:45:21	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd onarıyon deneme'.
[19:45:23	]S10/OWS.GHOST-54 ran 'take' on item 'Onarım Kaplaması' (#65983)
[19:45:23	]S10/OWS.GHOST-54 has gained a 'Onarım Kaplaması' #65983.
[19:45:51	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd terminal bilgisayar işte kullanıypn'.
[19:46:34	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd terminal bilgisayar işte kullanıyon.'.
[19:46:57	]S10/OWS.GHOST-54 ran 'EquipUn' on item 'MP5A3' (#61361)
[19:46:57	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61366.
[19:46:58	]S10/OWS.GHOST-54 ran 'drop' on item 'MP5A3' (#61361)
[19:46:58	]S10/OWS.GHOST-54 has lost a 'MP5A3' #61361.
[19:47:03	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd a a'.
[19:47:07	]S10/OWS.GHOST-54 ran 'take' on item 'MP5A3' (#61361)
[19:47:07	]S10/OWS.GHOST-54 has gained a 'MP5A3' #61361.
[19:47:09	]S10/OWS.GHOST-54 ran 'drop' on item 'MP5A3' (#61361)
[19:47:09	]S10/OWS.GHOST-54 has lost a 'MP5A3' #61361.
[19:47:18	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd ada ada'.
[19:47:19	]S10/OWS.GHOST-54 ran 'take' on item 'MP5A3' (#61361)
[19:47:19	]S10/OWS.GHOST-54 has gained a 'MP5A3' #61361.
[19:47:24	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd ada dad'.
[19:47:30	]S10/OWS.GHOST-54 used command '/PropDescriptionAdd ada ada'.
[19:47:59	]S10/OWS.GHOST-54 used command '/RemoveHeadBagSelf'.
[19:48:22	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:48:29	]S10/OWS.GHOST-54 has gained 0 chips.
[19:48:29	]S10/OWS.GHOST-54 has gained a 'Cerrahi Kit' #66020.
[19:48:50	]S10/OWS.GHOST-54 ran 'drop' on item 'Cerrahi Kit' (#66020)
[19:48:50	]S10/OWS.GHOST-54 has lost a 'Cerrahi Kit' #66020.
[19:48:53	]S10/OWS.GHOST-54 destroyed a 'Cerrahi Kit' #66020.
[19:48:55	]S10/OWS.GHOST-54 used the 'Overwatch Stabilizasyon Güçleri Tedarikçisi' vendor.
[19:49:00	]S10/OWS.GHOST-54 has gained 0 chips.
[19:49:00	]S10/OWS.GHOST-54 has gained a 'Smoke Grenade' #66021.
[19:49:16	]S10/OWS.GHOST-54 ran 'Equip' on item 'MP5A3' (#61361)
[19:49:17	]S10/OWS.GHOST-54 has lost a '30rnd MP-şarjörü' #61384.
[19:49:19	]S10/OWS.GHOST-54 has gained a '30rnd MP-şarjörü' #61384.
