[16:02:48	]Hacı emmi has connected.
[19:50:29	]Jhony Caston has lost a '30rnd MP Magazine' #162400.
[19:50:30	]C24:i5.TAP-54 used command '/CP okey geliyom'.
[19:50:31	][Y] C24:i3.KING-20: Uh!
[19:50:33	][Y] C24:i3.KING-20: Huh!
[19:50:34	]C24:i5.TAP-54 used command '/ToggleRaise'.
[19:50:36	][Y] C24:i3.KING-20: Auh!
[19:50:39	]C24:i5.(X)KING-19 used command '/CP zırhınıdamı soydu amk'.
[19:50:40	][IC] C24:i5.TAP-54: <:: Hassiktir! ::>
[19:50:43	]C24:i3.KING-20 used command '/CP yok'.
[19:50:46	]C24:i3.KING-20 used command '/CP hasarlı olduğu için'.
[19:50:49	]C24:i3.KING-20 used command '/CP giyemedim'.
[19:50:52	]C24:i5.(X)KING-19 used command '/CP zırhın üstünde değil tak üstüne yinede'.
[19:50:53	][ME] C24:i5.TAP-54: Durumunu kontrol eder.
[19:50:57	][LOOC] C24:i3.KING-20: üstümde zırh var çaktırmayın
[19:50:57	]C24:i5.TAP-54 used command '/ToggleRaise'.
[19:50:59	]C24:i5.(X)KING-19 used command '/CP tak kanka yinede üstüne'.
[19:51:00	][LOOC] C24:i5.TAP-54: +
[19:51:06	][ME] C24:i3.KING-20: bilinçli, nabzıa tıyor ama vurulmuş
[19:51:07	][IC] C24:i3.KING-20: Aah...
[19:51:11	][IC] C24:i3.KING-20: 19..
[19:51:14	][IC] C24:i3.KING-20: 19 u.
[19:51:15	][IC] C24:i3.KING-20: Çek..
[19:51:17	][IC] C24:i3.KING-20: Bana 1 bandaj..
[19:51:18	][IC] C24:i3.KING-20: Bas..
[19:51:18	]C24:i3.KING-20 entered observer.
[19:51:19	][ME] C24:i5.TAP-54: Adamı sol eliyle kolundan tutar çeker sağ elindeki silahla etrafı korur
[19:51:19	]C24:i3.KING-20 exited observer at their location.
[19:51:22	][IC] C24:i5.TAP-54: <:: Üzgünüm. ::>
[19:51:28	][LOOC] C24:i5.TAP-54: içime girdin
[19:51:29	]C24:i5.(X)KING-19 used command '/CP zırhını giy kanka'.
[19:51:29	]C24:i3.KING-20 entered observer.
[19:51:30	]C24:i3.KING-20 exited observer at their location.
[19:51:34	]C24:i3.KING-20 used command '/CP giyemiyorum şuan'.
[19:51:37	]C24:i3.KING-20 used command '/CP ama üstümde varasyın'.
[19:51:39	]C24:i3.KING-20 used command '/CP varsayın'.
[19:51:41	][IT] C24:i5.TAP-54: Sol eliyle 20'yi çekiyor
[19:51:44	]C24:i5.(X)KING-19 used command '/CP giy iki dakika var sayamayız'.
[19:51:44	]C24:i3.KING-20 used command '/ExitAct'.
[19:51:48	][IC] C24:i3.KING-20: Hayıor.
[19:51:49	][IC] C24:i3.KING-20: Yapma.
[19:51:49	]C24:i5.TAP-54 used command '/ToggleRaise'.
[19:51:52	][IC] C24:i3.KING-20: 19 u al..
[19:51:52	]C24:i5.TAP-54 used command '/ToggleRaise'.
[19:51:53	][IC] C24:i3.KING-20: Bırak..
[19:51:58	][IC] C24:i5.TAP-54: <:: Üzgünüm. ::>
[19:51:59	][LOOC] C24:i3.KING-20: 2 dk bekle sk zırhı alayım
[19:52:03	][LOOC] C24:i5.TAP-54: okey
[19:52:04	]C24:i3.KING-20 entered observer.
[19:52:11	]C24:i3.KING-20 used the 'Sivil Koruma Tedarikçisi' vendor.
[19:52:12	]mini peqqa created the character 'nikita'
[19:52:12	]mini peqqa loaded the character 'nikita'
[19:52:12	]nikita has gained a 'Açık Gri Kol Bandı' #165216.
[19:52:12	]nikita has gained a '#32301 Kimlik Kartı' #165217.
[19:52:12	]nikita has gained a 'Siyah Tulum' #165218.
[19:52:12	]nikita has gained a 'Kırmızı tulum pantolonu' #165219.
[19:52:12	]nikita has gained a 'Kahverengi Deri Çizme' #165220.
[19:52:13	]C24:i3.KING-20 has gained 0 chips.
[19:52:13	]C24:i3.KING-20 has gained a 'Hafif Görev Üniforması' #165221.
[19:52:15	]Kemal Şengör opened the 'Çöp Konteyneri' #10437 container.
[19:52:16	]C24:i3.KING-20 ran 'drop' on item 'Hasarlı SK Üniforması' (#165203)
[19:52:16	]C24:i3.KING-20 has lost a 'Hasarlı SK Üniforması' #165203.
[19:52:17	]Kemal Şengör closed the 'Çöp Konteyneri' #10437 container.
[19:52:38	]C24:i3.KING-20 has changed C24:i3.KING-20's bodygroups.
[19:52:38	]mini peqqa has unloaded their "nikita" character.
[19:52:43	]C24:i3.KING-20 ran SAM command 'goto' with arguments: '54'
[19:52:44	]C24:i3.KING-20 exited observer at their location.
[19:52:47	]C24:i3.KING-20 used command '/CharFallOver'.
[19:52:47	]mini peqqa (STEAM_0:1:549865538) deleted character 'nikita'
[19:52:49	][IT] C24:i5.TAP-54: Sol eliyle 20'yi çekiyor sağ elinde silahla etrafı kontrol ediyor
[19:52:50	][IC] C24:i3.KING-20: <:: Aah.. ::>
[19:52:52	][LOOC] C24:i5.TAP-54: devam ediyorum
[19:52:56	][LOOC] C24:i3.KING-20: evet
[19:52:59	][ME] C24:i5.(X)KING-19: Kişi yerde acıyla inliyor.
[19:53:01	][IC] C24:i3.KING-20: <:: Beni bırak.. ::>
[19:53:05	][IC] C24:i3.KING-20: <:: Onu.. Al.. ::>
[19:53:07	][IC] C24:i5.TAP-54: <:: Sessiz ol. ::>
[19:53:08	][IC] C24:i3.KING-20: <:: O.. Dayanamaz.. ::>
[19:53:18	][IC] C24:i5.TAP-54: <:: YApacak birşey yok dayanmalı. ::>
[19:53:20	][IC] C24:i5.(X)KING-19: <:: Ah...ugh... ::>
[19:53:25	][IC] C24:i5.(X)KING-19: <:: L-lanet... ::>
[19:53:31	][IC] C24:i5.(X)KING-19: <:: Agha.. ::>
[19:53:34	][IC] C24:i5.TAP-54: <:: Lanet olsun buranın çıkışı nerde. ::>
[19:53:39	][IC] C24:i3.KING-20: <:: Düz.. ::>
[19:53:44	][IC] C24:i3.KING-20: <:: Arka.. ::>
[19:53:50	]Jhony Caston opened the 'Dropped Items' #11060 container.
[19:53:51	][IC] C24:i3.KING-20: <:: Aah.. ::>
[19:53:54	]Jhony Caston closed the 'Dropped Items' #11060 container.
[19:53:56	]C24:i3.KING-20 used command '/CharGetUp'.
[19:53:58	][ME] C24:i5.TAP-54: Sırtına alır.
[19:54:02	]C24:i3.KING-20 entered observer.
[19:54:05	][LOOC] C24:i3.KING-20: devam
[19:54:06	][LOOC] C24:i3.KING-20: devam
[19:54:17	][ME] C24:i5.TAP-54: 20 Sırtındadır
[19:54:19	]C24:i3.KING-20 used command '/PM 54 sırtındayım çaktırma fazla'.
[19:54:24	]C24:i5.TAP-54 used command '/PM 20 +'.
[19:54:25	]Jhony Caston has gained a '30rnd MP Magazine' #162400.
[19:54:25	]Jhony Caston has lost a '30rnd MP Magazine' #162401.
[19:54:28	]C24:i3.KING-20 used command '/Radio 19.. dayan..'.
[19:54:31	]C24:i3.KING-20 used command '/Radio lütfen..'.
[19:54:36	]C24:i3.KING-20 used command '/SC tac-'.
[19:54:37	]C24:i3.KING-20 used command '/SC tac-3'.
[19:54:42	][ME] C24:i5.TAP-54: Sol eliyle sırtında tutuyor sağ eliyle etrafa bakıyor elinde silah var
[19:54:43	]C24:i5.TAP-54 used command '/ToggleRaise'.
[19:54:54	]C24:i3.KING-20 used command '/PM 19 ölürsen karakter intihar'.
[19:55:01	]mini peqqa created the character 'nikita'
[19:55:01	]mini peqqa loaded the character 'nikita'
[19:55:01	]nikita has gained a 'Açık Gri Kol Bandı' #165229.
[19:55:01	]nikita has gained a '#36872 Kimlik Kartı' #165230.
[19:55:01	]nikita has gained a 'Siyah Tulum' #165231.
[19:55:01	]nikita has gained a 'Kırmızı tulum pantolonu' #165232.
[19:55:01	]nikita has gained a 'Kahverengi Deri Çizme' #165233.
[19:55:05	]C24:i5.(X)KING-19 used command '/PM KING-20 ölmez statici ayarladım'.
[19:55:06	]Kemal Şengör has gained level 4 in the Hız skill.
[19:55:10	]C24:i3.KING-20 used command '/PM 19 tamam'.
[19:55:13	]Kemal Şengör has gained level 5 in the Hız skill.
[19:55:18	][ME] C24:i5.TAP-54: Silahı kılıfa sokar iki eliyle tutar.
[19:55:56	]C24:i3.KING-20 exited observer at their location.
[19:55:58	]C24:i3.KING-20 entered observer.
[19:56:06	][ME] C24:i5.TAP-54: yatırır
[19:56:07	]C24:i3.KING-20 exited observer at their location.
[19:56:14	]C24:i3.KING-20 used command '/CharFallOver'.
[19:56:15	][ME] C24:i5.TAP-54: Yaralarını inceler
[19:56:20	][IC] C24:i3.KING-20: <:: Burayı.. Bırak.. ::>
[19:56:22	][IC] C24:i3.KING-20: <:: Onlar.. Yaparlar.. ::>
[19:56:25	][IC] C24:i5.TAP-54: <:: Üzgünüm. ::>
[19:56:26	][IC] C24:i3.KING-20: <:: Sen.. 19 u kurt.. Kurtar.. ::>
[19:56:27	]Kemal Şengör is fully healed.
[19:56:29	][IC] C24:i5.TAP-54: <:: Emiri sorgulayamam. ::>
[19:56:30	][IC] C24:i3.KING-20: <:: Aran.. Düzelir.. ::>
[19:56:36	][ME] C24:i5.TAP-54: Yarasını sarmaya başlar.
[19:56:37	][LOOC] C24:i3.KING-20: defender birimi yok
[19:56:41	][LOOC] C24:i3.KING-20: ameliyat yapamıyorsoun
[19:56:44	][LOOC] C24:i3.KING-20: rolsel olarak makineler yapacka
[19:56:47	][LOOC] C24:i5.TAP-54: sadece bandaj sarıcam
[19:56:48	][LOOC] C24:i3.KING-20: bilgin olsun
[19:56:49	][LOOC] C24:i3.KING-20: tamam
[19:57:00	][IT] C24:i5.TAP-54: Bandaj sarmıştır yanlızca
[19:57:03	]Jhony Caston ran 'Equip' on item 'Combine Filter' (#164996)
[19:57:11	][ME] C24:i5.TAP-54: Makinenin tuşlarına basar ve makineyi çalıştırır
[19:57:20	][ME] C24:i5.TAP-54: Geri çekilir ve duvara yaslanır.
[19:57:20	][IT] C24:i3.KING-20: etrafındaki makineler hareket ediyor ve ona birşeyler yapıyor
[19:57:27	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[19:57:36	]Kemal Şengör has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[19:57:49	]Kemal Şengör ran 'take' on item 'Rasyon' (#165237)
[19:57:49	]Kemal Şengör has gained a 'Rasyon' #165237.
[19:57:52	]Kemal Şengör ran 'Open' on item 'Rasyon' (#165237)
[19:57:52	]Kemal Şengör has gained a 'Yapay Macun' #165238.
[19:57:52	]Kemal Şengör has gained a 'Breen Suyu' #165239.
[19:57:52	]Kemal Şengör has gained a '15 Kredi Kuponu' #165240.
[19:57:54	][IT] C24:i5.TAP-54: 15 Dakika geçmiştir
[19:57:56	]Kemal Şengör ran 'Use' on item '15 Kredi Kuponu' (#165240)
[19:57:58	]Kemal Şengör has used a coupon at a ration dispenser, gaining 15 credits.
[19:58:00	]nikita has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[19:58:02	]C24:i3.KING-20 ran SAM command 'hp' with arguments: '20' '40'
[19:58:03	]C24:i3.KING-20 used command '/CharGetUp'.
[19:58:08	][ME] C24:i3.KING-20: bilinci yerine gelir, hala uzanıyor
[19:58:11	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[19:58:12	]nikita ran 'Open' on item 'Rasyon' (#165241)
[19:58:12	]nikita has gained a 'Yapay Macun' #165242.
[19:58:12	]nikita has gained a 'Breen Suyu' #165243.
[19:58:12	]nikita has gained a '15 Kredi Kuponu' #165244.
[19:58:13	]C24:i3.KING-20 used command '/ActDown 2'.
[19:58:15	]C24:i5.(X)KING-19 used command '/StaticCharActionSet Omuzuna ve karnına 1 tane mermi yemiştir zırhı karnına gelen mermiyi yavaşlattığı belli oluyor. kendi yarasını kanaması artmasın diye hafifte olsa kemeri ile sıkmış ve biraz bandajlamış.'.
[19:58:16	][IC] C24:i3.KING-20: <:: 54.. ::>
[19:58:18	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[19:58:22	][IC] C24:i3.KING-20: <:: Defol.. 19.. U.. Al.. ::>
[19:58:24	][IC] C24:i3.KING-20: <:: Emirdir.. ::>
[19:58:25	][IC] C24:i5.TAP-54: <:: Ama verdiğiniz emir? ::>
[19:58:27	][IC] C24:i3.KING-20: <:: Uygula.. ::>
[19:58:28	][IC] C24:i5.TAP-54: <:: Anlaşıldı. ::>
[19:58:32	]nikita opened the 'Rasyon Bölgesi Deposu' stash.
[19:58:34	]nikita closed the 'Rasyon Bölgesi Deposu' stash.
[19:58:38	]C24:i3.KING-20 used command '/ExitAct'.
[19:58:38	]C24:i3.KING-20 entered observer.
[19:59:03	]C24:i3.KING-20 used the 'Sivil Koruma Tedarikçisi' vendor.
[19:59:06	]C24:i3.KING-20 has gained 0 chips.
[19:59:06	]C24:i3.KING-20 has gained a 'Sub-machinegun Bullets' #165245.
[19:59:07	]C24:i3.KING-20 has gained 0 chips.
[19:59:07	]C24:i3.KING-20 has gained a 'Sub-machinegun Bullets' #165246.
[19:59:12	]C24:i3.KING-20 ran 'split' on item 'Sub-machinegun Bullets' (#165246)
[19:59:12	]C24:i3.KING-20 has gained a 'Sub-machinegun Bullets' #165247.
[19:59:17	]C24:i3.KING-20 ran SAM command 'goto' with arguments: 'jhon'
[19:59:19	]C24:i5.TAP-54 ran 'Consume' on item 'Soda Bob Brawn' (#165183)
[19:59:19	]C24:i5.TAP-54 extended their level 1 long boost in Algı.
[19:59:19	]C24:i5.TAP-54 extended their level 2 long boost in Çeviklik.
[19:59:20	]C24:i5.TAP-54 ran 'Consume' on item 'Metropolice Takviyeleri' (#165182)
[19:59:20	]C24:i5.TAP-54 extended their level 3 long boost in Güç.
[19:59:20	][LOOC] C24:i3.KING-20: bekle
[19:59:22	][LOOC] C24:i3.KING-20: bekle
[19:59:24	]C24:i5.TAP-54 used command '/ToggleRaise'.
[19:59:31	][LOOC] C24:i3.KING-20: rolde vereceğim mermiyi unuttum al
[19:59:32	][LOOC] Jhony Caston: noldu
[19:59:33	]C24:i3.KING-20 ran 'combine' on item 'Sub-machinegun Bullets' (#165247)
[19:59:35	]C24:i3.KING-20 ran 'split' on item 'Sub-machinegun Bullets' (#165247)
[19:59:35	]C24:i3.KING-20 has gained a 'Sub-machinegun Bullets' #165248.
[19:59:37	]C24:i3.KING-20 ran 'drop' on item 'Sub-machinegun Bullets' (#165247)
[19:59:37	]C24:i3.KING-20 has lost a 'Sub-machinegun Bullets' #165247.
[19:59:42	][LOOC] Jhony Caston: mermi vermiycen
[19:59:44	][LOOC] C24:i3.KING-20: senin bunlar üstümden lootladın
[19:59:46	]C24:i5.TAP-54 ran 'combine' on item 'Dezenfekte Bandaj Rulosu' (#157236)
[19:59:49	][LOOC] Jhony Caston: ben seni soydum zaten
[19:59:55	][LOOC] C24:i3.KING-20: yahu al sen yinede
[19:59:59	][LOOC] Jhony Caston: seni soydum sonra kactım 
[19:59:59	]C24:i5.(X)KING-19 used command '/StaticCharActionSet Omuzuna 1 ve karnına 2 tane mermi yemiştir zırhı karnına gelen mermiyi yavaşlattığı belli oluyor. kendi yarasını kanaması artmasın diye hafifte olsa kemeri ile sıkmış ve biraz bandajlamış.'.
[20:00:01	]nikita ran 'drop' on item 'Breen Suyu' (#165243)
[20:00:01	]nikita has lost a 'Breen Suyu' #165243.
[20:00:01	]Jhony Caston ran 'take' on item 'Sub-machinegun Bullets' (#165247)
[20:00:01	]Jhony Caston has gained a 'Sub-machinegun Bullets' #165247.
[20:00:03	]Kemal Şengör ran 'take' on item 'Breen Suyu' (#165243)
[20:00:03	]Kemal Şengör has gained a 'Breen Suyu' #165243.
[20:00:06	]Kemal Şengör ran 'Consume' on item 'Breen Suyu' (#165239)
[20:00:06	]Kemal Şengör has updated their Zeka long boost target to -2 (current : 3).
[20:00:06	]Kemal Şengör has updated their Algı long boost target to -1 (current : 3).
[20:00:06	]Kemal Şengör has gained a 'Boş Breen'in Suyu' #165249.
[20:00:06	][LOOC] Jhony Caston: e iyi 
[20:00:07	]Kemal Şengör ran 'Consume' on item 'Breen Suyu' (#165243)
[20:00:07	]Kemal Şengör has updated their Zeka long boost target to -2 (current : 3).
[20:00:07	]Kemal Şengör has updated their Algı long boost target to -1 (current : 3).
[20:00:07	][LOOC] C24:i3.KING-20: hadi iyi roller
[20:00:07	]Kemal Şengör has gained a 'Boş Breen'in Suyu' #165250.
[20:00:12	]C24:i5.TAP-54 used command '/ToggleRaise'.
[20:00:13	]C24:i5.TAP-54 used command '/ToggleRaise'.
[20:00:13	][LOOC] Jhony Caston: saol sanada
[20:00:17	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[20:00:18	][ME] C24:i5.(X)KING-19: Kişi acıdan inliyor.
[20:00:27	][ME] C24:i5.TAP-54: Kıyafetinden çekmeye başlar.
[20:00:30	]C24:i5.(X)KING-19 used command '/ExitAct'.
[20:00:50	][IC] C24:i5.TAP-54: <:: Yine bu duruma düştük ha. ::>
[20:00:57	][ME] C24:i5.(X)KING-19: Konuşacak gücü yok.
[20:01:04	][IC] C24:i5.(X)KING-19: <:: Ugh.. ::>
[20:01:10	][IC] C24:i5.TAP-54: <:: Ne kadar kocan beni öldürmekten beterde etse. ::>
[20:01:17	]nikita opened the 'Dropped Items' #10986 container.
[20:01:17	]nikita closed the 'Dropped Items' #10986 container.
[20:01:18	]nikita opened the 'Dropped Items' #10986 container.
[20:01:20	]nikita has gained a 'Açık Gri Kol Bandı' #164108 from a container with the name 'Dropped Items' #10986.
[20:01:22	]nikita has gained a 'Siyah Tulum' #164110 from a container with the name 'Dropped Items' #10986.
[20:01:22	]Jhony Caston has gained a '30rnd MP Magazine' #162401.
[20:01:22	]Jhony Caston has lost a '30rnd MP Magazine' #162400.
[20:01:24	]C24:i5.TAP-54 used command '/ToggleRaise'.
[20:01:26	]C24:i5.TAP-54 used command '/ToggleRaise'.
[20:01:26	]Kemal Şengör ran 'take' on item 'Açık Gri Kol Bandı' (#162927)
[20:01:26	]Kemal Şengör has gained a 'Açık Gri Kol Bandı' #162927.
[20:01:27	]nikita closed the 'Dropped Items' #10986 container.
[20:01:27	]C24:i5.TAP-54 used command '/ToggleRaise'.
[20:01:29	]C24:i5.TAP-54 used command '/ToggleRaise'.
[20:01:31	]Kemal Şengör ran 'drop' on item 'Açık Gri Kol Bandı' (#162927)
[20:01:31	]Kemal Şengör has lost a 'Açık Gri Kol Bandı' #162927.
[20:01:31	]C24:i5.TAP-54 has hit C24:i5.(X)KING-19 dealing 3 damage (CritChance was 0.00).
[20:01:31	]C24:i5.(X)KING-19 has taken 3 damage from C24:i5.TAP-54.
[20:01:31	]C24:i5.TAP-54 has damaged C24:i5.(X)KING-19, dealing 5.0048 with ix_hands
[20:01:32	]C24:i5.TAP-54 has hit C24:i5.(X)KING-19 dealing 3 damage (CritChance was 0.00).
[20:01:32	]C24:i5.(X)KING-19 has taken 3 damage from C24:i5.TAP-54.
[20:01:32	]C24:i5.TAP-54 has damaged C24:i5.(X)KING-19, dealing 5.0051 with ix_hands
[20:01:32	]Kemal Şengör ran 'EquipUn' on item 'Açık Gri Kol Bandı' (#162922)
[20:01:33	]Kemal Şengör ran 'Equip' on item 'Açık Gri Kol Bandı' (#162922)
[20:01:36	]C24:i5.TAP-54 has hit C24:i5.(X)KING-19 dealing 3 damage (CritChance was 0.00).
[20:01:36	]C24:i5.(X)KING-19 has taken 3 damage from C24:i5.TAP-54.
[20:01:36	]C24:i5.TAP-54 has damaged C24:i5.(X)KING-19, dealing 5.0054 with ix_hands
[20:01:37	]nikita ran 'Equip' on item 'Açık Gri Kol Bandı' (#164108)
[20:01:39	]C24:i5.TAP-54 has gained level 9 in the Silahlar skill.
[20:01:39	]C24:i5.TAP-54 has hit C24:i5.(X)KING-19 dealing 3 damage (CritChance was 0.00).
[20:01:39	]C24:i5.(X)KING-19 has taken 3 damage from C24:i5.TAP-54.
[20:01:39	]C24:i5.TAP-54 has damaged C24:i5.(X)KING-19, dealing 5.0057 with ix_hands
[20:01:41	]C24:i5.TAP-54 used command '/ToggleRaise'.
[20:01:42	]nikita ran 'drop' on item 'Açık Gri Kol Bandı' (#165229)
[20:01:42	]nikita has lost a 'Açık Gri Kol Bandı' #165229.
[20:01:44	]C24:i5.TAP-54 used command '/ToggleRaise'.
[20:01:45	]Kemal Şengör ran 'drop' on item 'Boş Breen'in Suyu' (#165250)
[20:01:45	]Kemal Şengör has lost a 'Boş Breen'in Suyu' #165250.
[20:01:45	]Kemal Şengör ran 'drop' on item 'Boş Breen'in Suyu' (#165249)
[20:01:45	]Kemal Şengör has lost a 'Boş Breen'in Suyu' #165249.
[20:01:46	]Kemal Şengör ran 'drop' on item 'Yapay Macun' (#165238)
[20:01:46	]Kemal Şengör has lost a 'Yapay Macun' #165238.
[20:01:48	][IC] C24:i5.(X)KING-19: <:: Ugh... ::>
[20:01:48	]128x128_elevator_1 destroyed a 'Yapay Macun' #165238.
[20:01:52	][ME] C24:i5.TAP-54: Silahı kılıfa takar.
[20:01:54	][ME] C24:i5.(X)KING-19: Kişi acıdan inliyor.
[20:01:57	]Jhony Caston has gained a '30rnd MP Magazine' #162400.
[20:01:57	]Jhony Caston has lost a '30rnd MP Magazine' #162401.
[20:02:01	][ME] C24:i5.TAP-54: İki eliyle KIYAFETİNDEN Çekmeye devam eder.
[20:02:05	]C24:i3.KING-20 used command '/PM 54 kanka rolünü izliyorumda az fear rp yap'.
[20:02:09	]C24:i3.KING-20 used command '/PM 54 onu voidleyelim'.
[20:02:10	][ME] C24:i5.TAP-54: Kişiyi kıyafetinden tutmuş götürüyor.
[20:02:12	]C24:i3.KING-20 used command '/PM 54 yumruk rp sini'.
[20:02:14	]Kemal Şengör has hit nikita dealing 3 damage (CritChance was 0.00).
[20:02:14	]nikita has taken 3 damage from Kemal Şengör.
[20:02:14	]Kemal Şengör has damaged nikita, dealing 5.0009 with ix_hands
[20:02:15	]Kemal Şengör has hit nikita dealing 3 damage (CritChance was 0.00).
[20:02:15	]nikita has taken 3 damage from Kemal Şengör.
[20:02:15	]Kemal Şengör has damaged nikita, dealing 5.0012 with ix_hands
[20:02:18	]C24:i3.KING-20 used command '/PM 54 amına koydum senin rolde'.
[20:02:23	]C24:i3.KING-20 used command '/PM 54 hala yumruk atıyon yani'.
[20:02:30	]C24:i5.TAP-54 used command '/PM 20 Kendi istedi dışardan rolsel ölümde gibi gözüksün diye'.
[20:02:31	]128x128_elevator_1 destroyed a 'Boş Breen'in Suyu' #165250.
[20:02:32	]128x128_elevator_1 destroyed a 'Açık Gri Kol Bandı' #165229.
[20:02:32	]128x128_elevator_1 destroyed a 'Boş Breen'in Suyu' #165249.
[20:02:35	]C24:i5.TAP-54 used command '/PM 20 dm attı'.
[20:02:36	]C24:i3.KING-20 used command '/PM 54 haa tamam'.
[20:02:38	]C24:i3.KING-20 used command '/PM 54 tamamdır'.
[20:02:39	]C24:i5.TAP-54 used command '/PM 20 o role dahil değil'.
[20:02:43	]Jhony Caston has taken 41 damage from worldspawn.
[20:02:49	]Jhony Caston ran 'split' on item 'Ağrı Kesici' (#164994)
[20:02:49	]Jhony Caston has gained a 'Ağrı Kesici' #165251.
[20:02:50	]Jhony Caston ran 'use' on item 'Ağrı Kesici' (#165251)
[20:02:50	]Jhony Caston has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[20:02:54	]Jhony Caston ran 'use' on item 'Ağrı Kesici' (#164994)
[20:02:54	]Jhony Caston has performed the 'Use Ağrı Kesici' action, gaining 17 experience in medicine.
[20:02:58	]C24:i3.KING-20 used command '/CP çanakkale gazi taburu amına koyayım herkes yaralı'.
[20:02:59	][IC] C24:i5.TAP-54: <:: Üzgünüm sırtıma alamam. ::>
[20:03:03	][IC] C24:i5.TAP-54: <:: Maalesef izin yok. ::>
[20:03:20	]Jhony Caston ran 'use' on item 'Kan Stabilizatörü' (#147659)
[20:03:20	]Jhony Caston has performed the 'Use Kan Stabilizatörü' action, gaining 12 experience in medicine.
[20:03:20	]Jhony Caston was bandaged by Jhony Caston for 26 HP.
[20:03:24	][ME] C24:i5.(X)KING-19: Yerde sürüklenirken inliyor
[20:03:33	][ME] C24:i5.TAP-54: Kişiyi kıyafetinden tutmuş götürüyor.
[20:03:36	]C24:i3.KING-20 has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[20:03:59	][IC] C24:i5.TAP-54: <:: Yürü! ::>
[20:03:59	]C24:i3.KING-20 exited observer at their location.
[20:03:59	]C24:i3.KING-20 used the 'Sivil Koruma Tedarikçisi' vendor.
[20:04:02	]C24:i3.KING-20 has gained 0 chips.
[20:04:02	]C24:i3.KING-20 has gained a 'Bandaj Rulosu' #165252.
[20:04:02	]C24:i3.KING-20 has gained 0 chips.
[20:04:02	]C24:i3.KING-20 has gained a 'Bandaj Rulosu' #165253.
[20:04:03	]C24:i3.KING-20 has gained 0 chips.
[20:04:03	]C24:i3.KING-20 has gained a 'Bandaj Rulosu' #165254.
[20:04:03	]Jhony Caston has gained a '30rnd MP Magazine' #162401.
[20:04:03	]Jhony Caston has lost a '30rnd MP Magazine' #162400.
[20:04:06	]C24:i3.KING-20 has gained 0 chips.
[20:04:06	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165255.
[20:04:06	]C24:i3.KING-20 has gained 0 chips.
[20:04:06	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165256.
[20:04:07	]C24:i3.KING-20 has gained 0 chips.
[20:04:07	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165257.
[20:04:07	]C24:i3.KING-20 has gained 0 chips.
[20:04:07	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165258.
[20:04:08	]C24:i3.KING-20 has gained 0 chips.
[20:04:08	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165259.
[20:04:08	]C24:i3.KING-20 has gained 0 chips.
[20:04:08	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165260.
[20:04:09	]C24:i3.KING-20 has gained 0 chips.
[20:04:09	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165261.
[20:04:09	]C24:i3.KING-20 has gained 0 chips.
[20:04:09	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165262.
[20:04:10	]C24:i3.KING-20 has gained 0 chips.
[20:04:10	]C24:i3.KING-20 has gained a 'Lastik Kelepçe' #165263.
[20:04:11	]C24:i3.KING-20 entered observer.
[20:04:14	]C24:i3.KING-20 ran SAM command 'hp' with arguments: '20' '100'
[20:04:17	]C24:i3.KING-20 used the 'Sivil Koruma Tedarikçisi' vendor.
[20:04:17	]C24:i3.KING-20 is fully healed.
[20:04:21	]C24:i3.KING-20 used the 'Sivil Koruma Tedarikçisi' vendor.
[20:04:21	][ME] C24:i5.TAP-54: Kişiyi kıyafetinden tutmuş götürüyor.
[20:04:27	]C24:i3.KING-20 used the 'Sivil Koruma Tedarikçisi' vendor.
[20:04:31	]C24:i3.KING-20 has gained 0 chips.
[20:04:31	]C24:i3.KING-20 has gained a 'CV-2000 Şok Çubuğu' #165264.
[20:04:44	]C24:i3.KING-20 ran 'Equip' on item 'CV-2000 Şok Çubuğu' (#165264)
[20:04:45	]C24:i3.KING-20 ran 'Equip' on item 'Combine PDA' (#157338)
[20:04:45	]C24:i3.KING-20 used command '/ToggleRaise'.
[20:04:47	]C24:i3.KING-20 used command '/ToggleRaise'.
[20:04:50	]C24:i3.KING-20 ran 'drop' on item 'Sub-machinegun Bullets' (#165248)
[20:04:50	]C24:i3.KING-20 has lost a 'Sub-machinegun Bullets' #165248.
[20:04:51	]C24:i3.KING-20 destroyed a 'Sub-machinegun Bullets' #165248.
[20:04:54	]C24:i3.KING-20 exited observer at their location.
[20:04:59	][ME] C24:i5.TAP-54: Kişiyi kıyafetinden tutmuş götürüyor.
