[12:42:56	]Mersa has connected.
[19:06:20	]Mark Zanburg has spawned 'models/props_unique/hospital/exam_table.mdl'.
[19:06:20	]Theodore Abernathy ran 'Write' on item 'GÜN 12 - Deneme 5' (#70767)
[19:06:21	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:22	]Tony Miller ran 'EquipUn' on item 'AKM' (#69740)
[19:06:23	]Tony Miller ran 'Equip' on item 'Levye' (#70787)
[19:06:25	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:28	][IC] Theodore Abernathy: 61 yıldız yıldız BW.
[19:06:28	]S10/OWS.GHOST-04 ran 'Write' on item 'GÜN 12 - Deneme 5' (#70767)
[19:06:30	]Theodore Abernathy ran 'Write' on item 'GÜN 12 - Deneme 5' (#70767)
[19:06:33	]Theodore Abernathy ran 'Write' on item 'GÜN 12 - Deneme 5' (#70767)
[19:06:34	]Theodore Abernathy ran 'Write' on item 'GÜN 12 - Deneme 5' (#70767)
[19:06:35	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:35	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:35	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:35	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:36	]Mark Ringer has given himself a head_gasmask.
[19:06:36	]Mark Ringer has gained a 'Gaz Maskesi' #70885.
[19:06:36	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:36	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:37	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:37	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:37	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:37	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:40	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:40	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:41	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:41	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:42	][IC] Tony Miller: Nereye düştük amına koyayım.
[19:06:42	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:42	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:45	][IT] Nick Durman: Beklenmedik bir şekilde ölü Antlion'ın cesedi kül olmaya başlar.
[19:06:46	][IC] Mark Ringer: Kızım al şundan.
[19:06:48	]Mark Ringer has spawned a head_gasmask.
[19:06:48	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:48	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:50	]Nick Durman has fired a toolgun with the name: material
[19:06:51	][IC] Tony Miller: Burda biir montör var.
[19:06:52	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:52	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:53	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:53	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:54	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:54	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:54	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:54	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:54	]Nick Durman has used a context menu option with the name: ignite
[19:06:55	][ME] Sarah Goodwell: alır
[19:06:55	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:06:55	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:06:55	][ME] Mark Ringer: gaz maskesini uzatır
[19:06:56	]Nick Durman has used a context menu option with the name: remove
[19:06:56	]entityflame destroyed a 'GÜN 12 - Deneme 5' #70767.
[19:06:56	][IC] Theodore Abernathy: Ben koydum.
[19:06:56	]Sarah Goodwell ran 'take' on item 'Gaz Maskesi' (#70886)
[19:06:58	]Sarah Goodwell ran 'drop' on item '9mm Tabanca Mermisi' (#70855)
[19:06:58	]Sarah Goodwell has lost a '9mm Tabanca Mermisi' #70855.
[19:06:59	]Sarah Goodwell ran 'take' on item 'Gaz Maskesi' (#70886)
[19:06:59	]Sarah Goodwell has gained a 'Gaz Maskesi' #70886.
[19:07:04	]Sarah Goodwell ran 'take' on item '9mm Tabanca Mermisi' (#70855)
[19:07:04	]Sarah Goodwell has gained a '9mm Tabanca Mermisi' #70855.
[19:07:07	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:07:07	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:07:10	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:07:10	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:07:12	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:07:12	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:07:14	][IC] Agatha Gard: Yaralı olan var mı?
[19:07:14	][IC] Theodore Abernathy: Yarığa yaklaşmalı mıyız?
[19:07:16	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:07:16	]Mark Zanburg has spawned 'models/props_unique/hospital/gurney.mdl'.
[19:07:18	]Sarah Goodwell ran 'take' on item 'Margarin Ürünü' (#70874)
[19:07:19	][IC] Mark Ringer: Deneyelim.
[19:07:23	][Y] Tony Miller: Hpayır.
[19:07:25	]Sarah Goodwell ran 'take' on item 'Şekerli Pasta Hamuru' (#70872)
[19:07:26	]Mark Zanburg has spawned 'models/props_unique/hospital/iv_pole.mdl'.
[19:07:28	]Sarah Goodwell ran 'drop' on item 'Sledge Hammer' (#70788)
[19:07:28	]Sarah Goodwell has lost a 'Sledge Hammer' #70788.
[19:07:28	][Y] Tony Miller: Güvenli değiil.
[19:07:28	]Mark Zanburg has spawned 'models/props_unique/hospital/iv_pole.mdl'.
[19:07:31	]Mark Zanburg has spawned 'models/props_unique/hospital/iv_pole.mdl'.
[19:07:33	][ME] Theodore Abernathy: tedirgin ayak hamleleriyle yarığa doğru yaklaşmaya başlar, bir yandan sesleri dinlemeye çalışır
[19:07:34	]Sarah Goodwell ran 'take' on item 'Şekerli Pasta Hamuru' (#70872)
[19:07:34	]Sarah Goodwell has gained a 'Şekerli Pasta Hamuru' #70872.
[19:07:35	]Mark Zanburg has spawned 'models/props_unique/hospital/iv_pole.mdl'.
[19:07:35	][IC] Agatha Gard: Bir fikrim var.
[19:07:36	][IT] Nick Durman: Yarıktan tekrar hışırtı gelmeye başlar, başka bir antlion daha çıkış sağlar.
[19:07:36	][IC] Tony Miller: Xene giden bir yarık olalbilir.
[19:07:36	]Sarah Goodwell ran 'drop' on item 'Şekerli Pasta Hamuru' (#70872)
[19:07:36	]Sarah Goodwell has lost a 'Şekerli Pasta Hamuru' #70872.
[19:07:39	]Nick Durman has spawned a 'NPC [5215][npc_antlion]'.
[19:07:39	]Sarah Goodwell ran 'take' on item 'Margarin Ürünü' (#70874)
[19:07:39	]Sarah Goodwell has gained a 'Margarin Ürünü' #70874.
[19:07:39	]Mark Zanburg has spawned 'models/props_unique/hospital/exam_table.mdl'.
[19:07:40	][IC] Theodore Abernathy: Ag.
[19:07:40	]Theodore Abernathy used command '/ActSit'.
[19:07:41	]Theodore Abernathy has taken 5 damage from npc_antlion.
[19:07:41	]Theodore Abernathy used command '/ExitAct'.
[19:07:41	]Sarah Goodwell ran 'take' on item 'Granül Tatlı-Bar' (#70871)
[19:07:41	]Sarah Goodwell has gained a 'Granül Tatlı-Bar' #70871.
[19:07:43	][IC] Agatha Gard: Yarı-.
[19:07:43	]Theodore Abernathy is fully healed.
[19:07:43	]Theodore Abernathy used command '/CharFallOver 0.1'.
[19:07:48	][IC] Theodore Abernathy: Hassiktir!
[19:07:54	][IC] Theodore Abernathy: Terminal.
[19:07:55	][IC] Theodore Abernathy: Evet.
[19:07:57	]Agatha Gard ran 'drop' on item 'Boş Şarap Şişesi' (#70791)
[19:07:57	]Agatha Gard has lost a 'Boş Şarap Şişesi' #70791.
[19:07:57	]Sarah Goodwell ran 'drop' on item 'Margarin Ürünü' (#70874)
[19:07:57	]Sarah Goodwell has lost a 'Margarin Ürünü' #70874.
[19:07:58	]Sarah Goodwell ran 'drop' on item 'Granül Tatlı-Bar' (#70871)
[19:07:58	]Sarah Goodwell has lost a 'Granül Tatlı-Bar' #70871.
[19:08:07	][ME] Theodore Abernathy: önünde duran kontrol panelini kurcalamaya başlar, üzerinde önemli bir şey yazıyor mudur?
[19:08:11	][IC] Agatha Gard: Umarım...
[19:08:20	][Y] Mark Ringer: Cok yaklaşma!
[19:08:21	]Nick Durman rolled 11 out of 20.
[19:08:21	]Nick Durman used command '/GmRoll'.
[19:08:24	]Sarah Goodwell ran 'take' on item 'Beyaz Hava Ceketi' (#58999)
[19:08:24	]Sarah Goodwell has gained a 'Beyaz Hava Ceketi' #58999.
[19:08:31	][IC] Agatha Gard: Sakin! Sadece denedim.
[19:08:33	][IT] Nick Durman: Yabancı kurcalarken şansını kullandı, 11'de 20.
[19:08:46	][Y] Mark Ringer: Yinede dikkatli ol!
[19:08:48	]Tony Miller ran 'take' on item 'Margarin Ürünü' (#70874)
[19:08:48	]Tony Miller has gained a 'Margarin Ürünü' #70874.
[19:08:52	]Tony Miller ran 'take' on item 'Granül Tatlı-Bar' (#70871)
[19:08:52	]Tony Miller has gained a 'Granül Tatlı-Bar' #70871.
[19:08:52	]Mark Zanburg has spawned a combinelock.
[19:08:52	][IT] Nick Durman: İnanılmaz bir biçimde önündeki alette kalemle çizilmiş bir işaret var; İşarette şu yazıyor:
[19:08:54	]Mark Zanburg ran 'take' on item 'Combine Lock' (#70887)
[19:08:54	]Mark Zanburg has gained a 'Combine Lock' #70887.
[19:08:57	]Mark Zanburg ran 'Place' on item 'Combine Lock' (#70887)
[19:08:59	]Tony Miller ran 'take' on item 'Şişte Kuş' (#70877)
[19:08:59	]Tony Miller has gained a 'Şişte Kuş' #70877.
[19:09:03	][Y] Theodore Abernathy: Burada bir şey var.
[19:09:04	][IT] Nick Durman: ŞİFREYİ UNUTURSAN ŞUNU GİRMEYİ DENE; 88UNUTTUM99
[19:09:09	]Mark Zanburg has spawned a lockbreacher.
[19:09:09	]Tony Miller ran 'Consume' on item 'Breen'in Suyu' (#70540)
[19:09:09	]Tony Miller has wasted a level -2 long boost in Zeka (current: -1; target: 1).
[19:09:09	]Tony Miller has updated their Algı long boost target to -1 (current : 1).
[19:09:10	]Mark Zanburg ran 'take' on item 'Combine Lock Breacher' (#70888)
[19:09:10	]Mark Zanburg has gained a 'Combine Lock Breacher' #70888.
[19:09:11	][IC] Theodore Abernathy: Hah?
[19:09:13	]Mark Zanburg ran 'Place' on item 'Combine Lock Breacher' (#70888)
[19:09:19	][IC] Tony Miller: Şu şişeyi yarığa doğru atıcam bekleyin.
[19:09:20	][ME] Agatha Gard: Birşeyler bulmak umuduyla, açık kalmış bilgisayara göz atar. İlginç birşeyler var mıdır?
[19:09:20	]Mark Zanburg has used a context menu option with the name: rb655_dissolve
[19:09:21	]Sarah Goodwell ran 'take' on item 'Koyu Deri Çizme' (#59678)
[19:09:21	]Sarah Goodwell has gained a 'Koyu Deri Çizme' #59678.
[19:09:25	][ME] Theodore Abernathy: paneldeki klavyeden şu şifreyi girmeye başlar: 88UNUTTUM99
[19:09:26	]Mark Zanburg has used a context menu option with the name: rb655_dissolve
[19:09:28	]env_entity_dissolver destroyed a 'Kırık Biyokilit' #70890.
[19:09:28	]Sarah Goodwell ran 'drop' on item 'Koyu Deri Çizme' (#59678)
[19:09:28	]Sarah Goodwell has lost a 'Koyu Deri Çizme' #59678.
[19:09:30	][IC] Tony Miller: Ne.
[19:09:35	]Sarah Goodwell ran 'take' on item 'Koyu Deri Çizme' (#59678)
[19:09:35	]Sarah Goodwell has gained a 'Koyu Deri Çizme' #59678.
[19:09:41	]Tony Miller ran 'take' on item 'Antlion Güveci' (#70876)
[19:09:41	]Tony Miller has gained a 'Antlion Güveci' #70876.
[19:09:43	]Nick Durman used command '/PlaySoundGlobal music/eventmusic/alien_installation.ogg'.
[19:09:47	]Sarah Goodwell ran 'take' on item 'SMG Mermisi' (#70857)
[19:09:47	]Sarah Goodwell has gained a 'SMG Mermisi' #70857.
[19:09:47	]Mark Zanburg has spawned a cmrulock.
[19:09:47	]Agatha Gard used command '/ActStand 4'.
[19:09:48	]Mark Zanburg ran 'take' on item 'CMRU Lock' (#70891)
[19:09:48	]Mark Zanburg has gained a 'CMRU Lock' #70891.
[19:09:49	][IC] Mark Ringer: Umarım açılır.
[19:09:51	]Mark Zanburg ran 'Place' on item 'CMRU Lock' (#70891)
[19:09:55	][IC] Tony Miller: Kadın.
[19:09:57	][IC] Tony Miller: Iyi misin.
[19:09:58	]Theodore Abernathy has used a context menu option with the name: collision_off
[19:10:02	]Nick Durman has used a context menu option with the name: ignite
[19:10:03	]Nick Durman has used a context menu option with the name: remove
[19:10:03	]Agatha Gard used command '/ExitAct'.
[19:10:07	][IC] Sarah Goodwell: Çok susadım, bayılmak üzere gibiyim.
[19:10:07	]Mark Zanburg entered observer.
[19:10:08	][IC] Agatha Gard: Ne?
[19:10:09	][IT] Nick Durman: Ölü antlion cesedi yine kül oldu...
[19:10:11	][IC] Tony Miller: Dezenfektanlarım bitti sana yardımcı olabilirdiim.
[19:10:12	]Mark Zanburg exited observer.
[19:10:14	]Mark Zanburg entered observer.
[19:10:14	]Tony Miller ran 'drop' on item 'Antlion Güveci' (#70876)
[19:10:14	]Tony Miller has lost a 'Antlion Güveci' #70876.
[19:10:17	][IC] Theodore Abernathy: Siktir.
[19:10:17	][IC] Tony Miller: Iç bunu.
[19:10:19	]Mark Zanburg exited observer.
[19:10:20	]Mark Zanburg entered observer.
[19:10:21	]Mark Zanburg exited observer.
[19:10:22	][IC] Theodore Abernathy: Kara büyü falan mı bu lan?
[19:10:22	][IC] Agatha Gard: Ehm, Saray.
[19:10:26	][LOOC] Agatha Gard: *Sarah
[19:10:28	][IC] Mark Ringer: Belki olabilir.
[19:10:31	][ME] Sarah Goodwell: kusacak gibi bakar
[19:10:34	][IC] Mark Ringer: Ama değil.
[19:10:34	]Mark Zanburg entered observer.
[19:10:34	][ME] Sarah Goodwell: alır
[19:10:35	]Mark Zanburg exited observer.
[19:10:35	]Sarah Goodwell ran 'take' on item 'Antlion Güveci' (#70876)
[19:10:35	]Sarah Goodwell has gained a 'Antlion Güveci' #70876.
[19:10:36	][IT] Nick Durman: Geç olmasına rağmen monitörün ekranı açılır...
[19:10:40	][IC] Agatha Gard: İlk yardım paketleri hala duruyor, bel-.
[19:10:41	][IC] Theodore Abernathy: Hah?
[19:10:43	]Mark Zanburg has spawned 'models/props_unique/wheelchair01.mdl'.
[19:10:47	]Mark Zanburg has spawned 'models/props_lab/blastdoor001b.mdl'.
[19:10:52	][ME] Theodore Abernathy: monitörde ne olduğunu incelemeye başlar
[19:10:54	]Theodore Abernathy rolled 1 out of 20 (+4 from Zeka).
[19:10:54	]Theodore Abernathy used command '/Roll intelligence'.
[19:10:56	][IT] Nick Durman: Ekranda tuhaf bir şekilde Eversel Birlik logosu, bir takım tuhaf alfabet ve resimler çıkmaya başlar.
[19:10:57	][IC] Sarah Goodwell: Teşekkür ederim...
[19:11:01	]Sarah Goodwell ran 'Consume' on item 'Antlion Güveci' (#70876)
[19:11:01	]Sarah Goodwell has gained a level 5 long boost in Güç.
[19:11:02	][IC] Mark Ringer: Bundan 10 sene önce labirent adlı film serisini izlemiştim ordaki teknolojik aletler gibi baksana yav!
[19:11:04	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:11:04	]Mark Zanburg has spawned 'models/props_lab/blastdoor001b.mdl'.
[19:11:05	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:11:05	]Mark Zanburg has spawned 'models/props_lab/blastdoor001b.mdl'.
[19:11:05	][Y] Tony Miller: Rica ederim.
[19:11:08	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:11:08	]Mark Zanburg has spawned 'models/props_lab/blastdoor001b.mdl'.
[19:11:11	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:11:11	]Mark Zanburg has spawned 'models/props_lab/blastdoor001b.mdl'.
[19:11:12	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:11:12	]Mark Zanburg has spawned 'models/props_lab/blastdoor001b.mdl'.
[19:11:12	][Y] Theodore Abernathy: Evrensel Birliğin bununla ne işi olabilir?
[19:11:13	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:11:13	]Mark Zanburg has spawned 'models/props_lab/blastdoor001b.mdl'.
[19:11:14	]Mark Zanburg has fired a toolgun with the name: duplicator
[19:11:14	]Mark Zanburg has spawned 'models/props_lab/blastdoor001b.mdl'.
[19:11:19	]Mark Zanburg entered observer.
[19:11:23	]Mark Ringer used command '/ActStand 3'.
[19:11:25	]Mark Zanburg exited observer.
[19:11:27	][ME] Mark Ringer: inceler
[19:11:29	]Mark Zanburg entered observer.
[19:11:30	][IT] Nick Durman: Latin Alfabesiyle yazan kısmında eğer grupta Rusça bilen birisi varsa okuyup tercüme edebilir.
[19:11:33	]Mark Zanburg exited observer.
[19:11:37	][IC] Tony Miller: Beyaz saçlı kadın.
[19:11:38	][LOOC] Nick Durman: Kısmının altında*
[19:11:40	][IC] Tony Miller: Herdeki balyozu al.
[19:11:42	]Mark Zanburg ran 'drop' on item 'Gözlükler' (#68219)
[19:11:42	]Mark Zanburg has lost a 'Gözlükler' #68219.
[19:11:42	][IC] Tony Miller: Koru kendini.
[19:11:43	]Mark Zanburg ran 'drop' on item 'Mavi Tulum' (#68216)
[19:11:43	]Mark Zanburg has lost a 'Mavi Tulum' #68216.
[19:11:43	]Mark Zanburg ran 'drop' on item 'Yeşil Tulum' (#66201)
[19:11:43	]Mark Zanburg has lost a 'Yeşil Tulum' #66201.
[19:11:45	][IC] Tony Miller: Silahsız dolaşma.
[19:11:46	]Mark Zanburg has used a context menu option with the name: rb655_dissolve
[19:11:47	]Mark Zanburg has used a context menu option with the name: rb655_dissolve
[19:11:48	]env_entity_dissolver destroyed a 'Yeşil Tulum' #66201.
[19:11:48	]Mark Zanburg has used a context menu option with the name: rb655_dissolve
[19:11:49	]env_entity_dissolver destroyed a 'Mavi Tulum' #68216.
[19:11:49	][IC] Theodore Abernathy: Rusça bilen var mı amına koyayım, ne yazıyor burada?
[19:11:50	]env_entity_dissolver destroyed a 'Gözlükler' #68219.
[19:11:51	]Agatha Gard ran 'drop' on item 'İlk Yardım Kiti' (#69382)
[19:11:51	]Agatha Gard has lost a 'İlk Yardım Kiti' #69382.
[19:11:53	][Y] Mark Ringer: Bir slav dilinde yazılmış okuyabilen varsa okusun!
[19:11:59	][IC] Tony Miller: Çekil bakıyım.
[19:11:59	][IC] Agatha Gard: Sarah, bunu kullan.
[19:12:00	]Mark Ringer used command '/ExitAct'.
[19:12:02	][IT] Nick Durman: EVERSEL BİRLİK: ТЕМА НЕИЗВЕСТНА
[19:12:07	][ME] Tony Miller: inceler
[19:12:08	]Sarah Goodwell ran 'take' on item 'İlk Yardım Kiti' (#69382)
[19:12:08	]Sarah Goodwell has gained a 'İlk Yardım Kiti' #69382.
[19:12:16	][IT] Nick Durman: ПОПЫТКА МАНИПУЛЯЦИИ ЗЕНОМ 5
[19:12:17	]Mark Ringer used command '/ActStand 4'.
[19:12:18	][IC] Tony Miller: Benim rusça a1 de bitiyor bune amına koyayım.
[19:12:20	][IC] Sarah Goodwell: Peki, teşekkür ederim yine.
[19:12:22	][IC] Agatha Gard: İyi ki bunları bulmuşuz...
[19:12:28	]Sarah Goodwell ran 'use' on item 'İlk Yardım Kiti' (#69382)
[19:12:28	]Sarah Goodwell has performed the 'Use İlk Yardım Kiti' action, gaining 85 experience in medicine.
[19:12:28	]Sarah Goodwell was disinfected by Sarah Goodwell for 81 seconds.
[19:12:28	]Sarah Goodwell was bandaged by Sarah Goodwell for 52 HP.
[19:12:30	][IC] Mark Ringer: ...
[19:12:31	][IC] Theodore Abernathy: Hahaha.
[19:12:40	][IC] Tony Miller: Hiçmi rusça bilen yok lan.
[19:12:41	][IC] Theodore Abernathy: Peki öyleyse, hack mack bilen var mı?
[19:12:42	][IT] Nick Durman: Yani şu: Xen Manipülasyon Deneme 1; Provokasyon.
[19:12:42	][IC] Mark Ringer: Belki bir şekilde çözebilirim.
[19:12:42	][IC] Tony Miller: Haha.
[19:12:44	]Mark Zanburg has spawned a television.
[19:12:47	][IT] Nick Durman: Pek anlamlı değil...
[19:12:52	]Mark Zanburg has fired a toolgun with the name: remover
[19:13:05	][IC] Theodore Abernathy: Xen Manipülasyon falan filan... Ne yapmaya çalışmışlar burada?
[19:13:22	][IC] Theodore Abernathy: Hey, ihtiyar, çekil bakayım, arkanda bir şey var.
[19:13:31	][IT] Nick Durman: Tekrar tekrar, ,daha gürültülü bir şekilde hışırtı sesleri gelmeye başlar, aniden...
[19:13:35	]Nick Durman used command '/PlaySoundGlobal music/battle/tension.mp3'.
[19:13:42	][IC] Mark Ringer: Ben ortodoks bir rahibim böyle işlerle işim olmaz ama.
[19:13:42	]Mark Ringer used command '/ExitAct'.
[19:13:43	]Nick Durman has spawned a 'NPC [4990][npc_antlion]'.
[19:13:44	]Nick Durman has spawned a 'NPC [5045][npc_antlion]'.
[19:13:45	]Nick Durman has spawned a 'NPC [5080][npc_antlion]'.
[19:13:46	]Nick Durman has spawned a 'NPC [5083][npc_antlion]'.
[19:13:46	][ME] Theodore Abernathy: ekranda açık olan kamerayı incelemeye başlar, anlamlı bir şey ifade eder mi?
[19:13:46	]Mark Zanburg entered observer.
[19:13:47	]Nick Durman has spawned a 'NPC [4990][npc_antlion]'.
[19:13:47	]Agatha Gard has taken 5 damage from npc_antlion.
[19:13:49	]Agatha Gard has taken 46 damage from Tony Miller.
[19:13:49	][IC] Theodore Abernathy: Siktir!
[19:13:56	]Nick Durman has spawned a 'NPC [4990][npc_antlion]'.
[19:13:56	][Y] Tony Miller: Siktir be.
[19:13:56	][IC] Agatha Gard: Ah!
[19:13:57	]Nick Durman has spawned a 'NPC [5083][npc_antlion]'.
[19:13:58	][ME] Theodore Abernathy: balyozu hızlıcca eline alır
[19:13:58	][Y] Mark Ringer: YÜCE İSA BİZİ KORU!
[19:13:59	]Nick Durman has spawned a 'NPC [4990][npc_antlion]'.
[19:13:59	]Theodore Abernathy ran 'take' on item 'Sledge Hammer' (#70788)
[19:13:59	]Sarah Goodwell has taken 5 damage from npc_antlion.
[19:13:59	]Agatha Gard has taken 5 damage from npc_antlion.
[19:13:59	]Agatha Gard has hit npc_antlion dealing 16 damage (CritChance was -1.20).
[19:14:00	]Nick Durman has spawned a 'NPC [5183][npc_antlion]'.
[19:14:04	]Mark Ringer has taken 5 damage from npc_antlion.
[19:14:06	]Theodore Abernathy ran 'take' on item 'Sledge Hammer' (#70788)
[19:14:07	]Theodore Abernathy ran 'take' on item 'Sledge Hammer' (#70788)
[19:14:07	]Theodore Abernathy has gained a 'Sledge Hammer' #70788.
[19:14:09	]Theodore Abernathy ran 'Equip' on item 'Sledge Hammer' (#70788)
[19:14:14	]Mark Zanburg exited observer.
[19:14:15	][IT] Nick Durman: Cesetler yine birer birer yanmaya başladı... Sonra kül oluyorlar.
[19:14:17	][Y] Tony Miller: GELİN AMINA KOYAYIM BEDAVA YEMEK.
[19:14:19	][Y] Theodore Abernathy: Gelin bakalım iğrenç böcekler.
[19:14:19	]Nick Durman has used a context menu option with the name: ignite
[19:14:21	]Nick Durman has used a context menu option with the name: ignite
[19:14:22	]Nick Durman has used a context menu option with the name: ignite
[19:14:23	]Nick Durman has used a context menu option with the name: ignite
[19:14:24	]Mark Zanburg has spawned a chess_dummy.
[19:14:25	]Mark Ringer has used a context menu option with the name: ignite
[19:14:25	]Nick Durman has used a context menu option with the name: ignite
[19:14:26	]Nick Durman has used a context menu option with the name: ignite
[19:14:26	]Mark Ringer has used a context menu option with the name: remove
[19:14:28	]Nick Durman has used a context menu option with the name: remove
[19:14:28	]Mark Ringer has used a context menu option with the name: ignite
[19:14:29	]Nick Durman has used a context menu option with the name: remove
[19:14:30	]Nick Durman has used a context menu option with the name: remove
[19:14:31	][IC] Tony Miller: Bune lan.
[19:14:32	]Nick Durman has used a context menu option with the name: remove
[19:14:33	]Mark Ringer has used a context menu option with the name: ignite
[19:14:33	]Nick Durman has used a context menu option with the name: remove
[19:14:34	]Mark Ringer has used a context menu option with the name: remove
[19:14:35	]Nick Durman has used a context menu option with the name: remove
[19:14:35	]Tony Miller ran 'take' on item 'applicatorItemName' (#70219)
[19:14:36	]Nick Durman has used a context menu option with the name: remove
[19:14:37	]Mark Zanburg has fired a toolgun with the name: remover
[19:14:37	][IC] Sarah Goodwell: İyi misin sen?
[19:14:38	][Y] Agatha Gard: Sarah, İ-İlk yardım paketi!
[19:14:41	]Sarah Goodwell has taken 5 damage from ix_item.
[19:14:42	]Sarah Goodwell was knocked unconscious and is bleeding out.
[19:14:42	]Agatha Gard has taken 10 damage from ix_item.
[19:14:43	]Mark Zanburg has spawned a musicradio3.
[19:14:43	][ME] Theodore Abernathy: ekranda açık olan kamerayı incelemeye başlar, anlamlı bir şey ifade eder mi?
[19:14:45	]Mark Zanburg ran 'Deploy' on item 'Counterculture Radio' (#70894)
[19:14:46	][IC] Agatha Gard: Sarah!
[19:14:47	][IC] Tony Miller: Hassiktir.
[19:14:48	]Mark Zanburg has fired a toolgun with the name: remover
[19:14:49	]Mark Zanburg has fired a toolgun with the name: remover
[19:14:50	]Mark Zanburg has spawned a musicradio3.
[19:14:55	][IC] Mark Ringer: LAN!
[19:14:56	]Mark Zanburg entered observer.
[19:14:58	][IC] Agatha Gard: Kahhretsin, Kahretsin!
[19:14:59	]Mark Zanburg has fired a toolgun with the name: remover
[19:15:01	]Mark Ringer has given himself a disinfected_bandage.
[19:15:01	]Mark Ringer has gained a 'Dezenfekte Bandaj Rulosu' #70896.
[19:15:03	][Y] Tony Miller: KADINA YARDIM EDİN BEN PORTALA BAKIYORUM.
[19:15:09	]Mark Zanburg exited observer.
[19:15:11	][IT] Nick Durman: Ekranda yazıyor: Kapıyı Aç.
[19:15:11	]Mark Zanburg entered observer.
[19:15:12	]Mark Zanburg exited observer.
[19:15:15	]Mark Zanburg has spawned a musicradio3.
[19:15:18	]Mark Zanburg ran 'Deploy' on item 'Counterculture Radio' (#70897)
[19:15:19	][IC] Tony Miller: Nasıl.
[19:15:21	][ME] Agatha Gard: Sarah'ı aramaya başlar, belkide... Belkide ilk yardım paketlerinden kalmıştır
[19:15:21	][ME] Mark Ringer: dezenfekte edilmiş bandaj ile kızın yaralarını sarar
[19:15:23	][ME] Theodore Abernathy: etrafı dikkatlice süzmeye çalışır
[19:15:25	]Agatha Gard used command '/CharSearch'.
[19:15:26	]Theodore Abernathy rolled 7 out of 20 (+4 from Algı).
[19:15:26	]Theodore Abernathy used command '/Roll perception'.
[19:15:27	][IT] Mark Ringer: yarası nerede?
[19:15:29	]Agatha Gard has gained a 'İlk Yardım Kiti' #69382 from a container with the name 'Sarah Goodwell' #6698.
[19:15:29	]Mark Zanburg has taken 5 damage from Mark Zanburg.
[19:15:34	]Agatha Gard ran 'give' on item 'İlk Yardım Kiti' (#69382)
[19:15:34	]Agatha Gard has performed the 'Use İlk Yardım Kiti' action, gaining 85 experience in medicine.
[19:15:34	]Sarah Goodwell was disinfected by Agatha Gard for 60 seconds.
[19:15:34	]Sarah Goodwell's bleeding was stopped by Agatha Gard.
[19:15:34	]Sarah Goodwell was bandaged by Agatha Gard for 50 HP.
