[18:05:43	]Lynx has connected.
[20:40:57	]John Freeman has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[20:40:59	]Dugurhan Cohar has used a context menu option with the name: remove
[20:41:09	][LOOC] C24:i5.UNION-46: birşey diyeceğim hani dedin ya 7. kademeler sp ver dese cpler verir diye sen 1. kademedesin belge almam gerekiyo demi
[20:41:17	][LOOC] C24:i5.UNION-46: istemem lazım
[20:41:31	][LOOC] C24:i5.UNION-46: heeeaeeaeaea
[20:41:32	]Dugurhan Cohar entered observer.
[20:41:40	]Dugurhan Cohar exited observer at their location.
[20:41:43	]John Freeman ran 'drop' on item 'Water Bottle' (#18417)
[20:41:43	]John Freeman has lost a 'Water Bottle' #18417.
[20:41:44	][LOOC] C24:i5.UNION-46: İC olarak bilgilerini alayım o zaman ne dersin
[20:41:44	]Dugurhan Cohar entered observer.
[20:41:46	]Mona Vax entered observer.
[20:41:50	]John Freeman ran 'drop' on item 'Water Bottle' (#18416)
[20:41:50	]John Freeman has lost a 'Water Bottle' #18416.
[20:41:53	]John Freeman ran 'take' on item 'Water Bottle' (#18416)
[20:41:53	]John Freeman has gained a 'Water Bottle' #18416.
[20:41:56	]John Freeman ran 'drop' on item 'Water Bottle' (#18416)
[20:41:56	]John Freeman has lost a 'Water Bottle' #18416.
[20:41:58	][LOOC] C24:i5.UNION-46: sen şuan 1. kademeye geçiş yapıyosun demi
[20:42:02	][LOOC] C24:i5.UNION-46: hatta 2
[20:42:12	][IC] C24:i5.UNION-46: <:: Doğrula. ::>
[20:42:14	]Dugurhan Cohar exited observer at their location.
[20:42:14	]Dugurhan Cohar entered observer.
[20:42:16	]Dugurhan Cohar exited observer at their location.
[20:42:16	]Dugurhan Cohar entered observer.
[20:42:16	]John Hector used command '/ID'.
[20:42:17	]Dugurhan Cohar exited observer at their location.
[20:42:17	]Dugurhan Cohar entered observer.
[20:42:18	]Dugurhan Cohar exited observer at their location.
[20:42:19	]Dugurhan Cohar entered observer.
[20:42:19	]Dugurhan Cohar exited observer at their location.
[20:42:19	]Dugurhan Cohar entered observer.
[20:42:19	]Dugurhan Cohar exited observer at their location.
[20:42:20	]Dugurhan Cohar entered observer.
[20:42:20	]Dugurhan Cohar exited observer at their location.
[20:42:20	]Dugurhan Cohar entered observer.
[20:42:20	]Dugurhan Cohar exited observer at their location.
[20:42:21	]Dugurhan Cohar entered observer.
[20:42:21	]Dugurhan Cohar exited observer at their location.
[20:42:22	]Dugurhan Cohar entered observer.
[20:42:24	]Dugurhan Cohar exited observer at their location.
[20:42:25	]Dugurhan Cohar entered observer.
[20:42:32	][LOOC] C24:i5.UNION-46: 77 sosyal puanın varmış olmm
[20:43:07	][LOOC] C24:i5.UNION-46: limiti aşıyor amk
[20:43:29	]Dugurhan Cohar exited observer at their location.
[20:43:38	]Dugurhan Cohar entered observer.
[20:44:05	][LOOC] C24:i5.UNION-46: crat 7 diyo la
[20:44:11	][LOOC] C24:i5.UNION-46: tek seferlik olsun diyo
[20:44:18	]Dugurhan Cohar exited observer at their location.
[20:44:18	]Dugurhan Cohar entered observer.
[20:44:20	]Dugurhan Cohar exited observer at their location.
[20:44:21	]Dugurhan Cohar entered observer.
[20:44:22	]Dugurhan Cohar exited observer at their location.
[20:44:23	]Dugurhan Cohar entered observer.
[20:44:24	]Dugurhan Cohar exited observer at their location.
[20:44:25	]Dugurhan Cohar entered observer.
[20:44:26	]Dugurhan Cohar exited observer at their location.
[20:44:27	]Dugurhan Cohar entered observer.
[20:44:29	]Dugurhan Cohar exited observer at their location.
[20:44:29	][LOOC] C24:i5.UNION-46: dm bak bi lynxx
[20:44:30	]Dugurhan Cohar entered observer.
[20:44:36	]Dugurhan Cohar exited observer at their location.
[20:44:36	]Dugurhan Cohar entered observer.
[20:44:40	]Dugurhan Cohar exited observer at their location.
[20:44:40	]Dugurhan Cohar entered observer.
[20:44:55	][LOOC] C24:i5.UNION-46: bilmiyorum 7 verelim gitsin
[20:44:59	][IT] Dugurhan Cohar: john altına sıçar
[20:45:00	][LOOC] C24:i5.UNION-46: yapacak birşey yok
[20:45:05	][IT] Dugurhan Cohar: üstüne oturur
[20:45:12	][IT] Dugurhan Cohar: göt olur
[20:45:29	][IT] Mona Vax: bebek bi anda havalanır ve tavana yapışır
[20:45:39	]Dugurhan Cohar exited observer at their location.
[20:45:43	][IC] Dugurhan Cohar: SEKS SEVER MİSN.
[20:45:57	]Dugurhan Cohar entered observer.
[20:46:07	][LOOC] C24:i5.UNION-46: oldu 86
[20:46:07	]C24:i5.UNION-46 entered observer.
[20:46:09	]C24:i5.UNION-46 exited observer at their location.
[20:46:12	]C24:i5.UNION-46 used command '/PM dugurhan eşşek herif'.
[20:46:28	][LOOC] C24:i5.UNION-46: 9 verdim 
[20:46:36	][LOOC] C24:i5.UNION-46: o değilde 4 tane olduguna eminmisin aga?
[20:46:45	][LOOC] C24:i5.UNION-46: Sen 5-6 tane iyileştirmişsindir baya yoğundu
[20:46:59	][LOOC] C24:i5.UNION-46: yanlış saydın sanırsam
[20:47:11	][IC] John Freeman: Evet.
[20:47:27	][IC] John Freeman: 31.
[20:47:30	]Dugurhan Cohar exited observer at their location.
[20:47:36	]Dugurhan Cohar entered observer.
[20:47:51	]Dugurhan Cohar exited observer at their location.
[20:48:10	]Dugurhan Cohar entered observer.
[20:48:11	]Dugurhan Cohar exited observer at their location.
[20:48:11	]Dugurhan Cohar entered observer.
[20:48:12	]Dugurhan Cohar exited observer at their location.
[20:48:14	]Dugurhan Cohar entered observer.
[20:48:45	][IC] C24:i5.UNION-46: <:: Ya. ::>
[20:48:48	][IC] C24:i5.UNION-46: <:: 4mü 5 mi. ::>
[20:48:50	]Dugurhan Cohar exited observer at their location.
[20:48:54	][OOC] John Freeman: victorian dc ye geri gel la
[20:49:05	][OOC] Dugurhan Cohar: yoook
[20:49:06	]Dugurhan Cohar entered observer.
[20:49:07	]Mona Vax exited observer at their location.
[20:49:11	][OOC] John Freeman: 31 seks
[20:49:14	]Scientist has connected.
[20:49:15	]Dugurhan Cohar exited observer at their location.
[20:49:32	][IC] Dugurhan Cohar: Selam, baylar.
[20:49:39	][IC] C24:i5.UNION-46: <:: Merhaba. ::>
[20:49:41	][IC] John Hector: Iyi günler.
[20:49:51	]C24:i5.UNION-46 used command '/PM hector normalde 7 alacaktın ona şükret la'.
[20:49:59	][IC] Dugurhan Cohar: Umarım iyisinizdir, bugün vardiyada olmadı baya sıkılıyorum he.
[20:50:20	][IC] Dugurhan Cohar: Hmm, aynen.
[20:50:28	]Mona Vax entered observer.
[20:50:29	][IC] John Hector: SiB başkanından rica edilebilir aslında bir vardiya.
[20:50:40	][LOOC] Dugurhan Cohar: o benim
[20:50:47	][LOOC] John Hector: biliom
[20:50:52	][IC] Dugurhan Cohar: SİB başkanı? Hiç duymadım.
[20:50:58	][IC] Dugurhan Cohar: Siyasetten pek anlamam.
[20:51:00	]John Freeman ran 'take' on item 'Tıbbi Direnişçi Üniforması' (#15910)
[20:51:00	]John Freeman has gained a 'Tıbbi Direnişçi Üniforması' #15910.
[20:51:04	]John Freeman ran 'drop' on item 'Tıbbi Direnişçi Üniforması' (#15910)
[20:51:04	]John Freeman has lost a 'Tıbbi Direnişçi Üniforması' #15910.
[20:51:12	]John Brookly is no longer afk. Total time spent AFK: 955
[20:51:16	]Mona Vax has spawned a junk_coffeecup.
[20:51:17	][IC] Dugurhan Cohar: Amaaan neyse.
[20:51:20	]Mona Vax has spawned a ing_coffee_powder.
[20:51:26	]John Freeman ran 'take' on item 'Kahve Tozu' (#18811)
[20:51:26	]John Freeman has gained a 'Kahve Tozu' #18811.
[20:51:27	]John Freeman ran 'take' on item 'Boş Kahve Fincanı' (#18810)
[20:51:27	]John Freeman has gained a 'Boş Kahve Fincanı' #18810.
[20:51:28	]Scientist loaded the character 'Albert Black'
[20:51:28	][IC] John Hector: Kısaca insanlara iş ataması veya sivil vatandaşlar için kısa vardiyalar yapan bir departman denebilir.
[20:51:45	][IC] Dugurhan Cohar: Hmm... Evet anladım, aynen. Kesinlikle.
[20:51:51	]John Brookly admin-searched the 'Refrigerator' #2531 container.
[20:51:51	]John Brookly has used a context menu option with the name: wncontainer_view
[20:51:53	]John Brookly admin-closed the 'Refrigerator' #2531 container.
[20:51:55	][IC] Dugurhan Cohar: Herneyse, yaşasın...
[20:52:02	][IC] Dugurhan Cohar: Yaşasın... Neydi ya.
[20:52:05	]John Freeman ran 'Use' on item 'Fırın' (#16572)
[20:52:05	][IC] Dugurhan Cohar: Hep unutuyorum.
[20:52:08	][IC] C24:i5.UNION-46: <:: Yaşasın EVRENSEL BIRLIK. ::>
[20:52:10	][IC] Dugurhan Cohar: Birlik mi neydi.
[20:52:13	][IC] Dugurhan Cohar: Aynen, ondan.
[20:52:17	]John Freeman opened the 'Refrigerator' #2531 container.
[20:52:19	]John Freeman closed the 'Refrigerator' #2531 container.
[20:52:21	][ME] C24:i5.UNION-46: içinden: gerizekalı 
[20:52:21	]Albert Black has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[20:52:31	][IC] Dugurhan Cohar: Yaşasın Evrensel Birlik ve Eli!
[20:52:32	]C24:i5.UNION-46 used command '/PM hector yapamıyomm :(('.
[20:52:33	][LOOC] John Freeman: AZ buzdolabına eşya at 
[20:52:34	]Albert Black ran 'take' on item 'Rasyon' (#18812)
[20:52:34	]Albert Black has gained a 'Rasyon' #18812.
[20:52:36	][IC] C24:i5.UNION-46: <:: Eli? ::>
[20:52:38	][IC] John Freeman: Yemek.
[20:52:38	]Albert Black ran 'Open' on item 'Rasyon' (#18812)
[20:52:38	]Albert Black has gained a 'Yapay Macun' #18813.
[20:52:38	]Albert Black has gained a 'Breen'in Suyu' #18814.
[20:52:38	]Albert Black has gained a '15 Kredi Kuponu' #18815.
[20:52:40	]Albert Black ran 'Consume' on item 'Yapay Macun' (#18813)
[20:52:40	]John Freeman opened the 'Refrigerator' #2531 container.
[20:52:40	]Albert Black has gained a 'Boş Kavanoz' #18816.
[20:52:41	]Albert Black ran 'Consume' on item 'Breen'in Suyu' (#18814)
[20:52:41	]Albert Black has gained a 'Boş Breen'in Suyu' #18817.
[20:52:41	]John Brookly opened the 'Dropped Items' #2607 container.
[20:52:41	]John Freeman closed the 'Refrigerator' #2531 container.
[20:52:43	]John Brookly closed the 'Dropped Items' #2607 container.
[20:52:45	]John Brookly has used a context menu option with the name: rb655_dissolve
[20:52:46	][IC] Dugurhan Cohar: Eli, hani geçen gün gazeteye çıkan adam.
[20:52:46	]Albert Black ran 'Use' on item '15 Kredi Kuponu' (#18815)
[20:52:48	]John Brookly opened the 'Dropped Items' #2503 container.
[20:52:48	]Albert Black has used a coupon at a ration dispenser, gaining 15 credits.
[20:52:50	]John Brookly closed the 'Dropped Items' #2503 container.
[20:52:52	]John Brookly has used a context menu option with the name: rb655_dissolve
[20:52:56	][IC] Dugurhan Cohar: Gazeteye çıkan herkes Dünya'nın lideri değil mi?
[20:52:58	]Dugurhan Cohar entered observer.
[20:52:58	]Dugurhan Cohar exited observer at their location.
[20:52:59	]John Freeman opened the 'Refrigerator' #2531 container.
[20:53:00	]Dugurhan Cohar entered observer.
[20:53:00	]John Freeman closed the 'Refrigerator' #2531 container.
[20:53:01	]Dugurhan Cohar exited observer at their location.
[20:53:06	][LOOC] C24:i5.UNION-46: öylemi
[20:53:08	]Lynx has unloaded their "John Hector" character.
[20:53:10	][IC] Dugurhan Cohar: Yani... Ben öyle biliyorum.
[20:53:11	]Mona Vax exited observer at their location.
[20:53:12	]John Brookly has spawned a 'Entity [1962][ix_advancedcontainer]'.
[20:53:13	][LOOC] C24:i5.UNION-46: bohohohy
[20:53:13	]Lynx loaded the character 'C24:i5.VICTOR-61'
[20:53:15	][LOOC] Dugurhan Cohar: bu karakter biraz deli
[20:53:21	]Wonder Of You loaded the character 'Nedim Malik'
[20:53:26	]Nedim Malik is fully healed.
[20:53:26	][LOOC] C24:i5.UNION-46: ben şuan ne yapsam suç sayılmaz
[20:53:31	]C24:i5.VICTOR-61 used command '/Radio 10-8'.
[20:53:31	][OOC] John Freeman: adam kahve tozuyla napmamı bekliyo makinesimi var sanki
[20:53:31	][IC] Dugurhan Cohar: Bak, arkadaşında geldi.
[20:53:35	][IC] Dugurhan Cohar: Belki yardım falanda eder.
[20:53:36	][IC] C24:i5.UNION-46: <:: VICTOR. ::>
[20:53:39	]Dugurhan Cohar entered observer.
[20:53:39	][IC] C24:i5.UNION-46: <:: Yaklaş. ::>
[20:53:40	]Dugurhan Cohar exited observer at their location.
[20:53:41	][IC] Albert Black: Sivil koruma.
[20:53:46	][IC] C24:i5.UNION-46: <:: Bu ne diyo biliyonmu. ::>
[20:53:46	][OOC] John Brookly: var
[20:53:53	][W] C24:i5.UNION-46: <:: Eli dünya lideriymiş. ::>
[20:53:53	][IC] C24:i5.UNION-46: <:: Haha. ::>
[20:54:02	][IC] Dugurhan Cohar: Hm? O ne?
[20:54:02	][OOC] John Freeman: bende yok
[20:54:06	]Nedim Malik ran 'EquipUn' on item 'Combine PDA' (#16745)
[20:54:08	][IC] C24:i5.UNION-46: <:: VICTOR. ::>
[20:54:09	]Nedim Malik ran 'drop' on item 'Combine PDA' (#16745)
[20:54:09	]Nedim Malik has lost a 'Combine PDA' #16745.
[20:54:11	][OOC] John Brookly: al o zaman yapcak birşey yok
[20:54:11	]Nedim Malik has fired a toolgun with the name: remover
[20:54:25	][IC] Dugurhan Cohar: Ben en iyisi gideyim baylar, size iyi günler.
[20:54:25	][LOOC] C24:i5.UNION-46: yapsana birşey la
[20:54:26	][OOC] John Freeman: sib daha eşya satmıyor
[20:54:29	][IC] C24:i5.UNION-46: <:: Dur. ::>
[20:54:32	][IC] Dugurhan Cohar: Hm?
[20:54:36	][IC] C24:i5.VICTOR-61: <:: Sivil. ::>
[20:54:37	]Dugurhan Cohar entered observer.
[20:54:37	]Dugurhan Cohar exited observer at their location.
[20:54:38	][IC] C24:i5.VICTOR-61: <:: Dur. ::>
[20:54:53	]C24:i5.UNION-46 used command '/PM victor-61 Eli'yi bilmiyonmu amk'.
[20:55:01	]John Brookly opened the 'File Cabinet' #2149 container.
[20:55:02	]C24:i5.UNION-46 used command '/PM victor-61 onun dünya lideri olduğunu diyor'.
[20:55:03	][OOC] John Freeman: eve bak amına koyum ultra patro zenci işi
[20:55:04	]John Brookly closed the 'File Cabinet' #2149 container.
[20:55:09	][IC] C24:i5.VICTOR-61: <:: Eli dünya liderimisin? ::>
[20:55:10	]C24:i5.UNION-46 used command '/PM victor-61 ELI amk Eli'.
[20:55:18	][IC] C24:i5.UNION-46: <:: Victor.. ::>
[20:55:20	][IC] C24:i5.VICTOR-61: <:: Haha. ::>
[20:55:29	]Nedim Malik entered observer.
[20:55:32	][IC] C24:i5.UNION-46: <:: Bunun ismi eli değil. ::>
[20:55:32	][IC] Dugurhan Cohar: Yani... Galiba... Pek bilmiyorum. Az öncede siyasetle pek aram olmadığını söylemiştim.
[20:55:32	]John Brookly used command '/PM freeman eğer sklar evini basarsa büyük ihtimalle seni öldürür'.
[20:55:37	]Nedim Malik exited observer at their location.
[20:55:42	][LOOC] Dugurhan Cohar: Eli Vance'de bahsediyorum
[20:56:03	][PICKUP DISPENSER] Wonder Of You ( Nedim Malik ) picked up an item from the pickup dispenser.
[20:56:03	]Nedim Malik has gained a 'Daire Anahtarı' #18818.
[20:56:03	][LOOC] Dugurhan Cohar: HL serisindeki direnişin lideri var ya hani
[20:56:05	]John Brookly opened the 'Refrigerator' #2531 container.
[20:56:07	]John Brookly closed the 'Refrigerator' #2531 container.
[20:56:15	]Albert Black ran 'drop' on item 'Boş Breen'in Suyu' (#18817)
[20:56:15	]Albert Black has lost a 'Boş Breen'in Suyu' #18817.
[20:56:17	]Albert Black ran 'drop' on item 'Boş Breen'in Suyu' (#18716)
[20:56:17	]Albert Black has lost a 'Boş Breen'in Suyu' #18716.
[20:56:18	]Nedim Malik entered observer.
[20:56:20	][IC] C24:i5.UNION-46: <:: Dugurhan,Hafıza kaybı yaşadınmı hiç? ::>
[20:56:25	]John Brookly exited observer at their location.
[20:56:28	]Albert Black ran 'drop' on item 'Boş Kavanoz' (#18816)
[20:56:28	]Albert Black has lost a 'Boş Kavanoz' #18816.
[20:56:28	]John Brookly entered observer.
[20:56:30	]John Freeman used command '/PM John ok bro'.
[20:56:43	][IC] Dugurhan Cohar: Hafıza kaybı? Yok, ama bana savaştan hemen sonra şöyle bir şey verdiler.
[20:56:44	][W] C24:i5.UNION-46: <:: Bunun Deli teşhisi var sanırsam. ::>
[20:56:50	][IC] Dugurhan Cohar: İsmimi nereden biliyorsun?
[20:56:52	]John Freeman used command '/PM Brookly ok bro ama bulamazlar'.
[20:56:54	]Nedim Malik exited observer at their location.
[20:56:55	][W] C24:i5.VICTOR-61: <:: Olabilir. ::>
[20:56:59	][W] C24:i5.VICTOR-61: <:: Sorgulamak iyi olur. ::>
[20:57:03	][W] C24:i5.UNION-46: <:: Atalımmı kıyma makinesine? ::>
[20:57:11	][W] C24:i5.UNION-46: <:: Stalkere dönüşebilir. ::>
[20:57:17	]John Brookly used command '/Reply pek emin olma'.
[20:57:21	]John Brookly admin-searched the 'Doktor Brooks'un Tıbbi Malzemeleri' #2178 container.
[20:57:21	]John Brookly has used a context menu option with the name: wncontainer_view
[20:57:23	]John Freeman used command '/PM brook evi basmak için nedenleri yok ve eşyaları zaten bulamazlar saklı'.
[20:57:23	]John Brookly admin-closed the 'Doktor Brooks'un Tıbbi Malzemeleri' #2178 container.
[20:57:26	]John Brookly has used a context menu option with the name: wncontainer_checkowner
[20:57:37	]John Brookly used command '/Reply herşey açıkta knk'.
[20:57:46	]John Brookly used command '/Reply kitli containerin bile yok'.
[20:57:52	]Nedim Malik has spawned 'models/props_furniture/dresser1.mdl'.
[20:57:54	][ME] Dugurhan Cohar: O sırada, bir belgeyi SK birimlerine uzatır. Belgenin altında SMAB logosu gözükebilir. Belgede, Dugurhan'ın savaş anındaki aldığı beyin hasarıyla ilgili birşeyler yazıyordur. 
[20:57:57	]John Freeman used command '/PM brook ne açıkta amına koyum containerlar kilitli benim'.
[20:57:57	]John Brookly used command '/PM freeman varmış pardon'.
[20:58:01	]Nedim Malik has spawned 'models/props_interiors/furniture_lamp01a.mdl'.
[20:58:01	]John Brookly admin-searched the 'File Cabinet' #2396 container.
[20:58:01	]John Brookly has used a context menu option with the name: wncontainer_view
[20:58:04	]John Brookly admin-closed the 'File Cabinet' #2396 container.
[20:58:05	][IC] C24:i5.UNION-46: <:: Hmph. ::>
[20:58:05	]John Brookly admin-searched the 'Large Metal Cabinet' #2532 container.
[20:58:05	]John Brookly has used a context menu option with the name: wncontainer_view
[20:58:07	]Nedim Malik has spawned 'models/props_interiors/furniture_lamp01a_static.mdl'.
[20:58:09	]John Brookly admin-closed the 'Large Metal Cabinet' #2532 container.
[20:58:13	]Nedim Malik has spawned 'models/gibs/furniture_gibs/furniture_chair01a_gib01.mdl'.
[20:58:18	][ME] C24:i5.UNION-46: belgeyi alır
[20:58:22	][LOOC] John Brookly: mesela ben skyım evine girdim, bu çöpleri gördüm
[20:58:22	]John Freeman used command '/PM brook ne açıkta'.
[20:58:29	][IC] C24:i5.VICTOR-61: <:: 183'ncü kural ihlali oluyor. ::>
[20:58:30	][LOOC] John Brookly: birsürü toplamıssın 
[20:58:33	]Nedim Malik has spawned 'models/props_c17/furniturearmchair001a.mdl'.
[20:58:34	][ME] Dugurhan Cohar: Verdiği bir diğer belge ise, savaş öncesinde Çeçenistan adı verilen bir yer alakalıdır. Belgede, Dugurhan'ın eski İstihbarat Bakanının yardımcısı olduğu anlaşılır.
[20:58:36	][LOOC] John Freeman: çöpleri bavbula atarım
[20:58:38	][LOOC] John Brookly: bunları elinde bulundurman yasak
[20:58:41	][ME] C24:i5.UNION-46: Belgedeki Dugurhan'ın savaş anındaki aldığı beyin hasarıyla ilgili şeyleri görmüştür
[20:58:46	][LOOC] John Brookly: artı olarak Medikal için çalışıyorsun ama
[20:58:53	][LOOC] John Brookly: evinde medikal esya saklıyorsun
[20:59:01	][IC] Dugurhan Cohar: Yani, elimde olanlar bunlar baylar.
[20:59:02	][LOOC] John Brookly: direniş üssü gibi duruyor
[20:59:06	][IC] C24:i5.UNION-46: <:: VICTOR. ::>
[20:59:19	][IC] Dugurhan Cohar: Kural 183? O ne be.
[20:59:21	][IC] C24:i5.UNION-46: <:: Zihinsel uyumsuzluk. ::>
[20:59:22	]John Freeman ran 'take' on item 'Plastik Kova' (#18014)
[20:59:22	]John Freeman has gained a 'Plastik Kova' #18014.
[20:59:23	]John Freeman ran 'take' on item 'Plastik Kova' (#18000)
[20:59:23	]John Freeman has gained a 'Plastik Kova' #18000.
[20:59:24	]John Freeman ran 'take' on item 'Karton Kutu' (#15830)
[20:59:24	]John Freeman has gained a 'Karton Kutu' #15830.
[20:59:25	]John Freeman ran 'take' on item 'Plastik Kova' (#17996)
[20:59:25	]John Freeman has gained a 'Plastik Kova' #17996.
[20:59:32	]John Freeman ran 'take' on item 'Eski Lastik' (#18006)
[20:59:32	]John Freeman has gained a 'Eski Lastik' #18006.
[20:59:35	][IC] C24:i5.UNION-46: <:: Uygunsuzluk*. ::>
[20:59:40	][IC] Dugurhan Cohar: Zihinsel Yuyumsuzukul?
[20:59:43	][IC] C24:i5.UNION-46: <:: Yürü. ::>
[20:59:45	][IC] Albert Black: Tamamdır.
[20:59:46	]John Freeman has performed the 'Craft Parçala: Karton Kutu' action, gaining 30 experience in crafting.
[20:59:46	]John Freeman has gained a 'Bez Paçavralar' #18819.
[20:59:49	]John Freeman has performed the 'Craft Parçala: Plastik Kova' action, gaining 30 experience in crafting.
[20:59:49	][ME] Dugurhan Cohar: kelimeyi yanlış söylediği anlaşılır
[20:59:52	]John Freeman has performed the 'Craft Parçala: Plastik Kova' action, gaining 30 experience in crafting.
[20:59:55	]John Freeman has performed the 'Craft Parçala: Plastik Kova' action, gaining 30 experience in crafting.
[20:59:58	]John Freeman ran 'take' on item 'Eski Lastik' (#16574)
[20:59:58	]John Freeman has gained a 'Eski Lastik' #16574.
[21:00:00	]John Freeman ran 'take' on item 'Kova' (#16439)
[21:00:00	]John Freeman has gained a 'Kova' #16439.
[21:00:03	]John Freeman ran 'take' on item 'Plastik Kova' (#14900)
[21:00:03	]John Freeman has gained a 'Plastik Kova' #14900.
[21:00:07	][IC] C24:i5.VICTOR-61: <:: Duvara geç. ::>
[21:00:07	][IC] Dugurhan Cohar: Sizde amma ciddi tiplersiniz ha, hiç mi sıkılmıyorsunuz?
[21:00:09	]Albert Black used command '/ActLean'.
[21:00:11	]John Freeman has performed the 'Craft Parçala: Plastik Kova' action, gaining 30 experience in crafting.
[21:00:12	][IC] Dugurhan Cohar: Duvar? Tabi.
[21:00:13	][IC] C24:i5.UNION-46: <:: VICTOR. ::>
[21:00:15	]John Freeman has performed the 'Craft Parçala: Kova' action, gaining 25 experience in crafting.
[21:00:15	]John Freeman has gained a 'Hurda Metal' #18820.
[21:00:19	][W] Albert Black: Ahğ.
[21:00:21	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[21:00:27	]John Freeman has transferred a 'Hurda Metal' #18820 to a container with the name 'Large Metal Cabinet' #2532.
[21:00:28	]John Freeman ran 'combine' on item 'Hurda Metal' (#17831)
[21:00:31	]John Freeman ran 'combine' on item 'Bez Paçavralar' (#17815)
[21:00:33	]John Freeman has transferred a 'Plastik Çöp' #18809 to a container with the name 'Large Metal Cabinet' #2532.
[21:00:33	]John Freeman ran 'combine' on item 'Plastik Çöp' (#18726)
[21:00:36	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[21:00:37	]Nedim Malik has spawned 'models/props/cs_office/sofa.mdl'.
[21:00:38	][W] Albert Black: Beni az önce iten i5 i geçemeyeceğine eminim.
[21:00:41	]Nedim Malik has spawned 'models/props_interiors/sofa01.mdl'.
[21:00:41	][W] Albert Black: Haha.
[21:00:43	]Nedim Malik has spawned 'models/props_interiors/sofa02.mdl'.
[21:00:43	][ME] C24:i5.VICTOR-61: bir kelepçe çıkarır ve ellerini arkada birleştirerek kelepçelemeye çalışır.
[21:00:44	][W] C24:i5.UNION-46: <:: Bağla,Sorgula AMPÜTE izni al veya stalkere dönüştür. ::>
[21:00:47	]Nedim Malik has spawned 'models/props/cs_office/sofa_chair.mdl'.
[21:00:49	]Albert Black used command '/ExitAct'.
[21:00:49	][ME] Dugurhan Cohar: Herhangi bir direnme eylemi göstermez
[21:00:51	]C24:i5.VICTOR-61 used command '/ItD kişi direniş gösteriyor mu?'.
[21:00:52	]Nedim Malik has spawned 'models/props_interiors/sofa_chair02.mdl'.
[21:00:56	]Nedim Malik has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/sofa_chair02.mdl'.
[21:00:56	]Nedim Malik has used a context menu option with the name: ixusableentitycreate
[21:00:56	]C24:i5.VICTOR-61 ran 'Use' on item 'Lastik Kelepçe' (#8785)
[21:01:00	]John Freeman ran 'take' on item 'Makas' (#14726)
[21:01:00	]John Freeman has gained a 'Makas' #14726.
[21:01:01	]Nedim Malik has used a context menu option with the name: skin
[21:01:03	]Nedim Malik has used a context menu option with the name: skin
[21:01:06	]John Freeman has performed the 'Craft Parçala: Eski Lastik' action, gaining 40 experience in crafting.
[21:01:06	]John Freeman has gained a 'Plastik Çöp' #18821.
[21:01:08	]C24:i5.VICTOR-61 used command '/CharSearch'.
[21:01:09	]John Freeman has performed the 'Craft Parçala: Eski Lastik' action, gaining 40 experience in crafting.
[21:01:13	]Nedim Malik has used a context menu option with the name: remove
[21:01:13	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[21:01:15	]Nedim Malik has spawned 'models/props_interiors/sofa01.mdl'.
[21:01:17	]John Freeman ran 'combine' on item 'Plastik Çöp' (#18809)
[21:01:17	][IC] Dugurhan Cohar: Hm, kelepçce.
[21:01:18	]C24:i5.VICTOR-61 has gained a 'Boş Sağlık Şişesi' #18707 from a container with the name 'Dugurhan Cohar' #2677.
[21:01:18	]John Freeman has transferred a 'Plastik Çöp' #18821 to a container with the name 'Large Metal Cabinet' #2532.
[21:01:19	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[21:01:26	]Nedim Malik has used a context menu option with the name: remove
[21:01:29	][IC] Albert Black: Morgan austin kan alımı işlemi için.
[21:01:31	]John Freeman ran 'take' on item 'Boş Benzin Bidonu' (#12473)
[21:01:31	]John Freeman has gained a 'Boş Benzin Bidonu' #12473.
[21:01:33	][ME] Dugurhan Cohar: Herhangi bir direnme eylemi göstermez, görülmez
[21:01:34	][IC] C24:i5.UNION-46: <:: Yep. ::>
[21:01:35	][IC] Albert Black: Morgan austine 6.
[21:01:40	][IC] Albert Black: Bana 12 sp verilecek.
[21:01:43	][IC] Dugurhan Cohar: Baya bi sıkıyor bu.
[21:01:47	][IC] C24:i5.UNION-46: <:: 9 olmasın o. ::>
[21:01:49	]Nedim Malik has spawned 'models/props_interiors/furniture_couch01a.mdl'.
[21:01:51	][IC] Albert Black: Hayır.
[21:01:52	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[21:01:53	][IC] C24:i5.UNION-46: <:: Evet. ::>
[21:01:53	][IC] Albert Black: 12.
[21:01:53	]Nedim Malik has spawned a usable entity class 'ix_couch' with model 'models/props_interiors/furniture_couch01a.mdl'.
[21:01:53	]Nedim Malik has used a context menu option with the name: ixusableentitycreate
[21:01:56	]Nedim Malik has spawned 'models/props/de_mirage/couch_a.mdl'.
[21:01:58	][IC] Dugurhan Cohar: Eeee...
[21:02:00	]John Freeman has gained a 'Araç Kiti' #16250 from a container with the name 'Large Metal Cabinet' #2532.
