[16:20:53	]crat has connected.
[20:01:36	]Alexander Ivanov has spawned a usable entity class 'ix_chair' with model 'models/props_c17/furniturechair001a.mdl'.
[20:01:36	]Alexander Ivanov has used a context menu option with the name: ixusableentitycreate
[20:01:37	]Alexander Ivanov used command '/ActSit 5'.
[20:01:39	]Alexander Ivanov used command '/ExitAct'.
[20:01:40	][IC] John Freeman: Buraya kitaplık demiştimde.
[20:01:44	]Luther Campbell used command '/ExitAct'.
[20:01:46	]Alexander Ivanov has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[20:01:46	]Alexander Ivanov has taken 5 damage from prop_physics.
[20:01:48	]Alexander Ivanov has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[20:01:49	][IC] John Freeman: 2 tane köşelere.
[20:01:49	]John Hector ran 'Equip' on item 'Açık Gri Kol Bandı' (#8720)
[20:01:55	][IC] John Freeman: Köşeye yasla.
[20:01:57	][IC] John Freeman: Öyle.
[20:01:58	]Luther Campbell has given himself a cwulock.
[20:01:58	]Luther Campbell has gained a 'CWU Lock' #15929.
[20:02:00	]Alexander Ivanov has enabled persistence for 'models/props_interiors/furniture_shelf01a.mdl'.
[20:02:00	]Alexander Ivanov has used a context menu option with the name: persist
[20:02:00	][IC] John Freeman: Nbide öbürtüne.
[20:02:01	]Luther Campbell ran 'Place' on item 'CWU Lock' (#15929)
[20:02:03	]C24:RL.XRAY-57 used command '/Dispatch Şehir 24 sakinlerinin dikkatine. Sivil İşçi Birliği, yeni bir iş vardiyası organize etmektedir. Lütfen Vardiya Deposu #1'e doğru hareket edin; katılım, birçok vatandaş için zorunludur.'.
[20:02:04	]Alexander Ivanov has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[20:02:09	]Luther Campbell has used a context menu option with the name: rb655_dissolve
[20:02:09	][LOOC] John Freeman: yazamıyom amk sajdnfaf
[20:02:12	]Luther Campbell has given himself a cwulock.
[20:02:12	]Luther Campbell has gained a 'CWU Lock' #15931.
[20:02:14	]Luther Campbell has used a context menu option with the name: remove
[20:02:14	][IC] John Freeman: Ortaya tezgah.
[20:02:14	]Alexander Ivanov has enabled persistence for 'models/props_interiors/furniture_shelf01a.mdl'.
[20:02:14	]Alexander Ivanov has used a context menu option with the name: persist
[20:02:19	]Luther Campbell ran 'Place' on item 'CWU Lock' (#15931)
[20:02:22	][LOOC] Alexander Ivanov: item mi o
[20:02:24	]C24:RL.XRAY-57 used command '/Broadcast Şehir 24 sakinlerinin dikkatine. Sivil İşçi Birliği, yeni bir iş vardiyası organize etmektedir. Lütfen Vardiya Deposu #1'e doğru hareket edin; katılım, birçok vatandaş için zorunludur.'.
[20:02:29	][IC] John Freeman: Yok prop olan.
[20:02:30	][IC] John Freeman: Dur.
[20:02:34	]crat loaded the character 'S10:SCN-8'
[20:02:36	][IC] Paul Stone: Merhabalar.
[20:02:36	]S10:SCN-8 used command '/Dispatch Şehir 24 sakinlerinin dikkatine. Sivil İşçi Birliği, yeni bir iş vardiyası organize etmektedir. Lütfen Vardiya Deposu #1'e doğru hareket edin; katılım, birçok vatandaş için zorunludur.'.
[20:02:40	]Alexander Ivanov has spawned 'models/props_wasteland/kitchen_counter001a.mdl'.
[20:02:40	][IC] Paul Stone: Merhabalar.
[20:02:44	][IC] John Hector: Merhaba.
[20:02:44	][IC] Paul Stone: Nasılsınız.
[20:02:49	]S10:SCN-8 used command '/Broadcast'.
[20:02:51	][IC] John Freeman: Contructure propsa varya tahta.
[20:02:51	][IC] Luther Campbell: Gelmeyecekler galiba.
[20:02:54	]S10:SCN-8 ran SAM command 'asay' with arguments: 'şehire duyuru nasıl yapıyoruz ya'
[20:02:56	][IC] John Freeman: 1 tane çekmece var.
[20:02:57	][IC] Luther Campbell: Gece vardiyası işte.
[20:02:57	]Alexander Ivanov has spawned 'models/props_c17/FurnitureDrawer001a.mdl'.
[20:02:58	][IC] John Hector: Iyiyim sizden ne haber?
[20:03:00	][IC] John Brookly: Çünkü Dispatch anons yapmadı.
[20:03:00	]Alexander Ivanov has spawned 'models/props_c17/FurnitureDrawer001a.mdl'.
[20:03:00	]C24:RCT.YELLO-22 used command '/ActStand 3'.
[20:03:01	][IC] John Freeman: He pda olur.
[20:03:01	]C24:RCT.YELLO-22 used command '/ExitAct'.
[20:03:04	]crat loaded the character 'C24:RL.XRAY-57'
[20:03:08	][IC] Paul Stone: Iyi ah bu ülkeyi seviyorum.
[20:03:12	][IC] John Brookly: Sivil Korumalara istekte bulundum fakat söylemediler galiba.
[20:03:13	][IC] Luther Campbell: Ee biz yapamıyoruz onu.
[20:03:17	][IC] Luther Campbell: Işte.
[20:03:17	][IC] John Freeman: Kırılmaz yapılıyormu.
[20:03:23	]Alexander Ivanov has enabled persistence for 'models/props_c17/furnituredrawer001a.mdl'.
[20:03:23	]Alexander Ivanov has used a context menu option with the name: persist
[20:03:23	][IC] Paul Stone: Sen?
[20:03:26	][IC] John Brookly: Biz yapıyoruz normalde fakat anons makinesi yok bruada.
[20:03:27	]Scientist created the character 'Sadie White'
[20:03:27	]Scientist loaded the character 'Sadie White'
[20:03:27	]Sadie White has gained a 'Açık Gri Kol Bandı' #15932.
[20:03:27	]Sadie White has gained a '#10861 Kimlik Kartı' #15933.
[20:03:27	]Sadie White has gained a 'Gri Tulum' #15934.
[20:03:27	]Sadie White has gained a 'Siyah tulum pantolonu' #15935.
[20:03:28	][IC] Paul Stone: Menmunmusun?
[20:03:29	][IC] John Brookly: Gel aşağıya bakalım.
[20:03:30	][IC] John Hector: Aynı şekilde.
[20:03:38	][IC] John Hector: Burayı sevmeyen ölsün.
[20:03:41	][LOOC] C24:RCT.YELLO-22: şehir boş ya
[20:03:44	][IC] John Freeman: Bide depolama satın alabiliyozmu.
[20:03:51	][LOOC] John Freeman: metal dolap falan?
[20:03:52	][LOOC] Alexander Ivanov: tamamdır, şimdi iş vardiyası olacak ona gel istersen dur container eklyiim
[20:03:57	][IC] John Brookly: Yok.
[20:03:58	][LOOC] Alexander Ivanov: onları veremiyorum
[20:03:59	][IC] John Hector: İsminiz nedir acaba?
[20:04:03	][IC] John Freeman: Yatak odasına ekle,d.
[20:04:05	][IC] John Freeman: Heğ.
[20:04:07	]C24:RCT.YELLO-22 used the 'Destek Masası Dağıtıcısı' vendor.
[20:04:09	][IC] Paul Stone: Paul senin?
[20:04:12	][IC] John Freeman: Ben konteynir diyom zaten.
[20:04:15	][IC] John Hector: John Hector.
[20:04:16	]C24:RCT.YELLO-22 has gained 0 chips.
[20:04:16	]C24:RCT.YELLO-22 has gained a 'Kağıt' #15936.
[20:04:19	][IC] John Brookly: Burada yoksa yukarıdadır.
[20:04:20	]C24:RCT.YELLO-22 ran 'Write' on item 'Kağıt' (#15936)
[20:04:21	]Alexander Ivanov entered observer.
[20:04:22	]Alexander Ivanov exited observer at their location.
[20:04:23	][IC] John Freeman: Konteynir olurmu.
[20:04:24	][ME] Paul Stone: sağ eliyle omuzuna dokunur
[20:04:24	]C24:RCT.YELLO-22 ran 'Write' on item 'Kağıt' (#15936)
[20:04:26	][IC] John Hector: Tanıştığıma memnun oldum.
[20:04:34	][LOOC] Alexander Ivanov: bakim
[20:04:38	][IC] Paul Stone: Sana sır vereyim mi?
[20:04:46	][IC] John Hector: Ver bakalım.
[20:04:49	][IC] Paul Stone: Gel benle.
[20:04:50	][IC] John Freeman: Büyüklüğü farketmez eşya saklıyacak olsun yeter.
[20:04:51	]John Brookly opened the 'Crate' #2143 container.
[20:04:53	]John Brookly closed the 'Crate' #2143 container.
[20:04:53	][ME] Paul Stone: sağ elini çeker
[20:04:53	]Alexander Ivanov has spawned a file_cabinet.
[20:04:53	]John Brookly opened the 'Crate' #2142 container.
[20:04:55	]John Brookly closed the 'Crate' #2142 container.
[20:04:56	]C24:RCT.YELLO-22 ran 'zTear' on item 'Kağıt' (#15936)
[20:04:57	][IC] John Freeman: He bu.
[20:04:59	]John Brookly ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#14020)
[20:04:59	]C24:RCT.YELLO-22 ran 'Write' on item 'Kağıt' (#15936)
[20:05:00	]Luther Campbell used command '/ActSit 5'.
[20:05:03	]John Brookly ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#14020)
[20:05:03	]Luther Campbell used command '/ExitAct'.
[20:05:08	]C24:RCT.YELLO-22 used the 'Destek Masası Dağıtıcısı' vendor.
[20:05:08	]Luther Campbell has used a context menu option with the name: remove
[20:05:10	][IC] John Freeman: Şifreli kilit nasıl koyuyoz buna.
[20:05:10	][LOOC] Alexander Ivanov: iş vardiya deposu 2'ye git
[20:05:11	]John Brookly opened the 'Kimyasal' #2140 container.
[20:05:13	]John Brookly closed the 'Kimyasal' #2140 container.
[20:05:13	]John Brookly opened the 'Tekstil' #2141 container.
[20:05:14	]John Brookly opened the 'Genel Kaynaklar' #2139 container.
[20:05:15	]John Brookly closed the 'Genel Kaynaklar' #2139 container.
[20:05:16	]John Brookly opened the 'Genel Kaynaklar' #2139 container.
[20:05:16	][LOOC] John Freeman: gitcem
[20:05:17	]John Brookly closed the 'Genel Kaynaklar' #2139 container.
[20:05:17	]Luther Campbell opened the 'Genel Kaynaklar' #2139 container.
[20:05:18	][IC] Paul Stone: Diktatör ülkede.
[20:05:18	][LOOC] Alexander Ivanov: kilit ne olsun çabuk söyle
[20:05:20	]Luther Campbell closed the 'Genel Kaynaklar' #2139 container.
[20:05:22	][IC] John Brookly: Lanet olsun.
[20:05:23	][IC] Paul Stone: Geçim yok.
[20:05:27	][IC] John Freeman: 2079.
[20:05:27	]Alexander Ivanov ran 'take' on item 'File Cabinet' (#15937)
[20:05:27	]Alexander Ivanov has gained a 'File Cabinet' #15937.
[20:05:30	]Alexander Ivanov ran 'drop' on item 'File Cabinet' (#15937)
[20:05:30	]Alexander Ivanov has lost a 'File Cabinet' #15937.
[20:05:32	][IC] Paul Stone: Gel beraber olalım.
[20:05:37	]John Brookly used command '/PM xray-57 knk workshift anonsu yapamıyoruz'.
[20:05:42	][W] John Hector: Sonra geberip gidelim nasıl fikir.
[20:05:45	][IC] Sadie White: Bu 6. şehirim buradaki rasyon yeri nerede.
[20:05:46	][LOOC] Alexander Ivanov: kilit ekleyemiyorum a
[20:05:47	]John Brookly used command '/PM 57 /request yaptım cplere fakat onlarda dispatch'e söylemedi'.
[20:05:48	]C24:RL.XRAY-57 used command '/Event Şehir 24 sakinlerinin dikkatine: Sivil İşçi Birliği, yeni bir iş vardiyası organize etmektedir. Lütfen Vardiya Deposu #1'e doğru hareket edin; katılım, birçok vatandaş için zorunludur.'.
[20:05:50	][IC] John Freeman: Ood.
[20:05:53	][IC] Luther Campbell: Ne oldu.
[20:05:53	][IC] John Brookly: Heh.
[20:05:54	][ME] Sadie White: bıkkın bir sesi vardır
[20:05:56	][IC] Luther Campbell: Heh.
[20:05:57	][IC] Luther Campbell: Işte böyle.
[20:05:58	][IC] C24:RL.XRAY-57: <:: Rasyonunu sonra alırsın. ::>
[20:05:59	][IC] John Freeman: Neyse ben asma kilit takarım daha sonra.
[20:06:00	][W] Paul Stone: Eminmisin?
[20:06:01	][IC] John Brookly: Raporuma sonunda baktılar.
[20:06:02	][IC] C24:RL.XRAY-57: <:: Benimle gel, iş vardiyası var. ::>
[20:06:02	][LOOC] Alexander Ivanov: tamamdır, başka birşey?
[20:06:06	][IC] John Freeman: Köşeye koyup sabitlerimisin.
[20:06:15	][IC] John Freeman: Ddondur da almasınlar.
[20:06:18	][IC] Sadie White: Yine zorunlu işler.
[20:06:21	][IC] John Freeman: Ok sağol.
[20:06:25	][IC] John Freeman: Hadi gidek.
[20:06:25	][IC] Paul Stone: Neyse.
[20:06:27	]C24:RL.XRAY-57 entered observer.
[20:06:27	]C24:RL.XRAY-57 exited observer at their location.
[20:06:28	]Luther Campbell used command '/ActStand 4'.
[20:06:29	][IC] John Brookly: Bu işi nasıl yapacağına bakacağım.
[20:06:30	]Luther Campbell used command '/ExitAct'.
[20:06:30	][IC] Paul Stone: Sen yoluna ben hayrına.
[20:06:31	][IC] Alexander Ivanov: Hadi gidelim.
[20:06:32	]Alexander Ivanov entered observer.
[20:06:32	]Luther Campbell used command '/ActStand 3'.
[20:06:33	]Luther Campbell used command '/ExitAct'.
[20:06:35	]Luther Campbell used command '/ActStand 3'.
[20:06:37	]C24:RCT.YELLO-22 ran 'drop' on item 'Kağıt' (#15936)
[20:06:37	]C24:RCT.YELLO-22 has lost a 'Kağıt' #15936.
[20:06:37	][IC] Luther Campbell: Bak bakalım.
[20:06:39	][IC] John Brookly: Ve hata olursa hatalarını söyleyeceğim.
[20:06:40	]John Freeman ran 'take' on item 'File Cabinet' (#15937)
[20:06:40	]John Freeman has gained a 'File Cabinet' #15937.
[20:06:43	]John Freeman ran 'Place' on item 'File Cabinet' (#15937)
[20:06:46	]John Freeman created a 'File Cabinet' container.
[20:06:48	][IC] C24:RL.XRAY-57: <:: İçeri gir, yönergelere u. ::>
[20:06:48	]John Freeman opened the 'File Cabinet' #2396 container.
[20:06:49	][LOOC] C24:RL.XRAY-57: uy
[20:06:53	][IC] John Brookly: Merak etme, sivillerin önünde değil.
[20:06:55	]John Freeman closed the 'File Cabinet' #2396 container.
[20:06:56	]Luther Campbell used command '/ExitAct'.
[20:06:59	][IC] John Brookly: Giriş yap.
[20:07:01	][IC] Luther Campbell: Hoşgeldiniz.
[20:07:02	]Jhonny loaded the character 'Sierra Karen'
[20:07:06	]Sierra Karen ran 'take' on item 'Kağıt' (#15936)
[20:07:06	]Sierra Karen has gained a 'Kağıt' #15936.
[20:07:08	][IC] Sadie White: Hoşbulmadım.
[20:07:08	]John Freeman opened the 'File Cabinet' #2396 container.
[20:07:09	]Sierra Karen ran 'Write' on item 'Kağıt' (#15936)
[20:07:10	][IC] Luther Campbell: Cid kartınızı girişe sokun lütfen.
[20:07:11	]John Freeman has transferred a 'Çivi Kutusu' #15134 to a container with the name 'File Cabinet' #2396.
[20:07:12	]John Freeman has transferred a 'Vida Kutusu' #12472 to a container with the name 'File Cabinet' #2396.
[20:07:13	]John Freeman has transferred a 'Hurda Metal' #15072 to a container with the name 'File Cabinet' #2396.
[20:07:14	][IC] Sadie White: Şehire geleli 3 dakika oldu.
[20:07:14	]John Freeman has transferred a 'Demir' #15773 to a container with the name 'File Cabinet' #2396.
[20:07:16	]John Freeman has transferred a 'Demir' #15916 to a container with the name 'File Cabinet' #2396.
[20:07:17	]Sierra Karen ran 'zTear' on item 'Kağıt' (#15936)
[20:07:17	][IC] Sadie White: Neyse...
[20:07:18	]John Freeman has transferred a 'Plastik Levhalar' #12466 to a container with the name 'File Cabinet' #2396.
[20:07:20	]John Freeman has transferred a 'Plastik Çöp' #15445 to a container with the name 'File Cabinet' #2396.
[20:07:21	]John Freeman closed the 'File Cabinet' #2396 container.
[20:07:25	]John Freeman opened the 'File Cabinet' #2396 container.
[20:07:27	]Jhonny loaded the character 'C24:RCT.YELLO-22'
[20:07:27	]John Freeman has transferred a 'Kitchen Knife' #10077 to a container with the name 'File Cabinet' #2396.
[20:07:27	][IC] John Brookly: Kaç kişi ile bu işi tamamlamayı düşünüyorsun.
[20:07:28	]John Freeman closed the 'File Cabinet' #2396 container.
[20:07:28	]John Freeman opened the 'File Cabinet' #2396 container.
[20:07:28	]John Freeman closed the 'File Cabinet' #2396 container.
[20:07:29	]Alexander Ivanov exited observer at their location.
[20:07:31	]John Freeman opened the 'File Cabinet' #2396 container.
[20:07:32	][IC] Luther Campbell: 4.
[20:07:34	]John Freeman has transferred a 'Cleaver' #15164 to a container with the name 'File Cabinet' #2396.
[20:07:34	]Jhonny loaded the character 'C24:RCT.YELLO-42'
[20:07:35	][IC] John Brookly: Tamam.
[20:07:35	]John Freeman closed the 'File Cabinet' #2396 container.
[20:07:37	]Alexander Ivanov entered observer.
[20:07:41	][IC] John Brookly: Adın neydi senin bu arada.
[20:07:47	][W] Luther Campbell: Luther.
[20:07:50	][Y] C24:RL.XRAY-57: <:: SİB işçilerinin bütün yönergelerine uymak zorundasınız. Zorluk çıkarmayın. ::>
[20:07:50	][IC] Sadie White: Sadie.
[20:07:52	][W] John Brookly: Bende John.
[20:07:57	]Alexander Ivanov used command '/Radio Yeterli kişi geldi mi?'.
[20:07:58	][IC] John Brookly: Bir sivil daha lazım.
[20:07:59	]C24:RCT.YELLO-42 used command '/CP lan spawnda sıkıştım yardım edin'.
[20:08:11	][IC] C24:RL.XRAY-57: <:: Birisini daha bulmaya çalışırım. ::>
[20:08:17	]Sadie White used command '/ActLean'.
[20:08:18	]C24:RL.XRAY-57 entered observer.
[20:08:18	]C24:RCT.YELLO-42 ran SAM command 'asay' with arguments: 'sk spawnında sıkıştım çıkamıyom'
[20:08:21	][LOOC] Alexander Ivanov: koş
[20:08:22	][IC] John Brookly: Kayıt yapan herkes duvara dizilsin.
[20:08:22	]Sadie White used command '/ActLean'.
[20:08:27	][IC] John Brookly: Buraya.
[20:08:29	]Sadie White used command '/ActLean'.
[20:08:30	]C24:RL.XRAY-57 exited observer at their location.
[20:08:32	]Sadie White used command '/ExitAct'.
[20:08:36	]Alexander Ivanov has used a context menu option with the name: skin
[20:08:37	]Sadie White used command '/ActLean'.
[20:08:40	][IC] John Brookly: Oraya değil.
[20:08:43	][IC] C24:RL.XRAY-57: <:: Birisi daha geldi. ::>
[20:08:43	][IC] Luther Campbell: Buraya geçermisiniz.
[20:08:44	][IC] John Brookly: Gelin benimle.
[20:08:50	][IC] John Freeman: Bende katılcam.
[20:08:51	][IC] John Brookly: Kayıt yap öncelikle.
[20:09:02	][Y] Luther Campbell: CID Kartını  terminale soktuktan sonra benim yanıma gelin.
[20:09:03	][Y] John Brookly: Herkes buradaki duvara dizilsin.
[20:09:05	]Jhonny loaded the character 'C24:RCT.YELLO-22'
[20:09:08	]Sadie White used command '/ExitAct'.
[20:09:10	][Y] C24:RL.XRAY-57: <:: Herkes makineye giriş yaptıktan sonra SİB'in yönergelerine uyun. ::>
[20:09:14	][Y] Luther Campbell: Önümdeki duvara dizilin lütfen.
[20:09:21	]Sadie White used command '/ActLean'.
[20:09:22	][W] John Brookly: Öncelikle bağırarak ne iş yapacaklarını anlat.
[20:09:30	][W] Luther Campbell: Gıda öyle değilmi?
[20:09:34	][W] John Brookly: Taşıma.
[20:09:40	][W] Luther Campbell: Sen söyle ben dinleyeyim.
[20:09:43	][W] Luther Campbell: Ne dersin?
[20:09:48	]C24:RCT.YELLO-22 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[20:09:55	]C24:RCT.YELLO-22 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[20:09:57	]S10/OWS.GHOST-45 used command '/Radio Cp uniteleri, herhangi bir, yardım, destek, yeni kuvvet, talep oluşturuldu. KOD; KORU, İŞBİRLİĞİ, OTORİTE.'.
[20:09:58	]C24:RL.XRAY-57 used command '/Radio Y-22, Vardiya Deposu #1'e intikal et.'.
[20:10:26	][ME] C24:RL.XRAY-57: kendi kimliğini de makineye sokar.
[20:10:37	]C24:RCT.YELLO-22 has gained 0 chips.
[20:10:37	]C24:RCT.YELLO-22 has gained a 'FiveSeven' #15938.
[20:10:45	]Alexander Ivanov exited observer at their location.
[20:10:45	]Alexander Ivanov entered observer.
[20:10:46	]Alexander Ivanov exited observer at their location.
[20:10:47	]C24:RCT.YELLO-22 ran 'drop' on item 'FiveSeven' (#15938)
[20:10:47	]C24:RCT.YELLO-22 has lost a 'FiveSeven' #15938.
[20:10:49	]C24:RCT.YELLO-22 ran 'take' on item 'FiveSeven' (#15938)
[20:10:49	]C24:RCT.YELLO-22 has gained a 'FiveSeven' #15938.
[20:10:53	]Alexander Ivanov entered observer.
[20:10:59	][Y] John Brookly: Öncelikle Hoşgeldiniz,Bugünkü vardiyamızda Sivil İşçi Birliği Depo #2'ye gideceğiz.Oradan birkaç kutu malzeme taşıyarak bir römork'a yükleyip işimizi bitireceğiz.
[20:11:08	]Alexander Ivanov exited observer at their location.
[20:11:09	]Alexander Ivanov entered observer.
[20:11:25	]Alexander Ivanov exited observer at their location.
[20:11:26	]Alexander Ivanov entered observer.
[20:11:30	][IC] John Hector: Bağırmanıza gerek yok efendim sizi rahat ilen duyabiliyoruz.
[20:11:30	]Alexander Ivanov exited observer at their location.
[20:11:30	]Alexander Ivanov entered observer.
[20:11:31	]Alexander Ivanov exited observer at their location.
[20:11:32	]Alexander Ivanov entered observer.
[20:11:33	]Alexander Ivanov exited observer at their location.
[20:11:34	]Alexander Ivanov entered observer.
[20:11:35	]C24:RCT.YELLO-22 ran 'drop' on item 'FiveSeven' (#15938)
[20:11:35	]C24:RCT.YELLO-22 has lost a 'FiveSeven' #15938.
[20:11:36	]Alexander Ivanov exited observer at their location.
[20:11:37	]Alexander Ivanov entered observer.
[20:11:37	]Alexander Ivanov exited observer at their location.
[20:11:38	]Alexander Ivanov entered observer.
[20:11:38	]Alexander Ivanov exited observer at their location.
[20:11:38	]Alexander Ivanov entered observer.
[20:11:41	][Y] John Brookly: Sizin için çok basit bir iş olduğunu düşünüyorum o yüzden çok büyük bir ödeme beklemeyin.
[20:11:44	]Luther Campbell used command '/ActStand 3'.
[20:11:45	]Luther Campbell used command '/ExitAct'.
[20:11:47	]Luther Campbell used command '/ActStand 4'.
[20:11:47	]Jhonny loaded the character 'Sierra Karen'
[20:11:53	][IC] John Freeman: Puan alıcakmıyız.
[20:12:07	]C24:RL.XRAY-57 used command '/PM ghost /sc 3 yaptın mı'.
[20:12:08	]Luther Campbell used command '/ExitAct'.
[20:12:13	]Luther Campbell entered observer.
[20:12:15	][Y] John Brookly: Konuşmamı bitirmeme izin verin öncelikle.
[20:12:22	]Luther Campbell exited observer at their location.
[20:12:31	]S10/OWS.GHOST-45 used command '/PM rl Yaptım ama Hala OTA-TAC'te'.
[20:12:31	]Luther Campbell used command '/ActStand 4'.
[20:12:36	]Luther Campbell used command '/ExitAct'.
[20:12:41	]Luther Campbell claimed a report by Sierra Karen (Jhonny).
[20:12:42	]Luther Campbell ran SAM command 'goto' with arguments: '#5'
[20:12:43	]C24:RL.XRAY-57 used command '/PM ghost CP dene'.
[20:12:43	]Luther Campbell entered observer.
[20:12:47	]C24:RL.XRAY-57 used command '/PM ghost protection dene'.
[20:12:50	]Alexander Ivanov exited observer at their location.
[20:12:54	]C24:RL.XRAY-57 used command '/PM ghost olmazsa tac yaz o da olmazsa cmb yaz'.
[20:12:55	]Luther Campbell exited observer at their location.
[20:13:05	]Jhonny (STEAM_0:0:564881553) has disconnected.
[20:13:06	][Y] John Brookly: Vardiyaya başlamadan önce üzerinizde yasak sayılabilecek mataryel varmı diye kontrol edeceğiz sizi. Daha sonrasında vardiya sonuda kontrol edileceksiniz ve serbest kalacaksınız.
[20:13:09	]Alexander Ivanov entered observer.
[20:13:13	][IT] John Hector: kulakları küçük bir şiddette ağrıyordur.
[20:13:14	]Alexander Ivanov exited observer at their location.
[20:13:22	]Victorian loaded the character 'Nikolas Kozár'
[20:13:24	][Y] John Brookly: Herkes arkasını dönsün.
[20:13:25	]Nikolas Kozár entered observer.
[20:13:26	][IT] Paul Stone: şahsım kulakları ağrıyordu
[20:13:30	][IT] Paul Stone: şahsım kulakları ağrıyordur
[20:13:30	]Sadie White used command '/ExitAct'.
[20:13:30	]Nikolas Kozár ran 'Equip' on item 'Bavul' (#15719)
[20:13:32	]John Freeman used command '/ActArrest'.
[20:13:32	]Nikolas Kozár exited observer at their location.
[20:13:32	]John Freeman used command '/ExitAct'.
[20:13:40	]Nikolas Kozár ran 'drop' on item 'Beyaz Fedora' (#15718)
[20:13:40	]Nikolas Kozár has lost a 'Beyaz Fedora' #15718.
[20:13:42	][IC] John Brookly: Sen ara bakalım.
[20:13:46	]Nikolas Kozár has used a context menu option with the name: remove
[20:13:48	]Nikolas Kozár entered observer.
[20:13:49	]Nikolas Kozár exited observer at their location.
[20:13:50	]John Brookly used command '/PM Luther /charsearch'.
[20:13:55	]Luther Campbell used command '/CharSearch'.
[20:13:55	][ME] John Freeman: ellerini duvara koyar
[20:14:02	]Nikolas Kozár has spawned a cca_coat_authoritarian.
[20:14:06	][IC] Luther Campbell: Temiz.
[20:14:09	]Luther Campbell used command '/CharSearch'.
[20:14:10	]Nikolas Kozár has spawned a head_fedora.
[20:14:14	]Nikolas Kozár has spawned a cca_legs_authoritarian.
[20:14:17	][LOOC] Sadie White: /it (iisim veya özellik) in kulakları ağrıyor deği lmi
[20:14:17	]Nikolas Kozár ran 'take' on item 'Siyah Fedora' (#15940)
[20:14:17	]Nikolas Kozár has gained a 'Siyah Fedora' #15940.
[20:14:18	]Nikolas Kozár ran 'take' on item 'Otoriterin Paltosu' (#15939)
[20:14:18	]Nikolas Kozár has gained a 'Otoriterin Paltosu' #15939.
[20:14:21	]Nikolas Kozár ran 'take' on item 'Otoriter Pantolon' (#15941)
[20:14:21	]Nikolas Kozár has gained a 'Otoriter Pantolon' #15941.
[20:14:28	]S10/OWS.GHOST-45 used command '/CMB Cp uniteleri, herhangi bir, yardım, destek, yeni kuvvet, talep oluşturuldu. KOD; KORU, İŞBİRLİĞİ, OTORİTE.'.
[20:14:29	][Y] John Brookly: Bana sorulan soru hakkında, evet puan alacaksınız.
[20:14:42	][IC] Luther Campbell: Temiz.
[20:14:44	]Luther Campbell used command '/CharSearch'.
[20:14:48	]Nikolas Kozár has used a context menu option with the name: door_lockunlock
[20:14:49	][IC] Luther Campbell: Temiz.
[20:14:51	]Luther Campbell used command '/CharSearch'.
[20:14:54	]Nikolas Kozár has used a context menu option with the name: door_lockunlock
[20:14:59	][IC] Nikolas Kozár: İyi günler.
[20:15:00	][IC] Luther Campbell: Temiz.
[20:15:04	]Paul Stone used command '/ActArrest 3'.
[20:15:05	][IC] Luther Campbell: Işe başlayabilirler.
[20:15:11	][IC] Nikolas Kozár: Ben SİB'de denetimci, müffetiş olarak çalışıyorum.
[20:15:19	]Paul Stone used command '/ExitAct'.
[20:15:20	][IC] C24:RL.XRAY-57: <:: Kimliğin ne? ::>
[20:15:23	][Y] John Brookly: Herkes beni takip edebilir.
[20:15:27	][IC] Nikolas Kozár: Evet, burada.
[20:15:32	]Nikolas Kozár used command '/ID'.
[20:15:38	][LOOC] Nikolas Kozár: modlar izin vermişti event için
[20:15:38	]C24:RL.XRAY-57 used command '/PM brookly kayıt bir şey yapma'.
[20:15:40	]C24:RL.XRAY-57 used command '/PM brookly sonra'.
[20:15:46	]C24:RL.XRAY-57 used command '/PM brookly iş bitince'.
[20:15:47	]John Brookly used command '/PM 57 kayıt işlemini kapatcam'.
[20:15:48	][LOOC] Nikolas Kozár: geçici karakter bu, sibin alt memuru
[20:15:52	]C24:RL.XRAY-57 used command '/PM john he'.
[20:15:59	][Y] Luther Campbell: Takip edin!
[20:16:01	][IC] John Freeman: Fiyakalı.
[20:16:09	][ME] C24:RL.XRAY-57: veritabanı kontrol için KVY'sine bir şeyler yazar.
[20:16:15	]John Brookly used command '/Reply 57 orada kayıt durdur var, ona basınca siviller gelip sonradan kart basamıyor'.
[20:16:20	]Nikolas Kozár used command '/CharDesc'.
[20:16:23	][ME] C24:RL.XRAY-57: başını sallar.
[20:16:24	][IC] C24:RL.XRAY-57: <:: Tamamdır. ::>
[20:17:04	]Nikolas Kozár entered observer.
[20:17:08	]John Brookly has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[20:17:09	]Nikolas Kozár exited observer at their location.
[20:17:10	]John Brookly has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[20:17:10	]Nikolas Kozár entered observer.
[20:17:11	]C24:RL.XRAY-57 used command '/PM ghost @combine ooc bir chat'.
[20:17:11	]Wonder Of You has connected.
[20:17:14	]Nikolas Kozár exited observer at their location.
