[07:51:29	]Goblin has connected.
[18:35:15	]Fikri Gül has lost a 'Boş Breen'in Suyu' #31516.
[18:35:16	]Wallace Breen entered observer.
[18:35:16	]Isaac Soft exited observer at their location.
[18:35:17	]Fikri Gül has used a context menu option with the name: remove
[18:35:17	]Wallace Breen exited observer at their location.
[18:35:18	]Fikri Gül has used a context menu option with the name: remove
[18:35:23	][IC] C17:RCT.UNION-25: <:: Evet, fakat bildiğim kadarıyla dünya dışı hizemete gönderildi. ::>
[18:35:31	][IC] C17:RL.KING-2: <:: Hmph. ::>
[18:35:35	][IC] C17:RL.KING-2: <:: Haha. ::>
[18:35:40	][LOOC] C17:RCT.UNION-25: hizmete*
[18:35:41	]C17:i3.UNION-66 used command '/PM 25 Y-52'.
[18:35:43	][IC] C17:RL.KING-2: <:: U-62'den bahsediyorsun. ::>
[18:35:46	]Sinyor Gordon loaded the character 'muhammet hoca'
[18:35:46	]C17:i3.UNION-66 used command '/PM 25 Y-62'.
[18:35:53	][IC] C17:RCT.UNION-25: <:: Y-62. ::>
[18:35:55	][IC] C17:RL.KING-2: <:: O çullamayı ampute ettim. ::>
[18:36:02	][IC] C17:RL.KING-2: <:: Hizmet falan yok. ::>
[18:36:08	][IC] C17:RL.KING-2: <:: Ona hizmet yakışmazdı. ::>
[18:36:10	][IC] C17:RL.KING-2: <:: Geri çık. ::>
[18:36:11	]muhammet hoca used command '/ActSit 4'.
[18:36:21	][IC] C17:RL.KING-2: <:: U-35. ::>
[18:36:26	][IC] C17:RL.KING-2: <:: Bir adım öne çık. ::>
[18:36:27	]Fikri Gül has spawned 'models/props_interiors/trashcan01.mdl'.
[18:36:30	]Fikri Gül created a stash (models/props_interiors/trashcan01.mdl).
[18:36:30	]Fikri Gül has used a context menu option with the name: ixcreatestash
[18:36:33	][IC] C17:RL.KING-2: <:: Aynı soruları cevapla. ::>
[18:36:35	]Wallace Breen entered observer.
[18:36:39	]Wallace Breen exited observer at their location.
[18:36:40	]Wallace Breen entered observer.
[18:36:40	]Wallace Breen exited observer at their location.
[18:36:42	][IT] muhammet hoca: dikkatle dinlemektedir
[18:36:48	]Fikri Gül admin-searched the 'Metal Çöp Kutusu' #3654 container.
[18:36:48	]Fikri Gül has used a context menu option with the name: wncontainer_view
[18:36:49	][IC] C17:i5.UNION-35: <:: Şehirde sk birimi azlığı çoğunlukla gördüm. ::>
[18:36:50	]Fikri Gül admin-closed the 'Metal Çöp Kutusu' #3654 container.
[18:36:53	]Wallace Breen used command '/Broadcast Sevgili Dr. Breen. Combine, üreme döngümüzü neden bastırmaya karar verdi? Saygılarımla, Endişeli Bir Vatandaş.'.
[18:36:58	][IC] C17:RL.KING-2: <:: Bu kadar mı? ::>
[18:36:59	]Fikri Gül has set a stash name to 'Metal Çöp Kutusu'.
[18:36:59	]Fikri Gül has used a context menu option with the name: ixstashsetname
[18:37:06	]Fikri Gül admin-searched the 'Metal Çöp Kutusu' #3654 container.
[18:37:06	]Fikri Gül has used a context menu option with the name: wncontainer_view
[18:37:06	][IC] C17:RL.KING-2: <:: Bir SK memurunun bakış açısı bu mu yani? ::>
[18:37:06	][IC] C17:i5.UNION-35: <:: Evet efendim. ::>
[18:37:07	]Fikri Gül admin-closed the 'Metal Çöp Kutusu' #3654 container.
[18:37:09	]Fikri Gül has used a context menu option with the name: wncontainer_checkowner
[18:37:11	][IC] C17:RL.KING-2: <:: Geri çık. ::>
[18:37:16	][IC] C17:RL.KING-2: <:: Sen. ::>
[18:37:20	][IC] C17:RL.KING-2: <:: Öne çık demedim. ::>
[18:37:22	]muhammet hoca used command '/ExitAct'.
[18:37:23	][LOOC] C17:i3.UNION-66: beni sona bıraktı sıçtık
[18:37:23	][IC] C17.i3.XRAY-91: <:: Anlaşıldı. ::>
[18:37:26	][IC] C17:RL.KING-2: <:: Heyecanlısın bakıyorum. ::>
[18:37:34	]Fikri Gül entered observer.
[18:37:36	][IC] C17:RL.KING-2: <:: I3'lük tam sana göre galiba? ::>
[18:37:44	][IC] C17:RL.KING-2: <:: I4'lüğe terfi almak ister misin. ::>
[18:37:46	]Fikri Gül used command '/PM mUHAMMET ELİ GÇE'.
[18:37:51	]otistik loaded the character 'Isaac Kleiner'
[18:37:51	][IC] C17:RL.KING-2: <:: Daha iyi olur senin için. ::>
[18:37:54	]Isaac Kleiner entered observer.
[18:37:55	]Sinyor Gordon loaded the character 'Eli Vance'
[18:38:00	][IC] C17:RL.KING-2: <:: Bir adım öne çık. ::>
[18:38:00	]Isaac Kleiner ran SAM command 'goto' with arguments: 'eli'
[18:38:01	][IC] C17.i3.XRAY-91: <:: Hayır efendim, uzun süredir I3'lük yapıyorum. ::>
[18:38:02	]Isaac Kleiner exited observer at their location.
[18:38:03	]Isaac Kleiner has used a context menu option with the name: rb655_door_open
[18:38:05	][IC] C17:RL.KING-2: <:: Şimdi. ::>
[18:38:11	][IC] C17:RL.KING-2: <:: XRAY-91. ::>
[18:38:17	][IC] C17:RL.KING-2: <:: Görevin nedir? ::>
[18:38:30	][IC] C17.i3.XRAY-91: <:: Mahkumları sorgulamak. ::>
[18:38:40	][IC] C17:RL.KING-2: <:: Mahkumları sorgulamak? ::>
[18:38:43	][ME] Isaac Kleiner: düğmeye basar
[18:38:45	][IC] C17.i3.XRAY-91: <:: Evet. ::>
[18:38:51	][ME] C17:i3.UNION-66: açıklamak için izin ister gibi duruyor
[18:38:57	]Isaac Kleiner has disabled persistence for 'models/headcrabblack.mdl'.
[18:38:57	]Isaac Kleiner has used a context menu option with the name: persist_end
[18:39:00	][IC] C17:RL.KING-2: <:: Seni kim XRAY yaptı? ::>
[18:39:12	][ME] Isaac Kleiner: düğmeye basar
[18:39:13	][ME] C17:i3.UNION-66: açıklamak için izin ister gibi durmaya devam ediyor
[18:39:25	]Raoh Riko used command '/ExitAct'.
[18:39:26	]Kaiser Hemingway used command '/ExitAct'.
[18:39:28	][IC] C17.i3.XRAY-91: <:: Xray'in görevi mahkumları sorgulamaktır, onun dışında diğer sivil korumaların yaptığı rutin işlemleri yapıyorum. ::>
[18:39:32	]Elazar Gül used command '/ExitAct'.
[18:39:35	][IC] C17:RL.KING-2: <:: Sırada elektroşok çubuğu elinde tutulmaz. ::>
[18:39:37	][IC] C17:RL.KING-2: <:: Kılıfına tak. ::>
[18:39:41	][IC] C17.i3.XRAY-91: <:: Kim yaptı bilmiyorum. ::>
[18:39:45	][ME] C17.i3.XRAY-91: kılıfına geri sokar
[18:39:46	][IC] C17:RL.KING-2: <:: Ve sana sorduğum soru bu değildi. ::>
[18:39:49	]Wallace Breen used command '/Broadcast Yazdığınız için teşekkür ederim, Vatandaş. Elbette, sorunuz türün geleceğiyle ilgili en temel biyolojik dürtülerden birine dokunuyor, tüm umut ve korkularıyla birlikte. Ayrıca, belirtilmeyen bazı soruları da seziyorum.'.
[18:39:52	][ME] C17:i3.UNION-66: açıklamak için izin ister gibi durmaya hala devam ediyor
[18:39:53	][IC] C17:RL.KING-2: <:: Geri çık. ::>
[18:40:03	][IC] C17:RL.KING-2: <:: Sen heyecanlı çocuk. ::>
[18:40:07	][IC] C17:RL.KING-2: <:: Bir adım öne çık. ::>
[18:40:09	]Isaac Kleiner has used a context menu option with the name: rb655_door_open
[18:40:12	][IC] C17:RL.KING-2: <:: Konuş. ::>
[18:40:14	][IC] C17:RL.KING-2: <:: Ne var. ::>
[18:40:22	]Raoh Riko has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[18:40:23	]Elazar Gül used command '/ActStand 2'.
[18:40:23	][IC] C17:i3.UNION-66: <:: Xray bölüğünü açıklayabilirim. ::>
[18:40:24	]Elazar Gül used command '/ExitAct'.
[18:40:25	]Elazar Gül used command '/ActStand 3'.
[18:40:38	][IC] C17:RL.KING-2: <:: Sen aptal mısın? ::>
[18:40:41	]Raoh Riko ran 'take' on item 'Rasyon' (#31517)
[18:40:41	]Raoh Riko has gained a 'Rasyon' #31517.
[18:40:45	]Wallace Breen used command '/Broadcast Acaba Hayırseverlerimiz gerçekten bizim için en iyisini mi biliyor? İnsanlık adına bu tür bir kararı vermelerine ne hakları var? Bastırma alanını ne zaman devre dışı bırakacaklar ve bize yeniden üreme izni verecekler mi?'.
[18:40:47	][IC] C17:RL.KING-2: <:: Bu yüzden atandım galiba. ::>
[18:40:48	]Raoh Riko ran 'Open' on item 'Rasyon' (#31517)
[18:40:48	]Raoh Riko has gained a 'Yapay Macun' #31518.
[18:40:48	]Raoh Riko has gained a 'Breen'in Suyu' #31519.
[18:40:48	]Raoh Riko has gained a '15 Kredi Kuponu' #31520.
[18:40:50	]Raoh Riko ran 'Use' on item '15 Kredi Kuponu' (#31520)
[18:40:52	][IC] C17:RL.KING-2: <:: Bir avuç aptal ile karşı karşıyayım. ::>
[18:40:53	]Raoh Riko ran 'Use' on item '15 Kredi Kuponu' (#31520)
[18:40:55	]Raoh Riko ran 'Consume' on item 'Breen'in Suyu' (#31519)
[18:40:55	]Raoh Riko has gained a 'Boş Breen'in Suyu' #31521.
[18:40:56	]Raoh Riko ran 'Consume' on item 'Yapay Macun' (#31518)
[18:40:56	]Raoh Riko has gained a 'Boş Kavanoz' #31522.
[18:41:00	][IC] C17:RL.KING-2: <:: Sana sormayacağım bile. ::>
[18:41:01	]Elazar Gül used command '/ExitAct'.
[18:41:02	][ME] Eli Vance: server'ları inceler ve bir kaç bir değişiklik yapar.
[18:41:08	][IC] C17:RL.KING-2: <:: Sen nasıl i3 oldun merak ediyorum. ::>
[18:41:12	][IC] C17:RL.KING-2: <:: Sırana geç. ::>
[18:41:14	]Eli Vance has warped from Default to Default.
[18:41:18	]Isaac Kleiner has warped from Default to Default.
[18:41:25	][LOOC] Isaac Kleiner: f3 tanıt
[18:41:27	][LOOC] Isaac Kleiner: f3 tanıt
[18:41:28	][LOOC] Isaac Kleiner: f3 tanıt
[18:41:29	][LOOC] Isaac Kleiner: f3 tanıt
[18:41:31	][ME] C17:RL.KING-2: Elini maskesine koyar ve utandığı belli olmaktadır
[18:41:31	][LOOC] Isaac Kleiner: f3 tanıt
[18:41:37	][IC] C17:RL.KING-2: <:: Ugh. ::>
[18:41:43	][IC] C17:RL.KING-2: <:: Pekala. ::>
[18:41:51	][IC] C17:RL.KING-2: <:: Yeni birim transferi olacak. ::>
[18:41:54	]Wallace Breen used command '/Broadcast Dillendirmemiş olabileceğiniz her olası soruyu yanıtlamaya çalışmak yerine, endişelerinizin altında yatan konuları ele alayım.'.
[18:42:01	]Eli Vance has fired a toolgun with the name: prop_door
[18:42:02	]Isaac Kleiner has spawned 'models/props_lab/blastdoor001c.mdl'.
[18:42:08	][IC] C17:RL.KING-2: <:: Yeni birimler ile burayı yep yeni cilalı bir Garnizona çevireceğiz. ::>
[18:42:13	]Wallace Breen used command '/Broadcast Öncelikle, bir tür olarak ölümsüzlüğe ilk defa bu kadar yaklaştığımız gerçeğini göz önünde bulunduralım.'.
[18:42:17	]Isaac Kleiner has fired a toolgun with the name: nocollideworld
[18:42:19	][IC] C17:RL.KING-2: <:: Size ikinci bir şans veriyorum. ::>
[18:42:29	]Wallace Breen used command '/Broadcast Bu basit gerçeğin geniş kapsamlı çıkarımları bulunmakta. Kalıtsal zorunluluklarımızın kökten yeniden düşünülmesini ve gözden geçirilmesini gerektirir.'.
[18:42:29	][IC] C17:RL.KING-2: <:: Burayı düzeltebileceğimize eminim. ::>
[18:42:31	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:32	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:32	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:33	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:34	][IC] C17:RL.KING-2: <:: Hepinizin ismini not aldım. ::>
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:37	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:39	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:45	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:45	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:45	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:45	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:46	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:47	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:47	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:49	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:50	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:53	][IC] C17:RL.KING-2: <:: Umarım şansınızı kötüye kullanmazsınız. ::>
[18:42:55	]Wallace Breen used command '/Broadcast Aynı zamanda, bizim sinirsel ön-setlerimize doğrudan zıt olan planlama ve önsezi gerektirir.'.
[18:42:57	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:58	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:58	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:58	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:58	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:58	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:58	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:59	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:59	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:59	]Isaac Kleiner has fired a toolgun with the name: paint
[18:42:59	]Isaac Kleiner has fired a toolgun with the name: paint
[18:43:00	]Isaac Kleiner has fired a toolgun with the name: paint
[18:43:00	]Isaac Kleiner has fired a toolgun with the name: paint
[18:43:00	]Isaac Kleiner has fired a toolgun with the name: paint
[18:43:00	]Isaac Kleiner has fired a toolgun with the name: paint
[18:43:00	]Isaac Kleiner has fired a toolgun with the name: paint
[18:43:00	]Isaac Kleiner has fired a toolgun with the name: paint
[18:43:00	]Isaac Kleiner has fired a toolgun with the name: paint
[18:43:05	]Isaac Kleiner has fired a toolgun with the name: material
[18:43:07	]Isaac Kleiner entered observer.
[18:43:09	][IC] C17:RL.KING-2: <:: CpT'den özel olarak buraya atandım ve neredeyse bütün yetkiler verildi. ::>
[18:43:10	]Isaac Kleiner exited observer at their location.
[18:43:11	]Isaac Kleiner entered observer.
[18:43:19	]Wallace Breen used command '/Broadcast Böyle zamanlarda kendime gerçek düşmanımızın İçgüdü olduğunu hatırlatmayı faydalı buluyorum.'.
[18:43:19	]Isaac Kleiner has used a context menu option with the name: remove
[18:43:20	][IC] C17:RL.KING-2: <:: Bu'da size istediğimi yapabileceğimin anlamına geliyor. ::>
[18:43:21	]Isaac Kleiner exited observer at their location.
[18:43:23	]Isaac Kleiner has used a context menu option with the name: remove
[18:43:23	]Eli Vance entered observer.
[18:43:23	]Wallace Breen used command '/BroadcastMe'.
[18:43:24	]Eli Vance exited observer at their location.
[18:43:24	][IC] C17:RL.KING-2: <:: Hem iyi hem kötü. ::>
[18:43:25	]Isaac Kleiner entered observer.
[18:43:26	]Isaac Kleiner exited observer at their location.
[18:43:27	]Eli Vance entered observer.
[18:43:27	][IC] C17:RL.KING-2: <:: Anlarsınız ya? ::>
[18:43:27	]Eli Vance exited observer at their location.
[18:43:29	][IC] C17:RL.KING-2: <:: Şimdi. ::>
[18:43:38	]Wallace Breen used command '/Broadcast İçgüdü, biz bebekken annemizdi.'.
[18:43:39	]Isaac Kleiner has fired a toolgun with the name: material
[18:43:42	][IC] C17:RL.KING-2: <:: Atandığım bölüklerde genellikle bir sağ kol isterim. ::>
[18:43:43	]Isaac Kleiner entered observer.
[18:43:44	][LOOC] C17:i3.UNION-66: üreme simulasyonunda bizi sikecek
[18:43:45	]Isaac Kleiner has used a context menu option with the name: remove
[18:43:48	]Isaac Kleiner exited observer at their location.
[18:43:50	][IC] C17:RL.KING-2: <:: Burada siz işe geliyorsunuz. ::>
[18:43:53	]Isaac Kleiner has fired a toolgun with the name: remover
[18:43:53	]Isaac Kleiner entered observer.
[18:43:53	]Wallace Breen used command '/Broadcast İçgüdü bizi şımarttı, sopalarımızı sertleştirdiğimiz, ilk yemeklerimizi zayıf bir ateşin üzerinde pişirdiğimiz, mağaranın duvarlarına sıçrayan gölgelerde başladığımız o zorlu yıllarda bizi güvende tuttu.'.
[18:43:54	]Isaac Kleiner exited observer at their location.
[18:43:57	][LOOC] C17:RCT.UNION-25: wtf
[18:43:59	][IC] C17:RL.KING-2: <:: Gözüme girerseniz. ::>
[18:44:08	][IC] C17:RL.KING-2: <:: İyi şeyler sizi bekler. ::>
[18:44:08	]Isaac Kleiner has fired a toolgun with the name: emitter
[18:44:13	][IC] C17:RL.KING-2: <:: Ama tam tersini yaparsanız. ::>
[18:44:18	][IC] C17:RL.KING-2: <:: Öğrenmek istemezsiniz. ::>
[18:44:24	][IC] C17:RL.KING-2: <:: Buraya düzeni sağlamaya geldiniz. ::>
[18:44:25	]Wallace Breen used command '/Broadcast Ancak İçgüdü ile etle tırnak olan şey ise, onun karanlık ikizi olan Hurafe'dir.'.
[18:44:27	][IC] C17:RL.KING-2: <:: Düzeni bozmaya değil. ::>
[18:44:30	][IC] C17:RL.KING-2: <:: Şimdi. ::>
[18:44:31	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:44:36	][IC] C17:RL.KING-2: <:: Merak ediyorum. ::>
[18:44:38	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:44:41	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:44:46	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:44:50	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:44:53	][IC] C17:RL.KING-2: <:: İ1 Dışındaki en üst rütbe bu garnizonda i4 mü? ::>
[18:44:55	][LOOC] Elazar Gül: f3
[18:44:56	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:44:57	][IC] C17:RL.KING-2: <:: X-91. ::>
[18:44:59	]Isaac Kleiner has spawned 'models/props_lab/blastdoor001c.mdl'.
[18:44:59	]Wallace Breen used command '/Broadcast 	İçgüdü, kaçınılmaz olarak mantıksız dürtülere bağlıdır ve bugün onun gerçek doğasını açıkça görüyoruz. İçgüdü, ilgisizliğinin farkına varmıştır ve köşeye sıkışmış bir canavar gibi, kanlı bir kavga verme'.
[18:45:00	][IC] C17.i3.XRAY-91: <:: Anlaşıldı. ::>
[18:45:03	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:05	][IC] C17:RL.KING-2: <:: Mhm. ::>
[18:45:07	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:11	][IC] C17:RL.KING-2: <:: Pekala. ::>
[18:45:13	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:17	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:19	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:21	][IC] C17:RL.KING-2: <:: I3'ler öne çıksın. ::>
[18:45:23	]Kaiser Hemingway entered observer.
[18:45:24	]Kaiser Hemingway exited observer at their location.
[18:45:26	]Wallace Breen used command '/Broadcast İçgüdü, türümüze ölümcül bir zarar verecekti.'.
[18:45:27	]Isaac Kleiner entered observer.
[18:45:27	]Eli Vance has enabled persistence for 'models/props_lab/blastdoor001c.mdl'.
[18:45:27	]Eli Vance has used a context menu option with the name: persist
[18:45:28	]Trqea has connected.
[18:45:29	]Isaac Kleiner exited observer at their location.
[18:45:29	][IC] C17:RL.KING-2: <:: 66. ::>
[18:45:35	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:36	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:37	][IC] C17:RL.KING-2: <:: 35'den sorumlusun. ::>
[18:45:41	]Wallace Breen used command '/Broadcast İçgüdü kendi zalimlerini yaratır ve onlara karşı ayaklanmamızı ister.'.
[18:45:42	][IC] C17:RL.KING-2: <:: Eğer o hata yaparsa. ::>
[18:45:43	]Isaac Kleiner has disabled persistence for 'models/props_lab/blastdoor001c.mdl'.
[18:45:43	]Isaac Kleiner has used a context menu option with the name: persist_end
[18:45:45	]Kaiser Hemingway entered observer.
[18:45:46	]Eli Vance entered observer.
[18:45:46	]Isaac Kleiner has enabled persistence for 'models/props_lab/blastdoor001c.mdl'.
[18:45:46	]Isaac Kleiner has used a context menu option with the name: persist
[18:45:47	][IC] C17:RL.KING-2: <:: İki mislini sen alıcaksın. ::>
[18:45:47	]Eli Vance exited observer at their location.
[18:45:48	]Kaiser Hemingway exited observer at their location.
[18:45:48	]Kaiser Hemingway entered observer.
[18:45:49	]Kaiser Hemingway exited observer at their location.
[18:45:49	][IC] C17:RL.KING-2: <:: Anlaşıldı mı? ::>
[18:45:52	]Wallace Breen used command '/Broadcast İçgüdü bize bilinmeyenin bir fırsattan çok bir tehdit olduğunu söyler.'.
[18:45:54	][IC] C17:i3.UNION-66: <:: Anlaşıldı. ::>
[18:45:54	]Elazar Gül entered observer.
[18:45:58	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:59	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:45:59	][IC] C17:RL.KING-2: <:: X-91. ::>
[18:46:03	]Isaac Kleiner has fired a toolgun with the name: submaterial
[18:46:04	]Wallace Breen used command '/Broadcast İçgüdü, kurnazca ve gizlice bizi değişim ve ilerlemeden uzaklaştırır.'.
[18:46:04	]Kaiser Hemingway has spawned 'models/props_lab/ffeightelevator_edit.mdl'.
[18:46:07	]Kaiser Hemingway has spawned 'models/props/cs_militia/television_console01.mdl'.
[18:46:07	][IC] C17:RL.KING-2: <:: Beni kulağını aç ve iyi dinle. ::>
[18:46:09	]Isaac Kleiner entered observer.
[18:46:13	]Isaac Kleiner has disabled persistence for 'models/props_lab/blastdoor001c.mdl'.
[18:46:13	]Isaac Kleiner has used a context menu option with the name: persist_end
[18:46:16	]Wallace Breen used command '/Broadcast İçgüdü, bu nedenle, yok edilmelidir.'.
[18:46:17	]Isaac Kleiner exited observer at their location.
[18:46:18	]Isaac Kleiner entered observer.
[18:46:20	]Isaac Kleiner exited observer at their location.
[18:46:23	]Eli Vance entered observer.
