[01:26:30	]Night_Wish_ has connected.
[20:22:43	][IC] John Hector: SİB başkanı yönlendirdi.
[20:22:47	]Lora Croft used command '/CharDesc'.
[20:22:49	][IC] Morgan Austin: Anladım.
[20:22:53	][IC] S10/ORDINAL-HURRICANE-36: <:: A. ::>
[20:22:54	]S10/ORDINAL-HURRICANE-36 used command '/Radio'.
[20:22:55	][IC] Morgan Austin: Oh.
[20:22:56	]Morgan Austin used command '/ExitAct'.
[20:22:58	][OOC] Paul Newton: bu citizenler nerde
[20:23:00	][IC] Nikolas Kozár: Sizde neler var?
[20:23:01	]Hoo Lee Fuk loaded the character 'C24:i4.XRAY-91'
[20:23:01	][IC] Morgan Austin: Hoşgeldiniz?
[20:23:06	]C24:i4.XRAY-91 used command '/Radio 10-8'.
[20:23:08	][IC] Nedim Malik: Aman caniiiiim neler yok ki.
[20:23:13	]Nikolas Kozár ran 'Consume' on item 'Breen'in Suyu' (#16220)
[20:23:13	]Nikolas Kozár has gained a 'Boş Breen'in Suyu' #16740.
[20:23:16	][IC] Nedim Malik: Size nasil seyler lazim.
[20:23:17	][OOC] John Freeman: ben evde osura osure tv izlio
[20:23:21	][IC] Paul Newton: Ben bir kör dilenciyim.
[20:23:21	]Lora Croft used command '/ActStand 4'.
[20:23:24	][IC] Morgan Austin: Neden geldiniz?
[20:23:27	][IC] Paul Newton: Sokak sokak gezerim.
[20:23:32	][IC] C24:i3.UNION-66: <:: Kapalı ortamda. ::>
[20:23:34	][IC] Nikolas Kozár: Ah, sıcak tutacak birşey yeterli olur. Değil mi Lora?
[20:23:36	]Lora Croft used command '/ExitAct'.
[20:23:36	]Morgan Austin used command '/PM hector sana dmden yazıyordur amk'.
[20:23:36	][IC] C24:i3.UNION-66: <:: Sivil var. ::>
[20:23:37	][LOOC] John Hector: 1 dakika AFK
[20:23:40	]C24:i4.XRAY-91 used command '/Radio 10-76 Medikal Araştırma Birliği'.
[20:23:40	][IC] Lora Croft: Tabiki bebeğim.
[20:23:42	][IC] Morgan Austin: Ne sivili.
[20:23:43	]Morgan Austin is fully healed.
[20:23:46	][IC] C24:i3.UNION-66: <:: Kademe 7 sadık vatandaşsınız. ::>
[20:23:49	][IC] Morgan Austin: Evet.
[20:23:50	][OOC] John Freeman: victorian bi iş başlatta rp dönsüün
[20:23:54	][IC] Nedim Malik: Bir saniye caniiim.
[20:24:01	][IC] Nikolas Kozár: Tamamdır, bekliyoruz.
[20:24:04	][LOOC] Morgan Austin: amk kademe 7 değilmişim combine pda'dan ayarlasanıza
[20:24:04	]Nedim Malik has given himself a face_mask.
[20:24:04	]Nedim Malik has gained a 'Ameliyat maskesi' #16741.
[20:24:05	][IC] C24:i3.UNION-66: <:: Bu yüzden escortluk etmek zorundayım. ::>
[20:24:11	][IC] Morgan Austin: Anladım.
[20:24:14	][LOOC] Lora Croft: satıcı laz herhalde
[20:24:14	][OOC] Nikolas Kozár: iş vardiyası olcak
[20:24:17	][IC] Nedim Malik: Şimdi şöyleee.
[20:24:20	][LOOC] Paul Newton: olamaz hayatta
[20:24:25	][IC] Morgan Austin: Merhaba.
[20:24:29	]C24:i4.XRAY-91 used command '/PM Nikolas ben yapabilirim'.
[20:24:30	][OOC] Lora Croft: beyler terzi laz çıktı gelmeyin
[20:24:33	][IC] C24:i4.XRAY-91: <:: Hmph. ::>
[20:24:39	][IC] Morgan Austin: Ne için geldin?
[20:24:41	][IC] C24:i4.XRAY-91: <:: Olay nedir. ::>
[20:24:43	][LOOC] C24:i3.UNION-66: kademe 6ya alt örgüt lideri izni ile çıkılabiliyor yani sen kademe 7sin
[20:24:44	][LOOC] Paul Newton: geldim bile
[20:24:47	][OOC] John Freeman: zort
[20:24:47	][IC] C24:i3.UNION-66: <:: Olay yok. ::>
[20:24:47	][IC] Morgan Austin: Olay molay yok.
[20:24:50	][IC] C24:i4.XRAY-91: <:: Seni ilgilendirmez. ::>
[20:24:51	][IC] C24:i3.UNION-66: <:: Escortluk. ::>
[20:24:54	][OOC] Nikolas Kozár: yok yahudi normalde
[20:24:56	][IC] C24:i4.XRAY-91: <:: Partnerimin yanına geldim. ::>
[20:24:57	][IC] Nedim Malik: Palto haki.
[20:25:02	][IC] C24:i3.UNION-66: <:: Code 12. ::>
[20:25:04	][IC] Nikolas Kozár: Palto?
[20:25:07	][IC] Nedim Malik: Fermuarli.
[20:25:08	][IC] C24:i4.XRAY-91: <:: Copy. ::>
[20:25:14	][IC] C24:i4.XRAY-91: <:: Çıkıyor muyuz? ::>
[20:25:15	][IC] Morgan Austin: Pekala başvurunuz üzerine sınavlar hazırlayacağım.
[20:25:18	][IC] C24:i3.UNION-66: <:: Çıkabilirsin. ::>
[20:25:22	][IC] Lora Croft: Fermuarlı ceketmi?
[20:25:30	]C24:i4.XRAY-91 used command '/Radio 10-19 Plaza'.
[20:25:35	][IC] Nedim Malik: Renkli renkli montlarim da var.
[20:25:47	][IC] Nedim Malik: Size montlar çok yakisirrr caniiiiim!
[20:25:52	][IC] Lora Croft: Olur deneyelim.
[20:25:57	][IC] Paul Newton: Ben bir kör dilenciyim.
[20:25:58	]C24:i4.XRAY-91 has gained level 6 in the Silahlar skill.
[20:25:59	]Morgan Austin has given himself a notepad.
[20:25:59	]Morgan Austin has gained a 'Not Defteri' #16742.
[20:26:00	][IC] Paul Newton: Sokak sokak gezerim.
[20:26:02	]C24:i4.XRAY-91 has gained level 11 in the Hız skill.
[20:26:03	]Morgan Austin ran 'Write' on item 'Not Defteri' (#16742)
[20:26:03	][IC] Nikolas Kozár: Yeter ki sen mutlu ol.
[20:26:05	][LOOC] John Hector: geldim.
[20:26:07	]Lora Croft used command '/PM nikolas olm mğüfettişsin sen taşşaklı adamsın biraz baskıcı ol böyle'.
[20:26:12	]Paul Newton used command '/ActSit'.
[20:26:14	]Morgan Austin ran 'Write' on item 'Not Defteri' (#16742)
[20:26:21	][IC] Nedim Malik: Mor mont vereyim mi caniiiiiiim.
[20:26:26	][IC] Lora Croft: Bakalım.
[20:26:32	][ME] Paul Newton: sağ eliyle kaba etini kaşır
[20:26:36	][ME] Nedim Malik: katalog uzatır
[20:26:39	]Paul Newton used command '/ExitAct'.
[20:26:42	]C24:i4.XRAY-91 used command '/Radio 10-7'.
[20:26:46	][ME] Lora Croft: Uzatılan kataloğu sol eli ile alır
[20:26:48	]Hoo Lee Fuk loaded the character 'John Brookly'
[20:27:02	][OOC] Paul Newton: sk bana ihtiyaç duyuyor
[20:27:03	][IC] Nedim Malik: Içinden bakin secin getirimm caaanim!
[20:27:07	][LOOC] Paul Newton: geliyom
[20:27:09	][IC] Morgan Austin: Şimdi.
[20:27:11	][IC] Morgan Austin: Isminizi.
[20:27:12	]Nedim Malik used command '/ActSit 7'.
[20:27:13	]Nedim Malik used command '/ExitAct'.
[20:27:13	][IC] Morgan Austin: Öğrenebilirmiyim.
[20:27:14	][OOC] Paul Newton: geliyom
[20:27:15	][IT] Lora Croft: Seçenekler nedir?
[20:27:16	]Nedim Malik used command '/ActSit 8'.
[20:27:17	][IC] John Brookly: Merhaba.
[20:27:21	][IT] Lora Croft: Seçenekler nedir?
[20:27:22	][IT] Lora Croft: Seçenekler nedir?
[20:27:25	][IC] Nikolas Kozár: Selam John.
[20:27:28	][IC] John Brookly: Selam.
[20:27:31	][IC] John Hector: John Hectore.
[20:27:34	][IC] John Hector: Hector.
[20:27:37	][IC] Morgan Austin: Tamam.
[20:27:37	][IT] Nedim Malik: her türlü renkte mont vardır
[20:27:38	]Nedim Malik used command '/ExitAct'.
[20:27:40	][IC] Nikolas Kozár: Ah, Lora. Bu SİB'deki elemanlardan biri.
[20:27:40	]THE ÖMER has unloaded their "Paul Newton" character.
[20:27:44	]THE ÖMER loaded the character 'C24:RCT.YELLO-30'
[20:27:48	][IC] Lora Croft: Selamlar.
[20:27:49	][IC] John Brookly: Bu kadın kim?
[20:27:51	][IC] John Brookly: Selamlar.
[20:27:55	][IC] Nikolas Kozár: Kendisi karım oluyor.
[20:28:04	][IC] Morgan Austin: Ben kağıdı hazırlamam lazım, daha sonra size ulaşacağım.
[20:28:07	][IC] John Brookly: Ah...anladım. Mutluluklar diliyorum.
[20:28:10	][IC] John Hector: Tamamdır.
[20:28:16	]C24:RCT.YELLO-30 used command '/CP scentist nerde allah bilir'.
[20:28:16	]Morgan Austin ran 'Write' on item 'Not Defteri' (#16742)
[20:28:20	][IC] Nikolas Kozár: Teşekkürler...
[20:28:21	][IC] Morgan Austin: Dışarı çıkabilirsiniz.
[20:28:22	][IC] Lora Croft: Mor mont deneyebilirmiyiz acaba?
[20:28:23	]Morgan Austin ran 'Write' on item 'Not Defteri' (#16742)
[20:28:24	]John Hector used command '/ExitAct'.
[20:28:26	][IC] Nikolas Kozár: Ah, birde.
[20:28:27	]C24:i3.UNION-66 used command '/CP yo bende biliyorum'.
[20:28:28	][IC] John Hector: İyi günler.
[20:28:34	][IC] Nikolas Kozár: Şef yine bir vardiya yapacakmış.
[20:28:37	][IC] Nikolas Kozár: Üretimle alakalı.
[20:28:38	][IC] John Brookly: Hm.
[20:28:39	]C24:RCT.YELLO-30 used command '/CP az pt kur bari'.
[20:28:39	][IC] Nedim Malik: Kiyafeti gosterebilirim caniiiiim g.
[20:28:43	][IC] John Brookly: Benmi yöneteceğim?
[20:28:45	][OOC] S10/OWS.HURRICANE-45: Kendimi Boşlukta hissediyom
[20:28:48	][LOOC] Nikolas Kozár: sen geçici petleri koy istersen
[20:28:51	][IC] Nikolas Kozár: Evet...
[20:28:51	]C24:i3.UNION-66 used command '/PTCreate'.
[20:28:52	]C24:i3.UNION-66 used command '/PTCreate 1'.
[20:28:55	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat3.mdl'.
[20:29:04	][LOOC] John Brookly: geçiçi petflag nasıl alıyorduk bir komut vardı
[20:29:05	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat6.mdl'.
[20:29:05	][OOC] John Freeman: ben osuruyom
[20:29:08	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat2.mdl'.
[20:29:12	]C24:RCT.YELLO-30 used command '/CP az pt kur bari scentist'.
[20:29:14	][LOOC] John Brookly: /getcwuflags mıs buldum
[20:29:15	][IC] John Hector: Efendim kapıyı açabilir misiniz?
[20:29:16	]S10/OWS.HURRICANE-45 has gained a '30rnd MP-şarjörü' #15767.
[20:29:16	]S10/OWS.HURRICANE-45 has lost a '30rnd MP-şarjörü' #15779.
[20:29:17	][OOC] C24:i3.UNION-66: ota geçip sahilde işsiz gibi nöbet tutuyorsun çünkü:)
[20:29:18	][LOOC] Nikolas Kozár: tamamdır
[20:29:19	]S10/OWS.HURRICANE-45 has gained a '30rnd MP-şarjörü' #15779.
[20:29:19	]S10/OWS.HURRICANE-45 has lost a '30rnd MP-şarjörü' #15767.
[20:29:25	][IC] John Brookly: Ne hakkında olacak.
[20:29:25	]C24:i3.UNION-66 used command '/CP kurulu zaten'.
[20:29:27	]C24:RCT.YELLO-30 used command '/PTJoin 1'.
[20:29:27	][IC] John Brookly: Ne üretimi.
[20:29:30	][IC] Nedim Malik: Mor mu lavanta mi caniiim!
[20:29:33	][OOC] S10/OWS.HURRICANE-45: Sende İşsiz gibi Sivillere Ceza kesiyosun.
[20:29:35	][IC] Lora Croft: Mor lütfen.
[20:29:37	]C24:RCT.YELLO-30 used command '/SC 3'.
[20:29:40	][IC] Nikolas Kozár: Galiba biokit...
[20:29:41	][IC] John Brookly: Aklımda birşey var aslında.
[20:29:43	][OOC] C24:i3.UNION-66: yo
[20:29:44	][LOOC] Lora Croft: harbi laz çıktı bu amk
[20:29:51	][IC] John Brookly: Aklımda birşey var,onu yapabilir miyim?
[20:29:53	][OOC] S10/OWS.HURRICANE-45: Aga bende belki bundan zevk almıyorum?
[20:29:55	][IC] Nikolas Kozár: Evet! Biokit. Ama senin fikrinide dinlemek güzel olabilir.
[20:29:59	][IC] Nikolas Kozár: Dinliyorum.
[20:29:59	][LOOC] Lora Croft: uşağiiiiim demeyede başlar yakında :D
[20:30:01	]C24:RCT.YELLO-30 used command '/Radio PT-1 Y-30 Kenetleniyor'.
[20:30:02	][OOC] C24:i3.UNION-66: birşey demedim ki
[20:30:12	][PICKUP DISPENSER] Wonder Of You ( Nedim Malik ) picked up an item from the pickup dispenser.
[20:30:12	]Nedim Malik has gained a 'Mor Hava Durumu Ceketi' #16743.
[20:30:16	]C24:i3.UNION-66 used command '/Radio 10-4'.
[20:30:20	][IC] John Brookly: Alkol lazım olduğunu duydum Medikale, Mixer ile alkolleri ayrıstırıp Medikale tedarik edebiliriz.
[20:30:24	][IC] Nedim Malik: Gelin hanfendi.
[20:30:30	]Nedim Malik ran 'drop' on item 'Mor Hava Durumu Ceketi' (#16743)
[20:30:30	]Nedim Malik has lost a 'Mor Hava Durumu Ceketi' #16743.
[20:30:33	][LOOC] Lora Croft: lan canim diyodun ne güzel
[20:30:33	][IC] Nedim Malik: Öyle.
[20:30:35	][IC] Nedim Malik: Şöyle.
[20:30:38	]Lora Croft ran 'take' on item 'Mor Hava Durumu Ceketi' (#16743)
[20:30:38	]Lora Croft has gained a 'Mor Hava Durumu Ceketi' #16743.
[20:30:39	][IC] Nikolas Kozár: Tabi, oda olur.
[20:30:47	][IC] John Brookly: Ben gidip vardiyayı hazırlayayım.
[20:30:50	][IC] Nikolas Kozár: SMAB şu sıralarda stok sıkıntısı çekiyor.
[20:30:55	][IC] Nikolas Kozár: Tamamdır, İş depo 1'de olacak.
[20:30:57	][ME] Lora Croft: Kollarını açıp kapar büyüklüğünü test eder
[20:31:08	][IC] Nedim Malik: Her türelü beden mevcuttur caniiiim.
[20:31:13	][IC] Nedim Malik: Beğendiniz mii.
[20:31:15	][IC] Lora Croft: Gayet güzel çok beğendim.
[20:31:21	][IC] Nedim Malik: Tamamdir.
[20:31:22	][IC] C24:i3.UNION-66: <:: Sivil bölümünü kiltlemişler. ::>
[20:31:23	][IC] John Brookly: Yayın cihazı alabilir miyim?
[20:31:24	][IC] C24:i3.UNION-66: <:: Garip. ::>
[20:31:28	][IC] Nikolas Kozár: Tabi, elbette.
[20:31:29	][IC] Nedim Malik: Ödemeye geçelim caniiim.
[20:31:35	][IC] Nedim Malik: Biricik paraciklarimi alayim.
[20:31:37	][IC] Lora Croft: Tabi.
[20:31:41	][IC] Nikolas Kozár: Burda olması gerek...
[20:31:46	][IC] Lora Croft: Hayatım.
[20:31:50	]John Hector used command '/ActSit 5'.
[20:31:54	]Nikolas Kozár has spawned a broadcasting_device.
[20:32:05	]John Brookly ran 'take' on item 'Yayın Cihazı' (#16744)
[20:32:05	]John Brookly has gained a 'Yayın Cihazı' #16744.
[20:32:06	][IC] Nikolas Kozár: Evet, tatlım?
[20:32:07	][IC] Lora Croft: Nasıl sence?
[20:32:15	][IC] Nikolas Kozár: Mükemmel duruyor...
[20:32:27	]C24:RCT.YELLO-30 used command '/CP waypointi kaldırma için hangi komut lazım?'.
[20:32:33	][IC] Nedim Malik: Lavanta açik pembeydiiii amaa.
[20:32:40	]John Brookly used command '/GetCWUFlags'.
[20:32:41	]C24:i3.UNION-66 used command '/CP aktif waypoint yok'.
[20:32:57	]C24:RCT.YELLO-30 used command '/CP tamam yok kendimiz oluşturabiliyormuyuz?'.
[20:32:57	][IC] Nedim Malik: Ödemeyi yapalim caniiim.
[20:32:59	]Lora Croft ran 'EquipUn' on item 'Açık Gri Kol Bandı' (#16622)
[20:33:01	][IC] Nikolas Kozár: Fiyatı ne kadar?
[20:33:03	]John Brookly has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[20:33:04	]C24:i3.UNION-66 used command '/CP evet'.
[20:33:07	]John Brookly has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[20:33:11	][OOC] S10/OWS.HURRICANE-45: SK : Gemlik Belediysindeyim
[20:33:13	]C24:RCT.YELLO-30 used command '/CP atayım'.
[20:33:17	]John Brookly has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[20:33:23	][OOC] S10/OWS.HURRICANE-45: OTA: Gemlik neresi yauv
[20:33:23	]Morgan Austin has gone afk.
[20:33:23	]John Brookly has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[20:33:29	][IC] Nedim Malik: 65 yeter caniiim.
[20:33:39	][IC] Nikolas Kozár: 65... CID numaranız neydi?
[20:33:43	][OOC] John Freeman: victorian yaşıyonmu
[20:33:53	][IC] Nedim Malik: 26690 di canim.
[20:33:53	][OOC] Lora Croft: SEN KOCAMA NASIL YAŞIYONMU DERSİN HADDDSİZ
[20:33:53	][OOC] Nikolas Kozár: vardiya olacak az sabır
[20:33:56	]Nedim Malik ran 'SetCredits' on item '#26690 Kimlik Kartı' (#16259)
[20:34:07	][OOC] John Freeman: shut up jhonny
[20:34:08	][OOC] C24:RCT.YELLO-30: abov
[20:34:08	][IC] Nikolas Kozár: Tamamdır, Sivil terminalden ödemeyi yapacağım.
[20:34:13	][IC] Nikolas Kozár: Teşekkür ederim.
[20:34:15	][IC] Nedim Malik: Bekliyorum caniiiim.
[20:34:24	][IC] Nikolas Kozár: Gidelim, hayatım.
[20:34:29	][IC] Lora Croft: Tamam.
[20:34:32	][IC] C24:i3.UNION-66: <:: Temiz. ::>
[20:34:40	]Nedim Malik has given himself a pda.
[20:34:40	]Nedim Malik has gained a 'Combine PDA' #16745.
[20:34:42	]Nedim Malik ran 'Equip' on item 'Combine PDA' (#16745)
[20:34:47	]C24:RCT.YELLO-30 used command '/CP kilitli kaldım'.
[20:34:50	][IC] Nikolas Kozár: Ah, unutmadan.
[20:34:57	]C24:i3.UNION-66 used command '/CP meta yapamamda nasıl kaldın la'.
[20:34:57	][IC] Nikolas Kozár: İkimizinde eve para getirmesi gerekiyor.
[20:35:00	][PICKUP DISPENSER] Wonder Of You ( Nedim Malik ) picked up an item from the pickup dispenser.
[20:35:00	]Nedim Malik has gained a 'Dükkan Anahtarı' #16746.
[20:35:04	][IC] Lora Croft: Evet.
[20:35:06	][IC] Nikolas Kozár: Bugünkü vardiyaya beraber katılalım.
[20:35:07	]C24:RCT.YELLO-30 used command '/CP olum kaldım'.
[20:35:13	]C24:i3.UNION-66 used command '/Radio y-30 neredesin?'.
[20:35:15	][IC] Lora Croft: Tamam hayatım, Sen nasıl istersen.
[20:35:26	]C24:RCT.YELLO-30 used command '/Radio az önceki binanın içindeyim'.
[20:35:46	][IC] C24:i3.UNION-66: <:: Neden gelmedin? ::>
[20:35:53	][IC] C24:RCT.YELLO-30: <:: Kilitli kaldım. ::>
[20:35:55	]Lora Croft used command '/PM nikolas vic'.
[20:36:00	][IC] C24:RCT.YELLO-30: <:: Arkadan açılmıyor herhalde. ::>
[20:36:03	][IC] C24:i3.UNION-66: <:: Hayır sadece açmayı bilmiyorsun. ::>
[20:36:05	][IC] C24:i3.UNION-66: <:: Bekle. ::>
[20:36:06	][IC] C24:RCT.YELLO-30: <:: Deneyebilirsiniz. ::>
[20:36:09	][IC] Nikolas Kozár: Tamamdır...
[20:36:10	][IC] C24:i3.UNION-66: <:: Açmayı dene. ::>
[20:36:13	]Lora Croft used command '/PM nikolas viiiic'.
[20:36:17	][OOC] John Freeman: ayakkabıları görüyorsun paraları görüyorsun
[20:36:21	][ME] C24:i3.UNION-66: elini arkadan bastırır(shift+e)
[20:36:21	]Nikolas Kozár used command '/PM Lora noldu'.
[20:36:24	][IC] C24:i3.UNION-66: <:: Manyetik olarak okur. ::>
[20:36:27	][IC] C24:i3.UNION-66: <:: Arkadanda açabilirsin. ::>
[20:36:30	][IC] C24:i3.UNION-66: <:: Bak. ::>
[20:36:33	][IC] C24:i3.UNION-66: <:: Dene. ::>
[20:36:41	]Lora Croft used command '/PM nikolas müfettişlerin zaten en tassakli hayatı yaşaması gerekmiyomu olm'.
[20:36:49	]Hoo Lee Fuk (STEAM_0:0:479033164) has disconnected (timed out).
[20:36:53	]Nikolas Kozár used command '/PM Lora ya kanka bosver orasını fakir rolü yapalım'.
[20:36:58	][LOOC] C24:RCT.YELLO-30: hjdfadhjbaghujdvguavdgavd
[20:37:11	]Lora Croft used command '/PM nikolas ozaman normal karakterle girelim'.
[20:37:27	]Lora Croft used command '/PM nikolas çünkü hem müfettiş hem fukaralık çok saçma olur normal karakterle girem'.
[20:37:33	]Nedim Malik has spawned a 'Entity [4646][ix_computer]'.
[20:37:34	][IC] C24:i3.UNION-66: <:: Ben biraz sivil rolü yapacağım. ::>
[20:37:37	]Nikolas Kozár used command '/PM Lora knk türkiyede polisler malikanede yaşamıyo'.
[20:37:39	]Nedim Malik has spawned a 'Entity [4482][ix_shop_sign]'.
[20:37:43	]C24:i3.UNION-66 used command '/Radio KT-1 10-7'.
[20:37:49	]Lora Croft used command '/PM nikolas sen kaymakamsın ama'.
[20:37:55	]Scientist has unloaded their "C24:i3.UNION-66" character.
[20:38:00	]Scientist loaded the character 'John White'
[20:38:08	]Nedim Malik entered observer.
[20:38:10	]Nedim Malik exited observer at their location.
[20:38:13	]C24:RCT.YELLO-30 used command '/Radio 10-7'.
[20:38:16	]Nikolas Kozár used command '/PM lora ayrıca normal bir insana göre aşırı lüks bir evimiz var. TV yatak falan kolay bulunmaz ve herkesinde evi yok'.
[20:38:39	]John White ran 'take' on item 'ENDÜSTRİ 24 TEL NO.' (#14011)
[20:38:39	]John White has gained a 'ENDÜSTRİ 24 TEL NO.' #14011.
[20:38:40	]Lora Croft used command '/PM nikolas salutem falan müfettiş oldunda amk'.
[20:38:43	]John White ran 'drop' on item 'ENDÜSTRİ 24 TEL NO.' (#14011)
[20:38:43	]John White has lost a 'ENDÜSTRİ 24 TEL NO.' #14011.
[20:38:49	]Lora Croft used command '/PM nikolas şehrin ekonomisi bozuluyodu'.
[20:38:56	]John White ran 'take' on item 'ENDÜSTRİ 24 TEL NO.' (#14011)
[20:38:56	]John White has gained a 'ENDÜSTRİ 24 TEL NO.' #14011.
[20:39:06	]John White ran 'drop' on item 'ENDÜSTRİ 24 TEL NO.' (#14011)
[20:39:06	]John White has lost a 'ENDÜSTRİ 24 TEL NO.' #14011.
[20:39:07	]Nikolas Kozár used command '/PM Lora ya karıştırma adminleri bence gayet ii rol yapıyour zikimide'.
[20:39:09	]John White used the 'Yazıcı' vendor.
[20:39:11	]John White has gained 0 chips.
[20:39:11	]John White has gained a 'Kağıt' #16747.
[20:39:13	]Morgan Austin is no longer afk. Total time spent AFK: 650
[20:39:13	]Morgan Austin ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:39:15	]Lora Croft used command '/PM nikolas neyse bebeğim gel aşk çeşmesinden beraber içelim'.
[20:39:16	]John White ran 'Write' on item 'Kağıt' (#16747)
[20:39:18	]Morgan Austin entered observer.
[20:39:24	]Morgan Austin exited observer at their location.
[20:39:26	]Morgan Austin ran 'Write' on item 'DOKTORLUK ALIMI' (#16742)
[20:39:28	]John White ran 'zTear' on item 'Kağıt' (#16747)
[20:39:29	][IC] Nikolas Kozár: Vardiya aktif...
[20:39:31	]John White ran 'Write' on item 'Kağıt' (#16747)
[20:39:33	][IC] Nikolas Kozár: Hadi beraber gidelim.
[20:39:39	][IC] Lora Croft: Olur bebeğim.
[20:39:52	]Hoo Lee Fuk has connected.
[20:40:11	][IC] Lora Croft: Aslında.
[20:40:16	][IC] Nikolas Kozár: ?
[20:40:24	][IC] Lora Croft: Sbk Boş ise devralabilirim.
[20:40:46	][IC] Nikolas Kozár: SBK diye bir departman yok, SMAB mı demek istedin?
[20:40:48	]S10/OWS.HURRICANE-45 used command '/Radio Overwatch, Unit 45, 10-76, 10-19, Over.'.
[20:40:49	]John White ran 'Write' on item 'Kağıt' (#16747)
[20:40:50	]Hoo Lee Fuk loaded the character 'John Brookly'
[20:40:52	]John White ran 'Write' on item 'Kağıt' (#16747)
[20:40:58	]John Hector used command '/ExitAct'.
[20:40:59	][LOOC] Lora Croft: Sivil bilim konseyi kaldırıldımı la
[20:41:02	]S10/OWS.HURRICANE-45 has gained a '30rnd MP-şarjörü' #15767.
[20:41:02	]S10/OWS.HURRICANE-45 has lost a '30rnd MP-şarjörü' #15779.
[20:41:14	]John Hector ran 'Consume' on item 'Bank Sodası C24' (#13962)
[20:41:14	]John Hector has gained a 'Plastik Çöp' #16748.
[20:41:14	][LOOC] Nikolas Kozár: Sivil Medikal ve Araştırma diye geçiyor artık
[20:41:17	][IC] S10/OWS.HURRICANE-45: <:: Reporting clear. ::>
[20:41:23	]John Brookly used command '/GetCWUFlags'.
[20:41:24	][LOOC] Lora Croft: sikeyim ya :(
[20:41:25	]John Hector ran 'Consume' on item 'Bank Sodası C24' (#14041)
[20:41:25	]John Hector has gained a 'Plastik Çöp' #16749.
[20:41:25	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:41:27	]John White ran 'Write' on item 'yat lokantasi' (#16747)
[20:41:30	]John Hector used command '/ActSit 3'.
[20:41:33	]John White ran 'Write' on item 'yat lokantasi' (#16747)
[20:41:34	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:41:36	][LOOC] Nikolas Kozár: yine bilim insanı olabiliyosun ama
[20:41:39	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:41:40	]John White ran 'drop' on item 'yat lokantasi' (#16747)
[20:41:40	]John White has lost a 'yat lokantasi' #16747.
[20:41:47	][IC] Lora Croft: Sanırım şehirden şehire adlar değişiyor. Hehe.
[20:41:50	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:41:52	][IC] Nikolas Kozár: Mhm...
[20:41:58	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:41:58	]S10/OWS.HURRICANE-45 has gained level 43 in the Hız skill.
[20:42:08	]S10/OWS.HURRICANE-45 has gained a '30rnd MP-şarjörü' #15779.
[20:42:08	]S10/OWS.HURRICANE-45 has lost a '30rnd MP-şarjörü' #15767.
[20:42:13	][IC] Nikolas Kozár: Bekleyelim...
[20:42:22	][IC] Morgan Austin: Hector.
[20:42:23	][IC] John Brookly: Evet?
[20:42:25	][IC] Morgan Austin: Sizsiniz değilmi.
[20:42:37	]Morgan Austin ran 'Write' on item 'yat lokantasi' (#16747)
[20:42:42	][IC] Nikolas Kozár: İş vardiyasının başlamasını bekliyoruz, ikimizde katılacağız.
[20:42:46	][IC] John Brookly: Tabiki.
[20:42:48	][IC] Morgan Austin: Beyefendi.
[20:42:51	][LOOC] Lora Croft: 2 dk afk
[20:42:53	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:42:54	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:42:55	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:02	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:04	]Scientist has unloaded their "John White" character.
[20:43:06	]John Hector used command '/ExitAct'.
[20:43:07	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:12	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:15	]John Hector ran 'take' on item 'yat lokantasi' (#16747)
[20:43:15	]John Hector has gained a 'yat lokantasi' #16747.
[20:43:17	]S10/OWS.HURRICANE-45 used command '/Radio Overwatch, Unit 45, 10-20, 10-19, Over.'.
[20:43:27	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
[20:43:29	]Nedim Malik has gone afk.
[20:43:30	]John Brookly has spawned 'models/willardnetworks/food/prop_bar_bottle_f.mdl'.
