[12:52:57	]Lynx has connected.
[19:03:22	]C24:RCT.YELLO-16 used command '/Radio anlaşıldı'.
[19:03:27	]Gatsu Dante is no longer afk. Total time spent AFK: 640
[19:03:27	]Gatsu Dante used command '/PrintAFKPlayers'.
[19:03:29	]Tom Gatti ran 'Open' on item 'Rasyon' (#29929)
[19:03:29	]Tom Gatti has gained a 'Yapay Macun' #29930.
[19:03:29	]Tom Gatti has gained a 'Breen'in Suyu' #29931.
[19:03:29	]Tom Gatti has gained a '15 Kredi Kuponu' #29932.
[19:03:36	][IC] Michael Jack: Tamamdır baboş.
[19:03:39	]Victorian loaded the character 'Frank Manishek'
[19:03:41	][IC] Michael Jack: OF AYAKLARINI YALAYAYIM.
[19:03:45	][IC] Michael Jack: ALLAHMISIN SEN NESIN BE BABOŞ.
[19:03:52	]Frank Manishek entered observer.
[19:03:59	]Frank Manishek exited observer at their location.
[19:04:04	][ME] Michael Jack: 2 hurdaci kiyafetinide alır
[19:04:07	]Frank Manishek entered observer.
[19:04:12	][ME] Michael Jack: 2 hurdaci kiyafetini uzatır
[19:04:21	][ME] Michael Jack: hurdaci kıyafetini giyer
[19:04:23	][IC] Michael Jack: He.
[19:04:25	]Gatsu Dante ran SAM command 'asay' with arguments: 'dükkan 21:00 da kapanıyor ben 20:59 da siparis verdim, umarım iptal etmezler'
[19:04:28	]C24:i1.UNION-12 ran SAM command 'asay' with arguments: 'Birisi toplasın vatandaşları'
[19:04:32	]C24:i1.UNION-12 ran SAM command 'asay' with arguments: 'Yeni oyuncular geldi'
[19:04:39	][ME] Michael Jack: giyer
[19:04:42	]Michael Jack has given himself a industrial_uniform.
[19:04:42	]Michael Jack has gained a 'Industrial Uniform MI' #29933.
[19:04:50	][IC] Michael Jack: Aldım ya zaten.
[19:04:51	][IC] Michael Jack: Elğmdediy.
[19:05:01	][IC] Michael Jack: Bu bizim.
[19:05:04	]Gatsu Dante ran SAM command 'goto' with arguments: 'michael'
[19:05:07	]Gatsu Dante is admin-searching Michael Jack's inventory.
[19:05:07	]Gatsu Dante has used a context menu option with the name: ixviewinventory
[19:05:09	]Gatsu Dante has closed Michael Jack's inventory.
[19:05:11	][IC] Michael Jack: Efendim baa.
[19:05:13	][IC] Michael Jack: Efendim baba.
[19:05:17	]Frank Manishek used command '/GetCWUFlags'.
[19:05:22	][IC] Michael Jack: Ee.
[19:05:26	][IC] Michael Jack: Of.
[19:05:28	]Frank Manishek exited observer at their location.
[19:05:29	][IC] Michael Jack: Gaz borusu varmı.
[19:05:40	]C24:i1.HELIX-12 used command '/CharSetName C24 C24:i1.HELIX-12'.
[19:05:57	]C24:i1.HELIX-12 has spawned a surgerykit.
[19:05:59	]C24:i1.HELIX-12 ran 'take' on item 'Cerrahi Kit' (#29934)
[19:05:59	]C24:i1.HELIX-12 has gained a 'Cerrahi Kit' #29934.
[19:06:00	]Frank Manishek entered observer.
[19:06:01	][Y] Michael Jack: Hurdaciyahhhhh.
[19:06:06	]Frank Manishek exited observer at their location.
[19:06:07	][IC] Michael Jack: Selamun aleykum.
[19:06:08	]Frank Manishek entered observer.
[19:06:08	]C24:i1.HELIX-12 has spawned a health_kit.
[19:06:09	]Frank Manishek exited observer at their location.
[19:06:10	]C24:i1.HELIX-12 ran 'take' on item 'Sağlık Kiti' (#29935)
[19:06:10	]C24:i1.HELIX-12 has gained a 'Sağlık Kiti' #29935.
[19:06:10	]Frank Manishek entered observer.
[19:06:10	][IC] Michael Jack: Ben sibden geliyorum.
[19:06:12	]Frank Manishek exited observer at their location.
[19:06:13	]Boris Alan used command '/ActLean'.
[19:06:17	][IC] Michael Jack: 20 token topluyoruz.
[19:06:18	]Frank Manishek has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[19:06:19	]Frank Manishek entered observer.
[19:06:22	]C24:i1.HELIX-12 has spawned a disinfectant_bottle.
[19:06:25	]Frank Manishek exited observer at their location.
[19:06:26	]C24:i1.HELIX-12 ran 'take' on item 'Dezenfektan' (#29936)
[19:06:26	]C24:i1.HELIX-12 has gained a 'Dezenfektan' #29936.
[19:06:28	]Frank Manishek has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[19:06:33	]Frank Manishek entered observer.
[19:06:37	]Frank Manishek exited observer at their location.
[19:06:37	][IC] C24:i1.HELIX-12: <:: Helix. ::>
[19:06:38	][IC] Michael Jack: Ne demek yok.
[19:06:39	][IC] C24:i1.HELIX-12: <:: HELIX. ::>
[19:06:41	]Frank Manishek entered observer.
[19:06:42	]Frank Manishek exited observer at their location.
[19:06:43	][IC] Michael Jack: Başka şekilde var.
[19:06:45	][IC] Michael Jack: Gelin takip edin.
[19:06:52	]Frank Manishek entered observer.
[19:06:53	][IC] Michael Jack: Kimlik kartınızı uzatın.
[19:06:54	]Frank Manishek has used a context menu option with the name: remove
[19:06:55	]Frank Manishek exited observer at their location.
[19:06:56	]Hoo Lee Fuk banditcamp.com loaded the character 'C24:i3.XRAY-91[E]'
[19:06:59	]Frank Manishek has spawned 'models/props_wasteland/cargo_container01b.mdl'.
[19:07:00	]Frank Manishek has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[19:07:01	]C24:i3.XRAY-91[E] is fully healed.
[19:07:06	]C24:i1.HELIX-12 has changed C24:i1.HELIX-12's bodygroups.
[19:07:07	]C24:i3.XRAY-91[E] used command '/Radio 10-8'.
[19:07:07	]Frank Manishek has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[19:07:12	][IC] Michael Jack: Hadi.
[19:07:14	]C24:i1.HELIX-12 used command '/CharDesc'.
[19:07:16	]Frank Manishek has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[19:07:17	]Frank Manishek has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[19:07:18	]C24:i3.XRAY-91[E] ran SAM command 'armor' with arguments: '91' '50'
[19:07:19	][IC] Michael Jack: Güvenmezseniz.
[19:07:20	]Mustafa Sandık has gone afk.
[19:07:28	]Frank Manishek has spawned a usable entity class 'ix_chair' with model 'models/props_wasteland/controlroom_chair001a.mdl'.
[19:07:28	]Frank Manishek has used a context menu option with the name: ixusableentitycreate
[19:07:32	]Frank Manishek has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[19:07:35	][IC] Michael Jack: Hadiyeh.
[19:07:37	]Elazar Gül has gone afk.
[19:07:42	]Frank Manishek has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[19:07:46	]C24:i1.HELIX-12 used command '/CharDesc'.
[19:07:49	]Frank Manishek entered observer.
[19:07:52	]Frank Manishek has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[19:07:55	]Frank Manishek has spawned a usable entity class 'ix_chair' with model 'models/props_wasteland/controlroom_chair001a.mdl'.
[19:07:55	]Frank Manishek has used a context menu option with the name: ixusableentitycreate
[19:07:55	]C24:i1.HELIX-12 used command '/CharDesc'.
[19:08:00	]Frank Manishek exited observer at their location.
[19:08:00	]Michael Jack used command '/PM alan QW RJ90AWR90JKOFAW0J9AFW090AFWDWA'.
[19:08:09	]Frank Manishek has spawned a paper.
[19:08:11	]Frank Manishek has spawned a paper.
[19:08:12	]Frank Manishek has spawned a paper.
[19:08:13	][IC] Michael Jack: Hadi.
[19:08:19	]Frank Manishek has used a context menu option with the name: remove
[19:08:20	]Frank Manishek has used a context menu option with the name: remove
[19:08:21	]Tom Gatti ran 'drop' on item '#97921 Kimlik Kartı' (#29914)
[19:08:21	]Tom Gatti has lost a '#97921 Kimlik Kartı' #29914.
[19:08:26	]Frank Manishek has spawned a paper.
[19:08:31	][IC] Michael Jack: Al.
[19:08:32	]Frank Manishek has spawned a paper.
[19:08:35	]Frank Manishek has used a context menu option with the name: remove
[19:08:37	]Frank Manishek has spawned a paper.
[19:08:41	]Boris Alan ran 'take' on item '#97921 Kimlik Kartı' (#29914)
[19:08:41	]Boris Alan has gained a '#97921 Kimlik Kartı' #29914.
[19:08:44	]Frank Manishek entered observer.
[19:08:46	]Frank Manishek has spawned a paper.
[19:08:46	]Tommy Gatti ran 'drop' on item '#95926 Kimlik Kartı' (#29909)
[19:08:46	]Tommy Gatti has lost a '#95926 Kimlik Kartı' #29909.
[19:08:52	]Boris Alan ran 'take' on item '#95926 Kimlik Kartı' (#29909)
[19:08:52	]Boris Alan has gained a '#95926 Kimlik Kartı' #29909.
[19:08:55	]C24:i1.HELIX-12 used command '/CharSetName i3 C24.i3.UNION-91'.
[19:08:57	]Boris Alan used command '/ExitAct'.
[19:09:00	]Mustafa Sandık is no longer afk. Total time spent AFK: 395
[19:09:08	]Frank Manishek has spawned a comp_wood.
[19:09:09	]Frank Manishek has spawned a comp_wood.
[19:09:11	]Frank Manishek has spawned a comp_wood.
[19:09:13	]Frank Manishek has spawned a comp_wood.
[19:09:15	][Y] Michael Jack: GELEMIYOLAR HHUAHUAHA.
[19:09:19	][IC] C24.i3.UNION-91: <:: Anlaşıldı. ::>
[19:09:22	]Michael Jack used command '/PM boris J9IW0FAFIJAWFWA'.
[19:09:27	]Frank Manishek has spawned a comp_metal.
[19:09:27	][IC] Michael Jack: Tamamdır.
[19:09:28	]C24:i1.HELIX-12 used command '/PTCreate 1'.
[19:09:28	][IC] Michael Jack: IjFIJWAJ8F.
[19:09:34	]Frank Manishek has spawned a comp_metal.
[19:09:36	]C24.i3.UNION-91 used command '/Radio KT-1 Kenetleşildi'.
[19:09:37	][IC] Michael Jack: FWAIJFFAW.
[19:09:37	]Frank Manishek has spawned a comp_metal.
[19:09:39	]C24.i3.UNION-91 used command '/PTJoin 1'.
[19:09:40	]Frank Manishek has spawned a comp_metal.
[19:09:48	]Frank Manishek has spawned a 'Entity [4198][ix_workshiftterminal]'.
[19:09:49	]Frank Manishek exited observer at their location.
[19:09:50	][IC] Michael Jack: Bana kimlik vermedin ki.
[19:10:08	]Frank Manishek ran 'RequestCp' on item 'Talep Cihazı' (#25918)
[19:10:09	][IC] Michael Jack: AHUUAHHUAUHAAAAHAHAH.
[19:10:25	]Frank Manishek entered observer.
[19:10:28	][IC] Michael Jack: Kimliğimizi bilmiyolar.
[19:10:29	]Frank Manishek exited observer at their location.
[19:10:33	]Frank Manishek has used a context menu option with the name: door_lockunlock
[19:10:38	]C24.i3.UNION-91 is admin-searching Tom Gatti's inventory.
[19:10:38	]C24.i3.UNION-91 has used a context menu option with the name: ixviewinventory
[19:10:39	]Frank Manishek used command '/ActStand 4'.
[19:10:42	][IC] Michael Jack: Tom.
[19:10:43	]C24.i3.UNION-91 has closed Tom Gatti's inventory.
[19:10:47	][IC] Michael Jack: Ama çanta yok.
[19:10:50	][IC] C24.i3.UNION-91: <:: Anlaşıldı. ::>
[19:10:51	]Boris Alan ran 'drop' on item '#97921 Kimlik Kartı' (#29914)
[19:10:51	]Boris Alan has lost a '#97921 Kimlik Kartı' #29914.
[19:10:56	]Michael Jack used command '/PM boris küçük çanta spawnlayalım birbirimize'.
[19:10:58	]Michael Jack ran 'take' on item '#97921 Kimlik Kartı' (#29914)
[19:10:58	]Michael Jack has gained a '#97921 Kimlik Kartı' #29914.
[19:11:01	][IC] Michael Jack: Tamamdır.
[19:11:03	]Frank Manishek entered observer.
[19:11:09	][IC] C24.i3.UNION-91: <:: Ortada. ::>
[19:11:16	][Y] C24.i3.UNION-91: <:: DUR. ::>
[19:11:22	][IC] Michael Jack: Ha.
[19:11:26	][IC] Michael Jack: Neden.
[19:11:28	]Frank Manishek has used a context menu option with the name: door_lockunlock
[19:11:29	][IC] C24.i3.UNION-91: <:: Sen. ::>
[19:11:35	][IC] C24.i3.UNION-91: <:: Geçin duvara. ::>
[19:11:39	]Frank Manishek exited observer at their location.
[19:11:41	]Boris Alan was just knocked out due to: hit by stunstick owned by C24.i3.UNION-91
[19:11:45	][IC] Michael Jack: Aaaaaaagh!
[19:11:50	]C24.i3.UNION-91 used command '/Radio Sivil 10-15'.
[19:11:58	]Michael Jack was just knocked out due to: hit by stunstick owned by C24:i1.HELIX-12
[19:12:05	]Michael Jack was knocked unconscious and is bleeding out.
[19:12:11	]Boris Alan was knocked unconscious and is bleeding out.
[19:12:12	]Frank Manishek entered observer.
[19:12:19	]C24:i1.HELIX-12 ran 'give' on item 'Cerrahi Kit' (#29934)
[19:12:19	]C24:i1.HELIX-12 has performed the 'Use Cerrahi Kit' action, gaining 120 experience in medicine.
[19:12:19	]Michael Jack was disinfected by C24:i1.HELIX-12 for 357 seconds.
[19:12:19	]Michael Jack's bleeding was stopped by C24:i1.HELIX-12.
[19:12:19	]Michael Jack was bandaged by C24:i1.HELIX-12 for 79 HP.
[19:12:21	]Frank Manishek exited observer at their location.
[19:12:23	]C24.i3.UNION-91 ran 'give' on item 'Bandaj Rulosu' (#26411)
[19:12:23	]C24.i3.UNION-91 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[19:12:23	]Boris Alan's bleeding was stopped by C24.i3.UNION-91.
[19:12:23	]Boris Alan was bandaged by C24.i3.UNION-91 for 16 HP.
[19:12:27	][ME] C24:i1.HELIX-12: Yaralarını dezenfekte eder
[19:12:27	]C24.i3.UNION-91 ran 'give' on item 'İlk Yardım Kiti' (#21593)
[19:12:27	]C24.i3.UNION-91 has performed the 'Use İlk Yardım Kiti' action, gaining 67 experience in medicine.
[19:12:27	]Boris Alan was disinfected by C24.i3.UNION-91 for 103 seconds.
[19:12:27	]Boris Alan was bandaged by C24.i3.UNION-91 for 54 HP.
[19:12:34	][ME] C24:i1.HELIX-12: Yaralarını yavaşça diker ve sarar
[19:12:37	]Michael Jack used command '/PM alan ÇABUK GELLL OUTLANDS'IN ORA ÇABUKKK'.
[19:12:46	]Boris Alan used command '/PM mich kaçamadım'.
[19:12:47	]C24.i3.UNION-91 used command '/Radio 10-20 Nexus'.
[19:12:50	]Michael Jack used command '/PM alan hayda'.
[19:12:51	]C24:i1.HELIX-12 used command '/CharSearch'.
[19:12:53	]Boris Alan is no longer unconscious from critical wounds.
[19:12:56	]Frank Manishek entered observer.
[19:12:58	]Boris Alan is no longer unconscious from critical wounds.
[19:12:59	]C24:i1.HELIX-12 used command '/CharSearch'.
[19:13:01	]C24:i1.HELIX-12 has gained a '#97921 Kimlik Kartı' #29914 from a container with the name 'Michael Jack' #3722.
[19:13:03	]Frank Manishek exited observer at their location.
[19:13:03	]Boris Alan is no longer unconscious from critical wounds.
[19:13:05	]Michael Jack is no longer unconscious from critical wounds.
[19:13:08	][IC] Michael Jack: Ugh...
[19:13:08	]Boris Alan is no longer unconscious from critical wounds.
[19:13:12	][IC] Michael Jack: Rahat bırak beni.
[19:13:13	]Boris Alan is no longer unconscious from critical wounds.
[19:13:18	]Boris Alan is no longer unconscious from critical wounds.
[19:13:23	]Boris Alan is no longer unconscious from critical wounds.
[19:13:24	][IC] Michael Jack: Evet.
[19:13:25	]Boris Alan entered observer.
[19:13:26	][IC] Michael Jack: Bir ışınlanma yeri.
[19:13:26	]Boris Alan exited observer at their location.
[19:13:28	]Boris Alan is no longer unconscious from critical wounds.
[19:13:30	]Michael Jack was just knocked out due to: hit by stunstick owned by C24:i1.HELIX-12
[19:13:31	]Michael Jack used command '/CharGetUp'.
[19:13:32	][ME] C24.i3.UNION-91: yerdeki baygın adamın ellerini kelepçeler
[19:13:33	]Boris Alan used command '/CharGetUp'.
[19:13:33	]Boris Alan is no longer unconscious from critical wounds.
[19:13:35	]C24.i3.UNION-91 ran 'Use' on item 'Lastik Kelepçe' (#22705)
[19:13:38	]C24.i3.UNION-91 ran 'Use' on item 'Lastik Kelepçe' (#22705)
[19:13:38	]Boris Alan is no longer unconscious from critical wounds.
[19:13:41	]Frank Manishek used command '/Broadcast Şehir 17'nin değerli işçiler, üretim vardiyanız Vardiya Deposu 01'de başlatılmak üzere hazır durumdadır. Lütfen, işe katılım için Depo 1'e ilerleyin'.
[19:13:43	]Boris Alan is no longer unconscious from critical wounds.
[19:13:45	]Frank Manishek has used a context menu option with the name: door_lockunlock
[19:13:48	]Boris Alan is no longer unconscious from critical wounds.
[19:13:53	]Boris Alan is no longer unconscious from critical wounds.
[19:13:54	]C24.i3.UNION-91 used command '/Radio 12, Sitrep?'.
[19:13:56	]Tom Gatti used command '/ActSit'.
[19:13:58	]Boris Alan is no longer unconscious from critical wounds.
[19:14:01	]Boris Alan entered observer.
[19:14:03	]Boris Alan is no longer unconscious from critical wounds.
[19:14:04	]Boris Alan exited observer at their location.
[19:14:04	][IC] Frank Manishek: İyi günler.
[19:14:05	]Boris Alan used command '/CharGetUp'.
[19:14:05	]Boris Alan used command '/CharGetUp'.
[19:14:08	]Boris Alan is no longer unconscious from critical wounds.
[19:14:11	]C24:i1.HELIX-12 used command '/Radio Yakalandı kimlik çalan şahıs doğrulandı'.
[19:14:13	]Boris Alan is no longer unconscious from critical wounds.
[19:14:14	][IC] Frank Manishek: Sosyal Kredi ve Para ister miydiniz?
[19:14:15	]Mustafa Sandık exited observer at their location.
[19:14:17	]Tommy Gatti used command '/ActSit'.
[19:14:20	]Boris Alan entered observer.
[19:14:23	]C24.i3.UNION-91 used command '/Radio copy that'.
[19:14:26	][IC] Frank Manishek: Pekala...
[19:14:30	]Michael Jack used command '/PM alan şimdi napıcaz'.
[19:14:32	]C24.i3.UNION-91 used the 'Sivil Korum Destek Masası' vendor.
[19:14:35	]Frederic Schopenhauer is no longer afk. Total time spent AFK: 1035
[19:14:35	]Frank Manishek entered observer.
[19:14:38	][IC] C24.i3.UNION-91: <:: Diğeride hücrede. ::>
[19:14:41	]Michael Jack used command '/PM boris abi başka bir rpde abi kardeş rolü yapalımmı'.
[19:14:42	][IC] C24.i3.UNION-91: <:: Anlaşıldı. ::>
[19:14:44	]Boris Alan exited observer at their location.
[19:14:57	]Boris Alan used command '/PM mich bakarız'.
[19:14:59	]Boris Alan entered observer.
[19:15:00	]Boris Alan exited observer at their location.
[19:15:01	]Boris Alan entered observer.
[19:15:01	]Frank Manishek exited observer at their location.
[19:15:02	]Frank Manishek entered observer.
[19:15:03	]Frank Manishek exited observer at their location.
[19:15:05	]Frank Manishek has spawned 'models/willardnetworks/props/civilterminal7.mdl'.
[19:15:08	]C24:i1.HELIX-12 ran 'drop' on item 'Industrial Uniform MII' (#29888)
[19:15:08	]C24:i1.HELIX-12 has lost a 'Industrial Uniform MII' #29888.
[19:15:11	]C24:i1.HELIX-12 has used a context menu option with the name: remove
[19:15:12	]Frank Manishek entered observer.
[19:15:14	]Boris Alan exited observer at their location.
[19:15:14	][ME] Michael Jack: içinden: hurdacii
[19:15:17	][IC] Michael Jack: Ugh...
[19:15:18	]C24:i1.HELIX-12 used command '/Radio Sana verdiğim herifin tekrardan üstünü ara'.
[19:15:21	][IC] Michael Jack: Oghhh.
[19:15:22	]C24:i1.HELIX-12 used command '/Radio Bir şey var mı kontrol et'.
[19:15:23	][IC] Michael Jack: Aaagh.
[19:15:25	][IC] Michael Jack: Aaagh.
[19:15:25	][IC] C24.i3.UNION-91: <:: Sen. ::>
[19:15:27	][IC] Michael Jack: Aaagh.
[19:15:28	][IC] C24.i3.UNION-91: <:: Nasıl oraya geçtin. ::>
[19:15:29	]Frank Manishek has spawned 'models/trees/pi_tree1.mdl'.
[19:15:30	][IC] C24.i3.UNION-91: <:: Diğer hücredeydin. ::>
[19:15:31	]Tom Gatti used command '/ExitAct'.
[19:15:36	][LOOC] Boris Alan: noclip geçtim 
[19:15:38	]Tommy Gatti used command '/ActSit'.
[19:15:38	]Tommy Gatti used command '/ExitAct'.
[19:15:41	]Frank Manishek has spawned 'models/props_interiors/painting_landscape01.mdl'.
[19:15:42	]C24:i1.HELIX-12 ran 'drop' on item '#97921 Kimlik Kartı' (#29914)
[19:15:42	]C24:i1.HELIX-12 has lost a '#97921 Kimlik Kartı' #29914.
[19:15:43	][IC] C24.i3.UNION-91: <:: Hmph. ::>
[19:15:44	]Tom Gatti ran 'take' on item '#97921 Kimlik Kartı' (#29914)
[19:15:44	]Tom Gatti has gained a '#97921 Kimlik Kartı' #29914.
[19:15:46	][IC] C24.i3.UNION-91: <:: Geç duvara. ::>
[19:15:49	]Frank Manishek has spawned 'models/props_unique/spawn_apartment/coffeeammo.mdl'.
[19:15:51	]Mustafa Sandık entered observer.
[19:15:53	]Mustafa Sandık exited observer at their location.
[19:15:55	]Frank Manishek has spawned 'models/props_interiors/magazine_rack.mdl'.
[19:16:00	][IC] C24.i3.UNION-91: <:: Arkanı dön. ::>
[19:16:01	]Michael Jack entered observer.
[19:16:03	]Michael Jack exited observer at their location.
[19:16:06	][Y] Michael Jack: BABA ORDAMISIN.
[19:16:07	]C24:i1.HELIX-12 used command '/Radio Yakalanan 647'nin üstünde bir kimlik var mı?'.
[19:16:07	]Frank Manishek has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[19:16:08	][Y] Michael Jack: Babaaa.
[19:16:10	][ME] C24.i3.UNION-91: bacaklarını ortadan ikiye ayırır ve adamın üstünü arar
[19:16:11	]C24:i1.HELIX-12 used command '/Radio Tommy adında'.
[19:16:12	][Y] Michael Jack: NERDESIINN.
[19:16:13	]C24.i3.UNION-91 used command '/CharSearch'.
[19:16:18	]Frank Manishek exited observer at their location.
[19:16:19	]Mustafa Sandık has fired a toolgun with the name: balloon
[19:16:20	]C24.i3.UNION-91 used command '/CharSearch'.
[19:16:23	]C24.i3.UNION-91 has gained a '#95926 Kimlik Kartı' #29909 from a container with the name 'Boris Alan' #3622.
[19:16:26	]C24.i3.UNION-91 used command '/Radio olumlu'.
[19:16:27	]Elazar Gül is no longer afk. Total time spent AFK: 825
[19:16:28	]Elazar Gül used command '/ExitAct'.
[19:16:30	][Y] Michael Jack: HURDACI HURDACI HURDACI HURDACIIIII.
[19:16:30	]C24.i3.UNION-91 used command '/Radio Diğer şahıstan çıktı'.
[19:16:31	]C24:i1.HELIX-12 used command '/Radio U-91'.
[19:16:32	]C24.i3.UNION-91 used command '/CharSearch'.
[19:16:33	]Elazar Gül entered observer.
[19:16:39	]Boris Alan has taken 2 damage from door_citadel_jail_2.
[19:16:41	]Mustafa Sandık entered observer.
[19:16:44	][Y] Michael Jack: HURDACI HURDACI HURDACI HURDACIIIIIIII ULAAAA.
[19:16:46	][Y] Michael Jack: HURDACI HURDACI HURDACI HURDACIIIIIIII ULAAAA.
[19:16:47	]Michael Jack entered observer.
[19:16:49	]Michael Jack exited observer at their location.
[19:16:49	][IC] Frank Manishek: İyi günller.
[19:16:49	]Frank Manishek is fully healed.
[19:16:50	]Michael Jack ran 'Open' on item 'Rasyon' (#29928)
[19:16:50	]Michael Jack has gained a 'Yapay Macun' #29952.
[19:16:50	]Michael Jack has gained a 'Breen'in Suyu' #29953.
[19:16:50	]Michael Jack has gained a '15 Kredi Kuponu' #29954.
[19:16:51	]C24:i1.HELIX-12 used command '/Radio Pekala teslim almak için 10-20'ne 10-76 ediyorum'.
[19:16:52	]Michael Jack ran 'Consume' on item 'Yapay Macun' (#29952)
[19:16:52	]Michael Jack has gained a 'Boş Kavanoz' #29955.
[19:16:53	]Michael Jack ran 'Consume' on item 'Breen'in Suyu' (#29953)
[19:16:53	]Michael Jack has gained a 'Boş Breen'in Suyu' #29956.
[19:16:54	]Michael Jack ran 'drop' on item '15 Kredi Kuponu' (#29954)
[19:16:54	]Michael Jack has lost a '15 Kredi Kuponu' #29954.
[19:16:55	]Frank Manishek entered observer.
[19:16:55	]Mustafa Sandık has fired a toolgun with the name: balloon
[19:16:55	]Frank Manishek exited observer at their location.
[19:16:55	]C24.i3.UNION-91 used command '/ToggleRaise'.
[19:16:57	]Michael Jack entered observer.
[19:16:59	]C24.i3.UNION-91 has critically hit Boris Alan in the chest dealing 16 damage (CritChance was 1.01).
[19:16:59	]Boris Alan has taken 16 damage from C24.i3.UNION-91.
[19:16:59	]C24.i3.UNION-91 has critically hit Boris Alan in the chest dealing 16 damage (CritChance was 1.01).
[19:16:59	]Boris Alan has taken 16 damage from C24.i3.UNION-91.
[19:16:59	]C24.i3.UNION-91 has critically hit Boris Alan in the chest dealing 16 damage (CritChance was 1.01).
[19:16:59	]Boris Alan was knocked unconscious and is bleeding out.
[19:17:01	]C24.i3.UNION-91 has critically hit Boris Alan in the right leg dealing 0 damage (CritChance was 1.01).
[19:17:01	]C24.i3.UNION-91 has critically hit Boris Alan in the right leg dealing 15 damage (CritChance was 1.01).
[19:17:01	]Boris Alan was killed while bleeding out.
[19:17:01	]C24.i3.UNION-91 has killed Boris Alan with player.
[19:17:01	]Boris Alan has dropped: Yapay Macun (#29925); 1x 15 Kredi Kuponu (#29927); Breen'in Suyu (#29926);
[19:17:02	]Elazar Gül exited observer at their location.
[19:17:02	][IC] Frank Manishek: İş ister miydiniz, hm?
[19:17:03	]Michael Jack exited observer at their location.
[19:17:04	]Elazar Gül entered observer.
[19:17:06	]Boris Alan entered observer.
[19:17:06	]C24.i3.UNION-91 used command '/CharBan boris'.
[19:17:08	]C24.i3.UNION-91 just banned a character with the name Boris Alan '#658'
[19:17:08	][Y] Michael Jack: HURDACI HURDAcı.
[19:17:10	]Mustafa Sandık has fired a toolgun with the name: balloon
[19:17:12	]Frank Manishek entered observer.
[19:17:13	]λyahuska (STEAM_0:0:426708274) deleted character 'Boris Alan'
[19:17:14	][Y] Michael Jack: Ugh!
[19:17:15	]λyahuska loaded the character 'Taklacı'
[19:17:16	]Taklacı entered observer.
[19:17:18	][Y] Michael Jack: HURDACI HURDAcı.
[19:17:21	]Michael Jack entered observer.
[19:17:22	]Mustafa Sandık has fired a toolgun with the name: balloon
[19:17:25	]C24.i3.UNION-91 used command '/Radio Bir şahıs hücresinden kaçıp nexusta koşmaya başladı, Ampute edildi'.
[19:17:28	]Elazar Gül exited observer at their location.
[19:17:28	]Elazar Gül entered observer.
[19:17:31	]Michael Jack exited observer at their location.
[19:17:31	]Mustafa Sandık exited observer at their location.
[19:17:32	]C24.i3.UNION-91 opened the 'Dropped Items' #3733 container.
[19:17:33	]C24:i1.HELIX-12 used command '/Radio 10-4 Raporlara geç'.
[19:17:33	]C24.i3.UNION-91 closed the 'Dropped Items' #3733 container.
[19:17:37	]Elazar Gül ran SAM command 'asay' with arguments: 'taklacı'
[19:17:39	]Elazar Gül ran SAM command 'asay' with arguments: 'APSKHAJKNS'
[19:17:40	]Taklacı ran SAM command 'asay' with arguments: 'evet'
[19:17:41	][Y] Michael Jack: HURDACI HURDACIIIIIIIIAIAIAAAA.
[19:17:42	]Taklacı ran SAM command 'asay' with arguments: 'jasdjasjdasd'
[19:17:42	]C24.i3.UNION-91 opened the 'Dropped Items' #3733 container.
[19:17:44	]Mustafa Sandık entered observer.
[19:17:44	]C24.i3.UNION-91 closed the 'Dropped Items' #3733 container.
[19:17:45	]Elazar Gül exited observer at their location.
[19:17:47	]Enistein has unloaded their "Elazar Gül" character.
[19:17:47	]Taklacı exited observer at their location.
[19:17:49	][IC] C24.i3.UNION-91: <:: Diğerini aramadım. ::>
[19:17:51	]Taklacı entered observer.
[19:17:54	]Enistein loaded the character 'Elazar Gül'
[19:17:55	]Frank Manishek ran SAM command 'asay' with arguments: 'vardiya gelin aq'
[19:17:55	]Tom Gatti used command '/ActSitWall'.
[19:18:01	]Elazar Gül ran SAM command 'asay' with arguments: 'yeni karakter açıcam şimdi'
[19:18:02	]Frank Manishek exited observer at their location.
[19:18:04	][IC] C24.i3.UNION-91: <:: Bende. ::>
[19:18:04	][IC] Michael Jack: Dur.
[19:18:05	]Michael Jack was just knocked out due to: hit by stunstick owned by C24.i3.UNION-91
[19:18:06	][IC] Michael Jack: Dur.
[19:18:07	]Frank Manishek entered observer.
[19:18:10	]Taklacı exited observer at their location.
[19:18:10	]C24.i3.UNION-91 ran 'drop' on item '#95926 Kimlik Kartı' (#29909)
[19:18:10	]C24.i3.UNION-91 has lost a '#95926 Kimlik Kartı' #29909.
