[15:05:00	]Shane Walsh has connected.
[17:39:28	]Troylen Houston has used a context menu option with the name: door_lockunlock
[17:39:30	]Sinyor Gordon entered observer.
[17:39:32	]Troylen Houston entered observer.
[17:39:34	]Sinyor Gordon exited observer at their location.
[17:39:38	]Troylen Houston exited observer at their location.
[17:39:41	]Troylen Houston entered observer.
[17:39:47	]Sinyor Gordon entered observer.
[17:39:56	]Sinyor Gordon exited observer at their location.
[17:39:59	]Sinyor Gordon entered observer.
[17:39:59	]Troylen Houston used command '/Staff oyuncu listesine nasi bakiyuoduk'.
[17:40:08	]Sinyor Gordon exited observer at their location.
[17:40:10	]Sinyor Gordon entered observer.
[17:40:13	]Sinyor Gordon exited observer at their location.
[17:40:16	]Sinyor Gordon entered observer.
[17:40:19	]Sinyor Gordon exited observer at their location.
[17:40:20	]Sinyor Gordon entered observer.
[17:40:21	]Sinyor Gordon exited observer at their location.
[17:40:23	]Sinyor Gordon entered observer.
[17:40:24	]Sinyor Gordon exited observer at their location.
[17:40:28	]Sinyor Gordon entered observer.
[17:40:29	]Sinyor Gordon exited observer at their location.
[17:40:43	]Troylen Houston exited observer at their location.
[17:40:50	]Troylen Houston entered observer.
[17:40:57	]Sinyor Gordon entered observer.
[17:41:00	]Sinyor Gordon exited observer at their location.
[17:41:05	]Sinyor Gordon entered observer.
[17:41:06	]Sinyor Gordon exited observer at their location.
[17:41:12	]Sinyor Gordon has taken 5 damage from worldspawn.
[17:41:13	]Sinyor Gordon entered observer.
[17:41:17	]Sinyor Gordon exited observer at their location.
[17:41:17	]Sinyor Gordon is fully healed.
[17:41:18	]Sinyor Gordon entered observer.
[17:41:32	]Sinyor Gordon exited observer at their location.
[17:41:32	]Sinyor Gordon has taken 27 damage from worldspawn.
[17:41:32	]Sinyor Gordon is fully healed.
[17:41:32	]Sinyor Gordon entered observer.
[17:41:34	]Sinyor Gordon exited observer at their location.
[17:41:34	]Theodore Abernathy has gone afk.
[17:41:38	]Sinyor Gordon entered observer.
[17:41:38	]Sinyor Gordon exited observer at their location.
[17:41:39	]Sinyor Gordon entered observer.
[17:41:40	]Theodore Abernathy ran SAM command 'menu' with arguments: ''
[17:41:43	]Mersa has gone afk.
[17:41:44	]Mersa created the character 'Mark Zanburg'
[17:41:44	]Theodore Abernathy is no longer afk. Total time spent AFK: 305
[17:41:44	]Mersa loaded the character 'Mark Zanburg'
[17:41:44	]Mark Zanburg is no longer afk. Total time spent AFK: 300
[17:41:44	]Mark Zanburg has gained a 'Açık Gri Kol Bandı' #68214.
[17:41:44	]Mark Zanburg has gained a '#63695 Kimlik Kartı' #68215.
[17:41:44	]Mark Zanburg has gained a 'Mavi Tulum' #68216.
[17:41:44	]Mark Zanburg has gained a 'Kırmızı tulum pantolonu' #68217.
[17:41:44	]Mark Zanburg has gained a 'Kahverengi Deri Çizme' #68218.
[17:41:44	]Mark Zanburg has gained a 'Gözlükler' #68219.
[17:41:46	]Sinyor Gordon exited observer at their location.
[17:41:47	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:41:47	]Sinyor Gordon is fully healed.
[17:41:47	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[17:41:47	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[17:41:48	]Sinyor Gordon entered observer.
[17:41:49	]Sinyor Gordon exited observer at their location.
[17:41:49	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:41:50	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[17:41:52	]Sinyor Gordon is fully healed.
[17:41:55	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:41:55	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[17:41:56	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[17:41:56	]Sinyor Gordon has taken 8 damage from Sinyor Gordon.
[17:41:56	]Sinyor Gordon entered observer.
[17:41:57	]Sinyor Gordon is fully healed.
[17:42:00	]Sinyor Gordon exited observer at their location.
[17:42:44	]Sinyor Gordon has taken 149 damage from worldspawn.
[17:42:46	]Sinyor Gordon entered observer.
[17:42:46	]Sinyor Gordon exited observer at their location.
[17:42:47	]Sinyor Gordon is fully healed.
[17:42:50	]Sinyor Gordon has taken 135 damage from worldspawn.
[17:42:50	]Sinyor Gordon entered observer.
[17:42:51	]Sinyor Gordon exited observer at their location.
[17:42:52	]Sinyor Gordon is fully healed.
[17:42:55	]Sinyor Gordon entered observer.
[17:42:55	]Sinyor Gordon exited observer at their location.
[17:42:56	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:42:56	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[17:42:57	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[17:42:57	]Sinyor Gordon is fully healed.
[17:42:57	]Sinyor Gordon has taken 8 damage from Sinyor Gordon.
[17:42:57	]Sinyor Gordon has taken 10 damage from Sinyor Gordon.
[17:42:58	]Sinyor Gordon has taken 12 damage from Sinyor Gordon.
[17:42:58	]Sinyor Gordon has taken 14 damage from Sinyor Gordon.
[17:42:58	]Sinyor Gordon has taken 15 damage from Sinyor Gordon.
[17:42:59	]Sinyor Gordon entered observer.
[17:43:00	]Sinyor Gordon exited observer at their location.
[17:43:01	]Sinyor Gordon entered observer.
[17:43:01	]Sinyor Gordon exited observer at their location.
[17:43:02	]Sinyor Gordon is fully healed.
[17:43:02	]Sinyor Gordon has taken 165 damage from worldspawn.
[17:43:03	]Sinyor Gordon entered observer.
[17:43:03	]Sinyor Gordon exited observer at their location.
[17:43:07	]Sinyor Gordon is fully healed.
[17:43:08	]Sinyor Gordon entered observer.
[17:43:12	]Sinyor Gordon exited observer at their location.
[17:43:20	][Y] Mark Zanburg: Merhaba kimse varmı?
[17:43:35	]Troylen Houston exited observer at their location.
[17:43:36	]Troylen Houston entered observer.
[17:43:37	]Troylen Houston exited observer at their location.
[17:43:37	]Troylen Houston entered observer.
[17:43:38	]Troylen Houston exited observer at their location.
[17:43:58	]Troylen Houston used command '/ActSit 6'.
[17:44:01	]Mark Zanburg used command '/ActSit 5'.
[17:44:07	]Sinyor Gordon entered observer.
[17:44:08	]Sinyor Gordon exited observer at their location.
[17:44:11	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:44:11	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[17:44:11	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[17:44:12	]Sinyor Gordon has taken 8 damage from Sinyor Gordon.
[17:44:12	]Sinyor Gordon is fully healed.
[17:44:21	]Mark Zanburg used command '/ID'.
[17:44:30	][ME] Mark Zanburg: Kimliğini kişeye gösterir.
[17:45:05	]Sinyor Gordon entered observer.
[17:45:05	]Sinyor Gordon exited observer at their location.
[17:45:07	]Sinyor Gordon entered observer.
[17:45:11	]Sinyor Gordon exited observer at their location.
[17:45:14	]Theodore Abernathy entered observer.
[17:45:18	]Troylen Houston used command '/Staff sinyor SMAB sende mi'.
[17:45:18	]Sinyor Gordon has taken 136 damage from worldspawn.
[17:45:19	]Sinyor Gordon entered observer.
[17:45:20	]Sinyor Gordon exited observer at their location.
[17:45:22	]Sinyor Gordon is fully healed.
[17:45:23	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:45:24	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[17:45:24	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[17:45:24	]Sinyor Gordon has taken 8 damage from Sinyor Gordon.
[17:45:25	]Sinyor Gordon has taken 10 damage from Sinyor Gordon.
[17:45:25	]Sinyor Gordon used command '/Staff negatif'.
[17:45:25	]Sinyor Gordon has taken 12 damage from Sinyor Gordon.
[17:45:25	]Sinyor Gordon entered observer.
[17:45:27	]Sinyor Gordon exited observer at their location.
[17:45:27	]Sinyor Gordon is fully healed.
[17:45:28	]Sinyor Gordon entered observer.
[17:45:29	]Sinyor Gordon exited observer at their location.
[17:45:31	]Sinyor Gordon has taken 166 damage from worldspawn.
[17:45:31	]Sinyor Gordon entered observer.
[17:45:32	]Sinyor Gordon exited observer at their location.
[17:45:32	]Sinyor Gordon is fully healed.
[17:45:35	]Troylen Houston used command '/Staff doktor charı var ama'.
[17:45:37	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:45:37	]Sinyor Gordon entered observer.
[17:45:37	]Sinyor Gordon is fully healed.
[17:45:43	]Sinyor Gordon used command '/Staff o event karakteri gibi bişi'.
[17:45:53	]Sinyor Gordon used command '/Staff özel bi karakter o'.
[17:46:04	]Sinyor Gordon exited observer at their location.
[17:46:06	]Troylen Houston used command '/Staff geçici smb charı açabilme ihtimalin var mı'.
[17:46:22	]Mark Zanburg ran 'Equip' on item 'Açık Gri Kol Bandı' (#68214)
[17:46:37	]Sinyor Gordon entered observer.
[17:46:49	]Sinyor Gordon exited observer at their location.
[17:47:07	][LOOC] Troylen Houston: dcde var mısın
[17:47:11	][LOOC] Mark Zanburg: +
[17:47:23	]Sinyor Gordon entered observer.
[17:47:27	]Sinyor Gordon exited observer at their location.
[17:47:32	][LOOC] Troylen Houston: forumlarda Sivil Medikal ve Araştırma için başvuru yeri var
[17:47:43	][LOOC] Mark Zanburg: Tamamdır.
[17:47:49	]Sinyor Gordon entered observer.
[17:47:49	][LOOC] Troylen Houston: orayı doldur, lucifer (dc ismi otistik) haber et sonra
[17:48:08	]Mark Zanburg used command '/ExitAct'.
[17:48:11	]Troylen Houston used command '/ExitAct'.
[17:48:11	]Sinyor Gordon exited observer at their location.
[17:48:16	]Sinyor Gordon entered observer.
[17:48:17	]Sinyor Gordon exited observer at their location.
[17:48:19	]Sinyor Gordon entered observer.
[17:48:29	]Sinyor Gordon exited observer at their location.
[17:48:29	]Victorian loaded the character 'C24:RCT.YELLO-53'
[17:48:29	]Sinyor Gordon entered observer.
[17:48:34	]Sinyor Gordon exited observer at their location.
[17:48:37	]Sinyor Gordon has taken 180 damage from worldspawn.
[17:48:38	]Sinyor Gordon entered observer.
[17:48:39	]Sinyor Gordon exited observer at their location.
[17:48:42	]Sinyor Gordon is fully healed.
[17:48:43	]Sinyor Gordon has taken 134 damage from worldspawn.
[17:48:43	]Sinyor Gordon entered observer.
[17:48:44	]Sinyor Gordon exited observer at their location.
[17:48:46	]C24:RCT.YELLO-53 entered observer.
[17:48:47	]Sinyor Gordon is fully healed.
[17:48:52	]Sinyor Gordon entered observer.
[17:48:53	]Sinyor Gordon exited observer at their location.
[17:48:54	]C24:RCT.YELLO-53 exited observer at their location.
[17:49:01	]Mark Zanburg used command '/ActSit'.
[17:49:02	]C24:RCT.YELLO-53 entered observer.
[17:49:05	]Mark Zanburg used command '/ActSit'.
[17:49:08	]Mark Zanburg used command '/ExitAct'.
[17:49:10	]Sinyor Gordon entered observer.
[17:49:15	]Sinyor Gordon exited observer at their location.
[17:49:17	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:49:22	]Sinyor Gordon is fully healed.
[17:49:22	]Sinyor Gordon entered observer.
[17:49:25	]Sinyor Gordon exited observer at their location.
[17:49:26	]Sinyor Gordon has taken 4 damage from worldspawn.
[17:49:26	]Sinyor Gordon entered observer.
[17:49:27	]Sinyor Gordon exited observer at their location.
[17:49:27	]Sinyor Gordon is fully healed.
[17:49:29	]Mark Zanburg used command '/ActSit'.
[17:49:29	]C24:RCT.YELLO-53 exited observer at their location.
[17:49:30	]Sinyor Gordon entered observer.
[17:49:30	]Sinyor Gordon exited observer at their location.
[17:49:33	]Sinyor Gordon entered observer.
[17:49:49	]C24:RCT.YELLO-53 admin-viewed the 'Mark Zanburg' stash.
[17:49:49	]C24:RCT.YELLO-53 has used a context menu option with the name: ixviewstash
[17:49:52	]C24:RCT.YELLO-53 closed the 'Mark Zanburg' stash.
[17:50:00	]C24:RCT.YELLO-53 entered observer.
[17:50:10	]C24:RCT.YELLO-53 has used a context menu option with the name: ixpropviewowner
[17:50:17	]Sinyor Gordon exited observer at their location.
[17:50:24	]C24:RCT.YELLO-53 exited observer at their location.
[17:50:28	]C24:RCT.YELLO-53 entered observer.
[17:50:33	][IC] Sinyor Gordon: Bom.
[17:50:46	][IC] Sinyor Gordon: AAAAAAAAAAAA.
[17:50:46	]C24:RCT.YELLO-53 exited observer at their location.
[17:50:58	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:50:58	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:50:59	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:50:59	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:51:00	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:51:00	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:51:02	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:51:02	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:51:02	]Sinyor Gordon is fully healed.
[17:51:05	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:51:05	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:51:05	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:51:05	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:51:07	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:51:07	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:51:07	]Sinyor Gordon is fully healed.
[17:51:08	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:51:08	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:51:08	]C24:RCT.YELLO-53 has critically hit Sinyor Gordon dealing 8 damage (CritChance was 0.95).
[17:51:08	]Sinyor Gordon has taken 7 damage from C24:RCT.YELLO-53.
[17:51:10	]Sinyor Gordon entered observer.
[17:51:12	]Sinyor Gordon is fully healed.
[17:51:13	]C24:RCT.YELLO-53 entered observer.
[17:51:22	]C24:RCT.YELLO-53 exited observer at their location.
[17:51:23	]C24:RCT.YELLO-53 entered observer.
[17:51:23	]C24:RCT.YELLO-53 exited observer at their location.
[17:51:23	]C24:RCT.YELLO-53 entered observer.
[17:51:24	]C24:RCT.YELLO-53 exited observer at their location.
[17:51:26	]C24:RCT.YELLO-53 entered observer.
[17:51:26	]C24:RCT.YELLO-53 exited observer at their location.
[17:51:27	]C24:RCT.YELLO-53 entered observer.
[17:51:27	]C24:RCT.YELLO-53 exited observer at their location.
[17:51:28	]C24:RCT.YELLO-53 entered observer.
[17:51:28	]C24:RCT.YELLO-53 exited observer at their location.
[17:51:30	]C24:RCT.YELLO-53 entered observer.
[17:51:37	]C24:RCT.YELLO-53 exited observer at their location.
[17:51:39	]C24:RCT.YELLO-53 entered observer.
[17:51:45	]C24:RCT.YELLO-53 exited observer at their location.
[17:51:54	]Victorian loaded the character 'Hilbert Ritter'
[17:51:57	]Theodore Abernathy has disabled persistence for 'models/props_wasteland/kitchen_fridge001a.mdl'.
[17:51:57	]Theodore Abernathy has used a context menu option with the name: persist_end
[17:52:00	]Theodore Abernathy exited observer at their location.
[17:52:00	]Theodore Abernathy entered observer.
[17:52:01	]Theodore Abernathy exited observer at their location.
[17:52:05	]Theodore Abernathy entered observer.
[17:52:06	]Theodore Abernathy exited observer at their location.
[17:52:06	]Hilbert Ritter used command '/Staff adam yanlız başına oturuyor napmalıyız'.
[17:52:08	]Theodore Abernathy has enabled persistence for 'models/props_wasteland/kitchen_fridge001a.mdl'.
[17:52:08	]Theodore Abernathy has used a context menu option with the name: persist
[17:52:11	]Hilbert Ritter ran SAM command 'hp' with arguments: 'Hilbert' '100'
[17:52:14	]Hilbert Ritter is fully healed.
[17:52:17	]Sinyor Gordon used command '/Staff rol paslamalıyız'.
[17:52:40	]Sinyor Gordon exited observer at their location.
[17:52:40	]Sinyor Gordon entered observer.
[17:52:41	]Sinyor Gordon exited observer at their location.
[17:53:00	]Sinyor Gordon entered observer.
[17:53:00	]Sinyor Gordon exited observer at their location.
[17:53:05	]Sinyor Gordon entered observer.
[17:53:07	]Sinyor Gordon exited observer at their location.
[17:53:08	]Sinyor Gordon entered observer.
[17:53:13	]Sinyor Gordon exited observer at their location.
[17:53:14	]Sinyor Gordon has taken 38 damage from worldspawn.
[17:53:16	]Sinyor Gordon has taken 88 damage from worldspawn.
[17:53:17	]Sinyor Gordon is fully healed.
[17:53:20	]Sinyor Gordon entered observer.
[17:53:45	]Hilbert Ritter entered observer.
[17:53:53	]Sinyor Gordon exited observer at their location.
[17:54:01	]Hilbert Ritter exited observer at their location.
[17:54:01	]Hilbert Ritter entered observer.
[17:54:02	]Hilbert Ritter exited observer at their location.
[17:54:03	]Hilbert Ritter has taken 17 damage from worldspawn.
[17:54:03	]Hilbert Ritter entered observer.
[17:54:04	]Hilbert Ritter exited observer at their location.
[17:54:04	]Hilbert Ritter entered observer.
[17:54:12	]Sinyor Gordon has taken 3 damage from worldspawn.
[17:54:14	]Hilbert Ritter exited observer at their location.
[17:54:17	]Sinyor Gordon is fully healed.
[17:54:20	]Sinyor Gordon entered observer.
[17:54:20	]Sinyor Gordon exited observer at their location.
[17:54:24	]Hilbert Ritter entered observer.
[17:54:39	]Hilbert Ritter exited observer at their location.
[17:54:46	]Victorian loaded the character 'C24:RCT.YELLO-53'
[17:55:29	]Sinyor Gordon has used a context menu option with the name: rb655_door_open
[17:55:34	]Sinyor Gordon has used a context menu option with the name: rb655_door_close
[17:55:35	]Mark Zanburg used command '/ExitAct'.
[17:55:42	]Sinyor Gordon has used a context menu option with the name: rb655_door_close
[17:55:43	]Sinyor Gordon entered observer.
[17:55:51	][IC] C24:RCT.YELLO-53: <:: Sivil, Overwatch'tan gelen emre göre, tüm sivilleri arıyoruz. Lütfen duvara geç. ::>
[17:55:56	]Sinyor Gordon exited observer at their location.
[17:56:00	]Sinyor Gordon has taken 163 damage from worldspawn.
[17:56:02	]Sinyor Gordon is fully healed.
[17:56:08	]Sinyor Gordon has taken 41 damage from worldspawn.
[17:56:08	]Sinyor Gordon entered observer.
[17:56:09	]Sinyor Gordon exited observer at their location.
[17:56:12	]Sinyor Gordon is fully healed.
[17:56:13	]Sinyor Gordon has taken 153 damage from worldspawn.
[17:56:14	]Sinyor Gordon entered observer.
[17:56:17	]Sinyor Gordon is fully healed.
[17:56:22	][ME] C24:RCT.YELLO-53: Kişiyi süzer, aramaya başlar.
[17:56:24	]Sinyor Gordon exited observer at their location.
[17:56:25	]Sinyor Gordon has taken 11 damage from worldspawn.
[17:56:27	]Sinyor Gordon is fully healed.
[17:56:40	]C24:RCT.YELLO-53 used command '/CharSearch'.
[17:56:51	]Sinyor Gordon entered observer.
[17:56:51	]Sinyor Gordon exited observer at their location.
[17:56:52	][ME] Mark Zanburg: Kişinin titrediği görülmekte.
[17:56:54	]Sinyor Gordon entered observer.
[17:56:55	]Sinyor Gordon exited observer at their location.
[17:56:55	][IC] C24:RCT.YELLO-53: <:: Temiz... ::>
[17:56:56	]Sinyor Gordon entered observer.
[17:57:03	][IC] C24:RCT.YELLO-53: <:: CID numaranız ve adınız? ::>
[17:57:08	]Sinyor Gordon exited observer at their location.
[17:57:09	]Mark Zanburg used command '/ID'.
[17:57:12	]Sinyor Gordon entered observer.
[17:57:14	]Theodore Abernathy has gone afk.
[17:57:19	][ME] Mark Zanburg: Kimliğini gösterir.
[17:57:27	]Sinyor Gordon exited observer at their location.
[17:57:27	][ME] C24:RCT.YELLO-53: Bir tablet çıkarır, ve birkaç tuşa basar
[17:57:47	]Sinyor Gordon has taken 50 damage from worldspawn.
[17:57:47	]Sinyor Gordon is fully healed.
[17:57:47	]Sinyor Gordon entered observer.
[17:57:49	]Sinyor Gordon exited observer at their location.
[17:58:03	]Sinyor Gordon has taken 2 damage from Sinyor Gordon.
[17:58:03	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[17:58:04	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[17:58:04	]Sinyor Gordon has taken 8 damage from Sinyor Gordon.
[17:58:04	]Sinyor Gordon has taken 10 damage from Sinyor Gordon.
[17:58:04	][IC] C24:RCT.YELLO-53: <:: Siz, SMB'ye stajyer doktor olarak atanmışsınız, burada öyle yazıyor. ::>
[17:58:05	]Sinyor Gordon has taken 12 damage from Sinyor Gordon.
[17:58:05	]Sinyor Gordon has taken 14 damage from Sinyor Gordon.
[17:58:05	]Sinyor Gordon entered observer.
[17:58:07	]Sinyor Gordon is fully healed.
[17:58:26	][IC] C24:RCT.YELLO-53: <:: Size yeni işinizde bol şans, dileirm. ::>
[17:58:34	][LOOC] C24:RCT.YELLO-53: sen eskiden SİB baskani miydin
[17:58:40	][LOOC] Mark Zanburg: :D
[17:58:44	][LOOC] C24:RCT.YELLO-53: :D
[17:58:48	][LOOC] Mark Zanburg: Hatırlandınmı?
[17:58:59	][LOOC] C24:RCT.YELLO-53: ilk başta çıkaramadın ismi gördüm sonra
[17:59:01	][LOOC] Mark Zanburg: Gman beni bitik taciz etti.
[17:59:12	][LOOC] C24:RCT.YELLO-53: ben Akaydım
[17:59:30	][LOOC] Mark Zanburg: Şuanda kimseyi hatırlayamıyorum doğru düzgün unuttum.
[17:59:39	][LOOC] Mark Zanburg: Uzun zaman oldu.
[17:59:53	][LOOC] C24:RCT.YELLO-53: doğru, uzun zaman. Ağustos gibiydi
[17:59:58	][LOOC] C24:RCT.YELLO-53: Yeniden hoşgeldin
[18:00:04	][LOOC] Mark Zanburg: Hoşbuldum.
[18:00:26	][IC] C24:RCT.YELLO-53: <:: Pekala, işine devam et! ::>
[18:00:45	]C24:RCT.YELLO-53 entered observer.
[18:00:49	]Mark Zanburg used command '/ActSit'.
[18:00:59	]Theodore Abernathy is no longer afk. Total time spent AFK: 520
[18:01:06	]C24:RCT.YELLO-53 exited observer at their location.
[18:01:08	]Sinyor Gordon exited observer at their location.
[18:01:08	]C24:RCT.YELLO-53 entered observer.
[18:01:13	]Theodore Abernathy entered observer.
[18:01:18	]C24:RCT.YELLO-53 exited observer at their location.
[18:01:29	][IC] C24:RCT.YELLO-53: <:: Abi. ::>
[18:01:40	]C24:RCT.YELLO-53 has taken 71 damage from Sinyor Gordon.
[18:01:40	]Sinyor Gordon has taken 78 damage from Sinyor Gordon.
[18:01:40	]C24:RCT.YELLO-53 has taken 3 damage from Sinyor Gordon.
[18:01:40	]Sinyor Gordon has taken 5 damage from Sinyor Gordon.
[18:01:42	]Sinyor Gordon is fully healed.
[18:01:53	]C24:RCT.YELLO-53 has taken 4 damage from Sinyor Gordon.
[18:01:53	]Sinyor Gordon has taken 7 damage from Sinyor Gordon.
[18:01:53	]C24:RCT.YELLO-53 has taken 4 damage from Sinyor Gordon.
[18:01:53	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:53	]C24:RCT.YELLO-53 has taken 5 damage from Sinyor Gordon.
[18:01:53	]Sinyor Gordon has taken 7 damage from Sinyor Gordon.
[18:01:54	]C24:RCT.YELLO-53 has taken 5 damage from Sinyor Gordon.
[18:01:54	]Sinyor Gordon has taken 3 damage from Sinyor Gordon.
[18:01:54	]C24:RCT.YELLO-53 has taken 5 damage from Sinyor Gordon.
[18:01:54	]Sinyor Gordon has taken 7 damage from Sinyor Gordon.
[18:01:54	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:54	]Sinyor Gordon has taken 5 damage from Sinyor Gordon.
[18:01:54	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:55	]Sinyor Gordon has taken 5 damage from Sinyor Gordon.
[18:01:55	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[18:01:55	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:55	]C24:RCT.YELLO-53 entered observer.
[18:01:55	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:55	]Sinyor Gordon has taken 7 damage from Sinyor Gordon.
[18:01:56	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:56	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[18:01:56	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:57	]Sinyor Gordon is fully healed.
[18:01:57	]Sinyor Gordon has taken 5 damage from Sinyor Gordon.
[18:01:57	]C24:RCT.YELLO-53 exited observer at their location.
[18:01:57	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[18:01:58	]Sinyor Gordon has taken 7 damage from Sinyor Gordon.
[18:01:58	]C24:RCT.YELLO-53 has taken 2 damage from C24:RCT.YELLO-53.
[18:01:58	]Sinyor Gordon has taken 7 damage from Sinyor Gordon.
[18:01:58	]C24:RCT.YELLO-53 entered observer.
[18:01:58	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:58	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[18:01:58	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[18:01:59	]Sinyor Gordon has taken 3 damage from Sinyor Gordon.
[18:01:59	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:01:59	]Sinyor Gordon has taken 7 damage from Sinyor Gordon.
[18:01:59	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[18:01:59	]Sinyor Gordon has taken 7 damage from Sinyor Gordon.
[18:02:00	]Sinyor Gordon has taken 3 damage from Sinyor Gordon.
[18:02:00	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[18:02:00	]Sinyor Gordon has taken 3 damage from Sinyor Gordon.
[18:02:00	]Sinyor Gordon has taken 6 damage from Sinyor Gordon.
[18:02:00	]Sinyor Gordon has taken 3 damage from Sinyor Gordon.
[18:02:01	]Sinyor Gordon has taken 4 damage from Sinyor Gordon.
[18:02:01	]Sinyor Gordon has taken 3 damage from Sinyor Gordon.
[18:02:02	]Sinyor Gordon is fully healed.
[18:02:03	]C24:RCT.YELLO-53 ran SAM command 'hp' with arguments: '24' '100'
[18:02:05	]C24:RCT.YELLO-53 exited observer at their location.
[18:02:05	]C24:RCT.YELLO-53 entered observer.
[18:02:06	]C24:RCT.YELLO-53 is fully healed.
[18:02:08	]C24:RCT.YELLO-53 exited observer at their location.
[18:02:15	]Victorian loaded the character 'Hilbert Ritter'
[18:02:19	]Hilbert Ritter entered observer.
[18:02:20	]Sinyor Gordon has used a context menu option with the name: rb655_dissolve
[18:02:28	]Hilbert Ritter exited observer at their location.
[18:02:43	]Hilbert Ritter entered observer.
[18:02:46	]Hilbert Ritter has spawned a 'NPC [3293][npc_poisonzombie]'.
[18:02:47	]Hilbert Ritter has spawned a 'NPC [3295][npc_poisonzombie]'.
[18:02:47	]Hilbert Ritter has spawned a 'NPC [3757][npc_poisonzombie]'.
[18:02:47	]Hilbert Ritter has spawned a 'NPC [3770][npc_poisonzombie]'.
[18:02:47	]Hilbert Ritter has spawned a 'NPC [3773][npc_poisonzombie]'.
[18:02:49	]Sinyor Gordon has taken 10 damage from npc_poisonzombie.
[18:02:52	]Sinyor Gordon is fully healed.
[18:02:55	]Sinyor Gordon has critically hit npc_headcrab_poison dealing 30 damage (CritChance was 0.42).
[18:02:59	]Sinyor Gordon has critically hit npc_headcrab_poison dealing 30 damage (CritChance was 0.42).
[18:02:59	]Hilbert Ritter has spawned a 'NPC [3770][npc_vj_hl2_combine_soldier_nova]'.
[18:03:00	]Hilbert Ritter has spawned a 'NPC [3831][npc_vj_hl2_combine_soldier_nova]'.
[18:03:00	]Wonder Of You has connected.
