[00:58:30	]Szaliwun has connected.
[14:56:36	]Akash Ghandi has gained a 'Patyk' #31900.
[14:56:47	]Akash Ghandi has gained a 'Pluszak żółwia' #31901.
[14:57:04	]Akash Ghandi has gained a 'Wiadro' #31902.
[14:57:17	]Akash Ghandi has gained a 'Zepsuta klawiatura' #31903.
[14:58:19	]Akash Ghandi has performed the 'Wytwórz Rozłóż pluszowego żółwia' action, gaining 20 experience in crafting.
[14:58:23	]Akash Ghandi has performed the 'Wytwórz Rozłóż zepsutą klawiaturę' action, gaining 50 experience in crafting.
[14:58:23	]Akash Ghandi has gained a 'Pudełko gwoździ' #31904.
[14:58:23	]Akash Ghandi has gained a 'Przewody' #31905.
[14:58:23	]Akash Ghandi has gained a 'Plastik' #31906.
[14:58:27	]Akash Ghandi has performed the 'Wytwórz Rozłóż puszkę' action, gaining 20 experience in crafting.
[14:58:30	]Akash Ghandi has performed the 'Wytwórz Rozłóż metalowe wiadro' action, gaining 25 experience in crafting.
[14:59:42	]Akash Ghandi has gained a 'Zepsuty Biolock' #31907.
[15:00:01	]Akash Ghandi has gained a 'Pusta ampułka regeneracyjna' #31908.
[15:00:13	]Akash Ghandi has gained a 'Puszka' #31909.
[15:00:29	]Akash Ghandi has performed the 'Wytwórz Rozłóż pustą ampułkę leczniczą' action, gaining 20 experience in crafting.
[15:00:29	]Akash Ghandi has gained a 'Kawałki szkła' #31910.
[15:00:31	]Akash Ghandi has performed the 'Wytwórz Rozłóż zepsutego Biolocka' action, gaining 20 experience in crafting.
[15:00:31	]Akash Ghandi has gained a 'Złom' #31911.
[15:00:33	]Akash Ghandi has performed the 'Wytwórz Rozłóż puszkę' action, gaining 20 experience in crafting.
[15:02:28	]Akash Ghandi has gained a 'Pusty słoik' #31912.
[15:03:18	]Akash Ghandi has performed the 'Wytwórz Rozłóż pusty słoik' action, gaining 20 experience in crafting.
[15:03:32	]Akash Ghandi has performed the 'Wytwórz Zszyty materiał' action, gaining 100 experience in crafting.
[15:03:32	]Akash Ghandi has gained a 'Zszyty materiał' #31913.
[15:03:54	]Akash Ghandi has gained a 'Wiadro' #31914.
[15:05:21	]Nicziro przeszedł w tryb AFK.
[15:05:37	]Akash Ghandi has performed the 'Wytwórz Rozłóż metalowe wiadro' action, gaining 25 experience in crafting.
[15:05:46	]Nicziro nie jest już AFK. Całkowity czas spędzony AFK:  320
[15:06:21	]Akash Ghandi has gained a 'Zniszczona lampka' #31915.
[15:06:39	]Akash Ghandi has performed the 'Wytwórz Rozłóż lampkę' action, gaining 40 experience in crafting.
[15:06:39	]Akash Ghandi has gained a 'Złom' #31916.
[15:06:47	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:06:50	]Akash Ghandi ran 'combine' on item 'Zszyty materiał' (#31882)
[15:07:00	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:07:02	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:07:07	]Akash Ghandi has given 33 zetony to their 'Schowek w Slumsach' stash (35 zetony stored now).
[15:07:16	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:07:20	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:07:50	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:08:19	]Akash Ghandi has gained a 'Pusta butelka po bourbonie' #31917.
[15:10:03	]Akash Ghandi has performed the 'Wytwórz Rozłóż butelke po burbonie' action, gaining 20 experience in crafting.
[15:13:36	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:13:53	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:14:13	]Akash Ghandi has gained a 'Zepsuta klawiatura' #31918.
[15:15:05	]Akash Ghandi ran 'take' on item 'Elektronika klasy Wojskowej' (#31416)
[15:15:05	]Akash Ghandi has gained a 'Elektronika klasy Wojskowej' #31416.
[15:15:22	]Akash Ghandi has gained level 10 in the Prędkość skill.
[15:15:26	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:15:29	]Akash Ghandi ran 'combine' on item 'Elektronika klasy Wojskowej' (#29250)
[15:15:32	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:15:54	]Akash Ghandi has performed the 'Wytwórz Rozłóż zepsutą klawiaturę' action, gaining 50 experience in crafting.
[15:15:59	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:16:01	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:17:12	]Nicziro (STEAM_0:0:121176159) has disconnected.
[15:18:43	]Akash Ghandi ran 'drop' on item 'Złom' (#31887)
[15:18:43	]Akash Ghandi has lost a 'Złom' #31887.
[15:18:44	]Akash Ghandi ran 'drop' on item 'Plastik' (#31331)
[15:18:44	]Akash Ghandi has lost a 'Plastik' #31331.
[15:18:46	]Akash Ghandi ran 'drop' on item 'Złom' (#31911)
[15:18:46	]Akash Ghandi has lost a 'Złom' #31911.
[15:22:56	]Akash Ghandi has gained a 'Plastikowe wiadro' #31919.
[15:23:06	]Akash Ghandi has performed the 'Wytwórz Rozłóż plastikowe wiadro' action, gaining 30 experience in crafting.
[15:23:36	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:23:53	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:24:27	]Akash Ghandi has gained a 'Pusta butelka po whiskey' #31920.
[15:24:35	]Akash Ghandi has performed the 'Wytwórz Rozłóż butelkę po whiskey' action, gaining 20 experience in crafting.
[15:24:52	]Akash Ghandi has gained a 'Zepsuta klawiatura' #31921.
[15:25:29	]Akash Ghandi destroyed a 'Drzwi od lodówki' #31884.
[15:25:42	]Akash Ghandi has gained a 'Plastikowa skrzynka' #31922.
[15:25:56	]Akash Ghandi has performed the 'Wytwórz Rozłóż plastikową skrzynkę' action, gaining 30 experience in crafting.
[15:25:59	]Akash Ghandi has performed the 'Wytwórz Rozłóż zepsutą klawiaturę' action, gaining 50 experience in crafting.
[15:25:59	]Akash Ghandi has gained a 'Plastik' #31923.
[15:26:27	]Akash Ghandi has gained a 'Patyk' #31924.
[15:27:07	]Akash Ghandi has gained a 'Kartonowe pudło' #31925.
[15:27:31	]Akash Ghandi has performed the 'Wytwórz Rozłóż kartonowe pudło' action, gaining 30 experience in crafting.
[15:28:35	]Akash Ghandi has gained a 'Stara lalka' #31926.
[15:29:36	]Akash Ghandi has gained a 'Puszka' #31927.
[15:29:51	]Akash Ghandi has gained a 'Pusty plastikowy baniak' #31928.
[15:30:04	]Akash Ghandi has performed the 'Wytwórz Rozłóż puszkę' action, gaining 20 experience in crafting.
[15:30:06	]Akash Ghandi has performed the 'Wytwórz Rozłóż plastikowy baniak' action, gaining 20 experience in crafting.
[15:30:08	]Akash Ghandi has performed the 'Wytwórz Rozłóż lalkę' action, gaining 20 experience in crafting.
[15:33:57	]Dragon has connected.
[15:34:38	]Dragon loaded the character 'Suliman Basayev'
[15:34:43	]Suliman Basayev is fully healed.
[15:36:08	]Suliman Basayev ran 'Write' on item 'Sprzątanie Victory Square' (#29284)
[15:36:11	]Suliman Basayev ran 'Write' on item 'Produkcja kawy w proszku' (#29251)
[15:36:13	]Suliman Basayev ran 'Write' on item 'Remont mieszkania w slumsach' (#9575)
[15:36:15	]Suliman Basayev ran 'Write' on item 'Remont mieszkania w slumsach' (#9575)
[15:36:25	]Suliman Basayev opened the 'Duża skrzynia' #714 container.
[15:36:27	]Suliman Basayev closed the 'Duża skrzynia' #714 container.
[15:36:41	]Suliman Basayev opened the 'Skrzynia' #1402 container.
[15:36:42	]Suliman Basayev closed the 'Skrzynia' #1402 container.
[15:36:53	]Suliman Basayev opened the 'Lodóweczka pod ladą' #763 container.
[15:37:10	]Suliman Basayev closed the 'Lodóweczka pod ladą' #763 container.
[15:37:23	]Dragon (STEAM_0:0:146444149) has disconnected.
[15:40:30	]Akash Ghandi picked up a 'drink_beer' from '5.
[15:40:30	]Akash Ghandi has gained a 'Piwo' #31929.
[15:40:31	]Akash Ghandi picked up a 'ing_vinegar' from '5.
[15:40:31	]Akash Ghandi has gained a 'Ocet' #31930.
[15:40:31	]Akash Ghandi picked up a 'ing_vinegar' from '5.
[15:40:31	]Akash Ghandi has gained a 'Ocet' #31931.
[15:40:32	]Akash Ghandi picked up a 'ing_vinegar' from '5.
[15:40:32	]Akash Ghandi has gained a 'Ocet' #31932.
[15:40:32	]Akash Ghandi picked up a 'ing_vinegar' from '5.
[15:40:32	]Akash Ghandi has gained a 'Ocet' #31933.
[15:40:33	]Akash Ghandi picked up a 'ing_vinegar' from '5.
[15:40:33	]Akash Ghandi has gained a 'Ocet' #31934.
[15:40:33	]Akash Ghandi picked up a 'ing_flour' from '5.
[15:40:33	]Akash Ghandi has gained a 'Mąka' #31935.
[15:40:33	]Akash Ghandi picked up a 'ing_flour' from '5.
[15:40:34	]Akash Ghandi has gained a 'Mąka' #31936.
[15:40:34	]Akash Ghandi picked up a 'ing_flour' from '5.
[15:40:34	]Akash Ghandi has gained a 'Mąka' #31937.
[15:40:35	]Akash Ghandi picked up a 'ing_flour' from '5.
[15:40:35	]Akash Ghandi has gained a 'Mąka' #31938.
[15:40:35	]Akash Ghandi picked up a 'ing_flour' from '5.
[15:40:35	]Akash Ghandi has gained a 'Mąka' #31939.
[15:41:28	]Akash Ghandi has performed the 'Wytwórz Klej' action, gaining 120 experience in crafting.
[15:41:28	]Akash Ghandi has gained a 'Klej' #31940.
[15:42:28	]Akash Ghandi has performed the 'Wytwórz Klej' action, gaining 120 experience in crafting.
[15:42:31	]Akash Ghandi has gained level 8 in the Wytwarzanie skill.
[15:42:31	]Akash Ghandi has performed the 'Wytwórz Klej' action, gaining 120 experience in crafting.
[15:42:33	]Akash Ghandi has performed the 'Wytwórz Klej' action, gaining 120 experience in crafting.
[15:42:37	]Akash Ghandi has performed the 'Wytwórz Klej' action, gaining 120 experience in crafting.
[15:42:44	]MadHunter has connected.
[15:43:05	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:43:09	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:44:01	]Akash Ghandi ran 'Use' on item 'Mikser do chemii' (#31370)
[15:44:08	]MadHunter loaded the character 'C24:i4.UNION-8'
[15:44:09	]Akash Ghandi has performed the 'Wytwórz Ekstrakcja piwa' action, gaining 50 experience in medicine.
[15:44:09	]Akash Ghandi has gained a 'Alkohol' #31941.
[15:44:25	]Akash Ghandi has performed the 'Wytwórz Chemikalia rafinowane' action, gaining 40 experience in medicine.
[15:44:25	]Akash Ghandi has gained a 'Chemikalia rafinowane' #31942.
[15:44:28	]Akash Ghandi has performed the 'Wytwórz Chemikalia rafinowane' action, gaining 40 experience in medicine.
[15:44:43	]C24:i4.UNION-8 is fully healed.
[15:44:54	]C24:i4.UNION-8 has lost a 'Magazynek do USP 17rnd' #13814.
[15:44:54	]C24:i4.UNION-8 has gained a 'Magazynek do USP 17rnd' #13819.
[15:45:29	]Akash Ghandi has performed the 'Wytwórz Prowizoryczny mocny klej ' action, gaining 80 experience in medicine.
[15:45:29	]Akash Ghandi has gained a 'Mocny klej' #31943.
[15:45:38	]C24:i4.UNION-8 has gained a 'Magazynek do USP 17rnd' #13814.
[15:45:38	]C24:i4.UNION-8 has lost a 'Magazynek do USP 17rnd' #13819.
[15:45:41	]C24:i4.UNION-8 has gained a 'Magazynek do USP 17rnd' #13819.
[15:45:41	]C24:i4.UNION-8 has lost a 'Magazynek do USP 17rnd' #884.
[15:45:47	]C24:i4.UNION-8 ran 'combine' on item 'Magazynek do USP 17rnd' (#13819)
[15:45:49	]C24:i4.UNION-8 ran 'combine' on item 'Magazynek do USP 17rnd' (#13814)
[15:45:50	]C24:i4.UNION-8 ran 'combine' on item 'Magazynek do USP 17rnd' (#13814)
[15:45:51	]C24:i4.UNION-8 ran 'combine' on item 'Magazynek do USP 17rnd' (#13814)
[15:45:55	]C24:i4.UNION-8 has gained a 'Magazynek do USP 17rnd' #884.
[15:45:55	]C24:i4.UNION-8 has lost a 'Magazynek do USP 17rnd' #13819.
[15:46:16	]C24:i4.UNION-8 has gained a 'Magazynek do USP 17rnd' #13819.
[15:46:16	]C24:i4.UNION-8 has lost a 'Magazynek do USP 17rnd' #13814.
[15:46:23	]Akash Ghandi ran 'Use' on item 'Mikser do chemii' (#31370)
[15:48:49	]C24:i4.UNION-8 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[15:49:02	]C24:i4.UNION-8 ran 'take' on item 'Racja żywnościowa Civil Protection' (#31944)
[15:49:02	]C24:i4.UNION-8 has gained a 'Racja żywnościowa Civil Protection' #31944.
[15:49:07	]C24:i4.UNION-8 used command '/PTCreate'.
[15:49:09	]C24:i4.UNION-8 used command '/PTCreate 1'.
[15:49:38	]Akash Ghandi ran 'Consume' on item 'Woda Breena' (#31892)
[15:49:38	]Akash Ghandi has gained a 'Pusta puszka po wodzie Breen'a' #31945.
[15:49:40	]Akash Ghandi ran 'Consume' on item 'Syntetyczna papka' (#31891)
[15:49:40	]Akash Ghandi has gained a 'Pusty słoik' #31946.
[15:49:52	]Akash Ghandi ran 'Consume' on item 'Syntetyczna papka' (#31177)
[15:49:52	]Akash Ghandi has gained a 'Pusty słoik' #31947.
[15:52:26	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:52:36	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:52:42	]Akash Ghandi has performed the 'Wytwórz Zszyty materiał' action, gaining 100 experience in crafting.
[15:52:42	]Akash Ghandi has gained a 'Zszyty materiał' #31948.
[15:52:52	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:52:55	]Akash Ghandi ran 'combine' on item 'Zszyty materiał' (#31882)
[15:53:10	]Akash Ghandi has lost a 'Czerwone tabletki' #30584.
[15:53:10	]Akash Ghandi has transferred a 'Czerwone tabletki' #30584 to a container with the name 'Schowek w Slumsach' #2126.
[15:53:11	]Akash Ghandi has lost a 'Chemikalia nierafinowane' #31898.
[15:53:11	]Akash Ghandi has transferred a 'Chemikalia nierafinowane' #31898 to a container with the name 'Schowek w Slumsach' #2126.
[15:53:13	]Akash Ghandi has lost a 'Mocny klej' #31943.
[15:53:13	]Akash Ghandi has transferred a 'Mocny klej' #31943 to a container with the name 'Schowek w Slumsach' #2126.
[15:53:33	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:53:39	]C24:i4.UNION-8 used command '/Radio Union-8; 10-8'.
[15:53:42	]Akash Ghandi has performed the 'Wytwórz Rozłóż puszkę wody Breena' action, gaining 20 experience in crafting.
[15:53:44	]Akash Ghandi has performed the 'Wytwórz Rozłóż pusty słoik' action, gaining 20 experience in crafting.
[15:53:46	]Akash Ghandi has performed the 'Wytwórz Rozłóż pusty słoik' action, gaining 20 experience in crafting.
[15:54:26	]Mensu has connected.
[15:54:39	]Akash Ghandi ran 'drop' on item 'Plastik' (#31906)
[15:54:39	]Akash Ghandi has lost a 'Plastik' #31906.
[15:54:40	]Akash Ghandi ran 'drop' on item 'Przewody' (#31905)
[15:54:40	]Akash Ghandi has lost a 'Przewody' #31905.
[15:55:04	]C24:i4.UNION-8 has changed C24:i4.UNION-8's bodygroups.
[15:55:04	]Akash Ghandi ran 'take' on item 'Plastik' (#31261)
[15:55:04	]Akash Ghandi has gained a 'Plastik' #31261.
[15:55:09	]Akash Ghandi ran 'take' on item 'Plastik' (#31223)
[15:55:09	]Akash Ghandi has gained a 'Plastik' #31223.
[15:55:11	]Akash Ghandi ran 'take' on item 'Złom' (#31911)
[15:55:11	]Akash Ghandi has gained a 'Złom' #31911.
[15:55:12	]Akash Ghandi ran 'take' on item 'Złom' (#31887)
[15:55:12	]Akash Ghandi has gained a 'Złom' #31887.
[15:55:12	]Akash Ghandi ran 'take' on item 'Złom' (#31222)
[15:55:12	]Akash Ghandi has gained a 'Złom' #31222.
[15:55:13	]Akash Ghandi ran 'take' on item 'Złom' (#31330)
[15:55:13	]Akash Ghandi has gained a 'Złom' #31330.
[15:55:16	]MadHunter loaded the character 'Josh Hunter'
[15:55:18	]Akash Ghandi ran 'drop' on item 'Złom' (#31330)
[15:55:18	]Akash Ghandi has lost a 'Złom' #31330.
[15:55:20	]Akash Ghandi ran 'drop' on item 'Złom' (#31222)
[15:55:20	]Akash Ghandi has lost a 'Złom' #31222.
[15:55:21	]Akash Ghandi ran 'drop' on item 'Złom' (#31887)
[15:55:21	]Akash Ghandi has lost a 'Złom' #31887.
[15:55:24	]Josh Hunter opened the 'Wysoka szafka na dokumenty' #2083 container.
[15:55:24	]Akash Ghandi ran 'take' on item 'Plastik' (#31331)
[15:55:24	]Akash Ghandi has gained a 'Plastik' #31331.
[15:55:26	]Akash Ghandi ran 'take' on item 'Złom' (#31330)
[15:55:26	]Akash Ghandi has gained a 'Złom' #31330.
[15:55:26	]Akash Ghandi ran 'take' on item 'Złom' (#31222)
[15:55:26	]Akash Ghandi has gained a 'Złom' #31222.
[15:55:28	]Akash Ghandi ran 'take' on item 'Kawałki szkła' (#31244)
[15:55:28	]Akash Ghandi has gained a 'Kawałki szkła' #31244.
[15:55:29	]Akash Ghandi ran 'take' on item 'Przewody' (#31905)
[15:55:29	]Akash Ghandi has gained a 'Przewody' #31905.
[15:55:30	]Akash Ghandi ran 'take' on item 'Plastik' (#31906)
[15:55:30	]Akash Ghandi has gained a 'Plastik' #31906.
[15:55:38	]Josh Hunter has gained a 'Wzmocniona zielona kamizelka' #25085 from a container with the name 'Wysoka szafka na dokumenty' #2083.
[15:55:40	]Josh Hunter has gained a 'MP7A1' #11287 from a container with the name 'Wysoka szafka na dokumenty' #2083.
[15:55:44	]Josh Hunter closed the 'Wysoka szafka na dokumenty' #2083 container.
[15:55:47	]Akash Ghandi ran 'take' on item 'Złom' (#31887)
[15:55:47	]Akash Ghandi has gained a 'Złom' #31887.
[15:55:51	]Josh Hunter ran 'Equip' on item 'MP7A1' (#11287)
[15:55:59	][AltChecker] Mensu dołączył po raz pierwszy, generując nowy plik cookie.
[15:56:32	]Akash Ghandi opened the 'Schowek w Slumsach' stash.
[15:56:42	]Josh Hunter ran 'EquipUn' on item 'MP7A1' (#11287)
[15:56:44	]Akash Ghandi closed the 'Schowek w Slumsach' stash.
[15:56:45	]Josh Hunter opened the 'Wysoka szafka na dokumenty' #2083 container.
[15:56:48	]Josh Hunter has transferred a 'MP7A1' #11287 to a container with the name 'Wysoka szafka na dokumenty' #2083.
[15:56:51	]Josh Hunter has transferred a 'Hełm' #25430 to a container with the name 'Wysoka szafka na dokumenty' #2083.
[15:56:52	]Josh Hunter has transferred a 'Wzmocniona zielona kamizelka' #25085 to a container with the name 'Wysoka szafka na dokumenty' #2083.
[15:56:54	]Josh Hunter has transferred a 'Maska przeciwgazowa M40' #16265 to a container with the name 'Wysoka szafka na dokumenty' #2083.
[15:57:00	]Josh Hunter closed the 'Wysoka szafka na dokumenty' #2083 container.
[15:57:04	]Josh Hunter ran 'drop' on item 'Przewody' (#30281)
[15:57:04	]Josh Hunter has lost a 'Przewody' #30281.
[15:57:05	]Josh Hunter ran 'drop' on item 'Zniszczony odbiornik' (#30280)
[15:57:05	]Josh Hunter has lost a 'Zniszczony odbiornik' #30280.
[15:57:07	]Josh Hunter ran 'drop' on item 'Klej' (#30282)
[15:57:07	]Josh Hunter has lost a 'Klej' #30282.
[15:58:19	]Josh Hunter zranił npc_headcrab, zadając 5.0027 za pomocą ix_hands
[15:58:20	]Josh Hunter zranił npc_headcrab, zadając 5.0027 za pomocą ix_hands
[15:58:33	]Josh Hunter zranił npc_headcrab_fast, zadając 5.0027 za pomocą ix_hands
[15:58:34	]Josh Hunter zranił npc_headcrab_fast, zadając 5.0027 za pomocą ix_hands
[15:58:59	]Josh Hunter has taken 5 damage from npc_headcrab.
[15:59:00	]Josh Hunter has taken 5 damage from npc_headcrab.
[15:59:00	]Josh Hunter zranił npc_zombie, zadając 5.0027 za pomocą ix_hands
[15:59:02	]Josh Hunter has taken 5 damage from npc_headcrab.
[15:59:08	]Josh Hunter zranił npc_headcrab, zadając 5.0027 za pomocą ix_hands
[15:59:11	]Josh Hunter zranił npc_zombie, zadając 5.0027 za pomocą ix_hands
[15:59:12	]Josh Hunter has taken 5 damage from npc_headcrab.
[15:59:13	]Josh Hunter has taken 5 damage from npc_headcrab.
[15:59:13	]Josh Hunter zranił npc_zombie, zadając 5.0027 za pomocą ix_hands
[15:59:15	]Josh Hunter has taken 5 damage from npc_headcrab.
[15:59:17	]Josh Hunter zranił npc_headcrab, zadając 5.0027 za pomocą ix_hands
[15:59:17	]Josh Hunter has taken 10 damage from npc_zombie_torso.
[15:59:18	]Josh Hunter zranił npc_zombie_torso, zadając 5.0027 za pomocą ix_hands
[15:59:19	]Josh Hunter has taken 10 damage from npc_zombie_torso.
[15:59:47	]Akash Ghandi has gained level 11 in the Prędkość skill.
[16:00:36	]Josh Hunter has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[16:00:49	]Josh Hunter ran 'take' on item 'Racja żywnościowa' (#31949)
[16:00:49	]Josh Hunter has gained a 'Racja żywnościowa' #31949.
[16:01:03	]Akash Ghandi ran 'drop' on item 'Przewody' (#31905)
[16:01:03	]Akash Ghandi has lost a 'Przewody' #31905.
[16:01:04	]Akash Ghandi ran 'drop' on item 'Złom' (#31911)
[16:01:04	]Akash Ghandi has lost a 'Złom' #31911.
[16:01:05	]Akash Ghandi ran 'drop' on item 'Złom' (#31916)
[16:01:05	]Akash Ghandi has lost a 'Złom' #31916.
[16:01:05	]Akash Ghandi ran 'drop' on item 'Plastik' (#31923)
[16:01:05	]Akash Ghandi has lost a 'Plastik' #31923.
[16:01:06	]Akash Ghandi ran 'drop' on item 'Plastik' (#31223)
[16:01:06	]Akash Ghandi has lost a 'Plastik' #31223.
[16:01:07	]Akash Ghandi ran 'drop' on item 'Pudełko gwoździ' (#31904)
[16:01:07	]Akash Ghandi has lost a 'Pudełko gwoździ' #31904.
[16:01:08	]Akash Ghandi ran 'drop' on item 'Patyk' (#31054)
[16:01:08	]Akash Ghandi has lost a 'Patyk' #31054.
[16:01:09	]Akash Ghandi ran 'drop' on item 'Szmaty' (#31083)
[16:01:09	]Akash Ghandi has lost a 'Szmaty' #31083.
[16:01:09	]Akash Ghandi ran 'drop' on item 'Kawałki szkła' (#31910)
[16:01:09	]Akash Ghandi has lost a 'Kawałki szkła' #31910.
[16:01:10	]Akash Ghandi ran 'drop' on item 'Kawałki szkła' (#31244)
[16:01:10	]Akash Ghandi has lost a 'Kawałki szkła' #31244.
[16:01:11	]Akash Ghandi ran 'drop' on item 'Złom' (#31222)
[16:01:11	]Akash Ghandi has lost a 'Złom' #31222.
[16:01:11	]Akash Ghandi ran 'drop' on item 'Złom' (#31330)
[16:01:11	]Akash Ghandi has lost a 'Złom' #31330.
[16:01:12	]Akash Ghandi ran 'drop' on item 'Plastik' (#31331)
[16:01:12	]Akash Ghandi has lost a 'Plastik' #31331.
[16:01:13	]Akash Ghandi ran 'drop' on item 'Złom' (#31887)
[16:01:13	]Akash Ghandi has lost a 'Złom' #31887.
[16:01:14	]Akash Ghandi ran 'drop' on item 'Plastik' (#31261)
[16:01:14	]Akash Ghandi has lost a 'Plastik' #31261.
[16:01:15	]Akash Ghandi ran 'drop' on item 'Plastik' (#31906)
[16:01:15	]Akash Ghandi has lost a 'Plastik' #31906.
[16:02:29	]Josh Hunter ran 'Open' on item 'Racja żywnościowa' (#31949)
[16:02:29	]Josh Hunter has gained a 'Syntetyczna papka' #31950.
[16:02:29	]Josh Hunter has gained a 'Woda Breena' #31951.
[16:02:29	]Josh Hunter has gained a 'Kupon na 15 Kredytów' #31952.
[16:02:31	]Josh Hunter ran 'Consume' on item 'Syntetyczna papka' (#31950)
[16:02:31	]Josh Hunter has gained a 'Pusty słoik' #31953.
[16:02:32	]Josh Hunter ran 'Consume' on item 'Woda Breena' (#31951)
[16:02:32	]Josh Hunter has gained a 'Pusta puszka po wodzie Breen'a' #31954.
[16:02:59	]Mensu created the character 'Anna White'
[16:02:59	]Mensu loaded the character 'Anna White'
[16:02:59	]Anna White has gained a 'Latarka' #31955.
[16:02:59	]Anna White has gained a 'Czarna opaska' #31956.
[16:02:59	]Anna White has gained a 'Karta identyfikacyjna #14367' #31957.
[16:02:59	]Anna White has gained a 'Czarny uniform' #31958.
[16:02:59	]Anna White has gained a 'Szare luźne spodnie' #31959.
[16:02:59	]Anna White has gained a 'Buty z brązowej skóry' #31960.
[16:02:59	]Anna White has gained a 'Okulary' #31961.
[16:04:27	]Josh Hunter ran 'ViewAlt' on item 'Walizka' (#14381)
[16:04:29	]Josh Hunter has gained a 'Bandaż ze środkiem dezynfekującym' #3965 from a container with the name 'Walizka' #1256.
[16:04:31	]Josh Hunter ran 'split' on item 'Bandaż ze środkiem dezynfekującym' (#3965)
[16:04:31	]Josh Hunter has gained a 'Bandaż ze środkiem dezynfekującym' #31962.
[16:04:34	]Josh Hunter ran 'use' on item 'Bandaż ze środkiem dezynfekującym' (#31962)
[16:04:34	]Josh Hunter has performed the 'Użyj Bandaż ze środkiem dezynfekującym' action, gaining 22 experience in medicine.
[16:04:34	]Josh Hunter was disinfected by Josh Hunter for 125 seconds.
[16:04:34	]Josh Hunter was bandaged by Josh Hunter for 18 HP.
[16:04:50	]Akash Ghandi used the ''Landa'' smuggler.
[16:05:05	]Anna White opened the 'Schowek na Triumph St.' stash.
[16:05:05	]Anna White closed the 'Schowek na Triumph St.' stash.
[16:05:07	]Anna White opened the 'Schowek na Triumph St.' stash.
[16:05:11	]Anna White closed the 'Schowek na Triumph St.' stash.
[16:06:59	]Josh Hunter ran 'split' on item 'Bandaż ze środkiem dezynfekującym' (#3965)
[16:06:59	]Josh Hunter has gained a 'Bandaż ze środkiem dezynfekującym' #31963.
[16:07:10	]MadHunter loaded the character 'C24:i4.UNION-8'
[16:07:29	]Anna White ran 'Write' on item 'Grizzly Classic' (#15297)
[16:07:42	]Akash Ghandi ran 'take' on item 'Plastik' (#31223)
[16:07:42	]Akash Ghandi has gained a 'Plastik' #31223.
[16:07:43	]Akash Ghandi ran 'take' on item 'Plastik' (#31923)
[16:07:43	]Akash Ghandi has gained a 'Plastik' #31923.
[16:07:44	]Akash Ghandi ran 'take' on item 'Plastik' (#31331)
[16:07:44	]Akash Ghandi has gained a 'Plastik' #31331.
[16:07:45	]Akash Ghandi ran 'take' on item 'Plastik' (#31261)
[16:07:45	]Akash Ghandi has gained a 'Plastik' #31261.
[16:07:46	]Akash Ghandi ran 'take' on item 'Kawałki szkła' (#31910)
[16:07:46	]Akash Ghandi has gained a 'Kawałki szkła' #31910.
[16:07:47	]Akash Ghandi ran 'take' on item 'Plastik' (#31906)
[16:07:47	]Akash Ghandi has gained a 'Plastik' #31906.
[16:07:48	]Akash Ghandi ran 'take' on item 'Kawałki szkła' (#31244)
[16:07:48	]Akash Ghandi has gained a 'Kawałki szkła' #31244.
[16:07:49	]Akash Ghandi ran 'take' on item 'Szmaty' (#31083)
[16:07:49	]Akash Ghandi has gained a 'Szmaty' #31083.
[16:07:50	]Akash Ghandi ran 'take' on item 'Złom' (#31916)
[16:07:50	]Akash Ghandi has gained a 'Złom' #31916.
[16:07:51	]Akash Ghandi ran 'take' on item 'Złom' (#31222)
[16:07:51	]Akash Ghandi has gained a 'Złom' #31222.
[16:07:52	]Akash Ghandi ran 'take' on item 'Przewody' (#31905)
[16:07:52	]Akash Ghandi has gained a 'Przewody' #31905.
[16:07:54	]Akash Ghandi ran 'take' on item 'Patyk' (#31054)
[16:07:54	]Akash Ghandi has gained a 'Patyk' #31054.
[16:07:55	]Akash Ghandi ran 'take' on item 'Pudełko gwoździ' (#31904)
[16:07:55	]Akash Ghandi has gained a 'Pudełko gwoździ' #31904.
[16:07:56	]Akash Ghandi ran 'take' on item 'Złom' (#31887)
