[10:41:31	]Deadasf has connected.
[18:31:27	]SexsSexeSexe has gained a 'CWU Radio' #1936.
[18:31:29	]SexsSexeSexe ran 'ToggleOn' on item 'CWU Radio' (#1936)
[18:31:30	]SexsSexeSexe entered observer.
[18:31:31	]SexsSexeSexe exited observer at their location.
[18:31:33	]SexsSexeSexe entered observer.
[18:32:52	]Revain loaded the character 'Michael Jack'
[18:33:00	]Michael Jack used command '/PM sex kan'.
[18:33:05	]Michael Jack used command '/PM sex la'.
[18:34:22	]Michael Jack used command '/PM SEX BURDAMİSİN'.
[18:37:14	]SexsSexeSexe has gone afk.
[18:43:22	]Michael Jack has gone afk.
[18:47:52	]Michael Jack is no longer afk. Total time spent AFK: 565
[18:50:39	]SexsSexeSexe is no longer afk. Total time spent AFK: 1100
[18:51:46	]SexsSexeSexe exited observer at their location.
[18:51:55	]SexsSexeSexe has spawned a 'Entity [773][ix_vendor]'.
[18:51:58	]SexsSexeSexe has used a context menu option with the name: vendor_edit
[18:53:39	]Michael Jack has spawned 'models/props_c17/FurnitureCouch002a.mdl'.
[18:53:39	]SexsSexeSexe has used a context menu option with the name: remove
[18:54:22	]Heyron has connected.
[18:55:14	]SexsSexeSexe entered observer.
[18:55:18	]SexsSexeSexe exited observer at their location.
[18:55:27	][IC] Michael Jack: Slobb.
[18:55:34	][IC] Michael Jack: CÜCE.
[18:55:39	][IC] Michael Jack: CÜCEE.
[18:55:39	]SexsSexeSexe has critically hit Michael Jack dealing 24 damage (CritChance was 0.80).
[18:55:39	]Michael Jack has taken 24 damage from SexsSexeSexe.
[18:55:45	]SexsSexeSexe has critically hit Michael Jack dealing 24 damage (CritChance was 0.80).
[18:55:45	]Michael Jack has taken 24 damage from SexsSexeSexe.
[18:55:46	]SexsSexeSexe has critically hit Michael Jack dealing 24 damage (CritChance was 0.80).
[18:55:46	]Michael Jack was knocked unconscious and is bleeding out.
[18:55:53	]SexsSexeSexe has spawned a firstaid.
[18:55:54	]SexsSexeSexe ran 'take' on item 'First Aid Kit' (#1937)
[18:55:54	]SexsSexeSexe has gained a 'First Aid Kit' #1937.
[18:55:59	]SexsSexeSexe ran 'give' on item 'First Aid Kit' (#1937)
[18:55:59	]SexsSexeSexe has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[18:55:59	]Michael Jack was disinfected by SexsSexeSexe for 60 seconds.
[18:55:59	]Michael Jack's bleeding was stopped by SexsSexeSexe.
[18:55:59	]Michael Jack was bandaged by SexsSexeSexe for 50 HP.
[18:56:06	]SexsSexeSexe ran 'give' on item 'First Aid Kit' (#1937)
[18:56:06	]SexsSexeSexe has performed the 'Use First Aid Kit' action, gaining 80 experience in medicine.
[18:56:06	]Michael Jack was disinfected by SexsSexeSexe for 60 seconds.
[18:56:06	]Michael Jack was bandaged by SexsSexeSexe for 50 HP.
[18:56:07	]SexsSexeSexe ran 'give' on item 'First Aid Kit' (#1937)
[18:56:07	]SexsSexeSexe has performed the 'Use First Aid Kit' action, gaining 22 experience in medicine.
[18:56:07	]Michael Jack was disinfected by SexsSexeSexe for 60 seconds.
[18:56:07	]Michael Jack was bandaged by SexsSexeSexe for 50 HP.
[18:56:07	]SexsSexeSexe has gained a 'Stitched Cloth' #1938.
[18:56:09	]SexsSexeSexe has spawned a disinfected_bandage.
[18:56:10	][IC] Michael Jack: Sen aski anlamaz bilmez.
[18:56:11	]SexsSexeSexe ran 'take' on item 'Disinfected Bandage Roll' (#1939)
[18:56:11	]SexsSexeSexe has gained a 'Disinfected Bandage Roll' #1939.
[18:56:14	]SexsSexeSexe ran 'give' on item 'Disinfected Bandage Roll' (#1939)
[18:56:14	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:56:14	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:15	]SexsSexeSexe ran 'give' on item 'Disinfected Bandage Roll' (#1939)
[18:56:15	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:56:15	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:17	][IC] Michael Jack: Slob.
[18:56:17	]SexsSexeSexe ran 'give' on item 'Disinfected Bandage Roll' (#1939)
[18:56:17	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:56:17	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:18	]Michael Jack used command '/CharGetUp'.
[18:56:18	]SexsSexeSexe ran 'give' on item 'Disinfected Bandage Roll' (#1939)
[18:56:18	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:56:18	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:20	][IC] Michael Jack: Bisey dicem.
[18:56:20	]SexsSexeSexe has spawned a bandage.
[18:56:22	]SexsSexeSexe ran 'take' on item 'Bandage Roll' (#1940)
[18:56:22	]SexsSexeSexe has gained a 'Bandage Roll' #1940.
[18:56:25	]SexsSexeSexe ran 'give' on item 'Bandage Roll' (#1940)
[18:56:25	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:26	]SexsSexeSexe ran 'give' on item 'Bandage Roll' (#1940)
[18:56:26	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:26	]SexsSexeSexe ran 'give' on item 'Bandage Roll' (#1940)
[18:56:26	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:27	]SexsSexeSexe ran 'give' on item 'Bandage Roll' (#1940)
[18:56:27	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:28	]SexsSexeSexe ran 'give' on item 'Bandage Roll' (#1940)
[18:56:28	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:28	]SexsSexeSexe ran 'give' on item 'Bandage Roll' (#1940)
[18:56:28	]Michael Jack was bandaged by SexsSexeSexe for 15 HP.
[18:56:31	][IC] Michael Jack: Sen yetki verebiliyonmu.
[18:56:34	][IC] SexsSexeSexe: Hyr.
[18:56:37	]SexsSexeSexe has spawned a makeshift_bandage.
[18:56:38	]SexsSexeSexe ran 'take' on item 'Makeshift Bandage Roll' (#1941)
[18:56:38	]SexsSexeSexe has gained a 'Makeshift Bandage Roll' #1941.
[18:56:40	][IC] Michael Jack: SEXSSEXESEXE.
[18:56:40	]SexsSexeSexe ran 'give' on item 'Makeshift Bandage Roll' (#1941)
[18:56:40	]Michael Jack was bandaged by SexsSexeSexe for 10 HP.
[18:56:41	]SexsSexeSexe ran 'give' on item 'Makeshift Bandage Roll' (#1941)
[18:56:41	]Michael Jack was bandaged by SexsSexeSexe for 10 HP.
[18:56:42	]SexsSexeSexe ran 'give' on item 'Makeshift Bandage Roll' (#1941)
[18:56:42	]Michael Jack was bandaged by SexsSexeSexe for 10 HP.
[18:56:46	]SexsSexeSexe has spawned a health_kit.
[18:56:47	]Michael Jack used command '/CharGetUp'.
[18:56:47	]SexsSexeSexe ran 'take' on item 'Health Kit' (#1942)
[18:56:47	]SexsSexeSexe has gained a 'Health Kit' #1942.
[18:56:48	]Michael Jack used command '/CharGetUp'.
[18:56:48	]Michael Jack is no longer unconscious from critical wounds.
[18:56:50	]SexsSexeSexe ran 'give' on item 'Health Kit' (#1942)
[18:56:50	]Michael Jack was disinfected by SexsSexeSexe for 210 seconds.
[18:56:50	]Michael Jack was bandaged by SexsSexeSexe for 75 HP.
[18:56:51	]SexsSexeSexe ran 'give' on item 'Health Kit' (#1942)
[18:56:51	]Michael Jack was disinfected by SexsSexeSexe for 210 seconds.
[18:56:51	]Michael Jack was bandaged by SexsSexeSexe for 75 HP.
[18:56:52	]Michael Jack used command '/CharGetUp'.
[18:56:52	]Michael Jack used command '/CharGetUp'.
[18:56:53	]Michael Jack is no longer unconscious from critical wounds.
[18:56:53	]SexsSexeSexe has spawned a health_syringe.
[18:56:55	]SexsSexeSexe ran 'take' on item 'Health Syringe' (#1943)
[18:56:55	]SexsSexeSexe has gained a 'Health Syringe' #1943.
[18:56:58	]Michael Jack is no longer unconscious from critical wounds.
[18:56:58	]SexsSexeSexe ran 'give' on item 'Health Syringe' (#1943)
[18:56:58	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:56:58	]Michael Jack was bandaged by SexsSexeSexe for 30 HP.
[18:56:59	]SexsSexeSexe ran 'give' on item 'Health Syringe' (#1943)
[18:56:59	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:56:59	]Michael Jack was bandaged by SexsSexeSexe for 30 HP.
[18:57:03	]SexsSexeSexe ran 'give' on item 'Health Syringe' (#1943)
[18:57:03	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:57:03	]Michael Jack was bandaged by SexsSexeSexe for 30 HP.
[18:57:03	]Michael Jack is no longer unconscious from critical wounds.
[18:57:08	]Michael Jack is no longer unconscious from critical wounds.
[18:57:10	]Michael Jack used command '/CharGetUp'.
[18:57:12	][IC] SexsSexeSexe: KEL.
[18:57:13	]Michael Jack is no longer unconscious from critical wounds.
[18:57:13	][IC] SexsSexeSexe: ÖLMEEE.
[18:57:17	][IC] Michael Jack: ÖLECEEEMM.
[18:57:18	]Michael Jack is no longer unconscious from critical wounds.
[18:57:20	][IC] Michael Jack: YARDIM.
[18:57:20	][IC] SexsSexeSexe: KEEEEL.
[18:57:22	][IC] SexsSexeSexe: HAYIIR.
[18:57:22	][IC] Michael Jack: EEEETTT.
[18:57:23	]Michael Jack is no longer unconscious from critical wounds.
[18:57:24	][IC] Michael Jack: CÜCEEEEEEEE.
[18:57:26	]SexsSexeSexe has spawned a firstaid.
[18:57:27	]SexsSexeSexe ran 'take' on item 'First Aid Kit' (#1944)
[18:57:27	]SexsSexeSexe has gained a 'First Aid Kit' #1944.
[18:57:28	]Michael Jack is no longer unconscious from critical wounds.
[18:57:28	][IC] Michael Jack: ÖLÜME ÇOK YAKINIM.
[18:57:29	]SexsSexeSexe ran 'give' on item 'First Aid Kit' (#1944)
[18:57:29	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:57:29	]Michael Jack was bandaged by SexsSexeSexe for 50 HP.
[18:57:30	]SexsSexeSexe ran 'give' on item 'First Aid Kit' (#1944)
[18:57:30	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:57:30	]Michael Jack was bandaged by SexsSexeSexe for 50 HP.
[18:57:30	]SexsSexeSexe ran 'give' on item 'First Aid Kit' (#1944)
[18:57:30	]SexsSexeSexe tried to disinfect Michael Jack but the wound was already clean.
[18:57:30	]Michael Jack was bandaged by SexsSexeSexe for 50 HP.
[18:57:31	]SexsSexeSexe has gained a 'Stitched Cloth' #1945.
[18:57:33	]Michael Jack is no longer unconscious from critical wounds.
[18:57:35	][IC] Michael Jack: Ahhhh.
[18:57:37	][IC] Michael Jack: ÖLÜYOOOM.
[18:57:38	]Michael Jack is no longer unconscious from critical wounds.
[18:57:38	][IC] Michael Jack: ANAMMM.
[18:57:39	][IC] Michael Jack: GÖTÜM.
[18:57:40	][IC] Michael Jack: YANIYO.
[18:57:42	][IC] Michael Jack: AAAAAAAAAAAA.
[18:57:43	]Michael Jack is no longer unconscious from critical wounds.
[18:57:44	][IC] Michael Jack: ÖLECEMM.
[18:57:46	][IC] Michael Jack: WAAAA.
[18:57:48	]Michael Jack is no longer unconscious from critical wounds.
[18:57:51	][IC] Michael Jack: Aa.
[18:57:54	][IC] SexsSexeSexe: Kurtardım seni kel.
[18:57:56	][IC] Michael Jack: Adamsin gardas.
[18:57:58	][IC] SexsSexeSexe: Artık benim kölemsin.
[18:58:02	][IC] Michael Jack: Kölenmiyim.
[18:58:05	][IC] SexsSexeSexe: EVET.
[18:58:07	][Y] SexsSexeSexe: DUR.
[18:58:12	][Y] Michael Jack: Niyee.
[18:58:17	][IC] SexsSexeSexe: Ayakkabımı temizle köle.
[18:58:27	][Y] SexsSexeSexe: DUR.
[18:58:30	][IC] Michael Jack: He.
[18:58:31	][IC] SexsSexeSexe: Hadi.
[18:58:36	][IC] Michael Jack: Niye lan.
[18:58:39	][IC] SexsSexeSexe: Hayatını bana borçlusun.
[18:58:40	][IC] Michael Jack: Sen benimkini temizle.
[18:58:48	][Y] SexsSexeSexe: BEN OLMASAM ÖLECEKTİN!
[18:58:56	][IC] Michael Jack: Ama sen öldürmeye.
[18:58:58	][IC] Michael Jack: Çalıştın.
[18:58:58	]SexsSexeSexe used command '/ActInjured'.
[18:59:02	][IC] Michael Jack: NOLUYO.
[18:59:03	][IC] Michael Jack: LAN.
[18:59:05	][ME] SexsSexeSexe: nöbet geçirmekte
[18:59:10	][IC] Michael Jack: Hassiktir.
[18:59:17	][ME] SexsSexeSexe: acilen sikinin emilmesi lazım sikinden yılan sokmuş
[18:59:22	][IC] Michael Jack: Ananı.
[18:59:33	][IC] Michael Jack: Ya.
[18:59:34	][IC] Michael Jack: Niyer.
[18:59:36	][IC] Michael Jack: Niye.
[18:59:37	][ME] SexsSexeSexe: Kişi ölüyo
[18:59:39	][ME] Michael Jack: karının sikini emer
[18:59:40	][ME] SexsSexeSexe: ACİL
[18:59:43	][ME] Michael Jack: karının sikini emer
[18:59:45	][IC] Michael Jack: LAN.
[18:59:47	][IC] Michael Jack: KALK ARTIK.
[18:59:54	][ME] SexsSexeSexe: Yılan ısırığı yoktur aslında fake
[18:59:55	]SexsSexeSexe used command '/ExitAct'.
[18:59:58	][IC] SexsSexeSexe: He şöyle.
[19:00:00	][IC] SexsSexeSexe: Hizaya gel.
[19:00:01	][IC] Michael Jack: Ya.
[19:00:39	][IC] SexsSexeSexe: Uza.
[19:00:49	][Y] Michael Jack: Sen uza.
[19:01:03	]SexsSexeSexe has critically hit Michael Jack dealing 60 damage (CritChance was 0.80).
[19:01:03	]Michael Jack has taken 60 damage from SexsSexeSexe.
[19:01:04	][Y] Michael Jack: Uzasana.
[19:01:10	][Y] SexsSexeSexe: AMINA KORUM HA.
[19:01:27	]SexsSexeSexe has spawned a flash_grenade.
[19:01:29	]SexsSexeSexe ran 'take' on item 'Flash Grenade' (#1946)
[19:01:29	]SexsSexeSexe has gained a 'Flash Grenade' #1946.
[19:01:36	]SexsSexeSexe ran 'Equip' on item 'Flash Grenade' (#1946)
[19:01:52	]SexsSexeSexe entered observer.
[19:01:52	]SexsSexeSexe exited observer at their location.
[19:01:53	]SexsSexeSexe entered observer.
[19:01:53	]SexsSexeSexe exited observer at their location.
[19:01:56	]SexsSexeSexe entered observer.
[19:01:56	]SexsSexeSexe exited observer at their location.
[19:01:57	]SexsSexeSexe entered observer.
[19:01:57	]SexsSexeSexe exited observer at their location.
[19:02:55	][Y] SexsSexeSexe: YAKARIM GELME.
[19:03:03	][Y] Michael Jack: Onu birak emer'm.
[19:03:05	]SexsSexeSexe has critically hit Michael Jack dealing 6 damage (CritChance was 0.80).
[19:03:05	]Michael Jack has taken 6 damage from SexsSexeSexe.
[19:03:05	]SexsSexeSexe has critically hit Michael Jack dealing 4 damage (CritChance was 0.80).
[19:03:05	]Michael Jack has taken 4 damage from SexsSexeSexe.
[19:03:05	]SexsSexeSexe has critically hit Michael Jack dealing 4 damage (CritChance was 0.80).
[19:03:05	]Michael Jack has taken 4 damage from SexsSexeSexe.
[19:03:06	]SexsSexeSexe has critically hit Michael Jack dealing 5 damage (CritChance was 0.80).
[19:03:06	]Michael Jack has taken 5 damage from SexsSexeSexe.
[19:03:26	]Michael Jack has taken 5 damage from SexsSexeSexe.
[19:03:26	]Michael Jack has taken 7 damage from SexsSexeSexe.
[19:03:26	]Michael Jack has taken 7 damage from SexsSexeSexe.
[19:03:26	]SexsSexeSexe has critically hit Michael Jack dealing 5 damage (CritChance was 0.80).
[19:03:26	]Michael Jack was knocked unconscious and is bleeding out.
[19:03:27	]Michael Jack used command '/CharGetUp'.
[19:03:27	]SexsSexeSexe has hit Michael Jack dealing 3 damage (CritChance was 0.80).
[19:03:27	]Michael Jack was killed while bleeding out.
[19:03:27	]SexsSexeSexe has killed Michael Jack with tfa_csgo_thrownmolotov.
[19:03:27	]Michael Jack has dropped: OTA Charger Uniform (#551); OSITR (#553); 6x Bandage Roll (#570); 1x Bandage Roll (#571); Machete (#561); Flashlight (#536); OTA Mask (#586); 2x First Aid Kit (#567); 4x Bandage Roll (#569); Golden Goose (#539); Golden Goose Trousers (#540); Light Grey Armband (#537);
[19:03:56	]SexsSexeSexe has used a context menu option with the name: ignite
[19:03:59	]SexsSexeSexe opened the 'Dropped Items' #506 container.
[19:04:05	]SexsSexeSexe closed the 'Dropped Items' #506 container.
[19:04:07	]Michael Jack opened the 'Dropped Items' #506 container.
[19:04:11	]Michael Jack has gained a 'Machete' #561 from a container with the name 'Dropped Items' #506.
[19:04:12	]Michael Jack has gained a 'Biolocked Overwatch Tactical Rifle' #1948 from a container with the name 'Dropped Items' #506.
[19:04:14	]Michael Jack has gained a 'First Aid Kit' #567 from a container with the name 'Dropped Items' #506.
[19:04:15	]Michael Jack has gained a 'Golden Goose' #539 from a container with the name 'Dropped Items' #506.
[19:04:17	]Michael Jack has gained a 'Golden Goose Trousers' #540 from a container with the name 'Dropped Items' #506.
[19:04:19	]Michael Jack has gained a 'Bandage Roll' #571 from a container with the name 'Dropped Items' #506.
[19:04:20	]Michael Jack has gained a 'Flashlight' #536 from a container with the name 'Dropped Items' #506.
[19:04:21	]Michael Jack has gained a 'Light Grey Armband' #537 from a container with the name 'Dropped Items' #506.
[19:04:23	]Michael Jack has gained a 'Bandage Roll' #570 from a container with the name 'Dropped Items' #506.
[19:04:25	]Michael Jack has gained a 'Broken OTA Uniform' #1947 from a container with the name 'Dropped Items' #506.
[19:04:27	]Michael Jack has gained a 'OTA Mask' #586 from a container with the name 'Dropped Items' #506.
[19:04:28	]Michael Jack has gained a 'Bandage Roll' #569 from a container with the name 'Dropped Items' #506.
[19:04:28	]Michael Jack closed the 'Dropped Items' #506 container.
[19:04:47	]SexsSexeSexe has critically hit Michael Jack dealing 60 damage (CritChance was 0.80).
[19:04:47	]Michael Jack has taken 60 damage from SexsSexeSexe.
[19:05:02	][Y] Michael Jack: DUR.
[19:05:07	][Y] Michael Jack: Durursan emerim.
[19:05:16	][Y] Michael Jack: Valla bak.
[19:05:23	][Y] Michael Jack: Valla bak.
[19:05:29	]Michael Jack ran 'Unlock' on item 'Biolocked Overwatch Tactical Rifle' (#1948)
[19:05:32	]Michael Jack ran 'Unlock' on item 'Biolocked Overwatch Tactical Rifle' (#1948)
[19:05:38	]Michael Jack ran 'Equip' on item 'Machete' (#561)
[19:05:40	]Michael Jack ran 'Unlock' on item 'Biolocked Overwatch Tactical Rifle' (#1948)
[19:05:46	]Michael Jack ran 'use' on item 'Bandage Roll' (#569)
[19:05:46	]Michael Jack has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[19:05:46	]Michael Jack was bandaged by Michael Jack for 17 HP.
[19:05:48	]SexsSexeSexe has used a context menu option with the name: remove
[19:05:50	]Michael Jack ran 'use' on item 'First Aid Kit' (#567)
[19:05:50	]Michael Jack has performed the 'Use First Aid Kit' action, gaining 78 experience in medicine.
[19:05:50	]Michael Jack was disinfected by Michael Jack for 135 seconds.
[19:05:50	]Michael Jack was bandaged by Michael Jack for 57 HP.
[19:05:56	][Y] Michael Jack: Oney.
[19:06:34	]Michael Jack has hit SexsSexeSexe dealing 18 damage (CritChance was 0.10).
[19:06:34	]SexsSexeSexe has taken 18 damage from Michael Jack.
[19:06:55	][Y] Michael Jack: DUUUUURRRR.
[19:07:31	]Michael Jack has taken 7 damage from SexsSexeSexe.
[19:07:31	]Michael Jack has taken 6 damage from SexsSexeSexe.
[19:07:44	]Michael Jack ran 'drop' on item 'Golden Goose Trousers' (#540)
[19:07:44	]Michael Jack has lost a 'Golden Goose Trousers' #540.
[19:07:44	]Michael Jack ran 'drop' on item 'Golden Goose' (#539)
[19:07:44	]Michael Jack has lost a 'Golden Goose' #539.
[19:07:48	]SexsSexeSexe ran 'take' on item 'Golden Goose Trousers' (#540)
[19:07:48	]SexsSexeSexe has gained a 'Golden Goose Trousers' #540.
[19:07:53	]SexsSexeSexe has hit Michael Jack dealing 48 damage (CritChance was 0.80).
[19:07:53	]Michael Jack has taken 48 damage from SexsSexeSexe.
[19:07:55	]SexsSexeSexe ran 'take' on item 'Golden Goose' (#539)
[19:07:55	]SexsSexeSexe has gained a 'Golden Goose' #539.
[19:07:59	]Michael Jack ran 'use' on item 'First Aid Kit' (#567)
[19:07:59	]Michael Jack has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[19:07:59	]Michael Jack was disinfected by Michael Jack for 135 seconds.
[19:07:59	]Michael Jack was bandaged by Michael Jack for 57 HP.
[19:07:59	]Michael Jack has gained a 'Stitched Cloth' #1949.
[19:08:05	][Y] Michael Jack: HAYIIIIR.
[19:08:49	]SexsSexeSexe entered observer.
[19:08:50	]SexsSexeSexe exited observer at their location.
[19:08:51	]SexsSexeSexe entered observer.
[19:08:55	]SexsSexeSexe exited observer at their location.
[19:09:10	]Michael Jack has hit SexsSexeSexe in the left leg dealing 25 damage (CritChance was 0.10).
[19:09:10	]SexsSexeSexe has taken 25 damage from Michael Jack.
[19:09:15	]SexsSexeSexe has taken 6 damage from SexsSexeSexe.
[19:09:15	]Michael Jack has taken 6 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has hit SexsSexeSexe in the left leg dealing 7 damage (CritChance was 0.80).
[19:09:16	]SexsSexeSexe has taken 7 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has hit Michael Jack dealing 4 damage (CritChance was 0.80).
[19:09:16	]Michael Jack has taken 4 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has critically hit SexsSexeSexe in the left leg dealing 5 damage (CritChance was 0.80).
[19:09:16	]SexsSexeSexe has taken 5 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has critically hit Michael Jack dealing 6 damage (CritChance was 0.80).
[19:09:16	]Michael Jack has taken 6 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has critically hit SexsSexeSexe in the left leg dealing 3 damage (CritChance was 0.80).
[19:09:16	]SexsSexeSexe has taken 3 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has critically hit Michael Jack dealing 3 damage (CritChance was 0.80).
[19:09:16	]Michael Jack has taken 3 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has critically hit SexsSexeSexe in the left leg dealing 7 damage (CritChance was 0.80).
[19:09:16	]SexsSexeSexe has taken 7 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has critically hit Michael Jack dealing 4 damage (CritChance was 0.80).
[19:09:16	]Michael Jack has taken 4 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has critically hit SexsSexeSexe in the left leg dealing 5 damage (CritChance was 0.80).
[19:09:16	]SexsSexeSexe has taken 5 damage from SexsSexeSexe.
[19:09:16	]SexsSexeSexe has hit Michael Jack dealing 3 damage (CritChance was 0.80).
[19:09:16	]Michael Jack has taken 3 damage from SexsSexeSexe.
[19:09:17	]SexsSexeSexe has critically hit SexsSexeSexe in the left leg dealing 4 damage (CritChance was 0.80).
[19:09:17	]SexsSexeSexe has taken 4 damage from SexsSexeSexe.
[19:09:17	]SexsSexeSexe has critically hit Michael Jack dealing 6 damage (CritChance was 0.80).
[19:09:17	]Michael Jack has taken 6 damage from SexsSexeSexe.
[19:09:17	]SexsSexeSexe has critically hit SexsSexeSexe in the left leg dealing 7 damage (CritChance was 0.80).
[19:09:17	]SexsSexeSexe has taken 7 damage from SexsSexeSexe.
[19:09:17	]SexsSexeSexe has critically hit Michael Jack dealing 4 damage (CritChance was 0.80).
[19:09:17	]Michael Jack has taken 4 damage from SexsSexeSexe.
[19:09:17	]SexsSexeSexe has critically hit SexsSexeSexe in the left leg dealing 6 damage (CritChance was 0.80).
[19:09:17	]SexsSexeSexe has taken 6 damage from SexsSexeSexe.
[19:09:17	]SexsSexeSexe has hit Michael Jack dealing 6 damage (CritChance was 0.80).
[19:09:17	]Michael Jack has taken 6 damage from SexsSexeSexe.
[19:09:17	]SexsSexeSexe has hit SexsSexeSexe in the left leg dealing 6 damage (CritChance was 0.80).
[19:09:17	]SexsSexeSexe was knocked unconscious and is bleeding out.
[19:09:17	]Michael Jack has taken 7 damage from SexsSexeSexe.
[19:09:17	]Michael Jack has taken 6 damage from SexsSexeSexe.
[19:09:18	]SexsSexeSexe was killed while bleeding out.
[19:09:18	]SexsSexeSexe has killed SexsSexeSexe with tfa_csgo_thrownincen.
[19:09:18	]SexsSexeSexe has dropped: Golden Goose Trousers (#540); CWU Lock (#1935); Golden Goose (#539); 2x Stitched Cloth (#1938); CWU Member Access Keycard (#1933);
[19:09:26	]SexsSexeSexe entered observer.
[19:09:29	]Michael Jack ran 'use' on item 'Bandage Roll' (#571)
[19:09:29	]Michael Jack has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[19:09:29	]Michael Jack was bandaged by Michael Jack for 16 HP.
[19:09:33	]Michael Jack ran 'use' on item 'Bandage Roll' (#570)
[19:09:33	]Michael Jack has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[19:09:33	]Michael Jack was bandaged by Michael Jack for 16 HP.
[19:09:33	]SexsSexeSexe exited observer at their location.
[19:09:38	]Michael Jack opened the 'Dropped Items' #507 container.
[19:09:43	]Michael Jack has gained a 'CWU Member Access Keycard' #1933 from a container with the name 'Dropped Items' #507.
[19:09:44	]Michael Jack has gained a 'Golden Goose' #539 from a container with the name 'Dropped Items' #507.
[19:09:50	]Michael Jack closed the 'Dropped Items' #507 container.
[19:10:00	]Michael Jack opened the 'Dropped Items' #507 container.
[19:10:03	]Michael Jack has gained a 'Golden Goose Trousers' #540 from a container with the name 'Dropped Items' #507.
[19:10:13	]Michael Jack closed the 'Dropped Items' #507 container.
[19:10:28	]Revain loaded the character 'Xorvath the Ancient'
[19:10:28	][W] SexsSexeSexe: Napıyon kanka.
[19:10:31	]SexsSexeSexe entered observer.
[19:10:31	]SexsSexeSexe exited observer at their location.
[19:10:31	]SexsSexeSexe entered observer.
[19:10:37	]SexsSexeSexe exited observer at their location.
[19:10:40	][IC] SexsSexeSexe: Vorti abi nasılsın.
[19:10:50	][IC] Xorvath the Ancient: Iyiyim.
[19:10:52	][IC] SexsSexeSexe: Yerleri süpürsene.
[19:10:58	][IC] SexsSexeSexe: Adam ya.
[19:11:01	][IC] SexsSexeSexe: Vallaha yapıyo.
[19:11:09	][IC] Xorvath the Ancient: Bak sana.
[19:11:10	]SexsSexeSexe ran SAM command 'hp' with arguments: 'STEAM_0:1:608254786' '200'
[19:11:11	][IC] Xorvath the Ancient: Ne göstercem.
[19:11:13	]SexsSexeSexe ran SAM command 'armor' with arguments: 'STEAM_0:1:608254786' '100'
[19:11:13	]SexsSexeSexe has taken 63 damage from Xorvath the Ancient.
[19:11:13	][VORT] Xorvath the Ancient has damaged SexsSexeSexe, dealing 63.6 with vortbeam
[19:11:16	][IC] SexsSexeSexe: Öldüm amk.
[19:11:19	][IC] SexsSexeSexe: Yavaş.
[19:11:22	][IC] SexsSexeSexe: O ne lan.
[19:11:26	][IC] Xorvath the Ancient: Shield.
[19:11:34	][IC] SexsSexeSexe: Havalı bişiler yap.
[19:11:41	][IC] Xorvath the Ancient: Tamam.
[19:11:52	][IC] Xorvath the Ancient: Işı.
[19:11:53	][IC] Xorvath the Ancient: Işık.
[19:11:55	][IC] SexsSexeSexe: Oha amk.
[19:11:55	][IC] Xorvath the Ancient: Bedava.
[19:12:00	][IC] SexsSexeSexe: Dayı bizi sikti gitti demek yok.
[19:12:08	]Heyron created the character 'Heyron Stew'
[19:12:08	]Heyron loaded the character 'Heyron Stew'
[19:12:08	]Heyron Stew has gained a 'Suitcase' #1950.
[19:12:08	]Heyron Stew has gained a 'Flashlight' #1951.
