[15:19:52	]Oktawiangr has connected.
[20:39:24	]Col. Anastasiy Jegorovich exited observer at their location.
[20:39:28	]Col. Anastasiy Jegorovich has spawned 'models/props_wasteland/rockcliff01g.mdl'.
[20:39:32	][IC] Seymour Wilson: Oh... Przepraszam za to... "Draśnięcie". Celowałem wyżej.
[20:39:33	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6953.
[20:39:33	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6950.
[20:39:33	][LOOC] Mikhail Popow: to zniknęło w ekwipunku xD
[20:39:34	]Col. Anastasiy Jegorovich has fired a toolgun with the name: sh_persist
[20:39:34	]Col. Anastasiy Jegorovich has enabled persistence for 'models/props_wasteland/rockcliff01g.mdl'.
[20:39:34	]Col. Anastasiy Jegorovich entered observer.
[20:39:35	][ME] Jacob Rabe: Uderza mężczyzne z pięści w twarz.
[20:39:36	]Col. Anastasiy Jegorovich exited observer at their location.
[20:39:36	]Brig. Richard Levittoux ran 'drop' on item 'Pusty kubek' (#7562)
[20:39:36	]Brig. Richard Levittoux has lost a 'Pusty kubek' #7562.
[20:39:39	]Col. Anastasiy Jegorovich entered observer.
[20:39:41	]Cpl. Rousset St. Julein ran 'combine' on item 'Magazynek do Five-seveN 20rnd' (#7475)
[20:39:43	]Cpl. Rousset St. Julein ran 'combine' on item 'Magazynek do Five-seveN 20rnd' (#7476)
[20:39:43	][RUS] Sawa Ilyin: Trochę mi się kręci w głowie
[20:39:43	][LOOC] Brig. Richard Levittoux: masz to w torbie
[20:39:45	]Cpl. Rousset St. Julein ran 'combine' on item 'Magazynek do Five-seveN 20rnd' (#7476)
[20:39:48	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6950.
[20:39:48	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6953.
[20:39:49	]Raban Vogt has gained a 'Magazynek do USP 17rnd' #6960.
[20:39:49	]Raban Vogt has lost a 'Magazynek do USP 17rnd' #6958.
[20:39:49	][IC] Mirik Abudayev: Aaałł.
[20:39:49	]Recik used command '/Staff przeczytaj it pozytyw, mozesz grac dalej z tą podpowiedzią albo zignorowac'.
[20:39:50	]Cpl. Rousset St. Julein has gained a 'Magazynek do Five-seveN 20rnd' #7477.
[20:39:50	]Cpl. Rousset St. Julein has lost a 'Magazynek do Five-seveN 20rnd' #7476.
[20:39:53	]Cpl. Rousset St. Julein has gained a 'Magazynek do Five-seveN 20rnd' #7476.
[20:39:53	]Cpl. Rousset St. Julein has lost a 'Magazynek do Five-seveN 20rnd' #7475.
[20:39:56	][RUS] Mirik Abudayev: suka
[20:40:01	][IC] Jacob Rabe: W czym ty dokładnie służysz? Co to jest za armia? Gdzie się podziało Overwatch.
[20:40:02	]Bernard Järvi used command '/CharDesc'.
[20:40:02	][ME] Seymour Wilson: uśmiecha się złośliwie do Mirika, wychodząc z pomieszczenia gdy zaczęła się... "zabawa".
[20:40:05	][IC] Cpl. Dimitri Samienko: Augh..
[20:40:07	][LOOC] Mikhail Popow: no właśnie nie mam
[20:40:09	]Seymour Wilson entered observer.
[20:40:13	]Brig. Richard Levittoux used command '/Staff'.
[20:40:14	][LOOC] Mikhail Popow: mimo że mam ją na sobie
[20:40:15	]Carlos Ortizz ran 'drop' on item 'Amunicja kalibru 9mm' (#7516)
[20:40:15	]Carlos Ortizz has lost a 'Amunicja kalibru 9mm' #7516.
[20:40:16	]Brig. Richard Levittoux used command '/Staff Czaję'.
[20:40:16	]Carlos Ortizz ran 'drop' on item 'Amunicja kalibru 9mm' (#7517)
[20:40:16	]Carlos Ortizz has lost a 'Amunicja kalibru 9mm' #7517.
[20:40:18	]Raban Vogt ran 'take' on item 'Amunicja kalibru 9mm' (#7516)
[20:40:18	]Raban Vogt has gained a 'Amunicja kalibru 9mm' #7516.
[20:40:19	]Raban Vogt ran 'take' on item 'Amunicja kalibru 9mm' (#7517)
[20:40:19	]Raban Vogt has gained a 'Amunicja kalibru 9mm' #7517.
[20:40:26	][LOOC] Mikhail Popow: powiedz adminowi by ci zrespił
[20:40:33	][RUS] Sawa Ilyin: Prawie wszyscy Ruscy leżą, haha. Prawdziwi bohaterowie z nas!
[20:40:35	][ME] Bruno White: przygotowuje znieczulenie ogólne
[20:40:38	][LOOC] Mikhail Popow: pojebane
[20:40:38	]Boiko Dulkiewicz has taken 1 damage from env_fire.
[20:40:38	]Bernard Järvi used command '/CharDesc Mężczyzna ma zabandażowany lewy biceps oraz ma ranę powierzchowną na prawym udzie'.
[20:40:41	][ME] Bruno White: podaje znieczulenie ogólne
[20:40:44	]Bernard Järvi used command '/CharDesc'.
[20:40:44	]Sawa Ilyin used command '/SetMood Relaxed'.
[20:40:44	]Recik used command '/Staff'.
[20:40:47	][IC] Cpl. Dimitri Samienko: Ogh.
[20:40:50	][ME] Bruno White: przygotowuje kleszcze chirurgiczne
[20:40:55	]Mikhail Popow has gained a 'Magazynek do M870 8rnd' #6902.
[20:40:55	]Mikhail Popow has lost a 'Magazynek do M870 8rnd' #6903.
[20:40:57	]Cpl. Benjamin Aschrown has critically hit npc_headcrab dealing 15 damage (CritChance was 0.97).
[20:40:58	][ME] Bruno White: przemywa miejsce cięcia środkiem odkażającym
[20:41:00	]Mikhail Popow has gained a 'Magazynek do M870 8rnd' #6903.
[20:41:00	]Mikhail Popow has lost a 'Magazynek do M870 8rnd' #6902.
[20:41:01	][LOOC] Brig. Richard Levittoux: Czyli wywaliła Ci ta MP5?
[20:41:06	][IC] Mirik Abudayev: N-Nie wiem, ja nic nie wiem...
[20:41:07	][ME] Bruno White: bierze skalpel i przecina powłokę brzuszną
[20:41:08	][LOOC] Mikhail Popow: nie mam jej w equ
[20:41:10	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6953.
[20:41:10	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6950.
[20:41:10	][IC] Jacob Rabe: Haha.
[20:41:11	]Col. Anastasiy Jegorovich used command '/Radio Dowództwo do drużyny polowej, zgłoście swój status.'.
[20:41:16	]Brig. Richard Levittoux has spawned a mp5a3.
[20:41:22	]Boiko Dulkiewicz exited observer at their location.
[20:41:24	][LOOC] Mikhail Popow: jakby "backspace" nie mogę używać
[20:41:27	]Boiko Dulkiewicz has given himself a cca_coat_overseer.
[20:41:27	]Boiko Dulkiewicz has gained a 'The Overseer' #7565.
[20:41:30	][LOOC] Brig. Richard Levittoux: Masz
[20:41:30	][ME] Richard Evans: Zdejmuje hełm
[20:41:33	][LOOC] Mikhail Popow: na każdym slocie jest x
[20:41:35	]Seymour Wilson ran 'drop' on item 'Brązowy prochowiec' (#7413)
[20:41:35	]Seymour Wilson has lost a 'Brązowy prochowiec' #7413.
[20:41:36	][LOOC] Cpl. Benjamin Aschrown: widziałem właśnie latający karabin snajperski xD
[20:41:39	][ME] Raban Vogt: zakrywa usta rannego ręką
[20:41:40	]Boiko Dulkiewicz ran 'drop' on item 'The Overseer' (#7565)
[20:41:40	]Boiko Dulkiewicz has lost a 'The Overseer' #7565.
[20:41:40	]Richard Evans used command '/CharDesc'.
[20:41:42	]Boiko Dulkiewicz has used a context menu option with the name: remove
[20:41:45	]Seymour Wilson ran 'take' on item 'Brązowy prochowiec' (#7413)
[20:41:45	]Seymour Wilson has gained a 'Brązowy prochowiec' #7413.
[20:41:47	]Seymour Wilson ran 'drop' on item 'Brązowy prochowiec' (#7413)
[20:41:47	]Seymour Wilson has lost a 'Brązowy prochowiec' #7413.
[20:41:48	]Seymour Wilson exited observer at their location.
[20:41:50	]Boiko Dulkiewicz entered observer.
[20:41:51	][RUS] Sawa Ilyin: Kapral żyje?
[20:41:52	]Seymour Wilson ran 'take' on item 'Brązowy prochowiec' (#7413)
[20:41:52	]Seymour Wilson has gained a 'Brązowy prochowiec' #7413.
[20:41:55	]Seymour Wilson ran 'drop' on item 'Brązowy prochowiec' (#7413)
[20:41:55	]Seymour Wilson has lost a 'Brązowy prochowiec' #7413.
[20:41:56	][ME] Raban Vogt: zakrywa oczy rannego dlonią
[20:41:59	]Seymour Wilson ran 'take' on item 'Brązowy prochowiec' (#7413)
[20:41:59	]Seymour Wilson has gained a 'Brązowy prochowiec' #7413.
[20:41:59	][RUS] Sawa Ilyin: Dlaczego go zakrywają?
[20:42:01	]Brig. Richard Levittoux used command '/Radio Brygadier do dowództwa, aktualnie reorganizujemy się na stacji i niedługo wyruszamy, prawdopodobnie brakuje nam conajmniej dwóch.'.
[20:42:01	][IC] Mikhail Popow: Dobra chuj zatrzymajcie sobie.
[20:42:02	][ME] Bruno White: bierze skalpel i przecina powłokę brzuszną
[20:42:03	][IC] Mikhail Popow: Ale macie to.
[20:42:07	]Mikhail Popow ran 'drop' on item 'Sól fizjologiczna' (#7542)
[20:42:07	]Mikhail Popow has lost a 'Sól fizjologiczna' #7542.
[20:42:08	]Seymour Wilson ran 'drop' on item 'Brązowy prochowiec' (#7413)
[20:42:08	]Seymour Wilson has lost a 'Brązowy prochowiec' #7413.
[20:42:09	]Richard Evans has changed Richard Evans's bodygroups.
[20:42:10	]Cpl. Dimitri Samienko has changed Cpl. Dimitri Samienko's bodygroups.
[20:42:11	]Bernard Järvi has gained a 'Magazynek do Pukawka 6rnd' #6952.
[20:42:11	]Bernard Järvi has lost a 'Magazynek do Pukawka 6rnd' #6948.
[20:42:13	]Seymour Wilson ran 'take' on item 'Brązowy prochowiec' (#7413)
[20:42:13	]Seymour Wilson has gained a 'Brązowy prochowiec' #7413.
[20:42:13	][ME] Jacob Rabe: Łapie mężczyzne za twarz, przybliża się twarzą do mężczyzny i szepcze. "Słuchaj, nie mam całego dnia. Masz ostatnią szanse aby zrobić to polubownie."
[20:42:13	]Seymour Wilson entered observer.
[20:42:17	]Brig. Richard Levittoux ran 'take' on item 'Sól fizjologiczna' (#7542)
[20:42:17	]Brig. Richard Levittoux has gained a 'Sól fizjologiczna' #7542.
[20:42:18	][IC] Mikhail Popow: Ta.
[20:42:21	][IC] Mikhail Popow: Weście tą MP5.
[20:42:24	]Brig. Richard Levittoux ran 'take' on item 'MP5A3' (#7564)
[20:42:24	]Brig. Richard Levittoux has gained a 'MP5A3' #7564.
[20:42:26	]Brig. Richard Levittoux ran 'Equip' on item 'MP5A3' (#7564)
[20:42:31	][IC] Mikhail Popow: Zostane z tą pompą.
[20:42:31	][ME] Bruno White: przeciera opatrunkiem rane aby pozbyć się nadmiaru krwi 
[20:42:34	]Col. Anastasiy Jegorovich used command '/Radio Zrozumiano.'.
[20:42:34	]Mikhail Popow has gained a 'Magazynek do M870 8rnd' #6902.
[20:42:34	]Mikhail Popow has lost a 'Magazynek do M870 8rnd' #6903.
[20:42:35	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6950.
[20:42:35	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6953.
[20:42:35	][IC] Jacob Rabe: Jeżeli chcesz wyjść z tego bez cierpienia powiesz mi wszystko co chce.
[20:42:36	][ME] Bruno White: znajduje miejsce krwawienia
[20:42:36	][IC] Mirik Abudayev: Ale ja naprawdę nie wiem!
[20:42:40	]Seymour Wilson exited observer at their location.
[20:42:40	]Seymour Wilson entered observer.
[20:42:40	][ME] Bruno White: *Udane ?*
[20:42:41	][ME] Sawa Ilyin: kaszle
[20:42:41	]Seymour Wilson exited observer at their location.
[20:42:44	]Raban Vogt used command '/ActCheck'.
[20:42:46	]Seymour Wilson ran 'drop' on item 'Brązowy prochowiec' (#7413)
[20:42:46	]Seymour Wilson has lost a 'Brązowy prochowiec' #7413.
[20:42:47	][RUS] Mikhail Popow: jak się trzymasz brachu?
[20:42:47	]Seymour Wilson ran 'drop' on item 'Apteczka pierwszej pomocy' (#7540)
[20:42:47	]Seymour Wilson has lost a 'Apteczka pierwszej pomocy' #7540.
[20:42:50	][ME] Cpl. Dimitri Samienko: kapral wiodczeje i przestaje się ruszać, oddycha.
[20:42:50	]Seymour Wilson ran 'take' on item 'Apteczka pierwszej pomocy' (#7540)
[20:42:50	]Seymour Wilson has gained a 'Apteczka pierwszej pomocy' #7540.
[20:42:50	]Raban Vogt used command '/ExitAct'.
[20:42:51	]Seymour Wilson ran 'take' on item 'Brązowy prochowiec' (#7413)
[20:42:51	]Seymour Wilson has gained a 'Brązowy prochowiec' #7413.
[20:42:53	]Seymour Wilson ran 'EquipUn' on item 'SSG-08' (#7434)
[20:42:53	]Seymour Wilson has gained a 'Magazynek do snajperki 10rnd' #7432.
[20:42:53	]Mikhail Popow has gained a 'Magazynek do M870 8rnd' #6903.
[20:42:53	]Mikhail Popow has lost a 'Magazynek do M870 8rnd' #6902.
[20:42:54	]Seymour Wilson ran 'drop' on item 'Brązowy prochowiec' (#7413)
[20:42:54	]Seymour Wilson has lost a 'Brązowy prochowiec' #7413.
[20:42:55	]Raban Vogt used command '/ActCheck'.
[20:42:56	]Seymour Wilson ran 'take' on item 'Brązowy prochowiec' (#7413)
[20:42:56	]Seymour Wilson has gained a 'Brązowy prochowiec' #7413.
[20:42:56	][RUS] Sawa Ilyin: Co z kapralem? Zakryli go czymś
[20:42:58	]Mikhail Popow has gained a 'Magazynek do M870 8rnd' #6902.
[20:42:58	]Mikhail Popow has lost a 'Magazynek do M870 8rnd' #6903.
[20:42:58	]Raban Vogt used command '/ExitAct'.
[20:43:01	]Brig. Richard Levittoux ran 'Consume' on item 'Croissant' (#7280)
[20:43:01	]Brig. Richard Levittoux has gained a level 3 long boost in Inteligencja.
[20:43:01	]Seymour Wilson has spawned a improved_yellow.
[20:43:03	]Raban Vogt used command '/ActCheck'.
[20:43:04	]Seymour Wilson ran 'take' on item 'Żółte tabletki lepszej jakości' (#7566)
[20:43:04	]Seymour Wilson has gained a 'Żółte tabletki lepszej jakości' #7566.
[20:43:06	]Mikhail Popow is fully healed.
[20:43:07	]Sam'hyde used command '/CharSetName Wort Sam'hyde'.
[20:43:08	]Seymour Wilson ran 'use' on item 'Żółte tabletki lepszej jakości' (#7566)
[20:43:08	]Seymour Wilson has gained a level 5 short boost in Percepcja.
[20:43:09	]Seymour Wilson ran 'use' on item 'Żółte tabletki lepszej jakości' (#7566)
[20:43:09	]Seymour Wilson has wasted a level 5 short boost in Percepcja (current: 0; target: 5).
[20:43:09	]Raban Vogt used command '/ExitAct'.
[20:43:12	][ME] Bruno White: zakłada kleszcze chirurgiczne
[20:43:13	][RUS] Sawa Ilyin: Ale jeśli chodzi o mnie, to... Żyje
[20:43:13	][IC] Mirik Abudayev: Wzięli mnie tutaj i mówili, że będziemy bohaterami, że benefity dostaniemy...
[20:43:13	]Raban Vogt used command '/ActCheck'.
[20:43:13	]Seymour Wilson ran 'drop' on item 'Brązowy prochowiec' (#7413)
[20:43:13	]Seymour Wilson has lost a 'Brązowy prochowiec' #7413.
[20:43:16	]Seymour Wilson ran 'take' on item 'Brązowy prochowiec' (#7413)
[20:43:16	]Seymour Wilson has gained a 'Brązowy prochowiec' #7413.
[20:43:19	][RUS] Mikhail Popow: nie wiem... pewnie da radę
[20:43:19	][LOOC] Recik: sory że niszcze immersje, ale miałeś z kimś jakąś "znajomość"? W sensie z żołnierzy ic
[20:43:20	]Lin (STEAM_0:0:49825902) has disconnected.
[20:43:22	][ME] Jacob Rabe: Łapie za pasek z bronią, przeciągając ją z pleców do rąk, bierze zamach i uderza mężczyzne z kolby prosto w twarz.
[20:43:25	][ME] Bruno White: bierze nici chirurgiczne i zszywa rozerwaną tkankę
[20:43:35	][LOOC] Mirik Abudayev: nie miałem za bardzo
[20:43:35	][ME] Bruno White: *Udane*
[20:43:36	][ME] Cpl. Benjamin Aschrown: próbuje otworzyć kontener.
[20:43:39	][LOOC] Recik: k
[20:43:41	]Brig. Richard Levittoux used command '/Radio Kapral pierwszej drużyny raportujcie na bieżąco.'.
[20:43:43	][ME] Bruno White: oczyszcza miejsce zszycia wacikiem
[20:43:45	][IC] Jacob Rabe: Słuchaj kurwa, nie będziesz mi tu kłamał jak śmieć.
[20:43:48	][RUS] Sawa Ilyin: Dostałem w brzuch, adrenalina ustała i boli jak cholera, ale dali mi jakieś rzeczy, więc nie jest tak źle...
[20:43:50	][ME] Bruno White: zszywa powłokę brzuszną po czym dezynfekuję ranę
[20:43:56	][WRUS] Mikhail Popow: w bazie będziemy mieć wódkę do rozpicia. *mróga do niego okiem*
[20:44:05	]Cpl. Rousset St. Julein has changed Cpl. Rousset St. Julein's bodygroups.
[20:44:05	][IC] Mirik Abudayev: Jak mam kłamać jak naprawdę nie wiem.
[20:44:07	]Richard Evans used command '/ActDown'.
[20:44:08	][ME] Bruno White: wyjmuje opatrunek samoprzylepny
[20:44:09	]Richard Evans used command '/ExitAct'.
[20:44:12	][RUS] Mikhail Popow: rospijemy to
[20:44:14	][ME] Bruno White: zabezpiecza ranę opatrunkiem
[20:44:19	][RUS] Sawa Ilyin: Wódkę? Ech... Wolałbym gorący prysznic.
[20:44:19	]Cpl. Benjamin Aschrown used command '/Radio Zrozumiano... *słychać, jak wymiociny podchodzą mu do gardła.* Będę...'.
[20:44:20	]Boiko Dulkiewicz is fully healed.
[20:44:25	]Raban Vogt used command '/ExitAct'.
[20:44:32	][IC] Mirik Abudayev: Czego wy w ogóle chcecie ode mnie?!
[20:44:33	][ME] Raban Vogt: odsłanią rękę
[20:44:34	]Col. Anastasiy Jegorovich opened the 'Skrzynia na przedmioty' #1061 container.
[20:44:35	][ME] Cpl. Dimitri Samienko: na jego twarzy widnieje uśmiech a oczy ma zamknięte
[20:44:37	]Col. Anastasiy Jegorovich closed the 'Skrzynia na przedmioty' #1061 container.
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 16 damage (CritChance was 0.97).
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie dealing 15 damage (CritChance was 0.97).
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie dealing 15 damage (CritChance was 0.97).
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie dealing 0 damage (CritChance was 0.97).
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie dealing 15 damage (CritChance was 0.97).
[20:44:40	]Bernard Järvi has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 1.01).
[20:44:40	]Bernard Järvi has critically hit npc_poisonzombie in the head dealing 29 damage (CritChance was 1.01).
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 16 damage (CritChance was 0.97).
[20:44:40	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie dealing 15 damage (CritChance was 0.97).
[20:44:41	]Bernard Järvi has critically hit npc_poisonzombie dealing 27 damage (CritChance was 1.01).
[20:44:42	]Cpl. Benjamin Aschrown has gained a 'Magazynek do VSK 20rnd' #6914.
[20:44:42	]Cpl. Benjamin Aschrown has lost a 'Magazynek do VSK 20rnd' #6913.
[20:44:44	][IC] Mirik Abudayev: Trzeba było pochwycić brygadiera.
[20:44:46	][RUS] Mikhail Popow: Może i nam dadzą. Zobaczy się... szczerze sam bym też skorzystał z takiej propozycji prysznica.
[20:44:48	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie dealing 15 damage (CritChance was 0.97).
[20:44:48	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie dealing 15 damage (CritChance was 0.97).
[20:44:48	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie dealing 15 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 16 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 16 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has hit npc_poisonzombie in the head dealing 8 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 16 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:49	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 16 damage (CritChance was 0.97).
[20:44:50	]Cpl. Benjamin Aschrown has hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:50	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 0 damage (CritChance was 0.97).
[20:44:50	]Cpl. Benjamin Aschrown has critically hit npc_poisonzombie in the head dealing 16 damage (CritChance was 0.97).
[20:44:51	]Bernard Järvi has critically hit npc_headcrab_poison dealing 27 damage (CritChance was 1.01).
[20:44:53	]Cpl. Benjamin Aschrown has gained a 'Magazynek do VSK 20rnd' #6913.
[20:44:53	]Cpl. Benjamin Aschrown has lost a 'Magazynek do VSK 20rnd' #6912.
[20:44:53	]Bernard Järvi has gained a 'Magazynek do Pukawka 6rnd' #6948.
[20:44:53	]Bernard Järvi has lost a 'Magazynek do Pukawka 6rnd' #6952.
[20:44:53	]PFC. Nicolai Alekseev has gained level 31 in the Broń palna skill.
[20:44:56	]Cpl. Benjamin Aschrown has critically hit npc_headcrab_poison dealing 15 damage (CritChance was 0.97).
[20:44:57	]Lin has connected.
[20:45:00	][RUS] Sawa Ilyin: Ale nie zrozum mnie źle. Lepiej wódka niż nic. Wypijemy za oddział i za poległych!
[20:45:09	]PFC. Nicolai Alekseev ran 'Consume' on item 'Woda Breena' (#7108)
[20:45:09	]PFC. Nicolai Alekseev has gained a 'Pusta puszka po wodzie Breen'a' #7567.
[20:45:11	]Cpl. Benjamin Aschrown used command '/Radio Dwa kontakty zarażone, zlikwidowane...'.
[20:45:13	][IC] Jacob Rabe: Czego od ciebie chcemy? Informacji, czego nie rozumiesz? Jak nazywa się twoja dywizja, armia cokolwiek?
[20:45:20	][RUS] Mikhail Popow: No a jak! Dobra idę na dwór się przewietrzyć.
[20:45:21	]PFC. Nicolai Alekseev has performed the 'Wytwórz Rozłóż puszkę wody Breena' action, gaining 20 experience in crafting.
[20:45:21	]PFC. Nicolai Alekseev has gained a 'Plastik' #7568.
[20:45:27	][RUS] Sawa Ilyin: Tia
[20:45:29	]Brig. Richard Levittoux used command '/Radio Gdzie aktualnie jesteście? Jeżeli będziemy w stanie wyruszamy za rzekę.'.
[20:45:30	]Cpl. Benjamin Aschrown opened the 'Skrzynia na przedmioty' #1062 container.
[20:45:35	][ME] Bernard Järvi: przeszukuje
[20:45:35	]Bernard Järvi opened the 'Skrzynia na przedmioty' #1061 container.
[20:45:38	]Bernard Järvi has gained a 'Amunicja śrutowa do strzelb' #6988 from a container with the name 'Skrzynia na przedmioty' #1061.
[20:45:38	]Cpl. Benjamin Aschrown closed the 'Skrzynia na przedmioty' #1062 container.
[20:45:39	]Bernard Järvi has gained a 'Amunicja śrutowa do strzelb' #6992 from a container with the name 'Skrzynia na przedmioty' #1061.
[20:45:39	]Col. Anastasiy Jegorovich used command '/LocalEvent W kontenerze czuć niewyobrażalny odór zgnilizny.'.
[20:45:39	]Mikhail Popow has gained a 'Magazynek do M870 8rnd' #6903.
[20:45:39	]Mikhail Popow has lost a 'Magazynek do M870 8rnd' #6902.
[20:45:40	]Bernard Järvi has gained a 'Amunicja PM' #7000 from a container with the name 'Skrzynia na przedmioty' #1061.
[20:45:41	]Bernard Järvi has gained a 'Amunicja PM' #7003 from a container with the name 'Skrzynia na przedmioty' #1061.
[20:45:42	]Bernard Järvi has gained a 'Amunicja karabinowa' #6998 from a container with the name 'Skrzynia na przedmioty' #1061.
[20:45:43	]Bernard Järvi closed the 'Skrzynia na przedmioty' #1061 container.
[20:45:44	]Col. Anastasiy Jegorovich used command '/LocalEvent W kontenerze czuć niewyobrażalny odór zgnilizny.'.
[20:45:44	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6953.
[20:45:44	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6950.
[20:45:45	]Bernard Järvi opened the 'Skrzynka' #1016 container.
[20:45:46	]Mikhail Popow ran 'drop' on item 'Bandaż' (#7556)
[20:45:46	]Mikhail Popow has lost a 'Bandaż' #7556.
[20:45:47	]Carlos Ortizz has gained a 'Magazynek do Pukawka 6rnd' #6950.
[20:45:47	]Carlos Ortizz has lost a 'Magazynek do Pukawka 6rnd' #6953.
[20:45:47	]Bernard Järvi has gained a 'Amunicja śrutowa do strzelb' #6991 from a container with the name 'Skrzynka' #1016.
[20:45:47	][IC] Sawa Ilyin: Huh?
[20:45:48	]Bernard Järvi has gained a 'Amunicja śrutowa do strzelb' #6989 from a container with the name 'Skrzynka' #1016.
[20:45:48	]Cpl. Benjamin Aschrown ran 'combine' on item 'Magazynek do VSK 20rnd' (#6914)
[20:45:49	]Brig. Richard Levittoux ran 'drop' on item 'Sól fizjologiczna' (#7542)
[20:45:49	]Brig. Richard Levittoux has lost a 'Sól fizjologiczna' #7542.
[20:45:49	]Mikhail Popow ran 'take' on item 'Bandaż' (#7556)
[20:45:49	]Mikhail Popow has gained a 'Bandaż' #7556.
[20:45:49	]Bernard Järvi has gained a 'Amunicja śrutowa do strzelb' #6990 from a container with the name 'Skrzynka' #1016.
[20:45:50	]Cpl. Benjamin Aschrown ran 'combine' on item 'Magazynek do VSK 20rnd' (#6913)
[20:45:50	]Bernard Järvi has gained a 'Amunicja karabinowa' #6996 from a container with the name 'Skrzynka' #1016.
[20:45:51	]Cpl. Benjamin Aschrown ran 'combine' on item 'Magazynek do VSK 20rnd' (#6913)
[20:45:51	]Bernard Järvi has gained a 'Amunicja karabinowa' #6995 from a container with the name 'Skrzynka' #1016.
[20:45:52	]Cpl. Benjamin Aschrown opened the 'Skrzynia na przedmioty' #1062 container.
[20:45:53	]Bernard Järvi has gained a 'Amunicja PM' #7002 from a container with the name 'Skrzynka' #1016.
[20:45:54	]Bruno White ran 'take' on item 'Sól fizjologiczna' (#7542)
[20:45:55	]Bernard Järvi closed the 'Skrzynka' #1016 container.
[20:45:55	]Cpl. Benjamin Aschrown has gained a 'Amunicja karabinowa' #6994 from a container with the name 'Skrzynia na przedmioty' #1062.
[20:45:56	][ME] Raban Vogt: sprawdza tetno. Przykłada 2 palce pod bok rzuchwy i zaczyn a w myślach odliczać 30 sekund.
[20:45:56	]Cpl. Benjamin Aschrown has gained a 'Amunicja karabinowa' #6997 from a container with the name 'Skrzynia na przedmioty' #1062.
[20:45:57	]Cpl. Benjamin Aschrown has gained a 'Amunicja śrutowa do strzelb' #6993 from a container with the name 'Skrzynia na przedmioty' #1062.
[20:45:58	]Bruno White ran 'take' on item 'Sól fizjologiczna' (#7542)
[20:45:58	][IC] Mikhail Popow: Ma ktoś magazynki.
[20:45:58	]Cpl. Benjamin Aschrown has gained a 'Amunicja PM' #7001 from a container with the name 'Skrzynia na przedmioty' #1062.
[20:45:59	]Cpl. Benjamin Aschrown has gained a 'Amunicja PM' #6999 from a container with the name 'Skrzynia na przedmioty' #1062.
