[16:53:08	]Coloss s'est connecté.
[22:18:28	][IC] Capitaine Alexandre Lambert: Bon et nah tempis.
[22:18:29	]Martin Gagnon a ouvert le stockage 'Armoire à dossiers' #10559.
[22:18:30	]Martin Gagnon a fermé le stockage 'Armoire à dossiers' #10559.
[22:18:31	][IC] Théobald Griaud: C'est ça le programme.
[22:18:32	] Capitaine Augustin de Guillebon a utilisé la commande '/Radio Permission d'investir les 3 commerces devants nou ?'.
[22:18:34	][IC] C13:i2.UNION-287: <:: Qui veut prendre un bain ? ::>
[22:18:34	]Philippe Bertna a utilisé la commande '/ActCheck'.
[22:18:34	][IC] C13:i2.HERO-26: <:: Code cent. ::>
[22:18:35	][IC] Martin Gagnon: J'oubliais.
[22:18:35	][IC] Asling Costelo: Bah écoute, ils se baladent mais je pense pas que nous devrions nous éloigner car le chef va nous défoncer.
[22:18:35	][LOOC] 1ère cl. Frank Henry: A moins que je n'arrive pas à les prendres
[22:18:36	] Capitaine Augustin de Guillebon a utilisé la commande '/Radio nous*'.
[22:18:37	]?????! created a 'Caisse de munitions' container.
[22:18:37	]?????! a utilisé une option de menu contextuel portant ce nom : wncontainer_create
[22:18:37	][IC] Charles Van-Brabant: Mhh.
[22:18:38	][IC] C13:i2.HERO-26: <:: Pas envie. ::>
[22:18:38	]?????! a ouvert le stockage 'Caisse de munitions' #10688.
[22:18:38	][IC] Carmine Durandal: Je vois le plan.
[22:18:39	]Philippe Bertna a utilisé la commande '/ExitAct'.
[22:18:40	]Capitaine Alexandre Lambert a exécuté 'take' sur l'article 'Couperet' (#201920)
[22:18:40	]Capitaine Alexandre Lambert a gagné un 'Couperet' #201920.
[22:18:40	]?????! a fermé le stockage 'Caisse de munitions' #10688.
[22:18:42	][ENGLISH] Xin'Fen Duval: Shit... Where did you find a brush for your hair?
[22:18:43	][IC] C13:i2.UNION-287: <:: Y'a encore de l'eau a ton avis ? ::>
[22:18:44	][IC] Capitaine Alexandre Lambert: J'ai pris le couperet.
[22:18:44	][IC] Théobald Griaud: J'en suis râvi, Carmine.
[22:18:45	][IC] Mathis Kermarec: Ta raison.
[22:18:47	][IC] Martin Gagnon: N'oubliez pas de prendre un casque militaire dans la boite là derrière.
[22:18:49	][IC] 1ère cl. Frank Henry: Du moins on à un couperet usée.
[22:18:50	]Philippe Bertna a utilisé la commande '/ActLean'.
[22:18:51	]Martin Gagnon a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:18:52	][IC] 1ère cl. Thibault Dubois: Les 4 magasins mon capitaine.
[22:18:52	]Commandant Adolphe Renault a utilisé la commande '/Radio Ici le Commandant, une escouade a fouillé le magasin CHANGE et a trouvé un squelette, avec des armes et des munitions, ils ont tout ramassé et se sont placer au portail du checkpoint.'.
[22:18:53	]Martin Gagnon a fermé le stockage 'Grosse caisse en bois' #10541.
[22:18:56	][ENGLISH] Xin'Fen Duval: Lucia wouldn't kiss me with mine.
[22:18:57	]Thomas Endseson a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:18:59	]C13:i2.HERO-26 a utilisé la commande '/Radio Compris.'.
[22:18:59	][ENGLISH] Dave McAllen: All natural baby. I was blessed with good looks.
[22:18:59	]Philippe Bertna a utilisé la commande '/ActLean 2'.
[22:19:00	]Thomas Endseson a gagné un 'Casque militaire en acier' #201680 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:19:02	]Thomas Endseson a fermé le stockage 'Grosse caisse en bois' #10541.
[22:19:05	]Philippe Bertna a utilisé la commande '/ActLean 2'.
[22:19:06	][IC] Mathis Kermarec: Sa va ?
[22:19:08	][Y] C13:i3.XRAY-75: <:: Revien la connard. ::>
[22:19:12	][IC] Asling Costelo: Putaint j'ai faillie me casser la jambes.
[22:19:13	]Commandant Adolphe Renault a utilisé la commande '/Radio Un autre groupe a reperé un tunnel abandonné avec une grande rue délabrée et RAS.'.
[22:19:16	][IC] C13:i2.HERO-26: <:: Un cadavre. ::>
[22:19:16	][IC] Asling Costelo: Quel con.
[22:19:17	][IC] Martin Gagnon: Vous devrez les porter à chaque fois que vous serez de garde, comme votre gilet.
[22:19:20	][IC] C13:i2.UNION-287: <:: Ah. ::>
[22:19:20	] Capitaine Augustin de Guillebon a utilisé la commande '/Radio on a une porte qui s'est ouverte devant nous mon commandant on attend vos directives !!'.
[22:19:21	][IC] C13:i2.HERO-26: <:: Pauvre enfoiré. ::>
[22:19:21	][IC] Asling Costelo: Mais sinon ça va .
[22:19:21	]1ère cl. Frank Henry a utilisé la commande '/Radio Echo à Alpha, l'arme de poing et ces munitions sont dans un état minable, inutilisable, tandis que le couperet peut être utilisable'.
[22:19:22	][ENGLISH] Xin'Fen Duval: Yeah, Yeah... Keep saying that.
[22:19:23	][IC] Théobald Griaud: On peut commencer à entrer ?
[22:19:23	][VORTSHOUT] Throx'zin: i gonne rest around the rebel base
[22:19:24	][IC] Mathis Kermarec: Fait attention.
[22:19:25	][IC] Charles Van-Brabant: Aller avec les autres dehors, eviter de quitter la zone ici.
[22:19:25	][IC] Martin Gagnon: Compris ?
[22:19:26	][IC] Eric Dwaner: On ne s'éparpille pas, ça facilitera la tâche aux officiers.
[22:19:26	][IC] C13:i2.UNION-287: <:: Ca doit faire longtemps qu'il est la le con. ::>
[22:19:28	]Philippe Bertna a utilisé la commande '/ExitAct'.
[22:19:29	][IC] C13:i2.HERO-26: <:: Yep. ::>
[22:19:32	]Rusa Douc a utilisé la commande '/ActStand'.
[22:19:32	]Philippe Bertna a utilisé la commande '/ActLean 1'.
[22:19:34	]Philippe Bertna a utilisé la commande '/ActLean 1'.
[22:19:35	][IC] Martin Gagnon: Equipez-vous maintenant.
[22:19:35	][IC] Gordon Volcom: Bien compris.
[22:19:36	][IC] C13:i2.UNION-287: <:: Et voila sa femme. ::>
[22:19:37	]Philippe Bertna a utilisé la commande '/ExitAct'.
[22:19:38	][IC] C13:i2.UNION-287: <:: Martine. ::>
[22:19:38	][IC] Dave McAllen: Hrmm.
[22:19:39	]Dave McAllen a utilisé la commande '/ExitAct'.
[22:19:40	][IC] C13:i2.HERO-26: <:: Haha. ::>
[22:19:40	]Philippe Bertna a utilisé la commande '/ActLean 2'.
[22:19:41	]Gordon Volcom a ouvert le stockage 'Grosse caisse en bois' #10572.
[22:19:42	][IC] Martin Gagnon: Fréquence.
[22:19:42	][IC] C13:i2.UNION-287: <:: En train de prendre une douche. ::>
[22:19:43	][IC] Cpl. Francis Duval: Le capitaine a des ennuis.
[22:19:44	]Gordon Volcom a fermé le stockage 'Grosse caisse en bois' #10572.
[22:19:45	][IC] C13:i2.UNION-287: <:: Connasse. ::>
[22:19:47	][IC] C13:i2.HERO-26: <:: Salope, martine. ::>
[22:19:48	]Philippe Bertna a utilisé la commande '/ActLean 2'.
[22:19:52	][IC] Charles Van-Brabant: Aller dehors.
[22:19:52	]Tuki a déchargé son personnage "Syrthal'Kar".
[22:19:54	][IC] 1ère cl. Thibault Dubois: Attention mon capitaine.
[22:19:56	]?????! a désactivé le mode observateur à son point d'origine.
[22:19:57	][IC] Martin Gagnon: Channel 8, QT 9.
[22:19:57	][IC] Commandant Adolphe Renault: Charlie ?
[22:19:58	]?????! a activé le mode observateur.
[22:19:59	]?????! a désactivé le mode observateur à son point d'origine.
[22:20:00	][IC] Gordon Volcom: Je ne suis pas encore équiper.
[22:20:00	][IC] Mathis Kermarec: Salut les mecs.
[22:20:02	]Rusa Douc a utilisé la commande '/ExitAct'.
[22:20:03	]Philippe Bertna a utilisé la commande '/ActLean 2'.
[22:20:03	]?????! a activé le mode observateur.
[22:20:04	]Asling Costelo a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:20:04	][IC]  Capitaine Augustin de Guillebon: Le commandant est a la traine là.
[22:20:04	]Thomas Endseson a exécuté 'qt' sur l'article 'Radio portable' (#201707)
[22:20:05	][IC] Philippe Bertna: Hey.
[22:20:05	][IC] Rusa Douc: Salut.
[22:20:05	]Thomas Endseson a exécuté 'qt' sur l'article 'Radio portable' (#201707)
[22:20:05	]Dave McAllen a exécuté 'take' sur l'article 'Hachette' (#201196)
[22:20:05	]Dave McAllen a gagné un 'Hachette' #201196.
[22:20:08	][IC] Charles Van-Brabant: Ce n'est pas maintenant.
[22:20:08	] Capitaine Augustin de Guillebon a gagné un 'Chargeur de G3' #201760.
[22:20:08	] Capitaine Augustin de Guillebon a perdu un 'Chargeur de G3' #201761.
[22:20:09	][IC] Cpl. Francis Duval: Vous avez pas entendu radio ?
[22:20:09	]Capitaine Alexandre Lambert a utilisé la commande '/Radio Charlie vous recevez?'.
[22:20:11	]Thomas Endseson a exécuté 'channel' sur l'article 'Radio portable' (#201707)
[22:20:11	][IC] Commandant Adolphe Renault: Echo, allez rejoindre Charlie, au pas de course !
[22:20:13	][IC] C13:i2.UNION-287: <:: Je te suis. ::>
[22:20:14	][ENGLISH] Dave McAllen: This'll be useful.
[22:20:15	]????? a utilisé la commande '/PM Carmine .........'.
[22:20:15	]Asling Costelo a gagné un 'Imperméable sombre' #201672 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:20:15	][IC] Thomas Endseson: C'est bon.
[22:20:15	][IC] Mathis Kermarec: Alors comment va le monde ?
[22:20:16	][IC] Rusa Douc: Alors quoi de beau?
[22:20:16	][IC] C13:i2.HERO-26: <:: Hmhm. ::>
[22:20:17	]Asling Costelo a gagné un 'Casquette plate' #201689 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:20:17	][Y] C13:i3.XRAY-75: <:: Sortez d'ici! ::>
[22:20:18	][IC] Capitaine Alexandre Lambert: Vers où?
[22:20:19	]Asling Costelo a gagné un 'Mitaines' #201675 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:20:19	][IC] Martin Gagnon: Je répête.
[22:20:21	][IC] Martin Gagnon: Channel 8, QT 9.
[22:20:21	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[22:20:21	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.052; Result: CRIT;
[22:20:21	][DEBUG-WEPBAL] baseCrit: 0.30; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[22:20:21	][DEBUG-WEPBAL] Chance: 0.380; Roll: 0.015; Result: CRIT;
[22:20:21	]C13:i3.XRAY-75 a critically hit Dave McAllen dans la left leg infligeant 10 dégats (Chance de crit : 0.38).
[22:20:21	]Dave McAllen a subi 10 dégâts de C13:i3.XRAY-75.
[22:20:22	][IC] Commandant Adolphe Renault: Là-bas !
[22:20:23	][IC] 1ère cl. Frank Henry: Qu'elle est la dernière localisation ?
[22:20:23	][Y] C13:i3.XRAY-75: <:: Sortez d'ici! ::>
[22:20:24	]1ère cl. Frank Henry a gagné un 'Chargeur de G3' #201859.
[22:20:24	]1ère cl. Frank Henry a perdu un 'Chargeur de G3' #201850.
[22:20:24	]Commandant Adolphe Renault a gagné un 'Chargeur de G3' #200115.
[22:20:24	]Commandant Adolphe Renault a perdu un 'Chargeur de G3' #200116.
[22:20:24	][ME] Charles Van-Brabant: viendras enfiler ca tenue
[22:20:25	]Capitaine Alexandre Lambert a gagné un 'Chargeur de G3' #201439.
[22:20:25	]Capitaine Alexandre Lambert a perdu un 'Chargeur de G3' #201438.
[22:20:25	]C13:i2.UNION-287 a utilisé la commande '/Radio 34s ?'.
[22:20:26	][Y] Xin'Fen Duval: PUTA-.
[22:20:26	][IC] Mathis Kermarec: J'ai fait ma visite et toi ?
[22:20:27	][IC] Rusa Douc: Bof bof temps de merde....
[22:20:27	]Asling Costelo a gagné un 'Chaussures bleu foncé' #201665 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:20:27	][IC] Martin Gagnon: Faites un test.
[22:20:32	]Thomas Endseson a utilisé la commande '/Radio Test'.
[22:20:33	]Cpl. Francis Duval has gained level 4 in the Vitesse skill.
[22:20:34	][IC] Rusa Douc: Je suis de garde.
[22:20:35	][Y] Xin'Fen Duval: Mec calme toi il parle pas ta putain de langue!
[22:20:35	]Throx'zin a exécuté 'take' sur l'article 'Canette d'eau' (#200979)
[22:20:35	]Throx'zin a gagné un 'Canette d'eau' #200979.
[22:20:35	] Capitaine Augustin de Guillebon a utilisé la commande '/Radio affirmatif je vous ai demandé si on pouvais invesitr les batiments mon commandant'.
[22:20:36	]Asling Costelo a gagné un 'Pantalon vert foncé' #201650 depuis un conteneur nommé 'Grosse caisse en bois' #10541.
[22:20:36	][ENGLISH] Dave McAllen: You put a hole in my fucking coat man!
[22:20:37	]Thomas Endseson a exécuté 'channel' sur l'article 'Radio portable' (#201707)
[22:20:37	]Asling Costelo a fermé le stockage 'Grosse caisse en bois' #10541.
[22:20:37	]Martin Gagnon a utilisé la commande '/Radio Test'.
[22:20:37	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[22:20:37	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.984; Result: HIT;
[22:20:38	]Throx'zin a exécuté 'take' sur l'article 'Canette d'eau' (#200980)
[22:20:38	]Throx'zin a gagné un 'Canette d'eau' #200980.
[22:20:38	]Thomas Endseson a utilisé la commande '/Radio Test'.
[22:20:40	]Throx'zin a exécuté 'take' sur l'article 'Canette d'eau' (#200981)
[22:20:40	]Throx'zin a gagné un 'Canette d'eau' #200981.
[22:20:40	]Thomas Endseson a utilisé la commande '/Radio Test'.
[22:20:40	]C13:i3.XRAY-75 a utilisé la commande '/Radio deux citoyen qui en font ca leurs tete'.
[22:20:41	][IC] Rusa Douc: J'attend le chef ici.
[22:20:41	][IC] Mathis Kermarec: Ah c'est pire en bretagne je suis habitué.
[22:20:42	]Thomas Endseson a exécuté 'qt' sur l'article 'Radio portable' (#201707)
[22:20:45	]Thomas Endseson a exécuté 'qt' sur l'article 'Radio portable' (#201707)
[22:20:45	] Capitaine Augustin de Guillebon a gagné un 'Chargeur de G3' #201761.
[22:20:45	] Capitaine Augustin de Guillebon a perdu un 'Chargeur de G3' #201760.
[22:20:45	]Charles Van-Brabant a exécuté 'channel' sur l'article 'Radio portable' (#201714)
[22:20:46	]Thomas Endseson a utilisé la commande '/Radio Test'.
[22:20:48	]Charles Van-Brabant a exécuté 'qt' sur l'article 'Radio portable' (#201714)
[22:20:49	][IC] Commandant Adolphe Renault: Il se passe quoi ?!
[22:20:51	][IC]  Capitaine Augustin de Guillebon: Cette porte là s'est ouverte.
[22:20:52	]Charles Van-Brabant a exécuté 'qt' sur l'article 'Radio portable' (#201714)
[22:20:55	][LOOC] Thomas Endseson: radioInvalidChannel ??
[22:20:55	][ENGLISH] C13:i2.HERO-26: Come with me, fucker.
[22:20:55	]C13:i2.HERO-26 a gagné un 'Chargeur USP' #201311.
[22:20:55	]C13:i2.HERO-26 a perdu un 'Chargeur USP' #201629.
[22:20:56	][IC] Martin Gagnon: Enfilez votre tenue.
[22:20:56	][IC] Mathis Kermarec: Sa plevait 1 jour sur 2.
[22:20:59	][IC] Asling Costelo: Ah parfait comme ça.
[22:20:59	]Charles Van-Brabant a utilisé la commande '/Radio test'.
[22:21:00	]Thomas Endseson a exécuté 'ToggleOn' sur l'article 'Radio portable' (#201707)
[22:21:01	][IC] 1ère cl. Thibault Dubois: Devant nous mon commandant.
[22:21:01	][ENGLISH] C13:i2.HERO-26: We're going to have a talk.
[22:21:01	][IC]  Capitaine Augustin de Guillebon: On doit avoir des problème de transimission j'ai demandé plusieurs fois dans la radio.
[22:21:02	]Thomas Endseson a utilisé la commande '/Radio Test'.
[22:21:06	][IC] Philippe Bertna: De l'orage...
[22:21:06	][ENGLISH] Dave McAllen: Easy with the gun, man.
[22:21:06	][IC] Thomas Endseson: C'est tout bon.
[22:21:06	][IC] Capitaine Alexandre Lambert: Quelqu'un est sans doute dedans.
[22:21:07	][IC] Gordon Volcom: Pardon, il ma dis pas maintenant pour les tenues.
[22:21:08	] Capitaine Augustin de Guillebon a gagné un 'Chargeur de G3' #201760.
[22:21:08	] Capitaine Augustin de Guillebon a perdu un 'Chargeur de G3' #201761.
[22:21:08	]Commandant Adolphe Renault a utilisé la commande '/Radio Je suis sur les lieux avec mon équipe, on investis.'.
[22:21:10	][ENGLISH] C13:i2.HERO-26: Come here.
[22:21:11	][IC] Rusa Douc: Oh putain il pleut plus fort....
[22:21:12	][IC] Martin Gagnon: C'est bon, je vous entends.
[22:21:17	]Charles Van-Brabant a exécuté 'ToggleOn' sur l'article 'Radio portable' (#201714)
[22:21:17	][IC] 1ère cl. Frank Henry: La nuit tombe rapidement aussi.
[22:21:18	][IC] Mathis Kermarec: En éte les orages sont comun la bas.
[22:21:19	][ME] Asling Costelo: Enfile de nouveau vêtement.
[22:21:20	]Charles Van-Brabant a utilisé la commande '/Radio test'.
[22:21:21	][IC] Martin Gagnon: Vous serez les premiers de garde.
[22:21:22	][IC] Capitaine Alexandre Lambert: On se met en position.
[22:21:25	][IC] Philippe Bertna: Quelque chose se prépare messieurs...
[22:21:26	][Y] Théobald Griaud: Bon! On suit! Mettons nous à l'abri du temps !
[22:21:27	][IC] Martin Gagnon: Donc, maintenant est le bon moment.
[22:21:32	][IC] 1ère cl. Frank Henry: Je garde l'extérieur.
[22:21:33	]Dave McAllen a utilisé la commande '/ActStand 4'.
[22:21:34	]Dave McAllen a utilisé la commande '/ExitAct'.
[22:21:35	][IC] Mathis Kermarec: Le temp ou l'union ?
[22:21:35	]Dave McAllen a utilisé la commande '/ActStand 4'.
[22:21:35	][ENGLISH] C13:i2.HERO-26: Right. When the CP starts yelling, whatever you're doing, you fucking follow them and your group.
[22:21:36	][IC] Rusa Douc: Oui je me doute bien....
[22:21:37	]Dave McAllen a utilisé la commande '/ExitAct'.
[22:21:38	] Capitaine Augustin de Guillebon a ouvert le stockage 'Caisse de munitions' #10688.
[22:21:38	][IC] Asling Costelo: Hey.
[22:21:40	][IC] Philippe Bertna: L'orage n'est pas bon signe.
[22:21:40	][ENGLISH] C13:i2.HERO-26: No more lone adventurer.
[22:21:40	][IC] Capitaine Alexandre Lambert: RAS.
[22:21:41	] Capitaine Augustin de Guillebon a fermé le stockage 'Caisse de munitions' #10688.
[22:21:42	]Capitaine Alexandre Lambert a ouvert le stockage 'Caisse de munitions' #10688.
[22:21:44	][IC]  Capitaine Augustin de Guillebon: RAS.
[22:21:44	]Capitaine Alexandre Lambert a fermé le stockage 'Caisse de munitions' #10688.
[22:21:45	]Gordon Volcom a ouvert le stockage 'Grosse caisse en bois' #10572.
[22:21:46	][IC] Théobald Griaud: Tout se passe bien à l'intérieur ?
[22:21:46	][IC] Throx'zin: Nous vous saluons.
[22:21:47	][ENGLISH] C13:i2.HERO-26: Got it?
[22:21:50	][IC] C13:i2.UNION-287: <:: Yep. ::>
[22:21:50	][IC] Commandant Adolphe Renault: La grenade est désarmée.
[22:21:51	][IC] Asling Costelo: Votre ami c'est pas trop éloignez?
[22:21:51	]Gordon Volcom a fermé le stockage 'Grosse caisse en bois' #10572.
[22:21:54	][IC] Charles Van-Brabant: Chef.
[22:21:55	][IC] Martin Gagnon: Bon, vous aiderez vos camarades qui ne parviennent pas à régler convenanblement la radio si jamais c'est nécessaire.
[22:21:58	][IC] Xin'Fen Duval: T'as le cran de sureté.
[22:21:58	][ENGLISH] Dave McAllen: Sir yes sir!
[22:21:59	][IC] Martin Gagnon: Hm ?
[22:22:01	][IC] Commandant Adolphe Renault: Et la boite à munition vide.
[22:22:02	][IC] Xin'Fen Duval: Tu feras gaffe.
[22:22:02	][IC] Mathis Kermarec: Mère nature qui nous pisse dessus sa calme plus d'un.
[22:22:04	][IC] C13:i2.UNION-287: <:: Euh, possible. ::>
[22:22:04	][ME] Rusa Douc: viendra sortir son arme 
[22:22:05	][IC] Martin Gagnon: Que fait-il ?
[22:22:07	][IC] Charles Van-Brabant: Ils etais dans l'eglise.
[22:22:08	][IC] Philippe Bertna: Haha.
[22:22:11	][IC] Throx'zin: Nous explorons afin de mieux vous aidez par la suite ...*.
[22:22:13	][IC] Théobald Griaud: Le temps commence à se gâter, Dwaner un avis sur la marche à suivre ?
[22:22:14	][ENGLISH] C13:i2.HERO-26: I better not see you doing weird stuff again, or you'll earn some beating.
[22:22:15	][IC] Charles Van-Brabant: Un retardataire.
[22:22:20	][ENGLISH] C13:i2.HERO-26: Get the fuck out of here.
[22:22:20	]Xin'Fen Duval is admin-searching Dave McAllen's inventory.
[22:22:20	]Xin'Fen Duval a utilisé une option de menu contextuel portant ce nom : ixviewinventory
[22:22:21	][IC] C13:i3.XRAY-75: <:: Bon les citoyen mettez vous au niveau du mur. ::>
[22:22:21	][IC] Mathis Kermarec: On a ça comme fusil ?
[22:22:22	]Xin'Fen Duval has closed Dave McAllen's inventory.
[22:22:23	][IC] Martin Gagnon: Un retardataire dans l'église ?
[22:22:25	]????? a effectué une recherche admin 'Caisse de munitions'.
[22:22:25	]????? a utilisé une option de menu contextuel portant ce nom : wncontainer_view
[22:22:26	]????? a effectué une recherche admin 'Caisse de munitions'.
[22:22:30	][IC] Commandant Adolphe Renault: Charlie, vous recueillez un maximum d'info sur le lieux, Echo et Alpha avec moi.
[22:22:32	][IC] Rusa Douc: Seulement moi.
[22:22:32	][LOOC] Charles Van-Brabant: afk
[22:22:33	][IC]  Capitaine Augustin de Guillebon: Il faudrait que vous transférier nos messages aux commandant, Duval.
[22:22:33	][ENGLISH] Dave McAllen: I'm just taking a look around. Don't be so jumpy, friend.
[22:22:34	][IC] Asling Costelo: Je vois, je vois, vous êtes en reconnaissance.
[22:22:34	][IC] Eric Dwaner: Je dirai qu'il faudrait mieux sécuriser un bâtiment et se mettre à l'abri.
[22:22:35	][IC] C13:i2.UNION-287: <:: Vous voulez pas prendre position dans le magasin Changes? ::>
[22:22:36	][IC] Martin Gagnon: Que fais-tu ?
[22:22:38	][IC]  Capitaine Augustin de Guillebon: Entendu.
[22:22:38	][IC] C13:i3.XRAY-75: <:: A ma droite. ::>
[22:22:41	][IC] C13:i2.UNION-287: <:: Plus simple a protéger que ce batiment si. ::>
[22:22:42	][IC] Martin Gagnon: Il te manque quelque chose ?
[22:22:46	]Capitaine Alexandre Lambert a utilisé la commande '/Staff faite gaffe les gars en créature on vois vos files de zombar en noclip'.
[22:22:46	][ENGLISH] C13:i2.HERO-26: You're a working prisoner. Not a working citizen.
[22:22:47	][IC] Throx'zin: D'une certaine manière... Oui.
[22:22:47	][IC] Mathis Kermarec: Calle toi contre le mur pour prendre moins de plui pour pas quel soit niquer.
[22:22:50	][IC] C13:i3.XRAY-75: <:: Toi aussi. ::>
[22:22:51	][ENGLISH] C13:i2.HERO-26: So you'll behave.
[22:22:51	][ME]  Capitaine Augustin de Guillebon: commence à étudier la carte devant lui
[22:22:53	][IC] Théobald Griaud: Ce n'est pas une mauvaise idée.
[22:22:54	][IC]  Capitaine Augustin de Guillebon: Hmm...
[22:22:55	][IC] Gordon Volcom: Et bien, vous m'avez dis d'enfilé une tenu. J'imagine quels sont dans ces caisses.
[22:22:56	]????? a utilisé la commande '/Staff compris'.
[22:22:57	][IC] C13:i2.UNION-287: <:: Allez dans le change. ::>
[22:22:57	][IC] Asling Costelo: C'est quoi votre pouvoir vert, fin je sais pas si c'est vert ou jaune? C'est quoi ça.
[22:22:58	]1ère cl. Thibault Dubois a utilisé la commande '/Staff mdr oui'.
[22:23:01	][IC] C13:i2.UNION-287: <:: La nuit commence a tomber. ::>
[22:23:01	][IC]  Capitaine Augustin de Guillebon: La boite de munitions est vide.
[22:23:01	]Eric Dwaner a utilisé la commande '/Staff Je crois que j'ai toujours accès à vos discussion ptdr'.
[22:23:04	][IC] Martin Gagnon: Vous n'avez pas eu votre gilet tout à l'heure ?
[22:23:05	][ENGLISH] Dave McAllen: Right...Got it. Forgot that part..
[22:23:06	]Rusa Douc a ouvert le stockage 'Grosse caisse en bois' #10541.
[22:23:06	]?????! a utilisé la commande '/Staff Ok'.
[22:23:10	]Rusa Douc a fermé le stockage 'Grosse caisse en bois' #10541.
[22:23:11	][IC] C13:i2.UNION-287: <:: Et essayer d'allumer un feu a l'abri, histoire d'avoir de la lumière. ::>
[22:23:12	]Capitaine Alexandre Lambert a utilisé la commande '/Staff ah att je te retire les perms'.
[22:23:12	][IC] Eric Dwaner: Ok, direction le change.
[22:23:13	][IC] Gordon Volcom: Non, je n'ai rien eu.
[22:23:13	][ENGLISH] C13:i2.HERO-26: Move out.
[22:23:14	]Capitaine Alexandre Lambert ran SAM command 'menu' with arguments: ''
[22:23:14	][IC] Throx'zin: Ceci?
[22:23:14	][IC]  Capitaine Augustin de Guillebon: On jete un coup d'oeil et on fait un rapport radio Dubois.
[22:23:14	][IC] 1ère cl. Frank Henry: La nuit tombe très vite, on devrais investir un des batiment d'avant.
[22:23:15	][IC] Martin Gagnon: Le reste vous le trouverez là, derrière.
[22:23:20	][IC] Charles Van-Brabant: Vous les avez distribuer chef il etais la si je me souviens bien.
[22:23:23	][IC] C13:i2.UNION-287: <:: Bon les rosbifs, on va pas s'éterniser. ::>
[22:23:24	]????? a utilisé la commande '/Event La nuit tombe sur Orléan et avec cela, une orage est arrivée au-dessus de la ville... La météo est définitivement mauvaise ce soir.'.
[22:23:24	]Capitaine Alexandre Lambert ran SAM command 'setrankid' with arguments: 'STEAM_0:0:147138106' 'user'
[22:23:25	][IC] 1ère cl. Thibault Dubois: Bien entendu.
[22:23:25	][IC] Martin Gagnon: Hm.
[22:23:29	]Martin Gagnon a ouvert le stockage 'Grosse caisse en bois' #10523.
[22:23:29	][Y] Théobald Griaud: Bon! Vous avez entendu l'officier! On y va !
[22:23:30	] Capitaine Augustin de Guillebon a ouvert le stockage 'Caisse de munitions' #10688.
[22:23:30	]Commandant Adolphe Renault a utilisé la commande '/Radio Ici le Commandant, rien à signaler, nous avons trouver une autre planque avec des armes d'armement inutilisables, un groupe s'occupe de recueillir un maximum d'informations.'.
[22:23:31	][IC] Asling Costelo: Ouais, c'est quoi, je sais qu'il y a une époque vos potes nous tirait dessus.
[22:23:32	]Martin Gagnon a fermé le stockage 'Grosse caisse en bois' #10523.
[22:23:32	] Capitaine Augustin de Guillebon a fermé le stockage 'Caisse de munitions' #10688.
[22:23:32	]Martin Gagnon a ouvert le stockage 'Grosse caisse en bois' #10522.
[22:23:34	]Philippe Bertna a utilisé la commande '/ExitAct'.
[22:23:34	]Martin Gagnon a gagné un 'Uniforme avec Kevlar vert de Tier 2' #200854 depuis un conteneur nommé 'Grosse caisse en bois' #10522.
[22:23:35	]Martin Gagnon a fermé le stockage 'Grosse caisse en bois' #10522.
[22:23:35	][IC] C13:i3.XRAY-75: <:: Approche. ::>
[22:23:36	][IC] Thomas Endseson: Met la radio au channel 8, QT 9.
[22:23:40	][IC] C13:i2.UNION-287: <:: Bon. ::>
[22:23:41	][IC] Capitaine Alexandre Lambert: On voit que dalle.
[22:23:42	][ME] 1ère cl. Thibault Dubois: ouvre l'armoir avec attention
[22:23:43	][IC] Martin Gagnon: Il me semblait en avoir distribué 3 pourtant.
[22:23:44	][ME] Rusa Douc: toque
[22:23:46	][ENGLISH] Xin'Fen Duval: Night already, shit.
[22:23:46	][Y] C13:i2.HERO-26: <:: Tous à l'intérieur! ::>
[22:23:48	][IC] C13:i3.XRAY-75: <:: Le chauve on se bouge. ::>
[22:23:50	]Commandant Adolphe Renault a exécuté 'ToggleOn' sur l'article 'Radio portable' (#201820)
[22:23:50	][IC] Cpl. Francis Duval: Sans blague.
[22:23:50	][IC] C13:i2.UNION-287: <:: Essayer de mettre les tables et les chaises en place. ::>
[22:23:50	]????? a désactivé le mode observateur à son point d'origine.
