[08:31:15	]Neo-Wolffe has connected.
[19:23:24	][ME] Jack Downed: kadına bakarak başını yana yatırır
[19:23:24	][Y] C24:RL.KING-2: <:: Takip! ::>
[19:23:30	][IC] HULUSİ KERİM: Vay be.
[19:23:36	][W] Valeria Martin: Efendim, şu doktor beni dünden beri taciz ediyor zorla kaçırdı.
[19:23:38	]S10/OWS.LEADER-99 has gained a '30rnd Pulse Magazine' #151343.
[19:23:38	]S10/OWS.LEADER-99 has lost a '30rnd Pulse Magazine' #151354.
[19:23:40	]C24:RL.KING-2 ran SAM command 'armor' with arguments: 'King' '75'
[19:23:43	][ME] S10/OWS.SPEAR-04: kafasını çevirip sivile doğru bakınır.
[19:23:48	][IC] HULUSİ KERİM: Şu heykelın guzellıgıne bak.
[19:23:51	][W] Jack Downed: Gerekeni sivil korumalar halleder.
[19:23:55	][IC] Samira Caston: Bu şehir bir harika.
[19:23:55	][ME] C24:i3.KING-58: biraz garip yürüyor ve 02 ona yaklaşınca ürperip korkuyor
[19:23:56	][IC] Jack Downed: Şimdi git.
[19:23:57	][W] Valeria Martin: Combine'lara yalan söylüyor uyuşturucu etkisinde olduğumu söylüyor.
[19:24:02	]Jack Downed used command '/ExitAct'.
[19:24:03	]S10/OWS.LEADER-99 has gained a '30rnd Pulse Magazine' #151354.
[19:24:03	]S10/OWS.LEADER-99 has lost a '30rnd Pulse Magazine' #151343.
[19:24:09	][IC] William Wilson: Sonunda gök yüzünü görebildim.
[19:24:13	][IC] Jack Downed: Teşekkürler, overwatch kuvvetleri.
[19:24:16	][IC] Jack Downed: Hizmet edin!
[19:24:19	][Y] C24:RL.KING-2: <:: Bizi takip etmenize gerek yok! Etrafı tanıyın! ::>
[19:24:19	][Y] Jack Downed: Sen.
[19:24:19	][IC] HULUSİ KERİM: Mükemmel yer.
[19:24:22	][Y] Jack Downed: Ne bekliyorsun e?
[19:24:25	][Y] Jack Downed: GİTSENE ARTIK!
[19:24:34	][IC] Jack Downed: Şuna bir el atın.
[19:24:36	][IC] C24:RL.KING-2: <:: Takipy. ::>
[19:24:39	][ME] Samira Caston: merdivene tutunur
[19:24:39	][IC] C24:RL.KING-2: <:: SK lar. ::>
[19:24:41	][IC] Garrett Foster: Hey.
[19:24:47	][Y] Garrett Foster: Merdivene çıkyor.
[19:24:51	][ME] Samira Caston: iner
[19:24:58	]C24:RL.KING-2 has gained level 29 in the Hız skill.
[19:25:04	][IC] William Wilson: Önceden yer değiştirmek mükemmel bir fikirdi.
[19:25:04	]Chelal Shengör used command '/PM jack afkydım pardon sipariş geldi'.
[19:25:05	][IC] C24:RL.KING-2: <:: Silahını indirebilirsin. ::>
[19:25:11	]Jack Downed used command '/PM chelal gel'.
[19:25:12	][ME] C24:i3.KING-58: ürperip indiri
[19:25:14	][ME] C24:i3.KING-58: r
[19:25:20	][IC] HULUSİ KERİM: Aha.
[19:25:20	]Chelal Shengör used command '/PM jack geliyom'.
[19:25:22	]Connie Harbor has used a context menu option with the name: rb655_door_open
[19:25:23	][IC] C24:i3.KING-58: <:: Önüme geç. ::>
[19:25:23	]Connie Harbor has used a context menu option with the name: rb655_door_open
[19:25:25	]Connie Harbor has used a context menu option with the name: rb655_door_open
[19:25:28	][LOOC] HULUSİ KERİM: ya
[19:25:35	]Jack Downed ran 'Equip' on item 'Bavul' (#156396)
[19:25:35	][LOOC] HULUSİ KERİM: bu yerler neden morlu gıbı bende
[19:25:38	][IC] C24:RL.KING-2: <:: Plaza bu konum. ::>
[19:25:40	][LOOC] Connie Harbor: konsola mat_specular 0 yaz
[19:25:42	][LOOC] William Wilson: komutu vardı onun
[19:25:43	][LOOC] Connie Harbor: biraz doncak oyyunun
[19:25:45	][IC] S10/OWS.LEADER-99: <:: Move! ::>
[19:25:46	]S10/OWS.LEADER-99 has gained a '30rnd Pulse Magazine' #151343.
[19:25:46	]S10/OWS.LEADER-99 has lost a '30rnd Pulse Magazine' #151354.
[19:25:50	][IC] Chelal Shengör: Bay Jack çok yaşayın.
[19:25:50	][LOOC] William Wilson: he evet mat_speculer 0
[19:25:51	]Jack Downed has given himself a broadcasting_device.
[19:25:51	]Jack Downed has gained a 'Yayın Cihazı' #162487.
[19:25:54	][IC] Jack Downed: Sağ ol.
[19:25:57	][LOOC] William Wilson: lar
[19:25:57	]Valeria Martin opened the 'Gecekondu Kişisel Depo' stash.
[19:26:01	]Valeria Martin closed the 'Gecekondu Kişisel Depo' stash.
[19:26:01	]S10/OWS.LEADER-99 has gained a '30rnd Pulse Magazine' #151354.
[19:26:01	]S10/OWS.LEADER-99 has lost a '30rnd Pulse Magazine' #151343.
[19:26:03	][IC] C24:RL.KING-2: <:: Rasyon Dağıtım merkezi. ::>
[19:26:11	][IC] C24:RL.KING-2: <:: Medikal da burası. ::>
[19:26:12	]Connie Harbor has acquired his ration, gaining 0 credits, 0 wages and a loyalist_ration ration.
[19:26:13	]Garrett Foster has used a context menu option with the name: ixpropviewowner
[19:26:16	]Garrett Foster entered observer.
[19:26:19	][IC] William Wilson: Efendim, üstünüz yırtılmış.
[19:26:25	][IC] Connie Harbor: Hm?
[19:26:27	]Connie Harbor ran 'take' on item 'Loyalist Rasyonu' (#162488)
[19:26:27	]Connie Harbor has gained a 'Loyalist Rasyonu' #162488.
[19:26:28	]Jack Downed used command '/Broadcast Şehir 24 sakinlerine duyurulur, Yeniden yerleştirilmiş olmanız işlerinizi aksatmanız anlamına gelmemektedir. Tekrardan hizmet edin!'.
[19:26:29	][IC] Samira Caston: Efendim.
[19:26:30	][IC] S10/OWS.SPEAR-04: <:: Sector is tracking at original percent, stable. And... Still holding for transmission, over. ::>
[19:26:32	][IC] Samira Caston: Rasyon nerde.
[19:26:33	]Garrett Foster exited observer at their location.
[19:26:37	][IC] Samira Caston: Rasyon bolgesi.
[19:26:38	][ME] S10/OWS.LEADER-99: sessiz bir biçimde sivile bakıyor, cevap vermedi.
[19:26:39	]Chelal Shengör used command '/PM jack sek binası rasyonu felan bulursak'.
[19:26:40	]Connie Harbor ran 'Open' on item 'Loyalist Rasyonu' (#162488)
[19:26:40	]Connie Harbor has gained a 'Karpuz Dilimi' #162489.
[19:26:40	]Connie Harbor has gained a 'Elma' #162490.
[19:26:40	]Connie Harbor has gained a 'Köpüklü Breen Suyu' #162491.
[19:26:40	]Connie Harbor has gained a '20 Kredi Kuponu' #162492.
[19:26:41	][LOOC] C24:RL.KING-2: Bu haritanın amına koyim
[19:26:42	]Jack Downed used command '/Broadcast Rasyon dağıtım merkezleri aktif haldedir. Tekrardan yaşasın evrensel birlik!'.
[19:26:45	][LOOC] William Wilson: bug ile gözükmüyor olabilir taba baksana bir
[19:26:45	][LOOC] C24:i3.KING-58: ok
[19:26:47	][Y] Jack Downed: Takipe din.
[19:26:48	][IC] Chelal Shengör: Onlara sorma sivil korumalara sor.
[19:26:55	][LOOC] Connie Harbor: işçi ceketimi giymiyorum şu an
[19:26:56	][ME] William Wilson: eliyle yırtılan beyaz yeri gösteriyor.
[19:27:02	]Garrett Foster has acquired his ration, gaining 0 credits, 100 wages and a priority_ration ration.
[19:27:07	][IC] Connie Harbor: Ah, tulumu diyorsun.
[19:27:08	][IC] William Wilson: Sol kolunuzda yırtık var.
[19:27:08	][IC] Connie Harbor: Evet.
[19:27:10	]S10/OWS.LEADER-99 used command '/Radio Overwatch, bildiriyor, Nexus'a ilerliyor.'.
[19:27:11	]Jack Downed has used a context menu option with the name: rb655_door_close
[19:27:13	]buqi has unloaded their "Jack Downed" character.
[19:27:15	]Garrett Foster ran 'Open' on item 'Öncelikli Loyalist Rasyonu' (#162493)
[19:27:15	]Garrett Foster has gained a 'Evrensel Birlik Çikolatası' #162494.
[19:27:15	]Garrett Foster has gained a 'Somon Biftek' #162495.
[19:27:15	]Garrett Foster has gained a 'Köpüklü Breen Suyu' #162496.
[19:27:15	]Garrett Foster has gained a '30 Kredi Kuponu' #162497.
[19:27:15	][IC] William Wilson: Pek tulum gibi değil.
[19:27:18	]buqi loaded the character 'C24:i1.TAP-1'
[19:27:22	][IC] William Wilson: Fakir giysisi gibi eski tür.
[19:27:28	]C24:i1.TAP-1 has changed C24:i1.TAP-1's bodygroups.
[19:27:29	]Samira Caston has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[19:27:29	][IC] HULUSİ KERİM: Heh.
[19:27:31	][IC] Connie Harbor: Yıpranmış bir tulum işte. Fabrikada hayat kolay değil.
[19:27:33	][LOOC] HULUSİ KERİM: düzeldi
[19:27:34	][IC] William Wilson: Benimde altım öyle aslında.
[19:27:34	][IC] Valeria Martin: Efendim, iş var mı?
[19:27:36	][LOOC] C24:i1.TAP-1: görmedin
[19:27:38	][LOOC] C24:i1.TAP-1: yüzümü
[19:27:41	]Samira Caston ran 'take' on item 'Rasyon' (#162498)
[19:27:41	]Samira Caston has gained a 'Rasyon' #162498.
[19:27:42	][ME] Connie Harbor: rasyonunu açıp içindeki suyu eline alıyor, kapağını açıp kafasına dikiyor.
[19:27:42	][LOOC] Valeria Martin: oky
[19:27:44	]Connie Harbor ran 'Consume' on item 'Köpüklü Breen Suyu' (#162491)
[19:27:44	]Connie Harbor has gained a 'Boş Breen'in Suyu' #162499.
[19:27:45	][IC] C24:i1.TAP-1: <:: Ne işi? Rasyonunu almaya git. ::>
[19:27:47	]Samira Caston ran 'Open' on item 'Rasyon' (#162498)
[19:27:47	]Samira Caston has gained a 'Yapay Macun' #162500.
[19:27:47	]Samira Caston has gained a 'Breen Suyu' #162501.
[19:27:47	]Samira Caston has gained a '15 Kredi Kuponu' #162502.
[19:27:49	]HULUSİ KERİM has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[19:27:49	][Y] C24:i1.TAP-1: <:: Takip et. ::>
[19:27:52	]Chelal Shengör used command '/PM william senin yüzünden katya öldü lan uza'.
[19:27:54	]Samira Caston ran 'Use' on item '15 Kredi Kuponu' (#162502)
[19:27:56	]Samira Caston has used a coupon at a ration dispenser, gaining 15 credits.
[19:28:00	]William Wilson used command '/PM chelal Katyaya ne oldu sadsadsadadssad'.
[19:28:02	]HULUSİ KERİM ran 'take' on item 'Rasyon' (#162503)
[19:28:02	]HULUSİ KERİM has gained a 'Rasyon' #162503.
[19:28:02	][IC] Garrett Foster: Oh.
[19:28:05	]Chelal Shengör used command '/PM william intihar etti'.
[19:28:07	][IC] Chelal Shengör: Nasılsınız.
[19:28:08	][IC] Garrett Foster: Sen chelal senghor olmalısın.
[19:28:11	][IC] Chelal Shengör: Evet.
[19:28:14	]William Wilson used command '/PM chelal ben zekice olanı yaptım'.
[19:28:15	]HULUSİ KERİM ran 'Open' on item 'Rasyon' (#162503)
[19:28:15	]HULUSİ KERİM has gained a 'Yapay Macun' #162504.
[19:28:15	]HULUSİ KERİM has gained a 'Breen Suyu' #162505.
[19:28:15	]HULUSİ KERİM has gained a '15 Kredi Kuponu' #162506.
[19:28:17	][IC] Chelal Shengör: Yeni SEK Baş direktörü oalrak atandım.
[19:28:17	]HULUSİ KERİM ran 'Consume' on item 'Fabricated Cheese Slice' (#162483)
[19:28:21	]HULUSİ KERİM ran 'Consume' on item 'Breen Suyu' (#162482)
[19:28:21	]HULUSİ KERİM has updated their Zeka long boost target to -2 (current : 5).
[19:28:21	]HULUSİ KERİM has wasted a level -1 long boost in Algı (current: -1; target: 5).
[19:28:21	]HULUSİ KERİM has gained a 'Boş Breen'in Suyu' #162507.
[19:28:21	][ME] Chelal Shengör: Elini uzatır
[19:28:25	][IC] Garrett Foster: SEK'in headcrab'i nasıl işliyor?
[19:28:26	][IC] Chelal Shengör: Sizin adınız neydi.
[19:28:27	][ME] Garrett Foster: elini sıkar
[19:28:31	][IC] Chelal Shengör: Hepsi orada kaldı.
[19:28:32	][IC] Garrett Foster: Adım Garrett Foster.
[19:28:33	]HULUSİ KERİM ran 'Use' on item '15 Kredi Kuponu' (#162506)
[19:28:35	][ME] William Wilson: Kirlenmiş yazıyı okur.
[19:28:35	]HULUSİ KERİM has used a coupon at a ration dispenser, gaining 15 credits.
[19:28:35	]Valeria Martin has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[19:28:38	][IC] Chelal Shengör: Memnun oldum bay Garrett.
[19:28:38	]William Wilson rolled 5 out of 20 (+0 from Algı).
[19:28:38	]William Wilson used command '/Roll perception'.
[19:28:41	][IC] Chelal Shengör: Kendimi zor kurtardım.
[19:28:42	][IC] Garrett Foster: Hayır.
[19:28:43	][IC] William Wilson: Hm.
[19:28:44	][IC] Garrett Foster: Hepsi orda kalmadı.
[19:28:46	]C24:i1.TAP-1 has changed C24:i1.TAP-1's bodygroups.
[19:28:47	][IC] Chelal Shengör: Birde onları düşünemezdim.
[19:28:47	]C24:i1.TAP-1 has changed C24:i1.TAP-1's bodygroups.
[19:28:48	][IC] Garrett Foster: Başka trenle geliyolar.
[19:28:48	]Valeria Martin ran 'take' on item 'Rasyon' (#162508)
[19:28:48	]Valeria Martin has gained a 'Rasyon' #162508.
[19:28:49	]HULUSİ KERİM ran 'drop' on item 'Boş Breen'in Suyu' (#162507)
[19:28:49	]HULUSİ KERİM has lost a 'Boş Breen'in Suyu' #162507.
[19:28:50	][IC] C24:i3.KING-58: <:: Sanırım buraya girmeye yetkimiz yok. ::>
[19:28:50	][IC] Chelal Shengör: Harika.
[19:28:51	][IC] William Wilson: Efendim.
[19:28:51	][IC] C24:i3.KING-58: <:: Baksana. ::>
[19:28:53	][IC] Samira Caston: Koruma bakar mısın.
[19:28:55	][IC] C24:RL.KING-2: <:: Burası Nexus. ::>
[19:28:55	][IC] Garrett Foster: Fakat geç kalabilirler.
[19:28:57	][IC] C24:i1.TAP-1: <:: Hmph. ::>
[19:28:58	][IC] C24:i3.KING-58: <:: Hmph. ::>
[19:28:58	][IC] Chelal Shengör: Sorun yo.
[19:29:00	][IC] C24:i3.KING-58: <:: Sanırım. ::>
[19:29:02	]Valeria Martin ran 'Open' on item 'Rasyon' (#162508)
[19:29:02	]Valeria Martin has gained a 'Yapay Macun' #162509.
[19:29:02	]Valeria Martin has gained a 'Breen Suyu' #162510.
[19:29:02	]Valeria Martin has gained a '15 Kredi Kuponu' #162511.
[19:29:02	][IC] Samira Caston: Etrafta pick up terminal yok mu ?
[19:29:04	][IC] Chelal Shengör: SEK binasının yerini biliyormsuunuz.
[19:29:08	][IC] C24:i3.KING-58: <:: 2. ::>
[19:29:10	][IC] Garrett Foster: Maalesef.
[19:29:11	][IC] C24:RL.KING-2: <:: Evet. ::>
[19:29:11	][IC] Garrett Foster: Bu arada.
[19:29:13	]Chelal Shengör used command '/PM garret senin çarın ne şimdi bakan yardımcısımı'.
[19:29:16	][IC] C24:i3.KING-58: <:: Nasıl bu kadar eminsiniz? ::>
[19:29:16	]Valeria Martin ran 'Use' on item '15 Kredi Kuponu' (#162511)
[19:29:17	]Garrett Foster used command '/PM chelal evet'.
[19:29:19	]Valeria Martin has used a coupon at a ration dispenser, gaining 15 credits.
[19:29:20	][LOOC] Connie Harbor: koyarız zamanla
[19:29:23	]Chelal Shengör used command '/PM garret ne bakanı'.
[19:29:27	][IC] C24:RL.KING-2: <:: Gösteriyorum etrafı. ::>
[19:29:27	][IC] Garrett Foster: Headcrab'larin durumu ne?
[19:29:30	][IC] C24:RL.KING-2: <:: Nasıl bir soru bu. ::>
[19:29:32	][IC] C24:i3.KING-58: <:: Demek istediğim. ::>
[19:29:32	][IC] William Wilson: Efendim, bakar mısınız?
[19:29:34	]Garrett Foster used command '/PM chelal sib'.
[19:29:34	][IC] C24:i3.KING-58: <:: Yani. ::>
[19:29:36	][IC] C24:i1.TAP-1: <:: Zamanla. ::>
[19:29:38	][IC] Chelal Shengör: Bilmiyorum en son 2 tane yavru vardı 1 tanede yumurta.
[19:29:38	][IC] C24:i3.KING-58: <:: Burayı hiç görmedim hayatımda. ::>
[19:29:38	][IC] C24:i1.TAP-1: <:: Zamanla.... ::>
[19:29:41	][IC] C24:i1.TAP-1: <:: Evet. ::>
[19:29:43	][IC] Chelal Shengör: Ama bir günlük buldum.
[19:29:44	]S10:SCN-7 used command '/Datafile Connie Harbor'.
[19:29:44	][IC] C24:i3.KING-58: <:: Sanki herşeyi biliyor gibisiniz. ::>
[19:29:47	][IC] C24:i1.TAP-1: <:: Söyle. ::>
[19:29:47	][ME] William Wilson: posteri göstererek
[19:29:48	][IC] C24:i3.KING-58: <:: Aklıma takıldığı için sormak istedim. ::>
[19:29:48	][ME] Connie Harbor: tarayıcıya el sallıyor
[19:29:48	][IC] Chelal Shengör: Özel kaldığımızda konuşalım.
[19:29:48	][LOOC] HULUSİ KERİM: bu öncekı yerden kalan dükkan anahtarıyla ev anahatarını atayımı
[19:29:50	][ME] Samira Caston: yanından sıyrılır
[19:29:51	]S10:SCN-7 used command '/Datafile Valeria Martin'.
[19:29:52	][IC] Garrett Foster: Tabii.
[19:29:52	][IC] William Wilson: Ne tür vortları ihbar edeceğiz?
[19:29:56	][ME] C24:RL.KING-2: Bir şey demeden arkasını döner ve ilerlemeye devam eder
[19:29:59	][IC] C24:i1.TAP-1: <:: Tasması olmayan. ::>
[19:29:59	][IC] C24:i3.KING-58: <:: Hmph. ::>
[19:30:02	][IC] C24:i1.TAP-1: <:: Şimdilik. ::>
[19:30:03	][IC] C24:i3.KING-58: <:: Bunun hakkında konuşmamayı yeğlerim. ::>
[19:30:04	]Valeria Martin ran 'Consume' on item 'Bob Water Orijinal' (#162318)
[19:30:04	]Valeria Martin has gained a 'Boş Bob Suyu' #162512.
[19:30:05	][IC] William Wilson: Huh.
[19:30:08	]HULUSİ KERİM opened the 'Çöp Kutusu' #10263 container.
[19:30:09	]HULUSİ KERİM closed the 'Çöp Kutusu' #10263 container.
[19:30:09	][IC] William Wilson: Görmek istemezdim.
[19:30:09	]HULUSİ KERİM opened the 'Çöp Kutusu' #10263 container.
[19:30:13	]HULUSİ KERİM closed the 'Çöp Kutusu' #10263 container.
[19:30:15	][IC] William Wilson: İyi ki talep cihazım var.
[19:30:16	][IC] C24:i1.TAP-1: <:: Aynen. ::>
[19:30:20	][LOOC] HULUSİ KERİM: bu öncekı yerden kalan dükkan anahtarıyla ev anahatarını atayımı
[19:30:20	]Chelal Shengör used command '/PM STEAM_0:1:98500861 sek binası varmı'.
[19:30:23	]Connie Harbor ran 'Consume' on item 'Elma' (#162490)
[19:30:24	]Valeria Martin opened the 'Çöp Kutusu' #10263 container.
[19:30:27	]Glunar has unloaded their "S10/OWS.LEADER-99" character.
[19:30:27	]Valeria Martin has transferred a 'Breen Suyu' #162510 to a container with the name 'Çöp Kutusu' #10263.
[19:30:29	]Valeria Martin has transferred a 'Boş Bob Suyu' #162512 to a container with the name 'Çöp Kutusu' #10263.
[19:30:31	]Valeria Martin has transferred a 'Yapay Macun' #162509 to a container with the name 'Çöp Kutusu' #10263.
[19:30:31	]Glunar loaded the character ''Durman''
[19:30:32	]Valeria Martin closed the 'Çöp Kutusu' #10263 container.
[19:30:34	][IC] Garrett Foster: Esenlikler.
[19:30:35	]'Durman' entered observer.
[19:30:35	][LOOC] C24:i1.TAP-1: pickup terminaline koy
[19:30:36	]Scientist has unloaded their "William Wilson" character.
[19:30:36	]'Durman' is fully healed.
[19:30:38	][IC] Chelal Shengör: Birim.
[19:30:39	]Connie Harbor used command '/Reply rasyon bölgesinin yanı kullanılabilir'.
[19:30:40	]Scientist loaded the character 'Koh'Lach'
[19:30:45	][ME] S10/OWS.SPEAR-04: kendini POD'a oturtur ve yüz kaplamasını kuşanır.
[19:30:48	]Chelal Shengör used command '/PM connie hastanemi'.
[19:30:48	]C24:i1.TAP-1 has spawned a 'Entity [1227][ix_pickupterminal]'.
[19:30:48	][IC] C24:RL.KING-2: <:: Nexus. ::>
[19:30:50	][IC] C24:i3.KING-58: <:: Vay canına. ::>
[19:30:50	]Denizus has unloaded their "S10/OWS.SPEAR-04" character.
[19:30:53	]Garrett Foster entered observer.
[19:30:54	]Denizus loaded the character 'Thomas Edward Lawrence'
[19:30:54	]Thomas Edward Lawrence their 'plaza deposu' stash no longer exists, location reset.
[19:30:56	][ME] S10/OWS.FLASH-15: Kendini POD a doğru yerleştirir.
[19:30:58	]Connie Harbor used command '/Reply evet, ofisleri de var'.
[19:30:59	]Thomas Edward Lawrence is fully healed.
[19:31:00	][IC] C24:RL.KING-2: <:: Etrafı gezebilirsiniz. ::>
[19:31:01	]'Durman' exited observer at their location.
[19:31:03	]'Durman' entered observer.
[19:31:04	]'Durman' exited observer at their location.
[19:31:04	]Garrett Foster has spawned a 'Entity [1226][arcade_pacman]'.
[19:31:04	]Connie Harbor used command '/Reply bakalım başka bir yer buluruz belki'.
[19:31:04	][IC] C24:i3.KING-58: <:: 2. ::>
[19:31:07	][IC] C24:RL.KING-2: <:: Evet. ::>
[19:31:07	]HULUSİ KERİM ran 'drop' on item 'Daire Anahtarı' (#151568)
[19:31:07	]HULUSİ KERİM has lost a 'Daire Anahtarı' #151568.
[19:31:08	]Garrett Foster has spawned a 'Entity [1281][arcade_pong]'.
[19:31:09	]'Durman' entered observer.
[19:31:10	]'Durman' exited observer at their location.
[19:31:13	]Garrett Foster has spawned a 'Entity [1281][arcade_pacman]'.
[19:31:15	]HULUSİ KERİM ran 'drop' on item 'Dükkan Anahtarı' (#159770)
[19:31:15	]HULUSİ KERİM has lost a 'Dükkan Anahtarı' #159770.
[19:31:17	]Shane Walsh has unloaded their "S10/OWS.FLASH-15" character.
[19:31:19	]Connie Harbor used command '/ExitAct'.
[19:31:19	]Chelal Shengör used command '/PM connie başka yer olursa iyi olur özel araştırma rolü döndürüyoz şuan SEK'te çünkü'.
[19:31:20	][ME] C24:i3.KING-58: ellerini önünde birleştirir, bacaklarını çok az birşey açar ve kafasını aşağı eğer
[19:31:21	]Shane Walsh loaded the character 'C24:i5.(X)KING-19'
[19:31:25	]HULUSİ KERİM ran 'take' on item 'Dükkan Anahtarı' (#159770)
[19:31:25	]HULUSİ KERİM has gained a 'Dükkan Anahtarı' #159770.
[19:31:26	]HULUSİ KERİM ran 'take' on item 'Daire Anahtarı' (#151568)
[19:31:26	]HULUSİ KERİM has gained a 'Daire Anahtarı' #151568.
[19:31:26	]C24:i5.(X)KING-19 is fully healed.
[19:31:26	]Koh'Lach used command '/PM Connie vortların spawm yeri değiştirilebiliyor mu?'.
[19:31:27	]deathguard (STEAM_0:1:229653665) has disconnected (timed out).
[19:31:28	]Connie Harbor has used a context menu option with the name: remove
[19:31:29	]HULUSİ KERİM ran 'Consume' on item 'Breen Suyu' (#162505)
[19:31:29	]HULUSİ KERİM has updated their Zeka long boost target to -2 (current : 5).
[19:31:29	]HULUSİ KERİM has wasted a level -1 long boost in Algı (current: -1; target: 5).
[19:31:29	]HULUSİ KERİM has gained a 'Boş Breen'in Suyu' #162513.
[19:31:29	]Connie Harbor has used a context menu option with the name: remove
[19:31:30	][IC] C24:i3.KING-58: <:: Icab etmem gereken konu mevcut efendim. ::>
[19:31:30	]Garrett Foster has spawned a 'Entity [1135][ent_musical_keyboard]'.
[19:31:30	]HULUSİ KERİM ran 'drop' on item 'Boş Breen'in Suyu' (#162513)
[19:31:30	]HULUSİ KERİM has lost a 'Boş Breen'in Suyu' #162513.
[19:31:30	]C24:i5.(X)KING-19 ran 'EquipUn' on item 'Combine Filter' (#162301)
[19:31:34	][IC] C24:RL.KING-2: <:: Dinliyorum. ::>
[19:31:35	]C24:i5.(X)KING-19 ran 'drop' on item 'Combine Filter' (#162301)
[19:31:35	]C24:i5.(X)KING-19 has lost a 'Combine Filter' #162301.
[19:31:35	]Connie Harbor has spawned a 'Entity [1160][ix_terminal]'.
[19:31:36	]C24:i5.(X)KING-19 destroyed a 'Combine Filter' #162301.
[19:31:37	][IC] C24:i3.KING-58: <:: Ben. ::>
[19:31:39	]Koh'Lach used command '/PM connie karaktere özel'.
[19:31:39	]'Durman' entered observer.
[19:31:40	][IC] C24:i3.KING-58: <:: Şehirden kaçmadan önce. ::>
[19:31:42	]'Durman' exited observer at their location.
[19:31:42	]'Durman' entered observer.
[19:31:43	]'Durman' exited observer at their location.
[19:31:45	]Garrett Foster exited observer at their location.
[19:31:46	][IC] C24:i3.KING-58: <:: Trenler hakknıda bir sorun var mı diye. ::>
[19:31:47	]Connie Harbor has spawned a 'Entity [1188][ix_pickupterminal]'.
[19:31:47	]'Durman' has spawned a 'Entity [1191][ix_vendor]'.
[19:31:47	]C24:i1.TAP-1 used command '/Radio king'.
[19:31:50	]C24:i1.TAP-1 used command '/Radio 2'.
[19:31:52	]C24:RL.KING-2 used command '/Radio Dinlemede'.
[19:31:53	]Garrett Foster used command '/Radio CMRU'.
[19:31:54	]C24:i1.TAP-1 used command '/Radio 10-20?'.
[19:31:54	][IC] C24:i3.KING-58: <:: Onların etrafında dolaşıp. ::>
[19:31:58	]C24:RL.KING-2 used command '/Radio Nexus'.
[19:32:00	][IC] C24:i3.KING-58: <:: Raylara falan bakıyordum. ::>
[19:32:02	]Garrett Foster entered observer.
[19:32:06	][IC] C24:i3.KING-58: <:: Bir anda tren hareket etti. ::>
[19:32:06	]C24:i1.TAP-1 entered observer.
[19:32:07	]Chelal Shengör used command '/Radio SEK Baş direktörü var uygunmu'.
[19:32:08	]Connie Harbor used command '/Reply karaktere özel hayır'.
[19:32:08	]'Durman' has used a context menu option with the name: vendor_edit
[19:32:13	]Garrett Foster used command '/Radio Evet'.
[19:32:18	]Chelal Shengör used command '/Radio Dinlemedeyim o halde'.
[19:32:22	]Connie Harbor used command '/ActSit 3'.
[19:32:23	][ME] C24:i3.KING-58: çok fazla terlemeye ve sesi aşırı titremeye başlar
[19:32:24	]Koh'Lach used command '/PM connie Tamam sıkıntı yok spawm yeri zaten yakın kanalizasyona'.
[19:32:26	]Connie Harbor ran 'Consume' on item 'Karpuz Dilimi' (#162489)
[19:32:27	][ME] C24:i3.KING-58: hafiften titriyor
[19:32:30	][IC] C24:i3.KING-58: <:: Y-yetişemedim. ::>
[19:32:34	]'Durman' has spawned 'models/props_combine/combine_interface001.mdl'.
[19:32:35	]Garrett Foster used command '/Radio 2. kata gel'.
[19:32:35	][IC] C24:i3.KING-58: <:: Sos-sonra. ::>
[19:32:38	]C24:i1.TAP-1 used command '/Radio 10-4'.
[19:32:38	]S10:SCN-7 used command '/Datafile Thomas Edward Lawrence'.
[19:32:40	]C24:i1.TAP-1 used command '/Radio 10-76'.
[19:32:40	]'Durman' has used a context menu option with the name: vendor_edit
[19:32:42	]Valeria Martin ran 'Unlock' on item 'Daire Anahtarı' (#161092)
[19:32:42	][IC] C24:i3.KING-58: <:: Cepha-cep-cephanelikteki. ::>
[19:32:43	]HULUSİ KERİM ran 'drop' on item 'Daire Anahtarı' (#151568)
[19:32:43	]HULUSİ KERİM has lost a 'Daire Anahtarı' #151568.
[19:32:44	]HULUSİ KERİM ran 'drop' on item 'Dükkan Anahtarı' (#159770)
[19:32:44	]HULUSİ KERİM has lost a 'Dükkan Anahtarı' #159770.
[19:32:44	]C24:i1.TAP-1 exited observer at their location.
[19:32:45	][IC] C24:i3.KING-58: <:: Kanallardan. ::>
[19:32:45	]C24:i1.TAP-1 entered observer.
[19:32:46	]C24:i1.TAP-1 exited observer at their location.
[19:32:47	]C24:i1.TAP-1 entered observer.
[19:32:47	]C24:i1.TAP-1 exited observer at their location.
[19:32:49	]Garrett Foster exited observer at their location.
[19:32:50	]HULUSİ KERİM ran 'Consume' on item 'Yapay Macun' (#162504)
[19:32:50	]HULUSİ KERİM has gained a 'Boş Kavanoz' #162514.
[19:32:51	][Y] C24:i1.TAP-1: <:: SELAMLAR! ::>
[19:32:51	]HULUSİ KERİM ran 'drop' on item 'Boş Kavanoz' (#162514)
[19:32:51	]HULUSİ KERİM has lost a 'Boş Kavanoz' #162514.
