[06:59:21	]Neo-Wolffe has connected.
[11:11:46	]Usman has fired a toolgun with the name: stacker_improved
[11:11:46	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks01.mdl'.
[11:12:03	]Usman has used a context menu option with the name: collision_off
[11:12:04	]Usman has used a context menu option with the name: collision_off
[11:12:05	]Usman has used a context menu option with the name: collision_on
[11:12:07	]Usman has used a context menu option with the name: collision_off
[11:12:09	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:12:15	]Usman has used a context menu option with the name: remove
[11:12:18	]Usman has used a context menu option with the name: remove
[11:13:13	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:13:15	]Usman has used a context menu option with the name: collision_off
[11:13:19	]Usman has used a context menu option with the name: collision_off
[11:13:31	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:13:37	]Usman entered observer.
[11:13:38	]Usman exited observer at their location.
[11:13:42	]Usman has used a context menu option with the name: collision_off
[11:13:55	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:13:57	]Usman has used a context menu option with the name: collision_off
[11:14:07	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold02.mdl'.
[11:14:10	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:14:12	]Usman has used a context menu option with the name: collision_off
[11:14:23	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:14:24	]Usman has used a context menu option with the name: collision_off
[11:14:36	]Usman has used a context menu option with the name: collision_off
[11:15:01	]Usman entered observer.
[11:15:02	]Usman exited observer at their location.
[11:15:16	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:15:40	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:15:42	]Usman has used a context menu option with the name: collision_off
[11:15:57	]Usman has used a context menu option with the name: remove
[11:15:58	]Usman has used a context menu option with the name: remove
[11:15:59	]Usman has used a context menu option with the name: remove
[11:16:00	]Usman has used a context menu option with the name: remove
[11:16:01	]Usman has used a context menu option with the name: remove
[11:16:04	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:16:06	]Usman has used a context menu option with the name: collision_off
[11:16:11	]Usman has used a context menu option with the name: collision_off
[11:16:30	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:16:42	]Usman has used a context menu option with the name: collision_off
[11:16:49	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:16:56	]Usman has used a context menu option with the name: collision_off
[11:17:01	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:17:02	]Usman has used a context menu option with the name: collision_off
[11:17:16	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:17:17	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:17:19	]Usman has used a context menu option with the name: collision_off
[11:17:37	]Usman has spawned 'models/mosi/fallout4/props/fortifications/doorbarricade.mdl'.
[11:17:41	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:17:42	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:18:04	]Usman has used a context menu option with the name: collision_off
[11:18:08	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:18:10	]Usman has used a context menu option with the name: collision_off
[11:18:29	]Usman has used a context menu option with the name: remove
[11:18:30	]Usman entered observer.
[11:18:31	]Usman exited observer at their location.
[11:18:34	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:18:36	]Usman entered observer.
[11:18:37	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:18:38	]Usman exited observer at their location.
[11:18:40	]Usman has used a context menu option with the name: collision_off
[11:18:40	]Usman entered observer.
[11:18:40	]Usman exited observer at their location.
[11:18:55	]Usman has fired a toolgun with the name: precision
[11:18:59	]Usman has fired a toolgun with the name: precision
[11:19:06	]Usman has fired a toolgun with the name: precision
[11:19:07	]Usman has fired a toolgun with the name: precision
[11:19:08	]Usman has fired a toolgun with the name: precision
[11:19:11	]Usman has fired a toolgun with the name: precision
[11:19:15	]Usman has fired a toolgun with the name: precision
[11:19:16	]Usman has fired a toolgun with the name: precision
[11:19:28	]Usman entered observer.
[11:20:09	]Usman has used a context menu option with the name: remove
[11:20:20	]Usman exited observer at their location.
[11:20:20	]Usman entered observer.
[11:20:21	]Usman exited observer at their location.
[11:20:23	]Usman has spawned 'models/mosi/fallout4/props/fortifications/tirepile01.mdl'.
[11:20:23	]Usman has taken 5 damage from prop_physics.
[11:20:25	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:20:26	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold02.mdl'.
[11:20:27	]Usman is fully healed.
[11:20:27	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:20:30	]Usman has fired a toolgun with the name: precision
[11:20:34	]Usman has fired a toolgun with the name: precision
[11:20:37	]Usman has fired a toolgun with the name: precision
[11:20:40	]Usman has fired a toolgun with the name: precision
[11:20:52	]Usman has fired a toolgun with the name: precision
[11:21:11	]Usman has fired a toolgun with the name: precision
[11:21:14	]Usman entered observer.
[11:21:19	]Usman has fired a toolgun with the name: precision
[11:21:19	]Usman has fired a toolgun with the name: precision
[11:21:20	]Usman exited observer at their location.
[11:21:31	]Usman entered observer.
[11:21:34	]Usman exited observer at their location.
[11:21:37	]Usman has used a context menu option with the name: clientprop
[11:21:43	]Usman has used a context menu option with the name: clientprop
[11:21:46	]Usman has used a context menu option with the name: clientprop
[11:21:54	]Usman has used a context menu option with the name: remove
[11:21:58	]Usman has used a context menu option with the name: clientprop
[11:22:00	]Usman has used a context menu option with the name: clientprop
[11:22:04	]Usman has used a context menu option with the name: clientprop
[11:22:06	]Usman has used a context menu option with the name: clientprop
[11:22:08	]Usman has used a context menu option with the name: clientprop
[11:22:10	]Usman has used a context menu option with the name: clientprop
[11:22:19	]Usman has used a context menu option with the name: clientprop
[11:22:22	]Usman has used a context menu option with the name: collision_on
[11:22:23	]Usman has used a context menu option with the name: collision_off
[11:22:28	]Usman has used a context menu option with the name: clientprop
[11:22:31	]Usman has used a context menu option with the name: clientprop
[11:22:33	]Usman has used a context menu option with the name: clientprop
[11:22:35	]Usman has used a context menu option with the name: clientprop
[11:22:39	]Usman has used a context menu option with the name: clientprop
[11:22:42	]Usman has used a context menu option with the name: clientprop
[11:22:44	]Usman has used a context menu option with the name: clientprop
[11:22:47	]Usman has used a context menu option with the name: clientprop
[11:22:53	]Usman has used a context menu option with the name: clientprop
[11:22:57	]Usman has used a context menu option with the name: clientprop
[11:23:01	]Usman has used a context menu option with the name: clientprop
[11:23:14	]Usman has used a context menu option with the name: clientprop
[11:23:16	]Usman has used a context menu option with the name: clientprop
[11:23:20	]Usman has used a context menu option with the name: clientprop
[11:23:29	]Usman has used a context menu option with the name: collision_on
[11:23:32	]Usman has enabled persistence for 'models/props/de_inferno/fireplace.mdl'.
[11:23:32	]Usman has used a context menu option with the name: persist
[11:23:36	]Usman has used a context menu option with the name: clientprop
[11:23:40	]Usman has used a context menu option with the name: clientprop
[11:23:42	]Usman has used a context menu option with the name: clientprop
[11:23:43	]Usman has used a context menu option with the name: clientprop
[11:23:49	]Usman has fired a toolgun with the name: remover
[11:23:51	]Usman has fired a toolgun with the name: remover
[11:23:52	]Usman has fired a toolgun with the name: remover
[11:23:55	]Usman has used a context menu option with the name: clientprop
[11:23:56	]Usman has used a context menu option with the name: clientprop
[11:23:57	]Usman has used a context menu option with the name: clientprop
[11:23:59	]Usman has used a context menu option with the name: clientprop
[11:24:00	]Usman has used a context menu option with the name: clientprop
[11:24:02	]Usman has used a context menu option with the name: clientprop
[11:24:05	]Usman has used a context menu option with the name: clientprop
[11:24:06	]Usman has used a context menu option with the name: clientprop
[11:24:22	]Usman has enabled persistence for 'models/vj_props/fireplace.mdl'.
[11:24:22	]Usman has used a context menu option with the name: persist
[11:24:50	]Usman has used a context menu option with the name: clientprop
[11:24:54	]Usman has used a context menu option with the name: clientprop
[11:24:58	]Usman has used a context menu option with the name: clientprop
[11:25:00	]Usman has used a context menu option with the name: clientprop
[11:25:02	]Usman has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:25:02	]Usman has used a context menu option with the name: persist
[11:25:22	]Usman has used a context menu option with the name: clientprop
[11:25:23	]Usman has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:25:23	]Usman has used a context menu option with the name: persist
[11:25:29	]Usman has used a context menu option with the name: clientprop
[11:25:30	]Usman has used a context menu option with the name: clientprop
[11:26:04	]Usman has used a context menu option with the name: collision_off
[11:26:16	]Usman has used a context menu option with the name: collision_on
[11:26:17	]Usman has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:26:17	]Usman has used a context menu option with the name: persist
[11:26:18	]Usman has used a context menu option with the name: collision_off
[11:26:27	]Usman has used a context menu option with the name: clientprop
[11:26:28	]Usman has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:26:28	]Usman has used a context menu option with the name: persist
[11:26:41	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold02.mdl'.
[11:26:43	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:26:51	]Usman has used a context menu option with the name: keepupright
[11:26:52	]Usman has used a context menu option with the name: remove
[11:26:53	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold02.mdl'.
[11:26:54	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:27:08	]Usman has used a context menu option with the name: collision_off
[11:27:09	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:27:29	]Usman has used a context menu option with the name: clientprop
[11:27:30	]Usman has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:27:30	]Usman has used a context menu option with the name: persist
[11:27:31	]Usman has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:27:31	]Usman has used a context menu option with the name: persist
[11:27:43	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks05.mdl'.
[11:27:44	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks04.mdl'.
[11:27:45	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks03.mdl'.
[11:27:46	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks02.mdl'.
[11:27:47	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks01.mdl'.
[11:27:49	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks04.mdl'.
[11:27:50	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks03.mdl'.
[11:28:08	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks03.mdl'.
[11:28:22	]Usman has spawned 'models/mosi/fallout4/props/fortifications/planks03.mdl'.
[11:28:45	]Usman has used a context menu option with the name: clientprop
[11:28:47	]Usman has used a context menu option with the name: clientprop
[11:28:50	]Usman has used a context menu option with the name: rb655_dissolve
[11:28:54	]Usman has spawned 'models/mosi/fallout4/props/fortifications/ramp_truck.mdl'.
[11:28:55	]Usman has spawned 'models/mosi/fallout4/props/fortifications/ramp_plywood.mdl'.
[11:29:03	]Usman has spawned 'models/vj_hlr/gibs/bleachbones_bskull_template1.mdl'.
[11:29:04	]Usman entered observer.
[11:29:09	]Usman exited observer at their location.
[11:29:12	]Usman has used a context menu option with the name: clientprop
[11:29:14	]Usman has spawned 'models/vj_hlr/gibs/hgib_skull.mdl'.
[11:29:30	]Usman has used a context menu option with the name: clientprop
[11:29:34	]Usman has used a context menu option with the name: clientprop
[11:29:38	]Usman has used a context menu option with the name: clientprop
[11:29:53	]Usman has used a context menu option with the name: clientprop
[11:29:55	]Usman has disabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:29:55	]Usman has used a context menu option with the name: persist_end
[11:29:56	]Usman has used a context menu option with the name: clientprop
[11:29:57	]Usman has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:29:57	]Usman has used a context menu option with the name: persist
[11:30:04	]Usman has used a context menu option with the name: clientprop
[11:30:09	]Usman has used a context menu option with the name: clientprop
[11:30:13	]Usman entered observer.
[11:30:15	]Usman exited observer at their location.
[11:30:26	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:30:34	]Usman has used a context menu option with the name: collision_off
[11:30:44	]Usman has used a context menu option with the name: clientprop
[11:30:48	]Usman has used a context menu option with the name: collision_off
[11:31:02	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[11:31:06	]Usman has used a context menu option with the name: collision_off
[11:31:15	]Usman has used a context menu option with the name: collision_on
[11:31:20	]Usman has used a context menu option with the name: clientprop
[11:31:25	]Usman has used a context menu option with the name: clientprop
[11:31:28	]Usman has used a context menu option with the name: clientprop
[11:31:39	]Usman entered observer.
[11:31:42	]Usman has used a context menu option with the name: collision_off
[11:31:50	]Usman has used a context menu option with the name: clientprop
[11:31:55	]Usman has used a context menu option with the name: clientprop
[11:31:59	]Usman has used a context menu option with the name: clientprop
[11:32:02	]Usman exited observer at their location.
[11:32:28	]Usman has used a context menu option with the name: clientprop
[11:32:30	]Usman has used a context menu option with the name: remove
[11:32:33	]Usman has spawned 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:32:42	]Usman has used a context menu option with the name: collision_off
[11:32:43	]Usman has used a context menu option with the name: clientprop
[11:32:58	]Usman has used a context menu option with the name: clientprop
[11:33:33	]Usman has used a context menu option with the name: clientprop
[11:33:41	]Usman has spawned 'models/props_lab/huladoll.mdl'.
[11:33:42	]Usman entered observer.
[11:33:47	]Usman has used a context menu option with the name: collision_on
[11:33:55	]Usman has used a context menu option with the name: clientprop
[11:33:56	]Usman exited observer at their location.
[11:34:05	]Usman has spawned 'models/props_combine/headcrabcannister01a.mdl'.
[11:34:06	]Usman has spawned 'models/props_combine/headcrabcannister01a_skybox.mdl'.
[11:34:16	]Usman has used a context menu option with the name: collision_off
[11:34:16	]Usman entered observer.
[11:34:26	]Usman has spawned 'models/props_combine/headcrabcannister01b.mdl'.
[11:34:28	]Usman has spawned 'models/props_combine/headcrabcannister01a_skybox.mdl'.
[11:34:38	]Usman has used a context menu option with the name: collision_on
[11:34:39	]Usman exited observer at their location.
[11:34:45	]Usman has used a context menu option with the name: clientprop
[11:34:55	]Usman has used a context menu option with the name: clientprop
[11:35:02	]Usman has used a context menu option with the name: clientprop
[11:35:03	]Usman entered observer.
[11:35:05	]Usman exited observer at their location.
[11:35:06	]Usman entered observer.
[11:35:06	]Usman exited observer at their location.
[11:35:10	]Usman has spawned 'models/props_c17/oildrum001.mdl'.
[11:35:14	]Usman has used a context menu option with the name: collision_off
[11:35:17	]Usman has used a context menu option with the name: clientprop
[11:35:21	]Usman has used a context menu option with the name: clientprop
[11:35:27	]Usman has used a context menu option with the name: clientprop
[11:35:30	]Usman has used a context menu option with the name: clientprop
[11:35:33	]Usman has used a context menu option with the name: clientprop
[11:35:38	]Usman has used a context menu option with the name: clientprop
[11:35:42	]Usman has used a context menu option with the name: clientprop
[11:35:46	]Usman has used a context menu option with the name: clientprop
[11:35:48	]Usman has used a context menu option with the name: clientprop
[11:35:55	]Usman has used a context menu option with the name: clientprop
[11:36:01	]Usman has used a context menu option with the name: remove
[11:36:11	]Usman has used a context menu option with the name: clientprop
[11:36:18	]Usman has disabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:36:18	]Usman has used a context menu option with the name: persist_end
[11:36:20	]Usman has used a context menu option with the name: clientprop
[11:36:21	]Usman has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold03.mdl'.
[11:36:21	]Usman has used a context menu option with the name: persist
[11:36:35	]Usman has spawned 'models/hunter/plates/plate7x8.mdl'.
[11:36:50	]Usman has spawned 'models/hunter/plates/plate4x5.mdl'.
[11:36:51	]Usman has spawned 'models/hunter/plates/plate4x4.mdl'.
[11:36:54	]Usman has spawned 'models/hunter/plates/plate2x2.mdl'.
[11:37:12	]Usman has spawned 'models/hunter/plates/plate2x2.mdl'.
[11:37:20	]Usman has spawned 'models/hunter/plates/plate2x3.mdl'.
[11:37:22	]Usman has spawned 'models/hunter/plates/plate2x4.mdl'.
[11:37:23	]Usman has spawned 'models/hunter/plates/plate2x5.mdl'.
[11:37:35	]Usman entered observer.
[11:37:36	]Usman exited observer at their location.
[11:37:36	]Usman entered observer.
[11:37:40	]Usman exited observer at their location.
[11:38:18	]Usman entered observer.
[11:38:21	]Usman exited observer at their location.
[11:38:36	]Usman has fired a toolgun with the name: material
[11:38:38	]Usman has fired a toolgun with the name: material
[11:38:41	]Usman has fired a toolgun with the name: material
[11:38:45	]Usman has enabled persistence for 'models/hunter/plates/plate2x5.mdl'.
[11:38:45	]Usman has used a context menu option with the name: persist
[11:39:09	]Usman has used a context menu option with the name: clientprop
[11:39:10	]Usman entered observer.
[11:39:16	]Usman exited observer at their location.
[11:39:21	]Usman entered observer.
[11:39:25	]Usman has used a context menu option with the name: clientprop
[11:39:42	]Usman exited observer at their location.
[11:39:43	]Usman entered observer.
[11:39:45	]Usman exited observer at their location.
[11:40:06	]Usman has used a context menu option with the name: clientprop
[11:40:12	]Usman entered observer.
[11:40:22	]Usman exited observer at their location.
[11:40:48	]Usman has spawned 'models/highrise/lobby_chair_01.mdl'.
[11:40:56	]Usman has spawned 'models/props/cs_militia/couch.mdl'.
[11:41:03	]Usman has spawned 'models/props/cs_militia/couch.mdl'.
[11:41:27	]Usman has spawned 'models/props/de_inferno/furniture_couch01a.mdl'.
[11:41:29	]Usman has spawned 'models/props/cs_militia/couch.mdl'.
[11:41:39	]Usman has spawned a usable entity class 'ix_couch' with model 'models/props/cs_militia/couch.mdl'.
[11:41:39	]Usman has used a context menu option with the name: ixusableentitycreate
[11:41:42	]Usman has used a context menu option with the name: collision_on
[11:41:44	]Usman used command '/ExitAct'.
[11:41:50	]Usman used command '/ExitAct'.
[11:41:55	]Usman has used a context menu option with the name: rb655_dissolve
[11:41:58	]Usman has spawned 'models/props/de_inferno/furniturecouch001a.mdl'.
[11:42:02	]Usman has used a context menu option with the name: remove
[11:42:03	]Usman has spawned 'models/props/cs_militia/couch.mdl'.
[11:42:13	]Usman has spawned a usable entity class 'ix_couch' with model 'models/props/cs_militia/couch.mdl'.
[11:42:13	]Usman has used a context menu option with the name: ixusableentitycreate
[11:42:16	]Usman used command '/ExitAct'.
[11:42:19	]Usman used command '/ExitAct'.
[11:42:21	]Usman used command '/ExitAct'.
[11:42:38	]Usman has used a context menu option with the name: remove
[11:42:45	]Usman has used a context menu option with the name: clientprop
[11:42:48	]Usman entered observer.
[11:42:57	]Usman has used a context menu option with the name: clientprop
[11:43:03	]Usman exited observer at their location.
[11:43:04	]Usman entered observer.
[11:43:04	]Usman exited observer at their location.
[11:43:22	]Usman has used a context menu option with the name: collision_on
[11:43:35	]Usman entered observer.
[11:43:36	]Usman exited observer at their location.
[11:43:41	]Usman entered observer.
[11:43:47	]Usman has used a context menu option with the name: clientprop
[11:43:50	]Usman has used a context menu option with the name: clientprop
[11:44:09	]Usman has fired a toolgun with the name: precision
[11:44:12	]Usman has fired a toolgun with the name: precision
[11:44:12	]Usman has fired a toolgun with the name: precision
[11:44:37	]Usman has spawned 'models/vj_hlr/gibs/bleachbones_bskull_template1.mdl'.
[11:44:48	]Usman has used a context menu option with the name: clientprop
[11:44:52	]Usman exited observer at their location.
[11:45:04	]Usman has fired a toolgun with the name: unbreakable
[11:45:04	]Usman has fired a toolgun with the name: unbreakable
[11:45:05	]Usman has fired a toolgun with the name: unbreakable
[11:45:06	]Usman has fired a toolgun with the name: unbreakable
[11:45:07	]Usman has fired a toolgun with the name: unbreakable
[11:45:07	]Usman has fired a toolgun with the name: unbreakable
[11:45:11	]Usman has enabled persistence for 'models/props_c17/furniturechair001a.mdl'.
[11:45:11	]Usman has used a context menu option with the name: persist
[11:45:12	]Usman has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[11:45:12	]Usman has used a context menu option with the name: persist
[11:45:14	]Usman has enabled persistence for 'models/props_c17/furniturechair001a.mdl'.
[11:45:14	]Usman has used a context menu option with the name: persist
[11:45:15	]Usman has spawned a usable entity class 'ix_chair' with model 'models/props_c17/furniturechair001a.mdl'.
[11:45:15	]Usman has used a context menu option with the name: ixusableentitycreate
[11:45:17	]Usman has spawned a usable entity class 'ix_chair' with model 'models/props_c17/furniturechair001a.mdl'.
[11:45:17	]Usman has used a context menu option with the name: ixusableentitycreate
[11:45:19	]Usman has spawned a usable entity class 'ix_chair' with model 'models/props_c17/furniturechair001a.mdl'.
[11:45:19	]Usman has used a context menu option with the name: ixusableentitycreate
[11:45:22	]Usman has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[11:45:22	]Usman has used a context menu option with the name: persist
[11:45:24	]Usman has enabled persistence for 'models/props_c17/furniturechair001a.mdl'.
[11:45:24	]Usman has used a context menu option with the name: persist
[11:45:25	]Usman has spawned a usable entity class 'ix_chair' with model 'models/props_c17/furniturechair001a.mdl'.
[11:45:25	]Usman has used a context menu option with the name: ixusableentitycreate
[11:45:27	]Usman has enabled persistence for 'models/props_c17/furniturechair001a.mdl'.
[11:45:27	]Usman has used a context menu option with the name: persist
[11:45:28	]Usman has spawned a usable entity class 'ix_chair' with model 'models/props_c17/furniturechair001a.mdl'.
[11:45:28	]Usman has used a context menu option with the name: ixusableentitycreate
[11:45:29	]Usman has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[11:45:29	]Usman has used a context menu option with the name: persist
[11:45:33	]Usman has fired a toolgun with the name: unbreakable
[11:45:34	]Usman has fired a toolgun with the name: unbreakable
[11:45:35	]Usman has fired a toolgun with the name: unbreakable
[11:45:35	]Usman has fired a toolgun with the name: unbreakable
[11:45:36	]Usman has fired a toolgun with the name: unbreakable
[11:45:36	]Usman has fired a toolgun with the name: unbreakable
[11:45:37	]Usman has fired a toolgun with the name: unbreakable
[11:45:37	]Usman has fired a toolgun with the name: unbreakable
[11:45:38	]Usman has fired a toolgun with the name: unbreakable
[11:45:38	]Usman has fired a toolgun with the name: unbreakable
[11:45:38	]Usman has fired a toolgun with the name: unbreakable
[11:45:38	]Usman has fired a toolgun with the name: unbreakable
[11:45:38	]Usman has fired a toolgun with the name: unbreakable
[11:45:39	]Usman has fired a toolgun with the name: unbreakable
[11:45:47	]Usman has used a context menu option with the name: remove
[11:47:17	]Usman has fired a toolgun with the name: creator
[11:47:17	]Usman has spawned a 'Weapon [5018][weapon_smg1]'.
[11:47:17	]Usman has fired a toolgun with the name: creator
[11:47:17	]Usman has spawned a 'Weapon [5019][weapon_smg1]'.
[11:47:17	]Usman has fired a toolgun with the name: creator
[11:47:17	]Usman has spawned a 'Weapon [5021][weapon_smg1]'.
[11:47:17	]Usman has fired a toolgun with the name: creator
[11:47:17	]Usman has spawned a 'Weapon [5026][weapon_smg1]'.
[11:47:17	]Usman has fired a toolgun with the name: creator
[11:47:17	]Usman has spawned a 'Weapon [5027][weapon_smg1]'.
[11:47:51	]Usman has fired a toolgun with the name: creator
[11:47:51	]Usman has spawned a 'Weapon [5019][weapon_smg1]'.
[11:47:51	]Usman has fired a toolgun with the name: creator
[11:47:51	]Usman has spawned a 'Weapon [5021][weapon_smg1]'.
[11:47:51	]Usman has fired a toolgun with the name: creator
[11:47:51	]Usman has spawned a 'Weapon [5026][weapon_smg1]'.
[11:47:51	]Usman has fired a toolgun with the name: creator
[11:47:51	]Usman has spawned a 'Weapon [5027][weapon_smg1]'.
[11:47:52	]Usman has fired a toolgun with the name: creator
[11:47:52	]Usman has spawned a 'Weapon [5028][weapon_smg1]'.
[11:47:52	]Usman has fired a toolgun with the name: creator
[11:47:52	]Usman has spawned a 'Weapon [5029][weapon_smg1]'.
[11:47:52	]Usman has fired a toolgun with the name: creator
[11:47:52	]Usman has spawned a 'Weapon [5030][weapon_smg1]'.
[11:47:53	]Usman has fired a toolgun with the name: creator
[11:47:53	]Usman has spawned a 'Weapon [5021][weapon_smg1]'.
[11:47:54	]Usman has fired a toolgun with the name: creator
[11:47:54	]Usman has spawned a 'Weapon [5019][weapon_smg1]'.
[11:48:09	]Usman entered observer.
[11:48:11	]Usman exited observer at their location.
[11:48:47	]Usman has used a context menu option with the name: clientprop
[11:49:06	]Usman has used a context menu option with the name: collision_on
[11:49:10	]Usman used command '/ExitAct'.
[11:49:15	]Usman entered observer.
[11:49:17	]Usman exited observer at their location.
[11:49:21	]Usman entered observer.
[11:49:29	]Usman exited observer at their location.
[11:49:32	]Usman entered observer.
[11:49:56	]Usman exited observer at their location.
[11:49:57	]Usman has taken 75 damage from worldspawn.
[11:49:58	]Usman entered observer.
[11:49:59	]Usman exited observer at their location.
[11:50:02	]Usman is fully healed.
[11:50:04	]Usman entered observer.
[11:50:05	]Usman exited observer at their location.
[11:50:19	]Neo-Wolffe (STEAM_0:1:147154620) has disconnected.
[14:06:50	]bquits has connected.
[14:07:17	]bquits loaded the character 'Bquits'
[14:07:25	]Bquits entered observer.
[14:07:34	]Bquits has fired a toolgun with the name: remover
[14:07:34	]Bquits has fired a toolgun with the name: remover
[14:07:34	]Bquits has fired a toolgun with the name: remover
[14:07:34	]Bquits has fired a toolgun with the name: remover
[14:07:34	]Bquits has fired a toolgun with the name: remover
[14:07:34	]Bquits has fired a toolgun with the name: remover
[14:07:35	]Bquits has fired a toolgun with the name: remover
[14:07:35	]Bquits has fired a toolgun with the name: remover
[14:07:35	]Bquits has fired a toolgun with the name: remover
[14:07:35	]Bquits has fired a toolgun with the name: remover
[14:07:35	]Bquits has fired a toolgun with the name: remover
[14:07:36	]Bquits has fired a toolgun with the name: remover
[14:07:38	]Bquits has fired a toolgun with the name: remover
[14:07:38	]Bquits has fired a toolgun with the name: remover
[14:07:38	]Bquits has fired a toolgun with the name: remover
[14:07:38	]Bquits has fired a toolgun with the name: remover
[14:07:40	]Bquits has fired a toolgun with the name: remover
[14:07:40	]Bquits has fired a toolgun with the name: remover
[14:07:40	]Bquits has fired a toolgun with the name: remover
[14:07:40	]Bquits has fired a toolgun with the name: remover
[14:07:41	]Bquits has fired a toolgun with the name: remover
[14:07:41	]Bquits has fired a toolgun with the name: remover
[14:07:41	]Bquits has fired a toolgun with the name: remover
[14:07:41	]Bquits has fired a toolgun with the name: remover
[14:07:41	]Bquits has fired a toolgun with the name: remover
[14:07:41	]Bquits has fired a toolgun with the name: remover
[14:07:42	]Bquits has fired a toolgun with the name: remover
[14:07:42	]Bquits has fired a toolgun with the name: remover
[14:07:42	]Bquits has fired a toolgun with the name: remover
[14:07:42	]Bquits has fired a toolgun with the name: remover
[14:07:42	]Bquits has fired a toolgun with the name: remover
[14:07:43	]Bquits has fired a toolgun with the name: remover
[14:07:43	]Bquits has fired a toolgun with the name: remover
[14:07:44	]Bquits has fired a toolgun with the name: remover
[14:07:44	]Bquits has fired a toolgun with the name: remover
[14:07:44	]Bquits has fired a toolgun with the name: remover
[14:07:44	]Bquits has fired a toolgun with the name: remover
[14:07:45	]Bquits has fired a toolgun with the name: remover
[14:07:45	]Bquits has fired a toolgun with the name: remover
[14:07:45	]Bquits has fired a toolgun with the name: remover
[14:07:45	]Bquits has fired a toolgun with the name: remover
