[21:46:12	]Lorf has connected.
[22:18:25	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:25	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left leg dealing 0 damage (CritChance was 0.84).
[22:18:25	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left leg dealing 9 damage (CritChance was 0.84).
[22:18:25	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:25	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:25	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:25	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left leg dealing 0 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left leg dealing 9 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:26	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the stomach dealing 6 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the right arm dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the right arm dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the right arm dealing 4 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the right arm dealing 8 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the right arm dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the right arm dealing 8 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the right arm dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the right arm dealing 8 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 9 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 9 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 9 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:30	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 9 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the head dealing 5 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the head dealing 5 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:31	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:32	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:33	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:34	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the left arm dealing 4 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:35	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the right arm dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the right arm dealing 8 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:40	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the head dealing 5 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:41	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 10 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the head dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the head dealing 5 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the right arm dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the right arm dealing 8 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the right arm dealing 0 damage (CritChance was 0.84).
