[13:28:08	]DavşanAbi has connected.
[18:45:15	]Oscar Davis has transferred a 'Hurda Metal' #42022 to a container with the name 'Kişisel Depo' #4642.
[18:45:15	]C24:i1.HELIX-12 ran 'Consume' on item 'Bank Sodası' (#42067)
[18:45:15	]C24:i1.HELIX-12 has gained a 'Plastik Çöp' #42068.
[18:45:16	]Reginhard  Klaus  Wulfden ran 'take' on item 'Rasyon' (#42066)
[18:45:16	]Reginhard  Klaus  Wulfden has gained a 'Rasyon' #42066.
[18:45:16	]C24:i1.HELIX-12 ran 'Consume' on item 'Bank Sodası' (#42065)
[18:45:16	]C24:i1.HELIX-12 has gained a 'Plastik Çöp' #42069.
[18:45:20	]Oscar Davis ran 'drop' on item 'Açık Gri Kol Bandı' (#37971)
[18:45:20	]Oscar Davis has lost a 'Açık Gri Kol Bandı' #37971.
[18:45:20	]Frederic Schopenhauer ran 'drinkquench' on item 'Su Şişesi' (#40435)
[18:45:22	]Oscar Davis has lost a 'Yapıştırıcı' #42023.
[18:45:22	]Oscar Davis has transferred a 'Yapıştırıcı' #42023 to a container with the name 'Kişisel Depo' #4642.
[18:45:24	]Aleksander  Jovanovic ran 'take' on item 'Boş Bourbon Şişesi' (#41474)
[18:45:24	]Aleksander  Jovanovic has gained a 'Boş Bourbon Şişesi' #41474.
[18:45:24	]Oscar Davis ran 'drop' on item 'Plastik Kova' (#41180)
[18:45:24	]Oscar Davis has lost a 'Plastik Kova' #41180.
[18:45:25	]Daniel Reynolds ran SAM command 'asay' with arguments: 'csyye log gibi birşey atıyolardı'
[18:45:25	]C24:i5.UNION-79 used command '/Reply apf?'.
[18:45:25	]Oscar Davis has lost a 'Askeri Sınıf Devre Kartı' #42030.
[18:45:25	]Oscar Davis has transferred a 'Askeri Sınıf Devre Kartı' #42030 to a container with the name 'Kişisel Depo' #4642.
[18:45:28	]Oscar Davis closed the 'Kişisel Depo' stash.
[18:45:29	]Daniel Reynolds ran SAM command 'asay' with arguments: 'vardiyanın'
[18:45:29	]Jerry Lawyer ran SAM command 'asay' with arguments: 'workshift logu'
[18:45:31	]Aleksander  Jovanovic opened the 'Dropped Items' #4617 container.
[18:45:31	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'bak şimdi o topladığınız şeyler araştırma birlik tarafından kontrol altına alınacak'
[18:45:32	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'evet'
[18:45:33	]Aleksander  Jovanovic has gained a 'Kırmızı Tulum' #40488 from a container with the name 'Dropped Items' #4617.
[18:45:34	]Aleksander  Jovanovic closed the 'Dropped Items' #4617 container.
[18:45:38	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'aa yapmadım'
[18:45:39	]S10/OWS.GHOST-77 used command '/Reply ota suppressor alyxdeki gibi'.
[18:45:39	]Jerry Lawyer entered observer.
[18:45:41	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'yaparım sonra'
[18:45:43	]Jerry Lawyer exited observer at their location.
[18:45:46	]Jerry Lawyer entered observer.
[18:45:46	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'aklımda hepsi'
[18:45:47	]S10/OWS.GHOST-77 used command '/Reply suppressor'un diğer adı'.
[18:45:53	]Jerry Lawyer exited observer at their location.
[18:45:58	][IC] Hans Woods: Nerden geldiniz abi.
[18:46:04	]S10/OWS.GHOST-77 used command '/PM 79 suppressorun diğer adı'.
[18:46:07	][IC] C24:i1.HELIX-12: <:: Evet. ::>
[18:46:07	]C24:i5.UNION-79 has used a context menu option with the name: rb655_door_close
[18:46:09	][IC] Reginhard  Klaus  Wulfden: Oh selam dost.
[18:46:09	]C24:i5.UNION-79 has used a context menu option with the name: rb655_door_close
[18:46:11	][IC] Frederic Schopenhauer: Bakalım ne kadar kazandık.
[18:46:15	][IC] C24:i1.HELIX-12: <:: Sorun değil işimiz bu. ::>
[18:46:16	]C24:i5.UNION-79 used command '/Reply var'.
[18:46:18	]Vasile Grigore exited observer at their location.
[18:46:19	]Vasile Grigore entered observer.
[18:46:21	][IC] Reginhard  Klaus  Wulfden: Merhaba kartalgözü.
[18:46:27	]C24:i5.UNION-79 entered observer.
[18:46:30	]C24:i5.UNION-79 exited observer at their location.
[18:46:30	]Vasile Grigore exited observer at their location.
[18:46:30	]Vasile Grigore entered observer.
[18:46:31	]Enistein has unloaded their "C24:i5.UNION-79" character.
[18:46:32	]Vasile Grigore exited observer at their location.
[18:46:33	]Vasile Grigore ran 'Write' on item 'Askeri Kutunun Anahtarı' (#35735)
[18:46:33	]C24:i1.HELIX-12 used command '/VisorStatus Blue'.
[18:46:39	]Enistein loaded the character 'Enistein'
[18:46:39	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'gazete yazayım bende'
[18:46:41	][IC] Frederic Schopenhauer: Krediler gelmemiş efendim daha.
[18:46:41	]Enistein entered observer.
[18:46:42	][IC] Hans Woods: Lan.
[18:46:42	][IC] Reginhard  Klaus  Wulfden: Eh...
[18:46:43	]Vasile Grigore ran 'Write' on item 'Askeri Kutunun Anahtarı' (#35735)
[18:46:44	][IC] Daniel Reynolds: Ne için geldin.
[18:46:45	]C24:i1.HELIX-12 used command '/Radio Sosyo Statüs Stabil'e çevirildi'.
[18:46:46	]Vasile Grigore entered observer.
[18:46:51	][IC] Hans Woods: Napmışlar adama.
[18:46:51	]CWU:INDUSTRIAL.4543 entered observer.
[18:46:53	][IC] Reginhard  Klaus  Wulfden: Reginhard...
[18:46:56	][IC] Daniel Reynolds: Şöyle gelin.
[18:46:57	]bquits loaded the character 'Edward Rocky'
[18:46:58	][IC] Reginhard  Klaus  Wulfden: Senin?
[18:46:58	]S10/OWS.GHOST-77 used command '/Reply APF rolü yapabilme ihtimalım var mı zaten otadayım'.
[18:46:59	][IC] Hans Woods: Aynen.
[18:47:00	]Edward Rocky entered observer.
[18:47:01	]Enistein has used a context menu option with the name: vendor_edit
[18:47:04	]Edward Rocky exited observer at their location.
[18:47:07	][IC] Hans Woods: Ziyan oldu ya.
[18:47:07	]Vasile Grigore exited observer at their location.
[18:47:11	]Edward Rocky has spawned a 'Entity [5088][ix_newspaperprinter]'.
[18:47:12	][IC] Reginhard  Klaus  Wulfden: Ulan senin adın batsın.
[18:47:12	]C24:i1.HELIX-12 entered observer.
[18:47:13	]C24:i1.HELIX-12 exited observer at their location.
[18:47:14	]Kroymount entered observer.
[18:47:14	]Vasile Grigore ran 'take' on item 'Vida Kutusu' (#42072)
[18:47:14	]Vasile Grigore has gained a 'Vida Kutusu' #42072.
[18:47:16	][IC] Hans Woods: Proteindi.
[18:47:18	][LOOC] Frederic Schopenhauer: fghopjkhfgnhjkgfkjnsfhghfg 
[18:47:20	][IC] C24:i1.HELIX-12: <:: Bekle. ::>
[18:47:23	][IC] Hans Woods: Burda bişey varmı.
[18:47:28	]Edward Rocky has given himself a paper.
[18:47:28	]Edward Rocky has gained a 'Kağıt' #42073.
[18:47:29	]Edward Rocky has given himself a paper.
[18:47:29	]Edward Rocky has gained a 'Kağıt' #42074.
[18:47:29	][IC] Daniel Reynolds: Hiiç.
[18:47:29	]Edward Rocky has given himself a paper.
[18:47:29	]Edward Rocky has gained a 'Kağıt' #42075.
[18:47:30	]Edward Rocky has given himself a paper.
[18:47:30	]Edward Rocky has gained a 'Kağıt' #42076.
[18:47:33	]Edward Rocky ran 'drop' on item 'Kağıt' (#42073)
[18:47:33	]Edward Rocky has lost a 'Kağıt' #42073.
[18:47:33	][IC] Daniel Reynolds: O bıyıklarını hamlarım.
[18:47:34	]Edward Rocky ran 'drop' on item 'Kağıt' (#42074)
[18:47:34	]Edward Rocky has lost a 'Kağıt' #42074.
[18:47:34	]Enistein has used a context menu option with the name: vendor_edit
[18:47:34	][IC] Reginhard  Klaus  Wulfden: Bizim brokebackli jerry mi?
[18:47:34	]Edward Rocky ran 'drop' on item 'Kağıt' (#42075)
[18:47:34	]Edward Rocky has lost a 'Kağıt' #42075.
[18:47:37	][IC] Daniel Reynolds: Çok güzel.
[18:47:38	]Edward Rocky ran 'drop' on item 'Kağıt' (#42076)
[18:47:38	]Edward Rocky has lost a 'Kağıt' #42076.
[18:47:41	]Vasile Grigore ran 'take' on item 'Vida Kutusu' (#42079)
[18:47:41	]Vasile Grigore has gained a 'Vida Kutusu' #42079.
[18:47:42	]Vasile Grigore ran 'take' on item 'Ahşap Tahta' (#42078)
[18:47:43	]Vasile Grigore has gained a 'Ahşap Tahta' #42078.
[18:47:43	][IC] Hans Woods: Ben Hans.
[18:47:44	]Edward Rocky has given himself a black_ink.
[18:47:44	]Edward Rocky has gained a 'Siyah Mürekkep' #42080.
[18:47:44	]Kroymount exited observer at their location.
[18:47:44	]Edward Rocky has given himself a black_ink.
[18:47:44	]Edward Rocky has gained a 'Siyah Mürekkep' #42081.
[18:47:45	]Edward Rocky has given himself a black_ink.
[18:47:45	]Edward Rocky has gained a 'Siyah Mürekkep' #42082.
[18:47:45	]Edward Rocky has given himself a black_ink.
[18:47:45	]Edward Rocky has gained a 'Siyah Mürekkep' #42083.
[18:47:47	]Edward Rocky ran 'drop' on item 'Siyah Mürekkep' (#42082)
[18:47:47	]Edward Rocky has lost a 'Siyah Mürekkep' #42082.
[18:47:48	]Edward Rocky ran 'drop' on item 'Siyah Mürekkep' (#42081)
[18:47:48	]Edward Rocky has lost a 'Siyah Mürekkep' #42081.
[18:47:49	]Edward Rocky ran 'drop' on item 'Siyah Mürekkep' (#42080)
[18:47:49	]Edward Rocky has lost a 'Siyah Mürekkep' #42080.
[18:47:50	]Edward Rocky ran 'drop' on item 'Siyah Mürekkep' (#42083)
[18:47:50	]Edward Rocky has lost a 'Siyah Mürekkep' #42083.
[18:47:51	]S10/OWS.GHOST-77 used command '/PM Enistein APF rolü yapabilir miyim otadayım ve deneyimim var yabancı sunucularda'.
[18:47:51	]Wonder Of You loaded the character 'Hershel Von Shepherd'
[18:47:51	][IC] Hans Woods: Anam babam böle derdi.
[18:47:54	][IC] Hans Woods: Ney.
[18:47:56	]Hershel Von Shepherd is fully healed.
[18:47:57	]Hershel Von Shepherd entered observer.
[18:48:01	]Enistein used command '/Reply beyinle konuşman lazım'.
[18:48:01	]Hershel Von Shepherd exited observer at their location.
[18:48:02	]Vasile Grigore ran 'take' on item 'Dezenfektan' (#42084)
[18:48:02	]Vasile Grigore has gained a 'Dezenfektan' #42084.
[18:48:04	][IC] Hans Woods: Allah rahmet eylesin.
[18:48:32	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41619.
[18:48:32	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41620.
[18:48:33	]Hershel Von Shepherd has given himself a overcoat_dark.
[18:48:33	]Hershel Von Shepherd has gained a 'Koyu Renk Palto' #42087.
[18:48:35	][IC] Reginhard  Klaus  Wulfden: Yaşamaya çalışıyoruzç.
[18:48:36	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41620.
[18:48:36	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41619.
[18:48:37	]Vasile Grigore entered observer.
[18:48:38	]Henry Stadtfeld used command '/PM Enis abi ben ne zaman yetkiyi alabilicem'.
[18:48:38	]Vasile Grigore exited observer at their location.
[18:48:42	][IC] Frederic Schopenhauer: Efendim.
[18:48:45	]Henry Stadtfeld has gained level 12 in the Hız skill.
[18:48:46	][IC] C24:i1.HELIX-12: <:: Evet. ::>
[18:48:48	][IC] Frederic Schopenhauer: Vardiyaların ödülleri ne zaman verilir.
[18:48:48	]Vasile Grigore ran 'take' on item 'Demir' (#42090)
[18:48:48	]Vasile Grigore has gained a 'Demir' #42090.
[18:48:50	][IC] Hans Woods: Sarıgüç var.
[18:48:53	][IC] C24:i1.HELIX-12: <:: Verildi zaten. ::>
[18:48:55	][IC] Frederic Schopenhauer: Gelmemiş.
[18:48:56	][IC] Hans Woods: Şırda.
[18:48:57	]Edward Rocky has spawned a 'Entity [4821][ix_terminal]'.
[18:48:57	][Y] Daniel Reynolds: Takip ettiğim falan yok.
[18:48:59	][IC] Reginhard  Klaus  Wulfden: O tip ne ya?
[18:49:00	][IC] C24:i1.HELIX-12: <:: Nasıl gelmemiş. ::>
[18:49:02	][IC] C24:i1.HELIX-12: <:: Verildi dendi. ::>
[18:49:03	]Victorian has connected.
[18:49:04	]Edward Rocky has spawned a 'Entity [5171][ix_pickupterminal]'.
[18:49:05	][IC] Hans Woods: Sarıgüç.
[18:49:07	]Vasile Grigore ran 'take' on item 'Boş Süt Kartonu' (#42091)
[18:49:07	]Vasile Grigore has gained a 'Boş Süt Kartonu' #42091.
[18:49:08	][IC] Frederic Schopenhauer: Baktım gelmemişti.
[18:49:12	]Edward Rocky entered observer.
[18:49:14	][IC] C24:i1.HELIX-12: <:: Hm yakında verilir. ::>
[18:49:15	]Edward Rocky exited observer at their location.
[18:49:17	]Vasile Grigore ran 'take' on item 'Yapıştırıcı' (#42094)
[18:49:17	]Vasile Grigore has gained a 'Yapıştırıcı' #42094.
[18:49:18	][IC] C24:i1.HELIX-12: <:: Sen. ::>
[18:49:21	][IC] Hans Woods: Sokaklar benim evim.
[18:49:23	][IC] C24:i1.HELIX-12: <:: Kol bandın nerede? ::>
[18:49:25	]Jerry Lawyer ran 'Use' on item '50 Kredi Kuponu' (#41800)
[18:49:26	]Vasile Grigore ran 'take' on item 'Ağır Yeşil Kevlar Üniforma' (#37685)
[18:49:26	]Vasile Grigore has gained a 'Ağır Yeşil Kevlar Üniforma' #37685.
[18:49:27	]Jerry Lawyer has used a coupon at a ration dispenser, gaining 50 credits.
[18:49:28	]Hershel Von Shepherd ran 'Equip' on item 'Açık Gri Kol Bandı' (#40972)
[18:49:29	]Frederic Schopenhauer ran 'smoke' on item 'Sigara' (#41748)
[18:49:29	]Frederic Schopenhauer ran 'light' on item 'Zippo Çakmak' (#38207)
[18:49:31	]Aleksander  Jovanovic ran 'Unlock' on item 'Daire Anahtarı' (#40717)
[18:49:31	][IC] Reginhard  Klaus  Wulfden: Senin için birşeyim var.
[18:49:35	][IC] C24:i1.HELIX-12: <:: Senin kol bandın nerede. ::>
[18:49:36	]Vasile Grigore ran 'drop' on item 'Tıbbi Direnişçi Üniforması' (#41826)
[18:49:36	]Vasile Grigore has lost a 'Tıbbi Direnişçi Üniforması' #41826.
[18:49:36	]Reginhard  Klaus  Wulfden ran 'drop' on item 'Rasyon' (#42066)
[18:49:36	]Reginhard  Klaus  Wulfden has lost a 'Rasyon' #42066.
[18:49:39	][IC] Hans Woods: Tamamdr.
[18:49:39	]Jerry Lawyer ran 'take' on item 'Rasyon' (#42066)
[18:49:39	]Jerry Lawyer has gained a 'Rasyon' #42066.
[18:49:40	]Henry Stadtfeld ran 'Equip' on item 'Açık Gri Kol Bandı' (#41816)
[18:49:41	]Vasile Grigore ran 'take' on item 'Plastik Çöp' (#35939)
[18:49:41	]Vasile Grigore has gained a 'Plastik Çöp' #35939.
[18:49:43	][ME] Hans Woods: ayakkabıları çıkarır
[18:49:44	][LOOC] Daniel Reynolds: İDAM
[18:49:45	]Jerry Lawyer ran 'Open' on item 'Rasyon' (#42066)
[18:49:45	]Jerry Lawyer has gained a 'Yapay Macun' #42097.
[18:49:45	]Jerry Lawyer has gained a 'Breen'in Suyu' #42098.
[18:49:45	]Jerry Lawyer has gained a '15 Kredi Kuponu' #42099.
[18:49:47	]Jerry Lawyer ran 'Use' on item '15 Kredi Kuponu' (#42099)
[18:49:47	][IC] Reginhard  Klaus  Wulfden: Ne demek.
[18:49:47	]Jerry Lawyer ran 'Consume' on item 'Yapay Macun' (#42097)
[18:49:48	]Jerry Lawyer has gained a 'Boş Kavanoz' #42100.
[18:49:49	]Jerry Lawyer ran 'Consume' on item 'Breen'in Suyu' (#42098)
[18:49:49	]Jerry Lawyer has gained a 'Boş Breen'in Suyu' #42101.
[18:49:50	]Vasile Grigore ran 'take' on item 'Kırmızı Bere' (#37405)
[18:49:50	]Vasile Grigore has gained a 'Kırmızı Bere' #37405.
[18:49:56	]Aleksander  Jovanovic ran 'Lock' on item 'Daire Anahtarı' (#40717)
[18:49:58	][IC] Hans Woods: Napcaz bu sarıgüçü.
[18:49:58	]Vasile Grigore ran 'take' on item 'Plastik Levhalar' (#42103)
[18:49:58	]Vasile Grigore has gained a 'Plastik Levhalar' #42103.
[18:50:02	]Daniel Reynolds has acquired his ration, gaining 0 credits, 50 wages and a priority_ration ration.
[18:50:08	][IC] Reginhard  Klaus  Wulfden: Öyle demiyoruz....
[18:50:11	][IC] Hans Woods: Onla limonata yapılmazmı ya.
[18:50:12	]Edward Rocky used command '/Radio Günaydın baylar rapor geçmeyi unutmayın!'.
[18:50:12	][IC] Hans Woods: Sarı sarı.
[18:50:23	][IC] Reginhard  Klaus  Wulfden: Herifteki lükse bak...
[18:50:27	][IC] Hans Woods: 5 yaşından beri sokaktayım.
[18:50:30	][IC] Hans Woods: Bilmiyorum.
[18:50:31	][IT] Oscar Davis: masada dimdik bekliyor.
[18:50:39	][ME] Oscar Davis: masada dimdik bekliyor.
[18:50:39	][IC] Hans Woods: Burda ne var.
[18:50:41	]AIRWATCH has gone afk.
[18:50:42	][IC] Hans Woods: Haa.
[18:50:45	]Aleksander  Jovanovic ran 'Unlock' on item 'Daire Anahtarı' (#40717)
[18:50:52	][IC] Hans Woods: Tamam.
[18:50:59	]Aleksander  Jovanovic opened the 'Büyük Kutu' #4628 container.
[18:51:01	][IC] Hans Woods: Aga adamın biri bomba salladıydı SK lara.
[18:51:01	]Aleksander  Jovanovic has transferred a 'Kırmızı Tulum' #40488 to a container with the name 'Büyük Kutu' #4628.
[18:51:03	]Aleksander  Jovanovic closed the 'Büyük Kutu' #4628 container.
[18:51:04	]Edward Rocky entered observer.
[18:51:04	][IC] Hans Woods: Fenaydı.
[18:51:09	]Vasile Grigore has gained level 24 in the Hız skill.
[18:51:09	]Daniel Reynolds ran 'take' on item 'Öncelikli Loyalist Rasyonu' (#42105)
[18:51:09	]Daniel Reynolds has gained a 'Öncelikli Loyalist Rasyonu' #42105.
[18:51:12	][IC] Hans Woods: SK uçtu gitti.
[18:51:15	]Daniel Reynolds ran 'Open' on item 'Öncelikli Loyalist Rasyonu' (#42105)
[18:51:15	]Daniel Reynolds has gained a 'Evrensel Birlik Çikolatası' #42109.
[18:51:15	]Daniel Reynolds has gained a 'Somon Biftek' #42110.
[18:51:15	]Daniel Reynolds has gained a 'Köpüklü Breen Suyu' #42111.
[18:51:15	]Daniel Reynolds has gained a '30 Kredi Kuponu' #42112.
[18:51:16	][IC] Hans Woods: Yaşasın direniş diyip böyle.
[18:51:16	]Daniel Reynolds ran 'Consume' on item 'Evrensel Birlik Çikolatası' (#42109)
[18:51:17	]Daniel Reynolds has gained a 'Plastik Çöp' #42113.
[18:51:19	]Daniel Reynolds ran 'Consume' on item 'Köpüklü Breen Suyu' (#42111)
[18:51:19	]Daniel Reynolds has gained a 'Boş Breen'in Suyu' #42114.
[18:51:21	]Daniel Reynolds ran 'Consume' on item 'Somon Biftek' (#42110)
[18:51:21	]Daniel Reynolds has gained a level 5 long boost in Zeka.
[18:51:21	]Daniel Reynolds has gained a level 5 long boost in Algı.
[18:51:23	]Daniel Reynolds ran 'Use' on item '30 Kredi Kuponu' (#42112)
[18:51:23	][IC] Hans Woods: Yok yok.
[18:51:24	]Vasile Grigore ran 'take' on item 'Demir' (#42117)
[18:51:24	]Vasile Grigore has gained a 'Demir' #42117.
[18:51:25	][IC] Hans Woods: Bomba attı.
[18:51:25	]Daniel Reynolds has used a coupon at a ration dispenser, gaining 30 credits.
[18:51:26	][IC] Hans Woods: Kaçt.
[18:51:28	][IC] Hans Woods: Aynen.
[18:51:33	]Vasile Grigore ran 'take' on item 'Yapıştırıcı' (#42120)
[18:51:33	]Vasile Grigore has gained a 'Yapıştırıcı' #42120.
[18:51:33	][IC] Hans Woods: Nasıl ypıcaz.
[18:51:39	][IC] Hans Woods: Çalalı.
[18:51:42	][IC] Hans Woods: M.
[18:51:52	][IC] Hans Woods: Valla bilmiyorum.
[18:51:54	]Vasile Grigore ran 'take' on item 'Güçlü Yapıştırıcı' (#42125)
[18:51:54	]Vasile Grigore has gained a 'Güçlü Yapıştırıcı' #42125.
[18:51:57	]Vasile Grigore ran 'take' on item 'Vida Kutusu' (#42124)
[18:51:58	]Victorian loaded the character 'Kasuga Fruga'
[18:52:01	][IC] Hans Woods: Bomba pişirme tarifi.
[18:52:02	]Hershel Von Shepherd ran 'SetCredits' on item '#02471 Kimlik Kartı' (#40973)
[18:52:02	][ME] Oscar Davis: hala beklemeye devam ediyor.
[18:52:02	]Vasile Grigore ran 'combine' on item 'Plastik Levhalar' (#41947)
[18:52:04	]Vasile Grigore ran 'combine' on item 'Plastik Çöp' (#35939)
[18:52:05	][IC] Hans Woods: Arat pinterestten.
[18:52:06	]Vasile Grigore ran 'combine' on item 'Yapıştırıcı' (#42120)
[18:52:06	]Wonder Of You has set card #40973's credits to 300.
[18:52:06	]Vasile Grigore ran 'combine' on item 'Yapıştırıcı' (#41873)
[18:52:07	][ME] Frederic Schopenhauer: sigarayı sonradan yine yakabilicek şekilde söndürür
[18:52:08	]Vasile Grigore ran 'combine' on item 'Bez Paçavralar' (#41961)
[18:52:09	]Frederic Schopenhauer ran 'stopsmoke' on item 'Sigara' (#41748)
[18:52:12	]Vasile Grigore ran 'combine' on item 'Plastik Levhalar' (#42036)
[18:52:13	][IC] Hans Woods: Tamam.
[18:52:14	]Vasile Grigore ran 'combine' on item 'Vida Kutusu' (#42041)
[18:52:15	]Vasile Grigore ran 'combine' on item 'Vida Kutusu' (#42041)
[18:52:16	][IC] Hans Woods: Ney.
[18:52:16	]Kasuga Fruga ran SAM command 'hp' with arguments: 'Kasuga' '100'
[18:52:16	]Vasile Grigore ran 'combine' on item 'Vida Kutusu' (#42072)
[18:52:17	]Vasile Grigore ran 'combine' on item 'Vida Kutusu' (#42041)
[18:52:17	]Kasuga Fruga entered observer.
[18:52:18	]Kasuga Fruga is fully healed.
[18:52:18	][IC] Hans Woods: Yok gözlerim var.
[18:52:20	]Edward Rocky exited observer at their location.
[18:52:21	]Vasile Grigore ran 'combine' on item 'Ahşap Tahta' (#41915)
[18:52:23	]Daniel Reynolds has gained level 5 in the Hız skill.
[18:52:23	]Vasile Grigore ran 'combine' on item 'Ahşap Tahta' (#42078)
[18:52:24	]Kasuga Fruga ran SAM command 'asay' with arguments: 'sa begler'
[18:52:25	][IC] Hans Woods: Bilmem.
[18:52:26	]Edward Rocky ran SAM command 'asay' with arguments: 'as'
[18:52:26	]Oscar Davis used command '/ID'.
[18:52:28	][IC] Hans Woods: 4k mı bu.
[18:52:29	]Aleksander  Jovanovic opened the 'Büyük Kutu' #4628 container.
[18:52:31	][IC] Oscar Davis: Ek rasyon nasıl alabilirim?
[18:52:31	]Vasile Grigore ran 'combine' on item 'Bez Paçavralar' (#42032)
[18:52:32	]Aleksander  Jovanovic has transferred a 'Benefactor Edition Sigara Paketi' #41731 to a container with the name 'Büyük Kutu' #4628.
[18:52:32	]Vasile Grigore ran 'combine' on item 'Bez Paçavralar' (#41970)
[18:52:33	]Aleksander  Jovanovic has transferred a 'Benefactor Edition Sigara Paketi' #41740 to a container with the name 'Büyük Kutu' #4628.
[18:52:34	]Aleksander  Jovanovic has transferred a 'Boş Bourbon Şişesi' #41474 to a container with the name 'Büyük Kutu' #4628.
[18:52:35	]Aleksander  Jovanovic has transferred a 'Boş Breen'in Suyu' #41812 to a container with the name 'Büyük Kutu' #4628.
[18:52:37	]Aleksander  Jovanovic has transferred a 'Boş Breen'in Suyu' #40680 to a container with the name 'Büyük Kutu' #4628.
[18:52:38	]Vasile Grigore ran 'take' on item 'RAVE' (#37404)
[18:52:38	]Vasile Grigore has gained a 'RAVE' #37404.
[18:52:39	]Aleksander  Jovanovic ran 'combine' on item 'Plastik Çöp' (#41470)
[18:52:42	][IC] Hans Woods: 4k gibi duruyor.
[18:52:42	]Aleksander  Jovanovic has transferred a 'Yapay Macun' #41539 to a container with the name 'Büyük Kutu' #4628.
[18:52:43	]Aleksander  Jovanovic has transferred a 'Breen'in Suyu' #41540 to a container with the name 'Büyük Kutu' #4628.
[18:52:45	]Aleksander  Jovanovic closed the 'Büyük Kutu' #4628 container.
[18:52:45	]C24:i1.HELIX-12 has spawned a ration.
[18:52:46	][IC] C24:i1.HELIX-12: <:: Al. ::>
[18:52:48	]Vasile Grigore ran 'take' on item 'Plastik Çöp' (#36853)
[18:52:48	]Vasile Grigore has gained a 'Plastik Çöp' #36853.
[18:52:49	]Oscar Davis ran 'take' on item 'Rasyon' (#42126)
[18:52:49	]Oscar Davis has gained a 'Rasyon' #42126.
[18:52:51	]Aleksander  Jovanovic ran 'Lock' on item 'Daire Anahtarı' (#40717)
[18:52:53	]Frederic Schopenhauer has acquired his ration, gaining 0 credits, 0 wages and a loyalist_ration ration.
[18:52:54	][IC] Hans Woods: Bilmiyorum.
[18:53:00	]Frederic Schopenhauer used the 'Kupon Makinesi' vendor.
[18:53:01	][IC] Hans Woods: Bu neye bağlı.
[18:53:02	]Reginhard  Klaus  Wulfden ran 'take' on item 'Frag Grenade' (#41807)
[18:53:02	]Reginhard  Klaus  Wulfden has gained a 'Frag Grenade' #41807.
[18:53:06	]Frederic Schopenhauer ran 'Open' on item 'Loyalist Rasyonu' (#42127)
[18:53:06	]Frederic Schopenhauer has gained a 'Karpuz Dilimi' #42128.
[18:53:06	]Frederic Schopenhauer has gained a 'Elma' #42129.
[18:53:06	]Frederic Schopenhauer has gained a 'Köpüklü Breen Suyu' #42130.
[18:53:06	]Frederic Schopenhauer has gained a '20 Kredi Kuponu' #42131.
[18:53:06	][IC] Reginhard  Klaus  Wulfden: Şşşş.
[18:53:07	]Vasile Grigore ran 'take' on item 'Hurda Metal' (#42133)
[18:53:07	]Vasile Grigore has gained a 'Hurda Metal' #42133.
[18:53:07	]Kasuga Fruga exited observer at their location.
[18:53:08	][ME] Oscar Davis: yere oturur ve rasyonunu yemeye başlar
[18:53:09	]Vasile Grigore ran 'take' on item 'Vida Kutusu' (#42134)
[18:53:09	]Vasile Grigore has gained a 'Vida Kutusu' #42134.
[18:53:09	][IC] Hans Woods: Büyü mü var.
[18:53:11	]Vasile Grigore ran 'combine' on item 'Vida Kutusu' (#42072)
[18:53:11	]Oscar Davis ran 'Open' on item 'Rasyon' (#42126)
[18:53:11	]Oscar Davis has gained a 'Yapay Macun' #42135.
[18:53:11	]Oscar Davis has gained a 'Breen'in Suyu' #42136.
[18:53:12	]Oscar Davis has gained a '15 Kredi Kuponu' #42137.
[18:53:12	]Vasile Grigore ran 'combine' on item 'Vida Kutusu' (#42041)
[18:53:13	]Oscar Davis ran 'Consume' on item 'Yapay Macun' (#42135)
[18:53:13	]Oscar Davis has gained a 'Boş Kavanoz' #42138.
[18:53:14	]Oscar Davis ran 'Consume' on item 'Breen'in Suyu' (#42136)
[18:53:14	]Oscar Davis has gained a 'Boş Breen'in Suyu' #42139.
[18:53:17	]Aleksander  Jovanovic ran 'Unlock' on item 'Daire Anahtarı' (#40717)
[18:53:18	][IC] Hans Woods: Abov.
[18:53:21	]Daniel Reynolds used command '/PM rocky aga sen en son kuşta nasıl kuşu sikiyoz la falan demiştin gel göstereyimmi'.
[18:53:21	]Kasuga Fruga ran 'Use' on item '20 Kredi Kuponu' (#39137)
[18:53:25	]Aleksander  Jovanovic ran 'Lock' on item 'Daire Anahtarı' (#40717)
[18:53:25	]Frederic Schopenhauer ran 'Use' on item '20 Kredi Kuponu' (#42131)
[18:53:28	]Kasuga Fruga ran 'Use' on item '20 Kredi Kuponu' (#39137)
[18:53:30	]Frederic Schopenhauer ran 'Use' on item '20 Kredi Kuponu' (#42131)
