[16:13:41	]Jhonny has connected.
[20:05:30	][IC] C24:i4.XRAY-91: <:: Kimseyi cagırmadıgın için gelmedi bi kaç kisi. ::>
[20:05:34	][W] C24:i5.UNION-46: <:: Yağlı yağlı sokup çıkarcak. ::>
[20:05:35	][IC] C24:i4.XRAY-91: <:: Seslide konusuyorduk izinsiz girmeyim. ::>
[20:05:36	][W] C24:i5.UNION-46: <:: Yağlı yağlı sokup çıkarcak. ::>
[20:05:36	][IC] C24:i4.XRAY-91: <:: Dediler. ::>
[20:05:39	][IC] C24:CpT.JURY-173: <:: Cağırıcaz. ::>
[20:05:41	][W] C24:i5.UNION-46: <:: Yağlı yağlı sokup çıkarcak. ::>
[20:05:43	][IC] C24:CpT.JURY-173: <:: Geçin siz. ::>
[20:05:58	][IC] C24:i5.UNION-46: <:: Hala ooc yiz la demi. ::>
[20:06:04	][IC] C24:CpT.JURY-173: <:: Oocdeyiz. ::>
[20:06:07	][IC] C24:i5.UNION-46: <:: Heh iyi. ::>
[20:06:18	][IC] C24:RCT.YELLO-30: <:: Abim benim gunam yok ki. ::>
[20:06:35	][IC] C24:i5.UNION-46: <:: Yağlı yağlı... ::>
[20:06:37	][IC] C24:i5.UNION-46: <:: Patates çekti canım. ::>
[20:06:45	][IC] C24:i5.UNION-46: <:: Değilmi la. ::>
[20:06:51	][IC] C24:RCT.YELLO-30: <:: Sevmiom. ::>
[20:06:51	]C24:CpT.JURY-173 used command '/CharSearch'.
[20:07:20	][IC] C24:i5.UNION-46: <:: Patates sevilmezmi. ::>
[20:07:21	][IC] C24:i5.UNION-46: <:: Essek. ::>
[20:07:25	][IC] C24:RCT.YELLO-30: <:: Aa. ::>
[20:07:31	][IC] C24:i5.UNION-46: <:: Agzımdan kacti. ::>
[20:07:36	][IC] C24:RCT.YELLO-30: <:: Abov. ::>
[20:07:49	][IC] C24:RCT.YELLO-30: <:: Bizi yağlı yağlı. ::>
[20:07:53	][IC] C24:i5.UNION-46: <:: I4 hayata tutunmayı başaramadı. ::>
[20:08:00	][IC] C24:i5.UNION-46: <:: Yaşıyonmu i4. ::>
[20:08:07	]C24:CpT.JURY-173 used command '/ActInjured'.
[20:08:09	]C24:CpT.JURY-173 used command '/ExitAct'.
[20:08:11	][IC] C24:i5.UNION-46: <:: JURY. ::>
[20:08:13	][IC] C24:i4.XRAY-91: <:: Yaşıyorum. ::>
[20:08:14	][IC] C24:i5.UNION-46: <:: YERE YATTI. ::>
[20:08:15	][IC] C24:i5.UNION-46: <:: ABOOO. ::>
[20:08:17	][IC] C24:i5.UNION-46: <:: SS ALDIM AGA. ::>
[20:08:20	][IC] C24:i5.UNION-46: <:: YAYARIM IFŞAYI. ::>
[20:08:22	][LOOC] C24:i4.XRAY-91: olm az ciddi olun mk
[20:08:24	][IC] C24:CpT.JURY-173: <:: Atıldın. ::>
[20:08:28	][IC] C24:i5.UNION-46: <:: Atıldım. ::>
[20:08:32	][IC] C24:i5.UNION-46: <:: Beyler koydu he. ::>
[20:08:34	][IC] C24:RCT.YELLO-30: <:: Karşında captan var. ::>
[20:08:37	][IC] C24:i5.UNION-46: <:: Ohm. ::>
[20:08:38	][IC] C24:CpT.JURY-173: <:: Rolde değiliz. ::>
[20:08:41	][IC] C24:CpT.JURY-173: <:: Öylesine diyorum. ::>
[20:08:44	][IC] C24:i4.XRAY-91: <:: Tigir:Er. ::>
[20:08:53	][IC] C24:RCT.YELLO-30: <:: Bizi jobla. ::>
[20:08:59	][IC] C24:i5.UNION-46: <:: Bizi yağlı yağlı jobladı. ::>
[20:09:02	][IC] C24:i5.UNION-46: <:: Bizi yağlı yağlı jobladı. ::>
[20:09:12	]C24:RCT.YELLO-30 used command '/ActArrest 3'.
[20:09:20	]C24:i5.UNION-46 used command '/ActArrest'.
[20:09:21	]C24:i5.UNION-46 used command '/ExitAct'.
[20:09:22	][IC] C24:RCT.YELLO-30: <:: Hayatı sorguluom. ::>
[20:09:24	]C24:i5.UNION-46 used command '/ActArrest 2'.
[20:09:44	]C24:i5.UNION-46 used command '/ExitAct'.
[20:10:01	][IC] C24:RCT.YELLO-30: <:: Hayatı sorguluom. ::>
[20:10:03	]C24:i4.XRAY-91 used command '/ActStand 3'.
[20:10:04	]C24:i4.XRAY-91 used command '/ExitAct'.
[20:10:05	][IC] C24:i5.UNION-46: <:: Sorgulama. ::>
[20:10:08	]C24:i4.XRAY-91 used command '/ActArrest'.
[20:10:09	]C24:i4.XRAY-91 used command '/ExitAct'.
[20:10:10	]C24:i4.XRAY-91 used command '/ActArrest 2'.
[20:10:10	][IC] C24:RCT.YELLO-30: <:: Lan arkdaan. ::>
[20:10:11	]C24:i4.XRAY-91 used command '/ExitAct'.
[20:10:12	][ME] C24:i5.UNION-46: yağlı yağlı joblar
[20:10:12	]C24:i4.XRAY-91 used command '/ActArrest 3'.
[20:10:16	]C24:i4.XRAY-91 used command '/ExitAct'.
[20:10:18	][IC] C24:RCT.YELLO-30: <:: Gh. ::>
[20:10:20	][IC] C24:RCT.YELLO-30: <:: Agh. ::>
[20:10:23	][IC] C24:RCT.YELLO-30: <:: Pain. ::>
[20:10:25	][IC] C24:RCT.YELLO-30: <:: Ugh! ::>
[20:10:27	]C24:RCT.YELLO-30 used command '/ExitAct'.
[20:10:45	][IC] C24:i5.UNION-46: <:: I4. ::>
[20:10:53	][LOOC] C24:i4.XRAY-91: he
[20:10:55	][IC] C24:i5.UNION-46: <:: Vardım. ::>
[20:11:00	][IC] C24:i5.UNION-46: <:: Açıldığından beri. ::>
[20:11:10	][LOOC] C24:RCT.YELLO-30: yoktum
[20:11:12	]Lynx has connected.
[20:12:28	]Lynx loaded the character 'C24:i5.VICTOR-61'
[20:12:59	][LOOC] C24:i5.UNION-46: hatta davşan ben seni biliyorum çok önceden yönetimdeydin wh alımlarına falan bakıyordun sanırsam
[20:13:13	]C24:i5.VICTOR-61 is fully healed.
[20:13:22	][LOOC] C24:RCT.YELLO-30: türkümü
[20:13:54	][LOOC] C24:RCT.YELLO-30: ben çıkabilirm
[20:14:01	][LOOC] C24:RCT.YELLO-30: elektirik
[20:14:17	]C24:RL.XRAY-57 entered observer.
[20:14:19	][LOOC] C24:RCT.YELLO-30: ben çıkabilirm
[20:14:19	][IC] C24:i4.XRAY-91: <:: Evet. ::>
[20:14:21	]C24:i5.UNION-46 entered observer.
[20:14:22	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'victor'
[20:14:22	]C24:i5.UNION-46 exited observer at their location.
[20:14:22	]C24:RL.XRAY-57 exited observer at their location.
[20:14:27	]C24:RL.XRAY-57 entered observer.
[20:14:30	][IC] C24:i5.UNION-46: <:: Ben burdayım hocam. ::>
[20:14:33	]C24:RL.XRAY-57 exited observer at their location.
[20:14:43	][LOOC] C24:RCT.YELLO-30: sıkıntı olabilir
[20:15:11	]C24:i5.UNION-46 ran 'drop' on item 'Dikişli Kumaş' (#18041)
[20:15:11	]C24:i5.UNION-46 has lost a 'Dikişli Kumaş' #18041.
[20:15:18	]C24:i5.UNION-46 ran 'take' on item 'Dikişli Kumaş' (#18041)
[20:15:18	]C24:i5.UNION-46 has gained a 'Dikişli Kumaş' #18041.
[20:16:07	][LOOC] C24:i5.UNION-46: hocam ben vurmadım ki
[20:16:09	][IC] C24:RL.XRAY-57: <:: Drama. ::>
[20:16:10	][IC] C24:RL.XRAY-57: <:: Haha. ::>
[20:16:16	][LOOC] C24:i5.UNION-46: ben şu büyü yapanı vurdum
[20:16:44	][LOOC] C24:i5.UNION-46: hocam alamadı zaten
[20:17:02	][LOOC] C24:i5.UNION-46: silahı i4 yakalayınca geri aldım
[20:17:21	]THE ÖMER (STEAM_0:1:575663749) has disconnected (timed out).
[20:17:24	]C24:CpT.JURY-173 used command '/CharFallOver 0.1'.
[20:17:26	]C24:CpT.JURY-173 used command '/CharGetUp'.
[20:17:31	]C24:CpT.JURY-173 used command '/CharFallOver 0.1'.
[20:19:48	]C24:RL.XRAY-57 used command '/CharSetHunger rl 0'.
[20:19:53	]C24:RL.XRAY-57 used command '/CharSetThirst rl 0'.
[20:21:26	]Scientist has connected.
[20:23:28	]C24:i5.VICTOR-61 has gone afk.
[20:26:13	]C24:i5.VICTOR-61 is no longer afk. Total time spent AFK: 460
[20:26:29	]Scientist (STEAM_0:1:533519973) has disconnected (timed out).
[20:27:43	][LOOC] C24:i4.XRAY-91: Mesleği:Suikastci
[20:28:01	]C24:RL.XRAY-57 has gone afk.
[20:29:55	]Scientist has connected.
[20:30:06	]C24:RL.XRAY-57 is no longer afk. Total time spent AFK: 420
[20:30:44	]C24:i5.UNION-46 has gone afk.
[20:31:43	]C24:i5.VICTOR-61 has gone afk.
[20:31:44	]C24:i5.UNION-46 is no longer afk. Total time spent AFK: 355
[20:32:39	]Scientist loaded the character 'C24:i3.UNION-66'
[20:33:05	]C24:i3.UNION-66 used command '/Radio 10-8 2'.
[20:33:11	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: '66'
[20:33:21	]C24:i3.UNION-66 ran 'EquipUn' on item 'Stunstick' (#14559)
[20:33:22	]C24:i3.UNION-66 ran 'EquipUn' on item 'MP5A3' (#15649)
[20:33:23	]C24:i3.UNION-66 ran 'EquipUn' on item 'Combine PDA' (#14475)
[20:33:26	][LOOC] C24:i3.UNION-66: evet
[20:33:28	]C24:i5.VICTOR-61 is no longer afk. Total time spent AFK: 400
[20:33:35	][LOOC] C24:i3.UNION-66: revain 46
[20:33:38	]C24:i3.UNION-66 ran 'Equip' on item 'Stunstick' (#14559)
[20:33:39	]C24:i3.UNION-66 ran 'Equip' on item 'Combine PDA' (#14475)
[20:33:40	]C24:i3.UNION-66 ran 'Equip' on item 'MP5A3' (#15649)
[20:34:35	][LOOC] C24:i3.UNION-66: o half life 2 de kaç harfli oluyordu
[20:34:39	][IC] C24:i5.UNION-46: <:: Birde mesela /radio yerine /r olabilir. ::>
[20:35:01	][IC] C24:i5.UNION-46: <:: Birde mesela /radio yerine /r olabilir. ::>
[20:35:22	][LOOC] C24:i3.UNION-66: /r oluyor
[20:35:28	][LOOC] C24:i3.UNION-66: ben öyle kullanıyorum
[20:35:53	]C24:i5.UNION-46 entered observer.
[20:35:53	]C24:i5.UNION-46 exited observer at their location.
[20:36:49	][IC] C24:i5.UNION-46: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[20:37:05	][IC] C24:i5.UNION-46: <:: 11-99; officer needs assistance! ::>
[20:37:14	]C24:i3.UNION-66 is fully healed.
[20:37:16	][IC] C24:i3.UNION-66: <:: Ben code 100 yazmıştım code one-hunreded demişti mesele. ::>
[20:37:18	][IC] C24:i3.UNION-66: <:: Code one-hundred. ::>
[20:37:25	][IC] C24:i5.UNION-46: <:: Clear and code one-hundred. ::>
[20:38:40	][IC] C24:i5.UNION-46: <:: Two-hundred. ::>
[20:39:06	][LOOC] C24:i5.UNION-46: radio'da sesli birşey söylerken diğer tarafada ses geliyo o çok iyi
[20:39:54	][LOOC] C24:i3.UNION-66: o şiddetli rehabilitasyon değildi
[20:40:04	][LOOC] C24:i3.UNION-66: rehabilitasyonda
[20:40:08	][IC] C24:i5.UNION-46: <:: 1 kere vurduğunda pıtt. ::>
[20:40:36	][IC] C24:i3.UNION-66: <:: Ölmek üzere de var. ::>
[20:40:51	][IC] C24:i3.UNION-66: <:: Ölmek üzerede bırakıyorum ben. ::>
[20:41:01	][IC] C24:i3.UNION-66: <:: Tamamdır. ::>
[20:41:13	][LOOC] C24:i5.UNION-46: missclick
[20:41:54	][IC] C24:i5.UNION-46: <:: Birşey dicem davsann. ::>
[20:42:04	][IC] C24:i5.UNION-46: <:: Grunt maskesi değilde gelişmiş maske giymeniz gerekmiyormu. ::>
[20:42:25	][IC] C24:CpT.JURY-173: <:: Hayır üst yetkiler gelişmişleri giyiyor. ::>
[20:42:36	][IC] C24:i5.UNION-46: <:: CpT En üst yetki zaten. ::>
[20:42:42	][IC] C24:CpT.JURY-173: <:: Üst yetkiler diyorum ya zaten. ::>
[20:42:45	][IC] C24:CpT.JURY-173: <:: OfC. ::>
[20:42:46	][IC] C24:CpT.JURY-173: <:: Tarzı. ::>
[20:42:51	][IC] C24:i5.UNION-46: <:: Hee. ::>
[20:42:51	][IC] C24:CpT.JURY-173: <:: I3. ::>
[20:42:54	][IC] C24:CpT.JURY-173: <:: I2 de olabilir. ::>
[20:42:57	][IC] C24:CpT.JURY-173: <:: Ayarlanamdı onlar daha. ::>
[20:43:20	][IC] C24:i3.UNION-66: <:: Kurallar ile ilgili 2 şey soracağım benim bildiğim 243 officera saldırı 245 silahlı şekilde officer a saldırma diye biliyorum. Bir tane overwatch videosunda görmüştüm. ::>
[20:43:23	][IC] C24:i3.UNION-66: <:: Overwatch ai. ::>
[20:44:08	][IC] C24:i3.UNION-66: <:: Birde 422 daha nesnel şekilde. ::>
[20:44:15	][IC] C24:i3.UNION-66: <:: Açıklayabilir misin çok geniş çünkü. ::>
[20:44:22	][IC] C24:i3.UNION-66: <:: 422 den yargılamıyorum kimseyi. ::>
[20:44:24	][IC] C24:i3.UNION-66: <:: Bu yüzden. ::>
[20:44:38	][IC] C24:i3.UNION-66: <:: 422. ::>
[20:44:50	][IC] C24:i3.UNION-66: <:: Sık sık dediği kaç tane veya kaç arasında. ::>
[20:44:55	][IC] C24:i3.UNION-66: <:: Tamamdır. ::>
[20:45:00	][IC] C24:i5.UNION-46: <:: Bizde combine kartı değilde nedense normal vatandaş kartı var neden? ::>
[20:45:15	]C24:RL.XRAY-57 has spawned a combine_card.
[20:45:15	][IC] C24:i5.UNION-46: <:: Bak hatta. ::>
[20:45:19	]C24:i5.UNION-46 has spawned a combine_card.
[20:45:20	]C24:i5.UNION-46 ran 'take' on item 'Combine Kartı' (#18210)
[20:45:20	]C24:i5.UNION-46 has gained a 'Combine Kartı' #18210.
[20:45:23	]C24:i5.UNION-46 ran 'drop' on item 'Combine Kartı' (#18210)
[20:45:23	]C24:i5.UNION-46 has lost a 'Combine Kartı' #18210.
[20:45:25	]C24:RL.XRAY-57 has used a context menu option with the name: remove
[20:45:29	]C24:i5.UNION-46 has used a context menu option with the name: rb655_dissolve
[20:45:31	]env_entity_dissolver destroyed a 'Combine Kartı' #18210.
[20:45:31	]C24:i5.VICTOR-61 has gone afk.
[20:45:34	][IC] C24:i5.UNION-46: <:: Benim CID kartı kayboldu. ::>
[20:45:36	][IC] C24:i5.UNION-46: <:: Bapıcam. ::>
[20:45:37	][IC] C24:i5.UNION-46: <:: Napıcam. ::>
[20:45:41	][IC] C24:RL.XRAY-57: <:: Yeniden karakter oluştur. ::>
[20:45:41	]C24:i5.VICTOR-61 is no longer afk. Total time spent AFK: 305
[20:45:44	][IC] C24:RL.XRAY-57: <:: Sonra yaparsın. ::>
[20:45:54	]C24:i3.UNION-66 ran 'smoke' on item 'Sigara' (#15893)
[20:45:56	]C24:i3.UNION-66 ran 'light' on item 'Plastik Çakmak' (#5900)
[20:46:08	][ME] C24:RL.XRAY-57: nefes alır
[20:46:17	][ME] C24:CpT.JURY-173: Gözlerini kırpar
[20:46:29	][ME] C24:CpT.JURY-173: Vizöründen gözükmektedir
[20:46:35	][ME] C24:RL.XRAY-57: kelepçeler
[20:47:18	][ME] C24:RL.XRAY-57: adamın ellerini arkada birleştirir ve kelepçelemeye çalışır. Adam direnir mi?
[20:47:26	][IC] C24:i5.UNION-46: <:: Ben biraz afkyım. ::>
[20:47:43	][ME] C24:CpT.JURY-173: salutes with most Honor and Respect
[20:47:44	]C24:CpT.JURY-173 used command '/CharFallOver 0.1'.
[20:47:45	][IT] C24:RL.XRAY-57: -
[20:47:45	]C24:CpT.JURY-173 used command '/CharGetUp'.
[20:47:46	]C24:CpT.JURY-173 used command '/CharGetUp'.
[20:47:47	][IT] C24:RL.XRAY-57: +
[20:47:47	][ME] C24:i3.UNION-66: salutes with most Honor and Respect
[20:48:28	][ME] C24:RL.XRAY-57: adamı kelepçelemeye çalışır, kişi direnir mi?
[20:48:33	][IT] C24:i3.UNION-66: -
[20:48:34	][ME] C24:RL.XRAY-57: +
[20:49:05	][LOOC] C24:i5.VICTOR-61: normalde olumlu veya olumsuz demesi gerek + veya - yerine.
[20:49:13	][ME] C24:i3.UNION-66: direnir
[20:49:27	][ME] C24:i3.UNION-66: kendini bırakır ve sivil korumaya direnmez
[20:49:52	][ME] C24:RL.XRAY-57: direnir
[20:50:02	][LOOC] C24:RL.XRAY-57: ne yapıyorsun da direniyorsun?
[20:50:03	][IT] C24:i3.UNION-66: nasıl direnir?
[20:50:28	][IC] C24:i5.UNION-46: <:: Geldim. ::>
[20:51:19	][IC] C24:i3.UNION-66: Tutuklarken sert davranabilir miyiz?
[20:51:29	][IC] C24:i5.UNION-46: <:: Anladım. ::>
[20:51:31	][IC] C24:i3.UNION-66: Direnmese bile.
[20:51:34	][IC] C24:RL.XRAY-57: <:: Evet. ::>
[20:51:36	][IC] C24:RL.XRAY-57: <:: Direnmese bile yapabilirsin. ::>
[20:51:38	][IC] C24:RL.XRAY-57: <:: Abartma ama. ::>
[20:51:38	][IC] C24:i3.UNION-66: Evet.
[20:51:47	]C24:i3.UNION-66 rolled 86 out of 100 (+17 from Hız).
[20:51:47	]C24:i3.UNION-66 used command '/SkillRoll speed 100'.
[20:51:48	]C24:i5.UNION-46 rolled 17 out of 20.
[20:51:48	]C24:i5.UNION-46 used command '/Roll strenght'.
[20:52:20	][IC] C24:i3.UNION-66: ./skillrol speed 1000.
[20:52:22	]C24:i5.UNION-46 rolled 6 out of 25.
[20:52:22	]C24:i5.UNION-46 used command '/Roll strenght 25'.
[20:52:40	]C24:i3.UNION-66 used command '/SkillRoll sting 10'.
[20:52:48	]C24:i4.XRAY-91 has gone afk.
[20:53:10	]C24:i3.UNION-66 ran 'smoke' on item 'Sigara' (#15894)
[20:53:14	]C24:i3.UNION-66 ran 'light' on item 'Plastik Çakmak' (#5900)
[20:53:48	][IC] C24:i3.UNION-66: Smb.
[20:53:55	][IC] C24:i3.UNION-66: Ama dandik bizimki.
[20:53:57	][LOOC] C24:i5.UNION-46: yine afkyım bi dk
[20:54:41	]C24:i5.VICTOR-61 has gone afk.
[20:55:18	][IC] C24:i3.UNION-66: Her gün jw açılıyordu.
[20:55:44	][IC] C24:CpT.JURY-173: <:: Citizen. ::>
[20:56:03	]C24:i4.XRAY-91 is no longer afk. Total time spent AFK: 490
[20:56:12	][IC] C24:i3.UNION-66: Var.
[20:56:16	][IC] C24:i3.UNION-66: Combine kameralar.
[20:56:18	][IC] C24:i3.UNION-66: Nerelerde var.
[20:56:23	][IC] C24:i3.UNION-66: Bütün pkblerde var mı.
[20:56:25	]Revain (STEAM_0:1:608254786) has disconnected.
[20:56:51	][IC] C24:i3.UNION-66: Yani biri 404 e kaçarsa nereden kaçtığını ve kim olduğunu.
[20:56:53	][IC] C24:i3.UNION-66: Görebilir miyiz.
[20:57:09	][IC] C24:i3.UNION-66: Mesela şehirde birisi ihlal yaptı ve kaçtı.
[20:57:13	][IC] C24:i3.UNION-66: Yüzünü bilebilr miyim.
[20:57:15	][IC] C24:i3.UNION-66: Kimliğini.
[20:57:16	][IC] C24:i3.UNION-66: Ic olarak.
[20:57:35	][IC] C24:i3.UNION-66: Kamera sistemi yok çünkü.
[20:57:37	][IC] C24:i3.UNION-66: Şuanlık.
[20:59:45	]C24:i3.UNION-66 ran 'smoke' on item 'Sigara' (#6670)
[20:59:46	]C24:i3.UNION-66 ran 'light' on item 'Plastik Çakmak' (#5900)
[21:00:46	]C24:i3.UNION-66 ran 'smoke' on item 'Sigara' (#15895)
[21:00:48	]C24:i3.UNION-66 ran 'light' on item 'Plastik Çakmak' (#5900)
[21:01:06	][IC] C24:i3.UNION-66: Eskiden her iş vardiyasında.
[21:01:09	][IC] C24:i3.UNION-66: Olay çıkıyordu.
[21:01:59	][IC] C24:i3.UNION-66: Aklıma geldi.
[21:02:05	][IC] C24:i3.UNION-66: Eskiden rebeller saat 1 gibi.
[21:02:07	]C24:CpT.JURY-173 used command '/CheckPetty'.
[21:02:08	][IC] C24:i3.UNION-66: Saldırı yapıyorlardı.
[21:02:11	]C24:i5.VICTOR-61 is no longer afk. Total time spent AFK: 745
[21:02:12	][IC] C24:i3.UNION-66: 2-3 cp varken.
[21:02:21	][IC] C24:i3.UNION-66: Komutu var mı şuan.
[21:02:36	][IC] C24:CpT.JURY-173: <:: Check petty. ::>
[21:02:49	]C24:i3.UNION-66 used command '/CheckPetty'.
[21:02:57	][LOOC] C24:i3.UNION-66: küçük suç dediği ne kadar
[21:03:05	][IC] C24:i3.UNION-66: 415b.
[21:03:11	][IC] C24:i3.UNION-66: 415.
[21:03:40	][IC] C24:i3.UNION-66: Ağır seviye 5 ve sosyo kırılma.
[21:03:44	][IC] C24:i3.UNION-66: Büyük mü?
[21:03:47	][IC] C24:i3.UNION-66: Diğerleri küçük.
[21:04:17	][IC] C24:i3.UNION-66: O 415.
[21:04:27	][IC] C24:i3.UNION-66: Olur.
[21:05:30	][IC] C24:i3.UNION-66: Etek mi.
[21:05:44	][IC] C24:CpT.JURY-173: <:: Kilt yada Kama deniyor. ::>
[21:06:18	]C24:RL.XRAY-57 has changed C24:RL.XRAY-57's bodygroups.
[21:06:57	]C24:i3.UNION-66 used command '/ActCheck'.
[21:07:00	]C24:i3.UNION-66 used command '/ExitAct'.
[21:07:03	]C24:i4.XRAY-91 has gone afk.
[21:07:19	]C24:i3.UNION-66 used command '/CheckCrime'.
[21:07:28	]C24:RL.XRAY-57 has spawned a 'NPC [4520][npc_barney]'.
[21:07:30	]C24:i3.UNION-66 used command '/CheckOverwatch'.
[21:07:43	]C24:i4.XRAY-91 is no longer afk. Total time spent AFK: 335
[21:07:52	][IC] C24:i3.UNION-66: He.
[21:07:56	][IC] C24:i3.UNION-66: Hl2 de çıkarıyordu.
[21:08:03	]C24:RL.XRAY-57 has used a context menu option with the name: remove
[21:08:06	][IC] C24:i3.UNION-66: Hem böylece rebellerde takamıyor.
[21:09:05	][IC] C24:i3.UNION-66: He.
[21:09:12	]C24:i3.UNION-66 ran 'smoke' on item 'Sigara' (#15896)
[21:09:12	]C24:i3.UNION-66 ran 'light' on item 'Plastik Çakmak' (#5900)
[21:09:15	][IC] C24:i3.UNION-66: Kırmızı dönen şey.
[21:09:18	][IC] C24:i3.UNION-66: Bazen turuncu.
[21:09:28	][IC] C24:i3.UNION-66: Bende yok.
[21:09:30	]C24:RL.XRAY-57 used command '/WaypointAdd deneme 10 red'.
[21:09:32	][IC] C24:i3.UNION-66: Keyif sigarası yakıyorum.
[21:09:39	]C24:i3.UNION-66 used command '/CheckOverwatch'.
[21:09:45	]C24:i3.UNION-66 ran 'stopsmoke' on item 'Sigara' (#15896)
[21:10:06	][IC] C24:i3.UNION-66: <:: Yok. ::>
[21:10:09	][IC] C24:i3.UNION-66: <:: Evet. ::>
[21:10:23	]C24:i3.UNION-66 ran 'smoke' on item 'Sigara' (#15896)
[21:10:24	]C24:RL.XRAY-57 ran 'drop' on item 'SK Maskesi' (#13725)
[21:10:24	]C24:RL.XRAY-57 has lost a 'SK Maskesi' #13725.
[21:10:25	]C24:RL.XRAY-57 ran 'drop' on item 'Küçük Çanta' (#13727)
[21:10:25	]C24:RL.XRAY-57 has lost a 'Küçük Çanta' #13727.
[21:10:25	]C24:RL.XRAY-57 has lost a 'Combine Filter' #13744.
[21:10:25	]C24:RL.XRAY-57 has lost a 'Not Defteri' #13767.
[21:10:25	]C24:RL.XRAY-57 has lost a 'Zip-Tie' #13732.
[21:10:25	]C24:RL.XRAY-57 has lost a 'Zip-Tie' #13734.
[21:10:25	]C24:RL.XRAY-57 has lost a 'Combine Filter' #13745.
[21:10:25	]C24:RL.XRAY-57 has lost a 'Zip-Tie' #13731.
[21:10:26	]C24:RL.XRAY-57 ran 'drop' on item 'Büyük Çanta' (#13728)
[21:10:26	]C24:RL.XRAY-57 has lost a 'Büyük Çanta' #13728.
[21:10:26	]C24:RL.XRAY-57 has lost a 'Ağrı Kesici' #13739.
[21:10:26	]C24:RL.XRAY-57 has lost a 'SK Üniforması' #13724.
[21:10:26	]C24:RL.XRAY-57 has lost a 'Dezenfekte Bandaj Rulosu' #13740.
[21:10:26	]C24:RL.XRAY-57 has lost a 'Dezenfekte Bandaj Rulosu' #13741.
[21:10:29	]C24:RL.XRAY-57 ran 'take' on item 'Büyük Çanta' (#13728)
[21:10:29	]C24:RL.XRAY-57 has gained a 'Büyük Çanta' #13728.
[21:10:29	]C24:RL.XRAY-57 has gained a 'Ağrı Kesici' #13739.
[21:10:29	]C24:RL.XRAY-57 has gained a 'SK Üniforması' #13724.
[21:10:29	]C24:RL.XRAY-57 has gained a 'Dezenfekte Bandaj Rulosu' #13740.
[21:10:29	]C24:RL.XRAY-57 has gained a 'Dezenfekte Bandaj Rulosu' #13741.
[21:10:32	]C24:RL.XRAY-57 ran 'take' on item 'Küçük Çanta' (#13727)
[21:10:36	]C24:RL.XRAY-57 ran 'combine' on item 'Ammunition Pouch' (#13746)
[21:10:37	]C24:i3.UNION-66 ran 'light' on item 'Plastik Çakmak' (#5900)
[21:10:38	]C24:RL.XRAY-57 ran 'drop' on item 'Ammunition Pouch' (#13746)
[21:10:38	]C24:RL.XRAY-57 has lost a 'Ammunition Pouch' #13746.
[21:10:38	]C24:RL.XRAY-57 has lost a 'SMG Mermisi' #13794.
[21:10:38	]C24:RL.XRAY-57 has lost a '9mm Tabanca Mermisi' #13750.
[21:10:38	]C24:RL.XRAY-57 has lost a '9mm Tabanca Mermisi' #13749.
[21:10:38	]C24:RL.XRAY-57 has lost a 'SMG Mermisi' #13755.
[21:10:38	]C24:RL.XRAY-57 has lost a '9mm Tabanca Mermisi' #13748.
[21:10:38	]C24:RL.XRAY-57 has lost a '9mm Tabanca Mermisi' #13747.
[21:10:49	]C24:RL.XRAY-57 ran 'take' on item 'Ammunition Pouch' (#13746)
[21:10:49	]C24:RL.XRAY-57 has gained a 'Ammunition Pouch' #13746.
[21:10:49	]C24:RL.XRAY-57 has gained a 'SMG Mermisi' #13794.
[21:10:49	]C24:RL.XRAY-57 has gained a '9mm Tabanca Mermisi' #13750.
[21:10:49	]C24:RL.XRAY-57 has gained a '9mm Tabanca Mermisi' #13749.
[21:10:49	]C24:RL.XRAY-57 has gained a 'SMG Mermisi' #13755.
[21:10:49	]C24:RL.XRAY-57 has gained a '9mm Tabanca Mermisi' #13748.
[21:10:49	]C24:RL.XRAY-57 has gained a '9mm Tabanca Mermisi' #13747.
[21:10:50	]C24:RL.XRAY-57 ran 'take' on item 'Küçük Çanta' (#13727)
[21:10:50	]C24:RL.XRAY-57 has gained a 'Küçük Çanta' #13727.
[21:10:50	]C24:RL.XRAY-57 has gained a 'Combine Filter' #13744.
[21:10:50	]C24:RL.XRAY-57 has gained a 'Not Defteri' #13767.
[21:10:50	]C24:RL.XRAY-57 has gained a 'Zip-Tie' #13732.
[21:10:50	]C24:RL.XRAY-57 has gained a 'Zip-Tie' #13734.
[21:10:50	]C24:RL.XRAY-57 has gained a 'Combine Filter' #13745.
[21:10:50	]C24:RL.XRAY-57 has gained a 'Zip-Tie' #13731.
[21:10:53	]C24:RL.XRAY-57 ran 'take' on item 'SK Maskesi' (#13725)
[21:10:53	]C24:RL.XRAY-57 has gained a 'SK Maskesi' #13725.
[21:11:33	][IC] C24:i3.UNION-66: Bende var soundpad.
[21:11:36	]C24:RL.XRAY-57 has lost a '20rnd FiveSeven-şarjörü' #13759.
[21:11:36	]C24:RL.XRAY-57 has gained a '20rnd FiveSeven-şarjörü' #13756.
[21:11:38	][IC] C24:i3.UNION-66: Açayım mı?
[21:11:44	]C24:RL.XRAY-57 has spawned a 'NPC [4521][npc_metropolice]'.
