[15:08:05	]Ender has connected.
[16:44:03	]Tony Miller opened the 'Dosya Dolabı' #5795 container.
[16:44:03	]C45:RCT.YELLO-32 used command '/Radio ota buga girdi aq'.
[16:44:07	]Tony Miller closed the 'Dosya Dolabı' #5795 container.
[16:44:07	]Tony Miller opened the 'Dosya Dolabı' #5795 container.
[16:44:10	]Tony Miller closed the 'Dosya Dolabı' #5795 container.
[16:44:13	]Connordpd loaded the character 'Connor Grayson'
[16:44:21	]S10/OWS.GHOST-93 has warped from Default to Default.
[16:44:27	]Tony Miller opened the 'Arthur'un Buzdolabı' #5789 container.
[16:44:27	]Tony Miller closed the 'Arthur'un Buzdolabı' #5789 container.
[16:44:28	]Tony Miller opened the 'Arthur'un Buzdolabı' #5789 container.
[16:44:30	]Tony Miller closed the 'Arthur'un Buzdolabı' #5789 container.
[16:44:44	][IC] S10/OWS.GHOST-93: <:: Sector is tracking at original percent, stable. And... Still holding for transmission, over. ::>
[16:44:46	]Tony Miller opened the 'Büyük Metal Dolap' #5797 container.
[16:44:55	]Tony Miller closed the 'Büyük Metal Dolap' #5797 container.
[16:45:00	]Tony Miller opened the 'Büyük Metal Dolap' #5899 container.
[16:45:05	]Tony Miller closed the 'Büyük Metal Dolap' #5899 container.
[16:45:07	]Tony Miller ran 'Consume' on item 'Bir Bardak Çay' (#63500)
[16:45:07	]Tony Miller has gained a level 1 long boost in Zeka.
[16:45:07	]Tony Miller has gained a level 1 long boost in Algı.
[16:45:07	]Tony Miller has gained a 'Boş Kupa' #65698.
[16:45:07	]Ender has unloaded their "S10/OWS.GHOST-93" character.
[16:45:08	]Tony Miller ran 'drop' on item 'Boş Kupa' (#65698)
[16:45:08	]Tony Miller has lost a 'Boş Kupa' #65698.
[16:45:12	]Ender loaded the character 'S10/OWS.GHOST-93'
[16:45:28	][IC] S10/OWS.GHOST-93: <:: 10-4. ::>
[16:45:30	][IC] C45:RCT.YELLO-32: <:: 10-4. ::>
[16:45:38	]Tony Miller opened the 'Tıbbi Dolap' #5821 container.
[16:45:42	]Tony Miller closed the 'Tıbbi Dolap' #5821 container.
[16:45:52	]Tony Miller ran 'take' on item 'Machete' (#62571)
[16:45:52	]Tony Miller has gained a 'Machete' #62571.
[16:45:53	]Tony Miller ran 'take' on item 'Medikal Eldivenler' (#33804)
[16:45:53	]Tony Miller has gained a 'Medikal Eldivenler' #33804.
[16:46:03	][IC] S10/OWS.GHOST-93: <:: 52. ::>
[16:46:04	]Tony Miller opened the 'Büyük Metal Dolap' #5797 container.
[16:46:05	][IC] S10/OWS.GHOST-93: <:: Sixty. ::>
[16:46:08	]Tony Miller has transferred a 'Machete' #62571 to a container with the name 'Büyük Metal Dolap' #5797.
[16:46:08	][IC] C45:RCT.YELLO-32: <:: 31. ::>
[16:46:09	][IC] C45:RCT.YELLO-32: <:: 23. ::>
[16:46:10	][IC] S10/OWS.GHOST-93: <:: 31. ::>
[16:46:10	][IC] C45:RCT.YELLO-32: <:: 11. ::>
[16:46:11	]Krandlin has unloaded their "Herald Zenman" character.
[16:46:12	]Tony Miller has transferred a 'Medikal Eldivenler' #33804 to a container with the name 'Büyük Metal Dolap' #5797.
[16:46:12	][IC] C45:RCT.YELLO-32: <:: 1. ::>
[16:46:13	][IC] C45:RCT.YELLO-32: <:: 2. ::>
[16:46:13	]Tony Miller closed the 'Büyük Metal Dolap' #5797 container.
[16:46:14	][IC] C45:RCT.YELLO-32: <:: 3. ::>
[16:46:15	][IC] C45:RCT.YELLO-32: <:: 4. ::>
[16:46:15	]Krandlin loaded the character 'C45:RCT.YELLO-62'
[16:46:15	][IC] S10/OWS.GHOST-93: <:: 31. ::>
[16:46:16	][IC] C45:RCT.YELLO-32: <:: 5. ::>
[16:46:16	][IC] C45:RCT.YELLO-32: <:: 6. ::>
[16:46:17	][IC] S10/OWS.GHOST-93: <:: Five. ::>
[16:46:19	][IC] S10/OWS.GHOST-93: <:: Six. ::>
[16:46:19	][IC] S10/OWS.GHOST-93: <:: Seven. ::>
[16:46:20	]C45:RCT.YELLO-62 is fully healed.
[16:46:20	]Tony Miller ran 'take' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[16:46:20	]Tony Miller has gained a 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' #55576.
[16:46:23	]Tony Miller ran 'Write' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[16:46:27	]C45:RCT.YELLO-32 opened the 'Kanıt Deposu #2' #5726 container.
[16:46:29	]C45:RCT.YELLO-32 closed the 'Kanıt Deposu #2' #5726 container.
[16:46:35	][IC] S10/OWS.GHOST-93: <:: 404. ::>
[16:46:48	][IC] S10/OWS.GHOST-93: <:: Boomer. ::>
[16:46:51	]Shane Walsh has connected.
[16:46:56	][IC] S10/OWS.GHOST-93: <:: Boomer. ::>
[16:46:57	]Tony Miller ran 'Write' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[16:47:18	]Tony Miller ran 'Write' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[16:47:32	][LOOC] S10/OWS.GHOST-93: aga sivil olarak nası buga girdin amk
[16:47:32	][IC] C45:RCT.YELLO-32: <:: La sen i5 değilmiydin. ::>
[16:47:36	]Tony Miller opened the 'Büyük Metal Dolap' #5797 container.
[16:47:39	]Tony Miller has transferred a 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' #55576 to a container with the name 'Büyük Metal Dolap' #5797.
[16:47:40	][LOOC] C45:RCT.YELLO-62: EĞİTİM VERMEDİLER Kİ MQ
[16:47:40	]Tony Miller closed the 'Büyük Metal Dolap' #5797 container.
[16:47:42	]Ellie Williams has unloaded their "Tony Miller" character.
[16:47:46	]Ellie Williams loaded the character 'Tommy Black'
[16:47:50	][LOOC] S10/OWS.GHOST-93: olm sivil olarak gel rol devam ediyo
[16:47:55	][LOOC] C45:RCT.YELLO-32: DÇS:FASDGNKDFŞDDDDRRI
[16:47:55	][LOOC] S10/OWS.GHOST-93: sana ampütasyon yapacaadık
[16:47:59	][LOOC] C45:RCT.YELLO-62: HASSİKTİR ÖZÜR
[16:48:03	][LOOC] C45:RCT.YELLO-32: masturbasyon yapcaz sana
[16:48:09	][LOOC] S10/OWS.GHOST-93: özüre niye sövüyon
[16:48:11	][LOOC] C45:RCT.YELLO-62: YAPMAAA
[16:48:12	]Shane Walsh loaded the character 'C45:i4.HELIX-86'
[16:48:15	]Krandlin has unloaded their "C45:RCT.YELLO-62" character.
[16:48:16	][LOOC] S10/OWS.GHOST-93: vuruyımmı ağzına şimdi
[16:48:16	]S10/OWS.GHOST-93 has gained a '30rnd MP-şarjörü' #61918.
[16:48:16	]S10/OWS.GHOST-93 has lost a '30rnd MP-şarjörü' #61890.
[16:48:20	]Krandlin loaded the character 'Herald Zenman'
[16:48:21	]S10/OWS.GHOST-93 has gained a '30rnd MP-şarjörü' #61890.
[16:48:21	]S10/OWS.GHOST-93 has lost a '30rnd MP-şarjörü' #61918.
[16:48:36	][IC] C45:i4.HELIX-86: <:: Ne oluyor? ::>
[16:48:39	][IC] C45:RCT.YELLO-32: <:: Ampute. ::>
[16:48:45	][IC] C45:i4.HELIX-86: <:: Ne amputesi? ::>
[16:48:50	][IC] S10/OWS.GHOST-93: <:: Olağan direnişçi. ::>
[16:48:53	]S10/OWS.GHOST-93 has gained a '30rnd MP-şarjörü' #61918.
[16:48:53	]S10/OWS.GHOST-93 has lost a '30rnd MP-şarjörü' #61890.
[16:48:56	][IC] C45:i4.HELIX-86: <:: Kim? ::>
[16:49:00	][LOOC] C45:RCT.YELLO-32: QUİT ATAN ORRRRRRROSPU ÇOCUĞUNUN AMPUTESİ
[16:49:05	]Tommy Black ran 'smoke' on item 'Sigara' (#55414)
[16:49:06	]Tommy Black ran 'stopsmoke' on item 'Sigara' (#55414)
[16:49:07	][LOOC] S10/OWS.GHOST-93: ^
[16:49:13	][LOOC] C45:i4.HELIX-86: küfür yok beyler sakin amk
[16:49:15	][IC] C45:RCT.YELLO-32: <:: Maske altından söyledim anladıysanız. ::>
[16:49:15	][Y] Herald Zenman: DIŞARIDAYIM.
[16:49:15	][LOOC] S10/OWS.GHOST-93: hacı anneni domaltıyım bu arada
[16:49:18	]Tommy Black used command '/ActSit 6'.
[16:49:28	]Tommy Black used command '/ExitAct'.
[16:49:33	][IC] C45:RCT.YELLO-32: <:: Duvara. ::>
[16:49:39	]C45:RCT.YELLO-32 ran 'Use' on item 'Lastik Kelepçe' (#65681)
[16:49:42	]C45:RCT.YELLO-32 ran 'Use' on item 'Çuval' (#65680)
[16:49:46	]C45:RCT.YELLO-32 ran 'Use' on item 'Çuval' (#65680)
[16:49:46	][IC] C45:i4.HELIX-86: <:: Bu kim lan. ::>
[16:49:55	][LOOC] C45:RCT.YELLO-32: rol bozuldu devam ediyoz
[16:49:58	]Connor Grayson used command '/ActSitChair'.
[16:50:00	]S10/OWS.GHOST-93 has gained a '30rnd MP-şarjörü' #61890.
[16:50:00	]S10/OWS.GHOST-93 has lost a '30rnd MP-şarjörü' #61918.
[16:50:01	]Connor Grayson used command '/ExitAct'.
[16:50:06	]C45:i4.HELIX-86 ran 'use' on item 'Cerrahi Kit' (#61335)
[16:50:06	]C45:i4.HELIX-86 has performed the 'Use Cerrahi Kit' action, gaining 62 experience in medicine.
[16:50:06	]C45:i4.HELIX-86 was disinfected by C45:i4.HELIX-86 for 336 seconds.
[16:50:06	]C45:i4.HELIX-86 was bandaged by C45:i4.HELIX-86 for 78 HP.
[16:50:07	]C45:i4.HELIX-86 ran 'use' on item 'Cerrahi Kit' (#61335)
[16:50:07	]C45:i4.HELIX-86 was disinfected by C45:i4.HELIX-86 for 336 seconds.
[16:50:07	]C45:i4.HELIX-86 was bandaged by C45:i4.HELIX-86 for 78 HP.
[16:50:07	]C45:i4.HELIX-86 ran 'use' on item 'Cerrahi Kit' (#61335)
[16:50:07	]C45:i4.HELIX-86 was disinfected by C45:i4.HELIX-86 for 336 seconds.
[16:50:07	]C45:i4.HELIX-86 was bandaged by C45:i4.HELIX-86 for 78 HP.
[16:50:07	]C45:i4.HELIX-86 has gained a 'Dikişli Kumaş' #65699.
[16:50:08	]Connor Grayson used command '/ActSit 1'.
[16:50:11	]Connor Grayson used command '/ExitAct'.
[16:50:14	]C45:i4.HELIX-86 ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#52499)
[16:50:14	]C45:i4.HELIX-86 tried to disinfect C45:i4.HELIX-86 but the wound was already clean.
[16:50:14	]C45:i4.HELIX-86 was bandaged by C45:i4.HELIX-86 for 18 HP.
[16:50:17	]Tommy Black opened the 'Yazar Kasa' #6215 container.
[16:50:18	]C45:i4.HELIX-86 ran 'use' on item 'Morfin' (#53162)
[16:50:18	]C45:i4.HELIX-86 has gained a level 4 short boost in Güç.
[16:50:19	]Connor Grayson used command '/ActSit 6'.
[16:50:20	]Tommy Black closed the 'Yazar Kasa' #6215 container.
[16:50:25	][PICKUP DISPENSER] Ellie Williams ( Tommy Black ) picked up an item from the pickup dispenser.
[16:50:25	]Tommy Black has gained a 'Bir Bardak Çay' #65700.
[16:50:25	][PICKUP DISPENSER] Ellie Williams ( Tommy Black ) picked up an item from the pickup dispenser.
[16:50:25	]Tommy Black has gained a 'Şişlenmiş Yapay Et' #65701.
[16:50:26	][PICKUP DISPENSER] Ellie Williams ( Tommy Black ) picked up an item from the pickup dispenser.
[16:50:26	]Tommy Black has gained a 'Şişlenmiş Yapay Et' #65702.
[16:50:30	]S10/OWS.GHOST-93 has gained a '30rnd MP-şarjörü' #61918.
[16:50:30	]S10/OWS.GHOST-93 has lost a '30rnd MP-şarjörü' #61890.
[16:50:32	]Connor Grayson used command '/ExitAct'.
[16:50:32	]Tommy Black ran 'Consume' on item 'Şişlenmiş Yapay Et' (#65701)
[16:50:32	]Tommy Black has updated their Zeka long boost target to 1 (current : 5).
[16:50:35	]Tommy Black ran 'drop' on item 'Şişlenmiş Yapay Et' (#65701)
[16:50:35	]Tommy Black has lost a 'Şişlenmiş Yapay Et' #65701.
[16:50:37	]Tommy Black ran 'drop' on item 'Bir Bardak Çay' (#65700)
[16:50:37	]Tommy Black has lost a 'Bir Bardak Çay' #65700.
[16:50:39	]Connor Grayson ran 'take' on item 'Şişlenmiş Yapay Et' (#65701)
[16:50:39	]Connor Grayson has gained a 'Şişlenmiş Yapay Et' #65701.
[16:50:41	]Connor Grayson ran 'take' on item 'Bir Bardak Çay' (#65700)
[16:50:41	]Connor Grayson has gained a 'Bir Bardak Çay' #65700.
[16:50:43	]Tommy Black ran 'drop' on item 'Plastik Çöp' (#65632)
[16:50:43	]Tommy Black has lost a 'Plastik Çöp' #65632.
[16:50:48	]Connor Grayson ran 'take' on item 'Plastik Çöp' (#65632)
[16:50:48	]Connor Grayson has gained a 'Plastik Çöp' #65632.
[16:50:50	][IC] C45:i4.HELIX-86: <:: OSG. ::>
[16:50:52	]Connor Grayson used command '/ActSit 6'.
[16:50:53	][IC] C45:RCT.YELLO-32: <:: Geri. ::>
[16:50:54	][IC] C45:RCT.YELLO-32: <:: Çık. ::>
[16:50:57	]Connor Grayson ran 'Consume' on item 'Bir Bardak Çay' (#65700)
[16:50:57	]Connor Grayson has gained a level 1 long boost in Zeka.
[16:50:57	]Connor Grayson has gained a level 1 long boost in Algı.
[16:50:57	]Connor Grayson has gained a 'Boş Kupa' #65703.
[16:51:00	]Tommy Black ran 'RequestCredits' on item 'POS Cihazı' (#57998)
[16:51:03	][IC] C45:i4.HELIX-86: <:: OSG. ::>
[16:51:08	]Tommy Black ran 'RequestCredits' on item 'POS Cihazı' (#57998)
[16:51:09	]Connor Grayson ran 'Consume' on item 'Şişlenmiş Yapay Et' (#65701)
[16:51:09	]Connor Grayson has wasted a level 1 long boost in Zeka (current: 0; target: 1).
[16:51:17	]Connor Grayson (CID: 44842, item: 65611) has send 5 credits to Tommy Black (CID: 46932, item: 50605) via POS device for 'yemek'.
[16:51:19	][IC] C45:RCT.YELLO-32: <:: Otur lan köpek. ::>
[16:51:23	]Herald Zenman used command '/ActSit 2'.
[16:51:23	][IC] C45:i4.HELIX-86: <:: OSG. ::>
[16:51:24	][IC] C45:RCT.YELLO-32: <:: Hatta oturma. ::>
[16:51:25	][IC] C45:RCT.YELLO-32: <:: Kalk. ::>
[16:51:25	]Tommy Black ran 'Unlock' on item 'Dükkan Anahtarı' (#63222)
[16:51:26	]Tommy Black opened the 'Metal Çöp Kutusu' #6216 container.
[16:51:27	]Herald Zenman used command '/ExitAct'.
[16:51:28	]Tommy Black closed the 'Metal Çöp Kutusu' #6216 container.
[16:51:28	][IC] C45:RCT.YELLO-32: <:: Kalk. ::>
[16:51:30	][IC] C45:i4.HELIX-86: <:: Sen görevine devam edebilirsin. ::>
[16:51:31	][IC] C45:RCT.YELLO-32: <:: Duvara. ::>
[16:51:32	][IC] C45:RCT.YELLO-32: <:: Yaslan. ::>
[16:51:34	]Tommy Black opened the 'Büyük Buzdolabı' #6217 container.
[16:51:35	][IC] C45:i4.HELIX-86: <:: Biz hallediyoruz. ::>
[16:51:36	]Tommy Black closed the 'Büyük Buzdolabı' #6217 container.
[16:51:36	][IC] C45:RCT.YELLO-32: <:: Durun. ::>
[16:51:37	]C45:i4.HELIX-86 is fully healed.
[16:51:37	][IC] S10/OWS.GHOST-93: <:: Olumsuz şüpheli tehlikeli. ::>
[16:51:40	]Tommy Black ran 'Lock' on item 'Dükkan Anahtarı' (#63222)
[16:51:41	][IC] C45:i4.HELIX-86: <:: 32. ::>
[16:51:42	][IC] S10/OWS.GHOST-93: <:: Burda duracağım. ::>
[16:51:47	][IC] C45:i4.HELIX-86: <:: Üstünü ara. ::>
[16:51:47	][IC] C45:RCT.YELLO-32: <:: Duvara. ::>
[16:51:54	][IC] Tommy Black: Sen biraz daha çalış para kazan.
[16:51:57	][IC] C45:RCT.YELLO-32: <:: Efendim. ::>
[16:52:00	][IC] Tommy Black: Sana ucuzdan sigara satarım.
[16:52:02	][IC] C45:i4.HELIX-86: <:: Ne? ::>
[16:52:04	][IC] C45:RCT.YELLO-32: <:: Amputeye osg'de katılsınmı? ::>
[16:52:07	][IC] Tommy Black: Vardiyalar veya rasyonlar.
[16:52:16	][IC] Tommy Black: Normalde sigarayı otomattan 23 e falan alırsın.
[16:52:20	][IC] Tommy Black: Ben sana 10 a bırakıcam.
[16:52:29	][IC] Tommy Black: Vardiyalara katıll.
[16:52:30	][IC] C45:i4.HELIX-86: <:: Bence biz halledebiliriz. ::>
[16:52:35	][IC] C45:i4.HELIX-86: <:: Adamın üstünü ara. ::>
[16:52:35	][IC] Tommy Black: Yada günlük rasyonlarını al.
[16:52:36	][IC] C45:RCT.YELLO-32: <:: Zevk için? ::>
[16:52:38	][IC] C45:RCT.YELLO-32: <:: Arandı. ::>
[16:52:41	][IC] C45:RCT.YELLO-32: <:: Temiz. 647 yok, 10-107 yok. ::>
[16:52:41	]Connor Grayson used command '/ExitAct'.
[16:52:41	][IC] Tommy Black: Ben gidiyom.
[16:52:44	][IC] C45:RCT.YELLO-32: <:: Temiz. ::>
[16:52:48	][IC] C45:i4.HELIX-86: <:: Tamam. ::>
[16:52:52	][IC] C45:i4.HELIX-86: <:: Temizmiş. ::>
[16:52:53	]Connor Grayson ran 'drop' on item 'Boş Kupa' (#65703)
[16:52:53	]Connor Grayson has lost a 'Boş Kupa' #65703.
[16:52:59	]Connor Grayson ran 'take' on item 'Boş Kupa' (#65703)
[16:52:59	]Connor Grayson has gained a 'Boş Kupa' #65703.
[16:53:00	][IC] S10/OWS.GHOST-93: <:: Olumsuz. ::>
[16:53:14	][IC] S10/OWS.GHOST-93: <:: Şüphelinin evinde direnişçi kıyafeti gaz maskeleri ve legal olmayan bir çok şey bulundu. ::>
[16:53:14	][LOOC] C45:i4.HELIX-86: baban olumsuz olm yapsana görevini SK ya taciz var
[16:53:26	][LOOC] S10/OWS.GHOST-93: amına kodum adam direnişçi belki
[16:53:28	]Tommy Black opened the 'Çöp Konteyneri' #6269 container.
[16:53:30	][LOOC] C45:RCT.YELLO-32: la zevk için oda yapsın
[16:53:30	]Tommy Black closed the 'Çöp Konteyneri' #6269 container.
[16:53:31	]Tommy Black opened the 'Çöp Konteyneri' #6270 container.
[16:53:34	]Tommy Black closed the 'Çöp Konteyneri' #6270 container.
[16:53:34	][LOOC] S10/OWS.GHOST-93: rol öncesinde yoktun sen
[16:53:39	]Tommy Black opened the 'Dropped Items' #6306 container.
[16:53:39	][LOOC] Herald Zenman: NABIYORUM BEN LAN
[16:53:41	][LOOC] S10/OWS.GHOST-93: siktir git millete rasyon dağıt
[16:53:44	]Tommy Black has gained a 'Identity Card Creation Device' #65598 from a container with the name 'Dropped Items' #6306.
[16:53:46	]Tommy Black closed the 'Dropped Items' #6306 container.
[16:53:46	]Tommy Black opened the 'Dropped Items' #6306 container.
[16:53:48	]Tommy Black has gained a 'El Feneri' #65596 from a container with the name 'Dropped Items' #6306.
[16:53:49	]Tommy Black closed the 'Dropped Items' #6306 container.
[16:53:51	][LOOC] C45:RCT.YELLO-32: herald sikcez seni
[16:53:56	][LOOC] C45:i4.HELIX-86: olsam ne olur olmasam ne olur gotelek senin görevin catwalksta durmak
[16:54:03	][LOOC] Herald Zenman: hızlı bitirin de sk olarak gelem artık
[16:54:07	][LOOC] C45:i4.HELIX-86: bende OSG oynadım yani
[16:54:07	]Tommy Black opened the 'Dropped Items' #6300 container.
[16:54:09	]Tommy Black has gained a 'Demir' #65474 from a container with the name 'Dropped Items' #6300.
[16:54:10	][LOOC] S10/OWS.GHOST-93: hayır nexusdada gezebilirim
[16:54:11	]Tommy Black has gained a 'Bez Paçavralar' #65292 from a container with the name 'Dropped Items' #6300.
[16:54:12	]Tommy Black closed the 'Dropped Items' #6300 container.
[16:54:13	]Tommy Black has gained level 30 in the Hız skill.
[16:54:17	][LOOC] C45:RCT.YELLO-32: i4 amma uzattın bi adamı ampute edecez oda katılsın
[16:54:21	][LOOC] S10/OWS.GHOST-93: eski mapte oynadın adam direnişçi yanlış haraket yaparsa vurucam direk
[16:54:21	]Connor Grayson has gained a 'Buzdolabı Kapağı' #65704.
[16:54:21	]Connor Grayson has gained a 'Boş Kupa' #65705.
[16:54:24	][LOOC] C45:i4.HELIX-86: ama sk nın işine müdahala edemen
[16:54:32	][LOOC] S10/OWS.GHOST-93: daha rolün öncesini bilmiyosun sik sik konuşuyosun sal rolümüzü yapalım
[16:54:33	][IC] C45:i4.HELIX-86: <:: DUVARA. ::>
[16:54:39	][IC] C45:RCT.YELLO-32: <:: Sikik kafalı seni. ::>
[16:54:42	][LOOC] Herald Zenman: ZORBALIK AMQ
[16:54:43	][IC] C45:i4.HELIX-86: <:: Otur koltuğa. ::>
[16:54:47	][IC] C45:RCT.YELLO-32: <:: Yok. ::>
[16:54:48	][IC] C45:RCT.YELLO-32: <:: Oturma. ::>
[16:54:48	][Y] Tommy Black: SK'lar!
[16:54:51	][IC] C45:RCT.YELLO-32: <:: Direk ampute. ::>
[16:54:52	][Y] Tommy Black: SK'lar!
[16:55:01	][IC] C45:RCT.YELLO-32: <:: Amputeyi yapalım gidelim. ::>
[16:55:04	]Tommy Black used command '/PM 32 DESTEK MASASINA 10-76 SAĞLAYIN LLAN ALO QWEWQ'.
[16:55:05	][IC] C45:i4.HELIX-86: <:: Siz bu adamın direnişçi olup olduğunu biliyormusunuz. ::>
[16:55:07	]Connor Grayson has gained a 'Eski Masa Saati' #65706.
[16:55:10	][IC] C45:RCT.YELLO-32: <:: Evet. ::>
[16:55:12	][IC] C45:i4.HELIX-86: <:: Direnişle gördünüzmü? ::>
[16:55:15	][IC] C45:RCT.YELLO-32: <:: Evinden 1 ton eşya çıktı. ::>
[16:55:18	][IC] C45:RCT.YELLO-32: <:: Direnişle alakalı. ::>
[16:55:20	][IC] C45:i4.HELIX-86: <:: Ne çıktı. ::>
[16:55:23	][Y] Tommy Black: SK'lar!
[16:55:25	]Tommy Black ran 'take' on item 'Plastik Kova' (#65436)
[16:55:25	]Tommy Black has gained a 'Plastik Kova' #65436.
[16:55:30	][IC] S10/OWS.GHOST-93: <:: Direnişçi olduğu net değil, evinden bir sürü illegal eşya çıktı. ::>
[16:55:31	]Tommy Black ran 'drop' on item 'Plastik Kova' (#65436)
[16:55:31	]Tommy Black has lost a 'Plastik Kova' #65436.
[16:55:33	][IC] C45:RCT.YELLO-32: <:: Direnişci kıyafetleri + bir sürü hap ve silah. ::>
[16:55:38	][IC] C45:i4.HELIX-86: <:: Silah? ::>
[16:55:43	][IC] C45:RCT.YELLO-32: <:: Silahtan kastığım yakın menzilli. ::>
[16:55:46	]Tommy Black opened the 'Kişisel Depo' stash.
[16:55:46	][IC] S10/OWS.GHOST-93: <:: Olumsuz. ::>
[16:55:48	]Tommy Black closed the 'Kişisel Depo' stash.
[16:55:50	][IC] C45:i4.HELIX-86: <:: Yani. ::>
[16:55:51	][IC] C45:RCT.YELLO-32: <:: Birde. ::>
[16:55:55	]Ellie Williams has unloaded their "Tommy Black" character.
[16:55:59	][IC] C45:RCT.YELLO-32: <:: Bu direnişcilerle takılıyor. ::>
[16:56:00	]Ellie Williams loaded the character 'C24:i5.UNION-61'
[16:56:04	][IC] C45:RCT.YELLO-32: <:: Sivilleri öldürüyorlardı. ::>
[16:56:09	][IC] C45:RCT.YELLO-32: <:: Ben tek başıma yetersizdim. ::>
[16:56:10	][IC] C45:i4.HELIX-86: <:: Doğrumu;  vatandaş. ::>
[16:56:14	][IC] C24:i5.UNION-61: <:: Nolldu. ::>
[16:56:14	][IC] C45:RCT.YELLO-32: <:: 61 şahit. ::>
[16:56:24	][IC] C24:i5.UNION-61: <:: Konu neydi göz kapatmıştım. ::>
[16:56:27	][LOOC] S10/OWS.GHOST-93: rolün devamı ellie evinden direnişçi kıyafeti çıkan
[16:56:27	][IC] C45:i4.HELIX-86: <:: Ne olmuş işte amına koyim biliyormuyum ben? ::>
[16:56:30	][IC] C24:i5.UNION-61: <:: Ha bumu. ::>
[16:56:34	][IC] C24:i5.UNION-61: <:: Evinde. ::>
[16:56:36	][IC] C24:i5.UNION-61: <:: Çuvallar ve. ::>
[16:56:37	]S10/OWS.GHOST-93 has gained a '30rnd MP-şarjörü' #61890.
[16:56:37	]S10/OWS.GHOST-93 has lost a '30rnd MP-şarjörü' #61918.
[16:56:40	][IC] C24:i5.UNION-61: <:: Gaz tğpğ buldum. ::>
[16:56:43	][IC] C24:i5.UNION-61: <:: Bizim sk lara ait. ::>
[16:56:47	][IC] C45:RCT.YELLO-32: <:: Ve illegal eşyalar. ::>
[16:56:49	][IC] C45:i4.HELIX-86: <:: Yani. ::>
[16:56:53	]S10/OWS.GHOST-93 has gained a '30rnd MP-şarjörü' #61918.
[16:56:53	]S10/OWS.GHOST-93 has lost a '30rnd MP-şarjörü' #61890.
[16:56:53	][IC] C45:i4.HELIX-86: <:: İllegalden kastınız ne olm. ::>
[16:56:58	][IC] C24:i5.UNION-61: <:: Dolabında direniş eşyaları ve sk gaz maskesi falan buldum. ::>
[16:57:01	][IC] C45:i4.HELIX-86: <:: Beni delirtmeyin bak. ::>
[16:57:10	][IC] C24:i5.UNION-61: <:: Direniş kıyafeti ve sk gaz maskesi. ::>
[16:57:10	][IC] C45:i4.HELIX-86: <:: Yani 10-107. ::>
[16:57:12	][IC] C24:i5.UNION-61: <:: Yetmez mi. ::>
[16:57:15	][LOOC] C45:RCT.YELLO-32: yarram hadi ya
[16:57:17	][LOOC] S10/OWS.GHOST-93: hacı aptalmısın sen illegalden kastığımız skların izin vermediği şeyler işde rolü piç etme bak
[16:57:17	][IC] C24:i5.UNION-61: <:: Bu adam belki bir sk yı öldürdü. ::>
[16:57:31	][IC] S10/OWS.GHOST-93: <:: Olağan. ::>
[16:57:40	][IC] C45:i4.HELIX-86: <:: Bu adamı bi pataklayak bakalım. ::>
[16:57:44	][LOOC] S10/OWS.GHOST-93: yapma
[16:57:49	][IC] C45:i4.HELIX-86: <:: Doğrumu? ::>
[16:57:51	][IC] C45:RCT.YELLO-32: <:: Ayak parmaklarını kestik ztn. ::>
[16:57:58	][LOOC] S10/OWS.GHOST-93: vurmayın adama bayıldığında buga giriyor
[16:58:00	][IC] C24:i5.UNION-61: <:: Bide rct bunu wilson diye birinin yanında görmüş. ::>
[16:58:03	][IC] C45:i4.HELIX-86: <:: İlleagal olması yeter. ::>
[16:58:06	][IC] C24:i5.UNION-61: <:: O yüzden aldı apar topar buraya getirdii. ::>
[16:58:23	]Connor Grayson ran 'take' on item 'Kırık Klavye' (#63940)
[16:58:23	]Connor Grayson has gained a 'Kırık Klavye' #63940.
[16:58:23	][LOOC] C24:i5.UNION-61: ota sg lan burdan yerin değiill burası
[16:58:23	][IC] C45:i4.HELIX-86: <:: 422? ::>
[16:58:26	][LOOC] C45:RCT.YELLO-32: i4 amma uzattın adam sivil öldürdü diyoruz halaaa
[16:58:29	][LOOC] C24:i5.UNION-61: sg robot gibi önet tutmaya
[16:58:42	][LOOC] C24:i5.UNION-61: 422 ne amk bakma bana rct ye anklat
[16:58:42	]Connor Grayson ran 'take' on item 'Plastik Levhalar' (#65709)
[16:58:42	]Connor Grayson has gained a 'Plastik Levhalar' #65709.
[16:58:43	]Connor Grayson ran 'take' on item 'Kahverengi Ayakkabı' (#65707)
[16:58:43	]Connor Grayson has gained a 'Kahverengi Ayakkabı' #65707.
[16:58:44	][LOOC] S10/OWS.GHOST-93: amk adam direnişçi ne git
[16:58:46	]Connor Grayson ran 'take' on item 'Bez Paçavralar' (#65708)
[16:58:46	]Connor Grayson has gained a 'Bez Paçavralar' #65708.
[16:58:55	][LOOC] C24:i5.UNION-61: yok nöbete
