[14:55:25	]bquits has connected.
[18:35:52	][IC] Martin Rock: Alayım şunu belki tanıdıkları vardır.
[18:35:52	][Y] Maya Morgan: Tony, eşyaları bırak kelleni uçururum senin.
[18:35:58	][Y] Tony Miller: Hayır.
[18:35:59	][LOOC] Martin Rock: ver telsizini senm bana
[18:36:00	][IC] Maya Morgan: Aman Tanrım!
[18:36:04	][Y] Tony Miller: Işiime yarar bunlar.
[18:36:09	][IC] Johnny McCannon: Ee?
[18:36:11	]deathguard (STEAM_0:1:229653665) has disconnected.
[18:36:14	][IC] Johnny McCannon: Arkadaşımızı arıyorduk en son.
[18:36:15	][ME] Martin Rock: telsizi alır
[18:36:17	]Tony Miller ran 'Write' on item 'Üssümüzün Insaati' (#59821)
[18:36:19	][IC] Johnny McCannon: Bana bak burada birini gördün mü.
[18:36:26	][IC] Marcus Miller: Hayır kimseyi görmedim.
[18:36:29	]Martin Rock has given himself a handheld_radio.
[18:36:29	]Martin Rock has gained a 'El Telsizi' #63340.
[18:36:31	][IC] Marcus Miller: Bu bina ben geldiğimde boştu.
[18:36:33	][LOOC] Martin Rock: şey neydi kod
[18:36:33	][IC] Johnny McCannon: Bana  yalan söyleme.
[18:36:35	]C45:i1.HELIX-12 ran SAM command 'goto' with arguments: 'maya'
[18:36:41	]Martin Rock ran 'ToggleOn' on item 'El Telsizi' (#63340)
[18:36:42	][IC] Marcus Miller: Yalan söylemiyorum dostum.
[18:36:44	]Martin Rock ran 'channel' on item 'El Telsizi' (#63340)
[18:36:47	]Martin Rock ran 'zone' on item 'El Telsizi' (#63340)
[18:36:49	]Martin Rock ran 'channel' on item 'El Telsizi' (#63340)
[18:36:50	]Martin Rock ran 'ToggleOff' on item 'El Telsizi' (#63340)
[18:36:51	]Martin Rock ran 'ToggleOn' on item 'El Telsizi' (#63340)
[18:36:53	][IC] Marcus Miller: Neden yalan söyleyeyim hayatımı kurtardınız!
[18:36:55	]Martin Rock used command '/Radio A-alo?'.
[18:36:56	][LOOC] Arthur Kreuzberg: bölge 3 kanal 10
[18:36:58	][IC] Maya Morgan: Her neyse, kaybedecek vaktimiz yok.
[18:37:01	][IC] Maya Morgan: Şu an iyi misin?
[18:37:02	]Gorgeous Treeman ran 'take' on item 'Patates Cipsi' (#55468)
[18:37:02	]Gorgeous Treeman has gained a 'Patates Cipsi' #55468.
[18:37:03	]Tony Miller used command '/Radio sokuk şifre neydi'.
[18:37:05	]Gorgeous Treeman ran 'Consume' on item 'Patates Cipsi' (#55468)
[18:37:05	]Gorgeous Treeman has gained a 'Plastik Çöp' #63341.
[18:37:07	]Johnny McCannon ran 'split' on item 'Kan Stabilizatörü' (#57246)
[18:37:07	]Johnny McCannon has gained a 'Kan Stabilizatörü' #63342.
[18:37:08	][IC] Marcus Miller: Iyiyim, sayenizde.
[18:37:08	][IC] Maya Morgan: Bi arkadaşımızı aramaya gideceğiz.
[18:37:10	]Johnny McCannon ran 'drop' on item 'Kan Stabilizatörü' (#63342)
[18:37:10	]Johnny McCannon has lost a 'Kan Stabilizatörü' #63342.
[18:37:13	][IC] Johnny McCannon: Al bunu.
[18:37:16	][IC] Maya Morgan: Güzel, dikkatli ol bundan sonra.
[18:37:17	][IC] Johnny McCannon: Lazım olur.
[18:37:17	]Martin Rock used command '/Radio ne şifresi lan baygın bir adam var onun üzerinden buldum!'.
[18:37:18	][IC] Marcus Miller: Yardımınız karşılığında bunu alın lütfen.
[18:37:20	]Gorgeous Treeman ran 'take' on item 'Muz' (#55465)
[18:37:20	]Gorgeous Treeman has gained a 'Muz' #55465.
[18:37:23	]Gorgeous Treeman ran 'Consume' on item 'Muz' (#55465)
[18:37:24	][ME] Marcus Miller: su şişesini yere bırakır
[18:37:25	]Martin Rock used command '/Radio buraya bağlıydı'.
[18:37:26	]Tony Miller used command '/Radio sen kimsin'.
[18:37:28	]Marcus Miller ran 'drop' on item 'Su Şişesi' (#63314)
[18:37:28	]Marcus Miller has lost a 'Su Şişesi' #63314.
[18:37:28	][IC] Maya Morgan: Hm?
[18:37:29	]Tony Miller has lost a '30rnd MP-şarjörü' #41620.
[18:37:30	]Johnny McCannon ran 'take' on item 'Su Şişesi' (#63314)
[18:37:30	]Johnny McCannon has gained a 'Su Şişesi' #63314.
[18:37:39	]Martin Rock used command '/Radio ayrıca bana bir daha sokuk dersen altıpatlarımı senin götüne sokarım'.
[18:37:39	][IC] Maya Morgan: Rasyon suyuyla doldurmamışsındır umarım, öyleyse içmiyoruz.
[18:37:42	]Martin Rock used command '/Radio ismim martin'.
[18:37:43	]Marcus Miller ran 'take' on item 'Kan Stabilizatörü' (#63342)
[18:37:43	]Marcus Miller has gained a 'Kan Stabilizatörü' #63342.
[18:37:50	][IC] Marcus Miller: Hayır merak etme.
[18:37:51	]Tony Miller used command '/Radio sana demedim embesil herif kapıyta dediim'.
[18:37:54	][IC] Marcus Miller: O şeyi bende içmiyorum.
[18:37:55	]Tony Miller used command '/Radio ve baygın adam yaşlı mı'.
[18:37:56	][ME] Johnny McCannon: suyu koklar
[18:37:57	][IC] Maya Morgan: Güzel, güzel.
[18:38:00	][IC] Johnny McCannon: Dümdüz dere suyu.
[18:38:00	]Martin Rock used command '/Radio burada yaran'.
[18:38:06	]Martin Rock used command '/Radio burada yaralı var'.
[18:38:06	][IC] Maya Morgan: Pekala, artık gitmeliyiz.
[18:38:09	]Tony Miller used command '/Radio nerededsin yer söyle'.
[18:38:09	][IC] Maya Morgan: Adın neydi?
[18:38:12	][IC] Maya Morgan: Tekrar karşılaşırsak tanıyayım.
[18:38:13	]Martin Rock used command '/Radio ilk yardım yapıcam'.
[18:38:14	][IC] Marcus Miller: Ben Marcus.
[18:38:16	]Tony Miller used command '/Radio nerededsin yer söyle'.
[18:38:17	]Martin Rock used command '/Radio evimde evimde!'.
[18:38:19	][IC] Maya Morgan: Marcus, güzel. Ben de Maya.
[18:38:22	][IC] Marcus Miller: Memnun oldum.
[18:38:23	][IC] Johnny McCannon: McCannon.
[18:38:24	]Tony Miller used command '/Radio evin nerde amına koyayım ne bileyim evinii'.
[18:38:29	][IC] Marcus Miller: Umarım  arkadaşınızı bulursunuz.
[18:38:31	][IC] Maya Morgan: Umarım.
[18:38:33	][IT] Martin Rock: kişinin durumu nedir
[18:38:35	][IC] Maya Morgan: Hadi, gidelim.
[18:38:44	]Martin Rock used command '/Radio radar değilim bende?!'.
[18:38:53	][IC] Maya Morgan: Bu angutu nerede bulacağımza dair bir fikrin var mı?
[18:38:57	]Martin Rock used command '/Radio eski direnişçi üssünün karşısında'.
[18:39:02	][IC] Johnny McCannon: Hayatımda arthuru görmedim.
[18:39:05	]Tony Miller used command '/Radio yüksekte olaln mı'.
[18:39:06	][IC] Maya Morgan: Doğru diyorsun.
[18:39:07	][IC] Maya Morgan: Gel.
[18:39:14	][IC] Marcus Miller: Şu eve birbakayım.
[18:39:17	]Martin Rock used command '/Radio eski direnişçi evinin biraz solunda köprü var oradan geçtinmi'.
[18:39:23	]Martin Rock used command '/Radio üstteki pederlerin evi'.
[18:39:25	]Martin Rock used command '/Radio orası değil'.
[18:39:29	][IC] Marcus Miller: Nece lan bu?
[18:39:35	]Maya Morgan is admin-searching Tony Miller's inventory.
[18:39:35	]Maya Morgan has used a context menu option with the name: ixviewinventory
[18:39:37	][IC] Tony Miller: Nerde bu ev amk.
[18:39:39	]Maya Morgan has closed Tony Miller's inventory.
[18:39:44	]Tony Miller used command '/Radio beni görüyor musun'.
[18:39:47	]S10/OWS.GHOST-93 used command '/SC tac-5'.
[18:39:49	]S10/OWS.GHOST-93 used command '/Radio 10-7'.
[18:39:50	][IC] Marcus Miller: Hmm.
[18:39:51	]Johnny McCannon ran 'drinkquench' on item 'Su Şişesi' (#63314)
[18:39:51	]Marcus Miller opened the 'Açık Konteynır' #5882 container.
[18:39:56	]Ender has unloaded their "S10/OWS.GHOST-93" character.
[18:39:57	]Marcus Miller has gained a 'Kağıt' #58874 from a container with the name 'Açık Konteynır' #5882.
[18:39:59	][IT] Arthur Kreuzberg: Kişinin oldukça ciğerlerinin kızardığını
[18:39:59	]Marcus Miller has gained a 'Çiğ Headcrab Eti' #59361 from a container with the name 'Açık Konteynır' #5882.
[18:40:00	]Ender loaded the character 'Michael Ryan'
[18:40:02	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62523.
[18:40:02	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62526.
[18:40:04	]Marcus Miller has gained a 'Mutfak Kaşığı' #60767 from a container with the name 'Açık Konteynır' #5882.
[18:40:04	][IT] Arthur Kreuzberg: Kişinin oldukça ciğerlerinin kızardığını görüyorsunuz...
[18:40:04	]Marcus Miller closed the 'Açık Konteynır' #5882 container.
[18:40:05	][IC] Martin Rock: Siktir.
[18:40:07	][IC] Maya Morgan: Bu kim lan?
[18:40:11	]Martin Rock used command '/Radio hayır! ACİLEN GELİN'.
[18:40:12	][IC] Marcus Miller: Kaşık, et.
[18:40:16	][IC] Marcus Miller: Fena değil.
[18:40:17	]C45:i1.HELIX-12 has spawned a 'NPC [5833][npc_antlion]'.
[18:40:18	]Martin Rock used command '/Radio KAÇ KİŞİSİNİZ'.
[18:40:18	][IC] Michael Ryan: Özgür kırım direnişinden.
[18:40:18	]Tony Miller used command '/Radio OTOYOLA ÇIK'.
[18:40:20	]Johnny McCannon has taken 5 damage from npc_antlion.
[18:40:21	][IC] Maya Morgan: Hay sikeyim, her geçen gün yeni yüzler görüyorum.
[18:40:21	][IC] Marcus Miller: Bir kaç gün daha hayatta kalırım.
[18:40:21	]Johnny McCannon has hit npc_antlion dealing 0 damage (CritChance was 0.65).
[18:40:21	]Johnny McCannon has critically hit npc_antlion dealing 21 damage (CritChance was 0.65).
[18:40:21	]Johnny McCannon has critically hit npc_antlion dealing 21 damage (CritChance was 0.65).
[18:40:21	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61745.
[18:40:22	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61744.
[18:40:22	][IC] Michael Ryan: Dikkat et.
[18:40:23	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62526.
[18:40:23	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62523.
[18:40:27	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61745.
[18:40:27	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61744.
[18:40:31	][IC] Michael Ryan: Ben sizle tanışmadımmı önceden.
[18:40:31	]Maya Morgan ran 'removeMag' on item 'FiveSeven' (#61741)
[18:40:31	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61744.
[18:40:32	]Tony Miller ran 'take' on item 'Çiğ Antlion Eti' (#63343)
[18:40:32	]Tony Miller has gained a 'Çiğ Antlion Eti' #63343.
[18:40:33	]Maya Morgan ran 'combine' on item '20rnd FiveSeven-şarjörü' (#61744)
[18:40:35	]Martin Rock used command '/Radio KAÇ KİŞİSİNİZ DİYORUM LAN'.
[18:40:35	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61745.
[18:40:39	]C45:i1.HELIX-12 has spawned a 'NPC [5891][npc_antlion]'.
[18:40:40	][IC] Maya Morgan: Sen şu kaybolan kel herifsin.
[18:40:40	]Tony Miller used command '/Radio tekim tek nerdesin'.
[18:40:41	]C45:i1.HELIX-12 has spawned a 'NPC [6021][npc_antlion]'.
[18:40:45	]Maya Morgan has taken 5 damage from npc_antlion.
[18:40:45	][IC] Maya Morgan: Beş saat seni aradık, ahmaka.
[18:40:45	]Arthur Kreuzberg entered observer.
[18:40:45	]Maya Morgan has taken 5 damage from npc_antlion.
[18:40:45	]Tony Miller used command '/Radio ÇIK OTO YOLLA ARTIK HADİ'.
[18:40:46	]Johnny McCannon has hit npc_antlion dealing 13 damage (CritChance was 0.65).
[18:40:46	]Johnny McCannon has critically hit npc_antlion dealing 0 damage (CritChance was 0.65).
[18:40:46	]Johnny McCannon has critically hit npc_antlion dealing 21 damage (CritChance was 0.65).
[18:40:46	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61745.
[18:40:46	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61744.
[18:40:46	]Maya Morgan has taken 5 damage from npc_antlion.
[18:40:47	]Johnny McCannon has hit npc_antlion dealing 13 damage (CritChance was 0.65).
[18:40:47	]Arthur Kreuzberg exited observer at their location.
[18:40:47	]Johnny McCannon has critically hit npc_antlion dealing 21 damage (CritChance was 0.65).
[18:40:48	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62523.
[18:40:48	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62525.
[18:40:51	]Martin Rock used command '/Radio OTOYOLDA DEĞİLSİN'.
[18:40:52	]Tony Miller has gained level 17 in the Hız skill.
[18:40:52	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61744.
[18:40:52	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61745.
[18:40:53	][IC] Johnny McCannon: Buradan siktir olup gidelim.
[18:40:53	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62525.
[18:40:53	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62524.
[18:40:55	]Martin Rock used command '/Radio GÖREMİYORUM!'.
[18:40:56	][IC] Michael Ryan: Yolu bulamamıştım.
[18:40:59	]Arthur Kreuzberg entered observer.
[18:41:00	]Arthur Kreuzberg exited observer at their location.
[18:41:00	]Arthur Kreuzberg entered observer.
[18:41:01	]Tony Miller used command '/Radio ŞİMDİ'.
[18:41:01	]Arthur Kreuzberg exited observer at their location.
[18:41:03	][IC] Marcus Miller: Huh.
[18:41:06	]Marcus Miller ran 'Write' on item 's' (#58873)
[18:41:06	]Johnny McCannon ran 'combine' on item '30rnd SG556-şarjörü' (#62523)
[18:41:08	]Johnny McCannon ran 'combine' on item '30rnd SG556-şarjörü' (#62525)
[18:41:09	]Johnny McCannon ran 'combine' on item '30rnd SG556-şarjörü' (#62526)
[18:41:10	]Marcus Miller ran 'Write' on item 's' (#58873)
[18:41:10	]Martin Rock used command '/Radio hayır'.
[18:41:11	]Johnny McCannon ran 'removeMag' on item 'SG556' (#62522)
[18:41:11	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62524.
[18:41:12	]Johnny McCannon ran 'combine' on item '30rnd SG556-şarjörü' (#62524)
[18:41:13	][IC] Marcus Miller: Boş.
[18:41:14	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62526.
[18:41:18	][IC] Marcus Miller: Kim boş kağıt bırakırki!
[18:41:21	]Tony Miller used command '/Radio seni bulursam varya'.
[18:41:24	][IC] Martin Rock: Ciğerleri.
[18:41:25	]Tony Miller used command '/Radio ulan adın ne senin'.
[18:41:25	][IC] Martin Rock: ..
[18:41:29	][IC] Johnny McCannon: Arthur nerde amınakoyayım?
[18:41:32	][LOOC] Michael Ryan: neyi bekliyoz amk
[18:41:39	][IC] Michael Ryan: Bilmiyorum şimdi uyandım.
[18:41:41	]Martin Rock used command '/Radio kapa çeneni adamının ölmemesini sağlıyorum şuan dikkatimi bozma!'.
[18:41:47	][IC] Johnny McCannon: Uyumak için harika bir yer.
[18:41:49	][IC] Johnny McCannon: May.
[18:41:49	][IC] Martin Rock: Şu hapı içerse.
[18:41:50	][IC] Johnny McCannon: Maya.
[18:41:51	][IC] Martin Rock: Iyi gelebilir.
[18:41:51	][IC] Maya Morgan: Şu radyodan kafamı ütülediler.
[18:41:53	][IC] Johnny McCannon: Ormana gidelim.
[18:41:57	][IC] Maya Morgan: Gidelim.
[18:42:00	][ME] Martin Rock: sarı bir hapı suyla beraber zorla içirir
[18:42:01	][LOOC] Arthur Kreuzberg: sinyor
[18:42:04	][LOOC] Martin Rock: he
[18:42:06	][IC] Michael Ryan: Ben yokken ne oldu?
[18:42:11	]Tony Miller used command '/Radio Otoyoldaki kim'.
[18:42:12	][LOOC] Arthur Kreuzberg: SDGYHSUJGPK Ğİ WONDERIN ANASINI SİKİYORUM BİR KUDUYOR 
[18:42:15	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62526.
[18:42:15	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62525.
[18:42:18	][LOOC] Martin Rock: LJŞKADFLJŞFD
[18:42:18	]Maya Morgan used command '/Radio Biziz, sanırım'.
[18:42:20	][IC] Michael Ryan: Ben yokken ne oldu?
[18:42:22	][IC] Johnny McCannon: Temas var.
[18:42:22	][ME] Marcus Miller: kutunun kapağını yavaşca açar
[18:42:24	][IC] Johnny McCannon: Dikkatli olun.
[18:42:24	]Tony Miller used command '/Radio şu adamın evci nerde'.
[18:42:28	]Tony Miller used command '/Radio bilen var mı'.
[18:42:30	]Marcus Miller ran 'take' on item 'Yapıştırıcı' (#63346)
[18:42:30	]Marcus Miller has gained a 'Yapıştırıcı' #63346.
[18:42:32	]Marcus Miller ran 'take' on item 'Ahşap Tahta' (#63345)
[18:42:32	]Marcus Miller has gained a 'Ahşap Tahta' #63345.
[18:42:39	][IC] Johnny McCannon: Shotfire.
[18:42:39	][IC] Marcus Miller: Siktir!
[18:42:49	][IC] Marcus Miller: S-sen napıyorsun.
[18:42:59	][IC] Marcus Miller: Sakin olun biraz.
[18:43:09	]Maya Morgan used command '/Radio Johnny, az önceki yerde buluş'.
[18:43:11	][IC] Marcus Miller: Bunlar kendi arkadaşını bulduğunda vurur.
[18:43:12	][IC] Maya Morgan: Kimin?
[18:43:21	]Marcus Miller ran 'take' on item 'Demir' (#63349)
[18:43:21	]Marcus Miller has gained a 'Demir' #63349.
[18:43:22	]Marcus Miller ran 'take' on item 'Bez Paçavralar' (#63348)
[18:43:22	]Marcus Miller has gained a 'Bez Paçavralar' #63348.
[18:43:24	]Martin Rock used command '/Radio HEY!'.
[18:43:28	]Tony Miller used command '/Radio EVET'.
[18:43:30	][IC] Maya Morgan: Bilmiyorum, şurdan düz git sağa dön.
[18:43:32	]Martin Rock used command '/Radio GELİN ARTIK AMINA KOYAYIM ADAM ÖLÜYOR'.
[18:43:47	][IT] Martin Rock: durumu nasıldır?
[18:43:51	]Arthur Kreuzberg ran SAM command 'hp' with arguments: 'arthur' '60'
[18:43:54	][IC] Johnny McCannon: Neredeler lan?
[18:44:00	]Maya Morgan entered observer.
[18:44:03	]Martin Rock used command '/Radio DURUMUNU İYİYE ÇEVİRDİM GİBİ GÖZÜKÜYOR'.
[18:44:03	]Maya Morgan exited observer at their location.
[18:44:04	][IC] Michael Ryan: Ne oluyor.
[18:44:12	]Maya Morgan used command '/Radio yahu kimden bahsediyorsunuz? Kafamı ütülediniz.'.
[18:44:14	][IC] Martin Rock: Yer çok soğuk.
[18:44:15	][IC] Michael Ryan: Ben yokken ne oldu.
[18:44:16	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62525.
[18:44:16	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62526.
[18:44:19	][IC] Johnny McCannon: Ben geldim.
[18:44:22	]Johnny McCannon has gained a '30rnd SG556-şarjörü' #62526.
[18:44:22	]Johnny McCannon has lost a '30rnd SG556-şarjörü' #62524.
[18:44:28	][IC] Johnny McCannon: Adım McCannon.
[18:44:34	][IC] Michael Ryan: Memnun oldum.
[18:44:37	]Martin Rock used command '/Radio SİYAH BERELİ SİYAH GÖMLEKLİ TAKIM ELBİSE AYAKKABISI GİYİYOR'.
[18:44:37	][IC] Michael Ryan: Benimde michael.
[18:44:41	][ME] Martin Rock: kişi sırtlar
[18:44:41	][IC] Johnny McCannon: Memnun oldum.
[18:44:44	]Arthur Kreuzberg used command '/ExitAct'.
[18:44:44	]Maya Morgan has gained level 34 in the Hız skill.
[18:44:58	][IC] Michael Ryan: Kimi arıyoruz?
[18:44:59	]C45:i1.HELIX-12 has spawned a 'Entity [5890][npc_antlion_burrowed]'.
[18:44:59	][IC] Johnny McCannon: Kuzey Batıda mayayı gördüm.
[18:45:01	]C45:i1.HELIX-12 has spawned a 'Entity [6031][npc_antlion_burrowed]'.
[18:45:02	]Martin Rock has spawned 'models/props_c17/FurnitureBed001a.mdl'.
[18:45:04	][IC] Johnny McCannon: Arthur Krouzberg.
[18:45:08	]Martin Rock has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[18:45:12	]Arthur Kreuzberg entered observer.
[18:45:13	]Arthur Kreuzberg exited observer at their location.
[18:45:13	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61745.
[18:45:13	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61744.
[18:45:14	][IC] Marcus Miller: Neyin peşinde bunlar?
[18:45:15	][IC] Michael Ryan: Niyeki?
[18:45:16	]Tony Miller has taken 5 damage from npc_antlion.
[18:45:17	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:45:17	]Tony Miller has taken 5 damage from npc_antlion.
[18:45:17	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:45:17	]Tony Miller has taken 5 damage from npc_antlion.
[18:45:18	]Maya Morgan has gained level 36 in the Silahlar skill.
[18:45:18	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:45:19	]Maya Morgan has critically hit npc_antlion dealing 0 damage (CritChance was 0.92).
[18:45:19	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:45:20	]Michael Ryan has taken 4 damage from worldspawn.
[18:45:24	]Tony Miller ran 'take' on item 'Çiğ Antlion Eti' (#63353)
[18:45:26	]Arthur Kreuzberg has used a context menu option with the name: remove
[18:45:28	]Tony Miller ran 'drop' on item 'Demir' (#59191)
[18:45:28	]Tony Miller has lost a 'Demir' #59191.
[18:45:28	]C45:i1.HELIX-12 has spawned a 'Entity [6053][npc_antlion_burrowed]'.
[18:45:29	]Tony Miller ran 'take' on item 'Çiğ Antlion Eti' (#63353)
[18:45:29	]Tony Miller has gained a 'Çiğ Antlion Eti' #63353.
[18:45:32	]Tony Miller ran 'combine' on item 'Çiğ Antlion Eti' (#63343)
[18:45:34	]Tony Miller ran 'take' on item 'Çiğ Antlion Eti' (#63354)
[18:45:34	]Tony Miller has gained a 'Çiğ Antlion Eti' #63354.
[18:45:35	]Tony Miller ran 'combine' on item 'Çiğ Antlion Eti' (#63343)
[18:45:36	][IC] Michael Ryan: Onu öldürücezMİ.
[18:45:37	]Arthur Kreuzberg used command '/ActDown 3'.
[18:45:37	]Tony Miller ran 'take' on item 'Demir' (#59191)
[18:45:37	]Tony Miller has gained a 'Demir' #59191.
[18:45:40	]Arthur Kreuzberg used command '/ExitAct'.
[18:45:40	][IC] Johnny McCannon: Kurtarıcaz.
[18:45:43	]Arthur Kreuzberg used command '/ActDown'.
[18:45:46	][IC] Martin Rock: Ahh.
[18:45:48	][IC] Michael Ryan: Kimden??
[18:45:48	]Tony Miller used command '/Radio MAYA NERDESİN'.
[18:45:53	]Johnny McCannon used command '/PM Maya neredesiniz aq'.
[18:45:54	]Maya Morgan used command '/Radio Kilisedeyim amına koyayım'.
[18:45:59	]Tony Miller has taken 5 damage from npc_antlion.
[18:45:59	]Martin Rock used command '/Radio KİMLİĞİNDE ARTHUR YAZIYOR'.
[18:46:00	]Tony Miller has critically hit npc_antlion dealing 60 damage (CritChance was 0.95).
[18:46:00	][IC] Johnny McCannon: Bilmiyorum.
[18:46:05	]Martin Rock used command '/Radio KİLİSE DEĞİL KOCA KAFALI'.
[18:46:12	][IC] Marcus Miller: Kilise ha?
[18:46:14	]Maya Morgan used command '/Radio Şurada namaz kılacağım şimdi, konum versenize amına koduklarım'.
[18:46:23	]C45:i1.HELIX-12 has spawned a 'Entity [5766][npc_zombine_slump]'.
[18:46:30	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61744.
[18:46:30	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61745.
[18:46:31	]Martin Rock used command '/Radio bak eski direniş üssünün solundaki köprüden geçin bu kadar basit ya'.
[18:46:32	][IC] Maya Morgan: Yine sen.
[18:46:33	]C45:i1.HELIX-12 has spawned a 'Entity [5766][npc_zombine_prone]'.
[18:46:34	]C45:i1.HELIX-12 has spawned a 'Entity [6057][npc_zombine_slump_attack]'.
[18:46:36	][IC] Marcus Miller: Yine siz.
[18:46:41	]C45:i1.HELIX-12 has spawned a 'Entity [5766][npc_zombine_slump_attack]'.
[18:46:43	][IC] Johnny McCannon: Diğerlerini de kaybettim.
[18:46:51	]C45:i1.HELIX-12 has spawned a 'Entity [5766][npc_caveguard_burrowed]'.
[18:46:55	]C45:i1.HELIX-12 exited observer at their location.
[18:46:56	]C45:i1.HELIX-12 entered observer.
[18:46:58	][IC] Martin Rock: Ne yapma mgerekiyor.
[18:47:01	]Tony Miller has gained level 18 in the Hız skill.
[18:47:03	][IC] Marcus Miller: Sıkıca barikatlanmış.
[18:47:06	]C45:i1.HELIX-12 has spawned a 'Entity [6022][npc_antlion_burrowed]'.
[18:47:07	]C45:i1.HELIX-12 has spawned a 'Entity [6053][npc_antlion_burrowed]'.
[18:47:11	][IC] Martin Rock: Görünürde kimse yok!
[18:47:13	][ME] Marcus Miller: Barikatın sağlamlığını eliyle kontrol eder
[18:47:15	]Johnny McCannon used command '/PM Maya neredesiniz aq'.
[18:47:15	]Martin Rock entered observer.
[18:47:16	]Martin Rock exited observer at their location.
[18:47:16	]Martin Rock entered observer.
[18:47:16	]Martin Rock exited observer at their location.
[18:47:19	][IC] Martin Rock: Geliyolar jklasdşfgjklsdg.
[18:47:21	]Maya Morgan used command '/Reply telsiz yok mu sende'.
[18:47:21	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61745.
[18:47:21	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61744.
[18:47:23	]Maya Morgan has critically hit npc_antlion dealing 0 damage (CritChance was 0.92).
[18:47:23	]Maya Morgan has hit npc_antlion dealing 10 damage (CritChance was 0.92).
[18:47:24	]Maya Morgan has gained level 37 in the Silahlar skill.
[18:47:24	]Maya Morgan has critically hit npc_antlion dealing 0 damage (CritChance was 0.92).
[18:47:24	]Maya Morgan has critically hit npc_antlion dealing 0 damage (CritChance was 0.92).
[18:47:24	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:47:24	]Maya Morgan has critically hit npc_antlion dealing 0 damage (CritChance was 0.92).
[18:47:24	]Maya Morgan has gained level 38 in the Silahlar skill.
[18:47:24	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:47:25	]Johnny McCannon used command '/PM Maya yok'.
[18:47:27	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:47:28	]Maya Morgan has critically hit npc_antlion dealing 17 damage (CritChance was 0.92).
[18:47:29	]Maya Morgan has gained a '20rnd FiveSeven-şarjörü' #61744.
[18:47:29	]Maya Morgan has lost a '20rnd FiveSeven-şarjörü' #61745.
[18:47:31	]Tony Miller ran 'drop' on item 'Demir' (#59191)
[18:47:31	]Tony Miller has lost a 'Demir' #59191.
[18:47:33	]Maya Morgan ran 'combine' on item '20rnd FiveSeven-şarjörü' (#61744)
[18:47:33	]Tony Miller ran 'take' on item 'Çiğ Antlion Eti' (#63356)
[18:47:33	]Tony Miller has gained a 'Çiğ Antlion Eti' #63356.
[18:47:36	]Martin Rock has spawned a waterbottle.
[18:47:36	]Tony Miller ran 'combine' on item 'Çiğ Antlion Eti' (#63343)
[18:47:38	]Tony Miller ran 'take' on item 'Çiğ Antlion Eti' (#63358)
[18:47:38	]Tony Miller has gained a 'Çiğ Antlion Eti' #63358.
[18:47:43	]Johnny McCannon used command '/PM maya kayboldum knk'.
[18:47:44	][LOOC] Martin Rock: suyun hepsini içirmişim
[18:47:44	]Maya Morgan used command '/Reply konum vermek çok zor amk'.
